County,State,mean_life_expectancy,State_FIPS,County_FIPS,health_insurance_rate
Manatee County,Florida,80.6401375278797,12,081,19.0
Marion County,Florida,77.2193842479713,12,083,18.4
Martin County,Florida,81.6918626898687,12,085,16.1
Monroe County,Florida,79.6572423356517,12,087,26.6
Nassau County,Florida,77.6273796286286,12,089,16.6
Okaloosa County,Florida,78.0243619781617,12,091,15.8
Okeechobee County,Florida,76.6928309950686,12,093,22.2
Orange County,Florida,79.907746185422,12,095,22.2
Osceola County,Florida,79.4141527712853,12,097,24.7
Palm Beach County,Florida,81.9478048279696,12,099,20.1
Pasco County,Florida,77.8138523845587,12,101,16.5
Pinellas County,Florida,78.6699666288068,12,103,17.4
Polk County,Florida,78.3866007118166,12,105,18.6
Putnam County,Florida,74.824728147007,12,107,21.9
Saint Johns County,Florida,81.0314147503521,12,109,12.1
Saint Lucie County,Florida,79.7759103073056,12,111,21.4
Santa Rosa County,Florida,77.9439581693406,12,113,15.2
Sarasota County,Florida,81.4743257016792,12,115,16.5
Seminole County,Florida,80.4267833401531,12,117,17.5
Sumter County,Florida,81.3091282658141,12,119,9.9
Suwannee County,Florida,75.6351396305189,12,121,21.2
Taylor County,Florida,75.867327971606,12,123,18.2
Union County,Florida,69.0842926635716,12,125,16.7
Volusia County,Florida,77.4474098595231,12,127,18.6
Wakulla County,Florida,76.5579235348067,12,129,12.1
Walton County,Florida,77.7370870344531,12,131,19.0
Washington County,Florida,74.4336357205743,12,133,16.8
Appling County,Georgia,74.9345343621424,13,001,24.0
Atkinson County,Georgia,73.9687683772182,13,003,32.8
Bacon County,Georgia,73.5924839273872,13,005,23.4
Baker County,Georgia,77.6093613310299,13,007,20.3
Baldwin County,Georgia,76.3589481043216,13,009,15.0
Banks County,Georgia,76.9206951845027,13,011,17.8
Barrow County,Georgia,76.568775709694,13,013,19.7
Bartow County,Georgia,76.2401395708099,13,015,19.3
Ben Hill County,Georgia,73.713227095883,13,017,19.6
Berrien County,Georgia,75.4720784517024,13,019,27.0
Bibb County,Georgia,73.9123435117015,13,021,17.8
Bleckley County,Georgia,76.1132929655014,13,023,13.7
Brantley County,Georgia,74.8752724973373,13,025,29.8
Brooks County,Georgia,75.4456931980419,13,027,24.1
Bryan County,Georgia,76.2090812741944,13,029,16.0
Bulloch County,Georgia,77.1197815582943,13,031,19.0
Burke County,Georgia,73.6781476098738,13,033,17.4
Butts County,Georgia,74.1140850897095,13,035,19.2
Calhoun County,Georgia,75.2998074781914,13,037,26.1
Camden County,Georgia,77.7735434870564,13,039,14.6
Candler County,Georgia,74.0567782956218,13,043,27.4
Carroll County,Georgia,75.2022873519906,13,045,18.6
Catoosa County,Georgia,77.9247757438196,13,047,16.1
Charlton County,Georgia,76.7697615807727,13,049,22.1
Chatham County,Georgia,77.5184797541465,13,051,19.2
Chattahoochee County,Georgia,76.84255932623,13,053,12.8
Chattooga County,Georgia,73.8317108439486,13,055,20.0
Cherokee County,Georgia,79.7496679472048,13,057,15.5
Clarke County,Georgia,78.2615876465466,13,059,18.2
Clay County,Georgia,74.8432062452083,13,061,22.5
Clayton County,Georgia,76.7325719862389,13,063,26.9
Clinch County,Georgia,73.408491917808,13,065,20.1
Cobb County,Georgia,79.9283366661823,13,067,18.3
Coffee County,Georgia,75.2157891526563,13,069,24.7
Colquitt County,Georgia,75.0860049176497,13,071,27.8
Columbia County,Georgia,80.1160154662685,13,073,12.1
Cook County,Georgia,74.7696432807423,13,075,27.7
Coweta County,Georgia,78.2106345028716,13,077,13.4
Crawford County,Georgia,76.58022808544,13,079,17.5
Crisp County,Georgia,75.6681687717805,13,081,19.9
Dade County,Georgia,75.3966077791311,13,083,16.6
Dawson County,Georgia,77.8413801559133,13,085,17.4
Decatur County,Georgia,74.7688125394424,13,087,22.5
DeKalb County,Georgia,79.3320318728214,13,089,21.5
Dodge County,Georgia,75.6240895589048,13,091,16.3
Dooly County,Georgia,78.270500402471,13,093,20.6
Dougherty County,Georgia,75.1444111594597,13,095,20.9
Douglas County,Georgia,77.2553994583244,13,097,18.3
Early County,Georgia,74.1746109809755,13,099,19.0
Echols County,Georgia,77.6281901979393,13,101,33.3
Effingham County,Georgia,76.4578448594999,13,103,16.2
Elbert County,Georgia,74.9297782306706,13,105,17.7
Emanuel County,Georgia,73.1875806317402,13,107,24.2
Evans County,Georgia,75.1835484789051,13,109,18.0
Fannin County,Georgia,76.688033522143,13,111,19.1
Fayette County,Georgia,80.7802913886552,13,113,9.4
Floyd County,Georgia,75.4551048703234,13,115,18.9
Forsyth County,Georgia,81.2375145242419,13,117,13.0
Franklin County,Georgia,74.5581372850625,13,119,19.0
Fulton County,Georgia,78.4328501920243,13,121,17.6
Gilmer County,Georgia,78.1821220728799,13,123,21.2
Glascock County,Georgia,74.0702002494758,13,125,20.5
Glynn County,Georgia,77.1794930798449,13,127,20.8
Gordon County,Georgia,75.8399271754514,13,129,21.5
Grady County,Georgia,76.151119404243,13,131,25.7
Greene County,Georgia,77.7320535995304,13,133,18.4
Gwinnett County,Georgia,80.4465430438862,13,135,22.3
Habersham County,Georgia,77.6419958353258,13,137,20.2
Hall County,Georgia,78.7457723645131,13,139,20.9
Hancock County,Georgia,76.1199783068919,13,141,18.8
Haralson County,Georgia,73.553644831127,13,143,16.9
Harris County,Georgia,79.2890077652842,13,145,11.1
Hart County,Georgia,77.1294577753602,13,147,19.2
Heard County,Georgia,75.2250279243881,13,149,19.8
Henry County,Georgia,77.2668197628104,13,151,15.3
Houston County,Georgia,77.5707003222215,13,153,14.7
Irwin County,Georgia,75.5319125492145,13,155,18.9
Jackson County,Georgia,76.1779796658862,13,157,17.2
Jasper County,Georgia,76.2323285378843,13,159,17.4
Jeff Davis County,Georgia,73.7586459215342,13,161,24.6
Jefferson County,Georgia,73.2040306163978,13,163,24.0
Jenkins County,Georgia,74.1817912893906,13,165,22.8
Johnson County,Georgia,76.4532268359357,13,167,20.6
Jones County,Georgia,78.2209896513889,13,169,16.1
Lamar County,Georgia,74.9977890915742,13,171,19.3
Lanier County,Georgia,75.5325124997842,13,173,22.1
Laurens County,Georgia,74.949039342625,13,175,15.7
Lee County,Georgia,77.5265837874481,13,177,14.7
Liberty County,Georgia,76.8668130027685,13,179,14.3
Lincoln County,Georgia,76.2155783286932,13,181,19.8
Long County,Georgia,78.3991318448588,13,183,23.0
Lowndes County,Georgia,76.2453956744472,13,185,20.1
Lumpkin County,Georgia,78.0597439768539,13,187,16.0
McDuffie County,Georgia,74.41963111247,13,189,20.7
McIntosh County,Georgia,79.4457187215119,13,191,24.6
Macon County,Georgia,74.3211885630731,13,193,23.3
Madison County,Georgia,75.8992950836721,13,195,18.7
Marion County,Georgia,76.7225770981052,13,197,29.2
Meriwether County,Georgia,74.8538276665634,13,199,20.8
Miller County,Georgia,74.1545691223151,13,201,18.9
Mitchell County,Georgia,75.188921032314,13,205,21.0
Monroe County,Georgia,77.4406245257145,13,207,14.9
Montgomery County,Georgia,75.5819616344513,13,209,22.3
Morgan County,Georgia,77.5545771533365,13,211,16.2
Murray County,Georgia,75.1415400042245,13,213,22.2
Muscogee County,Georgia,74.9242055218078,13,215,15.8
Newton County,Georgia,76.388924256193,13,217,18.7
Oconee County,Georgia,80.4602667100514,13,219,11.0
Oglethorpe County,Georgia,78.1537582497183,13,221,16.0
Paulding County,Georgia,78.5126316183096,13,223,14.3
Peach County,Georgia,74.5309944327822,13,225,20.6
Pickens County,Georgia,77.550434569024,13,227,14.7
Pierce County,Georgia,75.1711946674867,13,229,20.8
Pike County,Georgia,76.0207025888261,13,231,16.2
Polk County,Georgia,73.7433236411906,13,233,21.0
Pulaski County,Georgia,77.8146750421041,13,235,18.8
Putnam County,Georgia,77.2313879034576,13,237,15.9
Quitman County,Georgia,75.7144452783848,13,239,15.6
Rabun County,Georgia,77.6420387387985,13,241,25.5
Randolph County,Georgia,76.2313513334328,13,243,19.8
Richmond County,Georgia,74.1469853140117,13,245,18.1
Rockdale County,Georgia,77.993058268219,13,247,20.5
Schley County,Georgia,77.7098948093512,13,249,26.5
Screven County,Georgia,74.8304509951324,13,251,20.8
Seminole County,Georgia,74.6911176414227,13,253,19.2
Spalding County,Georgia,74.6289363569151,13,255,18.2
Stephens County,Georgia,73.7317044967219,13,257,17.7
Stewart County,Georgia,75.0193609662896,13,259,25.8
Sumter County,Georgia,75.156794709651,13,261,17.2
