County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Families
Sitka City and Borough,Alaska,79.6650631553651,02,220,2392
Southeast Fairbanks Census Area,Alaska,77.5612030905116,02,240,1715
Valdez-Cordova Census Area,Alaska,77.7789732408076,02,261,2637
Wade Hampton Census Area,Alaska,69.3213264483902,02,270,1405
Northwest Arctic Borough,Alaska,73.3099569505481,02,188,1441
Aleutians East Borough,Alaska,83.2497136811526,02,013,239
Aleutians West Census Area,Alaska,83.2497136811526,02,016,579
Dillingham Census Area,Alaska,73.8738696625887,02,070,901
Lake and Peninsula Borough,Alaska,73.8738696625887,02,164,403
Denali Borough,Alaska,73.4675000952053,02,068,405
Yukon-Koyukuk Census Area,Alaska,73.4675000952053,02,290,1217
Hoonah-Angoon Census Area,Alaska,80.4521604465035,02,105,607
Skagway Municipality,Alaska,80.4521604465035,02,230,237
Yakutat City and Borough,Alaska,80.4521604465035,02,282,163
Ketchikan Gateway Borough,Alaska,78.2747578732582,02,130,3308
Petersburg Borough,Alaska,78.2747578732582,02,195,991
Prince of Wales-Hyder Census Area,Alaska,78.2747578732582,02,198,1442
Wrangell City and Borough,Alaska,78.2747578732582,02,275,678
Apache County,Arizona,73.8561214396708,04,001,13121
Cochise County,Arizona,78.5680603010476,04,003,32925
Coconino County,Arizona,79.1193751512235,04,005,29346
Gila County,Arizona,75.6097304830814,04,007,12888
Graham County,Arizona,77.4622342675031,04,009,7976
Greenlee County,Arizona,78.7507827120149,04,011,2488
Maricopa County,Arizona,80.2124326116695,04,013,922294
Mohave County,Arizona,75.5591104853809,04,015,52562
Navajo County,Arizona,75.2738330677208,04,017,25384
Pima County,Arizona,79.2757506659015,04,019,237405
Pinal County,Arizona,80.7659844558082,04,021,88841
Santa Cruz County,Arizona,82.0373373185342,04,023,10504
Yavapai County,Arizona,78.7874029147685,04,025,56980
La Paz County,Arizona,81.3521675862137,04,012,6506
Yuma County,Arizona,81.3521675862137,04,027,54709
Arkansas County,Arkansas,74.1112858269703,05,001,5201
Ashley County,Arkansas,74.722530526701,05,003,6232
Baxter County,Arkansas,76.2503312773737,05,005,12049
Benton County,Arkansas,79.4131254615631,05,007,59730
Boone County,Arkansas,76.6663467075271,05,009,10366
Bradley County,Arkansas,73.9859323033062,05,011,3303
Calhoun County,Arkansas,75.1966838611123,05,013,1386
Carroll County,Arkansas,77.1456627462798,05,015,7656
Chicot County,Arkansas,73.5503670607376,05,017,3109
Clark County,Arkansas,75.3636248057106,05,019,5286
Clay County,Arkansas,73.5541248348346,05,021,4489
Cleburne County,Arkansas,76.6484655444559,05,023,7294
Cleveland County,Arkansas,75.4329581994689,05,025,2387
Columbia County,Arkansas,74.6943200936668,05,027,6448
Conway County,Arkansas,75.4217186668425,05,029,5574
Craighead County,Arkansas,76.2385197940168,05,031,25322
Crawford County,Arkansas,75.686590417868,05,033,17545
Crittenden County,Arkansas,72.9401979057682,05,035,13244
Cross County,Arkansas,73.6904796145758,05,037,4765
Dallas County,Arkansas,73.8830173656563,05,039,1942
Desha County,Arkansas,73.3796780724682,05,041,3457
Drew County,Arkansas,75.6904108101973,05,043,5086
Faulkner County,Arkansas,76.9619590048966,05,045,28690
Franklin County,Arkansas,75.1411510297566,05,047,4930
Fulton County,Arkansas,75.5379827898365,05,049,3310
Garland County,Arkansas,75.2570452248396,05,051,25744
Grant County,Arkansas,75.6239859974003,05,053,4890
Greene County,Arkansas,74.5331879883689,05,055,11515
Hempstead County,Arkansas,75.2479397463284,05,057,5843
Hot Spring County,Arkansas,75.1772664311386,05,059,8435
Howard County,Arkansas,74.4354857160435,05,061,3672
Independence County,Arkansas,75.5694409162232,05,063,10224
Izard County,Arkansas,75.5978482588757,05,065,4087
Jackson County,Arkansas,73.5653078755239,05,067,4227
Jefferson County,Arkansas,74.0215400823225,05,069,18448
Johnson County,Arkansas,76.2289901089355,05,071,6728
Lafayette County,Arkansas,74.0803351638509,05,073,1780
Lawrence County,Arkansas,74.0776121126324,05,075,4475
Lee County,Arkansas,73.6384894525123,05,077,2197
Lincoln County,Arkansas,75.7083515136591,05,079,3070
Little River County,Arkansas,74.5062487093194,05,081,3747
Logan County,Arkansas,74.7473624038807,05,083,6093
Lonoke County,Arkansas,75.3274694088,05,085,18698
Madison County,Arkansas,75.4443972571463,05,087,4150
Marion County,Arkansas,75.5766832392705,05,089,4956
Miller County,Arkansas,74.9195793668671,05,091,11301
Mississippi County,Arkansas,72.4512758602153,05,093,11967
Monroe County,Arkansas,73.4013992674969,05,095,2254
Montgomery County,Arkansas,76.4915849838952,05,097,2646
Nevada County,Arkansas,74.4070397931647,05,099,2450
Newton County,Arkansas,76.7236904779886,05,101,2500
Ouachita County,Arkansas,73.5602288399878,05,103,7221
Perry County,Arkansas,75.7867157635549,05,105,2784
Phillips County,Arkansas,71.4555730297611,05,107,5484
Pike County,Arkansas,75.1998731244048,05,109,3151
Poinsett County,Arkansas,71.7720566278047,05,111,6194
Polk County,Arkansas,75.3955378678301,05,113,5656
Pope County,Arkansas,76.7352799147921,05,115,16030
Prairie County,Arkansas,75.5176517686095,05,117,2650
Pulaski County,Arkansas,76.1575310521574,05,119,96335
Randolph County,Arkansas,75.2458406261395,05,121,5049
Saint Francis County,Arkansas,74.4871340952185,05,123,6148
Saline County,Arkansas,77.5497685849276,05,125,29879
Scott County,Arkansas,75.5110878403514,05,127,3220
Searcy County,Arkansas,75.9381330654498,05,129,2179
Sebastian County,Arkansas,76.0469771550994,05,131,31978
Sevier County,Arkansas,74.8583636542812,05,133,4244
Sharp County,Arkansas,74.6544772475062,05,135,4578
Stone County,Arkansas,76.7418160917448,05,137,3304
Union County,Arkansas,73.63000792895,05,139,11509
Van Buren County,Arkansas,76.5025977068175,05,141,4794
Washington County,Arkansas,77.957927833903,05,143,49372
White County,Arkansas,75.5251056199117,05,145,20773
Woodruff County,Arkansas,72.9655981133841,05,147,2032
Yell County,Arkansas,74.9132237672603,05,149,5606
Alameda County,California,81.5917114810884,06,001,348592
Alpine County,California,79.0422582403089,06,003,250
Amador County,California,79.6400674957988,06,005,9620
Butte County,California,77.9504183062094,06,007,51990
Calaveras County,California,79.766911503313,06,009,13199
Colusa County,California,80.2484154818506,06,011,5120
Contra Costa County,California,81.4778692927033,06,013,262863
Del Norte County,California,76.1007646914602,06,015,6205
El Dorado County,California,81.2227109098631,06,017,49322
Fresno County,California,78.6072763856699,06,019,208532
Glenn County,California,78.2580621580513,06,021,6828
Humboldt County,California,77.0221429576216,06,023,31212
Imperial County,California,80.8354361564269,06,025,38219
Inyo County,California,79.0510291877403,06,027,4531
Kern County,California,77.3504807936172,06,029,189788
Kings County,California,79.3200585808375,06,031,31787
Lake County,California,75.3412286352568,06,033,16271
Lassen County,California,78.6032160433732,06,035,6586
Los Angeles County,California,81.3931910172072,06,037,2163751
Madera County,California,79.0617574128858,06,039,32472
Marin County,California,83.9987058251874,06,041,63720
Mariposa County,California,80.3397686208848,06,043,5041
Mendocino County,California,78.5047347417068,06,045,21062
Merced County,California,78.7733024594045,06,047,58214
Modoc County,California,78.0080317178538,06,049,2397
Mono County,California,85.1659002950784,06,051,3176
Monterey County,California,81.9282367512405,06,053,90391
Napa County,California,80.9974023370734,06,055,33596
Nevada County,California,81.2238413839233,06,057,27282
Orange County,California,82.3381698987313,06,059,707372
Placer County,California,81.3519443760521,06,061,93404
Plumas County,California,78.6309565054377,06,063,5721
Riverside County,California,80.3223261105413,06,065,499708
Sacramento County,California,79.087098442518,06,067,333986
San Benito County,California,81.7579081627153,06,069,13253
San Bernardino County,California,78.5304101343015,06,071,458450
San Diego County,California,81.381513680784,06,073,708151
San Francisco County,California,82.2907833071001,06,075,153345
San Joaquin County,California,78.2185152530442,06,077,158772
San Luis Obispo County,California,81.2529396083554,06,079,64374
San Mateo County,California,83.3198113420037,06,081,173782
Santa Barbara County,California,81.7611625675103,06,083,91950
Santa Clara County,California,83.4512906349108,06,085,430878
Santa Cruz County,California,81.4994501605179,06,087,58638
Shasta County,California,76.2592677020202,06,089,45823
Sierra County,California,79.0693360309628,06,091,803
Siskiyou County,California,77.0506509825431,06,093,12152
Solano County,California,79.5796693603122,06,095,100439
Sonoma County,California,81.0959514185712,06,097,116615
Stanislaus County,California,77.9966459626766,06,099,123582
Sutter County,California,78.8028495993562,06,101,23173
Tehama County,California,77.8073761870042,06,103,15901
Trinity County,California,77.2394672692165,06,105,3455
Tulare County,California,78.1621928874685,06,107,102374
Tuolumne County,California,78.9835377745994,06,109,14612
Ventura County,California,81.6875318574591,06,111,196098
Yolo County,California,80.6033247823694,06,113,43483
Yuba County,California,75.9900621771567,06,115,17723
Alamosa County,Colorado,76.5253065439348,08,003,3732
Archuleta County,Colorado,81.6588311692978,08,007,3258
Baca County,Colorado,77.1665962604476,08,009,1070
Bent County,Colorado,76.0996500723774,08,011,1229
Chaffee County,Colorado,81.2888183966825,08,015,4955
Cheyenne County,Colorado,79.6787964950269,08,017,542
Clear Creek County,Colorado,81.7335004616299,08,019,2235
Conejos County,Colorado,77.1707216337593,08,021,2175
Costilla County,Colorado,77.5771561730912,08,023,869
Crowley County,Colorado,77.7424458507641,08,025,839
Custer County,Colorado,81.2346414969819,08,027,1230
Delta County,Colorado,78.5735024481401,08,029,8623
Dolores County,Colorado,79.7274007984304,08,033,524
Douglas County,Colorado,83.2883520746022,08,035,79077
Eagle County,Colorado,87.6811696488415,08,037,11452
Elbert County,Colorado,81.2231670778837,08,039,6545
El Paso County,Colorado,79.5323718299468,08,041,158747
Fremont County,Colorado,77.401443466878,08,043,11139
Garfield County,Colorado,80.5775115723691,08,045,14137
Gilpin County,Colorado,80.1710618635178,08,047,1412
Grand County,Colorado,83.3265673182264,08,049,3434
Gunnison County,Colorado,82.6027311894569,08,051,3349
Huerfano County,Colorado,77.1399736736607,08,055,1771
Jackson County,Colorado,79.7085644527226,08,057,420
Kiowa County,Colorado,77.8601759342113,08,061,367
Kit Carson County,Colorado,79.0944013468693,08,063,1974
Lake County,Colorado,81.0498353165359,08,065,1732
La Plata County,Colorado,81.8277265322899,08,067,13064
Larimer County,Colorado,81.58596821444,08,069,76714
Las Animas County,Colorado,76.9973401027059,08,071,4064
Lincoln County,Colorado,79.5129284860621,08,073,1178
Logan County,Colorado,79.1620787101406,08,075,5393
Mesa County,Colorado,78.7344198151753,08,077,38909
Moffat County,Colorado,78.2778338045996,08,081,3551
Montezuma County,Colorado,77.4000139860387,08,083,7404
Montrose County,Colorado,79.7082086300651,08,085,11646
Morgan County,Colorado,78.2841712582528,08,087,7314
Otero County,Colorado,75.8194915308757,08,089,4833
Ouray County,Colorado,84.0367735438764,08,091,1347
Park County,Colorado,82.7617966335922,08,093,4583
Phillips County,Colorado,79.9038937806825,08,095,1110
Pitkin County,Colorado,89.2148113345019,08,097,3752
Prowers County,Colorado,76.947667951012,08,099,3306
Pueblo County,Colorado,77.1926685376495,08,101,40083
Rio Blanco County,Colorado,79.2290211134147,08,103,1643
Rio Grande County,Colorado,77.0914583603793,08,105,2914
Routt County,Colorado,82.8198966836207,08,107,6459
Saguache County,Colorado,80.0773699156685,08,109,1595
San Miguel County,Colorado,85.4017699191143,08,113,1796
Sedgwick County,Colorado,78.0283208874296,08,115,629
Summit County,Colorado,89.7522295499671,08,117,6168
Teller County,Colorado,80.3394209122523,08,119,6512
Washington County,Colorado,80.1606316629255,08,121,1420
Yuma County,Colorado,78.96416336077,08,125,2556
Adams County,Colorado,80.0651767732563,08,001,107200
Arapahoe County,Colorado,80.0651767732563,08,005,146752
Boulder County,Colorado,80.0651767732563,08,013,70680
Broomfield County,Colorado,80.0651767732563,08,014,14155
Denver County,Colorado,80.0651767732563,08,031,125598
Jefferson County,Colorado,80.0651767732563,08,059,143882
Weld County,Colorado,80.0651767732563,08,123,64319
Fairfield County,Connecticut,82.301705240952,09,001,230396
Hartford County,Connecticut,80.4548248084037,09,003,227776
Litchfield County,Connecticut,80.6628977925182,09,005,51659
Middlesex County,Connecticut,81.2585082923244,09,007,44659
New Haven County,Connecticut,80.1714609156176,09,009,214719
New London County,Connecticut,80.2094373307813,09,011,70749
Tolland County,Connecticut,81.7620728696427,09,013,37831
Windham County,Connecticut,79.163911230996,09,015,29811
Kent County,Delaware,77.680533585267,10,001,40439
New Castle County,Delaware,78.7619523510733,10,003,134499
Sussex County,Delaware,78.5594945558292,10,005,50860
Alachua County,Florida,78.8298810026242,12,001,51852
Baker County,Florida,75.4892601979674,12,003,6326
Bay County,Florida,76.578868950999,12,005,43729
Bradford County,Florida,76.16409529862,12,007,6448
Brevard County,Florida,78.4425501968517,12,009,142392
Broward County,Florida,80.4620012985353,12,011,417267
Calhoun County,Florida,75.6805027177076,12,013,3422
Charlotte County,Florida,80.5284884291945,12,015,47108
Citrus County,Florida,76.6303920419913,12,017,38239
Clay County,Florida,77.9071530419271,12,019,51191
Collier County,Florida,84.1356415947054,12,021,81533
Columbia County,Florida,75.3682367841856,12,023,15444
Miami-Dade County,Florida,81.0153198340328,12,086,567946
DeSoto County,Florida,79.8382749231809,12,027,7444
Dixie County,Florida,75.3236310527,12,029,3873
Duval County,Florida,76.3973175449474,12,031,207319
Escambia County,Florida,76.0503325549759,12,033,71201
Flagler County,Florida,79.6435125265413,12,035,25583
Franklin County,Florida,76.5862795016104,12,037,3027
Gadsden County,Florida,75.7723355129187,12,039,10824
Gilchrist County,Florida,76.9222692782641,12,041,4228
Glades County,Florida,80.9184507641511,12,043,2412
Gulf County,Florida,76.5611850023736,12,045,3708
Hamilton County,Florida,76.3520765176585,12,047,3024
Hardee County,Florida,78.9865404932149,12,049,5750
Hendry County,Florida,77.8725077937341,12,051,7903
Hernando County,Florida,77.317775606079,12,053,48098
Highlands County,Florida,79.3484213930435,12,055,25846
Hillsborough County,Florida,78.5475087992222,12,057,296781
Holmes County,Florida,74.6560552672803,12,059,4806
Indian River County,Florida,80.5178175495238,12,061,37209
Jackson County,Florida,75.8797991925372,12,063,10742
Jefferson County,Florida,77.0437609758506,12,065,3730
Lafayette County,Florida,76.9155975368524,12,067,1893
Lake County,Florida,79.3669380965877,12,069,81488
Lee County,Florida,81.48918540059,12,071,159623
Leon County,Florida,79.5206843591431,12,073,60796
Levy County,Florida,75.293614646898,12,075,10474
Liberty County,Florida,76.6292768578788,12,077,1503
Madison County,Florida,75.4607942901121,12,079,4829
Manatee County,Florida,80.629206729324,12,081,83947
Marion County,Florida,77.3074938351339,12,083,90909
Martin County,Florida,81.5922174449279,12,085,37443
Monroe County,Florida,79.5108728887751,12,087,16960
Nassau County,Florida,77.684803704205,12,089,20149
Okaloosa County,Florida,78.0416688252663,12,091,48780
Okeechobee County,Florida,76.6699650326857,12,093,9341
Orange County,Florida,79.8154001540693,12,095,266077
Osceola County,Florida,79.4491938069285,12,097,69101
Palm Beach County,Florida,81.8755936100244,12,099,324073
Pasco County,Florida,77.8111203152222,12,101,121844
Pinellas County,Florida,78.7254861652934,12,103,225693
Polk County,Florida,78.4014520540943,12,105,154647
Putnam County,Florida,74.9284440829679,12,107,19294
Saint Johns County,Florida,80.9790544901203,12,109,51237
Saint Lucie County,Florida,79.7006582491651,12,111,71732
Santa Rosa County,Florida,78.143723059504,12,113,41810
Sarasota County,Florida,81.4263592751882,12,115,102829
Seminole County,Florida,80.4715917278167,12,117,100205
Sumter County,Florida,81.1782867363371,12,119,29132
Suwannee County,Florida,75.6945004062578,12,121,10946
Taylor County,Florida,75.9658571048214,12,123,5341
Union County,Florida,69.1725317253423,12,125,2762
Volusia County,Florida,77.5191900530103,12,127,122376
Wakulla County,Florida,76.7127120388798,12,129,7574
Walton County,Florida,77.5888126252622,12,131,14650
Washington County,Florida,74.6847848509577,12,133,5542
Appling County,Georgia,74.9779197790545,13,001,4681
Atkinson County,Georgia,73.8885246731924,13,003,1908
Bacon County,Georgia,73.4867519673095,13,005,2707
Baker County,Georgia,77.6880210275248,13,007,889
Baldwin County,Georgia,76.4917363724128,13,009,9973
Banks County,Georgia,77.1087292269939,13,011,4911
Barrow County,Georgia,76.5278828675982,13,013,17727
Bartow County,Georgia,76.2568424918217,13,015,26160
Ben Hill County,Georgia,73.7556677496527,13,017,4163
Berrien County,Georgia,75.4235665257949,13,019,5020
Bibb County,Georgia,73.9452638839029,13,021,36777
Bleckley County,Georgia,76.0719969810564,13,023,2814
Brantley County,Georgia,74.7217910618662,13,025,4969
Brooks County,Georgia,75.3616358192966,13,027,4316
Bryan County,Georgia,76.3338879857695,13,029,8471
Bulloch County,Georgia,77.0224181477753,13,031,14756
Burke County,Georgia,73.7080288955286,13,033,5161
Butts County,Georgia,74.2120351680728,13,035,5683
Calhoun County,Georgia,75.1479380356581,13,037,1067
Camden County,Georgia,77.8798137924963,13,039,13478
Candler County,Georgia,74.1222922738895,13,043,2677
Carroll County,Georgia,75.2649452209793,13,045,28268
Catoosa County,Georgia,77.9156612399569,13,047,17305
Charlton County,Georgia,76.8362263333628,13,049,2577
Chatham County,Georgia,77.4078205118083,13,051,62323
Chattahoochee County,Georgia,77.4188164396145,13,053,2051
Chattooga County,Georgia,74.0233955840073,13,055,6597
Cherokee County,Georgia,79.763757077708,13,057,58211
Clarke County,Georgia,78.2517597517476,13,059,20795
Clay County,Georgia,74.7723471601889,13,061,735
Clayton County,Georgia,76.6132722992256,13,063,56269
Clinch County,Georgia,73.643481993455,13,065,1729
Cobb County,Georgia,79.911245368843,13,067,176572
Coffee County,Georgia,75.1171865624406,13,069,10516
Colquitt County,Georgia,75.1185273657102,13,071,11423
Columbia County,Georgia,79.9378574714085,13,073,34261
Cook County,Georgia,74.868413227934,13,075,4637
Coweta County,Georgia,78.1474782080004,13,077,34044
Crawford County,Georgia,76.4243544922846,13,079,3569
Crisp County,Georgia,75.604155103377,13,081,6059
Dade County,Georgia,75.6024112493452,13,083,4873
Dawson County,Georgia,77.8272718341701,13,085,6352
Decatur County,Georgia,74.590943827003,13,087,6905
DeKalb County,Georgia,79.2158140499573,13,089,156413
Dodge County,Georgia,75.5425266340757,13,091,5465
Dooly County,Georgia,78.0908779265121,13,093,3256
Dougherty County,Georgia,75.0665944233774,13,095,22860
Douglas County,Georgia,77.1251788314126,13,097,34323
Early County,Georgia,74.1211600263603,13,099,2780
Echols County,Georgia,77.4800040431731,13,101,1058
Effingham County,Georgia,76.6807853160528,13,103,13980
Elbert County,Georgia,74.994719658394,13,105,5522
Emanuel County,Georgia,73.1490169283872,13,107,5700
Evans County,Georgia,75.0916714641789,13,109,2662
Fannin County,Georgia,76.5729956410993,13,111,7100
Fayette County,Georgia,80.7760993114054,13,113,30028
Floyd County,Georgia,75.5360393828392,13,115,23897
Forsyth County,Georgia,81.1621661366037,13,117,45506
Franklin County,Georgia,74.539746357532,13,119,5960
Fulton County,Georgia,78.2466293954694,13,121,204595
Gilmer County,Georgia,78.3285795455149,13,123,7874
Glascock County,Georgia,74.4093464008475,13,125,863
Glynn County,Georgia,77.090338827007,13,127,21342
Gordon County,Georgia,75.8777609472671,13,129,13431
Grady County,Georgia,76.0273569976464,13,131,6701
Greene County,Georgia,77.7414911540533,13,133,4714
Gwinnett County,Georgia,80.3377205482278,13,135,201225
Habersham County,Georgia,77.7664591639441,13,137,10926
Hall County,Georgia,78.8423446598875,13,139,45843
Hancock County,Georgia,76.1179496302772,13,141,1600
Haralson County,Georgia,73.6407834485258,13,143,7736
Harris County,Georgia,79.4813060339318,13,145,8968
Hart County,Georgia,77.0693619469153,13,147,6695
Heard County,Georgia,75.3100668615891,13,149,2944
Henry County,Georgia,77.2270440243086,13,151,52584
Houston County,Georgia,77.6193132329139,13,153,36111
Irwin County,Georgia,75.5407385290799,13,155,2375
Jackson County,Georgia,76.1224253591681,13,157,16541
Jasper County,Georgia,76.4760822218681,13,159,3749
Jeff Davis County,Georgia,73.5960389400029,13,161,4163
Jefferson County,Georgia,73.2175880700057,13,163,4207
Jenkins County,Georgia,74.2947516934314,13,165,2171
Johnson County,Georgia,76.5217089511221,13,167,2326
Jones County,Georgia,78.1776706001903,13,169,8019
Lamar County,Georgia,74.9908744287588,13,171,4477
Lanier County,Georgia,75.5473722896026,13,173,2713
Laurens County,Georgia,74.9937502841476,13,175,12250
Lee County,Georgia,77.5360123381794,13,177,7270
Liberty County,Georgia,77.0173224716006,13,179,17228
Lincoln County,Georgia,76.1252505636201,13,181,2326
Long County,Georgia,78.1786437705502,13,183,3503
Lowndes County,Georgia,76.2377961783429,13,185,25153
Lumpkin County,Georgia,78.0996066601956,13,187,7197
McDuffie County,Georgia,74.5072516293479,13,189,6054
McIntosh County,Georgia,79.4950677588258,13,191,3460
Macon County,Georgia,74.3906529377592,13,193,3342
Madison County,Georgia,75.8325465241539,13,195,6993
Marion County,Georgia,76.7627012692049,13,197,1874
Meriwether County,Georgia,74.9788050638371,13,199,5649
Miller County,Georgia,74.2177122466892,13,201,1691
Mitchell County,Georgia,75.1898689001318,13,205,5558
Monroe County,Georgia,77.233986566549,13,207,6943
Montgomery County,Georgia,75.4452929856624,13,209,2261
Morgan County,Georgia,77.6218116292189,13,211,4994
Murray County,Georgia,74.8836117904355,13,213,10740
Muscogee County,Georgia,75.1089348482962,13,215,46524
Newton County,Georgia,76.3383600112654,13,217,25204
Oconee County,Georgia,80.5411247556966,13,219,9077
Oglethorpe County,Georgia,78.2764908663064,13,221,3677
Paulding County,Georgia,78.4312674493041,13,223,38476
Peach County,Georgia,74.3399933464774,13,225,6740
Pickens County,Georgia,77.4333827116229,13,227,8464
Pierce County,Georgia,75.1463006448415,13,229,5137
Pike County,Georgia,76.248270265237,13,231,5008
Polk County,Georgia,73.7563254899217,13,233,10546
Pulaski County,Georgia,77.5407856910735,13,235,2948
Putnam County,Georgia,77.2505144611178,13,237,6602
Quitman County,Georgia,75.704949473663,13,239,736
Rabun County,Georgia,77.7200499260469,13,241,4231
Randolph County,Georgia,76.1922253365109,13,243,1834
Richmond County,Georgia,74.1909796753774,13,245,45884
Rockdale County,Georgia,78.0306024210707,13,247,21410
Schley County,Georgia,77.5381182315156,13,249,1171
Screven County,Georgia,74.8408399989457,13,251,3237
Seminole County,Georgia,74.7722620916714,13,253,2344
Spalding County,Georgia,74.4848966724655,13,255,16211
Stephens County,Georgia,73.8081356220611,13,257,6439
Stewart County,Georgia,74.7485703955724,13,259,1189
Sumter County,Georgia,75.3379225174688,13,261,7448
Talbot County,Georgia,75.3884489268479,13,263,1840
Taliaferro County,Georgia,75.1585955884383,13,265,411
Tattnall County,Georgia,75.2235708271841,13,267,5512
Taylor County,Georgia,75.1368046855178,13,269,2532
Telfair County,Georgia,77.3785428575031,13,271,3894
Terrell County,Georgia,74.7344941359309,13,273,2359
Thomas County,Georgia,75.5189642380648,13,275,11133
Tift County,Georgia,75.6807278477855,13,277,9377
Toombs County,Georgia,74.5002564843312,13,279,7113
Towns County,Georgia,77.83848587917,13,281,2938
Treutlen County,Georgia,75.5427251028086,13,283,1495
Troup County,Georgia,75.4809975435124,13,285,17457
Turner County,Georgia,73.7428493298456,13,287,1990
Twiggs County,Georgia,74.7854542382444,13,289,2099
Union County,Georgia,78.2915900351121,13,291,6647
Upson County,Georgia,73.8409648904424,13,293,7089
Walker County,Georgia,75.0645520396827,13,295,18544
Walton County,Georgia,76.5042468360091,13,297,23121
Ware County,Georgia,74.5069783221159,13,299,8693
Warren County,Georgia,74.1209055800715,13,301,1463
Washington County,Georgia,75.6554816144758,13,303,4917
Wayne County,Georgia,74.5948368825111,13,305,7296
Webster County,Georgia,78.300660660108,13,307,747
Wheeler County,Georgia,76.7970901366388,13,309,1339
White County,Georgia,78.5571382430035,13,311,8722
