County,State,mean_life_expectancy,State_FIPS,County_FIPS,Median Age
Kodiak Island Borough,Alaska,80.7900989550181,02,150,33.9
Matanuska-Susitna Borough,Alaska,79.1898406557226,02,170,35.2
Nome Census Area,Alaska,70.84535552875,02,180,28.3
North Slope Borough,Alaska,75.9546291142911,02,185,35.2
Sitka City and Borough,Alaska,80.8518144560272,02,220,39.5
Southeast Fairbanks Census Area,Alaska,77.9794410796304,02,240,36.8
Valdez-Cordova Census Area,Alaska,79.5744180540543,02,261,38.1
Wade Hampton Census Area,Alaska,68.5618044992559,02,270,
Northwest Arctic Borough,Alaska,72.7862703824079,02,188,27.8
Aleutians East Borough,Alaska,84.863880134356,02,013,42.5
Aleutians West Census Area,Alaska,84.863880134356,02,016,38.6
Dillingham Census Area,Alaska,74.5502413308315,02,070,30.2
Lake and Peninsula Borough,Alaska,74.5502413308315,02,164,34.8
Denali Borough,Alaska,74.9741404048799,02,068,42.1
Yukon-Koyukuk Census Area,Alaska,74.9741404048799,02,290,35.2
Hoonah-Angoon Census Area,Alaska,81.5456543521652,02,105,49.6
Skagway Municipality,Alaska,81.5456543521652,02,230,40.4
Yakutat City and Borough,Alaska,81.5456543521652,02,282,36.9
Ketchikan Gateway Borough,Alaska,79.753892368488,02,130,39.7
Petersburg Borough,Alaska,79.753892368488,02,195,42.8
Prince of Wales-Hyder Census Area,Alaska,79.753892368488,02,198,41.3
Wrangell City and Borough,Alaska,79.753892368488,02,275,49.4
Apache County,Arizona,72.3284548272921,04,001,35.0
Cochise County,Arizona,77.7795013827217,04,003,41.1
Coconino County,Arizona,78.79049043438,04,005,30.7
Gila County,Arizona,74.3478336675243,04,007,50.2
Graham County,Arizona,77.2067923381599,04,009,33.6
Greenlee County,Arizona,78.4893303009505,04,011,34.5
Maricopa County,Arizona,79.7635827048315,04,013,36.4
Mohave County,Arizona,75.2291349289979,04,015,51.6
Navajo County,Arizona,73.6982428819168,04,017,37.3
Pima County,Arizona,78.8273378145992,04,019,38.5
Pinal County,Arizona,81.4701445906188,04,021,39.3
Santa Cruz County,Arizona,82.039463073111,04,023,36.7
Yavapai County,Arizona,78.1846564541411,04,025,53.4
La Paz County,Arizona,81.4353901669475,04,012,56.5
Yuma County,Arizona,81.4353901669475,04,027,34.6
Arkansas County,Arkansas,74.0251497586038,05,001,40.7
Ashley County,Arkansas,74.2895051923306,05,003,41.7
Baxter County,Arkansas,76.2501239643624,05,005,52.2
Benton County,Arkansas,79.69562751172,05,007,35.4
Boone County,Arkansas,76.4606951241037,05,009,42.3
Bradley County,Arkansas,74.0787319215763,05,011,40.6
Calhoun County,Arkansas,75.0215094185301,05,013,44.5
Carroll County,Arkansas,77.2842160355692,05,015,45.0
Chicot County,Arkansas,73.6861573372926,05,017,43.3
Clark County,Arkansas,76.0630306037432,05,019,33.7
Clay County,Arkansas,73.1902475268155,05,021,42.8
Cleburne County,Arkansas,75.9718803756163,05,023,49.4
Cleveland County,Arkansas,75.1716757513491,05,025,42.9
Columbia County,Arkansas,74.5558798297109,05,027,35.7
Conway County,Arkansas,74.9230500819947,05,029,42.5
Craighead County,Arkansas,76.4586434664692,05,031,34.2
Crawford County,Arkansas,76.0994700780118,05,033,38.6
Crittenden County,Arkansas,73.0267848799303,05,035,35.2
Cross County,Arkansas,73.4524804330144,05,037,40.9
Dallas County,Arkansas,73.9958868828713,05,039,43.9
Desha County,Arkansas,72.7220178284176,05,041,40.1
Drew County,Arkansas,75.3221847381784,05,043,37.4
Faulkner County,Arkansas,76.6906424011415,05,045,32.8
Franklin County,Arkansas,74.8382795580183,05,047,41.2
Fulton County,Arkansas,75.0356374627702,05,049,48.4
Garland County,Arkansas,74.8562256903252,05,051,45.0
Grant County,Arkansas,75.6041085997915,05,053,41.0
Greene County,Arkansas,74.3358069408924,05,055,38.0
Hempstead County,Arkansas,75.5311036861403,05,057,40.4
Hot Spring County,Arkansas,74.4833685843654,05,059,41.3
Howard County,Arkansas,74.3708884718481,05,061,39.2
Independence County,Arkansas,76.1679910478133,05,063,39.3
Izard County,Arkansas,75.6157370549392,05,065,47.9
Jackson County,Arkansas,73.4717805117145,05,067,39.7
Jefferson County,Arkansas,73.4261899123358,05,069,38.7
Johnson County,Arkansas,75.9836214076058,05,071,38.4
Lafayette County,Arkansas,74.9707697442814,05,073,47.0
Lawrence County,Arkansas,74.1619647316862,05,075,40.8
Lee County,Arkansas,73.6550632062585,05,077,42.5
Lincoln County,Arkansas,75.1174601445946,05,079,39.0
Little River County,Arkansas,74.2296480855239,05,081,42.9
Logan County,Arkansas,74.5390519713844,05,083,42.0
Lonoke County,Arkansas,75.1530127524346,05,085,36.2
Madison County,Arkansas,75.8570084978955,05,087,42.7
Marion County,Arkansas,75.6545986398168,05,089,52.2
Miller County,Arkansas,75.0245849048596,05,091,39.5
Mississippi County,Arkansas,71.6047392412473,05,093,36.6
Monroe County,Arkansas,72.5085008717615,05,095,47.3
Montgomery County,Arkansas,75.8260867646292,05,097,50.4
Nevada County,Arkansas,74.3619052994291,05,099,44.3
Newton County,Arkansas,77.4202686543232,05,101,49.0
Ouachita County,Arkansas,73.4591112390394,05,103,43.0
Perry County,Arkansas,75.1914833175535,05,105,43.7
Phillips County,Arkansas,71.3872806812049,05,107,38.9
Pike County,Arkansas,75.2543244823106,05,109,43.1
Poinsett County,Arkansas,71.448323467462,05,111,40.1
Polk County,Arkansas,75.318879330763,05,113,43.9
Pope County,Arkansas,76.7648866733951,05,115,35.3
Prairie County,Arkansas,76.3100595930086,05,117,47.2
Pulaski County,Arkansas,76.2703323632758,05,119,37.2
Randolph County,Arkansas,74.5934682592182,05,121,41.1
Saint Francis County,Arkansas,74.2825629644221,05,123,38.8
Saline County,Arkansas,77.3055666277896,05,125,39.6
Scott County,Arkansas,74.8636036332918,05,127,40.7
Searcy County,Arkansas,75.4159073702129,05,129,47.9
Sebastian County,Arkansas,76.1656763127211,05,131,37.6
Sevier County,Arkansas,75.6975365722476,05,133,35.3
Sharp County,Arkansas,73.8715952603263,05,135,47.6
Stone County,Arkansas,76.3093521708669,05,137,50.1
Union County,Arkansas,73.5506121344898,05,139,40.3
Van Buren County,Arkansas,76.0940936040922,05,141,48.0
Washington County,Arkansas,78.0991138391832,05,143,32.0
White County,Arkansas,75.5567414461608,05,145,36.9
Woodruff County,Arkansas,72.9480766180175,05,147,45.5
Yell County,Arkansas,74.9235318658026,05,149,40.3
Alameda County,California,82.7575999201849,06,001,37.6
Alpine County,California,78.6485788538821,06,003,52.2
Amador County,California,79.8862333173767,06,005,50.5
Butte County,California,77.74205624894,06,007,37.1
Calaveras County,California,79.652233484278,06,009,52.0
Colusa County,California,79.8519517516367,06,011,35.3
Contra Costa County,California,82.3343582015746,06,013,39.7
Del Norte County,California,75.6423735250373,06,015,39.5
El Dorado County,California,81.9417323021439,06,017,45.9
Fresno County,California,78.7315724036983,06,019,32.2
Glenn County,California,77.4985091634692,06,021,36.4
Humboldt County,California,77.103231884233,06,023,38.4
Imperial County,California,81.0043587502323,06,025,32.4
Inyo County,California,79.7078188792565,06,027,45.8
Kern County,California,77.2937032261976,06,029,31.6
Kings County,California,79.6146493630519,06,031,31.8
Lake County,California,74.991217511911,06,033,45.6
Lassen County,California,78.2284119036475,06,035,36.6
Los Angeles County,California,81.972558307764,06,037,36.5
Madera County,California,79.3974531940033,06,039,34.1
Marin County,California,85.1494474193505,06,041,46.8
Mariposa County,California,80.1801056836494,06,043,51.7
Mendocino County,California,79.077233019805,06,045,43.1
Merced County,California,78.8420147049498,06,047,31.1
Modoc County,California,77.2373424971755,06,049,47.8
Mono County,California,85.4852438391621,06,051,37.7
Monterey County,California,82.2537544267071,06,053,34.4
Napa County,California,81.66511692599,06,055,41.3
Nevada County,California,81.3041858848551,06,057,50.5
Orange County,California,82.9944118033005,06,059,38.1
Placer County,California,82.0887926135161,06,061,42.0
Plumas County,California,78.6325377024891,06,063,52.3
Riverside County,California,80.7191290565484,06,065,35.6
Sacramento County,California,79.4935137170957,06,067,36.2
San Benito County,California,81.9286772500934,06,069,35.7
San Bernardino County,California,78.5801556964033,06,071,33.3
San Diego County,California,82.0170756619688,06,073,35.8
San Francisco County,California,83.5138158609691,06,075,38.2
San Joaquin County,California,78.3915151066575,06,077,34.3
San Luis Obispo County,California,81.5052105883313,06,079,39.2
San Mateo County,California,84.7023442849213,06,081,39.7
Santa Barbara County,California,81.8166907378361,06,083,33.8
Santa Clara County,California,84.5063120740832,06,085,37.1
Santa Cruz County,California,82.7177673079809,06,087,37.8
Shasta County,California,76.2390119338471,06,089,41.5
Sierra County,California,78.8775588444232,06,091,54.8
Siskiyou County,California,76.2690959628399,06,093,47.8
Solano County,California,80.0436361786558,06,095,38.1
Sonoma County,California,82.0820448341027,06,097,42.1
Stanislaus County,California,77.8966215595777,06,099,34.1
Sutter County,California,78.6026819687963,06,101,35.7
Tehama County,California,77.3220982796968,06,103,41.0
Trinity County,California,76.6003438081553,06,105,52.5
Tulare County,California,78.4413170202644,06,107,31.0
Tuolumne County,California,78.8406628636061,06,109,48.4
Ventura County,California,82.2820614093944,06,111,38.1
Yolo County,California,81.315994065652,06,113,31.0
Yuba County,California,76.0772917446634,06,115,32.8
Alamosa County,Colorado,75.8122663850422,08,003,31.8
Archuleta County,Colorado,82.1853597930904,08,007,50.9
Baca County,Colorado,77.5452423013832,08,009,46.0
Bent County,Colorado,76.0410177047456,08,011,40.2
Chaffee County,Colorado,81.6805627048081,08,015,49.2
Cheyenne County,Colorado,78.6241739187883,08,017,39.4
Clear Creek County,Colorado,83.0032467314909,08,019,48.1
Conejos County,Colorado,76.5610928960289,08,021,38.8
Costilla County,Colorado,77.3234917081086,08,023,51.9
Crowley County,Colorado,76.9118821750115,08,025,35.4
Custer County,Colorado,81.5940275715944,08,027,59.7
Delta County,Colorado,78.1426822131909,08,029,47.3
Dolores County,Colorado,79.6458320998059,08,033,48.8
Douglas County,Colorado,83.798242865611,08,035,38.7
Eagle County,Colorado,89.037765865798,08,037,37.0
Elbert County,Colorado,82.0085057703699,08,039,46.1
El Paso County,Colorado,78.8629762838757,08,041,34.2
Fremont County,Colorado,77.3840109100534,08,043,45.1
Garfield County,Colorado,80.7747188112076,08,045,36.5
Gilpin County,Colorado,82.1469482912617,08,047,49.0
Grand County,Colorado,84.3255281528647,08,049,42.9
Gunnison County,Colorado,83.0109717359124,08,051,34.5
Huerfano County,Colorado,75.3764961797006,08,055,55.0
Jackson County,Colorado,79.7053619586582,08,057,51.6
Kiowa County,Colorado,77.4317406302941,08,061,42.5
Kit Carson County,Colorado,79.5711867594791,08,063,38.3
Lake County,Colorado,82.5092432798499,08,065,36.7
La Plata County,Colorado,82.2831673739764,08,067,40.4
Larimer County,Colorado,81.7409917944594,08,069,36.0
Las Animas County,Colorado,76.7842621659841,08,071,45.9
Lincoln County,Colorado,78.3588326706885,08,073,38.0
Logan County,Colorado,79.6749551479201,08,075,38.2
Mesa County,Colorado,78.6479463380801,08,077,39.7
Moffat County,Colorado,78.6065465646204,08,081,36.6
Montezuma County,Colorado,77.6362624458917,08,083,45.2
Montrose County,Colorado,79.6282118450066,08,085,45.2
Morgan County,Colorado,78.3683962833378,08,087,36.2
Otero County,Colorado,75.2461381669673,08,089,39.9
Ouray County,Colorado,84.4945402093033,08,091,54.1
Park County,Colorado,83.1413359768179,08,093,50.7
Phillips County,Colorado,80.83770234646,08,095,37.1
Pitkin County,Colorado,91.9533771503941,08,097,41.8
Prowers County,Colorado,77.0828492749894,08,099,38.3
Pueblo County,Colorado,76.4359209535187,08,101,39.3
Rio Blanco County,Colorado,78.9294619320974,08,103,36.9
Rio Grande County,Colorado,76.9744549124682,08,105,42.1
Routt County,Colorado,83.7251626952226,08,107,40.2
Saguache County,Colorado,79.7395365629359,08,109,49.0
San Miguel County,Colorado,86.8405002420409,08,113,41.8
Sedgwick County,Colorado,78.0042385836866,08,115,44.1
Summit County,Colorado,92.2538583558184,08,117,39.1
Teller County,Colorado,80.8594227143916,08,119,50.0
Washington County,Colorado,79.579162477447,08,121,41.6
Yuma County,Colorado,79.1819910265769,08,125,37.8
Adams County,Colorado,80.7776770732522,08,001,33.8
Arapahoe County,Colorado,80.7776770732522,08,005,36.6
Boulder County,Colorado,80.7776770732522,08,013,36.6
Broomfield County,Colorado,80.7776770732522,08,014,37.8
Denver County,Colorado,80.7776770732522,08,031,34.5
Jefferson County,Colorado,80.7776770732522,08,059,40.3
Weld County,Colorado,80.7776770732522,08,123,34.4
Fairfield County,Connecticut,83.06367075044,09,001,40.6
Hartford County,Connecticut,80.3245705571959,09,003,40.4
Litchfield County,Connecticut,80.4782806087235,09,005,47.3
Middlesex County,Connecticut,81.2555672072746,09,007,45.7
New Haven County,Connecticut,80.238661322463,09,009,40.3
New London County,Connecticut,80.0120060973127,09,011,41.4
Tolland County,Connecticut,81.8506213159263,09,013,37.7
Windham County,Connecticut,78.8137553417168,09,015,41.2
Kent County,Delaware,77.3566080866732,10,001,37.7
New Castle County,Delaware,78.4233453623627,10,003,38.4
Sussex County,Delaware,78.7243267092783,10,005,49.6
Alachua County,Florida,78.4340931262536,12,001,31.6
Baker County,Florida,75.128460017376,12,003,37.7
Bay County,Florida,75.8516440862453,12,005,39.8
Bradford County,Florida,74.9471636217274,12,007,39.7
Brevard County,Florida,77.1535095933838,12,009,47.3
Broward County,Florida,80.6456883184715,12,011,40.4
Calhoun County,Florida,74.745562315166,12,013,41.6
Charlotte County,Florida,80.2028826550715,12,015,59.1
Citrus County,Florida,75.2265593412728,12,017,56.5
Clay County,Florida,77.3186239719444,12,019,39.7
Collier County,Florida,85.3006274853414,12,021,50.8
Columbia County,Florida,75.0076209421469,12,023,40.4
Miami-Dade County,Florida,81.2133398870448,12,086,39.9
DeSoto County,Florida,79.353923606622,12,027,40.9
Dixie County,Florida,74.5628919091959,12,029,46.5
Duval County,Florida,75.6810672794633,12,031,36.2
Escambia County,Florida,74.8858720184732,12,033,37.2
Flagler County,Florida,78.8047744405017,12,035,51.3
Franklin County,Florida,76.2443544791436,12,037,46.4
Gadsden County,Florida,75.4408844419078,12,039,40.8
Gilchrist County,Florida,76.8041546429204,12,041,42.1
Glades County,Florida,80.4422155675543,12,043,47.9
Gulf County,Florida,76.6890535995694,12,045,44.9
Hamilton County,Florida,75.1405417872033,12,047,40.9
Hardee County,Florida,78.3664151371352,12,049,35.4
Hendry County,Florida,77.1024946420314,12,051,34.0
Hernando County,Florida,76.4707870919015,12,053,49.0
Highlands County,Florida,78.4611947135149,12,055,53.5
Hillsborough County,Florida,78.9068329546551,12,057,37.2
Holmes County,Florida,72.8524921555009,12,059,42.7
Indian River County,Florida,80.0866066846368,12,061,53.5
Jackson County,Florida,74.3833609589623,12,063,41.7
Jefferson County,Florida,77.0612988493261,12,065,48.0
Lafayette County,Florida,77.1306853774472,12,067,37.3
Lake County,Florida,78.231313487883,12,069,46.9
Lee County,Florida,81.8202975262275,12,071,48.5
Leon County,Florida,79.1165379077494,12,073,31.0
Levy County,Florida,74.8204356383303,12,075,46.9
Liberty County,Florida,75.7841247471328,12,077,40.7
Madison County,Florida,75.0209773080767,12,079,43.5
Manatee County,Florida,80.5582354410051,12,081,48.3
Marion County,Florida,75.8588184778582,12,083,48.7
Martin County,Florida,81.5458024946645,12,085,52.2
Monroe County,Florida,80.0453706124074,12,087,47.7
Nassau County,Florida,77.3506959508971,12,089,45.3
Okaloosa County,Florida,77.4527229824993,12,091,36.9
Okeechobee County,Florida,76.0476015281269,12,093,41.1
Orange County,Florida,79.8001708637047,12,095,35.1
Osceola County,Florida,78.8994587406866,12,097,35.9
Palm Beach County,Florida,81.5903769096319,12,099,44.8
Pasco County,Florida,77.2485204856939,12,101,44.5
Pinellas County,Florida,78.586674870322,12,103,48.1
Polk County,Florida,77.8084507732582,12,105,40.2
Putnam County,Florida,73.8294207855765,12,107,45.1
Saint Johns County,Florida,80.8265760794815,12,109,43.7
Saint Lucie County,Florida,79.5825368083965,12,111,45.1
Santa Rosa County,Florida,77.2818335841508,12,113,39.9
Sarasota County,Florida,81.1962314153777,12,115,56.1
Seminole County,Florida,79.9067588033048,12,117,39.2
Sumter County,Florida,80.6404891289786,12,119,67.4
Suwannee County,Florida,75.5232667907986,12,121,43.3
Taylor County,Florida,74.640605259606,12,123,42.0
Union County,Florida,67.7776529585801,12,125,39.3
Volusia County,Florida,76.2744848258596,12,127,46.6
Wakulla County,Florida,76.390708716639,12,129,40.6
Walton County,Florida,77.7803937214357,12,131,44.0
Washington County,Florida,72.6685066903205,12,133,41.5
Appling County,Georgia,74.1299840083705,13,001,40.3
Atkinson County,Georgia,73.6106428460459,13,003,36.4
Bacon County,Georgia,72.7153851629149,13,005,36.7
Baker County,Georgia,77.2265523808269,13,007,46.1
Baldwin County,Georgia,75.958726877356,13,009,35.5
Banks County,Georgia,76.7747953820731,13,011,41.1
Barrow County,Georgia,76.8906956716554,13,013,35.7
Bartow County,Georgia,76.6574000836464,13,015,38.1
Ben Hill County,Georgia,73.1077252518848,13,017,39.9
Berrien County,Georgia,74.4030446681557,13,019,39.6
Bibb County,Georgia,74.0479230862072,13,021,36.4
Bleckley County,Georgia,76.0332417443827,13,023,35.8
Brantley County,Georgia,74.6044083049542,13,025,41.1
Brooks County,Georgia,74.901508755282,13,027,42.0
Bryan County,Georgia,76.2530588035402,13,029,34.6
Bulloch County,Georgia,77.2098952039386,13,031,28.8
Burke County,Georgia,73.9960548058811,13,033,37.4
Butts County,Georgia,74.1990085559535,13,035,38.6
Calhoun County,Georgia,74.4427083560295,13,037,39.6
Camden County,Georgia,78.2590427705682,13,039,32.8
Candler County,Georgia,73.7650410440072,13,043,38.7
Carroll County,Georgia,75.5638951544728,13,045,34.8
Catoosa County,Georgia,77.9344541792589,13,047,40.4
Charlton County,Georgia,76.4868454884365,13,049,41.2
Chatham County,Georgia,77.8888660442048,13,051,35.6
Chattahoochee County,Georgia,77.4040253799594,13,053,24.5
Chattooga County,Georgia,73.6686753247581,13,055,39.4
Cherokee County,Georgia,80.2625671216918,13,057,38.7
Clarke County,Georgia,79.0362591976606,13,059,28.0
Clay County,Georgia,73.8111217920828,13,061,49.8
Clayton County,Georgia,76.8990515639018,13,063,32.5
Clinch County,Georgia,72.551746901677,13,065,39.9
Cobb County,Georgia,80.6407684417505,13,067,36.7
Coffee County,Georgia,74.5050115025747,13,069,36.3
Colquitt County,Georgia,74.1561281823738,13,071,36.8
Columbia County,Georgia,80.3603128042985,13,073,36.9
Cook County,Georgia,74.5026987480474,13,075,37.3
Coweta County,Georgia,78.8038123093466,13,077,39.0
Crawford County,Georgia,75.6724806214399,13,079,44.4
Crisp County,Georgia,74.7220937268816,13,081,38.5
Dade County,Georgia,75.3114701564565,13,083,42.6
Dawson County,Georgia,78.3033662471657,13,085,43.6
Decatur County,Georgia,73.6601562217573,13,087,37.8
DeKalb County,Georgia,80.4448353783483,13,089,35.8
Dodge County,Georgia,75.5468666139455,13,091,41.8
Dooly County,Georgia,78.5020483004188,13,093,43.2
Dougherty County,Georgia,74.3390713154805,13,095,35.6
Douglas County,Georgia,77.8467664649048,13,097,36.5
Early County,Georgia,73.5795568978364,13,099,39.9
Echols County,Georgia,77.4904865671423,13,101,40.6
Effingham County,Georgia,76.7115741558666,13,103,36.0
Elbert County,Georgia,74.483630029281,13,105,42.6
Emanuel County,Georgia,72.8820410119048,13,107,36.9
Evans County,Georgia,75.2129516041769,13,109,37.6
Fannin County,Georgia,77.7982430579873,13,111,52.1
Fayette County,Georgia,81.1591964534197,13,113,43.4
Floyd County,Georgia,75.3084423705215,13,115,38.3
Forsyth County,Georgia,82.1629515233153,13,117,38.5
Franklin County,Georgia,74.074368213478,13,119,41.2
Fulton County,Georgia,79.6229445774038,13,121,35.5
Gilmer County,Georgia,78.3697821362563,13,123,47.2
Glascock County,Georgia,73.556073913624,13,125,42.7
Glynn County,Georgia,77.6513857604345,13,127,41.6
Gordon County,Georgia,75.7777192557876,13,129,38.4
Grady County,Georgia,75.6745096058627,13,131,40.3
Greene County,Georgia,78.4712900431319,13,133,50.2
Gwinnett County,Georgia,81.0167761555968,13,135,35.3
Habersham County,Georgia,77.4525536461943,13,137,39.7
Hall County,Georgia,79.2450646509743,13,139,36.7
Hancock County,Georgia,75.381368510092,13,141,45.6
Haralson County,Georgia,73.5774524409532,13,143,40.4
Harris County,Georgia,79.5625776557608,13,145,42.9
Hart County,Georgia,77.164437570065,13,147,44.1
Heard County,Georgia,75.0756227800294,13,149,41.9
Henry County,Georgia,77.5779659535645,13,151,36.9
Houston County,Georgia,77.5879454126882,13,153,35.4
Irwin County,Georgia,75.0602816749064,13,155,39.7
Jackson County,Georgia,76.6407832284404,13,157,38.1
Jasper County,Georgia,76.1353765239125,13,159,43.0
Jeff Davis County,Georgia,73.5009861495751,13,161,36.6
Jefferson County,Georgia,72.6459562949125,13,163,40.0
Jenkins County,Georgia,73.4732476527202,13,165,44.3
Johnson County,Georgia,76.1942124683175,13,167,41.8
Jones County,Georgia,78.0617806492275,13,169,40.4
Lamar County,Georgia,74.9593700097731,13,171,37.8
Lanier County,Georgia,75.6935233496723,13,173,35.6
Laurens County,Georgia,74.6579676717434,13,175,38.9
Lee County,Georgia,76.7743295827364,13,177,37.2
Liberty County,Georgia,76.4874651261938,13,179,28.4
Lincoln County,Georgia,76.5255941801173,13,181,47.1
Long County,Georgia,79.0586846862287,13,183,32.9
Lowndes County,Georgia,76.1271047440151,13,185,30.5
Lumpkin County,Georgia,77.9066523957369,13,187,37.0
McDuffie County,Georgia,74.0298601677061,13,189,37.7
McIntosh County,Georgia,80.4104185456372,13,191,49.4
Macon County,Georgia,73.7464509823897,13,193,40.3
Madison County,Georgia,76.2644253282229,13,195,41.1
Marion County,Georgia,76.5979928578085,13,197,44.6
Meriwether County,Georgia,74.8212349638533,13,199,42.3
Miller County,Georgia,73.123478698754,13,201,43.5
Mitchell County,Georgia,73.9757811247242,13,205,39.0
Monroe County,Georgia,78.2585017790917,13,207,42.9
Montgomery County,Georgia,75.1853790614533,13,209,40.0
Morgan County,Georgia,77.8007938168183,13,211,44.6
Murray County,Georgia,75.1219487694679,13,213,38.2
Muscogee County,Georgia,74.2296849653059,13,215,34.0
Newton County,Georgia,76.4384532126195,13,217,36.4
Oconee County,Georgia,81.4613369282058,13,219,40.4
Oglethorpe County,Georgia,77.9479609720703,13,221,42.4
Paulding County,Georgia,78.9241895570538,13,223,36.0
Peach County,Georgia,73.8047058848866,13,225,37.9
Pickens County,Georgia,77.3860957156484,13,227,45.4
Pierce County,Georgia,74.4341947507242,13,229,39.4
Pike County,Georgia,75.7634647722075,13,231,40.4
Polk County,Georgia,73.5988039563983,13,233,37.0
Pulaski County,Georgia,78.2225246953724,13,235,43.1
Putnam County,Georgia,78.1286067826551,13,237,46.2
Quitman County,Georgia,76.2445068416415,13,239,47.3
Rabun County,Georgia,77.2156800094562,13,241,49.2
Randolph County,Georgia,75.0894837271813,13,243,41.0
Richmond County,Georgia,74.0629670568665,13,245,34.1
Rockdale County,Georgia,77.7222836148183,13,247,38.1
Schley County,Georgia,77.279661862851,13,249,37.8
Screven County,Georgia,74.7823602905223,13,251,41.4
Seminole County,Georgia,73.6092805430089,13,253,44.9
Spalding County,Georgia,74.6017277015724,13,255,39.2
Stephens County,Georgia,73.7753654217199,13,257,41.8
Stewart County,Georgia,74.4562707570844,13,259,35.4
Sumter County,Georgia,74.3226006260793,13,261,35.7
Talbot County,Georgia,74.7648988477763,13,263,50.1
Taliaferro County,Georgia,74.7025631630207,13,265,44.2
Tattnall County,Georgia,75.1531885694348,13,267,37.3
Taylor County,Georgia,74.5078041480481,13,269,45.2
