County,State,mean_life_expectancy,State_FIPS,County_FIPS,Median Age
Jackson County,Arkansas,73.2398331665973,05,067,40.5
Jefferson County,Arkansas,73.2238480770967,05,069,39.0
Johnson County,Arkansas,75.7108320235838,05,071,37.8
Lafayette County,Arkansas,74.2582687145754,05,073,45.8
Lawrence County,Arkansas,73.9055411200017,05,075,42.0
Lee County,Arkansas,73.2670721314187,05,077,41.9
Lincoln County,Arkansas,75.0420292899519,05,079,38.6
Little River County,Arkansas,73.9743483215101,05,081,42.5
Logan County,Arkansas,74.1726732947248,05,083,42.2
Lonoke County,Arkansas,74.7455691325912,05,085,35.8
Madison County,Arkansas,75.378985437541,05,087,42.5
Marion County,Arkansas,75.3737129535053,05,089,51.8
Miller County,Arkansas,74.5960792199951,05,091,38.5
Mississippi County,Arkansas,71.5351089249095,05,093,36.1
Monroe County,Arkansas,72.3393690870887,05,095,46.1
Montgomery County,Arkansas,75.5774666116489,05,097,50.0
Nevada County,Arkansas,74.3732482286084,05,099,43.8
Newton County,Arkansas,76.8726224396483,05,101,48.8
Ouachita County,Arkansas,73.0094683982827,05,103,42.8
Perry County,Arkansas,74.861123428865,05,105,43.7
Phillips County,Arkansas,70.8005258788541,05,107,38.2
Pike County,Arkansas,74.8235342597713,05,109,41.8
Poinsett County,Arkansas,71.2947589568639,05,111,39.7
Polk County,Arkansas,74.9129378159319,05,113,43.8
Pope County,Arkansas,76.4551101144576,05,115,34.9
Prairie County,Arkansas,75.6587388048142,05,117,45.7
Pulaski County,Arkansas,75.9533402339039,05,119,36.7
Randolph County,Arkansas,74.2064157916112,05,121,42.2
Saint Francis County,Arkansas,73.8843994351379,05,123,38.4
Saline County,Arkansas,77.0482054817958,05,125,39.0
Scott County,Arkansas,74.5707790005597,05,127,41.2
Searcy County,Arkansas,75.1238268500902,05,129,47.3
Sebastian County,Arkansas,75.7092329887143,05,131,37.3
Sevier County,Arkansas,75.1584300484602,05,133,35.0
Sharp County,Arkansas,73.7064588321029,05,135,47.3
Stone County,Arkansas,75.9079573999317,05,137,49.5
Union County,Arkansas,73.1884317266028,05,139,39.7
Van Buren County,Arkansas,75.8846063202913,05,141,47.6
Washington County,Arkansas,77.8764673272239,05,143,31.5
White County,Arkansas,75.2058017632126,05,145,36.3
Woodruff County,Arkansas,72.5933855023363,05,147,45.3
Yell County,Arkansas,74.3862031980413,05,149,39.7
Alameda County,California,82.2321212212249,06,001,37.3
Alpine County,California,78.482947059558,06,003,44.9
Amador County,California,79.561891234368,06,005,50.6
Butte County,California,77.4463014291207,06,007,36.9
Calaveras County,California,79.2676567852879,06,009,51.6
Colusa County,California,79.6638098917847,06,011,34.7
Contra Costa County,California,81.8386853778645,06,013,39.2
Del Norte County,California,75.224334811417,06,015,38.7
El Dorado County,California,81.4568941950275,06,017,45.5
Fresno County,California,78.4585384790352,06,019,31.8
Glenn County,California,77.3696017734108,06,021,36.8
Humboldt County,California,76.7555796001307,06,023,37.7
Imperial County,California,80.687419950022,06,025,32.2
Inyo County,California,79.1997381604918,06,027,45.6
Kern County,California,77.0176146674043,06,029,31.3
Kings County,California,79.3358097827458,06,031,31.5
Lake County,California,74.8494787542705,06,033,45.8
Lassen County,California,78.2363152612242,06,035,36.2
Los Angeles County,California,81.5691962087237,06,037,36.0
Madera County,California,78.9228141273425,06,039,33.7
Marin County,California,84.670403001944,06,041,46.1
Mariposa County,California,79.9818431293211,06,043,51.1
Mendocino County,California,78.6518521214148,06,045,42.4
Merced County,California,78.3750954459993,06,047,30.8
Modoc County,California,77.1077065159972,06,049,47.8
Mono County,California,84.9580737678398,06,051,38.3
Monterey County,California,81.9472905883429,06,053,33.9
Napa County,California,81.2829692549916,06,055,40.8
Nevada County,California,81.0166977108918,06,057,49.8
Orange County,California,82.5543904647591,06,059,37.5
Placer County,California,81.548378960557,06,061,41.6
Plumas County,California,78.2532986991761,06,063,52.1
Riverside County,California,80.3363218283084,06,065,35.0
Sacramento County,California,79.0940358645218,06,067,35.9
San Benito County,California,81.6550155032969,06,069,35.4
San Bernardino County,California,78.317187547423,06,071,32.9
San Diego County,California,81.6258744799118,06,073,35.4
San Francisco County,California,83.0357041460174,06,075,38.3
San Joaquin County,California,78.0359896860733,06,077,33.9
San Luis Obispo County,California,81.2020517524637,06,079,39.0
San Mateo County,California,84.1096902566921,06,081,39.6
Santa Barbara County,California,81.5801518841513,06,083,33.7
Santa Clara County,California,83.9917895786546,06,085,37.0
Santa Cruz County,California,82.0605857508508,06,087,37.3
Shasta County,California,75.806788638393,06,089,41.8
Sierra County,California,78.5719149965786,06,091,55.0
Siskiyou County,California,76.1862354494511,06,093,47.9
Solano County,California,79.6451278217147,06,095,37.7
Sonoma County,California,81.5679359147788,06,097,41.4
Stanislaus County,California,77.7149198210095,06,099,33.9
Sutter County,California,78.3763386412633,06,101,35.7
Tehama County,California,76.9976036049311,06,103,41.1
Trinity County,California,76.3456287127584,06,105,51.4
Tulare County,California,77.9753506021237,06,107,30.6
Tuolumne County,California,78.5900358024682,06,109,48.6
Ventura County,California,81.841533815838,06,111,37.5
Yolo County,California,80.9056635823379,06,113,30.9
Yuba County,California,75.8408352670592,06,115,32.4
Alamosa County,Colorado,75.8311324798402,08,003,30.3
Archuleta County,Colorado,81.6145512749235,08,007,49.8
Baca County,Colorado,77.0260592657618,08,009,47.6
Bent County,Colorado,75.8224499656267,08,011,40.4
Chaffee County,Colorado,81.2092487110115,08,015,49.9
Cheyenne County,Colorado,78.6333421783932,08,017,35.8
Clear Creek County,Colorado,82.3124381664765,08,019,47.2
Conejos County,Colorado,76.2573666245659,08,021,38.2
Costilla County,Colorado,76.8592293656779,08,023,51.0
Crowley County,Colorado,76.9641943181852,08,025,38.2
Custer County,Colorado,81.092782954152,08,027,58.2
Delta County,Colorado,77.8313362534641,08,029,47.8
Dolores County,Colorado,79.1893045710591,08,033,49.4
Douglas County,Colorado,83.4025879459957,08,035,38.1
Eagle County,Colorado,88.4392672602876,08,037,36.5
Elbert County,Colorado,81.6581733388672,08,039,45.6
El Paso County,Colorado,78.7742109882968,08,041,34.0
Fremont County,Colorado,77.0933471771635,08,043,44.8
Garfield County,Colorado,80.4969076123098,08,045,36.2
Gilpin County,Colorado,81.4969326961949,08,047,45.2
Grand County,Colorado,83.5333558735278,08,049,44.1
Gunnison County,Colorado,82.5366935871018,08,051,34.5
Huerfano County,Colorado,75.4892545704702,08,055,54.9
Jackson County,Colorado,79.4480965120346,08,057,49.2
Kiowa County,Colorado,77.3252924655834,08,061,41.1
Kit Carson County,Colorado,79.2392184006058,08,063,38.4
Lake County,Colorado,81.6061753881909,08,065,39.3
La Plata County,Colorado,81.6864546006773,08,067,39.7
Larimer County,Colorado,81.4508729730401,08,069,35.7
Las Animas County,Colorado,76.2626774559932,08,071,46.0
Lincoln County,Colorado,78.5091614921194,08,073,38.5
Logan County,Colorado,79.1781984236642,08,075,37.5
Mesa County,Colorado,78.3133657029401,08,077,38.9
Moffat County,Colorado,78.1807357406007,08,081,37.7
Montezuma County,Colorado,77.2643320455981,08,083,44.1
Montrose County,Colorado,79.379514628823,08,085,44.7
Morgan County,Colorado,78.04532580758,08,087,36.6
Otero County,Colorado,75.0071650698003,08,089,40.2
Ouray County,Colorado,83.8987068625614,08,091,53.7
Park County,Colorado,82.6462895795416,08,093,50.6
Phillips County,Colorado,80.1789952228355,08,095,38.5
Pitkin County,Colorado,90.704592150593,08,097,43.3
Prowers County,Colorado,76.7197991902101,08,099,37.4
Pueblo County,Colorado,76.2368027257113,08,101,38.8
Rio Blanco County,Colorado,78.6915559197346,08,103,35.9
Rio Grande County,Colorado,76.5723480456952,08,105,40.7
Routt County,Colorado,83.137600225356,08,107,39.9
Saguache County,Colorado,79.5112275070078,08,109,48.8
San Miguel County,Colorado,86.0178704274716,08,113,42.0
Sedgwick County,Colorado,77.5401451830135,08,115,48.4
Summit County,Colorado,91.044579954477,08,117,39.2
Teller County,Colorado,80.4232362556622,08,119,49.8
Washington County,Colorado,79.4007814134676,08,121,42.2
Yuma County,Colorado,78.8003703636188,08,125,35.8
Adams County,Colorado,80.2868507759135,08,001,33.4
Arapahoe County,Colorado,80.2868507759135,08,005,36.4
Boulder County,Colorado,80.2868507759135,08,013,36.2
Broomfield County,Colorado,80.2868507759135,08,014,37.8
Denver County,Colorado,80.2868507759135,08,031,34.4
Jefferson County,Colorado,80.2868507759135,08,059,40.4
Weld County,Colorado,80.2868507759135,08,123,34.2
Fairfield County,Connecticut,82.5946872177968,09,001,40.2
Hartford County,Connecticut,80.0972707575589,09,003,40.4
Litchfield County,Connecticut,80.2933334667025,09,005,46.9
Middlesex County,Connecticut,81.0203125170856,09,007,45.1
New Haven County,Connecticut,79.9816945680513,09,009,40.1
New London County,Connecticut,79.8089429093262,09,011,41.0
Tolland County,Connecticut,81.5167123037912,09,013,37.9
Windham County,Connecticut,78.7003951043393,09,015,41.0
Kent County,Delaware,77.1563248845642,10,001,37.3
New Castle County,Delaware,78.1368239340031,10,003,37.8
Sussex County,Delaware,78.4659649042153,10,005,48.3
Alachua County,Florida,78.280773345389,12,001,31.2
Baker County,Florida,74.8631741870423,12,003,37.1
Bay County,Florida,75.6776481016893,12,005,39.6
Bradford County,Florida,75.0591892268178,12,007,40.9
Brevard County,Florida,77.2150847771434,12,009,47.1
Broward County,Florida,80.3317307609575,12,011,40.1
Calhoun County,Florida,74.6772354135484,12,013,40.3
Charlotte County,Florida,80.03383445763,12,015,58.1
Citrus County,Florida,75.2399918924409,12,017,55.9
Clay County,Florida,77.188860994767,12,019,39.4
Collier County,Florida,84.595444361758,12,021,49.7
Columbia County,Florida,74.7773936232838,12,023,40.7
Miami-Dade County,Florida,80.9425605320856,12,086,39.5
DeSoto County,Florida,79.1444636027855,12,027,40.7
Dixie County,Florida,74.5575346674888,12,029,47.6
Duval County,Florida,75.6156823037129,12,031,36.0
Escambia County,Florida,74.9177305679025,12,033,37.0
Flagler County,Florida,78.664439632624,12,035,50.3
Franklin County,Florida,75.8945940583455,12,037,44.3
Gadsden County,Florida,75.1015247970268,12,039,40.7
Gilchrist County,Florida,76.5403282898351,12,041,42.8
Glades County,Florida,80.3593819027898,12,043,45.8
Gulf County,Florida,76.1867572155153,12,045,44.3
Hamilton County,Florida,75.20250890304,12,047,41.1
Hardee County,Florida,78.2845185703614,12,049,34.9
Hendry County,Florida,76.8823667223551,12,051,33.7
Hernando County,Florida,76.4093994711709,12,053,48.9
Highlands County,Florida,78.1939608334697,12,055,53.1
Hillsborough County,Florida,78.5404586829892,12,057,36.8
Holmes County,Florida,73.2084521422928,12,059,42.2
Indian River County,Florida,79.907697163534,12,061,52.2
Jackson County,Florida,74.6358394836189,12,063,41.5
Jefferson County,Florida,76.8845831245796,12,065,46.0
Lafayette County,Florida,76.6581957641507,12,067,39.2
Lake County,Florida,78.2864216245771,12,069,46.6
Lee County,Florida,81.3739581271401,12,071,47.8
Leon County,Florida,79.030358739809,12,073,30.5
Levy County,Florida,74.6229846286448,12,075,46.4
Liberty County,Florida,75.7518222351327,12,077,36.9
Madison County,Florida,74.8388882546744,12,079,42.4
Manatee County,Florida,80.1910648097431,12,081,47.6
Marion County,Florida,75.9623016853633,12,083,48.5
Martin County,Florida,81.1568203073339,12,085,51.6
Monroe County,Florida,79.6005221210364,12,087,46.7
Nassau County,Florida,77.2759370761858,12,089,44.9
Okaloosa County,Florida,77.3889246282456,12,091,36.7
Okeechobee County,Florida,75.9457097645825,12,093,41.0
Orange County,Florida,79.5269054955863,12,095,34.7
Osceola County,Florida,78.8810610995138,12,097,35.7
Palm Beach County,Florida,81.3829024333588,12,099,44.4
Pasco County,Florida,77.098851734423,12,101,44.5
Pinellas County,Florida,78.2987745279353,12,103,47.6
Polk County,Florida,77.7020921564756,12,105,40.4
Putnam County,Florida,73.635254100304,12,107,44.8
Saint Johns County,Florida,80.5809996179964,12,109,43.1
Saint Lucie County,Florida,79.2977622741057,12,111,44.6
Santa Rosa County,Florida,77.3193290919895,12,113,39.5
Sarasota County,Florida,80.9350383168968,12,115,55.1
Seminole County,Florida,79.8402255658359,12,117,39.1
Sumter County,Florida,80.4806227609364,12,119,66.4
Suwannee County,Florida,75.2150765992341,12,121,41.7
Taylor County,Florida,74.7442078191434,12,123,41.4
Union County,Florida,67.8919995760419,12,125,39.8
Volusia County,Florida,76.2981063923098,12,127,46.4
Wakulla County,Florida,76.2724538807062,12,129,40.7
Walton County,Florida,77.3545360296973,12,131,43.2
Washington County,Florida,72.8960237830396,12,133,41.9
Appling County,Georgia,74.0084605365612,13,001,39.3
Atkinson County,Georgia,73.4390527880296,13,003,34.9
Bacon County,Georgia,72.5321912655798,13,005,37.6
Baker County,Georgia,77.1226977730015,13,007,43.6
Baldwin County,Georgia,75.885623089803,13,009,35.1
Banks County,Georgia,76.5761341138381,13,011,40.3
Barrow County,Georgia,76.4531171029684,13,013,35.1
Bartow County,Georgia,76.2159238347912,13,015,37.5
Ben Hill County,Georgia,72.9889666208592,13,017,39.0
Berrien County,Georgia,74.439001968007,13,019,39.5
Bibb County,Georgia,73.6270349335338,13,021,36.0
Bleckley County,Georgia,75.6767775470061,13,023,37.4
Brantley County,Georgia,74.2535435032282,13,025,40.3
Brooks County,Georgia,74.7365498889901,13,027,43.2
Bryan County,Georgia,75.9644967649488,13,029,34.8
Bulloch County,Georgia,76.8294282235662,13,031,28.1
Burke County,Georgia,73.7095855538626,13,033,37.4
Butts County,Georgia,73.7983435794374,13,035,38.4
Calhoun County,Georgia,74.4920251011037,13,037,38.4
Camden County,Georgia,77.8072993071322,13,039,31.6
Candler County,Georgia,73.3882320641854,13,043,37.9
Carroll County,Georgia,75.1232865117092,13,045,34.4
Catoosa County,Georgia,77.5910778852834,13,047,39.6
Charlton County,Georgia,76.3359105899648,13,049,41.4
Chatham County,Georgia,77.490102718577,13,051,34.9
Chattahoochee County,Georgia,77.0231781510592,13,053,23.7
Chattooga County,Georgia,73.4170928402242,13,055,40.3
Cherokee County,Georgia,79.8435454979864,13,057,38.0
Clarke County,Georgia,78.6318913183763,13,059,27.3
Clay County,Georgia,73.9493638446073,13,061,44.6
Clayton County,Georgia,76.5508691906889,13,063,32.4
Clinch County,Georgia,72.4247234455474,13,065,37.6
Cobb County,Georgia,80.2177640812596,13,067,36.4
Coffee County,Georgia,74.4295289710942,13,069,35.9
Colquitt County,Georgia,74.0379120198679,13,071,36.0
Columbia County,Georgia,79.8999326107972,13,073,36.4
Cook County,Georgia,74.3093937088097,13,075,37.0
Coweta County,Georgia,78.3648849335877,13,077,37.9
Crawford County,Georgia,75.6561888490683,13,079,44.2
Crisp County,Georgia,74.6124945203586,13,081,38.3
Dade County,Georgia,75.0924029502412,13,083,41.8
Dawson County,Georgia,77.8849206643038,13,085,43.3
Decatur County,Georgia,73.7088647064192,13,087,37.9
DeKalb County,Georgia,79.8238732978234,13,089,35.5
Dodge County,Georgia,75.1775460945016,13,091,41.2
Dooly County,Georgia,78.2138090959277,13,093,43.5
Dougherty County,Georgia,74.3569712282889,13,095,35.0
Douglas County,Georgia,77.3960194322986,13,097,36.3
Early County,Georgia,73.2371558935003,13,099,40.5
Echols County,Georgia,77.0599023389516,13,101,38.1
Effingham County,Georgia,76.3909397434421,13,103,36.2
Elbert County,Georgia,74.195571787566,13,105,42.3
Emanuel County,Georgia,72.6318304928933,13,107,37.2
Evans County,Georgia,74.7149148196397,13,109,37.3
Fannin County,Georgia,77.0727670886557,13,111,50.8
Fayette County,Georgia,80.7682924448471,13,113,43.5
Floyd County,Georgia,75.0581302260989,13,115,38.3
Forsyth County,Georgia,81.674209211008,13,117,38.2
Franklin County,Georgia,73.8725746030686,13,119,41.1
Fulton County,Georgia,78.867596065924,13,121,35.2
Gilmer County,Georgia,77.9602337939812,13,123,46.0
Glascock County,Georgia,73.394960919002,13,125,42.9
Glynn County,Georgia,77.1335060809149,13,127,40.8
Gordon County,Georgia,75.4706012819472,13,129,37.0
Grady County,Georgia,75.5518347037765,13,131,39.7
Greene County,Georgia,77.7512340805882,13,133,48.9
Gwinnett County,Georgia,80.607617253456,13,135,34.9
Habersham County,Georgia,77.3582989596064,13,137,39.5
Hall County,Georgia,78.8960139014754,13,139,36.0
Hancock County,Georgia,75.3903158501469,13,141,44.3
Haralson County,Georgia,73.2656065600872,13,143,40.7
Harris County,Georgia,79.295601776848,13,145,43.2
Hart County,Georgia,76.8248765683369,13,147,43.0
Heard County,Georgia,74.7199641903674,13,149,41.9
Henry County,Georgia,77.181720507416,13,151,36.7
Houston County,Georgia,77.3383420736599,13,153,35.1
Irwin County,Georgia,74.8751692688427,13,155,39.7
Jackson County,Georgia,76.2832039775414,13,157,38.7
Jasper County,Georgia,75.7749845245545,13,159,42.2
Jeff Davis County,Georgia,73.2268902139052,13,161,36.3
Jefferson County,Georgia,72.5992407627131,13,163,38.6
Jenkins County,Georgia,73.3841998147857,13,165,40.6
Johnson County,Georgia,76.0287103065729,13,167,41.6
Jones County,Georgia,77.8374428106185,13,169,39.7
Lamar County,Georgia,74.3508731721163,13,171,38.1
Lanier County,Georgia,75.3835180951939,13,173,33.8
Laurens County,Georgia,74.4577525082559,13,175,38.3
Lee County,Georgia,76.6914056662725,13,177,36.9
Liberty County,Georgia,76.3021109268363,13,179,27.9
Lincoln County,Georgia,76.1794942621868,13,181,47.9
Long County,Georgia,78.4618707054974,13,183,31.6
Lowndes County,Georgia,75.8358035603923,13,185,30.1
Lumpkin County,Georgia,77.7101053772346,13,187,37.3
McDuffie County,Georgia,73.7738203200434,13,189,37.8
McIntosh County,Georgia,79.7108099163917,13,191,49.2
Macon County,Georgia,73.7317039474685,13,193,40.6
Madison County,Georgia,75.840925411624,13,195,41.0
Marion County,Georgia,76.2946453096112,13,197,43.3
Meriwether County,Georgia,74.4847266846964,13,199,42.0
Miller County,Georgia,73.0734881813492,13,201,43.1
Mitchell County,Georgia,74.0885588705262,13,205,38.8
Monroe County,Georgia,77.4835874483883,13,207,43.3
Montgomery County,Georgia,75.0403904752512,13,209,39.4
Morgan County,Georgia,77.3359048444416,13,211,44.2
Murray County,Georgia,74.7984649731187,13,213,37.6
Muscogee County,Georgia,74.0661905409308,13,215,33.7
Newton County,Georgia,76.0968360464372,13,217,36.2
Oconee County,Georgia,80.9648939245257,13,219,40.1
Oglethorpe County,Georgia,77.6363584185965,13,221,42.5
Paulding County,Georgia,78.486927311261,13,223,35.6
Peach County,Georgia,73.7058392267195,13,225,35.8
Pickens County,Georgia,77.0978924166854,13,227,44.9
Pierce County,Georgia,74.2596164151985,13,229,39.4
Pike County,Georgia,75.4989917474708,13,231,40.5
Polk County,Georgia,73.2748803672115,13,233,37.1
Pulaski County,Georgia,77.6666373683592,13,235,43.1
Putnam County,Georgia,77.4061176357782,13,237,45.6
Quitman County,Georgia,75.3250351764225,13,239,52.6
Rabun County,Georgia,76.9944546576478,13,241,48.8
Randolph County,Georgia,75.026721238403,13,243,44.3
Richmond County,Georgia,73.6808084874035,13,245,33.7
Rockdale County,Georgia,77.6033875048851,13,247,37.3
Schley County,Georgia,76.9446934911318,13,249,36.9
Screven County,Georgia,74.5319377680867,13,251,41.2
Seminole County,Georgia,73.47471546866,13,253,44.0
Spalding County,Georgia,74.2476675171375,13,255,38.9
Stephens County,Georgia,73.3838160708526,13,257,42.3
Stewart County,Georgia,74.2587420264588,13,259,37.0
Sumter County,Georgia,74.3351110608217,13,261,35.2
Talbot County,Georgia,74.577238903621,13,263,49.9
Taliaferro County,Georgia,74.243707404434,13,265,43.3
Tattnall County,Georgia,74.8428091996403,13,267,36.9
Taylor County,Georgia,74.7072893839871,13,269,43.8
