County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Families
Cleveland County,Arkansas,75.3899386050606,05,025,2496
Columbia County,Arkansas,74.4778597853245,05,027,6505
Conway County,Arkansas,75.3211173537385,05,029,5747
Craighead County,Arkansas,76.1849034187585,05,031,25840
Crawford County,Arkansas,75.6323094688717,05,033,17580
Crittenden County,Arkansas,73.0807663455022,05,035,12749
Cross County,Arkansas,73.6102929568663,05,037,4736
Dallas County,Arkansas,73.9447963982835,05,039,2072
Desha County,Arkansas,73.1929803551693,05,041,3381
Drew County,Arkansas,75.6142342376879,05,043,4984
Faulkner County,Arkansas,76.874980748974,05,045,28430
Franklin County,Arkansas,74.8461541973117,05,047,4764
Fulton County,Arkansas,75.4429142733183,05,049,3468
Garland County,Arkansas,75.0982760087787,05,051,25627
Grant County,Arkansas,75.6273873667791,05,053,5031
Greene County,Arkansas,74.4557946872778,05,055,11548
Hempstead County,Arkansas,75.0798934829681,05,057,5525
Hot Spring County,Arkansas,74.7699312058851,05,059,8485
Howard County,Arkansas,74.3104978429413,05,061,3701
Independence County,Arkansas,75.55292051348,05,063,10017
Izard County,Arkansas,75.6857060417369,05,065,3870
Jackson County,Arkansas,73.5645257013294,05,067,4248
Jefferson County,Arkansas,73.8804417043154,05,069,18108
Johnson County,Arkansas,76.0679421315981,05,071,7072
Lafayette County,Arkansas,73.9732457610778,05,073,1708
Lawrence County,Arkansas,74.1944235430574,05,075,4376
Lee County,Arkansas,73.6656526371685,05,077,2169
Lincoln County,Arkansas,75.6620100556507,05,079,2992
Little River County,Arkansas,74.1904867610063,05,081,3844
Logan County,Arkansas,74.7110052677721,05,083,5650
Lonoke County,Arkansas,75.2681135595378,05,085,18783
Madison County,Arkansas,75.5147457725886,05,087,4305
Marion County,Arkansas,75.4990392659523,05,089,4722
Miller County,Arkansas,74.9160232473299,05,091,11334
Mississippi County,Arkansas,72.3314425790971,05,093,11680
Monroe County,Arkansas,72.9273164936148,05,095,2169
Montgomery County,Arkansas,76.1909321334472,05,097,2633
Nevada County,Arkansas,74.3108502571174,05,099,2382
Newton County,Arkansas,77.0546342078252,05,101,2413
Ouachita County,Arkansas,73.4215539603755,05,103,6927
Perry County,Arkansas,75.3566377146712,05,105,2811
Phillips County,Arkansas,71.143137921812,05,107,5465
Pike County,Arkansas,75.3219856286797,05,109,3177
Poinsett County,Arkansas,71.7436296549771,05,111,6353
Polk County,Arkansas,75.1706027573073,05,113,5638
Pope County,Arkansas,76.5312262614872,05,115,15877
Prairie County,Arkansas,75.5040076219309,05,117,2485
Pulaski County,Arkansas,76.2155838234668,05,119,94427
Randolph County,Arkansas,74.8295050145305,05,121,5215
Saint Francis County,Arkansas,74.2143402022178,05,123,6263
Saline County,Arkansas,77.2702721854195,05,125,29595
Scott County,Arkansas,75.4264942209673,05,127,3210
Searcy County,Arkansas,75.8170342561347,05,129,2112
Sebastian County,Arkansas,75.9063008139938,05,131,32107
Sevier County,Arkansas,74.8024916114451,05,133,4142
Sharp County,Arkansas,74.4068059903225,05,135,4584
Stone County,Arkansas,76.4746383103692,05,137,3262
Union County,Arkansas,73.3950491276234,05,139,11691
Van Buren County,Arkansas,76.3377657708152,05,141,4822
Washington County,Arkansas,77.9667709462642,05,143,50143
White County,Arkansas,75.4804389196206,05,145,20938
Woodruff County,Arkansas,72.9704729972146,05,147,2001
Yell County,Arkansas,74.6982071723465,05,149,5344
Alameda County,California,81.7395666265102,06,001,354289
Alpine County,California,78.7968439851636,06,003,263
Amador County,California,79.7223050305829,06,005,9525
Butte County,California,78.0043483458703,06,007,51029
Calaveras County,California,79.7276449490236,06,009,12989
Colusa County,California,80.1885672391631,06,011,4994
Contra Costa County,California,81.5819673902927,06,013,265305
Del Norte County,California,75.9485446226768,06,015,5954
El Dorado County,California,81.1333632533598,06,017,48981
Fresno County,California,78.6280024400332,06,019,211170
Glenn County,California,78.0902335149727,06,021,6809
Humboldt County,California,77.0385176745656,06,023,30562
Imperial County,California,81.0040782496188,06,025,37969
Inyo County,California,79.2667613009441,06,027,4462
Kern County,California,77.4190857391695,06,029,191608
Kings County,California,79.4568073221703,06,031,31566
Lake County,California,75.3296236176337,06,033,16540
Lassen County,California,78.5887276747557,06,035,6442
Los Angeles County,California,81.513727949983,06,037,2170631
Madera County,California,78.9675915817164,06,039,32854
Marin County,California,84.1641989359273,06,041,64282
Mariposa County,California,80.3362251688537,06,043,4805
Mendocino County,California,78.6500830383081,06,045,20585
Merced County,California,78.6838148179829,06,047,58319
Modoc County,California,77.8998017368993,06,049,2397
Mono County,California,85.128377239051,06,051,3168
Monterey County,California,81.9185117287455,06,053,90557
Napa County,California,81.0720024251202,06,055,33934
Nevada County,California,81.2593934799348,06,057,26204
Orange County,California,82.3839819579677,06,059,712753
Placer County,California,81.4678387425728,06,061,94036
Plumas County,California,78.5189520450344,06,063,5381
Riverside County,California,80.4402769706343,06,065,504705
Sacramento County,California,79.132092350364,06,067,337868
San Benito County,California,81.8444776151262,06,069,13458
San Bernardino County,California,78.6487652383866,06,071,459664
San Diego County,California,81.4679164471467,06,073,714977
San Francisco County,California,82.485751145669,06,075,156742
San Joaquin County,California,78.2220036604945,06,077,160476
San Luis Obispo County,California,81.2489637100771,06,079,64756
San Mateo County,California,83.4967990283785,06,081,174540
Santa Barbara County,California,81.7882481086712,06,083,92720
Santa Clara County,California,83.500114935863,06,085,435873
Santa Cruz County,California,81.5626211749038,06,087,58406
Shasta County,California,76.0662043800792,06,089,45221
Sierra County,California,79.0329351185959,06,091,769
Siskiyou County,California,76.7979664249462,06,093,12192
Solano County,California,79.6800244647687,06,095,100840
Sonoma County,California,81.1485223965982,06,097,117130
Stanislaus County,California,77.9770812106916,06,099,124157
Sutter County,California,78.7426896341866,06,101,23276
Tehama County,California,77.9506792628036,06,103,16089
Trinity County,California,76.9955672863657,06,105,3390
Tulare County,California,78.2025078803788,06,107,103015
Tuolumne County,California,79.044258406196,06,109,14834
Ventura County,California,81.7761931721516,06,111,196812
Yolo County,California,80.7386624179938,06,113,43818
Yuba County,California,75.9458062203812,06,115,17731
Alamosa County,Colorado,76.4616841387818,08,003,3676
Archuleta County,Colorado,81.4870439008997,08,007,3397
Baca County,Colorado,77.2704980116003,08,009,1101
Bent County,Colorado,75.9350821641372,08,011,1213
Chaffee County,Colorado,81.3491483892739,08,015,5124
Cheyenne County,Colorado,79.6023492108261,08,017,549
Clear Creek County,Colorado,81.7821524704633,08,019,2364
Conejos County,Colorado,77.0258356905695,08,021,2220
Costilla County,Colorado,77.4765309356295,08,023,821
Crowley County,Colorado,77.8467351587918,08,025,780
Custer County,Colorado,81.3160951778407,08,027,1278
Delta County,Colorado,78.5857114920751,08,029,8432
Dolores County,Colorado,79.6818226875829,08,033,499
Douglas County,Colorado,83.398137452493,08,035,81035
Eagle County,Colorado,87.8651173312628,08,037,11315
Elbert County,Colorado,81.2848837662553,08,039,6369
El Paso County,Colorado,79.5325202986677,08,041,160830
Fremont County,Colorado,77.2534699163747,08,043,10994
Garfield County,Colorado,80.6723210779454,08,045,14164
Gilpin County,Colorado,80.5058523843539,08,047,1429
Grand County,Colorado,83.3911146189488,08,049,3311
Gunnison County,Colorado,82.5765389495522,08,051,3407
Huerfano County,Colorado,76.886483043344,08,055,1835
Jackson County,Colorado,79.8747254930755,08,057,390
Kiowa County,Colorado,77.8278281310628,08,061,386
Kit Carson County,Colorado,78.7539822578827,08,063,2038
Lake County,Colorado,80.838132827301,08,065,1714
La Plata County,Colorado,81.8467654951257,08,067,13083
Larimer County,Colorado,81.5278668733351,08,069,76873
Las Animas County,Colorado,76.7407696975048,08,071,3931
Lincoln County,Colorado,79.4178092826071,08,073,1162
Logan County,Colorado,79.0949385769402,08,075,5142
Mesa County,Colorado,78.7674543057644,08,077,39244
Moffat County,Colorado,78.3930826953069,08,081,3323
Montezuma County,Colorado,77.5115724550133,08,083,7221
Montrose County,Colorado,79.6067950700064,08,085,11391
Morgan County,Colorado,78.3030515948637,08,087,7531
Otero County,Colorado,75.7111807102341,08,089,4833
Ouray County,Colorado,84.2222044140032,08,091,1313
Park County,Colorado,82.4733990891643,08,093,4732
Phillips County,Colorado,80.1194776987327,08,095,1162
Pitkin County,Colorado,89.6648153256682,08,097,3933
Prowers County,Colorado,76.8340804383445,08,099,3279
Pueblo County,Colorado,77.094553026069,08,101,40011
Rio Blanco County,Colorado,79.3559610492821,08,103,1757
Rio Grande County,Colorado,77.1676477578974,08,105,3147
Routt County,Colorado,83.0289544645963,08,107,6117
Saguache County,Colorado,80.3484813709541,08,109,1594
San Miguel County,Colorado,85.3741700410346,08,113,1702
Sedgwick County,Colorado,78.1950772359603,08,115,612
Summit County,Colorado,89.9631891686862,08,117,6300
Teller County,Colorado,80.4486314426082,08,119,6628
Washington County,Colorado,79.9994991153517,08,121,1408
Yuma County,Colorado,79.1559316064511,08,125,2331
Adams County,Colorado,80.114402788454,08,001,108342
Arapahoe County,Colorado,80.114402788454,08,005,148229
Boulder County,Colorado,80.114402788454,08,013,70777
Broomfield County,Colorado,80.114402788454,08,014,14691
Denver County,Colorado,80.114402788454,08,031,128046
Jefferson County,Colorado,80.114402788454,08,059,143318
Weld County,Colorado,80.114402788454,08,123,64965
Fairfield County,Connecticut,82.361563205464,09,001,230308
Hartford County,Connecticut,80.45268370516,09,003,227127
Litchfield County,Connecticut,80.6126221620776,09,005,51016
Middlesex County,Connecticut,81.2500528358246,09,007,43850
New Haven County,Connecticut,80.1729267704691,09,009,213700
New London County,Connecticut,80.1491336655257,09,011,70367
Tolland County,Connecticut,81.786493464423,09,013,37387
Windham County,Connecticut,79.1337741835024,09,015,29822
Kent County,Delaware,77.6499786880756,10,001,40853
New Castle County,Delaware,78.7647932114062,10,003,134103
Sussex County,Delaware,78.6763072946828,10,005,51828
Alachua County,Florida,78.7919425921797,12,001,51365
Baker County,Florida,75.5212181623326,12,003,6298
Bay County,Florida,76.4660813157135,12,005,43685
Bradford County,Florida,76.1902715953288,12,007,6165
Brevard County,Florida,78.3330796870858,12,009,142130
Broward County,Florida,80.5650531347463,12,011,418780
Calhoun County,Florida,75.6943342878028,12,013,3169
Charlotte County,Florida,80.4284537804809,12,015,46164
Citrus County,Florida,76.4681482910462,12,017,38553
Clay County,Florida,77.9259215123163,12,019,50998
Collier County,Florida,84.3190295276291,12,021,82474
Columbia County,Florida,75.5977790791096,12,023,15313
Miami-Dade County,Florida,81.1234565201074,12,086,567717
DeSoto County,Florida,79.7087112323078,12,027,7408
Dixie County,Florida,75.2446510785173,12,029,3848
Duval County,Florida,76.5390715004831,12,031,207670
Escambia County,Florida,75.8996052771069,12,033,69084
Flagler County,Florida,79.5278588605028,12,035,25206
Franklin County,Florida,76.2687045965907,12,037,2923
Gadsden County,Florida,75.7781182334425,12,039,10853
Gilchrist County,Florida,76.9549182859829,12,041,4430
Glades County,Florida,80.8626224515423,12,043,2547
Gulf County,Florida,76.7041030080508,12,045,3717
Hamilton County,Florida,76.2504227694229,12,047,3062
Hardee County,Florida,79.0372669912688,12,049,5700
Hendry County,Florida,77.9010640777765,12,051,7844
Hernando County,Florida,77.3010243498065,12,053,47915
Highlands County,Florida,79.3108383100278,12,055,25565
Hillsborough County,Florida,78.7344657791495,12,057,300804
Holmes County,Florida,74.3769076881332,12,059,4721
Indian River County,Florida,80.5353504178124,12,061,37230
Jackson County,Florida,75.6572242778723,12,063,10652
Jefferson County,Florida,77.105237152819,12,065,3638
Lafayette County,Florida,76.9386335655433,12,067,1737
Lake County,Florida,79.4075989109908,12,069,81205
Lee County,Florida,81.6434872180073,12,071,159917
Leon County,Florida,79.5046507466643,12,073,61657
Levy County,Florida,75.2648595949867,12,075,10482
Liberty County,Florida,76.2864345782619,12,077,1494
Madison County,Florida,75.3802096490306,12,079,4710
Manatee County,Florida,80.6401375278797,12,081,84432
Marion County,Florida,77.2193842479713,12,083,89901
Martin County,Florida,81.6918626898687,12,085,37275
Monroe County,Florida,79.6572423356517,12,087,16587
Nassau County,Florida,77.6273796286286,12,089,20621
Okaloosa County,Florida,78.0243619781617,12,091,49332
Okeechobee County,Florida,76.6928309950686,12,093,8998
Orange County,Florida,79.907746185422,12,095,267140
Osceola County,Florida,79.4141527712853,12,097,67632
Palm Beach County,Florida,81.9478048279696,12,099,324859
Pasco County,Florida,77.8138523845587,12,101,121121
Pinellas County,Florida,78.6699666288068,12,103,223360
Polk County,Florida,78.3866007118166,12,105,151736
Putnam County,Florida,74.824728147007,12,107,18305
Saint Johns County,Florida,81.0314147503521,12,109,52435
Saint Lucie County,Florida,79.7759103073056,12,111,72781
Santa Rosa County,Florida,77.9439581693406,12,113,42102
Sarasota County,Florida,81.4743257016792,12,115,103411
Seminole County,Florida,80.4267833401531,12,117,99156
Sumter County,Florida,81.3091282658141,12,119,30455
Suwannee County,Florida,75.6351396305189,12,121,10902
Taylor County,Florida,75.867327971606,12,123,5253
Union County,Florida,69.0842926635716,12,125,2825
Volusia County,Florida,77.4474098595231,12,127,122373
Wakulla County,Florida,76.5579235348067,12,129,7609
Walton County,Florida,77.7370870344531,12,131,14632
Washington County,Florida,74.4336357205743,12,133,5690
Appling County,Georgia,74.9345343621424,13,001,4669
Atkinson County,Georgia,73.9687683772182,13,003,1882
Bacon County,Georgia,73.5924839273872,13,005,2764
Baker County,Georgia,77.6093613310299,13,007,856
Baldwin County,Georgia,76.3589481043216,13,009,9831
Banks County,Georgia,76.9206951845027,13,011,5006
Barrow County,Georgia,76.568775709694,13,013,17814
Bartow County,Georgia,76.2401395708099,13,015,25801
Ben Hill County,Georgia,73.713227095883,13,017,4038
Berrien County,Georgia,75.4720784517024,13,019,4999
Bibb County,Georgia,73.9123435117015,13,021,36231
Bleckley County,Georgia,76.1132929655014,13,023,2675
Brantley County,Georgia,74.8752724973373,13,025,4979
Brooks County,Georgia,75.4456931980419,13,027,4211
Bryan County,Georgia,76.2090812741944,13,029,8676
Bulloch County,Georgia,77.1197815582943,13,031,15066
Burke County,Georgia,73.6781476098738,13,033,5438
Butts County,Georgia,74.1140850897095,13,035,5492
Calhoun County,Georgia,75.2998074781914,13,037,1097
Camden County,Georgia,77.7735434870564,13,039,13834
Candler County,Georgia,74.0567782956218,13,043,2696
Carroll County,Georgia,75.2022873519906,13,045,27795
Catoosa County,Georgia,77.9247757438196,13,047,17570
Charlton County,Georgia,76.7697615807727,13,049,2590
Chatham County,Georgia,77.5184797541465,13,051,63273
Chattahoochee County,Georgia,76.84255932623,13,053,2101
Chattooga County,Georgia,73.8317108439486,13,055,6509
Cherokee County,Georgia,79.7496679472048,13,057,57631
Clarke County,Georgia,78.2615876465466,13,059,20623
Clay County,Georgia,74.8432062452083,13,061,713
Clayton County,Georgia,76.7325719862389,13,063,56280
Clinch County,Georgia,73.408491917808,13,065,1676
Cobb County,Georgia,79.9283366661823,13,067,176700
Coffee County,Georgia,75.2157891526563,13,069,10234
Colquitt County,Georgia,75.0860049176497,13,071,11736
Columbia County,Georgia,80.1160154662685,13,073,34619
Cook County,Georgia,74.7696432807423,13,075,4708
Coweta County,Georgia,78.2106345028716,13,077,34992
Crawford County,Georgia,76.58022808544,13,079,3383
Crisp County,Georgia,75.6681687717805,13,081,6338
Dade County,Georgia,75.3966077791311,13,083,4771
Dawson County,Georgia,77.8413801559133,13,085,6499
Decatur County,Georgia,74.7688125394424,13,087,7102
DeKalb County,Georgia,79.3320318728214,13,089,156378
Dodge County,Georgia,75.6240895589048,13,091,5454
Dooly County,Georgia,78.270500402471,13,093,3259
Dougherty County,Georgia,75.1444111594597,13,095,22758
Douglas County,Georgia,77.2553994583244,13,097,34404
Early County,Georgia,74.1746109809755,13,099,2614
Echols County,Georgia,77.6281901979393,13,101,1090
Effingham County,Georgia,76.4578448594999,13,103,13919
Elbert County,Georgia,74.9297782306706,13,105,5380
Emanuel County,Georgia,73.1875806317402,13,107,5522
Evans County,Georgia,75.1835484789051,13,109,2554
Fannin County,Georgia,76.688033522143,13,111,6905
Fayette County,Georgia,80.7802913886552,13,113,29756
Floyd County,Georgia,75.4551048703234,13,115,23558
Forsyth County,Georgia,81.2375145242419,13,117,46617
Franklin County,Georgia,74.5581372850625,13,119,5903
Fulton County,Georgia,78.4328501920243,13,121,206393
Gilmer County,Georgia,78.1821220728799,13,123,8163
Glascock County,Georgia,74.0702002494758,13,125,855
Glynn County,Georgia,77.1794930798449,13,127,21764
Gordon County,Georgia,75.8399271754514,13,129,13438
Grady County,Georgia,76.151119404243,13,131,6524
Greene County,Georgia,77.7320535995304,13,133,4538
Gwinnett County,Georgia,80.4465430438862,13,135,203575
Habersham County,Georgia,77.6419958353258,13,137,10647
Hall County,Georgia,78.7457723645131,13,139,45552
Hancock County,Georgia,76.1199783068919,13,141,1573
Haralson County,Georgia,73.553644831127,13,143,7882
Harris County,Georgia,79.2890077652842,13,145,8968
Hart County,Georgia,77.1294577753602,13,147,6693
Heard County,Georgia,75.2250279243881,13,149,2906
Henry County,Georgia,77.2668197628104,13,151,52906
Houston County,Georgia,77.5707003222215,13,153,36314
Irwin County,Georgia,75.5319125492145,13,155,2455
Jackson County,Georgia,76.1779796658862,13,157,16431
Jasper County,Georgia,76.2323285378843,13,159,3632
Jeff Davis County,Georgia,73.7586459215342,13,161,3950
Jefferson County,Georgia,73.2040306163978,13,163,4183
Jenkins County,Georgia,74.1817912893906,13,165,2233
Johnson County,Georgia,76.4532268359357,13,167,2316
Jones County,Georgia,78.2209896513889,13,169,7692
Lamar County,Georgia,74.9977890915742,13,171,4430
Lanier County,Georgia,75.5325124997842,13,173,2561
Laurens County,Georgia,74.949039342625,13,175,12244
Lee County,Georgia,77.5265837874481,13,177,7400
Liberty County,Georgia,76.8668130027685,13,179,17097
Lincoln County,Georgia,76.2155783286932,13,181,2279
Long County,Georgia,78.3991318448588,13,183,3570
Lowndes County,Georgia,76.2453956744472,13,185,25247
Lumpkin County,Georgia,78.0597439768539,13,187,7203
McDuffie County,Georgia,74.41963111247,13,189,5916
McIntosh County,Georgia,79.4457187215119,13,191,3350
Macon County,Georgia,74.3211885630731,13,193,3217
Madison County,Georgia,75.8992950836721,13,195,6969
Marion County,Georgia,76.7225770981052,13,197,1879
Meriwether County,Georgia,74.8538276665634,13,199,5771
Miller County,Georgia,74.1545691223151,13,201,1706
Mitchell County,Georgia,75.188921032314,13,205,5244
Monroe County,Georgia,77.4406245257145,13,207,7194
Montgomery County,Georgia,75.5819616344513,13,209,2132
Morgan County,Georgia,77.5545771533365,13,211,4875
Murray County,Georgia,75.1415400042245,13,213,10660
Muscogee County,Georgia,74.9242055218078,13,215,46771
Newton County,Georgia,76.388924256193,13,217,24968
Oconee County,Georgia,80.4602667100514,13,219,9209
Oglethorpe County,Georgia,78.1537582497183,13,221,3736
Paulding County,Georgia,78.5126316183096,13,223,38553
Peach County,Georgia,74.5309944327822,13,225,6848
Pickens County,Georgia,77.550434569024,13,227,8405
Pierce County,Georgia,75.1711946674867,13,229,5023
Pike County,Georgia,76.0207025888261,13,231,4922
Polk County,Georgia,73.7433236411906,13,233,10718
Pulaski County,Georgia,77.8146750421041,13,235,2935
Putnam County,Georgia,77.2313879034576,13,237,6453
Quitman County,Georgia,75.7144452783848,13,239,666
Rabun County,Georgia,77.6420387387985,13,241,4487
Randolph County,Georgia,76.2313513334328,13,243,1957
Richmond County,Georgia,74.1469853140117,13,245,44318
Rockdale County,Georgia,77.993058268219,13,247,21428
Schley County,Georgia,77.7098948093512,13,249,1264
Screven County,Georgia,74.8304509951324,13,251,3380
Seminole County,Georgia,74.6911176414227,13,253,2356
Spalding County,Georgia,74.6289363569151,13,255,16239
Stephens County,Georgia,73.7317044967219,13,257,6550
Stewart County,Georgia,75.0193609662896,13,259,1056
Sumter County,Georgia,75.156794709651,13,261,7482
Talbot County,Georgia,75.511691587113,13,263,1884
Taliaferro County,Georgia,75.3022962480459,13,265,430
Tattnall County,Georgia,75.1143036933765,13,267,5423
Taylor County,Georgia,75.260771305812,13,269,2648
Telfair County,Georgia,77.4247551182069,13,271,3787
Terrell County,Georgia,74.7927648235851,13,273,2327
Thomas County,Georgia,75.6966995509426,13,275,11128
Tift County,Georgia,75.5183458913149,13,277,9329
Toombs County,Georgia,74.5016680010016,13,279,6857
Towns County,Georgia,77.8096190210474,13,281,2719
Treutlen County,Georgia,75.5570515870392,13,283,1653
Troup County,Georgia,75.5421973131973,13,285,17139
Turner County,Georgia,73.9949974109107,13,287,2183
Twiggs County,Georgia,74.7504143091318,13,289,2146
Union County,Georgia,78.4431060150389,13,291,6569
Upson County,Georgia,73.8239867759287,13,293,7167
Walker County,Georgia,75.146113334525,13,295,18369
Walton County,Georgia,76.4762884017935,13,297,22989
Ware County,Georgia,74.3664506333277,13,299,8912
Warren County,Georgia,74.6068506784789,13,301,1350
Washington County,Georgia,75.9518689818148,13,303,4995
Wayne County,Georgia,74.5789591949201,13,305,7328
Webster County,Georgia,78.5644449816301,13,307,735
Wheeler County,Georgia,76.6997760319894,13,309,1495
White County,Georgia,78.6768410271151,13,311,8185
