County,State,mean_life_expectancy,State_FIPS,County_FIPS,Hispanic Population
San Francisco County,California,82.9715287689956,06,075,129898.0
San Joaquin County,California,78.1059218431169,06,077,289329.0
San Luis Obispo County,California,81.2878144166655,06,079,61095.0
San Mateo County,California,84.0123323762231,06,081,189305.0
Santa Barbara County,California,81.6454722199999,06,083,195021.0
Santa Clara County,California,83.9160943086229,06,085,496591.0
Santa Cruz County,California,81.9961564120804,06,087,89587.0
Shasta County,California,75.8154731112947,06,089,16703.0
Sierra County,California,78.6673415441736,06,091,305.0
Siskiyou County,California,76.2815852028519,06,093,5100.0
Solano County,California,79.6679789808252,06,095,109287.0
Sonoma County,California,81.4949042107213,06,097,129634.0
Stanislaus County,California,77.7558204850156,06,099,234995.0
Sutter County,California,78.425992865714,06,101,28485.0
Tehama County,California,77.156038711692,06,103,14959.0
Trinity County,California,76.476377604325,06,105,950.0
Tulare County,California,78.0600422756,06,107,287144.0
Tuolumne County,California,78.5207303713631,06,109,6233.0
Ventura County,California,81.8451328376878,06,111,353232.0
Yolo County,California,80.902034743803,06,113,65448.0
Yuba County,California,75.7450257040619,06,115,19903.0
Alamosa County,Colorado,75.771887610673,08,003,7470.0
Archuleta County,Colorado,81.6414378243916,08,007,2290.0
Baca County,Colorado,76.9965655550903,08,009,363.0
Bent County,Colorado,75.7641542661414,08,011,1838.0
Chaffee County,Colorado,81.2002092122488,08,015,1876.0
Cheyenne County,Colorado,78.8841561398334,08,017,266.0
Clear Creek County,Colorado,82.2134532225974,08,019,523.0
Conejos County,Colorado,76.3307341255663,08,021,4435.0
Costilla County,Colorado,76.7769601558707,08,023,2302.0
Crowley County,Colorado,77.1719431023493,08,025,1708.0
Custer County,Colorado,81.0944165093847,08,027,195.0
Delta County,Colorado,77.9358229078402,08,029,4499.0
Dolores County,Colorado,79.3628695960052,08,033,93.0
Douglas County,Colorado,83.4601212130212,08,035,25735.0
Eagle County,Colorado,88.2928566275646,08,037,15724.0
Elbert County,Colorado,81.4849215372713,08,039,1514.0
El Paso County,Colorado,78.9786695180627,08,041,107654.0
Fremont County,Colorado,77.137998463904,08,043,6037.0
Garfield County,Colorado,80.5212296945579,08,045,16056.0
Gilpin County,Colorado,81.1262138403668,08,047,534.0
Grand County,Colorado,83.5860252464151,08,049,1151.0
Gunnison County,Colorado,82.632977713167,08,051,1413.0
Huerfano County,Colorado,75.6325634414296,08,055,2246.0
Jackson County,Colorado,79.6337211914158,08,057,226.0
Kiowa County,Colorado,77.5284594449532,08,061,97.0
Kit Carson County,Colorado,79.2319755865927,08,063,1589.0
Lake County,Colorado,81.4714622277775,08,065,2554.0
La Plata County,Colorado,81.6596562998791,08,067,6684.0
Larimer County,Colorado,81.5083109395379,08,069,35804.0
Las Animas County,Colorado,76.3309843460437,08,071,6060.0
Lincoln County,Colorado,78.6842812775749,08,073,1176.0
Logan County,Colorado,79.2200596051251,08,075,3350.0
Mesa County,Colorado,78.3937721412894,08,077,20788.0
Moffat County,Colorado,78.1221748148496,08,081,1904.0
Montezuma County,Colorado,77.1367714339189,08,083,3149.0
Montrose County,Colorado,79.2461641337684,08,085,8255.0
Morgan County,Colorado,78.13439908772,08,087,9958.0
Otero County,Colorado,75.1401575306602,08,089,7613.0
Ouray County,Colorado,84.0203909090915,08,091,297.0
Park County,Colorado,82.7078121177392,08,093,921.0
Phillips County,Colorado,80.0902373229648,08,095,771.0
Pitkin County,Colorado,90.470655000783,08,097,1720.0
Prowers County,Colorado,76.7338690354723,08,099,4449.0
Pueblo County,Colorado,76.4534159713537,08,101,68992.0
Rio Blanco County,Colorado,78.8510030730045,08,103,685.0
Rio Grande County,Colorado,76.7006333576077,08,105,5151.0
Routt County,Colorado,83.0859439169025,08,107,1649.0
Saguache County,Colorado,79.549357835051,08,109,2383.0
San Miguel County,Colorado,85.8934808652553,08,113,756.0
Sedgwick County,Colorado,77.6908466567926,08,115,329.0
Summit County,Colorado,90.7599342440293,08,117,4143.0
Teller County,Colorado,80.4060865096973,08,119,1432.0
Washington County,Colorado,79.5359214085342,08,121,442.0
Yuma County,Colorado,78.8699502657181,08,125,2193.0
Adams County,Colorado,80.2432338592034,08,001,186852.0
Arapahoe County,Colorado,80.2432338592034,08,005,115309.0
Boulder County,Colorado,80.2432338592034,08,013,42914.0
Broomfield County,Colorado,80.2432338592034,08,014,7448.0
Denver County,Colorado,80.2432338592034,08,031,204042.0
Jefferson County,Colorado,80.2432338592034,08,059,84009.0
Weld County,Colorado,80.2432338592034,08,123,80005.0
Fairfield County,Connecticut,82.5933818002003,09,001,175480.0
Hartford County,Connecticut,80.2119442590321,09,003,151355.0
Litchfield County,Connecticut,80.4021916136219,09,005,10003.0
Middlesex County,Connecticut,81.0821212220154,09,007,9276.0
New Haven County,Connecticut,80.061944421033,09,009,144549.0
New London County,Connecticut,79.9198566902699,09,011,26701.0
Tolland County,Connecticut,81.718649046245,09,013,7629.0
Windham County,Connecticut,78.8145339848324,09,015,12735.0
Kent County,Delaware,77.2142387207649,10,001,11326.0
New Castle County,Delaware,78.329504469616,10,003,51912.0
Sussex County,Delaware,78.511223894838,10,005,19424.0
Alachua County,Florida,78.4485792222787,12,001,23079.0
Baker County,Florida,75.0098994703056,12,003,633.0
Bay County,Florida,75.8233176738751,12,005,10217.0
Bradford County,Florida,75.281591103258,12,007,1022.0
Brevard County,Florida,77.4763904243823,12,009,52153.0
Broward County,Florida,80.38591179557,12,011,513748.0
Calhoun County,Florida,74.8724377962822,12,013,820.0
Charlotte County,Florida,80.0342861683159,12,015,11251.0
Citrus County,Florida,75.4513819875713,12,017,7194.0
Clay County,Florida,77.2720166250971,12,019,18047.0
Collier County,Florida,84.5508843732645,12,021,92751.0
Columbia County,Florida,74.9065889001892,12,023,3788.0
Miami-Dade County,Florida,80.9623762730876,12,086,1769923.0
DeSoto County,Florida,79.2280677265237,12,027,10782.0
Dixie County,Florida,74.6214509730913,12,029,608.0
Duval County,Florida,75.8624927005273,12,031,77771.0
Escambia County,Florida,75.113067006593,12,033,16686.0
Flagler County,Florida,78.902559028605,12,035,10079.0
Franklin County,Florida,75.9324842435541,12,037,599.0
Gadsden County,Florida,75.3613788068946,12,039,4628.0
Gilchrist County,Florida,76.6292374244165,12,041,909.0
Glades County,Florida,80.4808894980128,12,043,2817.0
Gulf County,Florida,76.1199507239587,12,045,762.0
Hamilton County,Florida,75.3710930703004,12,047,1297.0
Hardee County,Florida,78.4028121656282,12,049,11741.0
Hendry County,Florida,77.1586211178051,12,051,19625.0
Hernando County,Florida,76.698885399624,12,053,20459.0
Highlands County,Florida,78.4630943919612,12,055,18267.0
Hillsborough County,Florida,78.6239373423411,12,057,352295.0
Holmes County,Florida,73.5174425326516,12,059,310.0
Indian River County,Florida,80.0878689742647,12,061,17143.0
Jackson County,Florida,74.7530884871818,12,063,2240.0
Jefferson County,Florida,76.8534552788289,12,065,569.0
Lafayette County,Florida,76.6907511322574,12,067,1124.0
Lake County,Florida,78.590205121082,12,069,43852.0
Lee County,Florida,81.4778140042049,12,071,133752.0
Leon County,Florida,79.1669529782412,12,073,17319.0
Levy County,Florida,74.6523472464417,12,075,3148.0
Liberty County,Florida,75.8738053602364,12,077,510.0
Madison County,Florida,74.8453783699189,12,079,896.0
Manatee County,Florida,80.2599669690005,12,081,55380.0
Marion County,Florida,76.1771704219972,12,083,40579.0
Martin County,Florida,81.2904164027968,12,085,19777.0
Monroe County,Florida,79.7025052428046,12,087,17364.0
Nassau County,Florida,77.4137857800555,12,089,2922.0
Okaloosa County,Florida,77.5272617741847,12,091,16347.0
Okeechobee County,Florida,76.0526843058407,12,093,9890.0
Orange County,Florida,79.6229938205538,12,095,368503.0
Osceola County,Florida,79.1287941677334,12,097,156730.0
Palm Beach County,Florida,81.5435098991609,12,099,289651.0
Pasco County,Florida,77.1762844629969,12,101,65569.0
Pinellas County,Florida,78.395681342823,12,103,83145.0
Polk County,Florida,77.8620845497436,12,105,125841.0
Putnam County,Florida,74.090780438707,12,107,6901.0
Saint Johns County,Florida,80.7873785548533,12,109,13384.0
Saint Lucie County,Florida,79.3208079937143,12,111,51763.0
Santa Rosa County,Florida,77.4755310649387,12,113,8379.0
Sarasota County,Florida,81.0536216072404,12,115,34234.0
Seminole County,Florida,80.0229363433933,12,117,85292.0
Sumter County,Florida,80.6805603758586,12,119,6357.0
Suwannee County,Florida,75.2518438739817,12,121,3818.0
Taylor County,Florida,75.0117232413597,12,123,777.0
Union County,Florida,68.1022321435241,12,125,821.0
Volusia County,Florida,76.5873174711124,12,127,62994.0
Wakulla County,Florida,76.4257876549123,12,129,1152.0
Walton County,Florida,77.5629641542452,12,131,3623.0
Washington County,Florida,73.1869831493123,12,133,847.0
Appling County,Georgia,74.1433448346722,13,001,1722.0
Atkinson County,Georgia,73.4957386486268,13,003,2046.0
Bacon County,Georgia,72.7359964465048,13,005,926.0
Baker County,Georgia,77.1856340859936,13,007,215.0
Baldwin County,Georgia,76.09619616506,13,009,995.0
Banks County,Georgia,76.5450676909754,13,011,1164.0
Barrow County,Georgia,76.411888155461,13,013,7043.0
Bartow County,Georgia,76.1722834809012,13,015,8153.0
Ben Hill County,Georgia,73.1598816340588,13,017,1054.0
Berrien County,Georgia,74.6754529151076,13,019,922.0
Bibb County,Georgia,73.6322262198595,13,021,4796.0
Bleckley County,Georgia,75.6717690416959,13,023,333.0
Brantley County,Georgia,74.2546400533743,13,025,392.0
Brooks County,Georgia,74.8172682959812,13,027,878.0
Bryan County,Georgia,76.1180906074149,13,029,2198.0
Bulloch County,Georgia,76.9215839131574,13,031,2658.0
Burke County,Georgia,73.6021263366518,13,033,680.0
Butts County,Georgia,73.8736433128169,13,035,724.0
Calhoun County,Georgia,74.7431979128518,13,037,296.0
Camden County,Georgia,77.7910556071849,13,039,3185.0
Candler County,Georgia,73.5173794672618,13,043,1212.0
Carroll County,Georgia,75.1905636320048,13,045,7465.0
Catoosa County,Georgia,77.6873163555651,13,047,1768.0
Charlton County,Georgia,76.4126485763899,13,049,1140.0
Chatham County,Georgia,77.495475731078,13,051,17095.0
Chattahoochee County,Georgia,77.0407510773315,13,053,1761.0
Chattooga County,Georgia,73.4795878806539,13,055,1157.0
Cherokee County,Georgia,79.8919212910128,13,057,22809.0
Clarke County,Georgia,78.5390655519176,13,059,12838.0
Clay County,Georgia,74.0565024724032,13,061,155.0
Clayton County,Georgia,76.5867255823059,13,063,35506.0
Clinch County,Georgia,72.5941347103603,13,065,306.0
Cobb County,Georgia,80.1632391745068,13,067,91921.0
Coffee County,Georgia,74.6415935021983,13,069,4753.0
Colquitt County,Georgia,74.2395419909798,13,071,8535.0
Columbia County,Georgia,79.9446528000494,13,073,8455.0
Cook County,Georgia,74.3816861362536,13,075,997.0
Coweta County,Georgia,78.3629639007777,13,077,8992.0
Crawford County,Georgia,75.7700017855094,13,079,99.0
Crisp County,Georgia,74.8754728821352,13,081,749.0
Dade County,Georgia,74.9169898375515,13,083,349.0
Dawson County,Georgia,77.8404809399285,13,085,904.0
Decatur County,Georgia,73.7947102183909,13,087,1533.0
DeKalb County,Georgia,79.6424407722431,13,089,63173.0
Dodge County,Georgia,75.2439111309318,13,091,731.0
Dooly County,Georgia,78.4687087657377,13,093,1024.0
Dougherty County,Georgia,74.5138416570881,13,095,2347.0
Douglas County,Georgia,77.3715511881552,13,097,12445.0
Early County,Georgia,73.1140819945057,13,099,216.0
Echols County,Georgia,77.1261008355718,13,101,1196.0
Effingham County,Georgia,76.3761584292673,13,103,2056.0
Elbert County,Georgia,74.4234738881675,13,105,1052.0
Emanuel County,Georgia,72.7620593157699,13,107,1015.0
Evans County,Georgia,74.8433020894414,13,109,1250.0
Fannin County,Georgia,76.9911635316195,13,111,483.0
Fayette County,Georgia,80.7588889119797,13,113,7653.0
Floyd County,Georgia,75.2562231958774,13,115,9910.0
Forsyth County,Georgia,81.64720509527,13,117,19121.0
Franklin County,Georgia,73.9914157726118,13,119,956.0
Fulton County,Georgia,78.7678526769602,13,121,73953.0
Gilmer County,Georgia,78.110295381191,13,123,3169.0
Glascock County,Georgia,73.5591151643724,13,125,47.0
Glynn County,Georgia,77.1042251846537,13,127,5427.0
Gordon County,Georgia,75.5399076199864,13,129,8409.0
Grady County,Georgia,75.6781613975346,13,131,2678.0
Greene County,Georgia,77.6535983104785,13,133,1020.0
Gwinnett County,Georgia,80.5977995974354,13,135,179634.0
Habersham County,Georgia,77.41930695738,13,137,6013.0
Hall County,Georgia,78.8501578196255,13,139,52154.0
Hancock County,Georgia,75.5511526228516,13,141,169.0
Haralson County,Georgia,73.2548609996383,13,143,420.0
Harris County,Georgia,79.3637275024378,13,145,1036.0
Hart County,Georgia,76.8943495410448,13,147,919.0
Heard County,Georgia,74.7359238306926,13,149,71.0
Henry County,Georgia,77.2246725220502,13,151,13492.0
Houston County,Georgia,77.4957791397741,13,153,9613.0
Irwin County,Georgia,74.9700522755473,13,155,107.0
Jackson County,Georgia,76.154219538743,13,157,4319.0
Jasper County,Georgia,75.9077043960719,13,159,523.0
Jeff Davis County,Georgia,73.27850301101,13,161,1708.0
Jefferson County,Georgia,72.677315464956,13,163,558.0
Jenkins County,Georgia,73.4881821924482,13,165,353.0
Johnson County,Georgia,76.1256460094423,13,167,224.0
Jones County,Georgia,77.9077041501382,13,169,393.0
Lamar County,Georgia,74.5163705283169,13,171,400.0
Lanier County,Georgia,75.3402613596848,13,173,546.0
Laurens County,Georgia,74.6099464490999,13,175,1204.0
Lee County,Georgia,76.7932149732719,13,177,779.0
Liberty County,Georgia,76.4775650868514,13,179,7706.0
Lincoln County,Georgia,76.1576916943944,13,181,109.0
Long County,Georgia,78.3681666188566,13,183,2031.0
Lowndes County,Georgia,75.995529913625,13,185,6055.0
Lumpkin County,Georgia,77.6218085990866,13,187,1430.0
McDuffie County,Georgia,73.8513564466333,13,189,601.0
McIntosh County,Georgia,79.7602966419833,13,191,195.0
Macon County,Georgia,73.8433801513223,13,193,556.0
Madison County,Georgia,75.8660518401721,13,195,1315.0
Marion County,Georgia,76.3753888559576,13,197,141.0
Meriwether County,Georgia,74.4599480502971,13,199,189.0
Miller County,Georgia,73.539483539702,13,201,6.0
Mitchell County,Georgia,74.2252815852118,13,205,998.0
Monroe County,Georgia,77.4615928697148,13,207,628.0
Montgomery County,Georgia,75.1047075175106,13,209,574.0
Morgan County,Georgia,77.4326850024947,13,211,556.0
Murray County,Georgia,74.8101618892847,13,213,5496.0
Muscogee County,Georgia,74.2199476837889,13,215,14805.0
Newton County,Georgia,76.0155551337021,13,217,5097.0
Oconee County,Georgia,80.90554970106,13,219,1630.0
Oglethorpe County,Georgia,77.8050173797246,13,221,590.0
Paulding County,Georgia,78.4895950797659,13,223,8434.0
Peach County,Georgia,73.7980458639214,13,225,1950.0
Pickens County,Georgia,77.1138210119651,13,227,913.0
Pierce County,Georgia,74.4889636156105,13,229,970.0
Pike County,Georgia,75.5700513081301,13,231,256.0
Polk County,Georgia,73.3539926871238,13,233,5287.0
Pulaski County,Georgia,77.5360379042965,13,235,538.0
Putnam County,Georgia,77.3546977694882,13,237,1382.0
Quitman County,Georgia,75.2221673212216,13,239,21.0
Rabun County,Georgia,77.1527603986146,13,241,1308.0
Randolph County,Georgia,75.426296165832,13,243,40.0
Richmond County,Georgia,73.8653991245777,13,245,9333.0
