County,State,mean_life_expectancy,State_FIPS,County_FIPS,White Population
Bent County,Colorado,76.1374880821443,08,011,4845.0
Chaffee County,Colorado,81.4775538864323,08,015,16979.0
Cheyenne County,Colorado,79.6909457212359,08,017,2084.0
Clear Creek County,Colorado,82.2544295673685,08,019,8601.0
Conejos County,Colorado,76.7644631976601,08,021,7417.0
Costilla County,Colorado,77.5800045007178,08,023,3207.0
Crowley County,Colorado,77.741052629939,08,025,4621.0
Custer County,Colorado,80.6307957604002,08,027,4102.0
Delta County,Colorado,78.5163413913364,08,029,28820.0
Dolores County,Colorado,79.5945138917714,08,033,1641.0
Douglas County,Colorado,83.5549156528537,08,035,272630.0
Eagle County,Colorado,87.8550573815851,08,037,46882.0
Elbert County,Colorado,81.5265627610726,08,039,22495.0
El Paso County,Colorado,79.4766379407405,08,041,521280.0
Fremont County,Colorado,77.3282759106017,08,043,40496.0
Garfield County,Colorado,80.7129313494244,08,045,50191.0
Gilpin County,Colorado,80.8402892278279,08,047,5132.0
Grand County,Colorado,83.6104349800547,08,049,13269.0
Gunnison County,Colorado,82.4615975701476,08,051,14852.0
Huerfano County,Colorado,76.7370310001646,08,055,5261.0
Jackson County,Colorado,80.019428596651,08,057,1283.0
Kiowa County,Colorado,77.8060630934981,08,061,1330.0
Kit Carson County,Colorado,79.0396680266366,08,063,7443.0
Lake County,Colorado,81.2812841315244,08,065,6476.0
La Plata County,Colorado,81.9139056024152,08,067,46210.0
Larimer County,Colorado,81.5911095993052,08,069,282786.0
Las Animas County,Colorado,76.936758041852,08,071,12504.0
Lincoln County,Colorado,79.2238693329103,08,073,4594.0
Logan County,Colorado,79.1604272540649,08,075,20866.0
Mesa County,Colorado,78.7432925415044,08,077,135965.0
Moffat County,Colorado,78.7540045777934,08,081,12331.0
Montezuma County,Colorado,77.577101117793,08,083,21246.0
Montrose County,Colorado,79.6478445531103,08,085,37489.0
Morgan County,Colorado,78.4127327674347,08,087,25350.0
Otero County,Colorado,75.5779720298771,08,089,16999.0
Ouray County,Colorado,84.5850561128476,08,091,4421.0
Park County,Colorado,82.7525162279221,08,093,15508.0
Phillips County,Colorado,79.9467802658477,08,095,4080.0
Pitkin County,Colorado,90.0864739901917,08,097,16413.0
Prowers County,Colorado,76.9893465934096,08,099,11667.0
Pueblo County,Colorado,76.9509448414404,08,101,126386.0
Rio Blanco County,Colorado,79.3997581000084,08,103,6405.0
Rio Grande County,Colorado,77.1572524407443,08,105,9714.0
Routt County,Colorado,83.0836598314748,08,107,22103.0
Saguache County,Colorado,80.0823053595073,08,109,5309.0
San Miguel County,Colorado,85.7011161631391,08,113,7334.0
Sedgwick County,Colorado,78.2075550504511,08,115,2159.0
Summit County,Colorado,90.4822708175061,08,117,25418.0
Teller County,Colorado,80.5790656291349,08,119,22000.0
Washington County,Colorado,79.9836857094953,08,121,4607.0
Yuma County,Colorado,79.1855876209467,08,125,9093.0
Adams County,Colorado,80.2789722027987,08,001,376581.0
Arapahoe County,Colorado,80.2789722027987,08,005,439517.0
Boulder County,Colorado,80.2789722027987,08,013,267572.0
Broomfield County,Colorado,80.2789722027987,08,014,51294.0
Denver County,Colorado,80.2789722027987,08,031,473269.0
Jefferson County,Colorado,80.2789722027987,08,059,496471.0
Weld County,Colorado,80.2789722027987,08,123,229905.0
Fairfield County,Connecticut,82.5631925306583,09,001,694475.0
Hartford County,Connecticut,80.5005165160435,09,003,653648.0
Litchfield County,Connecticut,80.6656905163656,09,005,175327.0
Middlesex County,Connecticut,81.2879575376129,09,007,147394.0
New Haven County,Connecticut,80.2317578296903,09,009,649232.0
New London County,Connecticut,80.1746538713983,09,011,224950.0
Tolland County,Connecticut,81.8740724057526,09,013,136545.0
Windham County,Connecticut,79.2213286863835,09,015,107534.0
Kent County,Delaware,77.6582126117263,10,001,113563.0
New Castle County,Delaware,78.7574531834631,10,003,360264.0
Sussex County,Delaware,78.7388341774585,10,005,165527.0
Alachua County,Florida,78.8446436145488,12,001,175713.0
Baker County,Florida,75.5067173660575,12,003,22713.0
Bay County,Florida,76.361815494481,12,005,142262.0
Bradford County,Florida,76.0629032158072,12,007,21368.0
Brevard County,Florida,78.154786052417,12,009,456683.0
Broward County,Florida,80.6074711604382,12,011,1146423.0
Calhoun County,Florida,75.5785348350231,12,013,11947.0
Charlotte County,Florida,80.4388130091559,12,015,147782.0
Citrus County,Florida,76.2201643609441,12,017,130161.0
Clay County,Florida,77.8317980418307,12,019,160247.0
Collier County,Florida,84.4836600504725,12,021,291481.0
Columbia County,Florida,75.4379875293089,12,023,52253.0
Miami-Dade County,Florida,81.1399928541069,12,086,1963920.0
DeSoto County,Florida,79.8065989131509,12,027,28654.0
Dixie County,Florida,74.9283501697955,12,029,14081.0
Duval County,Florida,76.3662413048127,12,031,543264.0
Escambia County,Florida,75.8265429872147,12,033,210631.0
Flagler County,Florida,79.5181062926383,12,035,80341.0
Franklin County,Florida,76.406957616415,12,037,9472.0
Gadsden County,Florida,75.8057940796264,12,039,18531.0
Gilchrist County,Florida,76.9721949862259,12,041,15576.0
Glades County,Florida,80.9082704676563,12,043,10324.0
Gulf County,Florida,76.6223858301363,12,045,12215.0
Hamilton County,Florida,76.0213829513191,12,047,8790.0
Hardee County,Florida,78.7962643023069,12,049,22983.0
Hendry County,Florida,77.7970458894187,12,051,27230.0
Hernando County,Florida,77.2131242626512,12,053,156206.0
Highlands County,Florida,79.179271786199,12,055,82654.0
Hillsborough County,Florida,78.8066512790219,12,057,918084.0
Holmes County,Florida,74.345279901364,12,059,17654.0
Indian River County,Florida,80.5310223845662,12,061,121670.0
Jackson County,Florida,75.5087459649011,12,063,33718.0
Jefferson County,Florida,77.0795832677861,12,065,8615.0
Lafayette County,Florida,77.0212732340539,12,067,6888.0
Lake County,Florida,79.2621560630153,12,069,254313.0
Lee County,Florida,81.7426837998132,12,071,545605.0
Leon County,Florida,79.3960410363991,12,073,175713.0
Levy County,Florida,75.3349797824728,12,075,35022.0
Liberty County,Florida,76.400954234728,12,077,6415.0
Madison County,Florida,75.4161304834043,12,079,10771.0
Manatee County,Florida,80.6948049167801,12,081,282584.0
Marion County,Florida,77.0658729461655,12,083,273311.0
Martin County,Florida,81.7022342824242,12,085,130129.0
Monroe County,Florida,79.7820552632832,12,087,67153.0
Nassau County,Florida,77.5913421377193,12,089,67783.0
Okaloosa County,Florida,77.9811575177656,12,091,150361.0
Okeechobee County,Florida,76.5984963130413,12,093,33452.0
Orange County,Florida,79.8803026532843,12,095,780991.0
Osceola County,Florida,79.3776245905727,12,097,220205.0
Palm Beach County,Florida,81.8994870289193,12,099,1025542.0
Pasco County,Florida,77.7506120972686,12,101,421022.0
Pinellas County,Florida,78.6728919990013,12,103,767248.0
Polk County,Florida,78.3392589820842,12,105,486381.0
Putnam County,Florida,74.6807451280498,12,107,56857.0
Saint Johns County,Florida,81.0040923398974,12,109,182338.0
Saint Lucie County,Florida,79.7137483124112,12,111,206581.0
Santa Rosa County,Florida,77.924490088113,12,113,137237.0
Sarasota County,Florida,81.5159280206738,12,115,352049.0
Seminole County,Florida,80.3542107587214,12,117,345365.0
Sumter County,Florida,81.2792040618854,12,119,91654.0
Suwannee County,Florida,75.5908740871612,12,121,35871.0
Taylor County,Florida,75.7787599842218,12,123,17130.0
Union County,Florida,68.804653768535,12,125,11282.0
Volusia County,Florida,77.2470119324166,12,127,411057.0
Wakulla County,Florida,76.637763031087,12,129,25417.0
Walton County,Florida,77.7392867649656,12,131,50115.0
Washington County,Florida,74.1699775225144,12,133,19708.0
Appling County,Georgia,74.7913877143402,13,001,14117.0
Atkinson County,Georgia,73.7714960390043,13,003,5523.0
Bacon County,Georgia,73.5222086041657,13,005,8825.0
Baker County,Georgia,77.9683934012373,13,007,1777.0
Baldwin County,Georgia,76.3383996487831,13,009,25186.0
Banks County,Georgia,76.9101211936386,13,011,17130.0
Barrow County,Georgia,76.517230702492,13,013,57049.0
Bartow County,Georgia,76.4533100393887,13,015,84464.0
Ben Hill County,Georgia,73.6096800245677,13,017,10509.0
Berrien County,Georgia,75.190867400244,13,019,16153.0
Bibb County,Georgia,73.9294345070761,13,021,67556.0
Bleckley County,Georgia,76.187085449615,13,023,8960.0
Brantley County,Georgia,74.9365531299157,13,025,17412.0
Brooks County,Georgia,75.2397600148768,13,027,9320.0
Bryan County,Georgia,76.3639290976648,13,029,25308.0
Bulloch County,Georgia,77.0368004262305,13,031,47288.0
Burke County,Georgia,73.7898930278459,13,033,11075.0
Butts County,Georgia,74.0565385862956,13,035,16414.0
Calhoun County,Georgia,75.2943589362578,13,037,2220.0
Camden County,Georgia,78.0008189410582,13,039,38403.0
Candler County,Georgia,73.882180330007,13,043,7539.0
Carroll County,Georgia,75.0924295103043,13,045,85295.0
Catoosa County,Georgia,78.0009537512239,13,047,60604.0
Charlton County,Georgia,76.5710378110187,13,049,9385.0
Chatham County,Georgia,77.720211150539,13,051,148598.0
Chattahoochee County,Georgia,77.2468365236423,13,053,8276.0
Chattooga County,Georgia,73.8516363427106,13,055,21891.0
Cherokee County,Georgia,79.9067687559501,13,057,191990.0
Clarke County,Georgia,78.2921794435612,13,059,78002.0
Clay County,Georgia,74.6488916925777,13,061,933.0
Clayton County,Georgia,76.880309592685,13,063,58024.0
Clinch County,Georgia,73.4584259976083,13,065,4566.0
Cobb County,Georgia,80.1366382597769,13,067,440344.0
Coffee County,Georgia,75.0163716195189,13,069,27757.0
Colquitt County,Georgia,74.9122018657446,13,071,32028.0
Columbia County,Georgia,80.0676296378463,13,073,100339.0
Cook County,Georgia,74.7320855084491,13,075,11794.0
Coweta County,Georgia,78.285359699771,13,077,101697.0
Crawford County,Georgia,76.5621078535087,13,079,9282.0
Crisp County,Georgia,75.609384748844,13,081,12620.0
Dade County,Georgia,75.3960009690029,13,083,15843.0
Dawson County,Georgia,78.1336508154396,13,085,21315.0
Decatur County,Georgia,74.7007199893853,13,087,14574.0
DeKalb County,Georgia,79.4962305308697,13,089,250716.0
Dodge County,Georgia,75.4421725381297,13,091,14397.0
Dooly County,Georgia,78.5144079303595,13,093,6629.0
Dougherty County,Georgia,75.038542335195,13,095,27277.0
Douglas County,Georgia,77.4032014471524,13,097,70973.0
Early County,Georgia,73.978063106976,13,099,5108.0
Echols County,Georgia,77.5417724006261,13,101,3220.0
Effingham County,Georgia,76.5731690017895,13,103,44293.0
Elbert County,Georgia,75.0164188271286,13,105,13186.0
Emanuel County,Georgia,73.1718202483777,13,107,13916.0
Evans County,Georgia,75.1580822990035,13,109,6400.0
Fannin County,Georgia,76.9013426301904,13,111,22955.0
Fayette County,Georgia,80.9425991889622,13,113,77218.0
Floyd County,Georgia,75.5586411421325,13,115,74782.0
Forsyth County,Georgia,81.4700212970869,13,117,161289.0
Franklin County,Georgia,74.3539985940726,13,119,18993.0
Fulton County,Georgia,78.5987701241935,13,121,440901.0
Gilmer County,Georgia,78.2712613586073,13,123,26335.0
Glascock County,Georgia,74.0095727000035,13,125,2743.0
Glynn County,Georgia,77.3454296677488,13,127,53668.0
Gordon County,Georgia,75.7664983217768,13,129,49401.0
Grady County,Georgia,75.9708134350991,13,131,15970.0
Greene County,Georgia,77.7291789565482,13,133,9420.0
Gwinnett County,Georgia,80.5413606378106,13,135,442511.0
Habersham County,Georgia,77.6403397782881,13,137,38237.0
Hall County,Georgia,78.8999066045999,13,139,152338.0
Hancock County,Georgia,76.1807363127476,13,141,2219.0
Haralson County,Georgia,73.5619730006166,13,143,26216.0
Harris County,Georgia,79.372928241056,13,145,25849.0
Hart County,Georgia,77.0624660385596,13,147,19597.0
Heard County,Georgia,75.267737833288,13,149,10179.0
Henry County,Georgia,77.3049999830077,13,151,113118.0
Houston County,Georgia,77.5027345951035,13,153,90066.0
Irwin County,Georgia,75.4290585130566,13,155,6537.0
Jackson County,Georgia,76.1830898877838,13,157,54052.0
Jasper County,Georgia,76.0796020621275,13,159,10103.0
Jeff Davis County,Georgia,73.8214311853932,13,161,11581.0
Jefferson County,Georgia,73.1652202685591,13,163,7182.0
Jenkins County,Georgia,74.3679832068187,13,165,5418.0
Johnson County,Georgia,76.381728931759,13,167,6168.0
Jones County,Georgia,78.252880160435,13,169,21021.0
Lamar County,Georgia,74.8970962853556,13,171,11936.0
Lanier County,Georgia,75.8132703022645,13,173,7353.0
Laurens County,Georgia,74.9950661049002,13,175,29475.0
Lee County,Georgia,77.4356523334636,13,177,21780.0
Liberty County,Georgia,76.903539545897,13,179,30597.0
Lincoln County,Georgia,76.4916448181181,13,181,5117.0
Long County,Georgia,78.5196020317748,13,183,10199.0
Lowndes County,Georgia,76.2643690452204,13,185,65134.0
Lumpkin County,Georgia,78.0146664866746,13,187,29096.0
McDuffie County,Georgia,74.3231824430064,13,189,12303.0
McIntosh County,Georgia,79.6443775538217,13,191,8678.0
Macon County,Georgia,74.3214975662633,13,193,4835.0
Madison County,Georgia,75.9164119646493,13,195,24113.0
Marion County,Georgia,76.5565655971449,13,197,5168.0
Meriwether County,Georgia,74.9750751980501,13,199,12458.0
Miller County,Georgia,73.9357844275489,13,201,4189.0
Mitchell County,Georgia,75.0734144121862,13,205,11210.0
Monroe County,Georgia,77.4296681097743,13,207,19713.0
Montgomery County,Georgia,75.6422874814565,13,209,6408.0
Morgan County,Georgia,77.5413475560736,13,211,13178.0
Murray County,Georgia,75.2496113616646,13,213,37641.0
Muscogee County,Georgia,74.8788732502681,13,215,92002.0
Newton County,Georgia,76.2508476547503,13,217,54998.0
Oconee County,Georgia,80.7201006294958,13,219,30199.0
Oglethorpe County,Georgia,78.2015427852691,13,221,11477.0
Paulding County,Georgia,78.7263186693695,13,223,114626.0
Peach County,Georgia,74.3109147998361,13,225,12992.0
Pickens County,Georgia,77.4804361140647,13,227,28185.0
Pierce County,Georgia,75.0941998698357,13,229,16209.0
Pike County,Georgia,75.8421997692356,13,231,15570.0
