County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Families (Single Mother)
Arkansas County,Arkansas,74.0251497586038,05,001,550.0
Ashley County,Arkansas,74.2895051923306,05,003,447.0
Baxter County,Arkansas,76.2501239643624,05,005,499.0
Benton County,Arkansas,79.69562751172,05,007,5724.0
Boone County,Arkansas,76.4606951241037,05,009,600.0
Bradley County,Arkansas,74.0787319215763,05,011,349.0
Calhoun County,Arkansas,75.0215094185301,05,013,69.0
Carroll County,Arkansas,77.2842160355692,05,015,352.0
Chicot County,Arkansas,73.6861573372926,05,017,359.0
Clark County,Arkansas,76.0630306037432,05,019,802.0
Clay County,Arkansas,73.1902475268155,05,021,475.0
Cleburne County,Arkansas,75.9718803756163,05,023,432.0
Cleveland County,Arkansas,75.1716757513491,05,025,231.0
Columbia County,Arkansas,74.5558798297109,05,027,751.0
Conway County,Arkansas,74.9230500819947,05,029,642.0
Craighead County,Arkansas,76.4586434664692,05,031,4020.0
Crawford County,Arkansas,76.0994700780118,05,033,1559.0
Crittenden County,Arkansas,73.0267848799303,05,035,2517.0
Cross County,Arkansas,73.4524804330144,05,037,543.0
Dallas County,Arkansas,73.9958868828713,05,039,203.0
Desha County,Arkansas,72.7220178284176,05,041,561.0
Drew County,Arkansas,75.3221847381784,05,043,487.0
Faulkner County,Arkansas,76.6906424011415,05,045,2742.0
Franklin County,Arkansas,74.8382795580183,05,047,203.0
Fulton County,Arkansas,75.0356374627702,05,049,199.0
Garland County,Arkansas,74.8562256903252,05,051,2820.0
Grant County,Arkansas,75.6041085997915,05,053,281.0
Greene County,Arkansas,74.3358069408924,05,055,1132.0
Hempstead County,Arkansas,75.5311036861403,05,057,818.0
Hot Spring County,Arkansas,74.4833685843654,05,059,684.0
Howard County,Arkansas,74.3708884718481,05,061,567.0
Independence County,Arkansas,76.1679910478133,05,063,752.0
Izard County,Arkansas,75.6157370549392,05,065,135.0
Jackson County,Arkansas,73.4717805117145,05,067,424.0
Jefferson County,Arkansas,73.4261899123358,05,069,2595.0
Johnson County,Arkansas,75.9836214076058,05,071,622.0
Lafayette County,Arkansas,74.9707697442814,05,073,199.0
Lawrence County,Arkansas,74.1619647316862,05,075,320.0
Lee County,Arkansas,73.6550632062585,05,077,246.0
Lincoln County,Arkansas,75.1174601445946,05,079,166.0
Little River County,Arkansas,74.2296480855239,05,081,369.0
Logan County,Arkansas,74.5390519713844,05,083,455.0
Lonoke County,Arkansas,75.1530127524346,05,085,1700.0
Madison County,Arkansas,75.8570084978955,05,087,314.0
Marion County,Arkansas,75.6545986398168,05,089,342.0
Miller County,Arkansas,75.0245849048596,05,091,1864.0
Mississippi County,Arkansas,71.6047392412473,05,093,1966.0
Monroe County,Arkansas,72.5085008717615,05,095,425.0
Montgomery County,Arkansas,75.8260867646292,05,097,120.0
Nevada County,Arkansas,74.3619052994291,05,099,329.0
Newton County,Arkansas,77.4202686543232,05,101,95.0
Ouachita County,Arkansas,73.4591112390394,05,103,998.0
Perry County,Arkansas,75.1914833175535,05,105,192.0
Phillips County,Arkansas,71.3872806812049,05,107,885.0
Pike County,Arkansas,75.2543244823106,05,109,163.0
Poinsett County,Arkansas,71.448323467462,05,111,845.0
Polk County,Arkansas,75.318879330763,05,113,530.0
Pope County,Arkansas,76.7648866733951,05,115,1635.0
Prairie County,Arkansas,76.3100595930086,05,117,221.0
Pulaski County,Arkansas,76.2703323632758,05,119,14889.0
Randolph County,Arkansas,74.5934682592182,05,121,504.0
Saint Francis County,Arkansas,74.2825629644221,05,123,1043.0
Saline County,Arkansas,77.3055666277896,05,125,2583.0
Scott County,Arkansas,74.8636036332918,05,127,178.0
Searcy County,Arkansas,75.4159073702129,05,129,111.0
Sebastian County,Arkansas,76.1656763127211,05,131,3804.0
Sevier County,Arkansas,75.6975365722476,05,133,344.0
Sharp County,Arkansas,73.8715952603263,05,135,416.0
Stone County,Arkansas,76.3093521708669,05,137,177.0
Union County,Arkansas,73.5506121344898,05,139,1354.0
Van Buren County,Arkansas,76.0940936040922,05,141,328.0
Washington County,Arkansas,78.0991138391832,05,143,5025.0
White County,Arkansas,75.5567414461608,05,145,1816.0
Woodruff County,Arkansas,72.9480766180175,05,147,262.0
Yell County,Arkansas,74.9235318658026,05,149,578.0
Alameda County,California,82.7575999201849,06,001,28763.0
Alpine County,California,78.6485788538821,06,003,12.0
Amador County,California,79.8862333173767,06,005,544.0
Butte County,California,77.74205624894,06,007,4565.0
Calaveras County,California,79.652233484278,06,009,669.0
Colusa County,California,79.8519517516367,06,011,559.0
Contra Costa County,California,82.3343582015746,06,013,23648.0
Del Norte County,California,75.6423735250373,06,015,664.0
El Dorado County,California,81.9417323021439,06,017,2869.0
Fresno County,California,78.7315724036983,06,019,31576.0
Glenn County,California,77.4985091634692,06,021,638.0
Humboldt County,California,77.103231884233,06,023,3111.0
Imperial County,California,81.0043587502323,06,025,3995.0
Inyo County,California,79.7078188792565,06,027,315.0
Kern County,California,77.2937032261976,06,029,25222.0
Kings County,California,79.6146493630519,06,031,4457.0
Lake County,California,74.991217511911,06,033,1497.0
Lassen County,California,78.2284119036475,06,035,471.0
Los Angeles County,California,81.972558307764,06,037,211592.0
Madera County,California,79.3974531940033,06,039,3796.0
Marin County,California,85.1494474193505,06,041,4180.0
Mariposa County,California,80.1801056836494,06,043,370.0
Mendocino County,California,79.077233019805,06,045,2243.0
Merced County,California,78.8420147049498,06,047,8242.0
Modoc County,California,77.2373424971755,06,049,138.0
Mono County,California,85.4852438391621,06,051,160.0
Monterey County,California,82.2537544267071,06,053,8834.0
Napa County,California,81.66511692599,06,055,2446.0
Nevada County,California,81.3041858848551,06,057,1922.0
Orange County,California,82.9944118033005,06,059,52031.0
Placer County,California,82.0887926135161,06,061,5950.0
Plumas County,California,78.6325377024891,06,063,362.0
Riverside County,California,80.7191290565484,06,065,47812.0
Sacramento County,California,79.4935137170957,06,067,38884.0
San Benito County,California,81.9286772500934,06,069,1320.0
San Bernardino County,California,78.5801556964033,06,071,54037.0
San Diego County,California,82.0170756619688,06,073,63912.0
San Francisco County,California,83.5138158609691,06,075,10071.0
San Joaquin County,California,78.3915151066575,06,077,18225.0
San Luis Obispo County,California,81.5052105883313,06,079,4257.0
San Mateo County,California,84.7023442849213,06,081,10820.0
Santa Barbara County,California,81.8166907378361,06,083,8864.0
Santa Clara County,California,84.5063120740832,06,085,26495.0
Santa Cruz County,California,82.7177673079809,06,087,4418.0
Shasta County,California,76.2390119338471,06,089,4118.0
Sierra County,California,78.8775588444232,06,091,23.0
Siskiyou County,California,76.2690959628399,06,093,667.0
Solano County,California,80.0436361786558,06,095,10174.0
Sonoma County,California,82.0820448341027,06,097,8847.0
Stanislaus County,California,77.8966215595777,06,099,13691.0
Sutter County,California,78.6026819687963,06,101,2601.0
Tehama County,California,77.3220982796968,06,103,1499.0
Trinity County,California,76.6003438081553,06,105,340.0
Tulare County,California,78.4413170202644,06,107,13377.0
Tuolumne County,California,78.8406628636061,06,109,973.0
Ventura County,California,82.2820614093944,06,111,14935.0
Yolo County,California,81.315994065652,06,113,3845.0
Yuba County,California,76.0772917446634,06,115,1757.0
Alamosa County,Colorado,75.8122663850422,08,003,315.0
Archuleta County,Colorado,82.1853597930904,08,007,139.0
Baca County,Colorado,77.5452423013832,08,009,69.0
Bent County,Colorado,76.0410177047456,08,011,124.0
Chaffee County,Colorado,81.6805627048081,08,015,329.0
Cheyenne County,Colorado,78.6241739187883,08,017,6.0
Clear Creek County,Colorado,83.0032467314909,08,019,102.0
Conejos County,Colorado,76.5610928960289,08,021,167.0
Costilla County,Colorado,77.3234917081086,08,023,113.0
Crowley County,Colorado,76.9118821750115,08,025,82.0
Custer County,Colorado,81.5940275715944,08,027,41.0
Delta County,Colorado,78.1426822131909,08,029,343.0
Dolores County,Colorado,79.6458320998059,08,033,32.0
Douglas County,Colorado,83.798242865611,08,035,4591.0
Eagle County,Colorado,89.037765865798,08,037,591.0
Elbert County,Colorado,82.0085057703699,08,039,183.0
El Paso County,Colorado,78.8629762838757,08,041,15137.0
Fremont County,Colorado,77.3840109100534,08,043,795.0
Garfield County,Colorado,80.7747188112076,08,045,1089.0
Gilpin County,Colorado,82.1469482912617,08,047,47.0
Grand County,Colorado,84.3255281528647,08,049,211.0
Gunnison County,Colorado,83.0109717359124,08,051,308.0
Huerfano County,Colorado,75.3764961797006,08,055,156.0
Jackson County,Colorado,79.7053619586582,08,057,0.0
Kiowa County,Colorado,77.4317406302941,08,061,32.0
Kit Carson County,Colorado,79.5711867594791,08,063,146.0
Lake County,Colorado,82.5092432798499,08,065,137.0
La Plata County,Colorado,82.2831673739764,08,067,621.0
Larimer County,Colorado,81.7409917944594,08,069,5401.0
Las Animas County,Colorado,76.7842621659841,08,071,322.0
Lincoln County,Colorado,78.3588326706885,08,073,73.0
Logan County,Colorado,79.6749551479201,08,075,290.0
Mesa County,Colorado,78.6479463380801,08,077,3625.0
Moffat County,Colorado,78.6065465646204,08,081,554.0
Montezuma County,Colorado,77.6362624458917,08,083,518.0
Montrose County,Colorado,79.6282118450066,08,085,753.0
Morgan County,Colorado,78.3683962833378,08,087,944.0
Otero County,Colorado,75.2461381669673,08,089,478.0
Ouray County,Colorado,84.4945402093033,08,091,43.0
Park County,Colorado,83.1413359768179,08,093,75.0
Phillips County,Colorado,80.83770234646,08,095,59.0
Pitkin County,Colorado,91.9533771503941,08,097,458.0
Prowers County,Colorado,77.0828492749894,08,099,316.0
Pueblo County,Colorado,76.4359209535187,08,101,4339.0
Rio Blanco County,Colorado,78.9294619320974,08,103,72.0
Rio Grande County,Colorado,76.9744549124682,08,105,315.0
Routt County,Colorado,83.7251626952226,08,107,281.0
Saguache County,Colorado,79.7395365629359,08,109,122.0
San Miguel County,Colorado,86.8405002420409,08,113,139.0
Sedgwick County,Colorado,78.0042385836866,08,115,77.0
Summit County,Colorado,92.2538583558184,08,117,296.0
Teller County,Colorado,80.8594227143916,08,119,264.0
Washington County,Colorado,79.579162477447,08,121,131.0
Yuma County,Colorado,79.1819910265769,08,125,249.0
Adams County,Colorado,80.7776770732522,08,001,11883.0
Arapahoe County,Colorado,80.7776770732522,08,005,13695.0
Boulder County,Colorado,80.7776770732522,08,013,5649.0
Broomfield County,Colorado,80.7776770732522,08,014,1033.0
Denver County,Colorado,80.7776770732522,08,031,15173.0
Jefferson County,Colorado,80.7776770732522,08,059,9692.0
Weld County,Colorado,80.7776770732522,08,123,5751.0
Fairfield County,Connecticut,83.06367075044,09,001,19767.0
Hartford County,Connecticut,80.3245705571959,09,003,24909.0
Litchfield County,Connecticut,80.4782806087235,09,005,2986.0
Middlesex County,Connecticut,81.2555672072746,09,007,3122.0
New Haven County,Connecticut,80.238661322463,09,009,24678.0
New London County,Connecticut,80.0120060973127,09,011,7132.0
Tolland County,Connecticut,81.8506213159263,09,013,2486.0
Windham County,Connecticut,78.8137553417168,09,015,3407.0
Kent County,Delaware,77.3566080866732,10,001,5583.0
New Castle County,Delaware,78.4233453623627,10,003,13065.0
Sussex County,Delaware,78.7243267092783,10,005,4761.0
Alachua County,Florida,78.4340931262536,12,001,5086.0
Baker County,Florida,75.128460017376,12,003,508.0
Bay County,Florida,75.8516440862453,12,005,5065.0
Bradford County,Florida,74.9471636217274,12,007,633.0
Brevard County,Florida,77.1535095933838,12,009,11572.0
Broward County,Florida,80.6456883184715,12,011,50412.0
Calhoun County,Florida,74.745562315166,12,013,147.0
Charlotte County,Florida,80.2028826550715,12,015,2263.0
Citrus County,Florida,75.2265593412728,12,017,2520.0
Clay County,Florida,77.3186239719444,12,019,5094.0
Collier County,Florida,85.3006274853414,12,021,6478.0
Columbia County,Florida,75.0076209421469,12,023,1450.0
Miami-Dade County,Florida,81.2133398870448,12,086,72224.0
DeSoto County,Florida,79.353923606622,12,027,853.0
Dixie County,Florida,74.5628919091959,12,029,358.0
Duval County,Florida,75.6810672794633,12,031,30243.0
Escambia County,Florida,74.8858720184732,12,033,6934.0
Flagler County,Florida,78.8047744405017,12,035,1764.0
Franklin County,Florida,76.2443544791436,12,037,229.0
Gadsden County,Florida,75.4408844419078,12,039,1950.0
Gilchrist County,Florida,76.8041546429204,12,041,551.0
Glades County,Florida,80.4422155675543,12,043,244.0
Gulf County,Florida,76.6890535995694,12,045,270.0
Hamilton County,Florida,75.1405417872033,12,047,381.0
Hardee County,Florida,78.3664151371352,12,049,540.0
Hendry County,Florida,77.1024946420314,12,051,1465.0
Hernando County,Florida,76.4707870919015,12,053,3728.0
Highlands County,Florida,78.4611947135149,12,055,1898.0
Hillsborough County,Florida,78.9068329546551,12,057,39956.0
Holmes County,Florida,72.8524921555009,12,059,400.0
Indian River County,Florida,80.0866066846368,12,061,1663.0
Jackson County,Florida,74.3833609589623,12,063,1173.0
Jefferson County,Florida,77.0612988493261,12,065,241.0
Lafayette County,Florida,77.1306853774472,12,067,53.0
Lake County,Florida,78.231313487883,12,069,7105.0
Lee County,Florida,81.8202975262275,12,071,13304.0
Leon County,Florida,79.1165379077494,12,073,8069.0
Levy County,Florida,74.8204356383303,12,075,945.0
Liberty County,Florida,75.7841247471328,12,077,97.0
Madison County,Florida,75.0209773080767,12,079,458.0
Manatee County,Florida,80.5582354410051,12,081,7034.0
Marion County,Florida,75.8588184778582,12,083,7724.0
Martin County,Florida,81.5458024946645,12,085,2238.0
Monroe County,Florida,80.0453706124074,12,087,1330.0
Nassau County,Florida,77.3506959508971,12,089,1612.0
Okaloosa County,Florida,77.4527229824993,12,091,4134.0
Okeechobee County,Florida,76.0476015281269,12,093,880.0
Orange County,Florida,79.8001708637047,12,095,37034.0
Osceola County,Florida,78.8994587406866,12,097,8680.0
Palm Beach County,Florida,81.5903769096319,12,099,29586.0
Pasco County,Florida,77.2485204856939,12,101,12225.0
Pinellas County,Florida,78.586674870322,12,103,19959.0
Polk County,Florida,77.8084507732582,12,105,15727.0
Putnam County,Florida,73.8294207855765,12,107,1877.0
Saint Johns County,Florida,80.8265760794815,12,109,4194.0
Saint Lucie County,Florida,79.5825368083965,12,111,6638.0
Santa Rosa County,Florida,77.2818335841508,12,113,3842.0
Sarasota County,Florida,81.1962314153777,12,115,6551.0
Seminole County,Florida,79.9067588033048,12,117,10517.0
Sumter County,Florida,80.6404891289786,12,119,632.0
Suwannee County,Florida,75.5232667907986,12,121,830.0
Taylor County,Florida,74.640605259606,12,123,434.0
Union County,Florida,67.7776529585801,12,125,441.0
Volusia County,Florida,76.2744848258596,12,127,10448.0
Wakulla County,Florida,76.390708716639,12,129,579.0
Walton County,Florida,77.7803937214357,12,131,1433.0
Washington County,Florida,72.6685066903205,12,133,700.0
Appling County,Georgia,74.1299840083705,13,001,548.0
Atkinson County,Georgia,73.6106428460459,13,003,301.0
Bacon County,Georgia,72.7153851629149,13,005,374.0
Baker County,Georgia,77.2265523808269,13,007,68.0
Baldwin County,Georgia,75.958726877356,13,009,1221.0
Banks County,Georgia,76.7747953820731,13,011,232.0
Barrow County,Georgia,76.8906956716554,13,013,1747.0
Bartow County,Georgia,76.6574000836464,13,015,2540.0
Ben Hill County,Georgia,73.1077252518848,13,017,607.0
Berrien County,Georgia,74.4030446681557,13,019,439.0
Bibb County,Georgia,74.0479230862072,13,021,6288.0
Bleckley County,Georgia,76.0332417443827,13,023,287.0
Brantley County,Georgia,74.6044083049542,13,025,348.0
Brooks County,Georgia,74.901508755282,13,027,339.0
Bryan County,Georgia,76.2530588035402,13,029,1268.0
Bulloch County,Georgia,77.2098952039386,13,031,2527.0
Burke County,Georgia,73.9960548058811,13,033,622.0
Butts County,Georgia,74.1990085559535,13,035,771.0
Calhoun County,Georgia,74.4427083560295,13,037,256.0
Camden County,Georgia,78.2590427705682,13,039,1942.0
Candler County,Georgia,73.7650410440072,13,043,453.0
Carroll County,Georgia,75.5638951544728,13,045,3385.0
Catoosa County,Georgia,77.9344541792589,13,047,1323.0
Charlton County,Georgia,76.4868454884365,13,049,205.0
Chatham County,Georgia,77.8888660442048,13,051,10195.0
Chattahoochee County,Georgia,77.4040253799594,13,053,280.0
Chattooga County,Georgia,73.6686753247581,13,055,398.0
Cherokee County,Georgia,80.2625671216918,13,057,3834.0
Clarke County,Georgia,79.0362591976606,13,059,3477.0
Clay County,Georgia,73.8111217920828,13,061,110.0
Clayton County,Georgia,76.8990515639018,13,063,12467.0
Clinch County,Georgia,72.551746901677,13,065,238.0
Cobb County,Georgia,80.6407684417505,13,067,20177.0
Coffee County,Georgia,74.5050115025747,13,069,1223.0
Colquitt County,Georgia,74.1561281823738,13,071,1342.0
Columbia County,Georgia,80.3603128042985,13,073,2919.0
Cook County,Georgia,74.5026987480474,13,075,523.0
Coweta County,Georgia,78.8038123093466,13,077,3881.0
Crawford County,Georgia,75.6724806214399,13,079,281.0
Crisp County,Georgia,74.7220937268816,13,081,1120.0
Dade County,Georgia,75.3114701564565,13,083,290.0
Dawson County,Georgia,78.3033662471657,13,085,319.0
Decatur County,Georgia,73.6601562217573,13,087,1101.0
DeKalb County,Georgia,80.4448353783483,13,089,24281.0
Dodge County,Georgia,75.5468666139455,13,091,612.0
Dooly County,Georgia,78.5020483004188,13,093,313.0
Dougherty County,Georgia,74.3390713154805,13,095,5210.0
Douglas County,Georgia,77.8467664649048,13,097,5082.0
Early County,Georgia,73.5795568978364,13,099,560.0
Echols County,Georgia,77.4904865671423,13,101,60.0
Effingham County,Georgia,76.7115741558666,13,103,1369.0
Elbert County,Georgia,74.483630029281,13,105,579.0
Emanuel County,Georgia,72.8820410119048,13,107,867.0
Evans County,Georgia,75.2129516041769,13,109,463.0
Fannin County,Georgia,77.7982430579873,13,111,306.0
Fayette County,Georgia,81.1591964534197,13,113,1810.0
Floyd County,Georgia,75.3084423705215,13,115,2496.0
Forsyth County,Georgia,82.1629515233153,13,117,3070.0
Franklin County,Georgia,74.074368213478,13,119,619.0
Fulton County,Georgia,79.6229445774038,13,121,30650.0
Gilmer County,Georgia,78.3697821362563,13,123,539.0
Glascock County,Georgia,73.556073913624,13,125,89.0
Glynn County,Georgia,77.6513857604345,13,127,2785.0
Gordon County,Georgia,75.7777192557876,13,129,1689.0
Grady County,Georgia,75.6745096058627,13,131,668.0
Greene County,Georgia,78.4712900431319,13,133,467.0
Gwinnett County,Georgia,81.0167761555968,13,135,23280.0
Habersham County,Georgia,77.4525536461943,13,137,640.0
Hall County,Georgia,79.2450646509743,13,139,4136.0
Hancock County,Georgia,75.381368510092,13,141,246.0
Haralson County,Georgia,73.5774524409532,13,143,666.0
Harris County,Georgia,79.5625776557608,13,145,494.0
Hart County,Georgia,77.164437570065,13,147,555.0
Heard County,Georgia,75.0756227800294,13,149,280.0
Henry County,Georgia,77.5779659535645,13,151,7403.0
Houston County,Georgia,77.5879454126882,13,153,5271.0
Irwin County,Georgia,75.0602816749064,13,155,283.0
Jackson County,Georgia,76.6407832284404,13,157,1282.0
Jasper County,Georgia,76.1353765239125,13,159,240.0
Jeff Davis County,Georgia,73.5009861495751,13,161,503.0
Jefferson County,Georgia,72.6459562949125,13,163,658.0
Jenkins County,Georgia,73.4732476527202,13,165,240.0
Johnson County,Georgia,76.1942124683175,13,167,179.0
Jones County,Georgia,78.0617806492275,13,169,915.0
Lamar County,Georgia,74.9593700097731,13,171,260.0
Lanier County,Georgia,75.6935233496723,13,173,246.0
Laurens County,Georgia,74.6579676717434,13,175,1807.0
Lee County,Georgia,76.7743295827364,13,177,845.0
Liberty County,Georgia,76.4874651261938,13,179,2822.0
Lincoln County,Georgia,76.5255941801173,13,181,260.0
Long County,Georgia,79.0586846862287,13,183,689.0
Lowndes County,Georgia,76.1271047440151,13,185,3688.0
Lumpkin County,Georgia,77.9066523957369,13,187,469.0
McDuffie County,Georgia,74.0298601677061,13,189,999.0
McIntosh County,Georgia,80.4104185456372,13,191,385.0
Macon County,Georgia,73.7464509823897,13,193,400.0
Madison County,Georgia,76.2644253282229,13,195,534.0
Marion County,Georgia,76.5979928578085,13,197,176.0
Meriwether County,Georgia,74.8212349638533,13,199,778.0
Miller County,Georgia,73.123478698754,13,201,243.0
Mitchell County,Georgia,73.9757811247242,13,205,983.0
Monroe County,Georgia,78.2585017790917,13,207,399.0
Montgomery County,Georgia,75.1853790614533,13,209,168.0
Morgan County,Georgia,77.8007938168183,13,211,316.0
Murray County,Georgia,75.1219487694679,13,213,822.0
Muscogee County,Georgia,74.2296849653059,13,215,7445.0
Newton County,Georgia,76.4384532126195,13,217,3759.0
Oconee County,Georgia,81.4613369282058,13,219,808.0
Oglethorpe County,Georgia,77.9479609720703,13,221,323.0
Paulding County,Georgia,78.9241895570538,13,223,3740.0
Peach County,Georgia,73.8047058848866,13,225,1037.0
Pickens County,Georgia,77.3860957156484,13,227,433.0
Pierce County,Georgia,74.4341947507242,13,229,627.0
Pike County,Georgia,75.7634647722075,13,231,158.0
Polk County,Georgia,73.5988039563983,13,233,1052.0
Pulaski County,Georgia,78.2225246953724,13,235,395.0
Putnam County,Georgia,78.1286067826551,13,237,610.0
Quitman County,Georgia,76.2445068416415,13,239,86.0
Rabun County,Georgia,77.2156800094562,13,241,211.0
Randolph County,Georgia,75.0894837271813,13,243,278.0
Richmond County,Georgia,74.0629670568665,13,245,8647.0
Rockdale County,Georgia,77.7222836148183,13,247,3010.0
Schley County,Georgia,77.279661862851,13,249,187.0
Screven County,Georgia,74.7823602905223,13,251,340.0
