County,State,mean_life_expectancy,State_FIPS,County_FIPS,White Population
Nevada County,Arkansas,74.3732482286084,05,099,5437.0
Newton County,Arkansas,76.8726224396483,05,101,7545.0
Ouachita County,Arkansas,73.0094683982827,05,103,13949.0
Perry County,Arkansas,74.861123428865,05,105,9641.0
Phillips County,Arkansas,70.8005258788541,05,107,7073.0
Pike County,Arkansas,74.8235342597713,05,109,9749.0
Poinsett County,Arkansas,71.2947589568639,05,111,21378.0
Polk County,Arkansas,74.9129378159319,05,113,18535.0
Pope County,Arkansas,76.4551101144576,05,115,57766.0
Prairie County,Arkansas,75.6587388048142,05,117,7088.0
Pulaski County,Arkansas,75.9533402339039,05,119,224285.0
Randolph County,Arkansas,74.2064157916112,05,121,16860.0
Saint Francis County,Arkansas,73.8843994351379,05,123,11016.0
Saline County,Arkansas,77.0482054817958,05,125,104143.0
Scott County,Arkansas,74.5707790005597,05,127,9499.0
Searcy County,Arkansas,75.1238268500902,05,129,7489.0
Sebastian County,Arkansas,75.7092329887143,05,131,98970.0
Sevier County,Arkansas,75.1584300484602,05,133,11079.0
Sharp County,Arkansas,73.7064588321029,05,135,16218.0
Stone County,Arkansas,75.9079573999317,05,137,12006.0
Union County,Arkansas,73.1884317266028,05,139,25808.0
Van Buren County,Arkansas,75.8846063202913,05,141,16032.0
Washington County,Arkansas,77.8764673272239,05,143,174108.0
White County,Arkansas,75.2058017632126,05,145,71712.0
Woodruff County,Arkansas,72.5933855023363,05,147,4713.0
Yell County,Arkansas,74.3862031980413,05,149,17458.0
Alameda County,California,82.2321212212249,06,001,694720.0
Alpine County,California,78.482947059558,06,003,826.0
Amador County,California,79.561891234368,06,005,32453.0
Butte County,California,77.4463014291207,06,007,185221.0
Calaveras County,California,79.2676567852879,06,009,41356.0
Colusa County,California,79.6638098917847,06,011,18964.0
Contra Costa County,California,81.8386853778645,06,013,658569.0
Del Norte County,California,75.224334811417,06,015,21073.0
El Dorado County,California,81.4568941950275,06,017,161881.0
Fresno County,California,78.4585384790352,06,019,617322.0
Glenn County,California,77.3696017734108,06,021,23191.0
Humboldt County,California,76.7555796001307,06,023,109346.0
Imperial County,California,80.687419950022,06,025,117188.0
Inyo County,California,79.1997381604918,06,027,14685.0
Kern County,California,77.0176146674043,06,029,660196.0
Kings County,California,79.3358097827458,06,031,99117.0
Lake County,California,74.8494787542705,06,033,49841.0
Lassen County,California,78.2363152612242,06,035,25615.0
Los Angeles County,California,81.5691962087237,06,037,5232835.0
Madera County,California,78.9228141273425,06,039,118390.0
Marin County,California,84.670403001944,06,041,203898.0
Mariposa County,California,79.9818431293211,06,043,15715.0
Mendocino County,California,78.6518521214148,06,045,72378.0
Merced County,California,78.3750954459993,06,047,153649.0
Modoc County,California,77.1077065159972,06,049,8244.0
Mono County,California,84.9580737678398,06,051,11987.0
Monterey County,California,81.9472905883429,06,053,281181.0
Napa County,California,81.2829692549916,06,055,102418.0
Nevada County,California,81.0166977108918,06,057,91016.0
Orange County,California,82.5543904647591,06,059,1960484.0
Placer County,California,81.548378960557,06,061,310295.0
Plumas County,California,78.2532986991761,06,063,16781.0
Riverside County,California,80.3363218283084,06,065,1450473.0
Sacramento County,California,79.0940358645218,06,067,877495.0
San Benito County,California,81.6550155032969,06,069,48136.0
San Bernardino County,California,78.317187547423,06,071,1312700.0
San Diego County,California,81.6258744799118,06,073,2325434.0
San Francisco County,California,83.0357041460174,06,075,408266.0
San Joaquin County,California,78.0359896860733,06,077,404806.0
San Luis Obispo County,California,81.2020517524637,06,079,240584.0
San Mateo County,California,84.1096902566921,06,081,397718.0
Santa Barbara County,California,81.5801518841513,06,083,330827.0
Santa Clara County,California,83.9917895786546,06,085,869630.0
Santa Cruz County,California,82.0605857508508,06,087,211116.0
Shasta County,California,75.806788638393,06,089,155538.0
Sierra County,California,78.5719149965786,06,091,2797.0
Siskiyou County,California,76.1862354494511,06,093,37064.0
Solano County,California,79.6451278217147,06,095,229351.0
Sonoma County,California,81.5679359147788,06,097,377401.0
Stanislaus County,California,77.7149198210095,06,099,400661.0
Sutter County,California,78.3763386412633,06,101,67211.0
Tehama County,California,76.9976036049311,06,103,54371.0
Trinity County,California,76.3456287127584,06,105,11284.0
Tulare County,California,77.9753506021237,06,107,361911.0
Tuolumne County,California,78.5900358024682,06,109,47181.0
Ventura County,California,81.841533815838,06,111,677010.0
Yolo County,California,80.9056635823379,06,113,142841.0
Yuba County,California,75.8408352670592,06,115,54601.0
Alamosa County,Colorado,75.8311324798402,08,003,14071.0
Archuleta County,Colorado,81.6145512749235,08,007,10587.0
Baca County,Colorado,77.0260592657618,08,009,3413.0
Bent County,Colorado,75.8224499656267,08,011,5219.0
Chaffee County,Colorado,81.2092487110115,08,015,17626.0
Cheyenne County,Colorado,78.6333421783932,08,017,2007.0
Clear Creek County,Colorado,82.3124381664765,08,019,8729.0
Conejos County,Colorado,76.2573666245659,08,021,7386.0
Costilla County,Colorado,76.8592293656779,08,023,3328.0
Crowley County,Colorado,76.9641943181852,08,025,4797.0
Custer County,Colorado,81.092782954152,08,027,4199.0
Delta County,Colorado,77.8313362534641,08,029,28400.0
Dolores County,Colorado,79.1893045710591,08,033,1662.0
Douglas County,Colorado,83.4025879459957,08,035,287821.0
Eagle County,Colorado,88.4392672602876,08,037,47748.0
Elbert County,Colorado,81.6581733388672,08,039,23097.0
El Paso County,Colorado,78.7742109882968,08,041,536783.0
Fremont County,Colorado,77.0933471771635,08,043,42068.0
Garfield County,Colorado,80.4969076123098,08,045,50863.0
Gilpin County,Colorado,81.4969326961949,08,047,5376.0
Grand County,Colorado,83.5333558735278,08,049,13828.0
Gunnison County,Colorado,82.5366935871018,08,051,15522.0
Huerfano County,Colorado,75.4892545704702,08,055,6164.0
Jackson County,Colorado,79.4480965120346,08,057,1279.0
Kiowa County,Colorado,77.3252924655834,08,061,1264.0
Kit Carson County,Colorado,79.2392184006058,08,063,7173.0
Lake County,Colorado,81.6061753881909,08,065,6590.0
La Plata County,Colorado,81.6864546006773,08,067,48299.0
Larimer County,Colorado,81.4508729730401,08,069,302008.0
Las Animas County,Colorado,76.2626774559932,08,071,12043.0
Lincoln County,Colorado,78.5091614921194,08,073,4854.0
Logan County,Colorado,79.1781984236642,08,075,20097.0
Mesa County,Colorado,78.3133657029401,08,077,139913.0
Moffat County,Colorado,78.1807357406007,08,081,12386.0
Montezuma County,Colorado,77.2643320455981,08,083,21390.0
Montrose County,Colorado,79.379514628823,08,085,38287.0
Morgan County,Colorado,78.04532580758,08,087,24601.0
Otero County,Colorado,75.0071650698003,08,089,16530.0
Ouray County,Colorado,83.8987068625614,08,091,4563.0
Park County,Colorado,82.6462895795416,08,093,16051.0
Phillips County,Colorado,80.1789952228355,08,095,4061.0
Pitkin County,Colorado,90.704592150593,08,097,16266.0
Prowers County,Colorado,76.7197991902101,08,099,11498.0
Pueblo County,Colorado,76.2368027257113,08,101,126971.0
Rio Blanco County,Colorado,78.6915559197346,08,103,6365.0
Rio Grande County,Colorado,76.5723480456952,08,105,10474.0
Routt County,Colorado,83.137600225356,08,107,23078.0
Saguache County,Colorado,79.5112275070078,08,109,5731.0
San Miguel County,Colorado,86.0178704274716,08,113,7468.0
Sedgwick County,Colorado,77.5401451830135,08,115,2125.0
Summit County,Colorado,91.044579954477,08,117,26775.0
Teller County,Colorado,80.4232362556622,08,119,22465.0
Washington County,Colorado,79.4007814134676,08,121,4601.0
Yuma County,Colorado,78.8003703636188,08,125,9451.0
Adams County,Colorado,80.2868507759135,08,001,404397.0
Arapahoe County,Colorado,80.2868507759135,08,005,450692.0
Boulder County,Colorado,80.2868507759135,08,013,280804.0
Broomfield County,Colorado,80.2868507759135,08,014,55361.0
Denver County,Colorado,80.2868507759135,08,031,521481.0
Jefferson County,Colorado,80.2868507759135,08,059,512329.0
Weld County,Colorado,80.2868507759135,08,123,253742.0
Fairfield County,Connecticut,82.5946872177968,09,001,696286.0
Hartford County,Connecticut,80.0972707575589,09,003,644122.0
Litchfield County,Connecticut,80.2933334667025,09,005,171607.0
Middlesex County,Connecticut,81.0203125170856,09,007,145791.0
New Haven County,Connecticut,79.9816945680513,09,009,641178.0
New London County,Connecticut,79.8089429093262,09,011,219757.0
Tolland County,Connecticut,81.5167123037912,09,013,134422.0
Windham County,Connecticut,78.7003951043393,09,015,103901.0
Kent County,Delaware,77.1563248845642,10,001,115731.0
New Castle County,Delaware,78.1368239340031,10,003,359928.0
Sussex County,Delaware,78.4659649042153,10,005,176511.0
Alachua County,Florida,78.280773345389,12,001,180699.0
Baker County,Florida,74.8631741870423,12,003,22963.0
Bay County,Florida,75.6776481016893,12,005,147474.0
Bradford County,Florida,75.0591892268178,12,007,20861.0
Brevard County,Florida,77.2150847771434,12,009,470794.0
Broward County,Florida,80.3317307609575,12,011,1165004.0
Calhoun County,Florida,74.6772354135484,12,013,11609.0
Charlotte County,Florida,80.03383445763,12,015,156037.0
Citrus County,Florida,75.2399918924409,12,017,131599.0
Clay County,Florida,77.188860994767,12,019,164223.0
Collier County,Florida,84.595444361758,12,021,314272.0
Columbia County,Florida,74.7773936232838,12,023,52945.0
Miami-Dade County,Florida,80.9425605320856,12,086,2043272.0
DeSoto County,Florida,79.1444636027855,12,027,29791.0
Dixie County,Florida,74.5575346674888,12,029,14224.0
Duval County,Florida,75.6156823037129,12,031,553571.0
Escambia County,Florida,74.9177305679025,12,033,211815.0
Flagler County,Florida,78.664439632624,12,035,86695.0
Franklin County,Florida,75.8945940583455,12,037,9578.0
Gadsden County,Florida,75.1015247970268,12,039,19103.0
Gilchrist County,Florida,76.5403282898351,12,041,15786.0
Glades County,Florida,80.3593819027898,12,043,10524.0
Gulf County,Florida,76.1867572155153,12,045,12517.0
Hamilton County,Florida,75.20250890304,12,047,8603.0
Hardee County,Florida,78.2845185703614,12,049,22175.0
Hendry County,Florida,76.8823667223551,12,051,30341.0
Hernando County,Florida,76.4093994711709,12,053,160624.0
Highlands County,Florida,78.1939608334697,12,055,81422.0
Hillsborough County,Florida,78.5404586829892,12,057,958208.0
Holmes County,Florida,73.2084521422928,12,059,17262.0
Indian River County,Florida,79.907697163534,12,061,127295.0
Jackson County,Florida,74.6358394836189,12,063,33644.0
Jefferson County,Florida,76.8845831245796,12,065,8658.0
Lafayette County,Florida,76.6581957641507,12,067,6934.0
Lake County,Florida,78.2864216245771,12,069,270409.0
Lee County,Florida,81.3739581271401,12,071,593227.0
Leon County,Florida,79.030358739809,12,073,177406.0
Levy County,Florida,74.6229846286448,12,075,34748.0
Liberty County,Florida,75.7518222351327,12,077,6570.0
Madison County,Florida,74.8388882546744,12,079,10686.0
Manatee County,Florida,80.1910648097431,12,081,310738.0
Marion County,Florida,75.9623016853633,12,083,281763.0
Martin County,Florida,81.1568203073339,12,085,136544.0
Monroe County,Florida,79.6005221210364,12,087,68025.0
Nassau County,Florida,77.2759370761858,12,089,70888.0
Okaloosa County,Florida,77.3889246282456,12,091,155791.0
Okeechobee County,Florida,75.9457097645825,12,093,34988.0
Orange County,Florida,79.5269054955863,12,095,822454.0
Osceola County,Florida,78.8810610995138,12,097,241940.0
Palm Beach County,Florida,81.3829024333588,12,099,1058016.0
Pasco County,Florida,77.098851734423,12,101,439087.0
Pinellas County,Florida,78.2987745279353,12,103,777713.0
Polk County,Florida,77.7020921564756,12,105,510554.0
Putnam County,Florida,73.635254100304,12,107,57620.0
Saint Johns County,Florida,80.5809996179964,12,109,201712.0
Saint Lucie County,Florida,79.2977622741057,12,111,219683.0
Santa Rosa County,Florida,77.3193290919895,12,113,143112.0
Sarasota County,Florida,80.9350383168968,12,115,369537.0
Seminole County,Florida,79.8402255658359,12,117,351713.0
Sumter County,Florida,80.4806227609364,12,119,103550.0
Suwannee County,Florida,75.2150765992341,12,121,36442.0
Taylor County,Florida,74.7442078191434,12,123,16735.0
Union County,Florida,67.8919995760419,12,125,11287.0
Volusia County,Florida,76.2981063923098,12,127,430152.0
Wakulla County,Florida,76.2724538807062,12,129,25966.0
Walton County,Florida,77.3545360296973,12,131,54729.0
Washington County,Florida,72.8960237830396,12,133,19690.0
Appling County,Georgia,74.0084605365612,13,001,14062.0
Atkinson County,Georgia,73.4390527880296,13,003,5962.0
Bacon County,Georgia,72.5321912655798,13,005,9060.0
Baker County,Georgia,77.1226977730015,13,007,1817.0
Baldwin County,Georgia,75.885623089803,13,009,24653.0
Banks County,Georgia,76.5761341138381,13,011,17090.0
Barrow County,Georgia,76.4531171029684,13,013,59955.0
Bartow County,Georgia,76.2159238347912,13,015,85953.0
Ben Hill County,Georgia,72.9889666208592,13,017,10369.0
Berrien County,Georgia,74.439001968007,13,019,16121.0
Bibb County,Georgia,73.6270349335338,13,021,63796.0
Bleckley County,Georgia,75.6767775470061,13,023,8944.0
Brantley County,Georgia,74.2535435032282,13,025,17243.0
Brooks County,Georgia,74.7365498889901,13,027,9371.0
Bryan County,Georgia,75.9644967649488,13,029,27071.0
Bulloch County,Georgia,76.8294282235662,13,031,48415.0
Burke County,Georgia,73.7095855538626,13,033,10955.0
Butts County,Georgia,73.7983435794374,13,035,16195.0
Calhoun County,Georgia,74.4920251011037,13,037,2200.0
Camden County,Georgia,77.8072993071322,13,039,38499.0
Candler County,Georgia,73.3882320641854,13,043,7344.0
Carroll County,Georgia,75.1232865117092,13,045,85990.0
Catoosa County,Georgia,77.5910778852834,13,047,61071.0
Charlton County,Georgia,76.3359105899648,13,049,8647.0
Chatham County,Georgia,77.490102718577,13,051,150913.0
Chattahoochee County,Georgia,77.0231781510592,13,053,7752.0
Chattooga County,Georgia,73.4170928402242,13,055,21638.0
Cherokee County,Georgia,79.8435454979864,13,057,203874.0
Clarke County,Georgia,78.6318913183763,13,059,78355.0
Clay County,Georgia,73.9493638446073,13,061,915.0
Clayton County,Georgia,76.5508691906889,13,063,51044.0
Clinch County,Georgia,72.4247234455474,13,065,4490.0
Cobb County,Georgia,80.2177640812596,13,067,442931.0
Coffee County,Georgia,74.4295289710942,13,069,29078.0
Colquitt County,Georgia,74.0379120198679,13,071,29503.0
Columbia County,Georgia,79.8999326107972,13,073,107841.0
Cook County,Georgia,74.3093937088097,13,075,11910.0
Coweta County,Georgia,78.3648849335877,13,077,106038.0
Crawford County,Georgia,75.6561888490683,13,079,9144.0
Crisp County,Georgia,74.6124945203586,13,081,12313.0
Dade County,Georgia,75.0924029502412,13,083,15484.0
Dawson County,Georgia,77.8849206643038,13,085,22609.0
Decatur County,Georgia,73.7088647064192,13,087,14159.0
DeKalb County,Georgia,79.8238732978234,13,089,254989.0
Dodge County,Georgia,75.1775460945016,13,091,14116.0
Dooly County,Georgia,78.2138090959277,13,093,6158.0
Dougherty County,Georgia,74.3569712282889,13,095,25240.0
Douglas County,Georgia,77.3960194322986,13,097,67714.0
Early County,Georgia,73.2371558935003,13,099,4807.0
Echols County,Georgia,77.0599023389516,13,101,3135.0
Effingham County,Georgia,76.3909397434421,13,103,47042.0
Elbert County,Georgia,74.195571787566,13,105,13161.0
Emanuel County,Georgia,72.6318304928933,13,107,13901.0
Evans County,Georgia,74.7149148196397,13,109,6356.0
Fannin County,Georgia,77.0727670886557,13,111,23753.0
Fayette County,Georgia,80.7682924448471,13,113,76243.0
Floyd County,Georgia,75.0581302260989,13,115,75642.0
Forsyth County,Georgia,81.674209211008,13,117,175339.0
Franklin County,Georgia,73.8725746030686,13,119,19238.0
Fulton County,Georgia,78.867596065924,13,121,454897.0
Gilmer County,Georgia,77.9602337939812,13,123,27031.0
Glascock County,Georgia,73.394960919002,13,125,2671.0
Glynn County,Georgia,77.1335060809149,13,127,56466.0
Gordon County,Georgia,75.4706012819472,13,129,50879.0
Grady County,Georgia,75.5518347037765,13,131,16626.0
Greene County,Georgia,77.7512340805882,13,133,9877.0
Gwinnett County,Georgia,80.607617253456,13,135,450971.0
Habersham County,Georgia,77.3582989596064,13,137,37877.0
Hall County,Georgia,78.8960139014754,13,139,162214.0
Hancock County,Georgia,75.3903158501469,13,141,2121.0
Haralson County,Georgia,73.2656065600872,13,143,26416.0
Harris County,Georgia,79.295601776848,13,145,26242.0
Hart County,Georgia,76.8248765683369,13,147,19636.0
Heard County,Georgia,74.7199641903674,13,149,9901.0
Henry County,Georgia,77.181720507416,13,151,110446.0
Houston County,Georgia,77.3383420736599,13,153,92820.0
Irwin County,Georgia,74.8751692688427,13,155,6367.0
Jackson County,Georgia,76.2832039775414,13,157,55968.0
Jasper County,Georgia,75.7749845245545,13,159,10357.0
Jeff Davis County,Georgia,73.2268902139052,13,161,11511.0
Jefferson County,Georgia,72.5992407627131,13,163,6913.0
Jenkins County,Georgia,73.3841998147857,13,165,5461.0
Johnson County,Georgia,76.0287103065729,13,167,6367.0
Jones County,Georgia,77.8374428106185,13,169,20846.0
Lamar County,Georgia,74.3508731721163,13,171,12116.0
Lanier County,Georgia,75.3835180951939,13,173,7679.0
Laurens County,Georgia,74.4577525082559,13,175,28363.0
Lee County,Georgia,76.6914056662725,13,177,21774.0
Liberty County,Georgia,76.3021109268363,13,179,29100.0
Lincoln County,Georgia,76.1794942621868,13,181,5160.0
Long County,Georgia,78.4618707054974,13,183,11527.0
Lowndes County,Georgia,75.8358035603923,13,185,66027.0
Lumpkin County,Georgia,77.7101053772346,13,187,29645.0
McDuffie County,Georgia,73.7738203200434,13,189,11772.0
McIntosh County,Georgia,79.7108099163917,13,191,8756.0
Macon County,Georgia,73.7317039474685,13,193,4778.0
Madison County,Georgia,75.840925411624,13,195,24265.0
Marion County,Georgia,76.2946453096112,13,197,5099.0
Meriwether County,Georgia,74.4847266846964,13,199,12215.0
Miller County,Georgia,73.0734881813492,13,201,4034.0
Mitchell County,Georgia,74.0885588705262,13,205,11125.0
Monroe County,Georgia,77.4835874483883,13,207,19732.0
Montgomery County,Georgia,75.0403904752512,13,209,6067.0
Morgan County,Georgia,77.3359048444416,13,211,13351.0
Murray County,Georgia,74.7984649731187,13,213,38120.0
Muscogee County,Georgia,74.0661905409308,13,215,88471.0
Newton County,Georgia,76.0968360464372,13,217,54606.0
Oconee County,Georgia,80.9648939245257,13,219,31909.0
Oglethorpe County,Georgia,77.6363584185965,13,221,11532.0
Paulding County,Georgia,78.486927311261,13,223,116211.0
Peach County,Georgia,73.7058392267195,13,225,13121.0
Pickens County,Georgia,77.0978924166854,13,227,29025.0
Pierce County,Georgia,74.2596164151985,13,229,16623.0
Pike County,Georgia,75.4989917474708,13,231,15777.0
