County,State,mean_life_expectancy,State_FIPS,County_FIPS,Unemployment Rate
Lawrence County,Arkansas,73.8666511091755,05,075,8.2
Lee County,Arkansas,73.2898101789483,05,077,16.4
Lincoln County,Arkansas,74.8737212942846,05,079,11.6
Little River County,Arkansas,74.0887659563583,05,081,8.8
Logan County,Arkansas,74.3392486202055,05,083,8.1
Lonoke County,Arkansas,74.8597538055158,05,085,5.6
Madison County,Arkansas,75.3760684364268,05,087,5.2
Marion County,Arkansas,75.2302699143187,05,089,10.0
Miller County,Arkansas,74.464750313759,05,091,8.6
Mississippi County,Arkansas,71.5808568937905,05,093,10.9
Monroe County,Arkansas,72.5512464018065,05,095,10.7
Montgomery County,Arkansas,75.7333292628795,05,097,4.5
Nevada County,Arkansas,74.1305169224004,05,099,7.2
Newton County,Arkansas,76.8481553354379,05,101,5.1
Ouachita County,Arkansas,72.9330993978912,05,103,7.9
Perry County,Arkansas,74.9408602678681,05,105,7.4
Phillips County,Arkansas,71.0370074249924,05,107,17.6
Pike County,Arkansas,74.8391656898764,05,109,5.6
Poinsett County,Arkansas,71.2771472412706,05,111,6.8
Polk County,Arkansas,74.8970397900164,05,113,8.7
Pope County,Arkansas,76.4300136434993,05,115,7.1
Prairie County,Arkansas,75.5071739186967,05,117,6.7
Pulaski County,Arkansas,75.8807017523375,05,119,6.4
Randolph County,Arkansas,74.4503944893886,05,121,4.1
Saint Francis County,Arkansas,74.2814678477732,05,123,11.0
Saline County,Arkansas,77.1945795984751,05,125,4.7
Scott County,Arkansas,74.7762367047787,05,127,11.9
Searcy County,Arkansas,75.209341850468,05,129,4.2
Sebastian County,Arkansas,75.7412578528108,05,131,5.4
Sevier County,Arkansas,75.0335734317659,05,133,6.8
Sharp County,Arkansas,73.8718009909941,05,135,7.9
Stone County,Arkansas,75.9810049570156,05,137,8.1
Union County,Arkansas,73.1547114216788,05,139,9.0
Van Buren County,Arkansas,76.1235890134709,05,141,11.9
Washington County,Arkansas,77.842915624892,05,143,5.2
White County,Arkansas,75.2602189004461,05,145,6.3
Woodruff County,Arkansas,72.6191345768075,05,147,12.3
Yell County,Arkansas,74.3789291508417,05,149,6.8
Alameda County,California,82.1501481156434,06,001,7.1
Alpine County,California,78.7141694777777,06,003,11.8
Amador County,California,79.6289913494107,06,005,11.6
Butte County,California,77.5105736588065,06,007,10.7
Calaveras County,California,79.3962210334918,06,009,9.6
Colusa County,California,79.8683726910953,06,011,8.7
Contra Costa County,California,81.820905224195,06,013,7.7
Del Norte County,California,75.3686655248315,06,015,10.4
El Dorado County,California,81.4317611841157,06,017,9.6
Fresno County,California,78.4598027402172,06,019,11.9
Glenn County,California,77.4678250112228,06,021,9.9
Humboldt County,California,76.7743480124378,06,023,9.5
Imperial County,California,80.7733344280559,06,025,17.1
Inyo County,California,79.2496428941011,06,027,6.3
Kern County,California,77.1131579275637,06,029,11.9
Kings County,California,79.3576346699736,06,031,11.7
Lake County,California,74.8583185356204,06,033,13.7
Lassen County,California,78.1832914319916,06,035,9.4
Los Angeles County,California,81.5672419912865,06,037,8.9
Madera County,California,78.9932943575827,06,039,8.2
Marin County,California,84.5696953393942,06,041,5.1
Mariposa County,California,80.0692648230514,06,043,9.8
Mendocino County,California,78.5297725160372,06,045,11.0
Merced County,California,78.5160140959399,06,047,15.7
Modoc County,California,77.3676287645249,06,049,6.8
Mono County,California,84.9099794657506,06,051,8.0
Monterey County,California,81.9215612488998,06,053,6.9
Napa County,California,81.1717905624185,06,055,6.6
Nevada County,California,81.0737790934898,06,057,8.8
Orange County,California,82.5515884259936,06,059,6.8
Placer County,California,81.6415657950364,06,061,7.0
Plumas County,California,78.4309252153192,06,063,11.8
Riverside County,California,80.3460832691874,06,065,11.3
Sacramento County,California,79.0908345914297,06,067,10.2
San Benito County,California,81.7030195794554,06,069,10.8
San Bernardino County,California,78.3619715863638,06,071,11.0
San Diego County,California,81.6053443891293,06,073,7.8
San Francisco County,California,82.9715287689956,06,075,6.2
San Joaquin County,California,78.1059218431169,06,077,11.9
San Luis Obispo County,California,81.2878144166655,06,079,5.5
San Mateo County,California,84.0123323762231,06,081,5.6
Santa Barbara County,California,81.6454722199999,06,083,7.2
Santa Clara County,California,83.9160943086229,06,085,6.6
Santa Cruz County,California,81.9961564120804,06,087,7.3
Shasta County,California,75.8154731112947,06,089,8.7
Sierra County,California,78.6673415441736,06,091,3.9
Siskiyou County,California,76.2815852028519,06,093,11.7
Solano County,California,79.6679789808252,06,095,10.0
Sonoma County,California,81.4949042107213,06,097,7.0
Stanislaus County,California,77.7558204850156,06,099,13.8
Sutter County,California,78.425992865714,06,101,11.2
Tehama County,California,77.156038711692,06,103,12.6
Trinity County,California,76.476377604325,06,105,9.9
Tulare County,California,78.0600422756,06,107,10.6
Tuolumne County,California,78.5207303713631,06,109,11.6
Ventura County,California,81.8451328376878,06,111,7.5
Yolo County,California,80.902034743803,06,113,7.9
Yuba County,California,75.7450257040619,06,115,12.7
Alamosa County,Colorado,75.771887610673,08,003,8.7
Archuleta County,Colorado,81.6414378243916,08,007,6.7
Baca County,Colorado,76.9965655550903,08,009,3.7
Bent County,Colorado,75.7641542661414,08,011,7.9
Chaffee County,Colorado,81.2002092122488,08,015,3.8
Cheyenne County,Colorado,78.8841561398334,08,017,8.8
Clear Creek County,Colorado,82.2134532225974,08,019,4.4
Conejos County,Colorado,76.3307341255663,08,021,10.3
Costilla County,Colorado,76.7769601558707,08,023,11.6
Crowley County,Colorado,77.1719431023493,08,025,26.4
Custer County,Colorado,81.0944165093847,08,027,10.8
Delta County,Colorado,77.9358229078402,08,029,9.2
Dolores County,Colorado,79.3628695960052,08,033,3.6
Douglas County,Colorado,83.4601212130212,08,035,3.6
Eagle County,Colorado,88.2928566275646,08,037,3.0
Elbert County,Colorado,81.4849215372713,08,039,5.6
El Paso County,Colorado,78.9786695180627,08,041,7.4
Fremont County,Colorado,77.137998463904,08,043,8.0
Garfield County,Colorado,80.5212296945579,08,045,6.2
Gilpin County,Colorado,81.1262138403668,08,047,3.9
Grand County,Colorado,83.5860252464151,08,049,5.8
Gunnison County,Colorado,82.632977713167,08,051,7.1
Huerfano County,Colorado,75.6325634414296,08,055,12.6
Jackson County,Colorado,79.6337211914158,08,057,1.8
Kiowa County,Colorado,77.5284594449532,08,061,4.1
Kit Carson County,Colorado,79.2319755865927,08,063,5.0
Lake County,Colorado,81.4714622277775,08,065,6.0
La Plata County,Colorado,81.6596562998791,08,067,5.1
Larimer County,Colorado,81.5083109395379,08,069,6.0
Las Animas County,Colorado,76.3309843460437,08,071,7.8
Lincoln County,Colorado,78.6842812775749,08,073,4.2
Logan County,Colorado,79.2200596051251,08,075,6.9
Mesa County,Colorado,78.3937721412894,08,077,8.7
Moffat County,Colorado,78.1221748148496,08,081,4.5
Montezuma County,Colorado,77.1367714339189,08,083,6.5
Montrose County,Colorado,79.2461641337684,08,085,8.6
Morgan County,Colorado,78.13439908772,08,087,5.5
Otero County,Colorado,75.1401575306602,08,089,10.1
Ouray County,Colorado,84.0203909090915,08,091,6.4
Park County,Colorado,82.7078121177392,08,093,4.3
Phillips County,Colorado,80.0902373229648,08,095,2.7
Pitkin County,Colorado,90.470655000783,08,097,5.5
Prowers County,Colorado,76.7338690354723,08,099,10.6
Pueblo County,Colorado,76.4534159713537,08,101,9.7
Rio Blanco County,Colorado,78.8510030730045,08,103,4.3
Rio Grande County,Colorado,76.7006333576077,08,105,9.4
Routt County,Colorado,83.0859439169025,08,107,4.1
Saguache County,Colorado,79.549357835051,08,109,7.7
San Miguel County,Colorado,85.8934808652553,08,113,4.3
Sedgwick County,Colorado,77.6908466567926,08,115,8.4
Summit County,Colorado,90.7599342440293,08,117,4.3
Teller County,Colorado,80.4060865096973,08,119,7.2
Washington County,Colorado,79.5359214085342,08,121,3.9
Yuma County,Colorado,78.8699502657181,08,125,2.2
Adams County,Colorado,80.2432338592034,08,001,6.1
Arapahoe County,Colorado,80.2432338592034,08,005,6.0
Boulder County,Colorado,80.2432338592034,08,013,5.6
Broomfield County,Colorado,80.2432338592034,08,014,4.5
Denver County,Colorado,80.2432338592034,08,031,5.4
Jefferson County,Colorado,80.2432338592034,08,059,5.2
Weld County,Colorado,80.2432338592034,08,123,6.0
Fairfield County,Connecticut,82.5933818002003,09,001,8.2
Hartford County,Connecticut,80.2119442590321,09,003,8.2
Litchfield County,Connecticut,80.4021916136219,09,005,6.7
Middlesex County,Connecticut,81.0821212220154,09,007,5.3
New Haven County,Connecticut,80.061944421033,09,009,8.5
New London County,Connecticut,79.9198566902699,09,011,7.7
Tolland County,Connecticut,81.718649046245,09,013,6.3
Windham County,Connecticut,78.8145339848324,09,015,8.4
Kent County,Delaware,77.2142387207649,10,001,8.0
New Castle County,Delaware,78.329504469616,10,003,6.9
Sussex County,Delaware,78.511223894838,10,005,7.1
Alachua County,Florida,78.4485792222787,12,001,7.0
Baker County,Florida,75.0098994703056,12,003,6.8
Bay County,Florida,75.8233176738751,12,005,7.5
Bradford County,Florida,75.281591103258,12,007,10.6
Brevard County,Florida,77.4763904243823,12,009,9.3
Broward County,Florida,80.38591179557,12,011,8.7
Calhoun County,Florida,74.8724377962822,12,013,10.1
Charlotte County,Florida,80.0342861683159,12,015,10.1
Citrus County,Florida,75.4513819875713,12,017,11.6
Clay County,Florida,77.2720166250971,12,019,8.9
Collier County,Florida,84.5508843732645,12,021,6.4
Columbia County,Florida,74.9065889001892,12,023,11.7
Miami-Dade County,Florida,80.9623762730876,12,086,8.5
DeSoto County,Florida,79.2280677265237,12,027,8.3
Dixie County,Florida,74.6214509730913,12,029,5.3
Duval County,Florida,75.8624927005273,12,031,8.6
Escambia County,Florida,75.113067006593,12,033,8.3
Flagler County,Florida,78.902559028605,12,035,7.6
Franklin County,Florida,75.9324842435541,12,037,9.2
Gadsden County,Florida,75.3613788068946,12,039,9.6
Gilchrist County,Florida,76.6292374244165,12,041,9.7
Glades County,Florida,80.4808894980128,12,043,13.3
Gulf County,Florida,76.1199507239587,12,045,9.2
Hamilton County,Florida,75.3710930703004,12,047,14.0
Hardee County,Florida,78.4028121656282,12,049,11.3
Hendry County,Florida,77.1586211178051,12,051,10.1
Hernando County,Florida,76.698885399624,12,053,11.2
Highlands County,Florida,78.4630943919612,12,055,12.3
Hillsborough County,Florida,78.6239373423411,12,057,7.9
Holmes County,Florida,73.5174425326516,12,059,13.1
Indian River County,Florida,80.0878689742647,12,061,10.3
Jackson County,Florida,74.7530884871818,12,063,12.3
Jefferson County,Florida,76.8534552788289,12,065,8.4
Lafayette County,Florida,76.6907511322574,12,067,15.0
Lake County,Florida,78.590205121082,12,069,8.2
Lee County,Florida,81.4778140042049,12,071,8.5
Leon County,Florida,79.1669529782412,12,073,9.6
Levy County,Florida,74.6523472464417,12,075,9.9
Liberty County,Florida,75.8738053602364,12,077,9.1
Madison County,Florida,74.8453783699189,12,079,12.4
Manatee County,Florida,80.2599669690005,12,081,7.5
Marion County,Florida,76.1771704219972,12,083,10.1
Martin County,Florida,81.2904164027968,12,085,8.4
Monroe County,Florida,79.7025052428046,12,087,4.9
Nassau County,Florida,77.4137857800555,12,089,7.6
Okaloosa County,Florida,77.5272617741847,12,091,6.5
Okeechobee County,Florida,76.0526843058407,12,093,11.2
Orange County,Florida,79.6229938205538,12,095,8.1
Osceola County,Florida,79.1287941677334,12,097,8.3
Palm Beach County,Florida,81.5435098991609,12,099,8.2
Pasco County,Florida,77.1762844629969,12,101,8.2
Pinellas County,Florida,78.395681342823,12,103,7.3
Polk County,Florida,77.8620845497436,12,105,9.6
Putnam County,Florida,74.090780438707,12,107,11.4
Saint Johns County,Florida,80.7873785548533,12,109,6.0
Saint Lucie County,Florida,79.3208079937143,12,111,9.9
Santa Rosa County,Florida,77.4755310649387,12,113,7.1
Sarasota County,Florida,81.0536216072404,12,115,7.1
Seminole County,Florida,80.0229363433933,12,117,8.0
Sumter County,Florida,80.6805603758586,12,119,7.9
Suwannee County,Florida,75.2518438739817,12,121,10.3
Taylor County,Florida,75.0117232413597,12,123,7.7
Union County,Florida,68.1022321435241,12,125,10.5
Volusia County,Florida,76.5873174711124,12,127,7.8
Wakulla County,Florida,76.4257876549123,12,129,7.1
Walton County,Florida,77.5629641542452,12,131,7.3
Washington County,Florida,73.1869831493123,12,133,9.8
Appling County,Georgia,74.1433448346722,13,001,8.5
Atkinson County,Georgia,73.4957386486268,13,003,5.9
Bacon County,Georgia,72.7359964465048,13,005,5.3
Baker County,Georgia,77.1856340859936,13,007,3.2
Baldwin County,Georgia,76.09619616506,13,009,8.2
Banks County,Georgia,76.5450676909754,13,011,7.7
Barrow County,Georgia,76.411888155461,13,013,8.6
Bartow County,Georgia,76.1722834809012,13,015,7.7
Ben Hill County,Georgia,73.1598816340588,13,017,7.8
Berrien County,Georgia,74.6754529151076,13,019,10.4
Bibb County,Georgia,73.6322262198595,13,021,11.3
Bleckley County,Georgia,75.6717690416959,13,023,6.6
Brantley County,Georgia,74.2546400533743,13,025,9.2
Brooks County,Georgia,74.8172682959812,13,027,17.7
Bryan County,Georgia,76.1180906074149,13,029,9.3
Bulloch County,Georgia,76.9215839131574,13,031,9.7
Burke County,Georgia,73.6021263366518,13,033,7.3
Butts County,Georgia,73.8736433128169,13,035,8.4
Calhoun County,Georgia,74.7431979128518,13,037,14.4
Camden County,Georgia,77.7910556071849,13,039,9.3
Candler County,Georgia,73.5173794672618,13,043,7.1
Carroll County,Georgia,75.1905636320048,13,045,10.8
Catoosa County,Georgia,77.6873163555651,13,047,7.2
Charlton County,Georgia,76.4126485763899,13,049,12.0
Chatham County,Georgia,77.495475731078,13,051,9.2
Chattahoochee County,Georgia,77.0407510773315,13,053,16.0
Chattooga County,Georgia,73.4795878806539,13,055,10.1
Cherokee County,Georgia,79.8919212910128,13,057,5.5
Clarke County,Georgia,78.5390655519176,13,059,8.6
Clay County,Georgia,74.0565024724032,13,061,18.9
Clayton County,Georgia,76.5867255823059,13,063,12.2
Clinch County,Georgia,72.5941347103603,13,065,11.3
Cobb County,Georgia,80.1632391745068,13,067,6.8
Coffee County,Georgia,74.6415935021983,13,069,7.3
Colquitt County,Georgia,74.2395419909798,13,071,7.7
Columbia County,Georgia,79.9446528000494,13,073,6.9
Cook County,Georgia,74.3816861362536,13,075,5.4
Coweta County,Georgia,78.3629639007777,13,077,6.6
Crawford County,Georgia,75.7700017855094,13,079,9.6
Crisp County,Georgia,74.8754728821352,13,081,13.9
Dade County,Georgia,74.9169898375515,13,083,5.8
Dawson County,Georgia,77.8404809399285,13,085,7.5
Decatur County,Georgia,73.7947102183909,13,087,6.7
DeKalb County,Georgia,79.6424407722431,13,089,9.8
Dodge County,Georgia,75.2439111309318,13,091,10.5
Dooly County,Georgia,78.4687087657377,13,093,9.4
Dougherty County,Georgia,74.5138416570881,13,095,17.0
Douglas County,Georgia,77.3715511881552,13,097,9.0
Early County,Georgia,73.1140819945057,13,099,7.9
Echols County,Georgia,77.1261008355718,13,101,7.0
Effingham County,Georgia,76.3761584292673,13,103,6.0
Elbert County,Georgia,74.4234738881675,13,105,8.3
Emanuel County,Georgia,72.7620593157699,13,107,11.5
Evans County,Georgia,74.8433020894414,13,109,7.8
Fannin County,Georgia,76.9911635316195,13,111,9.2
Fayette County,Georgia,80.7588889119797,13,113,6.3
Floyd County,Georgia,75.2562231958774,13,115,9.3
Forsyth County,Georgia,81.64720509527,13,117,4.8
Franklin County,Georgia,73.9914157726118,13,119,7.9
Fulton County,Georgia,78.7678526769602,13,121,8.9
Gilmer County,Georgia,78.110295381191,13,123,7.8
Glascock County,Georgia,73.5591151643724,13,125,6.9
Glynn County,Georgia,77.1042251846537,13,127,7.8
Gordon County,Georgia,75.5399076199864,13,129,7.7
Grady County,Georgia,75.6781613975346,13,131,9.2
Greene County,Georgia,77.6535983104785,13,133,6.6
Gwinnett County,Georgia,80.5977995974354,13,135,6.8
Habersham County,Georgia,77.41930695738,13,137,7.2
Hall County,Georgia,78.8501578196255,13,139,5.7
Hancock County,Georgia,75.5511526228516,13,141,10.3
Haralson County,Georgia,73.2548609996383,13,143,10.3
Harris County,Georgia,79.3637275024378,13,145,8.1
Hart County,Georgia,76.8943495410448,13,147,5.6
Heard County,Georgia,74.7359238306926,13,149,9.8
Henry County,Georgia,77.2246725220502,13,151,8.9
Houston County,Georgia,77.4957791397741,13,153,8.8
Irwin County,Georgia,74.9700522755473,13,155,6.9
Jackson County,Georgia,76.154219538743,13,157,6.8
Jasper County,Georgia,75.9077043960719,13,159,8.8
Jeff Davis County,Georgia,73.27850301101,13,161,5.3
Jefferson County,Georgia,72.677315464956,13,163,13.3
Jenkins County,Georgia,73.4881821924482,13,165,6.2
Johnson County,Georgia,76.1256460094423,13,167,9.3
Jones County,Georgia,77.9077041501382,13,169,8.0
Lamar County,Georgia,74.5163705283169,13,171,13.0
Lanier County,Georgia,75.3402613596848,13,173,13.9
Laurens County,Georgia,74.6099464490999,13,175,5.9
Lee County,Georgia,76.7932149732719,13,177,6.9
Liberty County,Georgia,76.4775650868514,13,179,13.0
Lincoln County,Georgia,76.1576916943944,13,181,9.1
Long County,Georgia,78.3681666188566,13,183,16.3
Lowndes County,Georgia,75.995529913625,13,185,11.0
Lumpkin County,Georgia,77.6218085990866,13,187,6.8
McDuffie County,Georgia,73.8513564466333,13,189,8.6
McIntosh County,Georgia,79.7602966419833,13,191,9.9
Macon County,Georgia,73.8433801513223,13,193,16.9
Madison County,Georgia,75.8660518401721,13,195,8.0
Marion County,Georgia,76.3753888559576,13,197,14.5
Meriwether County,Georgia,74.4599480502971,13,199,11.2
Miller County,Georgia,73.539483539702,13,201,7.9
Mitchell County,Georgia,74.2252815852118,13,205,16.6
Monroe County,Georgia,77.4615928697148,13,207,9.0
Montgomery County,Georgia,75.1047075175106,13,209,5.8
Morgan County,Georgia,77.4326850024947,13,211,6.9
Murray County,Georgia,74.8101618892847,13,213,8.9
Muscogee County,Georgia,74.2199476837889,13,215,10.1
Newton County,Georgia,76.0155551337021,13,217,10.6
Oconee County,Georgia,80.90554970106,13,219,4.2
Oglethorpe County,Georgia,77.8050173797246,13,221,5.6
Paulding County,Georgia,78.4895950797659,13,223,6.8
Peach County,Georgia,73.7980458639214,13,225,10.4
Pickens County,Georgia,77.1138210119651,13,227,7.2
Pierce County,Georgia,74.4889636156105,13,229,8.3
Pike County,Georgia,75.5700513081301,13,231,10.0
Polk County,Georgia,73.3539926871238,13,233,8.7
Pulaski County,Georgia,77.5360379042965,13,235,5.9
Putnam County,Georgia,77.3546977694882,13,237,8.0
Quitman County,Georgia,75.2221673212216,13,239,18.5
Rabun County,Georgia,77.1527603986146,13,241,6.8
Randolph County,Georgia,75.426296165832,13,243,9.7
Richmond County,Georgia,73.8653991245777,13,245,11.5
Rockdale County,Georgia,77.7038819561169,13,247,10.3
Schley County,Georgia,77.1063445326143,13,249,13.0
Screven County,Georgia,74.4653823162502,13,251,8.5
Seminole County,Georgia,73.7255189590861,13,253,8.7
Spalding County,Georgia,74.2485252754827,13,255,10.2
Stephens County,Georgia,73.3793014301216,13,257,10.5
Stewart County,Georgia,74.0889879344936,13,259,13.9
Sumter County,Georgia,74.507156199642,13,261,12.7
Talbot County,Georgia,74.7719078108227,13,263,9.3
Taliaferro County,Georgia,74.4151345520244,13,265,11.7
Tattnall County,Georgia,74.8066149880787,13,267,5.1
Taylor County,Georgia,74.7090179595822,13,269,17.9
