County,State,mean_life_expectancy,State_FIPS,County_FIPS,Median Household Income
Tuscaloosa County,Alabama,76.2628239560412,01,125,50513.0
Walker County,Alabama,70.3120931463706,01,127,38872.0
Washington County,Alabama,74.379913964713,01,129,42185.0
Wilcox County,Alabama,71.4192185766012,01,131,27012.0
Winston County,Alabama,74.31731572053,01,133,35362.0
Anchorage Municipality,Alaska,78.8427395859197,02,020,82271.0
Bethel Census Area,Alaska,72.3773195918739,02,050,53853.0
Bristol Bay Borough,Alaska,75.8312576360195,02,060,79500.0
Fairbanks North Star Borough,Alaska,79.8531882449376,02,090,76250.0
Haines Borough,Alaska,81.6301311834033,02,100,70640.0
Juneau City and Borough,Alaska,80.4330971073059,02,110,90749.0
Kenai Peninsula Borough,Alaska,78.3677604150779,02,122,65279.0
Kodiak Island Borough,Alaska,79.8324510978969,02,150,74167.0
Matanuska-Susitna Borough,Alaska,78.4961228596649,02,170,74887.0
Nome Census Area,Alaska,70.4964319256222,02,180,53821.0
North Slope Borough,Alaska,75.4604638102837,02,185,77266.0
Sitka City and Borough,Alaska,80.0877625456278,02,220,70765.0
Southeast Fairbanks Census Area,Alaska,77.3779098522792,02,240,63866.0
Valdez-Cordova Census Area,Alaska,78.9328153281328,02,261,86019.0
Wade Hampton Census Area,Alaska,67.9859126754132,02,270,
Northwest Arctic Borough,Alaska,72.237114207438,02,188,61533.0
Aleutians East Borough,Alaska,84.1950647120622,02,013,66607.0
Aleutians West Census Area,Alaska,84.1950647120622,02,016,85192.0
Dillingham Census Area,Alaska,73.937488710631,02,070,58708.0
Lake and Peninsula Borough,Alaska,73.937488710631,02,164,45208.0
Denali Borough,Alaska,73.9553492576129,02,068,83295.0
Yukon-Koyukuk Census Area,Alaska,73.9553492576129,02,290,37819.0
Hoonah-Angoon Census Area,Alaska,80.749870087287,02,105,57900.0
Skagway Municipality,Alaska,80.749870087287,02,230,70673.0
Yakutat City and Borough,Alaska,80.749870087287,02,282,64583.0
Ketchikan Gateway Borough,Alaska,78.870520839502,02,130,67321.0
Petersburg Borough,Alaska,78.870520839502,02,195,63490.0
Prince of Wales-Hyder Census Area,Alaska,78.870520839502,02,198,52114.0
Wrangell City and Borough,Alaska,78.870520839502,02,275,56094.0
Apache County,Arizona,72.2408515337713,04,001,32360.0
Cochise County,Arizona,77.7961940778469,04,003,47847.0
Coconino County,Arizona,78.5702279856415,04,005,53523.0
Gila County,Arizona,74.1269913666399,04,007,41179.0
Graham County,Arizona,76.9440705172127,04,009,48173.0
Greenlee County,Arizona,78.1978326048683,04,011,56298.0
Maricopa County,Arizona,79.6563218537266,04,013,58580.0
Mohave County,Arizona,74.9338228939162,04,015,41567.0
Navajo County,Arizona,73.8300467164729,04,017,38798.0
Pima County,Arizona,78.6548008107775,04,019,48676.0
Pinal County,Arizona,80.8637745945733,04,021,52628.0
Santa Cruz County,Arizona,81.5659007827293,04,023,39630.0
Yavapai County,Arizona,78.0019889385203,04,025,48259.0
La Paz County,Arizona,81.1244263390012,04,012,36479.0
Yuma County,Arizona,81.1244263390012,04,027,43253.0
Arkansas County,Arkansas,73.5043452669212,05,001,38532.0
Ashley County,Arkansas,73.9253722421542,05,003,36407.0
Baxter County,Arkansas,75.9597914129396,05,005,40072.0
Benton County,Arkansas,79.3162674700135,05,007,61271.0
Boone County,Arkansas,76.1204721411668,05,009,40727.0
Bradley County,Arkansas,73.6787408686852,05,011,36310.0
Calhoun County,Arkansas,74.5306926339902,05,013,37225.0
Carroll County,Arkansas,76.8382013939385,05,015,39686.0
Chicot County,Arkansas,73.3117463375035,05,017,32412.0
Clark County,Arkansas,75.5224420894244,05,019,37144.0
Clay County,Arkansas,72.8559680875974,05,021,32219.0
Cleburne County,Arkansas,75.7051992678076,05,023,42312.0
Cleveland County,Arkansas,74.8589626853021,05,025,44840.0
Columbia County,Arkansas,74.1079710416384,05,027,37072.0
Conway County,Arkansas,74.695878166784,05,029,39638.0
Craighead County,Arkansas,76.2037097312571,05,031,45672.0
Crawford County,Arkansas,75.7157396241204,05,033,43504.0
Crittenden County,Arkansas,72.6251939385932,05,035,38558.0
Cross County,Arkansas,73.1602124341335,05,037,41081.0
Dallas County,Arkansas,73.3735532648729,05,039,35794.0
Desha County,Arkansas,72.4752962604024,05,041,27036.0
Drew County,Arkansas,75.0673773726032,05,043,36092.0
Faulkner County,Arkansas,76.4182309752644,05,045,50316.0
Franklin County,Arkansas,74.4373222870369,05,047,39472.0
Fulton County,Arkansas,74.9193229812661,05,049,36051.0
Garland County,Arkansas,74.6309366391751,05,051,41672.0
Grant County,Arkansas,75.3698091973697,05,053,49968.0
Greene County,Arkansas,74.0996452052536,05,055,45566.0
Hempstead County,Arkansas,75.1266368361279,05,057,38701.0
Hot Spring County,Arkansas,74.2281769368533,05,059,40626.0
Howard County,Arkansas,73.8919511396459,05,061,34851.0
Independence County,Arkansas,75.5988097794403,05,063,39945.0
Izard County,Arkansas,75.2554983306065,05,065,39135.0
Jackson County,Arkansas,73.2398331665973,05,067,32783.0
Jefferson County,Arkansas,73.2238480770967,05,069,37630.0
Johnson County,Arkansas,75.7108320235838,05,071,35758.0
Lafayette County,Arkansas,74.2582687145754,05,073,32500.0
Lawrence County,Arkansas,73.9055411200017,05,075,37603.0
Lee County,Arkansas,73.2670721314187,05,077,27901.0
Lincoln County,Arkansas,75.0420292899519,05,079,38873.0
Little River County,Arkansas,73.9743483215101,05,081,36963.0
Logan County,Arkansas,74.1726732947248,05,083,37982.0
Lonoke County,Arkansas,74.7455691325912,05,085,57290.0
Madison County,Arkansas,75.378985437541,05,087,42894.0
Marion County,Arkansas,75.3737129535053,05,089,36113.0
Miller County,Arkansas,74.5960792199951,05,091,41862.0
Mississippi County,Arkansas,71.5351089249095,05,093,36417.0
Monroe County,Arkansas,72.3393690870887,05,095,31584.0
Montgomery County,Arkansas,75.5774666116489,05,097,35252.0
Nevada County,Arkansas,74.3732482286084,05,099,36995.0
Newton County,Arkansas,76.8726224396483,05,101,38134.0
Ouachita County,Arkansas,73.0094683982827,05,103,32136.0
Perry County,Arkansas,74.861123428865,05,105,46168.0
Phillips County,Arkansas,70.8005258788541,05,107,26652.0
Pike County,Arkansas,74.8235342597713,05,109,36893.0
Poinsett County,Arkansas,71.2947589568639,05,111,37487.0
Polk County,Arkansas,74.9129378159319,05,113,33870.0
Pope County,Arkansas,76.4551101144576,05,115,40668.0
Prairie County,Arkansas,75.6587388048142,05,117,41244.0
Pulaski County,Arkansas,75.9533402339039,05,119,48850.0
Randolph County,Arkansas,74.2064157916112,05,121,35930.0
Saint Francis County,Arkansas,73.8843994351379,05,123,33102.0
Saline County,Arkansas,77.0482054817958,05,125,58985.0
Scott County,Arkansas,74.5707790005597,05,127,37396.0
Searcy County,Arkansas,75.1238268500902,05,129,36716.0
Sebastian County,Arkansas,75.7092329887143,05,131,40932.0
Sevier County,Arkansas,75.1584300484602,05,133,43675.0
Sharp County,Arkansas,73.7064588321029,05,135,31792.0
Stone County,Arkansas,75.9079573999317,05,137,33091.0
Union County,Arkansas,73.1884317266028,05,139,41106.0
Van Buren County,Arkansas,75.8846063202913,05,141,34428.0
Washington County,Arkansas,77.8764673272239,05,143,47452.0
White County,Arkansas,75.2058017632126,05,145,44074.0
Woodruff County,Arkansas,72.5933855023363,05,147,30097.0
Yell County,Arkansas,74.3862031980413,05,149,39696.0
Alameda County,California,82.2321212212249,06,001,85743.0
Alpine County,California,78.482947059558,06,003,63438.0
Amador County,California,79.561891234368,06,005,60636.0
Butte County,California,77.4463014291207,06,007,46516.0
Calaveras County,California,79.2676567852879,06,009,54800.0
Colusa County,California,79.6638098917847,06,011,56481.0
Contra Costa County,California,81.8386853778645,06,013,88456.0
Del Norte County,California,75.224334811417,06,015,41287.0
El Dorado County,California,81.4568941950275,06,017,74885.0
Fresno County,California,78.4585384790352,06,019,48730.0
Glenn County,California,77.3696017734108,06,021,46260.0
Humboldt County,California,76.7555796001307,06,023,43718.0
Imperial County,California,80.687419950022,06,025,44779.0
Inyo County,California,79.1997381604918,06,027,51500.0
Kern County,California,77.0176146674043,06,029,50826.0
Kings County,California,79.3358097827458,06,031,49742.0
Lake County,California,74.8494787542705,06,033,40446.0
Lassen County,California,78.2363152612242,06,035,54083.0
Los Angeles County,California,81.5691962087237,06,037,61015.0
Madera County,California,78.9228141273425,06,039,48210.0
Marin County,California,84.670403001944,06,041,104703.0
Mariposa County,California,79.9818431293211,06,043,51385.0
Mendocino County,California,78.6518521214148,06,045,46528.0
Merced County,California,78.3750954459993,06,047,46338.0
Modoc County,California,77.1077065159972,06,049,39296.0
Mono County,California,84.9580737678398,06,051,60595.0
Monterey County,California,81.9472905883429,06,053,63249.0
Napa County,California,81.2829692549916,06,055,79637.0
Nevada County,California,81.0166977108918,06,057,60610.0
Orange County,California,82.5543904647591,06,059,81851.0
Placer County,California,81.548378960557,06,061,80488.0
Plumas County,California,78.2532986991761,06,063,50266.0
Riverside County,California,80.3363218283084,06,065,60807.0
Sacramento County,California,79.0940358645218,06,067,60239.0
San Benito County,California,81.6550155032969,06,069,80760.0
San Bernardino County,California,78.317187547423,06,071,57156.0
San Diego County,California,81.6258744799118,06,073,70588.0
San Francisco County,California,83.0357041460174,06,075,96265.0
San Joaquin County,California,78.0359896860733,06,077,57813.0
San Luis Obispo County,California,81.2020517524637,06,079,67175.0
San Mateo County,California,84.1096902566921,06,081,105667.0
Santa Barbara County,California,81.5801518841513,06,083,68023.0
Santa Clara County,California,83.9917895786546,06,085,106761.0
Santa Cruz County,California,82.0605857508508,06,087,73663.0
Shasta County,California,75.806788638393,06,089,47258.0
Sierra County,California,78.5719149965786,06,091,44190.0
Siskiyou County,California,76.1862354494511,06,093,40884.0
Solano County,California,79.6451278217147,06,095,72950.0
Sonoma County,California,81.5679359147788,06,097,71769.0
Stanislaus County,California,77.7149198210095,06,099,54260.0
Sutter County,California,78.3763386412633,06,101,54347.0
Tehama County,California,76.9976036049311,06,103,42512.0
Trinity County,California,76.3456287127584,06,105,36563.0
Tulare County,California,77.9753506021237,06,107,44871.0
Tuolumne County,California,78.5900358024682,06,109,54325.0
Ventura County,California,81.841533815838,06,111,81972.0
Yolo County,California,80.9056635823379,06,113,61621.0
Yuba County,California,75.8408352670592,06,115,51776.0
Alamosa County,Colorado,75.8311324798402,08,003,36315.0
Archuleta County,Colorado,81.6145512749235,08,007,48016.0
Baca County,Colorado,77.0260592657618,08,009,35898.0
Bent County,Colorado,75.8224499656267,08,011,32500.0
Chaffee County,Colorado,81.2092487110115,08,015,53762.0
Cheyenne County,Colorado,78.6333421783932,08,017,54907.0
Clear Creek County,Colorado,82.3124381664765,08,019,68534.0
Conejos County,Colorado,76.2573666245659,08,021,35657.0
Costilla County,Colorado,76.8592293656779,08,023,29000.0
Crowley County,Colorado,76.9641943181852,08,025,35292.0
Custer County,Colorado,81.092782954152,08,027,41330.0
Delta County,Colorado,77.8313362534641,08,029,42487.0
Dolores County,Colorado,79.1893045710591,08,033,40352.0
Douglas County,Colorado,83.4025879459957,08,035,111154.0
Eagle County,Colorado,88.4392672602876,08,037,83803.0
Elbert County,Colorado,81.6581733388672,08,039,92849.0
El Paso County,Colorado,78.7742109882968,08,041,62535.0
Fremont County,Colorado,77.0933471771635,08,043,44712.0
Garfield County,Colorado,80.4969076123098,08,045,66503.0
Gilpin County,Colorado,81.4969326961949,08,047,72544.0
Grand County,Colorado,83.5333558735278,08,049,66489.0
Gunnison County,Colorado,82.5366935871018,08,051,52651.0
Huerfano County,Colorado,75.4892545704702,08,055,35801.0
Jackson County,Colorado,79.4480965120346,08,057,45994.0
Kiowa County,Colorado,77.3252924655834,08,061,39250.0
Kit Carson County,Colorado,79.2392184006058,08,063,45881.0
Lake County,Colorado,81.6061753881909,08,065,46176.0
La Plata County,Colorado,81.6864546006773,08,067,62533.0
Larimer County,Colorado,81.4508729730401,08,069,64980.0
Las Animas County,Colorado,76.2626774559932,08,071,40586.0
Lincoln County,Colorado,78.5091614921194,08,073,44725.0
Logan County,Colorado,79.1781984236642,08,075,44876.0
Mesa County,Colorado,78.3133657029401,08,077,51971.0
Moffat County,Colorado,78.1807357406007,08,081,53010.0
Montezuma County,Colorado,77.2643320455981,08,083,45645.0
Montrose County,Colorado,79.379514628823,08,085,44865.0
Morgan County,Colorado,78.04532580758,08,087,51456.0
Otero County,Colorado,75.0071650698003,08,089,35051.0
Ouray County,Colorado,83.8987068625614,08,091,61333.0
Park County,Colorado,82.6462895795416,08,093,61644.0
Phillips County,Colorado,80.1789952228355,08,095,50076.0
Pitkin County,Colorado,90.704592150593,08,097,67755.0
Prowers County,Colorado,76.7197991902101,08,099,41740.0
Pueblo County,Colorado,76.2368027257113,08,101,42386.0
Rio Blanco County,Colorado,78.6915559197346,08,103,57991.0
Rio Grande County,Colorado,76.5723480456952,08,105,38534.0
Routt County,Colorado,83.137600225356,08,107,67472.0
Saguache County,Colorado,79.5112275070078,08,109,34765.0
San Miguel County,Colorado,86.0178704274716,08,113,62243.0
Sedgwick County,Colorado,77.5401451830135,08,115,49583.0
Summit County,Colorado,91.044579954477,08,117,73538.0
Teller County,Colorado,80.4232362556622,08,119,66809.0
Washington County,Colorado,79.4007814134676,08,121,51458.0
Yuma County,Colorado,78.8003703636188,08,125,44668.0
Adams County,Colorado,80.2868507759135,08,001,64087.0
Arapahoe County,Colorado,80.2868507759135,08,005,69553.0
Boulder County,Colorado,80.2868507759135,08,013,75669.0
Broomfield County,Colorado,80.2868507759135,08,014,85639.0
Denver County,Colorado,80.2868507759135,08,031,60098.0
Jefferson County,Colorado,80.2868507759135,08,059,75170.0
Weld County,Colorado,80.2868507759135,08,123,66489.0
Fairfield County,Connecticut,82.5946872177968,09,001,89773.0
Hartford County,Connecticut,80.0972707575589,09,003,69936.0
Litchfield County,Connecticut,80.2933334667025,09,005,76438.0
Middlesex County,Connecticut,81.0203125170856,09,007,81673.0
New Haven County,Connecticut,79.9816945680513,09,009,64872.0
New London County,Connecticut,79.8089429093262,09,011,69411.0
Tolland County,Connecticut,81.5167123037912,09,013,81312.0
Windham County,Connecticut,78.7003951043393,09,015,62553.0
Kent County,Delaware,77.1563248845642,10,001,57647.0
New Castle County,Delaware,78.1368239340031,10,003,68336.0
Sussex County,Delaware,78.4659649042153,10,005,57901.0
Alachua County,Florida,78.280773345389,12,001,45478.0
Baker County,Florida,74.8631741870423,12,003,59506.0
Bay County,Florida,75.6776481016893,12,005,50283.0
Bradford County,Florida,75.0591892268178,12,007,46106.0
Brevard County,Florida,77.2150847771434,12,009,51536.0
Broward County,Florida,80.3317307609575,12,011,54895.0
Calhoun County,Florida,74.6772354135484,12,013,36237.0
Charlotte County,Florida,80.03383445763,12,015,46511.0
Citrus County,Florida,75.2399918924409,12,017,40574.0
Clay County,Florida,77.188860994767,12,019,61971.0
Collier County,Florida,84.595444361758,12,021,62407.0
Columbia County,Florida,74.7773936232838,12,023,43504.0
Miami-Dade County,Florida,80.9425605320856,12,086,46338.0
DeSoto County,Florida,79.1444636027855,12,027,35435.0
Dixie County,Florida,74.5575346674888,12,029,35910.0
Duval County,Florida,75.6156823037129,12,031,51296.0
Escambia County,Florida,74.9177305679025,12,033,47361.0
Flagler County,Florida,78.664439632624,12,035,51049.0
Franklin County,Florida,75.8945940583455,12,037,41267.0
Gadsden County,Florida,75.1015247970268,12,039,39830.0
Gilchrist County,Florida,76.5403282898351,12,041,42934.0
Glades County,Florida,80.3593819027898,12,043,37385.0
Gulf County,Florida,76.1867572155153,12,045,44647.0
Hamilton County,Florida,75.20250890304,12,047,36209.0
Hardee County,Florida,78.2845185703614,12,049,39063.0
Hendry County,Florida,76.8823667223551,12,051,37966.0
Hernando County,Florida,76.4093994711709,12,053,44324.0
Highlands County,Florida,78.1939608334697,12,055,36374.0
Hillsborough County,Florida,78.5404586829892,12,057,53742.0
Holmes County,Florida,73.2084521422928,12,059,37474.0
Indian River County,Florida,79.907697163534,12,061,49009.0
Jackson County,Florida,74.6358394836189,12,063,36944.0
Jefferson County,Florida,76.8845831245796,12,065,47599.0
Lafayette County,Florida,76.6581957641507,12,067,41512.0
Lake County,Florida,78.2864216245771,12,069,49734.0
Lee County,Florida,81.3739581271401,12,071,52052.0
Leon County,Florida,79.030358739809,12,073,49941.0
Levy County,Florida,74.6229846286448,12,075,36554.0
Liberty County,Florida,75.7518222351327,12,077,36741.0
Madison County,Florida,74.8388882546744,12,079,31816.0
Manatee County,Florida,80.1910648097431,12,081,53408.0
Marion County,Florida,75.9623016853633,12,083,41964.0
Martin County,Florida,81.1568203073339,12,085,55588.0
Monroe County,Florida,79.6005221210364,12,087,63030.0
Nassau County,Florida,77.2759370761858,12,089,64294.0
Okaloosa County,Florida,77.3889246282456,12,091,59955.0
Okeechobee County,Florida,75.9457097645825,12,093,39059.0
Orange County,Florida,79.5269054955863,12,095,51586.0
Osceola County,Florida,78.8810610995138,12,097,47343.0
Palm Beach County,Florida,81.3829024333588,12,099,57256.0
Pasco County,Florida,77.098851734423,12,101,48289.0
Pinellas County,Florida,78.2987745279353,12,103,48968.0
Polk County,Florida,77.7020921564756,12,105,45988.0
Putnam County,Florida,73.635254100304,12,107,33619.0
Saint Johns County,Florida,80.5809996179964,12,109,73640.0
Saint Lucie County,Florida,79.2977622741057,12,111,47132.0
Santa Rosa County,Florida,77.3193290919895,12,113,62731.0
Sarasota County,Florida,80.9350383168968,12,115,55236.0
Seminole County,Florida,79.8402255658359,12,117,60739.0
Sumter County,Florida,80.4806227609364,12,119,54771.0
Suwannee County,Florida,75.2150765992341,12,121,40600.0
Taylor County,Florida,74.7442078191434,12,123,37188.0
Union County,Florida,67.8919995760419,12,125,37460.0
Volusia County,Florida,76.2981063923098,12,127,43838.0
Wakulla County,Florida,76.2724538807062,12,129,57866.0
Walton County,Florida,77.3545360296973,12,131,50619.0
Washington County,Florida,72.8960237830396,12,133,36989.0
Appling County,Georgia,74.0084605365612,13,001,37089.0
Atkinson County,Georgia,73.4390527880296,13,003,33063.0
Bacon County,Georgia,72.5321912655798,13,005,38824.0
Baker County,Georgia,77.1226977730015,13,007,43867.0
Baldwin County,Georgia,75.885623089803,13,009,37008.0
Banks County,Georgia,76.5761341138381,13,011,42182.0
Barrow County,Georgia,76.4531171029684,13,013,56119.0
Bartow County,Georgia,76.2159238347912,13,015,52393.0
Ben Hill County,Georgia,72.9889666208592,13,017,32344.0
Berrien County,Georgia,74.439001968007,13,019,38297.0
Bibb County,Georgia,73.6270349335338,13,021,38183.0
Bleckley County,Georgia,75.6767775470061,13,023,40688.0
Brantley County,Georgia,74.2535435032282,13,025,36812.0
Brooks County,Georgia,74.7365498889901,13,027,34890.0
Bryan County,Georgia,75.9644967649488,13,029,68589.0
Bulloch County,Georgia,76.8294282235662,13,031,39305.0
Burke County,Georgia,73.7095855538626,13,033,38707.0
Butts County,Georgia,73.7983435794374,13,035,39655.0
Calhoun County,Georgia,74.4920251011037,13,037,29617.0
Camden County,Georgia,77.8072993071322,13,039,53687.0
Candler County,Georgia,73.3882320641854,13,043,33125.0
Carroll County,Georgia,75.1232865117092,13,045,46844.0
Catoosa County,Georgia,77.5910778852834,13,047,54537.0
Charlton County,Georgia,76.3359105899648,13,049,43257.0
Chatham County,Georgia,77.490102718577,13,051,52215.0
Chattahoochee County,Georgia,77.0231781510592,13,053,46096.0
Chattooga County,Georgia,73.4170928402242,13,055,35718.0
Cherokee County,Georgia,79.8435454979864,13,057,75477.0
Clarke County,Georgia,78.6318913183763,13,059,34557.0
Clay County,Georgia,73.9493638446073,13,061,23315.0
Clayton County,Georgia,76.5508691906889,13,063,44106.0
Clinch County,Georgia,72.4247234455474,13,065,21838.0
Cobb County,Georgia,80.2177640812596,13,067,72004.0
Coffee County,Georgia,74.4295289710942,13,069,36572.0
Colquitt County,Georgia,74.0379120198679,13,071,34503.0
Columbia County,Georgia,79.8999326107972,13,073,74162.0
Cook County,Georgia,74.3093937088097,13,075,35539.0
Coweta County,Georgia,78.3648849335877,13,077,67570.0
Crawford County,Georgia,75.6561888490683,13,079,41032.0
Crisp County,Georgia,74.6124945203586,13,081,33194.0
Dade County,Georgia,75.0924029502412,13,083,43163.0
Dawson County,Georgia,77.8849206643038,13,085,62284.0
Decatur County,Georgia,73.7088647064192,13,087,36934.0
DeKalb County,Georgia,79.8238732978234,13,089,55876.0
Dodge County,Georgia,75.1775460945016,13,091,35290.0
Dooly County,Georgia,78.2138090959277,13,093,33389.0
Dougherty County,Georgia,74.3569712282889,13,095,34541.0
Douglas County,Georgia,77.3960194322986,13,097,59333.0
Early County,Georgia,73.2371558935003,13,099,29493.0
Echols County,Georgia,77.0599023389516,13,101,34315.0
Effingham County,Georgia,76.3909397434421,13,103,64279.0
Elbert County,Georgia,74.195571787566,13,105,35207.0
Emanuel County,Georgia,72.6318304928933,13,107,33089.0
Evans County,Georgia,74.7149148196397,13,109,38736.0
Fannin County,Georgia,77.0727670886557,13,111,43344.0
Fayette County,Georgia,80.7682924448471,13,113,84861.0
Floyd County,Georgia,75.0581302260989,13,115,46096.0
Forsyth County,Georgia,81.674209211008,13,117,96445.0
Franklin County,Georgia,73.8725746030686,13,119,39246.0
Fulton County,Georgia,78.867596065924,13,121,61336.0
Gilmer County,Georgia,77.9602337939812,13,123,46211.0
Glascock County,Georgia,73.394960919002,13,125,45273.0
Glynn County,Georgia,77.1335060809149,13,127,47546.0
Gordon County,Georgia,75.4706012819472,13,129,43452.0
Grady County,Georgia,75.5518347037765,13,131,39462.0
Greene County,Georgia,77.7512340805882,13,133,45069.0
Gwinnett County,Georgia,80.607617253456,13,135,64496.0
Habersham County,Georgia,77.3582989596064,13,137,44474.0
Hall County,Georgia,78.8960139014754,13,139,55622.0
Hancock County,Georgia,75.3903158501469,13,141,29268.0
Haralson County,Georgia,73.2656065600872,13,143,43663.0
Harris County,Georgia,79.295601776848,13,145,69539.0
Hart County,Georgia,76.8248765683369,13,147,41216.0
Heard County,Georgia,74.7199641903674,13,149,44897.0
Henry County,Georgia,77.181720507416,13,151,64752.0
Houston County,Georgia,77.3383420736599,13,153,55965.0
Irwin County,Georgia,74.8751692688427,13,155,34677.0
Jackson County,Georgia,76.2832039775414,13,157,57999.0
Jasper County,Georgia,75.7749845245545,13,159,42067.0
Jeff Davis County,Georgia,73.2268902139052,13,161,37267.0
Jefferson County,Georgia,72.5992407627131,13,163,29640.0
Jenkins County,Georgia,73.3841998147857,13,165,27197.0
Johnson County,Georgia,76.0287103065729,13,167,36423.0
Jones County,Georgia,77.8374428106185,13,169,55110.0
Lamar County,Georgia,74.3508731721163,13,171,41157.0
Lanier County,Georgia,75.3835180951939,13,173,31109.0
Laurens County,Georgia,74.4577525082559,13,175,35202.0
Lee County,Georgia,76.6914056662725,13,177,65018.0
Liberty County,Georgia,76.3021109268363,13,179,43493.0
Lincoln County,Georgia,76.1794942621868,13,181,37711.0
Long County,Georgia,78.4618707054974,13,183,53083.0
Lowndes County,Georgia,75.8358035603923,13,185,39911.0
Lumpkin County,Georgia,77.7101053772346,13,187,43039.0
McDuffie County,Georgia,73.7738203200434,13,189,40469.0
McIntosh County,Georgia,79.7108099163917,13,191,43285.0
Macon County,Georgia,73.7317039474685,13,193,30851.0
Madison County,Georgia,75.840925411624,13,195,47653.0
Marion County,Georgia,76.2946453096112,13,197,39015.0
Meriwether County,Georgia,74.4847266846964,13,199,36368.0
Miller County,Georgia,73.0734881813492,13,201,37255.0
Mitchell County,Georgia,74.0885588705262,13,205,34122.0
Monroe County,Georgia,77.4835874483883,13,207,50666.0
Montgomery County,Georgia,75.0403904752512,13,209,40308.0
Morgan County,Georgia,77.3359048444416,13,211,59572.0
Murray County,Georgia,74.7984649731187,13,213,41617.0
Muscogee County,Georgia,74.0661905409308,13,215,43239.0
Newton County,Georgia,76.0968360464372,13,217,52784.0
Oconee County,Georgia,80.9648939245257,13,219,77388.0
Oglethorpe County,Georgia,77.6363584185965,13,221,43938.0
Paulding County,Georgia,78.486927311261,13,223,63669.0
Peach County,Georgia,73.7058392267195,13,225,43645.0
Pickens County,Georgia,77.0978924166854,13,227,61542.0
Pierce County,Georgia,74.2596164151985,13,229,39863.0
Pike County,Georgia,75.4989917474708,13,231,52377.0
Polk County,Georgia,73.2748803672115,13,233,40652.0
