County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Families
Wakulla County,Florida,76.4257876549123,12,129,7770.0
Walton County,Florida,77.5629641542452,12,131,15787.0
Washington County,Florida,73.1869831493123,12,133,5675.0
Appling County,Georgia,74.1433448346722,13,001,4793.0
Atkinson County,Georgia,73.4957386486268,13,003,1812.0
Bacon County,Georgia,72.7359964465048,13,005,2752.0
Baker County,Georgia,77.1856340859936,13,007,891.0
Baldwin County,Georgia,76.09619616506,13,009,8979.0
Banks County,Georgia,76.5450676909754,13,011,4885.0
Barrow County,Georgia,76.411888155461,13,013,17971.0
Bartow County,Georgia,76.1722834809012,13,015,26634.0
Ben Hill County,Georgia,73.1598816340588,13,017,4261.0
Berrien County,Georgia,74.6754529151076,13,019,4926.0
Bibb County,Georgia,73.6322262198595,13,021,35075.0
Bleckley County,Georgia,75.6717690416959,13,023,2749.0
Brantley County,Georgia,74.2546400533743,13,025,4889.0
Brooks County,Georgia,74.8172682959812,13,027,4071.0
Bryan County,Georgia,76.1180906074149,13,029,9435.0
Bulloch County,Georgia,76.9215839131574,13,031,16140.0
Burke County,Georgia,73.6021263366518,13,033,5962.0
Butts County,Georgia,73.8736433128169,13,035,5596.0
Calhoun County,Georgia,74.7431979128518,13,037,1173.0
Camden County,Georgia,77.7910556071849,13,039,14058.0
Candler County,Georgia,73.5173794672618,13,043,2934.0
Carroll County,Georgia,75.1905636320048,13,045,27767.0
Catoosa County,Georgia,77.6873163555651,13,047,17391.0
Charlton County,Georgia,76.4126485763899,13,049,2646.0
Chatham County,Georgia,77.495475731078,13,051,66067.0
Chattahoochee County,Georgia,77.0407510773315,13,053,1933.0
Chattooga County,Georgia,73.4795878806539,13,055,6300.0
Cherokee County,Georgia,79.8919212910128,13,057,60232.0
Clarke County,Georgia,78.5390655519176,13,059,21623.0
Clay County,Georgia,74.0565024724032,13,061,683.0
Clayton County,Georgia,76.5867255823059,13,063,59998.0
Clinch County,Georgia,72.5941347103603,13,065,1605.0
Cobb County,Georgia,80.1632391745068,13,067,185738.0
Coffee County,Georgia,74.6415935021983,13,069,9386.0
Colquitt County,Georgia,74.2395419909798,13,071,11316.0
Columbia County,Georgia,79.9446528000494,13,073,35788.0
Cook County,Georgia,74.3816861362536,13,075,4325.0
Coweta County,Georgia,78.3629639007777,13,077,37253.0
Crawford County,Georgia,75.7700017855094,13,079,3376.0
Crisp County,Georgia,74.8754728821352,13,081,6139.0
Dade County,Georgia,74.9169898375515,13,083,4409.0
Dawson County,Georgia,77.8404809399285,13,085,6453.0
Decatur County,Georgia,73.7947102183909,13,087,6925.0
DeKalb County,Georgia,79.6424407722431,13,089,158376.0
Dodge County,Georgia,75.2439111309318,13,091,5464.0
Dooly County,Georgia,78.4687087657377,13,093,3399.0
Dougherty County,Georgia,74.5138416570881,13,095,21937.0
Douglas County,Georgia,77.3715511881552,13,097,34169.0
Early County,Georgia,73.1140819945057,13,099,2725.0
Echols County,Georgia,77.1261008355718,13,101,1019.0
Effingham County,Georgia,76.3761584292673,13,103,14246.0
Elbert County,Georgia,74.4234738881675,13,105,5209.0
Emanuel County,Georgia,72.7620593157699,13,107,5390.0
Evans County,Georgia,74.8433020894414,13,109,2822.0
Fannin County,Georgia,76.9911635316195,13,111,6670.0
Fayette County,Georgia,80.7588889119797,13,113,30130.0
Floyd County,Georgia,75.2562231958774,13,115,23776.0
Forsyth County,Georgia,81.64720509527,13,117,54415.0
Franklin County,Georgia,73.9914157726118,13,119,5687.0
Fulton County,Georgia,78.7678526769602,13,121,208020.0
Gilmer County,Georgia,78.110295381191,13,123,7844.0
Glascock County,Georgia,73.5591151643724,13,125,747.0
Glynn County,Georgia,77.1042251846537,13,127,21958.0
Gordon County,Georgia,75.5399076199864,13,129,14819.0
Grady County,Georgia,75.6781613975346,13,131,6554.0
Greene County,Georgia,77.6535983104785,13,133,4581.0
Gwinnett County,Georgia,80.5977995974354,13,135,212519.0
Habersham County,Georgia,77.41930695738,13,137,10398.0
Hall County,Georgia,78.8501578196255,13,139,46123.0
Hancock County,Georgia,75.5511526228516,13,141,1647.0
Haralson County,Georgia,73.2548609996383,13,143,8039.0
Harris County,Georgia,79.3637275024378,13,145,9106.0
Hart County,Georgia,76.8943495410448,13,147,6946.0
Heard County,Georgia,74.7359238306926,13,149,3017.0
Henry County,Georgia,77.2246725220502,13,151,55125.0
Houston County,Georgia,77.4957791397741,13,153,37932.0
Irwin County,Georgia,74.9700522755473,13,155,2081.0
Jackson County,Georgia,76.154219538743,13,157,16008.0
Jasper County,Georgia,75.9077043960719,13,159,3710.0
Jeff Davis County,Georgia,73.27850301101,13,161,3914.0
Jefferson County,Georgia,72.677315464956,13,163,3723.0
Jenkins County,Georgia,73.4881821924482,13,165,2163.0
Johnson County,Georgia,76.1256460094423,13,167,2230.0
Jones County,Georgia,77.9077041501382,13,169,7910.0
Lamar County,Georgia,74.5163705283169,13,171,4046.0
Lanier County,Georgia,75.3402613596848,13,173,2645.0
Laurens County,Georgia,74.6099464490999,13,175,11710.0
Lee County,Georgia,76.7932149732719,13,177,7900.0
Liberty County,Georgia,76.4775650868514,13,179,16358.0
Lincoln County,Georgia,76.1576916943944,13,181,2121.0
Long County,Georgia,78.3681666188566,13,183,3723.0
Lowndes County,Georgia,75.995529913625,13,185,25435.0
Lumpkin County,Georgia,77.6218085990866,13,187,7303.0
McDuffie County,Georgia,73.8513564466333,13,189,5797.0
McIntosh County,Georgia,79.7602966419833,13,191,3603.0
Macon County,Georgia,73.8433801513223,13,193,2919.0
Madison County,Georgia,75.8660518401721,13,195,7433.0
Marion County,Georgia,76.3753888559576,13,197,2005.0
Meriwether County,Georgia,74.4599480502971,13,199,5696.0
Miller County,Georgia,73.539483539702,13,201,1551.0
Mitchell County,Georgia,74.2252815852118,13,205,5408.0
Monroe County,Georgia,77.4615928697148,13,207,6828.0
Montgomery County,Georgia,75.1047075175106,13,209,2057.0
Morgan County,Georgia,77.4326850024947,13,211,5113.0
Murray County,Georgia,74.8101618892847,13,213,10401.0
Muscogee County,Georgia,74.2199476837889,13,215,46466.0
Newton County,Georgia,76.0155551337021,13,217,25004.0
Oconee County,Georgia,80.90554970106,13,219,9860.0
Oglethorpe County,Georgia,77.8050173797246,13,221,3981.0
Paulding County,Georgia,78.4895950797659,13,223,39162.0
Peach County,Georgia,73.7980458639214,13,225,6493.0
Pickens County,Georgia,77.1138210119651,13,227,8591.0
Pierce County,Georgia,74.4889636156105,13,229,5273.0
Pike County,Georgia,75.5700513081301,13,231,4680.0
Polk County,Georgia,73.3539926871238,13,233,10415.0
Pulaski County,Georgia,77.5360379042965,13,235,2601.0
