County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Occupied Households
Yavapai County,Arizona,78.6615151890778,04,025,91349
La Paz County,Arizona,81.3901815824637,04,012,10221
Yuma County,Arizona,81.3901815824637,04,027,70122
Arkansas County,Arkansas,73.8156973399201,05,001,7883
Ashley County,Arkansas,74.527033712992,05,003,8656
Baxter County,Arkansas,76.2122281368992,05,005,18155
Benton County,Arkansas,79.3617722496715,05,007,82150
Boone County,Arkansas,76.5714079641579,05,009,15086
Bradley County,Arkansas,73.9928167351683,05,011,4789
Calhoun County,Arkansas,75.0101834551434,05,013,2046
Carroll County,Arkansas,76.9212348790936,05,015,11019
Chicot County,Arkansas,73.4958825931558,05,017,4510
Clark County,Arkansas,75.4277256789478,05,019,8341
Clay County,Arkansas,73.4772580278363,05,021,6814
Cleburne County,Arkansas,76.4332102428103,05,023,10286
Cleveland County,Arkansas,75.3899386050606,05,025,3346
Columbia County,Arkansas,74.4778597853245,05,027,9449
Conway County,Arkansas,75.3211173537385,05,029,8154
Craighead County,Arkansas,76.1849034187585,05,031,37834
Crawford County,Arkansas,75.6323094688717,05,033,23368
Crittenden County,Arkansas,73.0807663455022,05,035,18309
Cross County,Arkansas,73.6102929568663,05,037,6818
Dallas County,Arkansas,73.9447963982835,05,039,3269
Desha County,Arkansas,73.1929803551693,05,041,5305
Drew County,Arkansas,75.6142342376879,05,043,7496
Faulkner County,Arkansas,76.874980748974,05,045,42413
Franklin County,Arkansas,74.8461541973117,05,047,6769
Fulton County,Arkansas,75.4429142733183,05,049,5140
Garland County,Arkansas,75.0982760087787,05,051,39881
Grant County,Arkansas,75.6273873667791,05,053,6855
Greene County,Arkansas,74.4557946872778,05,055,16603
Hempstead County,Arkansas,75.0798934829681,05,057,8296
Hot Spring County,Arkansas,74.7699312058851,05,059,12231
Howard County,Arkansas,74.3104978429413,05,061,5208
Independence County,Arkansas,75.55292051348,05,063,14544
Izard County,Arkansas,75.6857060417369,05,065,5682
Jackson County,Arkansas,73.5645257013294,05,067,6541
Jefferson County,Arkansas,73.8804417043154,05,069,28367
Johnson County,Arkansas,76.0679421315981,05,071,10046
Lafayette County,Arkansas,73.9732457610778,05,073,2722
Lawrence County,Arkansas,74.1944235430574,05,075,6580
Lee County,Arkansas,73.6656526371685,05,077,3491
Lincoln County,Arkansas,75.6620100556507,05,079,4188
Little River County,Arkansas,74.1904867610063,05,081,5315
Logan County,Arkansas,74.7110052677721,05,083,8233
Lonoke County,Arkansas,75.2681135595378,05,085,25052
Madison County,Arkansas,75.5147457725886,05,087,6048
Marion County,Arkansas,75.4990392659523,05,089,7036
Miller County,Arkansas,74.9160232473299,05,091,16950
Mississippi County,Arkansas,72.3314425790971,05,093,17058
Monroe County,Arkansas,72.9273164936148,05,095,3393
Montgomery County,Arkansas,76.1909321334472,05,097,3873
Nevada County,Arkansas,74.3108502571174,05,099,3622
Newton County,Arkansas,77.0546342078252,05,101,3507
Ouachita County,Arkansas,73.4215539603755,05,103,10733
Perry County,Arkansas,75.3566377146712,05,105,3903
Phillips County,Arkansas,71.143137921812,05,107,8339
Pike County,Arkansas,75.3219856286797,05,109,4325
Poinsett County,Arkansas,71.7436296549771,05,111,9369
Polk County,Arkansas,75.1706027573073,05,113,8069
Pope County,Arkansas,76.5312262614872,05,115,22603
Prairie County,Arkansas,75.5040076219309,05,117,3737
Pulaski County,Arkansas,76.2155838234668,05,119,153720
Randolph County,Arkansas,74.8295050145305,05,121,7244
Saint Francis County,Arkansas,74.2143402022178,05,123,9358
Saline County,Arkansas,77.2702721854195,05,125,41287
Scott County,Arkansas,75.4264942209673,05,127,4324
Searcy County,Arkansas,75.8170342561347,05,129,3296
Sebastian County,Arkansas,75.9063008139938,05,131,49294
Sevier County,Arkansas,74.8024916114451,05,133,5745
Sharp County,Arkansas,74.4068059903225,05,135,7023
Stone County,Arkansas,76.4746383103692,05,137,5135
Union County,Arkansas,73.3950491276234,05,139,16596
Van Buren County,Arkansas,76.3377657708152,05,141,7063
Washington County,Arkansas,77.9667709462642,05,143,79214
White County,Arkansas,75.4804389196206,05,145,29632
Woodruff County,Arkansas,72.9704729972146,05,147,3070
Yell County,Arkansas,74.6982071723465,05,149,7917
Alameda County,California,81.7395666265102,06,001,545071
Alpine County,California,78.7968439851636,06,003,394
Amador County,California,79.7223050305829,06,005,14262
Butte County,California,78.0043483458703,06,007,84816
Calaveras County,California,79.7276449490236,06,009,18702
Colusa County,California,80.1885672391631,06,011,6853
Contra Costa County,California,81.5819673902927,06,013,375855
Del Norte County,California,75.9485446226768,06,015,9593
El Dorado County,California,81.1333632533598,06,017,67885
Fresno County,California,78.6280024400332,06,019,289811
Glenn County,California,78.0902335149727,06,021,9628
Humboldt County,California,77.0385176745656,06,023,53296
Imperial County,California,81.0040782496188,06,025,48099
Inyo County,California,79.2667613009441,06,027,7873
Kern County,California,77.4190857391695,06,029,255271
Kings County,California,79.4568073221703,06,031,40785
Lake County,California,75.3296236176337,06,033,26505
Lassen County,California,78.5887276747557,06,035,9945
Los Angeles County,California,81.513727949983,06,037,3230383
Madera County,California,78.9675915817164,06,039,42516
Marin County,California,84.1641989359273,06,041,102912
Mariposa County,California,80.3362251688537,06,043,7238
Mendocino County,California,78.6500830383081,06,045,33878
Merced County,California,78.6838148179829,06,047,75409
Modoc County,California,77.8998017368993,06,049,3983
Mono County,California,85.128377239051,06,051,5268
Monterey County,California,81.9185117287455,06,053,125428
Napa County,California,81.0720024251202,06,055,49431
Nevada County,California,81.2593934799348,06,057,40991
Orange County,California,82.3839819579677,06,059,995512
Placer County,California,81.4678387425728,06,061,132709
Plumas County,California,78.5189520450344,06,063,8997
Riverside County,California,80.4402769706343,06,065,683144
Sacramento County,California,79.132092350364,06,067,517243
San Benito County,California,81.8444776151262,06,069,16995
San Bernardino County,California,78.6487652383866,06,071,603879
San Diego County,California,81.4679164471467,06,073,1076483
San Francisco County,California,82.485751145669,06,075,345344
San Joaquin County,California,78.2220036604945,06,077,215563
San Luis Obispo County,California,81.2489637100771,06,079,102154
San Mateo County,California,83.4967990283785,06,081,257941
Santa Barbara County,California,81.7882481086712,06,083,141720
Santa Clara County,California,83.500114935863,06,085,609377
Santa Cruz County,California,81.5626211749038,06,087,93504
Shasta County,California,76.0662043800792,06,089,68980
Sierra County,California,79.0329351185959,06,091,1253
Siskiyou County,California,76.7979664249462,06,093,19417
Solano County,California,79.6800244647687,06,095,141464
Sonoma County,California,81.1485223965982,06,097,185660
Stanislaus County,California,77.9770812106916,06,099,166883
Sutter County,California,78.7426896341866,06,101,31725
Tehama County,California,77.9506792628036,06,103,23374
Trinity County,California,76.9955672863657,06,105,5668
Tulare County,California,78.2025078803788,06,107,131642
Tuolumne County,California,79.044258406196,06,109,22025
Ventura County,California,81.7761931721516,06,111,267076
Yolo County,California,80.7386624179938,06,113,70347
Yuba County,California,75.9458062203812,06,115,24300
Alamosa County,Colorado,76.4616841387818,08,003,5891
Archuleta County,Colorado,81.4870439008997,08,007,4881
Baca County,Colorado,77.2704980116003,08,009,1651
Bent County,Colorado,75.9350821641372,08,011,1873
Chaffee County,Colorado,81.3491483892739,08,015,7832
Cheyenne County,Colorado,79.6023492108261,08,017,839
Clear Creek County,Colorado,81.7821524704633,08,019,4024
Conejos County,Colorado,77.0258356905695,08,021,3099
Costilla County,Colorado,77.4765309356295,08,023,1361
Crowley County,Colorado,77.8467351587918,08,025,1173
Custer County,Colorado,81.3160951778407,08,027,2048
Delta County,Colorado,78.5857114920751,08,029,12671
Dolores County,Colorado,79.6818226875829,08,033,780
Douglas County,Colorado,83.398137452493,08,035,103780
Eagle County,Colorado,87.8651173312628,08,037,17966
Elbert County,Colorado,81.2848837662553,08,039,8240
El Paso County,Colorado,79.5325202986677,08,041,237039
Fremont County,Colorado,77.2534699163747,08,043,16938
Garfield County,Colorado,80.6723210779454,08,045,20163
Gilpin County,Colorado,80.5058523843539,08,047,2504
Grand County,Colorado,83.3911146189488,08,049,5227
Gunnison County,Colorado,82.5765389495522,08,051,6293
Huerfano County,Colorado,76.886483043344,08,055,3059
Jackson County,Colorado,79.8747254930755,08,057,648
Kiowa County,Colorado,77.8278281310628,08,061,559
Kit Carson County,Colorado,78.7539822578827,08,063,3046
Lake County,Colorado,80.838132827301,08,065,3079
La Plata County,Colorado,81.8467654951257,08,067,20947
Larimer County,Colorado,81.5278668733351,08,069,121423
Las Animas County,Colorado,76.7407696975048,08,071,5992
Lincoln County,Colorado,79.4178092826071,08,073,1845
Logan County,Colorado,79.0949385769402,08,075,8015
Mesa County,Colorado,78.7674543057644,08,077,58598
Moffat County,Colorado,78.3930826953069,08,081,5062
Montezuma County,Colorado,77.5115724550133,08,083,10688
Montrose County,Colorado,79.6067950700064,08,085,16586
Morgan County,Colorado,78.3030515948637,08,087,10446
Otero County,Colorado,75.7111807102341,08,089,7427
Ouray County,Colorado,84.2222044140032,08,091,1943
Park County,Colorado,82.4733990891643,08,093,7038
Phillips County,Colorado,80.1194776987327,08,095,1668
Pitkin County,Colorado,89.6648153256682,08,097,7507
Prowers County,Colorado,76.8340804383445,08,099,4935
Pueblo County,Colorado,77.094553026069,08,101,62439
Rio Blanco County,Colorado,79.3559610492821,08,103,2638
Rio Grande County,Colorado,77.1676477578974,08,105,4722
Routt County,Colorado,83.0289544645963,08,107,9647
Saguache County,Colorado,80.3484813709541,08,109,2692
San Miguel County,Colorado,85.3741700410346,08,113,3234
Sedgwick County,Colorado,78.1950772359603,08,115,943
Summit County,Colorado,89.9631891686862,08,117,11138
Teller County,Colorado,80.4486314426082,08,119,9434
Washington County,Colorado,79.9994991153517,08,121,2019
Yuma County,Colorado,79.1559316064511,08,125,3811
Adams County,Colorado,80.114402788454,08,001,152803
Arapahoe County,Colorado,80.114402788454,08,005,225552
Boulder County,Colorado,80.114402788454,08,013,120521
Broomfield County,Colorado,80.114402788454,08,014,22016
Denver County,Colorado,80.114402788454,08,031,266069
Jefferson County,Colorado,80.114402788454,08,059,219562
Weld County,Colorado,80.114402788454,08,123,90465
Fairfield County,Connecticut,82.361563205464,09,001,332655
Hartford County,Connecticut,80.45268370516,09,003,347874
Litchfield County,Connecticut,80.6126221620776,09,005,75755
Middlesex County,Connecticut,81.2500528358246,09,007,66141
New Haven County,Connecticut,80.1729267704691,09,009,328013
New London County,Connecticut,80.1491336655257,09,011,107066
Tolland County,Connecticut,81.786493464423,09,013,54327
Windham County,Connecticut,79.1337741835024,09,015,44018
Kent County,Delaware,77.6499786880756,10,001,58524
New Castle County,Delaware,78.7647932114062,10,003,200739
Sussex County,Delaware,78.6763072946828,10,005,76444
Alachua County,Florida,78.7919425921797,12,001,96043
Baker County,Florida,75.5212181623326,12,003,8216
Bay County,Florida,76.4660813157135,12,005,67561
Bradford County,Florida,76.1902715953288,12,007,8857
Brevard County,Florida,78.3330796870858,12,009,220277
Broward County,Florida,80.5650531347463,12,011,663458
Calhoun County,Florida,75.6943342878028,12,013,4696
Charlotte County,Florida,80.4284537804809,12,015,70545
Citrus County,Florida,76.4681482910462,12,017,60319
Clay County,Florida,77.9259215123163,12,019,67805
Collier County,Florida,84.3190295276291,12,021,122972
Columbia County,Florida,75.5977790791096,12,023,23604
Miami-Dade County,Florida,81.1234565201074,12,086,828031
DeSoto County,Florida,79.7087112323078,12,027,10622
Dixie County,Florida,75.2446510785173,12,029,6130
Duval County,Florida,76.5390715004831,12,031,330897
Escambia County,Florida,75.8996052771069,12,033,111689
Flagler County,Florida,79.5278588605028,12,035,35647
Franklin County,Florida,76.2687045965907,12,037,4294
Gadsden County,Florida,75.7781182334425,12,039,16662
Gilchrist County,Florida,76.9549182859829,12,041,6240
Glades County,Florida,80.8626224515423,12,043,3843
Gulf County,Florida,76.7041030080508,12,045,5414
Hamilton County,Florida,76.2504227694229,12,047,4657
Hardee County,Florida,79.0372669912688,12,049,7463
Hendry County,Florida,77.9010640777765,12,051,11223
Hernando County,Florida,77.3010243498065,12,053,70210
Highlands County,Florida,79.3108383100278,12,055,39931
Hillsborough County,Florida,78.7344657791495,12,057,471340
Holmes County,Florida,74.3769076881332,12,059,6808
Indian River County,Florida,80.5353504178124,12,061,58038
Jackson County,Florida,75.6572242778723,12,063,16244
Jefferson County,Florida,77.105237152819,12,065,5347
Lafayette County,Florida,76.9386335655433,12,067,2710
Lake County,Florida,79.4075989109908,12,069,117250
Lee County,Florida,81.6434872180073,12,071,241531
Leon County,Florida,79.5046507466643,12,073,110377
Levy County,Florida,75.2648595949867,12,075,15582
Liberty County,Florida,76.2864345782619,12,077,2305
Madison County,Florida,75.3802096490306,12,079,6739
Manatee County,Florida,80.6401375278797,12,081,131197
Marion County,Florida,77.2193842479713,12,083,134002
Martin County,Florida,81.6918626898687,12,085,59891
Monroe County,Florida,79.6572423356517,12,087,28503
Nassau County,Florida,77.6273796286286,12,089,28044
Okaloosa County,Florida,78.0243619781617,12,091,73253
Okeechobee County,Florida,76.6928309950686,12,093,12999
Orange County,Florida,79.907746185422,12,095,415790
Osceola County,Florida,79.4141527712853,12,097,90413
Palm Beach County,Florida,81.9478048279696,12,099,526007
Pasco County,Florida,77.8138523845587,12,101,182707
Pinellas County,Florida,78.6699666288068,12,103,401708
Polk County,Florida,78.3866007118166,12,105,219540
Putnam County,Florida,74.824728147007,12,107,28047
Saint Johns County,Florida,81.0314147503521,12,109,75558
Saint Lucie County,Florida,79.7759103073056,12,111,106060
Santa Rosa County,Florida,77.9439581693406,12,113,57368
Sarasota County,Florida,81.4743257016792,12,115,170555
Seminole County,Florida,80.4267833401531,12,117,147529
Sumter County,Florida,81.3091282658141,12,119,43507
Suwannee County,Florida,75.6351396305189,12,121,15712
Taylor County,Florida,75.867327971606,12,123,7672
Union County,Florida,69.0842926635716,12,125,3807
Volusia County,Florida,77.4474098595231,12,127,195907
Wakulla County,Florida,76.5579235348067,12,129,10455
Walton County,Florida,77.7370870344531,12,131,22639
Washington County,Florida,74.4336357205743,12,133,8533
Appling County,Georgia,74.9345343621424,13,001,6934
Atkinson County,Georgia,73.9687683772182,13,003,2758
Bacon County,Georgia,73.5924839273872,13,005,4036
Baker County,Georgia,77.6093613310299,13,007,1374
Baldwin County,Georgia,76.3589481043216,13,009,16338
Banks County,Georgia,76.9206951845027,13,011,6772
Barrow County,Georgia,76.568775709694,13,013,23413
Bartow County,Georgia,76.2401395708099,13,015,34567
Ben Hill County,Georgia,73.713227095883,13,017,6110
Berrien County,Georgia,75.4720784517024,13,019,7040
Bibb County,Georgia,73.9123435117015,13,021,56585
Bleckley County,Georgia,76.1132929655014,13,023,3955
Brantley County,Georgia,74.8752724973373,13,025,6550
Brooks County,Georgia,75.4456931980419,13,027,6573
Bryan County,Georgia,76.2090812741944,13,029,11230
Bulloch County,Georgia,77.1197815582943,13,031,25254
Burke County,Georgia,73.6781476098738,13,033,7881
Butts County,Georgia,74.1140850897095,13,035,7776
Calhoun County,Georgia,75.2998074781914,13,037,1804
Camden County,Georgia,77.7735434870564,13,039,18386
Candler County,Georgia,74.0567782956218,13,043,3861
Carroll County,Georgia,75.2022873519906,13,045,39494
Catoosa County,Georgia,77.9247757438196,13,047,23941
Charlton County,Georgia,76.7697615807727,13,049,3727
Chatham County,Georgia,77.5184797541465,13,051,102484
Chattahoochee County,Georgia,76.84255932623,13,053,2613
Chattooga County,Georgia,73.8317108439486,13,055,9457
Cherokee County,Georgia,79.7496679472048,13,057,76144
Clarke County,Georgia,78.2615876465466,13,059,41358
Clay County,Georgia,74.8432062452083,13,061,1235
Clayton County,Georgia,76.7325719862389,13,063,86274
Clinch County,Georgia,73.408491917808,13,065,2586
Cobb County,Georgia,79.9283366661823,13,067,261242
Coffee County,Georgia,75.2157891526563,13,069,14497
Colquitt County,Georgia,75.0860049176497,13,071,15918
Columbia County,Georgia,80.1160154662685,13,073,43975
Cook County,Georgia,74.7696432807423,13,075,6308
Coweta County,Georgia,78.2106345028716,13,077,46912
Crawford County,Georgia,76.58022808544,13,079,4620
Crisp County,Georgia,75.6681687717805,13,081,8832
Dade County,Georgia,75.3966077791311,13,083,6325
Dawson County,Georgia,77.8413801559133,13,085,8506
Decatur County,Georgia,74.7688125394424,13,087,10525
DeKalb County,Georgia,79.3320318728214,13,089,264496
Dodge County,Georgia,75.6240895589048,13,091,8186
Dooly County,Georgia,78.270500402471,13,093,5133
Dougherty County,Georgia,75.1444111594597,13,095,35661
Douglas County,Georgia,77.2553994583244,13,097,46295
Early County,Georgia,74.1746109809755,13,099,4030
Echols County,Georgia,77.6281901979393,13,101,1382
Effingham County,Georgia,76.4578448594999,13,103,17830
Elbert County,Georgia,74.9297782306706,13,105,7635
Emanuel County,Georgia,73.1875806317402,13,107,8026
Evans County,Georgia,75.1835484789051,13,109,4067
Fannin County,Georgia,76.688033522143,13,111,9940
Fayette County,Georgia,80.7802913886552,13,113,37930
Floyd County,Georgia,75.4551048703234,13,115,34646
Forsyth County,Georgia,81.2375145242419,13,117,58080
Franklin County,Georgia,74.5581372850625,13,119,8618
Fulton County,Georgia,78.4328501920243,13,121,368184
Gilmer County,Georgia,78.1821220728799,13,123,11513
Glascock County,Georgia,74.0702002494758,13,125,1189
Glynn County,Georgia,77.1794930798449,13,127,31547
Gordon County,Georgia,75.8399271754514,13,129,19066
Grady County,Georgia,76.151119404243,13,131,9290
Greene County,Georgia,77.7320535995304,13,133,6353
Gwinnett County,Georgia,80.4465430438862,13,135,266952
Habersham County,Georgia,77.6419958353258,13,137,14805
Hall County,Georgia,78.7457723645131,13,139,61220
Hancock County,Georgia,76.1199783068919,13,141,2742
Haralson County,Georgia,73.553644831127,13,143,10806
Harris County,Georgia,79.2890077652842,13,145,11426
Hart County,Georgia,77.1294577753602,13,147,10009
Heard County,Georgia,75.2250279243881,13,149,4321
Henry County,Georgia,77.2668197628104,13,151,69238
Houston County,Georgia,77.5707003222215,13,153,52330
Irwin County,Georgia,75.5319125492145,13,155,3277
Jackson County,Georgia,76.1779796658862,13,157,21293
Jasper County,Georgia,76.2323285378843,13,159,5132
Jeff Davis County,Georgia,73.7586459215342,13,161,5509
Jefferson County,Georgia,73.2040306163978,13,163,6220
Jenkins County,Georgia,74.1817912893906,13,165,3354
Johnson County,Georgia,76.4532268359357,13,167,3250
Jones County,Georgia,78.2209896513889,13,169,10384
Lamar County,Georgia,74.9977890915742,13,171,6393
Lanier County,Georgia,75.5325124997842,13,173,3725
Laurens County,Georgia,74.949039342625,13,175,17632
Lee County,Georgia,77.5265837874481,13,177,9773
Liberty County,Georgia,76.8668130027685,13,179,23046
Lincoln County,Georgia,76.2155783286932,13,181,3394
Long County,Georgia,78.3991318448588,13,183,4841
Lowndes County,Georgia,76.2453956744472,13,185,39722
Lumpkin County,Georgia,78.0597439768539,13,187,10999
McDuffie County,Georgia,74.41963111247,13,189,8143
McIntosh County,Georgia,79.4457187215119,13,191,4993
Macon County,Georgia,74.3211885630731,13,193,4887
Madison County,Georgia,75.8992950836721,13,195,9732
Marion County,Georgia,76.7225770981052,13,197,3000
Meriwether County,Georgia,74.8538276665634,13,199,8135
Miller County,Georgia,74.1545691223151,13,201,2458
Mitchell County,Georgia,75.188921032314,13,205,8131
Monroe County,Georgia,77.4406245257145,13,207,9550
Montgomery County,Georgia,75.5819616344513,13,209,3185
Morgan County,Georgia,77.5545771533365,13,211,6513
Murray County,Georgia,75.1415400042245,13,213,14092
Muscogee County,Georgia,74.9242055218078,13,215,72243
Newton County,Georgia,76.388924256193,13,217,33840
Oconee County,Georgia,80.4602667100514,13,219,11485
Oglethorpe County,Georgia,78.1537582497183,13,221,5201
Paulding County,Georgia,78.5126316183096,13,223,47881
Peach County,Georgia,74.5309944327822,13,225,9525
Pickens County,Georgia,77.550434569024,13,227,11083
Pierce County,Georgia,75.1711946674867,13,229,6970
Pike County,Georgia,76.0207025888261,13,231,6140
Polk County,Georgia,73.7433236411906,13,233,14645
Pulaski County,Georgia,77.8146750421041,13,235,4034
Putnam County,Georgia,77.2313879034576,13,237,8457
Quitman County,Georgia,75.7144452783848,13,239,932
Rabun County,Georgia,77.6420387387985,13,241,6997
Randolph County,Georgia,76.2313513334328,13,243,3020
Richmond County,Georgia,74.1469853140117,13,245,72281
Rockdale County,Georgia,77.993058268219,13,247,29317
Schley County,Georgia,77.7098948093512,13,249,1829
Screven County,Georgia,74.8304509951324,13,251,5165
Seminole County,Georgia,74.6911176414227,13,253,3317
Spalding County,Georgia,74.6289363569151,13,255,22997
Stephens County,Georgia,73.7317044967219,13,257,9227
Stewart County,Georgia,75.0193609662896,13,259,1851
Sumter County,Georgia,75.156794709651,13,261,11493
Talbot County,Georgia,75.511691587113,13,263,2682
Taliaferro County,Georgia,75.3022962480459,13,265,704
Tattnall County,Georgia,75.1143036933765,13,267,7885
Taylor County,Georgia,75.260771305812,13,269,3681
Telfair County,Georgia,77.4247551182069,13,271,5567
Terrell County,Georgia,74.7927648235851,13,273,3351
Thomas County,Georgia,75.6966995509426,13,275,17377
Tift County,Georgia,75.5183458913149,13,277,13691
Toombs County,Georgia,74.5016680010016,13,279,10310
Towns County,Georgia,77.8096190210474,13,281,4261
Treutlen County,Georgia,75.5570515870392,13,283,2515
Troup County,Georgia,75.5421973131973,13,285,24441
Turner County,Georgia,73.9949974109107,13,287,3166
Twiggs County,Georgia,74.7504143091318,13,289,3056
Union County,Georgia,78.4431060150389,13,291,9141
Upson County,Georgia,73.8239867759287,13,293,10341
Walker County,Georgia,75.146113334525,13,295,26191
Walton County,Georgia,76.4762884017935,13,297,29520
Ware County,Georgia,74.3664506333277,13,299,13460
Warren County,Georgia,74.6068506784789,13,301,2208
Washington County,Georgia,75.9518689818148,13,303,7119
Wayne County,Georgia,74.5789591949201,13,305,10171
Webster County,Georgia,78.5644449816301,13,307,1129
Wheeler County,Georgia,76.6997760319894,13,309,2096
White County,Georgia,78.6768410271151,13,311,11788
