County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Families (Single Mother)
Valdez-Cordova Census Area,Alaska,77.7789732408076,02,261,284
Wade Hampton Census Area,Alaska,69.3213264483902,02,270,270
Northwest Arctic Borough,Alaska,73.3099569505481,02,188,212
Aleutians East Borough,Alaska,83.2497136811526,02,013,46
Aleutians West Census Area,Alaska,83.2497136811526,02,016,55
Dillingham Census Area,Alaska,73.8738696625887,02,070,127
Lake and Peninsula Borough,Alaska,73.8738696625887,02,164,59
Denali Borough,Alaska,73.4675000952053,02,068,11
Yukon-Koyukuk Census Area,Alaska,73.4675000952053,02,290,200
Hoonah-Angoon Census Area,Alaska,80.4521604465035,02,105,32
Skagway Municipality,Alaska,80.4521604465035,02,230,24
Yakutat City and Borough,Alaska,80.4521604465035,02,282,31
Ketchikan Gateway Borough,Alaska,78.2747578732582,02,130,381
Petersburg Borough,Alaska,78.2747578732582,02,195,53
Prince of Wales-Hyder Census Area,Alaska,78.2747578732582,02,198,175
Wrangell City and Borough,Alaska,78.2747578732582,02,275,73
Apache County,Arizona,73.8561214396708,04,001,1760
Cochise County,Arizona,78.5680603010476,04,003,3457
Coconino County,Arizona,79.1193751512235,04,005,3104
Gila County,Arizona,75.6097304830814,04,007,1076
Graham County,Arizona,77.4622342675031,04,009,916
Greenlee County,Arizona,78.7507827120149,04,011,225
Maricopa County,Arizona,80.2124326116695,04,013,105175
Mohave County,Arizona,75.5591104853809,04,015,4217
Navajo County,Arizona,75.2738330677208,04,017,3309
Pima County,Arizona,79.2757506659015,04,019,26617
Pinal County,Arizona,80.7659844558082,04,021,8541
Santa Cruz County,Arizona,82.0373373185342,04,023,1362
Yavapai County,Arizona,78.7874029147685,04,025,4168
La Paz County,Arizona,81.3521675862137,04,012,747
Yuma County,Arizona,81.3521675862137,04,027,7007
Arkansas County,Arkansas,74.1112858269703,05,001,500
Ashley County,Arkansas,74.722530526701,05,003,736
Baxter County,Arkansas,76.2503312773737,05,005,876
Benton County,Arkansas,79.4131254615631,05,007,4815
Boone County,Arkansas,76.6663467075271,05,009,885
Bradley County,Arkansas,73.9859323033062,05,011,352
Calhoun County,Arkansas,75.1966838611123,05,013,101
Carroll County,Arkansas,77.1456627462798,05,015,609
Chicot County,Arkansas,73.5503670607376,05,017,555
Clark County,Arkansas,75.3636248057106,05,019,664
Clay County,Arkansas,73.5541248348346,05,021,371
Cleburne County,Arkansas,76.6484655444559,05,023,506
Cleveland County,Arkansas,75.4329581994689,05,025,279
Columbia County,Arkansas,74.6943200936668,05,027,1100
Conway County,Arkansas,75.4217186668425,05,029,538
Craighead County,Arkansas,76.2385197940168,05,031,3376
Crawford County,Arkansas,75.686590417868,05,033,1928
Crittenden County,Arkansas,72.9401979057682,05,035,3132
Cross County,Arkansas,73.6904796145758,05,037,543
Dallas County,Arkansas,73.8830173656563,05,039,169
Desha County,Arkansas,73.3796780724682,05,041,628
Drew County,Arkansas,75.6904108101973,05,043,726
Faulkner County,Arkansas,76.9619590048966,05,045,3052
Franklin County,Arkansas,75.1411510297566,05,047,373
Fulton County,Arkansas,75.5379827898365,05,049,191
Garland County,Arkansas,75.2570452248396,05,051,2550
Grant County,Arkansas,75.6239859974003,05,053,228
Greene County,Arkansas,74.5331879883689,05,055,1274
Hempstead County,Arkansas,75.2479397463284,05,057,875
Hot Spring County,Arkansas,75.1772664311386,05,059,760
Howard County,Arkansas,74.4354857160435,05,061,665
Independence County,Arkansas,75.5694409162232,05,063,1109
Izard County,Arkansas,75.5978482588757,05,065,310
Jackson County,Arkansas,73.5653078755239,05,067,471
Jefferson County,Arkansas,74.0215400823225,05,069,3209
Johnson County,Arkansas,76.2289901089355,05,071,750
Lafayette County,Arkansas,74.0803351638509,05,073,202
Lawrence County,Arkansas,74.0776121126324,05,075,372
Lee County,Arkansas,73.6384894525123,05,077,357
Lincoln County,Arkansas,75.7083515136591,05,079,443
Little River County,Arkansas,74.5062487093194,05,081,386
Logan County,Arkansas,74.7473624038807,05,083,521
Lonoke County,Arkansas,75.3274694088,05,085,1839
Madison County,Arkansas,75.4443972571463,05,087,247
Marion County,Arkansas,75.5766832392705,05,089,199
Miller County,Arkansas,74.9195793668671,05,091,1433
Mississippi County,Arkansas,72.4512758602153,05,093,2080
Monroe County,Arkansas,73.4013992674969,05,095,275
Montgomery County,Arkansas,76.4915849838952,05,097,201
Nevada County,Arkansas,74.4070397931647,05,099,385
Newton County,Arkansas,76.7236904779886,05,101,148
Ouachita County,Arkansas,73.5602288399878,05,103,960
Perry County,Arkansas,75.7867157635549,05,105,178
Phillips County,Arkansas,71.4555730297611,05,107,1429
Pike County,Arkansas,75.1998731244048,05,109,317
Poinsett County,Arkansas,71.7720566278047,05,111,806
Polk County,Arkansas,75.3955378678301,05,113,472
Pope County,Arkansas,76.7352799147921,05,115,1429
Prairie County,Arkansas,75.5176517686095,05,117,197
Pulaski County,Arkansas,76.1575310521574,05,119,15064
Randolph County,Arkansas,75.2458406261395,05,121,434
Saint Francis County,Arkansas,74.4871340952185,05,123,1254
Saline County,Arkansas,77.5497685849276,05,125,2600
Scott County,Arkansas,75.5110878403514,05,127,276
Searcy County,Arkansas,75.9381330654498,05,129,147
Sebastian County,Arkansas,76.0469771550994,05,131,3691
Sevier County,Arkansas,74.8583636542812,05,133,511
Sharp County,Arkansas,74.6544772475062,05,135,277
Stone County,Arkansas,76.7418160917448,05,137,194
Union County,Arkansas,73.63000792895,05,139,1729
Van Buren County,Arkansas,76.5025977068175,05,141,395
Washington County,Arkansas,77.957927833903,05,143,6054
White County,Arkansas,75.5251056199117,05,145,2090
Woodruff County,Arkansas,72.9655981133841,05,147,231
Yell County,Arkansas,74.9132237672603,05,149,440
Alameda County,California,81.5917114810884,06,001,35300
Alpine County,California,79.0422582403089,06,003,4
Amador County,California,79.6400674957988,06,005,706
Butte County,California,77.9504183062094,06,007,5484
Calaveras County,California,79.766911503313,06,009,798
Colusa County,California,80.2484154818506,06,011,665
Contra Costa County,California,81.4778692927033,06,013,23874
Del Norte County,California,76.1007646914602,06,015,781
El Dorado County,California,81.2227109098631,06,017,3443
Fresno County,California,78.6072763856699,06,019,29556
Glenn County,California,78.2580621580513,06,021,728
Humboldt County,California,77.0221429576216,06,023,4132
Imperial County,California,80.8354361564269,06,025,6042
Inyo County,California,79.0510291877403,06,027,428
Kern County,California,77.3504807936172,06,029,25623
Kings County,California,79.3200585808375,06,031,3343
Lake County,California,75.3412286352568,06,033,1746
Lassen County,California,78.6032160433732,06,035,582
Los Angeles County,California,81.3931910172072,06,037,256691
Madera County,California,79.0617574128858,06,039,3533
Marin County,California,83.9987058251874,06,041,5165
Mariposa County,California,80.3397686208848,06,043,357
Mendocino County,California,78.5047347417068,06,045,2251
Merced County,California,78.7733024594045,06,047,8196
Modoc County,California,78.0080317178538,06,049,150
Mono County,California,85.1659002950784,06,051,204
Monterey County,California,81.9282367512405,06,053,9697
Napa County,California,80.9974023370734,06,055,2413
Nevada County,California,81.2238413839233,06,057,1868
Orange County,California,82.3381698987313,06,059,58510
Placer County,California,81.3519443760521,06,061,7423
Plumas County,California,78.6309565054377,06,063,700
Riverside County,California,80.3223261105413,06,065,51615
Sacramento County,California,79.087098442518,06,067,43329
San Benito County,California,81.7579081627153,06,069,1404
San Bernardino County,California,78.5304101343015,06,071,55746
San Diego County,California,81.381513680784,06,073,70532
San Francisco County,California,82.2907833071001,06,075,11841
San Joaquin County,California,78.2185152530442,06,077,19283
San Luis Obispo County,California,81.2529396083554,06,079,5273
San Mateo County,California,83.3198113420037,06,081,12004
Santa Barbara County,California,81.7611625675103,06,083,9407
Santa Clara County,California,83.4512906349108,06,085,30981
Santa Cruz County,California,81.4994501605179,06,087,5868
Shasta County,California,76.2592677020202,06,089,4614
Sierra County,California,79.0693360309628,06,091,22
Siskiyou County,California,77.0506509825431,06,093,1195
Solano County,California,79.5796693603122,06,095,10757
Sonoma County,California,81.0959514185712,06,097,10215
Stanislaus County,California,77.9966459626766,06,099,14133
Sutter County,California,78.8028495993562,06,101,2623
Tehama County,California,77.8073761870042,06,103,1699
Trinity County,California,77.2394672692165,06,105,218
Tulare County,California,78.1621928874685,06,107,12967
Tuolumne County,California,78.9835377745994,06,109,880
Ventura County,California,81.6875318574591,06,111,17174
Yolo County,California,80.6033247823694,06,113,4300
Yuba County,California,75.9900621771567,06,115,2136
Alamosa County,Colorado,76.5253065439348,08,003,441
Archuleta County,Colorado,81.6588311692978,08,007,206
Baca County,Colorado,77.1665962604476,08,009,42
Bent County,Colorado,76.0996500723774,08,011,206
Chaffee County,Colorado,81.2888183966825,08,015,382
Cheyenne County,Colorado,79.6787964950269,08,017,27
Clear Creek County,Colorado,81.7335004616299,08,019,94
Conejos County,Colorado,77.1707216337593,08,021,201
Costilla County,Colorado,77.5771561730912,08,023,79
Crowley County,Colorado,77.7424458507641,08,025,45
Custer County,Colorado,81.2346414969819,08,027,35
Delta County,Colorado,78.5735024481401,08,029,614
Dolores County,Colorado,79.7274007984304,08,033,29
Douglas County,Colorado,83.2883520746022,08,035,4817
Eagle County,Colorado,87.6811696488415,08,037,876
Elbert County,Colorado,81.2231670778837,08,039,283
El Paso County,Colorado,79.5323718299468,08,041,17136
Fremont County,Colorado,77.401443466878,08,043,866
Garfield County,Colorado,80.5775115723691,08,045,1174
Gilpin County,Colorado,80.1710618635178,08,047,122
Grand County,Colorado,83.3265673182264,08,049,241
Gunnison County,Colorado,82.6027311894569,08,051,235
Huerfano County,Colorado,77.1399736736607,08,055,148
Jackson County,Colorado,79.7085644527226,08,057,36
Kiowa County,Colorado,77.8601759342113,08,061,37
Kit Carson County,Colorado,79.0944013468693,08,063,190
Lake County,Colorado,81.0498353165359,08,065,271
La Plata County,Colorado,81.8277265322899,08,067,982
Larimer County,Colorado,81.58596821444,08,069,5663
Las Animas County,Colorado,76.9973401027059,08,071,376
Lincoln County,Colorado,79.5129284860621,08,073,83
Logan County,Colorado,79.1620787101406,08,075,568
Mesa County,Colorado,78.7344198151753,08,077,3298
Moffat County,Colorado,78.2778338045996,08,081,207
Montezuma County,Colorado,77.4000139860387,08,083,721
Montrose County,Colorado,79.7082086300651,08,085,784
Morgan County,Colorado,78.2841712582528,08,087,908
Otero County,Colorado,75.8194915308757,08,089,593
Ouray County,Colorado,84.0367735438764,08,091,17
Park County,Colorado,82.7617966335922,08,093,137
Phillips County,Colorado,79.9038937806825,08,095,84
Pitkin County,Colorado,89.2148113345019,08,097,126
Prowers County,Colorado,76.947667951012,08,099,452
Pueblo County,Colorado,77.1926685376495,08,101,5036
Rio Blanco County,Colorado,79.2290211134147,08,103,96
Rio Grande County,Colorado,77.0914583603793,08,105,185
Routt County,Colorado,82.8198966836207,08,107,434
Saguache County,Colorado,80.0773699156685,08,109,151
San Miguel County,Colorado,85.4017699191143,08,113,119
Sedgwick County,Colorado,78.0283208874296,08,115,48
Summit County,Colorado,89.7522295499671,08,117,395
Teller County,Colorado,80.3394209122523,08,119,435
Washington County,Colorado,80.1606316629255,08,121,66
Yuma County,Colorado,78.96416336077,08,125,136
Adams County,Colorado,80.0651767732563,08,001,11594
Arapahoe County,Colorado,80.0651767732563,08,005,16521
Boulder County,Colorado,80.0651767732563,08,013,5554
Broomfield County,Colorado,80.0651767732563,08,014,1179
Denver County,Colorado,80.0651767732563,08,031,15909
Jefferson County,Colorado,80.0651767732563,08,059,13144
Weld County,Colorado,80.0651767732563,08,123,5244
Fairfield County,Connecticut,82.301705240952,09,001,21682
Hartford County,Connecticut,80.4548248084037,09,003,29694
Litchfield County,Connecticut,80.6628977925182,09,005,3804
Middlesex County,Connecticut,81.2585082923244,09,007,3423
New Haven County,Connecticut,80.1714609156176,09,009,27816
New London County,Connecticut,80.2094373307813,09,011,7569
Tolland County,Connecticut,81.7620728696427,09,013,3076
Windham County,Connecticut,79.163911230996,09,015,3245
Kent County,Delaware,77.680533585267,10,001,4807
New Castle County,Delaware,78.7619523510733,10,003,16050
Sussex County,Delaware,78.5594945558292,10,005,4566
Alachua County,Florida,78.8298810026242,12,001,6620
Baker County,Florida,75.4892601979674,12,003,655
Bay County,Florida,76.578868950999,12,005,4485
Bradford County,Florida,76.16409529862,12,007,713
Brevard County,Florida,78.4425501968517,12,009,12250
Broward County,Florida,80.4620012985353,12,011,54549
Calhoun County,Florida,75.6805027177076,12,013,408
Charlotte County,Florida,80.5284884291945,12,015,3085
Citrus County,Florida,76.6303920419913,12,017,2372
Clay County,Florida,77.9071530419271,12,019,5051
Collier County,Florida,84.1356415947054,12,021,5890
Columbia County,Florida,75.3682367841856,12,023,1769
Miami-Dade County,Florida,81.0153198340328,12,086,74533
DeSoto County,Florida,79.8382749231809,12,027,1011
Dixie County,Florida,75.3236310527,12,029,277
Duval County,Florida,76.3973175449474,12,031,28972
Escambia County,Florida,76.0503325549759,12,033,9075
Flagler County,Florida,79.6435125265413,12,035,1830
Franklin County,Florida,76.5862795016104,12,037,344
Gadsden County,Florida,75.7723355129187,12,039,1702
Gilchrist County,Florida,76.9222692782641,12,041,298
Glades County,Florida,80.9184507641511,12,043,221
Gulf County,Florida,76.5611850023736,12,045,332
Hamilton County,Florida,76.3520765176585,12,047,315
Hardee County,Florida,78.9865404932149,12,049,695
Hendry County,Florida,77.8725077937341,12,051,1129
Hernando County,Florida,77.317775606079,12,053,3981
Highlands County,Florida,79.3484213930435,12,055,1607
Hillsborough County,Florida,78.5475087992222,12,057,39165
Holmes County,Florida,74.6560552672803,12,059,399
Indian River County,Florida,80.5178175495238,12,061,3348
Jackson County,Florida,75.8797991925372,12,063,991
Jefferson County,Florida,77.0437609758506,12,065,297
Lafayette County,Florida,76.9155975368524,12,067,243
Lake County,Florida,79.3669380965877,12,069,6544
Lee County,Florida,81.48918540059,12,071,14250
Leon County,Florida,79.5206843591431,12,073,8479
Levy County,Florida,75.293614646898,12,075,981
Liberty County,Florida,76.6292768578788,12,077,188
Madison County,Florida,75.4607942901121,12,079,631
Manatee County,Florida,80.629206729324,12,081,7576
Marion County,Florida,77.3074938351339,12,083,8385
Martin County,Florida,81.5922174449279,12,085,2353
Monroe County,Florida,79.5108728887751,12,087,985
Nassau County,Florida,77.684803704205,12,089,1400
Okaloosa County,Florida,78.0416688252663,12,091,5688
Okeechobee County,Florida,76.6699650326857,12,093,1294
Orange County,Florida,79.8154001540693,12,095,35635
Osceola County,Florida,79.4491938069285,12,097,9618
Palm Beach County,Florida,81.8755936100244,12,099,34755
Pasco County,Florida,77.8111203152222,12,101,9643
Pinellas County,Florida,78.7254861652934,12,103,23633
Polk County,Florida,78.4014520540943,12,105,16936
Putnam County,Florida,74.9284440829679,12,107,2206
Saint Johns County,Florida,80.9790544901203,12,109,4081
Saint Lucie County,Florida,79.7006582491651,12,111,7300
Santa Rosa County,Florida,78.143723059504,12,113,3679
Sarasota County,Florida,81.4263592751882,12,115,7729
Seminole County,Florida,80.4715917278167,12,117,10528
Sumter County,Florida,81.1782867363371,12,119,1061
Suwannee County,Florida,75.6945004062578,12,121,1023
Taylor County,Florida,75.9658571048214,12,123,469
Union County,Florida,69.1725317253423,12,125,328
Volusia County,Florida,77.5191900530103,12,127,11140
Wakulla County,Florida,76.7127120388798,12,129,792
Walton County,Florida,77.5888126252622,12,131,1347
Washington County,Florida,74.6847848509577,12,133,564
Appling County,Georgia,74.9779197790545,13,001,520
Atkinson County,Georgia,73.8885246731924,13,003,273
Bacon County,Georgia,73.4867519673095,13,005,292
Baker County,Georgia,77.6880210275248,13,007,186
Baldwin County,Georgia,76.4917363724128,13,009,1561
Banks County,Georgia,77.1087292269939,13,011,282
Barrow County,Georgia,76.5278828675982,13,013,1512
Bartow County,Georgia,76.2568424918217,13,015,2373
Ben Hill County,Georgia,73.7556677496527,13,017,872
Berrien County,Georgia,75.4235665257949,13,019,525
Bibb County,Georgia,73.9452638839029,13,021,6721
Bleckley County,Georgia,76.0719969810564,13,023,394
Brantley County,Georgia,74.7217910618662,13,025,557
Brooks County,Georgia,75.3616358192966,13,027,467
Bryan County,Georgia,76.3338879857695,13,029,844
Bulloch County,Georgia,77.0224181477753,13,031,2100
Burke County,Georgia,73.7080288955286,13,033,1020
Butts County,Georgia,74.2120351680728,13,035,421
Calhoun County,Georgia,75.1479380356581,13,037,151
Camden County,Georgia,77.8798137924963,13,039,1611
Candler County,Georgia,74.1222922738895,13,043,238
Carroll County,Georgia,75.2649452209793,13,045,3498
Catoosa County,Georgia,77.9156612399569,13,047,1485
Charlton County,Georgia,76.8362263333628,13,049,288
Chatham County,Georgia,77.4078205118083,13,051,9460
Chattahoochee County,Georgia,77.4188164396145,13,053,203
Chattooga County,Georgia,74.0233955840073,13,055,645
Cherokee County,Georgia,79.763757077708,13,057,4446
Clarke County,Georgia,78.2517597517476,13,059,3315
Clay County,Georgia,74.7723471601889,13,061,114
Clayton County,Georgia,76.6132722992256,13,063,12145
Clinch County,Georgia,73.643481993455,13,065,196
Cobb County,Georgia,79.911245368843,13,067,19350
Coffee County,Georgia,75.1171865624406,13,069,1220
Colquitt County,Georgia,75.1185273657102,13,071,1510
Columbia County,Georgia,79.9378574714085,13,073,3296
Cook County,Georgia,74.868413227934,13,075,547
Coweta County,Georgia,78.1474782080004,13,077,2853
Crawford County,Georgia,76.4243544922846,13,079,434
Crisp County,Georgia,75.604155103377,13,081,1310
Dade County,Georgia,75.6024112493452,13,083,405
Dawson County,Georgia,77.8272718341701,13,085,489
Decatur County,Georgia,74.590943827003,13,087,1186
DeKalb County,Georgia,79.2158140499573,13,089,26194
Dodge County,Georgia,75.5425266340757,13,091,710
Dooly County,Georgia,78.0908779265121,13,093,378
Dougherty County,Georgia,75.0665944233774,13,095,4997
Douglas County,Georgia,77.1251788314126,13,097,4823
Early County,Georgia,74.1211600263603,13,099,422
Echols County,Georgia,77.4800040431731,13,101,106
Effingham County,Georgia,76.6807853160528,13,103,1070
Elbert County,Georgia,74.994719658394,13,105,612
Emanuel County,Georgia,73.1490169283872,13,107,794
Evans County,Georgia,75.0916714641789,13,109,449
Fannin County,Georgia,76.5729956410993,13,111,639
Fayette County,Georgia,80.7760993114054,13,113,2216
Floyd County,Georgia,75.5360393828392,13,115,2462
Forsyth County,Georgia,81.1621661366037,13,117,2702
Franklin County,Georgia,74.539746357532,13,119,494
Fulton County,Georgia,78.2466293954694,13,121,32784
Gilmer County,Georgia,78.3285795455149,13,123,519
Glascock County,Georgia,74.4093464008475,13,125,94
Glynn County,Georgia,77.090338827007,13,127,2619
Gordon County,Georgia,75.8777609472671,13,129,1218
Grady County,Georgia,76.0273569976464,13,131,837
Greene County,Georgia,77.7414911540533,13,133,349
Gwinnett County,Georgia,80.3377205482278,13,135,24248
Habersham County,Georgia,77.7664591639441,13,137,678
Hall County,Georgia,78.8423446598875,13,139,3849
Hancock County,Georgia,76.1179496302772,13,141,259
Haralson County,Georgia,73.6407834485258,13,143,803
Harris County,Georgia,79.4813060339318,13,145,328
Hart County,Georgia,77.0693619469153,13,147,611
Heard County,Georgia,75.3100668615891,13,149,255
Henry County,Georgia,77.2270440243086,13,151,6853
Houston County,Georgia,77.6193132329139,13,153,5119
Irwin County,Georgia,75.5407385290799,13,155,231
Jackson County,Georgia,76.1224253591681,13,157,1260
Jasper County,Georgia,76.4760822218681,13,159,389
Jeff Davis County,Georgia,73.5960389400029,13,161,417
Jefferson County,Georgia,73.2175880700057,13,163,758
Jenkins County,Georgia,74.2947516934314,13,165,371
Johnson County,Georgia,76.5217089511221,13,167,306
Jones County,Georgia,78.1776706001903,13,169,871
Lamar County,Georgia,74.9908744287588,13,171,384
Lanier County,Georgia,75.5473722896026,13,173,353
Laurens County,Georgia,74.9937502841476,13,175,1766
Lee County,Georgia,77.5360123381794,13,177,697
Liberty County,Georgia,77.0173224716006,13,179,2766
Lincoln County,Georgia,76.1252505636201,13,181,330
Long County,Georgia,78.1786437705502,13,183,616
Lowndes County,Georgia,76.2377961783429,13,185,4058
Lumpkin County,Georgia,78.0996066601956,13,187,379
McDuffie County,Georgia,74.5072516293479,13,189,700
McIntosh County,Georgia,79.4950677588258,13,191,450
Macon County,Georgia,74.3906529377592,13,193,479
Madison County,Georgia,75.8325465241539,13,195,610
Marion County,Georgia,76.7627012692049,13,197,243
Meriwether County,Georgia,74.9788050638371,13,199,535
Miller County,Georgia,74.2177122466892,13,201,298
Mitchell County,Georgia,75.1898689001318,13,205,926
Monroe County,Georgia,77.233986566549,13,207,551
Montgomery County,Georgia,75.4452929856624,13,209,255
Morgan County,Georgia,77.6218116292189,13,211,420
Murray County,Georgia,74.8836117904355,13,213,1032
Muscogee County,Georgia,75.1089348482962,13,215,9174
Newton County,Georgia,76.3383600112654,13,217,3700
Oconee County,Georgia,80.5411247556966,13,219,679
Oglethorpe County,Georgia,78.2764908663064,13,221,279
Paulding County,Georgia,78.4312674493041,13,223,4098
Peach County,Georgia,74.3399933464774,13,225,770
Pickens County,Georgia,77.4333827116229,13,227,402
Pierce County,Georgia,75.1463006448415,13,229,403
Pike County,Georgia,76.248270265237,13,231,540
Polk County,Georgia,73.7563254899217,13,233,1011
Pulaski County,Georgia,77.5407856910735,13,235,462
Putnam County,Georgia,77.2505144611178,13,237,927
Quitman County,Georgia,75.704949473663,13,239,51
Rabun County,Georgia,77.7200499260469,13,241,304
Randolph County,Georgia,76.1922253365109,13,243,181
Richmond County,Georgia,74.1909796753774,13,245,9723
Rockdale County,Georgia,78.0306024210707,13,247,3395
Schley County,Georgia,77.5381182315156,13,249,96
Screven County,Georgia,74.8408399989457,13,251,362
Seminole County,Georgia,74.7722620916714,13,253,395
Spalding County,Georgia,74.4848966724655,13,255,2021
Stephens County,Georgia,73.8081356220611,13,257,605
Stewart County,Georgia,74.7485703955724,13,259,207
Sumter County,Georgia,75.3379225174688,13,261,1502
Talbot County,Georgia,75.3884489268479,13,263,197
Taliaferro County,Georgia,75.1585955884383,13,265,23
Tattnall County,Georgia,75.2235708271841,13,267,673
Taylor County,Georgia,75.1368046855178,13,269,281
Telfair County,Georgia,77.3785428575031,13,271,640
Terrell County,Georgia,74.7344941359309,13,273,388
Thomas County,Georgia,75.5189642380648,13,275,1586
Tift County,Georgia,75.6807278477855,13,277,1462
Toombs County,Georgia,74.5002564843312,13,279,1012
Towns County,Georgia,77.83848587917,13,281,117
Treutlen County,Georgia,75.5427251028086,13,283,146
Troup County,Georgia,75.4809975435124,13,285,3093
Turner County,Georgia,73.7428493298456,13,287,316
Twiggs County,Georgia,74.7854542382444,13,289,168
Union County,Georgia,78.2915900351121,13,291,268
Upson County,Georgia,73.8409648904424,13,293,753
Walker County,Georgia,75.0645520396827,13,295,1360
Walton County,Georgia,76.5042468360091,13,297,2075
Ware County,Georgia,74.5069783221159,13,299,1019
Warren County,Georgia,74.1209055800715,13,301,272
Washington County,Georgia,75.6554816144758,13,303,688
Wayne County,Georgia,74.5948368825111,13,305,730
Webster County,Georgia,78.300660660108,13,307,78
Wheeler County,Georgia,76.7970901366388,13,309,244
White County,Georgia,78.5571382430035,13,311,683
Whitfield County,Georgia,77.1821631247314,13,313,2530
Wilcox County,Georgia,75.3754452456506,13,315,218
Wilkes County,Georgia,75.393443998121,13,317,323
Wilkinson County,Georgia,74.4653822052792,13,319,290
Worth County,Georgia,76.3125556280685,13,321,672
Hawaii County,Hawaii,80.1962934894907,15,001,4427
Honolulu County,Hawaii,81.5379952940021,15,003,15621
Kauai County,Hawaii,81.2634162368424,15,007,932
Kalawao County,Hawaii,81.3977889898364,15,005,0
