County,State,mean_life_expectancy,State_FIPS,County_FIPS,Rent Burden Count (+50%)
Prince of Wales-Hyder Census Area,Alaska,79.753892368488,02,198,84.0
Wrangell City and Borough,Alaska,79.753892368488,02,275,54.0
Apache County,Arizona,72.3284548272921,04,001,378.0
Cochise County,Arizona,77.7795013827217,04,003,2818.0
Coconino County,Arizona,78.79049043438,04,005,5024.0
Gila County,Arizona,74.3478336675243,04,007,702.0
Graham County,Arizona,77.2067923381599,04,009,643.0
Greenlee County,Arizona,78.4893303009505,04,011,43.0
Maricopa County,Arizona,79.7635827048315,04,013,126546.0
Mohave County,Arizona,75.2291349289979,04,015,4554.0
Navajo County,Arizona,73.6982428819168,04,017,1887.0
Pima County,Arizona,78.8273378145992,04,019,35562.0
Pinal County,Arizona,81.4701445906188,04,021,6454.0
Santa Cruz County,Arizona,82.039463073111,04,023,1131.0
Yavapai County,Arizona,78.1846564541411,04,025,5855.0
La Paz County,Arizona,81.4353901669475,04,012,353.0
Yuma County,Arizona,81.4353901669475,04,027,4890.0
Arkansas County,Arkansas,74.0251497586038,05,001,485.0
Ashley County,Arkansas,74.2895051923306,05,003,444.0
Baxter County,Arkansas,76.2501239643624,05,005,609.0
Benton County,Arkansas,79.69562751172,05,007,4587.0
Boone County,Arkansas,76.4606951241037,05,009,564.0
Bradley County,Arkansas,74.0787319215763,05,011,233.0
Calhoun County,Arkansas,75.0215094185301,05,013,67.0
Carroll County,Arkansas,77.2842160355692,05,015,263.0
Chicot County,Arkansas,73.6861573372926,05,017,289.0
Clark County,Arkansas,76.0630306037432,05,019,687.0
Clay County,Arkansas,73.1902475268155,05,021,373.0
Cleburne County,Arkansas,75.9718803756163,05,023,327.0
Cleveland County,Arkansas,75.1716757513491,05,025,68.0
Columbia County,Arkansas,74.5558798297109,05,027,499.0
Conway County,Arkansas,74.9230500819947,05,029,347.0
Craighead County,Arkansas,76.4586434664692,05,031,3636.0
Crawford County,Arkansas,76.0994700780118,05,033,1107.0
Crittenden County,Arkansas,73.0267848799303,05,035,2003.0
Cross County,Arkansas,73.4524804330144,05,037,355.0
Dallas County,Arkansas,73.9958868828713,05,039,150.0
Desha County,Arkansas,72.7220178284176,05,041,327.0
Drew County,Arkansas,75.3221847381784,05,043,389.0
Faulkner County,Arkansas,76.6906424011415,05,045,3767.0
Franklin County,Arkansas,74.8382795580183,05,047,517.0
Fulton County,Arkansas,75.0356374627702,05,049,176.0
Garland County,Arkansas,74.8562256903252,05,051,2962.0
Grant County,Arkansas,75.6041085997915,05,053,252.0
Greene County,Arkansas,74.3358069408924,05,055,993.0
Hempstead County,Arkansas,75.5311036861403,05,057,336.0
Hot Spring County,Arkansas,74.4833685843654,05,059,279.0
Howard County,Arkansas,74.3708884718481,05,061,262.0
Independence County,Arkansas,76.1679910478133,05,063,530.0
Izard County,Arkansas,75.6157370549392,05,065,164.0
Jackson County,Arkansas,73.4717805117145,05,067,354.0
Jefferson County,Arkansas,73.4261899123358,05,069,2219.0
Johnson County,Arkansas,75.9836214076058,05,071,513.0
Lafayette County,Arkansas,74.9707697442814,05,073,128.0
Lawrence County,Arkansas,74.1619647316862,05,075,289.0
Lee County,Arkansas,73.6550632062585,05,077,363.0
Lincoln County,Arkansas,75.1174601445946,05,079,111.0
Little River County,Arkansas,74.2296480855239,05,081,66.0
Logan County,Arkansas,74.5390519713844,05,083,217.0
Lonoke County,Arkansas,75.1530127524346,05,085,1408.0
Madison County,Arkansas,75.8570084978955,05,087,124.0
Marion County,Arkansas,75.6545986398168,05,089,299.0
Miller County,Arkansas,75.0245849048596,05,091,1368.0
Mississippi County,Arkansas,71.6047392412473,05,093,1163.0
Monroe County,Arkansas,72.5085008717615,05,095,139.0
Montgomery County,Arkansas,75.8260867646292,05,097,82.0
Nevada County,Arkansas,74.3619052994291,05,099,93.0
Newton County,Arkansas,77.4202686543232,05,101,69.0
Ouachita County,Arkansas,73.4591112390394,05,103,557.0
Perry County,Arkansas,75.1914833175535,05,105,122.0
Phillips County,Arkansas,71.3872806812049,05,107,896.0
Pike County,Arkansas,75.2543244823106,05,109,123.0
Poinsett County,Arkansas,71.448323467462,05,111,648.0
Polk County,Arkansas,75.318879330763,05,113,522.0
Pope County,Arkansas,76.7648866733951,05,115,1508.0
Prairie County,Arkansas,76.3100595930086,05,117,104.0
Pulaski County,Arkansas,76.2703323632758,05,119,14869.0
Randolph County,Arkansas,74.5934682592182,05,121,303.0
Saint Francis County,Arkansas,74.2825629644221,05,123,897.0
Saline County,Arkansas,77.3055666277896,05,125,1656.0
Scott County,Arkansas,74.8636036332918,05,127,246.0
Searcy County,Arkansas,75.4159073702129,05,129,107.0
Sebastian County,Arkansas,76.1656763127211,05,131,3695.0
Sevier County,Arkansas,75.6975365722476,05,133,251.0
Sharp County,Arkansas,73.8715952603263,05,135,343.0
Stone County,Arkansas,76.3093521708669,05,137,309.0
Union County,Arkansas,73.5506121344898,05,139,854.0
Van Buren County,Arkansas,76.0940936040922,05,141,272.0
Washington County,Arkansas,78.0991138391832,05,143,8131.0
White County,Arkansas,75.5567414461608,05,145,1668.0
Woodruff County,Arkansas,72.9480766180175,05,147,133.0
Yell County,Arkansas,74.9235318658026,05,149,324.0
Alameda County,California,82.7575999201849,06,001,63047.0
Alpine County,California,78.6485788538821,06,003,7.0
Amador County,California,79.8862333173767,06,005,816.0
Butte County,California,77.74205624894,06,007,10458.0
Calaveras County,California,79.652233484278,06,009,1010.0
Colusa County,California,79.8519517516367,06,011,480.0
Contra Costa County,California,82.3343582015746,06,013,33415.0
Del Norte County,California,75.6423735250373,06,015,858.0
El Dorado County,California,81.9417323021439,06,017,4319.0
Fresno County,California,78.7315724036983,06,019,40855.0
Glenn County,California,77.4985091634692,06,021,995.0
Humboldt County,California,77.103231884233,06,023,7508.0
Imperial County,California,81.0043587502323,06,025,4804.0
Inyo County,California,79.7078188792565,06,027,383.0
Kern County,California,77.2937032261976,06,029,28816.0
Kings County,California,79.6146493630519,06,031,4022.0
Lake County,California,74.991217511911,06,033,1949.0
Lassen County,California,78.2284119036475,06,035,639.0
Los Angeles County,California,81.972558307764,06,037,521881.0
Madera County,California,79.3974531940033,06,039,3492.0
Marin County,California,85.1494474193505,06,041,9374.0
Mariposa County,California,80.1801056836494,06,043,702.0
Mendocino County,California,79.077233019805,06,045,3696.0
Merced County,California,78.8420147049498,06,047,8589.0
Modoc County,California,77.2373424971755,06,049,197.0
Mono County,California,85.4852438391621,06,051,180.0
Monterey County,California,82.2537544267071,06,053,15003.0
Napa County,California,81.66511692599,06,055,4046.0
Nevada County,California,81.3041858848551,06,057,3109.0
Orange County,California,82.9944118033005,06,059,120166.0
Placer County,California,82.0887926135161,06,061,9468.0
Plumas County,California,78.6325377024891,06,063,568.0
Riverside County,California,80.7191290565484,06,065,69883.0
Sacramento County,California,79.4935137170957,06,067,63173.0
San Benito County,California,81.9286772500934,06,069,1244.0
San Bernardino County,California,78.5801556964033,06,071,70895.0
San Diego County,California,82.0170756619688,06,073,144790.0
San Francisco County,California,83.5138158609691,06,075,38741.0
San Joaquin County,California,78.3915151066575,06,077,25407.0
San Luis Obispo County,California,81.5052105883313,06,079,10652.0
San Mateo County,California,84.7023442849213,06,081,25263.0
Santa Barbara County,California,81.8166907378361,06,083,19195.0
Santa Clara County,California,84.5063120740832,06,085,60222.0
Santa Cruz County,California,82.7177673079809,06,087,11748.0
Shasta County,California,76.2390119338471,06,089,7040.0
Sierra County,California,78.8775588444232,06,091,101.0
Siskiyou County,California,76.2690959628399,06,093,1558.0
Solano County,California,80.0436361786558,06,095,14592.0
Sonoma County,California,82.0820448341027,06,097,18145.0
Stanislaus County,California,77.8966215595777,06,099,18537.0
Sutter County,California,78.6026819687963,06,101,2578.0
Tehama County,California,77.3220982796968,06,103,2277.0
Trinity County,California,76.6003438081553,06,105,418.0
Tulare County,California,78.4413170202644,06,107,15548.0
Tuolumne County,California,78.8406628636061,06,109,1510.0
Ventura County,California,82.2820614093944,06,111,26580.0
Yolo County,California,81.315994065652,06,113,10609.0
Yuba County,California,76.0772917446634,06,115,2371.0
Alamosa County,Colorado,75.8122663850422,08,003,529.0
Archuleta County,Colorado,82.1853597930904,08,007,245.0
Baca County,Colorado,77.5452423013832,08,009,53.0
Bent County,Colorado,76.0410177047456,08,011,143.0
Chaffee County,Colorado,81.6805627048081,08,015,355.0
Cheyenne County,Colorado,78.6241739187883,08,017,19.0
Clear Creek County,Colorado,83.0032467314909,08,019,231.0
Conejos County,Colorado,76.5610928960289,08,021,86.0
Costilla County,Colorado,77.3234917081086,08,023,95.0
Crowley County,Colorado,76.9118821750115,08,025,44.0
Custer County,Colorado,81.5940275715944,08,027,70.0
Delta County,Colorado,78.1426822131909,08,029,975.0
Dolores County,Colorado,79.6458320998059,08,033,7.0
Douglas County,Colorado,83.798242865611,08,035,4465.0
Eagle County,Colorado,89.037765865798,08,037,1076.0
Elbert County,Colorado,82.0085057703699,08,039,115.0
El Paso County,Colorado,78.8629762838757,08,041,21138.0
Fremont County,Colorado,77.3840109100534,08,043,854.0
Garfield County,Colorado,80.7747188112076,08,045,1309.0
Gilpin County,Colorado,82.1469482912617,08,047,154.0
Grand County,Colorado,84.3255281528647,08,049,240.0
Gunnison County,Colorado,83.0109717359124,08,051,677.0
Huerfano County,Colorado,75.3764961797006,08,055,194.0
Jackson County,Colorado,79.7053619586582,08,057,7.0
Kiowa County,Colorado,77.4317406302941,08,061,37.0
Kit Carson County,Colorado,79.5711867594791,08,063,113.0
Lake County,Colorado,82.5092432798499,08,065,222.0
La Plata County,Colorado,82.2831673739764,08,067,1490.0
Larimer County,Colorado,81.7409917944594,08,069,13219.0
Las Animas County,Colorado,76.7842621659841,08,071,438.0
Lincoln County,Colorado,78.3588326706885,08,073,95.0
Logan County,Colorado,79.6749551479201,08,075,489.0
Mesa County,Colorado,78.6479463380801,08,077,5019.0
Moffat County,Colorado,78.6065465646204,08,081,367.0
Montezuma County,Colorado,77.6362624458917,08,083,329.0
Montrose County,Colorado,79.6282118450066,08,085,1022.0
Morgan County,Colorado,78.3683962833378,08,087,681.0
Otero County,Colorado,75.2461381669673,08,089,594.0
Ouray County,Colorado,84.4945402093033,08,091,169.0
Park County,Colorado,83.1413359768179,08,093,190.0
Phillips County,Colorado,80.83770234646,08,095,30.0
Pitkin County,Colorado,91.9533771503941,08,097,448.0
Prowers County,Colorado,77.0828492749894,08,099,270.0
Pueblo County,Colorado,76.4359209535187,08,101,6213.0
Rio Blanco County,Colorado,78.9294619320974,08,103,126.0
Rio Grande County,Colorado,76.9744549124682,08,105,338.0
Routt County,Colorado,83.7251626952226,08,107,482.0
Saguache County,Colorado,79.7395365629359,08,109,186.0
San Miguel County,Colorado,86.8405002420409,08,113,377.0
Sedgwick County,Colorado,78.0042385836866,08,115,49.0
Summit County,Colorado,92.2538583558184,08,117,501.0
Teller County,Colorado,80.8594227143916,08,119,377.0
Washington County,Colorado,79.579162477447,08,121,100.0
Yuma County,Colorado,79.1819910265769,08,125,166.0
Adams County,Colorado,80.7776770732522,08,001,12992.0
Arapahoe County,Colorado,80.7776770732522,08,005,19876.0
Boulder County,Colorado,80.7776770732522,08,013,14906.0
Broomfield County,Colorado,80.7776770732522,08,014,1818.0
Denver County,Colorado,80.7776770732522,08,031,33031.0
Jefferson County,Colorado,80.7776770732522,08,059,16272.0
Weld County,Colorado,80.7776770732522,08,123,6062.0
Fairfield County,Connecticut,83.06367075044,09,001,31114.0
Hartford County,Connecticut,80.3245705571959,09,003,30782.0
Litchfield County,Connecticut,80.4782806087235,09,005,3878.0
Middlesex County,Connecticut,81.2555672072746,09,007,3895.0
New Haven County,Connecticut,80.238661322463,09,009,32548.0
New London County,Connecticut,80.0120060973127,09,011,7890.0
Tolland County,Connecticut,81.8506213159263,09,013,3878.0
Windham County,Connecticut,78.8137553417168,09,015,2792.0
Kent County,Delaware,77.3566080866732,10,001,4796.0
New Castle County,Delaware,78.4233453623627,10,003,15164.0
Sussex County,Delaware,78.7243267092783,10,005,3819.0
Alachua County,Florida,78.4340931262536,12,001,13869.0
Baker County,Florida,75.128460017376,12,003,229.0
Bay County,Florida,75.8516440862453,12,005,5654.0
Bradford County,Florida,74.9471636217274,12,007,672.0
Brevard County,Florida,77.1535095933838,12,009,13685.0
Broward County,Florida,80.6456883184715,12,011,79823.0
Calhoun County,Florida,74.745562315166,12,013,147.0
Charlotte County,Florida,80.2028826550715,12,015,4545.0
Citrus County,Florida,75.2265593412728,12,017,2910.0
Clay County,Florida,77.3186239719444,12,019,3872.0
Collier County,Florida,85.3006274853414,12,021,9445.0
Columbia County,Florida,75.0076209421469,12,023,1206.0
Miami-Dade County,Florida,81.2133398870448,12,086,143455.0
DeSoto County,Florida,79.353923606622,12,027,605.0
Dixie County,Florida,74.5628919091959,12,029,234.0
Duval County,Florida,75.6810672794633,12,031,33191.0
Escambia County,Florida,74.8858720184732,12,033,8207.0
Flagler County,Florida,78.8047744405017,12,035,2578.0
Franklin County,Florida,76.2443544791436,12,037,113.0
Gadsden County,Florida,75.4408844419078,12,039,699.0
Gilchrist County,Florida,76.8041546429204,12,041,166.0
Glades County,Florida,80.4422155675543,12,043,203.0
Gulf County,Florida,76.6890535995694,12,045,334.0
Hamilton County,Florida,75.1405417872033,12,047,298.0
Hardee County,Florida,78.3664151371352,12,049,438.0
Hendry County,Florida,77.1024946420314,12,051,970.0
Hernando County,Florida,76.4707870919015,12,053,4021.0
Highlands County,Florida,78.4611947135149,12,055,2261.0
Hillsborough County,Florida,78.9068329546551,12,057,52728.0
Holmes County,Florida,72.8524921555009,12,059,304.0
Indian River County,Florida,80.0866066846368,12,061,3033.0
Jackson County,Florida,74.3833609589623,12,063,848.0
Jefferson County,Florida,77.0612988493261,12,065,191.0
Lafayette County,Florida,77.1306853774472,12,067,71.0
Lake County,Florida,78.231313487883,12,069,7722.0
Lee County,Florida,81.8202975262275,12,071,19481.0
Leon County,Florida,79.1165379077494,12,073,16573.0
Levy County,Florida,74.8204356383303,12,075,630.0
Liberty County,Florida,75.7841247471328,12,077,52.0
Madison County,Florida,75.0209773080767,12,079,313.0
Manatee County,Florida,80.5582354410051,12,081,9780.0
Marion County,Florida,75.8588184778582,12,083,8193.0
Martin County,Florida,81.5458024946645,12,085,3651.0
Monroe County,Florida,80.0453706124074,12,087,3595.0
Nassau County,Florida,77.3506959508971,12,089,1293.0
Okaloosa County,Florida,77.4527229824993,12,091,5701.0
Okeechobee County,Florida,76.0476015281269,12,093,795.0
Orange County,Florida,79.8001708637047,12,095,53289.0
Osceola County,Florida,78.8994587406866,12,097,12071.0
Palm Beach County,Florida,81.5903769096319,12,099,50578.0
Pasco County,Florida,77.2485204856939,12,101,13184.0
Pinellas County,Florida,78.586674870322,12,103,32431.0
Polk County,Florida,77.8084507732582,12,105,16244.0
Putnam County,Florida,73.8294207855765,12,107,1816.0
Saint Johns County,Florida,80.8265760794815,12,109,3615.0
Saint Lucie County,Florida,79.5825368083965,12,111,8766.0
Santa Rosa County,Florida,77.2818335841508,12,113,2924.0
Sarasota County,Florida,81.1962314153777,12,115,11316.0
Seminole County,Florida,79.9067588033048,12,117,14338.0
Sumter County,Florida,80.6404891289786,12,119,1568.0
Suwannee County,Florida,75.5232667907986,12,121,592.0
Taylor County,Florida,74.640605259606,12,123,145.0
Union County,Florida,67.7776529585801,12,125,224.0
Volusia County,Florida,76.2744848258596,12,127,17471.0
Wakulla County,Florida,76.390708716639,12,129,317.0
Walton County,Florida,77.7803937214357,12,131,1517.0
Washington County,Florida,72.6685066903205,12,133,228.0
Appling County,Georgia,74.1299840083705,13,001,232.0
Atkinson County,Georgia,73.6106428460459,13,003,140.0
Bacon County,Georgia,72.7153851629149,13,005,168.0
Baker County,Georgia,77.2265523808269,13,007,84.0
Baldwin County,Georgia,75.958726877356,13,009,2032.0
Banks County,Georgia,76.7747953820731,13,011,255.0
Barrow County,Georgia,76.8906956716554,13,013,1248.0
Bartow County,Georgia,76.6574000836464,13,015,2201.0
Ben Hill County,Georgia,73.1077252518848,13,017,368.0
Berrien County,Georgia,74.4030446681557,13,019,461.0
Bibb County,Georgia,74.0479230862072,13,021,7234.0
Bleckley County,Georgia,76.0332417443827,13,023,174.0
Brantley County,Georgia,74.6044083049542,13,025,284.0
Brooks County,Georgia,74.901508755282,13,027,308.0
Bryan County,Georgia,76.2530588035402,13,029,921.0
Bulloch County,Georgia,77.2098952039386,13,031,3567.0
Burke County,Georgia,73.9960548058811,13,033,449.0
Butts County,Georgia,74.1990085559535,13,035,508.0
Calhoun County,Georgia,74.4427083560295,13,037,103.0
Camden County,Georgia,78.2590427705682,13,039,1515.0
Candler County,Georgia,73.7650410440072,13,043,399.0
Carroll County,Georgia,75.5638951544728,13,045,2855.0
Catoosa County,Georgia,77.9344541792589,13,047,1044.0
Charlton County,Georgia,76.4868454884365,13,049,227.0
Chatham County,Georgia,77.8888660442048,13,051,11772.0
Chattahoochee County,Georgia,77.4040253799594,13,053,354.0
Chattooga County,Georgia,73.6686753247581,13,055,336.0
Cherokee County,Georgia,80.2625671216918,13,057,4187.0
Clarke County,Georgia,79.0362591976606,13,059,9300.0
Clay County,Georgia,73.8111217920828,13,061,24.0
Clayton County,Georgia,76.8990515639018,13,063,11597.0
Clinch County,Georgia,72.551746901677,13,065,104.0
Cobb County,Georgia,80.6407684417505,13,067,19438.0
Coffee County,Georgia,74.5050115025747,13,069,786.0
Colquitt County,Georgia,74.1561281823738,13,071,1273.0
Columbia County,Georgia,80.3603128042985,13,073,1419.0
Cook County,Georgia,74.5026987480474,13,075,395.0
Coweta County,Georgia,78.8038123093466,13,077,2666.0
Crawford County,Georgia,75.6724806214399,13,079,124.0
Crisp County,Georgia,74.7220937268816,13,081,938.0
Dade County,Georgia,75.3114701564565,13,083,238.0
Dawson County,Georgia,78.3033662471657,13,085,240.0
Decatur County,Georgia,73.6601562217573,13,087,733.0
DeKalb County,Georgia,80.4448353783483,13,089,29741.0
Dodge County,Georgia,75.5468666139455,13,091,358.0
Dooly County,Georgia,78.5020483004188,13,093,209.0
Dougherty County,Georgia,74.3390713154805,13,095,4962.0
Douglas County,Georgia,77.8467664649048,13,097,3623.0
Early County,Georgia,73.5795568978364,13,099,300.0
Echols County,Georgia,77.4904865671423,13,101,62.0
Effingham County,Georgia,76.7115741558666,13,103,859.0
Elbert County,Georgia,74.483630029281,13,105,466.0
Emanuel County,Georgia,72.8820410119048,13,107,526.0
Evans County,Georgia,75.2129516041769,13,109,313.0
Fannin County,Georgia,77.7982430579873,13,111,194.0
Fayette County,Georgia,81.1591964534197,13,113,1536.0
Floyd County,Georgia,75.3084423705215,13,115,2709.0
Forsyth County,Georgia,82.1629515233153,13,117,2334.0
Franklin County,Georgia,74.074368213478,13,119,561.0
Fulton County,Georgia,79.6229445774038,13,121,45599.0
Gilmer County,Georgia,78.3697821362563,13,123,428.0
Glascock County,Georgia,73.556073913624,13,125,57.0
Glynn County,Georgia,77.6513857604345,13,127,2668.0
Gordon County,Georgia,75.7777192557876,13,129,1175.0
Grady County,Georgia,75.6745096058627,13,131,806.0
Greene County,Georgia,78.4712900431319,13,133,436.0
Gwinnett County,Georgia,81.0167761555968,13,135,23368.0
Habersham County,Georgia,77.4525536461943,13,137,581.0
Hall County,Georgia,79.2450646509743,13,139,3979.0
Hancock County,Georgia,75.381368510092,13,141,201.0
Haralson County,Georgia,73.5774524409532,13,143,781.0
Harris County,Georgia,79.5625776557608,13,145,278.0
Hart County,Georgia,77.164437570065,13,147,556.0
Heard County,Georgia,75.0756227800294,13,149,153.0
Henry County,Georgia,77.5779659535645,13,151,4829.0
Houston County,Georgia,77.5879454126882,13,153,4411.0
Irwin County,Georgia,75.0602816749064,13,155,86.0
Jackson County,Georgia,76.6407832284404,13,157,840.0
Jasper County,Georgia,76.1353765239125,13,159,194.0
Jeff Davis County,Georgia,73.5009861495751,13,161,309.0
Jefferson County,Georgia,72.6459562949125,13,163,466.0
Jenkins County,Georgia,73.4732476527202,13,165,307.0
Johnson County,Georgia,76.1942124683175,13,167,162.0
Jones County,Georgia,78.0617806492275,13,169,653.0
Lamar County,Georgia,74.9593700097731,13,171,467.0
Lanier County,Georgia,75.6935233496723,13,173,417.0
Laurens County,Georgia,74.6579676717434,13,175,1132.0
Lee County,Georgia,76.7743295827364,13,177,513.0
Liberty County,Georgia,76.4874651261938,13,179,2618.0
Lincoln County,Georgia,76.5255941801173,13,181,170.0
Long County,Georgia,79.0586846862287,13,183,261.0
Lowndes County,Georgia,76.1271047440151,13,185,4097.0
Lumpkin County,Georgia,77.9066523957369,13,187,860.0
McDuffie County,Georgia,74.0298601677061,13,189,753.0
McIntosh County,Georgia,80.4104185456372,13,191,227.0
Macon County,Georgia,73.7464509823897,13,193,336.0
Madison County,Georgia,76.2644253282229,13,195,471.0
Marion County,Georgia,76.5979928578085,13,197,99.0
Meriwether County,Georgia,74.8212349638533,13,199,514.0
Miller County,Georgia,73.123478698754,13,201,101.0
Mitchell County,Georgia,73.9757811247242,13,205,573.0
Monroe County,Georgia,78.2585017790917,13,207,267.0
Montgomery County,Georgia,75.1853790614533,13,209,167.0
Morgan County,Georgia,77.8007938168183,13,211,266.0
Murray County,Georgia,75.1219487694679,13,213,551.0
Muscogee County,Georgia,74.2296849653059,13,215,9493.0
Newton County,Georgia,76.4384532126195,13,217,3557.0
Oconee County,Georgia,81.4613369282058,13,219,277.0
Oglethorpe County,Georgia,77.9479609720703,13,221,244.0
Paulding County,Georgia,78.9241895570538,13,223,2617.0
Peach County,Georgia,73.8047058848866,13,225,765.0
Pickens County,Georgia,77.3860957156484,13,227,461.0
Pierce County,Georgia,74.4341947507242,13,229,186.0
Pike County,Georgia,75.7634647722075,13,231,105.0
Polk County,Georgia,73.5988039563983,13,233,1359.0
Pulaski County,Georgia,78.2225246953724,13,235,408.0
Putnam County,Georgia,78.1286067826551,13,237,542.0
Quitman County,Georgia,76.2445068416415,13,239,80.0
Rabun County,Georgia,77.2156800094562,13,241,487.0
Randolph County,Georgia,75.0894837271813,13,243,154.0
Richmond County,Georgia,74.0629670568665,13,245,9494.0
Rockdale County,Georgia,77.7222836148183,13,247,2261.0
Schley County,Georgia,77.279661862851,13,249,138.0
Screven County,Georgia,74.7823602905223,13,251,193.0
