County,State,mean_life_expectancy,State_FIPS,County_FIPS,Bachelor's Degree or Higher (%)
Monroe County,Arkansas,72.5427214562581,05,095,9.4
Montgomery County,Arkansas,76.0896903526216,05,097,12.3
Nevada County,Arkansas,74.3859172827125,05,099,14.1
Newton County,Arkansas,76.9325218431298,05,101,14.6
Ouachita County,Arkansas,73.1582713046496,05,103,16.1
Perry County,Arkansas,75.2299421886874,05,105,11.5
Phillips County,Arkansas,70.8980349318913,05,107,10.8
Pike County,Arkansas,75.0773768329276,05,109,14.6
Poinsett County,Arkansas,71.387801490036,05,111,8.4
Polk County,Arkansas,75.0429703355136,05,113,12.0
Pope County,Arkansas,76.4692899964961,05,115,20.9
Prairie County,Arkansas,75.5268699546832,05,117,10.3
Pulaski County,Arkansas,75.9502787614613,05,119,32.9
Randolph County,Arkansas,74.6376193475986,05,121,13.4
Saint Francis County,Arkansas,74.0100121667823,05,123,11.4
Saline County,Arkansas,77.1751568488897,05,125,23.0
Scott County,Arkansas,75.1124194246868,05,127,11.6
Searcy County,Arkansas,75.5320157508855,05,129,13.9
Sebastian County,Arkansas,75.6795870861497,05,131,19.2
Sevier County,Arkansas,75.1488725691369,05,133,7.9
Sharp County,Arkansas,74.0198615613099,05,135,9.9
Stone County,Arkansas,76.2065418227476,05,137,15.9
Union County,Arkansas,73.3656000640213,05,139,17.5
Van Buren County,Arkansas,76.1425851988409,05,141,12.3
Washington County,Arkansas,77.8815427160735,05,143,30.5
White County,Arkansas,75.2723697975265,05,145,19.5
Woodruff County,Arkansas,72.8269413108567,05,147,10.4
Yell County,Arkansas,74.5737295998881,05,149,12.6
Alameda County,California,81.911910001763,06,001,43.0
Alpine County,California,78.3616935787678,06,003,27.5
Amador County,California,79.7586244291029,06,005,21.3
Butte County,California,77.7142018529714,06,007,25.9
Calaveras County,California,79.4113251371658,06,009,20.9
Colusa County,California,79.9616953839089,06,011,14.6
Contra Costa County,California,81.6154582155379,06,013,39.6
Del Norte County,California,75.5570804005256,06,015,15.1
El Dorado County,California,81.384492307269,06,017,32.1
Fresno County,California,78.492939877363,06,019,19.4
Glenn County,California,77.5153362061287,06,021,14.9
Humboldt County,California,76.8353899495262,06,023,28.0
Imperial County,California,80.7431332940606,06,025,14.1
Inyo County,California,79.2675531105808,06,027,23.9
Kern County,California,77.2656785350962,06,029,15.4
Kings County,California,79.2015732865224,06,031,13.4
Lake County,California,74.9381474762665,06,033,16.0
Lassen County,California,78.4471067204458,06,035,12.3
Los Angeles County,California,81.5024357299037,06,037,30.3
Madera County,California,78.9351179699743,06,039,13.3
Marin County,California,84.3355308577138,06,041,55.8
Mariposa County,California,80.2117816615585,06,043,22.1
Mendocino County,California,78.5698420119881,06,045,23.7
Merced County,California,78.459103537516,06,047,13.1
Modoc County,California,77.4593217970448,06,049,18.0
Mono County,California,84.9058116505285,06,051,32.3
Monterey County,California,81.8525645217468,06,053,23.1
Napa County,California,81.1435820089004,06,055,32.4
Nevada County,California,81.0970660303805,06,057,33.7
Orange County,California,82.4180755011441,06,059,37.7
Placer County,California,81.4299422609919,06,061,36.4
Plumas County,California,78.3094523302535,06,063,22.0
Riverside County,California,80.3450713519818,06,065,20.9
Sacramento County,California,79.112722725179,06,067,28.8
San Benito County,California,81.7777563576748,06,069,19.0
San Bernardino County,California,78.400917858467,06,071,19.0
San Diego County,California,81.5099456641145,06,073,35.7
San Francisco County,California,82.6936965999994,06,075,53.8
San Joaquin County,California,78.0276606361129,06,077,18.4
San Luis Obispo County,California,81.1508553235719,06,079,33.0
San Mateo County,California,83.7607803456003,06,081,45.6
Santa Barbara County,California,81.6155370941523,06,083,32.2
Santa Clara County,California,83.6897880731591,06,085,47.9
Santa Cruz County,California,81.7128621620157,06,087,38.2
Shasta County,California,75.9378568828757,06,089,19.6
Sierra County,California,79.0304170483359,06,091,18.9
Siskiyou County,California,76.3772748924365,06,093,22.7
Solano County,California,79.5895939800179,06,095,24.9
Sonoma County,California,81.2508901219667,06,097,32.9
Stanislaus County,California,77.7824750566635,06,099,16.5
Sutter County,California,78.5195099453137,06,101,17.6
Tehama County,California,77.2816845955888,06,103,14.4
Trinity County,California,76.6520947495501,06,105,20.0
Tulare County,California,78.0274086249314,06,107,13.8
Tuolumne County,California,78.8042243825731,06,109,20.4
Ventura County,California,81.7934375791504,06,111,31.7
Yolo County,California,80.7699657459539,06,113,39.0
Yuba County,California,75.8730177939744,06,115,14.3
Alamosa County,Colorado,76.1823647359861,08,003,25.5
Archuleta County,Colorado,81.5327757002457,08,007,35.0
Baca County,Colorado,77.1681618321587,08,009,19.0
Bent County,Colorado,75.8464449391687,08,011,7.0
Chaffee County,Colorado,81.1266982296918,08,015,34.1
Cheyenne County,Colorado,79.2342553723716,08,017,22.5
Clear Creek County,Colorado,82.1896850450379,08,019,41.5
Conejos County,Colorado,76.6087011260246,08,021,19.5
Costilla County,Colorado,77.3573766892542,08,023,17.9
Crowley County,Colorado,77.2346771891048,08,025,11.1
Custer County,Colorado,80.6274914488087,08,027,35.5
Delta County,Colorado,78.0522481307277,08,029,20.0
Dolores County,Colorado,79.2712919365826,08,033,21.0
Douglas County,Colorado,83.4392006708209,08,035,56.6
Eagle County,Colorado,87.6796391750294,08,037,46.7
Elbert County,Colorado,81.5399529150843,08,039,30.6
El Paso County,Colorado,79.1497756853794,08,041,35.9
Fremont County,Colorado,77.119619720449,08,043,15.2
Garfield County,Colorado,80.5747378716656,08,045,29.7
Gilpin County,Colorado,80.9418431933094,08,047,32.1
Grand County,Colorado,83.5563750739628,08,049,36.4
Gunnison County,Colorado,82.3667341080638,08,051,54.4
Huerfano County,Colorado,76.1016190811091,08,055,27.1
Jackson County,Colorado,79.6368312933919,08,057,18.1
Kiowa County,Colorado,77.550102461197,08,061,20.3
Kit Carson County,Colorado,78.8758394255456,08,063,13.3
Lake County,Colorado,81.1077084527848,08,065,27.4
La Plata County,Colorado,81.6915070940121,08,067,43.3
Larimer County,Colorado,81.5160355365789,08,069,44.3
Las Animas County,Colorado,76.6698258138739,08,071,17.0
Lincoln County,Colorado,78.8913639124814,08,073,15.1
Logan County,Colorado,79.1421719307538,08,075,15.8
Mesa County,Colorado,78.5928519874861,08,077,26.3
Moffat County,Colorado,78.3671406134327,08,081,15.3
Montezuma County,Colorado,77.298562573127,08,083,26.7
Montrose County,Colorado,79.3617463439122,08,085,24.5
Morgan County,Colorado,78.2579867860575,08,087,14.9
Otero County,Colorado,75.3908671698151,08,089,15.6
Ouray County,Colorado,83.9156330717921,08,091,52.0
Park County,Colorado,82.3957205624919,08,093,29.2
Phillips County,Colorado,79.8501752950874,08,095,21.2
Pitkin County,Colorado,90.0560175835819,08,097,59.1
Prowers County,Colorado,76.8244253944396,08,099,13.5
Pueblo County,Colorado,76.5820141219147,08,101,21.6
Rio Blanco County,Colorado,79.0709132428668,08,103,22.0
Rio Grande County,Colorado,76.920153919651,08,105,22.0
Routt County,Colorado,83.1666307602029,08,107,50.4
Saguache County,Colorado,79.9724503374943,08,109,27.0
San Miguel County,Colorado,85.4344084632371,08,113,53.9
Sedgwick County,Colorado,77.8369104317373,08,115,20.6
Summit County,Colorado,90.0891064661044,08,117,48.8
Teller County,Colorado,80.5602255501172,08,119,31.8
Washington County,Colorado,79.7795880137098,08,121,16.3
Yuma County,Colorado,78.8900927364822,08,125,21.5
Adams County,Colorado,80.1877591253775,08,001,22.2
Arapahoe County,Colorado,80.1877591253775,08,005,40.1
Boulder County,Colorado,80.1877591253775,08,013,58.9
Broomfield County,Colorado,80.1877591253775,08,014,51.9
Denver County,Colorado,80.1877591253775,08,031,45.0
Jefferson County,Colorado,80.1877591253775,08,059,41.6
Weld County,Colorado,80.1877591253775,08,123,26.1
Fairfield County,Connecticut,82.4192043301195,09,001,45.8
Hartford County,Connecticut,80.3102178576104,09,003,36.3
Litchfield County,Connecticut,80.4391934472111,09,005,33.6
Middlesex County,Connecticut,81.1334681371326,09,007,40.6
New Haven County,Connecticut,80.0234318368233,09,009,34.0
New London County,Connecticut,79.9268916295041,09,011,32.1
Tolland County,Connecticut,81.6927758594165,09,013,38.0
Windham County,Connecticut,79.0241675349832,09,015,23.1
Kent County,Delaware,77.4218575940169,10,001,22.5
New Castle County,Delaware,78.4786057306606,10,003,35.0
Sussex County,Delaware,78.543042202878,10,005,23.2
Alachua County,Florida,78.574622542158,12,001,41.6
Baker County,Florida,75.2705067668647,12,003,11.5
Bay County,Florida,76.020415200021,12,005,22.2
Bradford County,Florida,75.4876940286454,12,007,10.9
Brevard County,Florida,77.7740202774745,12,009,27.3
Broward County,Florida,80.4344839232772,12,011,30.8
Calhoun County,Florida,75.1159179044046,12,013,10.5
Charlotte County,Florida,80.1972984370466,12,015,20.8
Citrus County,Florida,75.8690976178116,12,017,16.9
Clay County,Florida,77.4792570878544,12,019,23.8
Collier County,Florida,84.4011432426865,12,021,33.2
Columbia County,Florida,75.2865160334599,12,023,15.1
Miami-Dade County,Florida,80.9202623931244,12,086,26.9
DeSoto County,Florida,79.4521763635755,12,027,9.7
Dixie County,Florida,74.9214791297201,12,029,7.9
Duval County,Florida,76.0868117725737,12,031,27.3
Escambia County,Florida,75.4572296042632,12,033,24.5
Flagler County,Florida,79.0936691617905,12,035,23.0
Franklin County,Florida,76.3046737588476,12,037,15.5
Gadsden County,Florida,75.3736371817631,12,039,17.0
Gilchrist County,Florida,76.568121678961,12,041,11.4
Glades County,Florida,80.7975202592433,12,043,8.4
Gulf County,Florida,76.5369370563261,12,045,16.0
Hamilton County,Florida,75.6790043372544,12,047,9.9
Hardee County,Florida,78.5742994268253,12,049,10.7
Hendry County,Florida,77.3807544663803,12,051,9.8
Hernando County,Florida,76.9282027036904,12,053,15.6
Highlands County,Florida,78.6791189588121,12,055,16.7
Hillsborough County,Florida,78.6164481074352,12,057,30.6
Holmes County,Florida,73.8215652645815,12,059,11.3
Indian River County,Florida,80.2699982301154,12,061,26.8
Jackson County,Florida,75.124151849855,12,063,13.7
Jefferson County,Florida,76.9621189200841,12,065,18.5
Lafayette County,Florida,76.7647585952017,12,067,11.6
Lake County,Florida,78.9001898226383,12,069,21.5
Lee County,Florida,81.4759134243392,12,071,26.0
Leon County,Florida,79.1630441237025,12,073,45.0
Levy County,Florida,74.9706503521878,12,075,10.9
Liberty County,Florida,75.969931751796,12,077,11.2
Madison County,Florida,75.1001833382779,12,079,11.3
Manatee County,Florida,80.3957637089903,12,081,27.7
Marion County,Florida,76.6228259033821,12,083,17.8
Martin County,Florida,81.3649609648515,12,085,31.6
Monroe County,Florida,79.5838331404129,12,087,31.3
Nassau County,Florida,77.4091101300292,12,089,23.0
Okaloosa County,Florida,77.6444219405646,12,091,28.8
Okeechobee County,Florida,76.2092657227025,12,093,10.6
Orange County,Florida,79.7074290103298,12,095,31.1
Osceola County,Florida,79.0683842026061,12,097,18.0
Palm Beach County,Florida,81.6500881867343,12,099,33.6
Pasco County,Florida,77.3716288475345,12,101,21.4
Pinellas County,Florida,78.451034004903,12,103,28.9
Polk County,Florida,77.9855842227036,12,105,18.9
Putnam County,Florida,74.2217102344466,12,107,11.8
Saint Johns County,Florida,80.769599239301,12,109,42.1
Saint Lucie County,Florida,79.4463676195004,12,111,19.9
Santa Rosa County,Florida,77.555168444034,12,113,26.6
Sarasota County,Florida,81.255983295096,12,115,32.4
Seminole County,Florida,80.1383570434506,12,117,35.3
Sumter County,Florida,80.9602138853755,12,119,28.0
Suwannee County,Florida,75.3197968734856,12,121,11.6
Taylor County,Florida,75.3909264660477,12,123,9.0
Union County,Florida,68.445240285683,12,125,7.8
Volusia County,Florida,76.8027659254038,12,127,21.6
Wakulla County,Florida,76.3793483610182,12,129,16.1
Walton County,Florida,77.4493771843441,12,131,25.9
Washington County,Florida,73.6138023423587,12,133,11.1
Appling County,Georgia,74.5688532832988,13,001,13.1
Atkinson County,Georgia,73.556411423192,13,003,7.8
Bacon County,Georgia,73.1059059400764,13,005,12.8
Baker County,Georgia,77.2604188332556,13,007,8.6
Baldwin County,Georgia,76.1209192855746,13,009,17.7
Banks County,Georgia,76.6540446918605,13,011,11.2
Barrow County,Georgia,76.4157908380065,13,013,16.5
Bartow County,Georgia,76.2847197082198,13,015,17.8
Ben Hill County,Georgia,73.1085332926003,13,017,10.9
Berrien County,Georgia,74.7590115781939,13,019,12.5
Bibb County,Georgia,73.8288591597563,13,021,23.8
Bleckley County,Georgia,75.9168189983432,13,023,16.5
Brantley County,Georgia,74.4423772251199,13,025,8.4
Brooks County,Georgia,75.0834370957113,13,027,11.7
Bryan County,Georgia,76.0661180994364,13,029,31.1
Bulloch County,Georgia,76.8240386171814,13,031,29.0
Burke County,Georgia,73.7504446965566,13,033,9.6
Butts County,Georgia,73.8867494279381,13,035,10.1
Calhoun County,Georgia,74.8341459744931,13,037,9.9
Camden County,Georgia,77.8318356221329,13,039,21.1
Candler County,Georgia,73.6865363965494,13,043,15.4
Carroll County,Georgia,75.0580938129664,13,045,17.9
Catoosa County,Georgia,77.7403482779167,13,047,18.6
Charlton County,Georgia,76.249906983533,13,049,10.0
Chatham County,Georgia,77.4840610187491,13,051,32.6
Chattahoochee County,Georgia,77.0945177192887,13,053,25.7
Chattooga County,Georgia,73.7668493608042,13,055,8.8
Cherokee County,Georgia,79.7678464513049,13,057,34.7
Clarke County,Georgia,78.2085051800694,13,059,40.2
Clay County,Georgia,74.389807194692,13,061,7.8
Clayton County,Georgia,76.5905697357729,13,063,18.3
Clinch County,Georgia,72.8911653059202,13,065,13.5
Cobb County,Georgia,80.0630135787274,13,067,44.1
Coffee County,Georgia,74.8761077221601,13,069,13.7
Colquitt County,Georgia,74.5184384391096,13,071,13.1
Columbia County,Georgia,79.9000121343221,13,073,35.3
Cook County,Georgia,74.5580055914086,13,075,12.9
Coweta County,Georgia,78.2878211148514,13,077,27.6
Crawford County,Georgia,76.2615710216297,13,079,12.8
Crisp County,Georgia,75.0009603381692,13,081,14.6
Dade County,Georgia,75.2328094739059,13,083,14.1
Dawson County,Georgia,78.0323135482244,13,085,27.6
Decatur County,Georgia,74.2095783703298,13,087,15.8
DeKalb County,Georgia,79.4653896213388,13,089,41.1
Dodge County,Georgia,75.4295690779643,13,091,14.7
Dooly County,Georgia,78.0839269220416,13,093,9.2
Dougherty County,Georgia,74.786503482876,13,095,18.9
Douglas County,Georgia,77.3551061362594,13,097,26.0
Early County,Georgia,73.8751995634532,13,099,15.2
Echols County,Georgia,77.0628143470404,13,101,8.3
Effingham County,Georgia,76.414257500417,13,103,16.9
Elbert County,Georgia,74.6119539741512,13,105,10.6
Emanuel County,Georgia,73.0343110910228,13,107,10.8
Evans County,Georgia,74.9723693529997,13,109,15.4
Fannin County,Georgia,76.8311033512123,13,111,16.2
Fayette County,Georgia,80.8102293086784,13,113,43.8
Floyd County,Georgia,75.3007691624435,13,115,18.6
Forsyth County,Georgia,81.522901067057,13,117,45.6
Franklin County,Georgia,74.1403267104776,13,119,12.6
Fulton County,Georgia,78.5920379828466,13,121,49.3
Gilmer County,Georgia,78.1159356101066,13,123,16.7
Glascock County,Georgia,73.831276799801,13,125,8.1
Glynn County,Georgia,77.1385672912387,13,127,27.3
Gordon County,Georgia,75.5886365784405,13,129,13.7
Grady County,Georgia,75.6795943197714,13,131,13.3
Greene County,Georgia,77.6412044383976,13,133,24.7
Gwinnett County,Georgia,80.4384113806819,13,135,34.7
Habersham County,Georgia,77.4993847224526,13,137,17.5
Hall County,Georgia,78.8203748204953,13,139,22.7
Hancock County,Georgia,75.6859736738721,13,141,10.3
Haralson County,Georgia,73.3687710365694,13,143,14.1
Harris County,Georgia,79.1386047122064,13,145,26.6
Hart County,Georgia,76.8611128838859,13,147,13.6
Heard County,Georgia,75.0389959002543,13,149,10.1
Henry County,Georgia,77.2601558737148,13,151,27.0
Houston County,Georgia,77.3834558740908,13,153,23.5
Irwin County,Georgia,75.1864426229271,13,155,10.6
Jackson County,Georgia,76.134260571331,13,157,19.2
Jasper County,Georgia,75.9725613571511,13,159,11.9
Jeff Davis County,Georgia,73.5750401606558,13,161,9.7
Jefferson County,Georgia,72.842000760855,13,163,10.1
Jenkins County,Georgia,73.5327258960203,13,165,12.2
Johnson County,Georgia,76.1832695959256,13,167,8.9
Jones County,Georgia,78.0516006376945,13,169,19.7
Lamar County,Georgia,74.7629597232607,13,171,17.1
Lanier County,Georgia,75.5663386259568,13,173,12.7
Laurens County,Georgia,74.7306300814716,13,175,15.1
Lee County,Georgia,77.2195675791545,13,177,23.2
Liberty County,Georgia,76.5665577657614,13,179,18.7
Lincoln County,Georgia,76.0661887903113,13,181,12.1
Long County,Georgia,78.3496857779624,13,183,15.0
Lowndes County,Georgia,76.0100363022239,13,185,23.5
Lumpkin County,Georgia,77.8286653303911,13,187,28.1
McDuffie County,Georgia,74.0780726190292,13,189,14.2
McIntosh County,Georgia,79.4773231473255,13,191,13.1
Macon County,Georgia,74.0567258189828,13,193,7.9
Madison County,Georgia,75.7184339512435,13,195,15.6
Marion County,Georgia,76.3453500335902,13,197,12.2
Meriwether County,Georgia,74.7270506329405,13,199,9.3
Miller County,Georgia,73.4997499837151,13,201,12.8
Mitchell County,Georgia,74.7689316413014,13,205,11.4
Monroe County,Georgia,77.1698366221331,13,207,21.3
Montgomery County,Georgia,75.3576108121348,13,209,14.6
Morgan County,Georgia,77.5096838622981,13,211,22.1
Murray County,Georgia,74.9509992992007,13,213,10.3
Muscogee County,Georgia,74.5454406053132,13,215,24.1
Newton County,Georgia,76.1736339241261,13,217,20.2
Oconee County,Georgia,80.5798838924909,13,219,44.9
Oglethorpe County,Georgia,77.7167996062818,13,221,17.2
Paulding County,Georgia,78.5180367560156,13,223,23.8
Peach County,Georgia,74.03313677408,13,225,20.9
Pickens County,Georgia,77.3357389452521,13,227,25.1
Pierce County,Georgia,74.6705190503558,13,229,14.2
Pike County,Georgia,75.8098277591598,13,231,16.0
Polk County,Georgia,73.479135469949,13,233,13.1
Pulaski County,Georgia,77.7424998673055,13,235,12.1
Putnam County,Georgia,77.3966209074486,13,237,17.5
Quitman County,Georgia,75.3037922915723,13,239,6.7
Rabun County,Georgia,77.3787926782636,13,241,25.9
Randolph County,Georgia,75.6852416547734,13,243,14.7
Richmond County,Georgia,74.0548741424573,13,245,20.4
Rockdale County,Georgia,77.6878103253858,13,247,25.5
Schley County,Georgia,77.3388915434807,13,249,14.7
Screven County,Georgia,74.6973431226355,13,251,13.3
Seminole County,Georgia,73.9885563878023,13,253,15.1
Spalding County,Georgia,74.3802498950857,13,255,15.9
Stephens County,Georgia,73.5128371042352,13,257,16.2
Stewart County,Georgia,74.6723301476566,13,259,10.8
Sumter County,Georgia,74.5325257555981,13,261,19.0
Talbot County,Georgia,74.9568219510576,13,263,13.7
