County,State,mean_life_expectancy,State_FIPS,County_FIPS,Black Population
Chaffee County,Colorado,81.6805627048081,08,015,330.0
Cheyenne County,Colorado,78.6241739187883,08,017,2.0
Clear Creek County,Colorado,83.0032467314909,08,019,114.0
Conejos County,Colorado,76.5610928960289,08,021,40.0
Costilla County,Colorado,77.3234917081086,08,023,14.0
Crowley County,Colorado,76.9118821750115,08,025,203.0
Custer County,Colorado,81.5940275715944,08,027,138.0
Delta County,Colorado,78.1426822131909,08,029,367.0
Dolores County,Colorado,79.6458320998059,08,033,0.0
Douglas County,Colorado,83.798242865611,08,035,4874.0
Eagle County,Colorado,89.037765865798,08,037,642.0
Elbert County,Colorado,82.0085057703699,08,039,110.0
El Paso County,Colorado,78.8629762838757,08,041,44801.0
Fremont County,Colorado,77.3840109100534,08,043,2177.0
Garfield County,Colorado,80.7747188112076,08,045,286.0
Gilpin County,Colorado,82.1469482912617,08,047,20.0
Grand County,Colorado,84.3255281528647,08,049,172.0
Gunnison County,Colorado,83.0109717359124,08,051,95.0
Huerfano County,Colorado,75.3764961797006,08,055,34.0
Jackson County,Colorado,79.7053619586582,08,057,0.0
Kiowa County,Colorado,77.4317406302941,08,061,6.0
Kit Carson County,Colorado,79.5711867594791,08,063,186.0
Lake County,Colorado,82.5092432798499,08,065,9.0
La Plata County,Colorado,82.2831673739764,08,067,276.0
Larimer County,Colorado,81.7409917944594,08,069,3387.0
Las Animas County,Colorado,76.7842621659841,08,071,125.0
Lincoln County,Colorado,78.3588326706885,08,073,459.0
Logan County,Colorado,79.6749551479201,08,075,189.0
Mesa County,Colorado,78.6479463380801,08,077,1020.0
Moffat County,Colorado,78.6065465646204,08,081,158.0
Montezuma County,Colorado,77.6362624458917,08,083,72.0
Montrose County,Colorado,79.6282118450066,08,085,163.0
Morgan County,Colorado,78.3683962833378,08,087,1038.0
Otero County,Colorado,75.2461381669673,08,089,113.0
Ouray County,Colorado,84.4945402093033,08,091,15.0
Park County,Colorado,83.1413359768179,08,093,56.0
Phillips County,Colorado,80.83770234646,08,095,9.0
Pitkin County,Colorado,91.9533771503941,08,097,174.0
Prowers County,Colorado,77.0828492749894,08,099,95.0
Pueblo County,Colorado,76.4359209535187,08,101,3494.0
Rio Blanco County,Colorado,78.9294619320974,08,103,30.0
Rio Grande County,Colorado,76.9744549124682,08,105,106.0
Routt County,Colorado,83.7251626952226,08,107,232.0
Saguache County,Colorado,79.7395365629359,08,109,33.0
San Miguel County,Colorado,86.8405002420409,08,113,1.0
Sedgwick County,Colorado,78.0042385836866,08,115,19.0
Summit County,Colorado,92.2538583558184,08,117,342.0
Teller County,Colorado,80.8594227143916,08,119,208.0
Washington County,Colorado,79.579162477447,08,121,63.0
Yuma County,Colorado,79.1819910265769,08,125,112.0
Adams County,Colorado,80.7776770732522,08,001,17014.0
Arapahoe County,Colorado,80.7776770732522,08,005,69853.0
Boulder County,Colorado,80.7776770732522,08,013,2944.0
Broomfield County,Colorado,80.7776770732522,08,014,875.0
Denver County,Colorado,80.7776770732522,08,031,65215.0
Jefferson County,Colorado,80.7776770732522,08,059,6839.0
Weld County,Colorado,80.7776770732522,08,123,3643.0
Fairfield County,Connecticut,83.06367075044,09,001,109186.0
Hartford County,Connecticut,80.3245705571959,09,003,123117.0
Litchfield County,Connecticut,80.4782806087235,09,005,3165.0
Middlesex County,Connecticut,81.2555672072746,09,007,9119.0
New Haven County,Connecticut,80.238661322463,09,009,115837.0
New London County,Connecticut,80.0120060973127,09,011,15537.0
Tolland County,Connecticut,81.8506213159263,09,013,4806.0
Windham County,Connecticut,78.8137553417168,09,015,2649.0
Kent County,Delaware,77.3566080866732,10,001,45424.0
New Castle County,Delaware,78.4233453623627,10,003,139960.0
Sussex County,Delaware,78.7243267092783,10,005,26918.0
Alachua County,Florida,78.4340931262536,12,001,53278.0
Baker County,Florida,75.128460017376,12,003,3824.0
Bay County,Florida,75.8516440862453,12,005,20057.0
Bradford County,Florida,74.9471636217274,12,007,5544.0
Brevard County,Florida,77.1535095933838,12,009,56493.0
Broward County,Florida,80.6456883184715,12,011,551097.0
Calhoun County,Florida,74.745562315166,12,013,1904.0
Charlotte County,Florida,80.2028826550715,12,015,10113.0
Citrus County,Florida,75.2265593412728,12,017,4288.0
Clay County,Florida,77.3186239719444,12,019,23291.0
Collier County,Florida,85.3006274853414,12,021,25404.0
Columbia County,Florida,75.0076209421469,12,023,12653.0
Miami-Dade County,Florida,81.2133398870448,12,086,469202.0
DeSoto County,Florida,79.353923606622,12,027,4634.0
Dixie County,Florida,74.5628919091959,12,029,1474.0
Duval County,Florida,75.6810672794633,12,031,277195.0
Escambia County,Florida,74.8858720184732,12,033,68733.0
Flagler County,Florida,78.8047744405017,12,035,11010.0
Franklin County,Florida,76.2443544791436,12,037,1664.0
Gadsden County,Florida,75.4408844419078,12,039,25786.0
Gilchrist County,Florida,76.8041546429204,12,041,1052.0
Glades County,Florida,80.4422155675543,12,043,1819.0
Gulf County,Florida,76.6890535995694,12,045,2673.0
Hamilton County,Florida,75.1405417872033,12,047,4949.0
Hardee County,Florida,78.3664151371352,12,049,2051.0
Hendry County,Florida,77.1024946420314,12,051,4688.0
Hernando County,Florida,76.4707870919015,12,053,9946.0
Highlands County,Florida,78.4611947135149,12,055,9987.0
Hillsborough County,Florida,78.9068329546551,12,057,239119.0
Holmes County,Florida,72.8524921555009,12,059,1356.0
Indian River County,Florida,80.0866066846368,12,061,13633.0
Jackson County,Florida,74.3833609589623,12,063,12859.0
Jefferson County,Florida,77.0612988493261,12,065,4894.0
Lafayette County,Florida,77.1306853774472,12,067,1394.0
Lake County,Florida,78.231313487883,12,069,37766.0
Lee County,Florida,81.8202975262275,12,071,63282.0
Leon County,Florida,79.1165379077494,12,073,89536.0
Levy County,Florida,74.8204356383303,12,075,3541.0
Liberty County,Florida,75.7841247471328,12,077,1320.0
Madison County,Florida,75.0209773080767,12,079,7128.0
Manatee County,Florida,80.5582354410051,12,081,33462.0
Marion County,Florida,75.8588184778582,12,083,45754.0
Martin County,Florida,81.5458024946645,12,085,9006.0
Monroe County,Florida,80.0453706124074,12,087,5545.0
Nassau County,Florida,77.3506959508971,12,089,5031.0
Okaloosa County,Florida,77.4527229824993,12,091,20032.0
Okeechobee County,Florida,76.0476015281269,12,093,3414.0
Orange County,Florida,79.8001708637047,12,095,282677.0
Osceola County,Florida,78.8994587406866,12,097,40336.0
Palm Beach County,Florida,81.5903769096319,12,099,273384.0
Pasco County,Florida,77.2485204856939,12,101,30221.0
Pinellas County,Florida,78.586674870322,12,103,98942.0
Polk County,Florida,77.8084507732582,12,105,104676.0
Putnam County,Florida,73.8294207855765,12,107,11922.0
Saint Johns County,Florida,80.8265760794815,12,109,13224.0
Saint Lucie County,Florida,79.5825368083965,12,111,63087.0
Santa Rosa County,Florida,77.2818335841508,12,113,10858.0
Sarasota County,Florida,81.1962314153777,12,115,19002.0
Seminole County,Florida,79.9067588033048,12,117,55186.0
Sumter County,Florida,80.6404891289786,12,119,8818.0
Suwannee County,Florida,75.5232667907986,12,121,5683.0
Taylor County,Florida,74.640605259606,12,123,4397.0
Union County,Florida,67.7776529585801,12,125,3359.0
Volusia County,Florida,76.2744848258596,12,127,58584.0
Wakulla County,Florida,76.390708716639,12,129,4874.0
Walton County,Florida,77.7803937214357,12,131,3156.0
Washington County,Florida,72.6685066903205,12,133,3764.0
Appling County,Georgia,74.1299840083705,13,001,3561.0
Atkinson County,Georgia,73.6106428460459,13,003,1444.0
Bacon County,Georgia,72.7153851629149,13,005,1701.0
Baker County,Georgia,77.2265523808269,13,007,1244.0
Baldwin County,Georgia,75.958726877356,13,009,19102.0
Banks County,Georgia,76.7747953820731,13,011,486.0
Barrow County,Georgia,76.8906956716554,13,013,9340.0
Bartow County,Georgia,76.6574000836464,13,015,10931.0
Ben Hill County,Georgia,73.1077252518848,13,017,6236.0
Berrien County,Georgia,74.4030446681557,13,019,2247.0
Bibb County,Georgia,74.0479230862072,13,021,83405.0
Bleckley County,Georgia,76.0332417443827,13,023,3522.0
Brantley County,Georgia,74.6044083049542,13,025,661.0
Brooks County,Georgia,74.901508755282,13,027,5604.0
Bryan County,Georgia,76.2530588035402,13,029,5340.0
Bulloch County,Georgia,77.2098952039386,13,031,21245.0
Burke County,Georgia,73.9960548058811,13,033,10824.0
Butts County,Georgia,74.1990085559535,13,035,6992.0
Calhoun County,Georgia,74.4427083560295,13,037,3851.0
Camden County,Georgia,78.2590427705682,13,039,9997.0
Candler County,Georgia,73.7650410440072,13,043,2743.0
Carroll County,Georgia,75.5638951544728,13,045,22664.0
Catoosa County,Georgia,77.9344541792589,13,047,1497.0
Charlton County,Georgia,76.4868454884365,13,049,3419.0
Chatham County,Georgia,77.8888660442048,13,051,115023.0
Chattahoochee County,Georgia,77.4040253799594,13,053,2270.0
Chattooga County,Georgia,73.6686753247581,13,055,2593.0
Cherokee County,Georgia,80.2625671216918,13,057,17274.0
Clarke County,Georgia,79.0362591976606,13,059,35215.0
Clay County,Georgia,73.8111217920828,13,061,1841.0
Clayton County,Georgia,76.8990515639018,13,063,196495.0
Clinch County,Georgia,72.551746901677,13,065,1900.0
Cobb County,Georgia,80.6407684417505,13,067,207059.0
Coffee County,Georgia,74.5050115025747,13,069,12261.0
Colquitt County,Georgia,74.1561281823738,13,071,10622.0
Columbia County,Georgia,80.3603128042985,13,073,25127.0
Cook County,Georgia,74.5026987480474,13,075,4631.0
Coweta County,Georgia,78.8038123093466,13,077,25618.0
Crawford County,Georgia,75.6724806214399,13,079,2708.0
Crisp County,Georgia,74.7220937268816,13,081,10344.0
Dade County,Georgia,75.3114701564565,13,083,134.0
Dawson County,Georgia,78.3033662471657,13,085,258.0
Decatur County,Georgia,73.6601562217573,13,087,11225.0
DeKalb County,Georgia,80.4448353783483,13,089,404889.0
Dodge County,Georgia,75.5468666139455,13,091,5987.0
Dooly County,Georgia,78.5020483004188,13,093,6741.0
Dougherty County,Georgia,74.3390713154805,13,095,62417.0
Douglas County,Georgia,77.8467664649048,13,097,67249.0
Early County,Georgia,73.5795568978364,13,099,5409.0
Echols County,Georgia,77.4904865671423,13,101,79.0
Effingham County,Georgia,76.7115741558666,13,103,8050.0
Elbert County,Georgia,74.483630029281,13,105,5727.0
Emanuel County,Georgia,72.8820410119048,13,107,7636.0
Evans County,Georgia,75.2129516041769,13,109,3175.0
Fannin County,Georgia,77.7982430579873,13,111,63.0
Fayette County,Georgia,81.1591964534197,13,113,25506.0
Floyd County,Georgia,75.3084423705215,13,115,13576.0
Forsyth County,Georgia,82.1629515233153,13,117,8013.0
Franklin County,Georgia,74.074368213478,13,119,2119.0
Fulton County,Georgia,79.6229445774038,13,121,456855.0
Gilmer County,Georgia,78.3697821362563,13,123,166.0
Glascock County,Georgia,73.556073913624,13,125,306.0
Glynn County,Georgia,77.6513857604345,13,127,22235.0
Gordon County,Georgia,75.7777192557876,13,129,2169.0
Grady County,Georgia,75.6745096058627,13,131,7406.0
Greene County,Georgia,78.4712900431319,13,133,6101.0
Gwinnett County,Georgia,81.0167761555968,13,135,254466.0
Habersham County,Georgia,77.4525536461943,13,137,1435.0
Hall County,Georgia,79.2450646509743,13,139,14345.0
Hancock County,Georgia,75.381368510092,13,141,6235.0
Haralson County,Georgia,73.5774524409532,13,143,1481.0
Harris County,Georgia,79.5625776557608,13,145,5495.0
Hart County,Georgia,77.164437570065,13,147,4998.0
Heard County,Georgia,75.0756227800294,13,149,1024.0
Henry County,Georgia,77.5779659535645,13,151,99006.0
Houston County,Georgia,77.5879454126882,13,153,47637.0
Irwin County,Georgia,75.0602816749064,13,155,2674.0
Jackson County,Georgia,76.6407832284404,13,157,4625.0
Jasper County,Georgia,76.1353765239125,13,159,2838.0
Jeff Davis County,Georgia,73.5009861495751,13,161,2515.0
Jefferson County,Georgia,72.6459562949125,13,163,8325.0
Jenkins County,Georgia,73.4732476527202,13,165,3070.0
Johnson County,Georgia,76.1942124683175,13,167,3214.0
Jones County,Georgia,78.0617806492275,13,169,7043.0
Lamar County,Georgia,74.9593700097731,13,171,5489.0
Lanier County,Georgia,75.6935233496723,13,173,2532.0
Laurens County,Georgia,74.6579676717434,13,175,17687.0
Lee County,Georgia,76.7743295827364,13,177,6121.0
Liberty County,Georgia,76.4874651261938,13,179,25265.0
Lincoln County,Georgia,76.5255941801173,13,181,2433.0
Long County,Georgia,79.0586846862287,13,183,4660.0
Lowndes County,Georgia,76.1271047440151,13,185,42096.0
Lumpkin County,Georgia,77.9066523957369,13,187,672.0
McDuffie County,Georgia,74.0298601677061,13,189,8561.0
McIntosh County,Georgia,80.4104185456372,13,191,5036.0
Macon County,Georgia,73.7464509823897,13,193,8178.0
Madison County,Georgia,76.2644253282229,13,195,3108.0
Marion County,Georgia,76.5979928578085,13,197,2602.0
Meriwether County,Georgia,74.8212349638533,13,199,8426.0
Miller County,Georgia,73.123478698754,13,201,1765.0
Mitchell County,Georgia,73.9757811247242,13,205,10342.0
Monroe County,Georgia,78.2585017790917,13,207,6304.0
Montgomery County,Georgia,75.1853790614533,13,209,2392.0
Morgan County,Georgia,77.8007938168183,13,211,4347.0
Murray County,Georgia,75.1219487694679,13,213,413.0
Muscogee County,Georgia,74.2296849653059,13,215,90580.0
Newton County,Georgia,76.4384532126195,13,217,48483.0
Oconee County,Georgia,81.4613369282058,13,219,1993.0
Oglethorpe County,Georgia,77.9479609720703,13,221,2624.0
Paulding County,Georgia,78.9241895570538,13,223,30604.0
Peach County,Georgia,73.8047058848866,13,225,12165.0
Pickens County,Georgia,77.3860957156484,13,227,324.0
Pierce County,Georgia,74.4341947507242,13,229,1799.0
Pike County,Georgia,75.7634647722075,13,231,1641.0
Polk County,Georgia,73.5988039563983,13,233,5035.0
Pulaski County,Georgia,78.2225246953724,13,235,4252.0
Putnam County,Georgia,78.1286067826551,13,237,5689.0
Quitman County,Georgia,76.2445068416415,13,239,1188.0
Rabun County,Georgia,77.2156800094562,13,241,449.0
