County,State,mean_life_expectancy,State_FIPS,County_FIPS,Bachelor's Degree or Higher (%)
Stanislaus County,California,78.0404081273513,06,099,15.7
Sutter County,California,78.8647497761071,06,101,18.7
Tehama County,California,77.6815646677451,06,103,13.7
Trinity County,California,76.9779522244668,06,105,23.3
Tulare County,California,78.2919831279741,06,107,12.3
Tuolumne County,California,78.9180681770885,06,109,18.2
Ventura County,California,81.8702489506106,06,111,32.3
Yolo County,California,80.8212815975969,06,113,38.6
Yuba County,California,75.9620177615393,06,115,13.2
Alamosa County,Colorado,76.4520030136314,08,003,21.5
Archuleta County,Colorado,81.4521899731809,08,007,35.6
Baca County,Colorado,77.5486412990339,08,009,14.5
Bent County,Colorado,76.1374880821443,08,011,5.4
Chaffee County,Colorado,81.4775538864323,08,015,33.4
Cheyenne County,Colorado,79.6909457212359,08,017,23.0
Clear Creek County,Colorado,82.2544295673685,08,019,41.2
Conejos County,Colorado,76.7644631976601,08,021,21.1
Costilla County,Colorado,77.5800045007178,08,023,18.8
Crowley County,Colorado,77.741052629939,08,025,8.6
Custer County,Colorado,80.6307957604002,08,027,35.3
Delta County,Colorado,78.5163413913364,08,029,17.9
Dolores County,Colorado,79.5945138917714,08,033,20.9
Douglas County,Colorado,83.5549156528537,08,035,59.4
Eagle County,Colorado,87.8550573815851,08,037,45.0
Elbert County,Colorado,81.5265627610726,08,039,29.6
El Paso County,Colorado,79.4766379407405,08,041,36.3
Fremont County,Colorado,77.3282759106017,08,043,13.2
Garfield County,Colorado,80.7129313494244,08,045,26.8
Gilpin County,Colorado,80.8402892278279,08,047,22.6
Grand County,Colorado,83.6104349800547,08,049,32.1
Gunnison County,Colorado,82.4615975701476,08,051,51.2
Huerfano County,Colorado,76.7370310001646,08,055,28.7
Jackson County,Colorado,80.019428596651,08,057,14.8
Kiowa County,Colorado,77.8060630934981,08,061,20.6
Kit Carson County,Colorado,79.0396680266366,08,063,14.2
Lake County,Colorado,81.2812841315244,08,065,26.0
La Plata County,Colorado,81.9139056024152,08,067,42.3
Larimer County,Colorado,81.5911095993052,08,069,44.2
Las Animas County,Colorado,76.936758041852,08,071,16.9
Lincoln County,Colorado,79.2238693329103,08,073,10.4
Logan County,Colorado,79.1604272540649,08,075,13.6
Mesa County,Colorado,78.7432925415044,08,077,25.0
Moffat County,Colorado,78.7540045777934,08,081,12.8
Montezuma County,Colorado,77.577101117793,08,083,27.4
Montrose County,Colorado,79.6478445531103,08,085,25.4
Morgan County,Colorado,78.4127327674347,08,087,12.7
Otero County,Colorado,75.5779720298771,08,089,14.9
Ouray County,Colorado,84.5850561128476,08,091,53.0
Park County,Colorado,82.7525162279221,08,093,31.2
Phillips County,Colorado,79.9467802658477,08,095,19.4
Pitkin County,Colorado,90.0864739901917,08,097,55.1
Prowers County,Colorado,76.9893465934096,08,099,15.9
Pueblo County,Colorado,76.9509448414404,08,101,21.2
Rio Blanco County,Colorado,79.3997581000084,08,103,19.1
Rio Grande County,Colorado,77.1572524407443,08,105,18.6
Routt County,Colorado,83.0836598314748,08,107,44.4
Saguache County,Colorado,80.0823053595073,08,109,24.1
San Miguel County,Colorado,85.7011161631391,08,113,53.2
Sedgwick County,Colorado,78.2075550504511,08,115,18.2
Summit County,Colorado,90.4822708175061,08,117,41.2
Teller County,Colorado,80.5790656291349,08,119,30.7
Washington County,Colorado,79.9836857094953,08,121,16.8
Yuma County,Colorado,79.1855876209467,08,125,16.3
Adams County,Colorado,80.2789722027987,08,001,21.2
Arapahoe County,Colorado,80.2789722027987,08,005,40.2
Boulder County,Colorado,80.2789722027987,08,013,59.0
Broomfield County,Colorado,80.2789722027987,08,014,52.2
Denver County,Colorado,80.2789722027987,08,031,43.0
Jefferson County,Colorado,80.2789722027987,08,059,42.0
Weld County,Colorado,80.2789722027987,08,123,24.3
Fairfield County,Connecticut,82.5631925306583,09,001,46.8
Hartford County,Connecticut,80.5005165160435,09,003,36.2
Litchfield County,Connecticut,80.6656905163656,09,005,32.2
Middlesex County,Connecticut,81.2879575376129,09,007,39.5
New Haven County,Connecticut,80.2317578296903,09,009,33.6
New London County,Connecticut,80.1746538713983,09,011,30.9
Tolland County,Connecticut,81.8740724057526,09,013,35.8
Windham County,Connecticut,79.2213286863835,09,015,20.7
Kent County,Delaware,77.6582126117263,10,001,21.7
New Castle County,Delaware,78.7574531834631,10,003,34.1
Sussex County,Delaware,78.7388341774585,10,005,22.6
Alachua County,Florida,78.8446436145488,12,001,41.5
Baker County,Florida,75.5067173660575,12,003,9.8
Bay County,Florida,76.361815494481,12,005,20.9
Bradford County,Florida,76.0629032158072,12,007,9.1
Brevard County,Florida,78.154786052417,12,009,29.3
Broward County,Florida,80.6074711604382,12,011,30.9
Calhoun County,Florida,75.5785348350231,12,013,5.7
Charlotte County,Florida,80.4388130091559,12,015,22.6
Citrus County,Florida,76.2201643609441,12,017,17.8
Clay County,Florida,77.8317980418307,12,019,23.2
Collier County,Florida,84.4836600504725,12,021,36.4
Columbia County,Florida,75.4379875293089,12,023,12.7
Miami-Dade County,Florida,81.1399928541069,12,086,26.6
DeSoto County,Florida,79.8065989131509,12,027,8.5
Dixie County,Florida,74.9283501697955,12,029,7.0
Duval County,Florida,76.3662413048127,12,031,26.7
Escambia County,Florida,75.8265429872147,12,033,25.5
Flagler County,Florida,79.5181062926383,12,035,25.3
Franklin County,Florida,76.406957616415,12,037,13.4
Gadsden County,Florida,75.8057940796264,12,039,14.5
Gilchrist County,Florida,76.9721949862259,12,041,10.1
Glades County,Florida,80.9082704676563,12,043,9.2
Gulf County,Florida,76.6223858301363,12,045,12.6
Hamilton County,Florida,76.0213829513191,12,047,8.7
Hardee County,Florida,78.7962643023069,12,049,8.9
Hendry County,Florida,77.7970458894187,12,051,8.8
Hernando County,Florida,77.2131242626512,12,053,16.7
Highlands County,Florida,79.179271786199,12,055,16.8
Hillsborough County,Florida,78.8066512790219,12,057,30.4
Holmes County,Florida,74.345279901364,12,059,9.9
Indian River County,Florida,80.5310223845662,12,061,28.2
Jackson County,Florida,75.5087459649011,12,063,13.6
Jefferson County,Florida,77.0795832677861,12,065,13.1
Lafayette County,Florida,77.0212732340539,12,067,10.9
Lake County,Florida,79.2621560630153,12,069,21.9
Lee County,Florida,81.7426837998132,12,071,26.8
Leon County,Florida,79.3960410363991,12,073,44.3
Levy County,Florida,75.3349797824728,12,075,11.1
Liberty County,Florida,76.400954234728,12,077,12.9
Madison County,Florida,75.4161304834043,12,079,7.7
Manatee County,Florida,80.6948049167801,12,081,29.1
Marion County,Florida,77.0658729461655,12,083,18.8
Martin County,Florida,81.7022342824242,12,085,33.5
Monroe County,Florida,79.7820552632832,12,087,29.0
Nassau County,Florida,77.5913421377193,12,089,25.4
Okaloosa County,Florida,77.9811575177656,12,091,30.9
Okeechobee County,Florida,76.5984963130413,12,093,9.3
Orange County,Florida,79.8803026532843,12,095,30.7
Osceola County,Florida,79.3776245905727,12,097,16.6
Palm Beach County,Florida,81.8994870289193,12,099,34.8
Pasco County,Florida,77.7506120972686,12,101,21.5
Pinellas County,Florida,78.6728919990013,12,103,29.9
Polk County,Florida,78.3392589820842,12,105,18.1
Putnam County,Florida,74.6807451280498,12,107,11.6
Saint Johns County,Florida,81.0040923398974,12,109,43.4
Saint Lucie County,Florida,79.7137483124112,12,111,19.7
Santa Rosa County,Florida,77.924490088113,12,113,27.0
Sarasota County,Florida,81.5159280206738,12,115,34.2
Seminole County,Florida,80.3542107587214,12,117,36.4
Sumter County,Florida,81.2792040618854,12,119,29.4
Suwannee County,Florida,75.5908740871612,12,121,11.1
Taylor County,Florida,75.7787599842218,12,123,8.8
Union County,Florida,68.804653768535,12,125,8.0
Volusia County,Florida,77.2470119324166,12,127,21.8
Wakulla County,Florida,76.637763031087,12,129,15.5
Walton County,Florida,77.7392867649656,12,131,25.4
Washington County,Florida,74.1699775225144,12,133,10.3
Appling County,Georgia,74.7913877143402,13,001,13.6
Atkinson County,Georgia,73.7714960390043,13,003,5.1
Bacon County,Georgia,73.5222086041657,13,005,10.3
Baker County,Georgia,77.9683934012373,13,007,8.2
Baldwin County,Georgia,76.3383996487831,13,009,16.1
Banks County,Georgia,76.9101211936386,13,011,11.8
Barrow County,Georgia,76.517230702492,13,013,14.9
Bartow County,Georgia,76.4533100393887,13,015,16.5
Ben Hill County,Georgia,73.6096800245677,13,017,10.6
Berrien County,Georgia,75.190867400244,13,019,12.8
Bibb County,Georgia,73.9294345070761,13,021,22.6
Bleckley County,Georgia,76.187085449615,13,023,14.7
Brantley County,Georgia,74.9365531299157,13,025,4.4
Brooks County,Georgia,75.2397600148768,13,027,8.2
Bryan County,Georgia,76.3639290976648,13,029,32.8
Bulloch County,Georgia,77.0368004262305,13,031,27.3
Burke County,Georgia,73.7898930278459,13,033,9.1
Butts County,Georgia,74.0565385862956,13,035,7.4
Calhoun County,Georgia,75.2943589362578,13,037,6.5
Camden County,Georgia,78.0008189410582,13,039,20.9
Candler County,Georgia,73.882180330007,13,043,17.2
Carroll County,Georgia,75.0924295103043,13,045,17.9
Catoosa County,Georgia,78.0009537512239,13,047,19.3
Charlton County,Georgia,76.5710378110187,13,049,8.6
Chatham County,Georgia,77.720211150539,13,051,31.3
Chattahoochee County,Georgia,77.2468365236423,13,053,35.7
Chattooga County,Georgia,73.8516363427106,13,055,7.6
Cherokee County,Georgia,79.9067687559501,13,057,34.9
Clarke County,Georgia,78.2921794435612,13,059,39.2
Clay County,Georgia,74.6488916925777,13,061,6.2
Clayton County,Georgia,76.880309592685,13,063,15.0
Clinch County,Georgia,73.4584259976083,13,065,9.8
Cobb County,Georgia,80.1366382597769,13,067,44.2
Coffee County,Georgia,75.0163716195189,13,069,9.8
Colquitt County,Georgia,74.9122018657446,13,071,11.7
Columbia County,Georgia,80.0676296378463,13,073,37.1
Cook County,Georgia,74.7320855084491,13,075,13.0
Coweta County,Georgia,78.285359699771,13,077,27.1
Crawford County,Georgia,76.5621078535087,13,079,8.6
Crisp County,Georgia,75.609384748844,13,081,14.4
Dade County,Georgia,75.3960009690029,13,083,14.3
Dawson County,Georgia,78.1336508154396,13,085,28.2
Decatur County,Georgia,74.7007199893853,13,087,13.7
DeKalb County,Georgia,79.4962305308697,13,089,39.7
Dodge County,Georgia,75.4421725381297,13,091,11.0
Dooly County,Georgia,78.5144079303595,13,093,6.2
Dougherty County,Georgia,75.038542335195,13,095,17.5
Douglas County,Georgia,77.4032014471524,13,097,21.6
Early County,Georgia,73.978063106976,13,099,12.6
Echols County,Georgia,77.5417724006261,13,101,4.8
Effingham County,Georgia,76.5731690017895,13,103,16.2
Elbert County,Georgia,75.0164188271286,13,105,11.7
Emanuel County,Georgia,73.1718202483777,13,107,9.1
Evans County,Georgia,75.1580822990035,13,109,15.0
Fannin County,Georgia,76.9013426301904,13,111,15.5
Fayette County,Georgia,80.9425991889622,13,113,44.4
Floyd County,Georgia,75.5586411421325,13,115,17.8
Forsyth County,Georgia,81.4700212970869,13,117,47.5
Franklin County,Georgia,74.3539985940726,13,119,11.6
Fulton County,Georgia,78.5987701241935,13,121,50.2
Gilmer County,Georgia,78.2712613586073,13,123,18.0
Glascock County,Georgia,74.0095727000035,13,125,10.7
Glynn County,Georgia,77.3454296677488,13,127,27.4
Gordon County,Georgia,75.7664983217768,13,129,14.5
Grady County,Georgia,75.9708134350991,13,131,12.8
Greene County,Georgia,77.7291789565482,13,133,28.8
Gwinnett County,Georgia,80.5413606378106,13,135,35.4
Habersham County,Georgia,77.6403397782881,13,137,17.7
Hall County,Georgia,78.8999066045999,13,139,22.4
Hancock County,Georgia,76.1807363127476,13,141,9.2
Haralson County,Georgia,73.5619730006166,13,143,10.9
Harris County,Georgia,79.372928241056,13,145,28.3
Hart County,Georgia,77.0624660385596,13,147,12.6
Heard County,Georgia,75.267737833288,13,149,10.0
Henry County,Georgia,77.3049999830077,13,151,24.8
Houston County,Georgia,77.5027345951035,13,153,24.5
Irwin County,Georgia,75.4290585130566,13,155,10.6
Jackson County,Georgia,76.1830898877838,13,157,17.9
Jasper County,Georgia,76.0796020621275,13,159,12.1
Jeff Davis County,Georgia,73.8214311853932,13,161,7.8
Jefferson County,Georgia,73.1652202685591,13,163,7.0
Jenkins County,Georgia,74.3679832068187,13,165,11.3
Johnson County,Georgia,76.381728931759,13,167,7.3
Jones County,Georgia,78.252880160435,13,169,16.3
Lamar County,Georgia,74.8970962853556,13,171,13.6
Lanier County,Georgia,75.8132703022645,13,173,11.0
Laurens County,Georgia,74.9950661049002,13,175,13.5
Lee County,Georgia,77.4356523334636,13,177,20.7
Liberty County,Georgia,76.903539545897,13,179,17.9
Lincoln County,Georgia,76.4916448181181,13,181,10.4
Long County,Georgia,78.5196020317748,13,183,13.0
Lowndes County,Georgia,76.2643690452204,13,185,22.5
Lumpkin County,Georgia,78.0146664866746,13,187,28.9
McDuffie County,Georgia,74.3231824430064,13,189,13.7
McIntosh County,Georgia,79.6443775538217,13,191,14.3
Macon County,Georgia,74.3214975662633,13,193,8.4
Madison County,Georgia,75.9164119646493,13,195,13.7
Marion County,Georgia,76.5565655971449,13,197,12.4
Meriwether County,Georgia,74.9750751980501,13,199,9.3
Miller County,Georgia,73.9357844275489,13,201,10.5
Mitchell County,Georgia,75.0734144121862,13,205,9.5
Monroe County,Georgia,77.4296681097743,13,207,19.0
Montgomery County,Georgia,75.6422874814565,13,209,12.6
Morgan County,Georgia,77.5413475560736,13,211,22.2
Murray County,Georgia,75.2496113616646,13,213,8.3
Muscogee County,Georgia,74.8788732502681,13,215,24.0
Newton County,Georgia,76.2508476547503,13,217,17.5
Oconee County,Georgia,80.7201006294958,13,219,45.4
Oglethorpe County,Georgia,78.2015427852691,13,221,15.1
Paulding County,Georgia,78.7263186693695,13,223,20.9
Peach County,Georgia,74.3109147998361,13,225,18.6
Pickens County,Georgia,77.4804361140647,13,227,23.5
Pierce County,Georgia,75.0941998698357,13,229,12.5
Pike County,Georgia,75.8421997692356,13,231,15.3
Polk County,Georgia,73.7361143015121,13,233,10.4
Pulaski County,Georgia,77.7938948047007,13,235,9.9
Putnam County,Georgia,77.2841027649912,13,237,18.5
Quitman County,Georgia,75.7392722815738,13,239,7.6
Rabun County,Georgia,77.6475490038442,13,241,28.2
Randolph County,Georgia,75.7955773877892,13,243,16.1
Richmond County,Georgia,74.1815498876986,13,245,19.4
Rockdale County,Georgia,77.9264352187422,13,247,24.2
Schley County,Georgia,77.7418036651367,13,249,10.7
Screven County,Georgia,74.8961507342859,13,251,10.8
Seminole County,Georgia,74.610792469006,13,253,13.9
Spalding County,Georgia,74.3370993352963,13,255,14.5
Stephens County,Georgia,73.6787807406777,13,257,16.0
Stewart County,Georgia,74.7887527287855,13,259,5.0
Sumter County,Georgia,75.1841605846496,13,261,18.5
Talbot County,Georgia,75.3118618731684,13,263,10.1
Taliaferro County,Georgia,75.125225892876,13,265,7.5
Tattnall County,Georgia,75.0566212046537,13,267,8.4
