County,State,mean_life_expectancy,State_FIPS,County_FIPS,No Vehicle (Renter)
Polk County,Arkansas,75.318879330763,05,113,259.0
Pope County,Arkansas,76.7648866733951,05,115,901.0
Prairie County,Arkansas,76.3100595930086,05,117,144.0
Pulaski County,Arkansas,76.2703323632758,05,119,9394.0
Randolph County,Arkansas,74.5934682592182,05,121,211.0
Saint Francis County,Arkansas,74.2825629644221,05,123,1079.0
Saline County,Arkansas,77.3055666277896,05,125,1196.0
Scott County,Arkansas,74.8636036332918,05,127,303.0
Searcy County,Arkansas,75.4159073702129,05,129,176.0
Sebastian County,Arkansas,76.1656763127211,05,131,2933.0
Sevier County,Arkansas,75.6975365722476,05,133,178.0
Sharp County,Arkansas,73.8715952603263,05,135,257.0
Stone County,Arkansas,76.3093521708669,05,137,154.0
Union County,Arkansas,73.5506121344898,05,139,524.0
Van Buren County,Arkansas,76.0940936040922,05,141,370.0
Washington County,Arkansas,78.0991138391832,05,143,4046.0
White County,Arkansas,75.5567414461608,05,145,1332.0
Woodruff County,Arkansas,72.9480766180175,05,147,231.0
Yell County,Arkansas,74.9235318658026,05,149,268.0
Alameda County,California,82.7575999201849,06,001,44971.0
Alpine County,California,78.6485788538821,06,003,5.0
Amador County,California,79.8862333173767,06,005,458.0
Butte County,California,77.74205624894,06,007,4340.0
Calaveras County,California,79.652233484278,06,009,151.0
Colusa County,California,79.8519517516367,06,011,301.0
Contra Costa County,California,82.3343582015746,06,013,14918.0
Del Norte County,California,75.6423735250373,06,015,599.0
El Dorado County,California,81.9417323021439,06,017,1865.0
Fresno County,California,78.7315724036983,06,019,21493.0
Glenn County,California,77.4985091634692,06,021,231.0
Humboldt County,California,77.103231884233,06,023,2978.0
Imperial County,California,81.0043587502323,06,025,2914.0
Inyo County,California,79.7078188792565,06,027,303.0
Kern County,California,77.2937032261976,06,029,14523.0
Kings County,California,79.6146493630519,06,031,1923.0
Lake County,California,74.991217511911,06,033,938.0
Lassen County,California,78.2284119036475,06,035,353.0
Los Angeles County,California,81.972558307764,06,037,248691.0
Madera County,California,79.3974531940033,06,039,1420.0
Marin County,California,85.1494474193505,06,041,3688.0
Mariposa County,California,80.1801056836494,06,043,196.0
Mendocino County,California,79.077233019805,06,045,1522.0
Merced County,California,78.8420147049498,06,047,4132.0
Modoc County,California,77.2373424971755,06,049,57.0
Mono County,California,85.4852438391621,06,051,70.0
Monterey County,California,82.2537544267071,06,053,4477.0
Napa County,California,81.66511692599,06,055,1654.0
Nevada County,California,81.3041858848551,06,057,976.0
Orange County,California,82.9944118033005,06,059,32739.0
Placer County,California,82.0887926135161,06,061,3722.0
Plumas County,California,78.6325377024891,06,063,253.0
Riverside County,California,80.7191290565484,06,065,19527.0
Sacramento County,California,79.4935137170957,06,067,28951.0
San Benito County,California,81.9286772500934,06,069,349.0
San Bernardino County,California,78.5801556964033,06,071,21716.0
San Diego County,California,82.0170756619688,06,073,48732.0
San Francisco County,California,83.5138158609691,06,075,97482.0
San Joaquin County,California,78.3915151066575,06,077,11066.0
San Luis Obispo County,California,81.5052105883313,06,079,2992.0
San Mateo County,California,84.7023442849213,06,081,10070.0
Santa Barbara County,California,81.8166907378361,06,083,6714.0
Santa Clara County,California,84.5063120740832,06,085,25458.0
Santa Cruz County,California,82.7177673079809,06,087,3865.0
Shasta County,California,76.2390119338471,06,089,3359.0
Sierra County,California,78.8775588444232,06,091,87.0
Siskiyou County,California,76.2690959628399,06,093,913.0
Solano County,California,80.0436361786558,06,095,5184.0
Sonoma County,California,82.0820448341027,06,097,6315.0
Stanislaus County,California,77.8966215595777,06,099,7749.0
Sutter County,California,78.6026819687963,06,101,1444.0
Tehama County,California,77.3220982796968,06,103,1111.0
Trinity County,California,76.6003438081553,06,105,261.0
Tulare County,California,78.4413170202644,06,107,6118.0
Tuolumne County,California,78.8406628636061,06,109,529.0
Ventura County,California,82.2820614093944,06,111,8636.0
Yolo County,California,81.315994065652,06,113,5111.0
Yuba County,California,76.0772917446634,06,115,1402.0
Alamosa County,Colorado,75.8122663850422,08,003,322.0
Archuleta County,Colorado,82.1853597930904,08,007,33.0
Baca County,Colorado,77.5452423013832,08,009,52.0
Bent County,Colorado,76.0410177047456,08,011,158.0
Chaffee County,Colorado,81.6805627048081,08,015,239.0
Cheyenne County,Colorado,78.6241739187883,08,017,20.0
Clear Creek County,Colorado,83.0032467314909,08,019,91.0
Conejos County,Colorado,76.5610928960289,08,021,106.0
Costilla County,Colorado,77.3234917081086,08,023,106.0
Crowley County,Colorado,76.9118821750115,08,025,37.0
Custer County,Colorado,81.5940275715944,08,027,19.0
Delta County,Colorado,78.1426822131909,08,029,450.0
Dolores County,Colorado,79.6458320998059,08,033,8.0
Douglas County,Colorado,83.798242865611,08,035,1600.0
Eagle County,Colorado,89.037765865798,08,037,204.0
Elbert County,Colorado,82.0085057703699,08,039,48.0
El Paso County,Colorado,78.8629762838757,08,041,8727.0
Fremont County,Colorado,77.3840109100534,08,043,567.0
Garfield County,Colorado,80.7747188112076,08,045,468.0
Gilpin County,Colorado,82.1469482912617,08,047,52.0
Grand County,Colorado,84.3255281528647,08,049,154.0
Gunnison County,Colorado,83.0109717359124,08,051,203.0
Huerfano County,Colorado,75.3764961797006,08,055,280.0
Jackson County,Colorado,79.7053619586582,08,057,15.0
Kiowa County,Colorado,77.4317406302941,08,061,24.0
Kit Carson County,Colorado,79.5711867594791,08,063,158.0
Lake County,Colorado,82.5092432798499,08,065,109.0
La Plata County,Colorado,82.2831673739764,08,067,275.0
Larimer County,Colorado,81.7409917944594,08,069,4228.0
Las Animas County,Colorado,76.7842621659841,08,071,578.0
Lincoln County,Colorado,78.3588326706885,08,073,68.0
Logan County,Colorado,79.6749551479201,08,075,435.0
Mesa County,Colorado,78.6479463380801,08,077,2034.0
Moffat County,Colorado,78.6065465646204,08,081,286.0
Montezuma County,Colorado,77.6362624458917,08,083,143.0
Montrose County,Colorado,79.6282118450066,08,085,508.0
Morgan County,Colorado,78.3683962833378,08,087,523.0
Otero County,Colorado,75.2461381669673,08,089,571.0
Ouray County,Colorado,84.4945402093033,08,091,28.0
Park County,Colorado,83.1413359768179,08,093,21.0
Phillips County,Colorado,80.83770234646,08,095,32.0
Pitkin County,Colorado,91.9533771503941,08,097,347.0
Prowers County,Colorado,77.0828492749894,08,099,213.0
Pueblo County,Colorado,76.4359209535187,08,101,3727.0
Rio Blanco County,Colorado,78.9294619320974,08,103,31.0
Rio Grande County,Colorado,76.9744549124682,08,105,329.0
Routt County,Colorado,83.7251626952226,08,107,197.0
Saguache County,Colorado,79.7395365629359,08,109,58.0
San Miguel County,Colorado,86.8405002420409,08,113,112.0
Sedgwick County,Colorado,78.0042385836866,08,115,36.0
Summit County,Colorado,92.2538583558184,08,117,182.0
Teller County,Colorado,80.8594227143916,08,119,91.0
Washington County,Colorado,79.579162477447,08,121,58.0
Yuma County,Colorado,79.1819910265769,08,125,156.0
Adams County,Colorado,80.7776770732522,08,001,5477.0
Arapahoe County,Colorado,80.7776770732522,08,005,9247.0
Boulder County,Colorado,80.7776770732522,08,013,5573.0
Broomfield County,Colorado,80.7776770732522,08,014,543.0
Denver County,Colorado,80.7776770732522,08,031,25843.0
Jefferson County,Colorado,80.7776770732522,08,059,6673.0
Weld County,Colorado,80.7776770732522,08,123,2371.0
Fairfield County,Connecticut,83.06367075044,09,001,20955.0
Hartford County,Connecticut,80.3245705571959,09,003,29939.0
Litchfield County,Connecticut,80.4782806087235,09,005,2502.0
Middlesex County,Connecticut,81.2555672072746,09,007,2701.0
New Haven County,Connecticut,80.238661322463,09,009,32485.0
New London County,Connecticut,80.0120060973127,09,011,5288.0
Tolland County,Connecticut,81.8506213159263,09,013,1856.0
Windham County,Connecticut,78.8137553417168,09,015,2184.0
Kent County,Delaware,77.3566080866732,10,001,3056.0
New Castle County,Delaware,78.4233453623627,10,003,10587.0
Sussex County,Delaware,78.7243267092783,10,005,1815.0
Alachua County,Florida,78.4340931262536,12,001,5353.0
Baker County,Florida,75.128460017376,12,003,116.0
Bay County,Florida,75.8516440862453,12,005,2997.0
Bradford County,Florida,74.9471636217274,12,007,420.0
Brevard County,Florida,77.1535095933838,12,009,6723.0
Broward County,Florida,80.6456883184715,12,011,31039.0
Calhoun County,Florida,74.745562315166,12,013,159.0
Charlotte County,Florida,80.2028826550715,12,015,2166.0
Citrus County,Florida,75.2265593412728,12,017,1900.0
Clay County,Florida,77.3186239719444,12,019,1180.0
Collier County,Florida,85.3006274853414,12,021,4673.0
Columbia County,Florida,75.0076209421469,12,023,711.0
Miami-Dade County,Florida,81.2133398870448,12,086,70553.0
DeSoto County,Florida,79.353923606622,12,027,549.0
Dixie County,Florida,74.5628919091959,12,029,403.0
Duval County,Florida,75.6810672794633,12,031,22300.0
Escambia County,Florida,74.8858720184732,12,033,5238.0
Flagler County,Florida,78.8047744405017,12,035,781.0
Franklin County,Florida,76.2443544791436,12,037,108.0
Gadsden County,Florida,75.4408844419078,12,039,1017.0
Gilchrist County,Florida,76.8041546429204,12,041,247.0
Glades County,Florida,80.4422155675543,12,043,100.0
Gulf County,Florida,76.6890535995694,12,045,154.0
Hamilton County,Florida,75.1405417872033,12,047,290.0
Hardee County,Florida,78.3664151371352,12,049,236.0
Hendry County,Florida,77.1024946420314,12,051,760.0
Hernando County,Florida,76.4707870919015,12,053,1855.0
Highlands County,Florida,78.4611947135149,12,055,1142.0
Hillsborough County,Florida,78.9068329546551,12,057,27056.0
Holmes County,Florida,72.8524921555009,12,059,285.0
Indian River County,Florida,80.0866066846368,12,061,1801.0
Jackson County,Florida,74.3833609589623,12,063,1074.0
Jefferson County,Florida,77.0612988493261,12,065,171.0
Lafayette County,Florida,77.1306853774472,12,067,76.0
Lake County,Florida,78.231313487883,12,069,3744.0
Lee County,Florida,81.8202975262275,12,071,7971.0
Leon County,Florida,79.1165379077494,12,073,5859.0
Levy County,Florida,74.8204356383303,12,075,456.0
Liberty County,Florida,75.7841247471328,12,077,22.0
Madison County,Florida,75.0209773080767,12,079,351.0
Manatee County,Florida,80.5582354410051,12,081,3987.0
Marion County,Florida,75.8588184778582,12,083,4166.0
Martin County,Florida,81.5458024946645,12,085,1834.0
Monroe County,Florida,80.0453706124074,12,087,1785.0
Nassau County,Florida,77.3506959508971,12,089,678.0
Okaloosa County,Florida,77.4527229824993,12,091,2876.0
Okeechobee County,Florida,76.0476015281269,12,093,235.0
Orange County,Florida,79.8001708637047,12,095,19953.0
Osceola County,Florida,78.8994587406866,12,097,3660.0
Palm Beach County,Florida,81.5903769096319,12,099,20636.0
Pasco County,Florida,77.2485204856939,12,101,6732.0
Pinellas County,Florida,78.586674870322,12,103,20546.0
Polk County,Florida,77.8084507732582,12,105,7669.0
Putnam County,Florida,73.8294207855765,12,107,1174.0
Saint Johns County,Florida,80.8265760794815,12,109,1102.0
Saint Lucie County,Florida,79.5825368083965,12,111,2922.0
Santa Rosa County,Florida,77.2818335841508,12,113,934.0
Sarasota County,Florida,81.1962314153777,12,115,5496.0
Seminole County,Florida,79.9067588033048,12,117,4599.0
Sumter County,Florida,80.6404891289786,12,119,1077.0
Suwannee County,Florida,75.5232667907986,12,121,767.0
Taylor County,Florida,74.640605259606,12,123,367.0
Union County,Florida,67.7776529585801,12,125,173.0
Volusia County,Florida,76.2744848258596,12,127,8529.0
Wakulla County,Florida,76.390708716639,12,129,238.0
Walton County,Florida,77.7803937214357,12,131,871.0
Washington County,Florida,72.6685066903205,12,133,246.0
Appling County,Georgia,74.1299840083705,13,001,360.0
Atkinson County,Georgia,73.6106428460459,13,003,166.0
Bacon County,Georgia,72.7153851629149,13,005,184.0
Baker County,Georgia,77.2265523808269,13,007,79.0
Baldwin County,Georgia,75.958726877356,13,009,909.0
Banks County,Georgia,76.7747953820731,13,011,87.0
Barrow County,Georgia,76.8906956716554,13,013,578.0
Bartow County,Georgia,76.6574000836464,13,015,1075.0
Ben Hill County,Georgia,73.1077252518848,13,017,736.0
Berrien County,Georgia,74.4030446681557,13,019,498.0
Bibb County,Georgia,74.0479230862072,13,021,5796.0
Bleckley County,Georgia,76.0332417443827,13,023,183.0
Brantley County,Georgia,74.6044083049542,13,025,144.0
Brooks County,Georgia,74.901508755282,13,027,174.0
Bryan County,Georgia,76.2530588035402,13,029,498.0
Bulloch County,Georgia,77.2098952039386,13,031,1158.0
Burke County,Georgia,73.9960548058811,13,033,486.0
Butts County,Georgia,74.1990085559535,13,035,329.0
Calhoun County,Georgia,74.4427083560295,13,037,81.0
Camden County,Georgia,78.2590427705682,13,039,686.0
Candler County,Georgia,73.7650410440072,13,043,390.0
Carroll County,Georgia,75.5638951544728,13,045,1332.0
Catoosa County,Georgia,77.9344541792589,13,047,738.0
Charlton County,Georgia,76.4868454884365,13,049,258.0
Chatham County,Georgia,77.8888660442048,13,051,7141.0
Chattahoochee County,Georgia,77.4040253799594,13,053,76.0
Chattooga County,Georgia,73.6686753247581,13,055,410.0
Cherokee County,Georgia,80.2625671216918,13,057,1465.0
Clarke County,Georgia,79.0362591976606,13,059,4186.0
Clay County,Georgia,73.8111217920828,13,061,100.0
Clayton County,Georgia,76.8990515639018,13,063,5973.0
Clinch County,Georgia,72.551746901677,13,065,183.0
Cobb County,Georgia,80.6407684417505,13,067,7960.0
Coffee County,Georgia,74.5050115025747,13,069,858.0
Colquitt County,Georgia,74.1561281823738,13,071,981.0
Columbia County,Georgia,80.3603128042985,13,073,713.0
Cook County,Georgia,74.5026987480474,13,075,318.0
Coweta County,Georgia,78.8038123093466,13,077,1428.0
Crawford County,Georgia,75.6724806214399,13,079,73.0
Crisp County,Georgia,74.7220937268816,13,081,1074.0
Dade County,Georgia,75.3114701564565,13,083,163.0
Dawson County,Georgia,78.3033662471657,13,085,133.0
Decatur County,Georgia,73.6601562217573,13,087,567.0
DeKalb County,Georgia,80.4448353783483,13,089,20519.0
Dodge County,Georgia,75.5468666139455,13,091,447.0
Dooly County,Georgia,78.5020483004188,13,093,433.0
Dougherty County,Georgia,74.3390713154805,13,095,3613.0
Douglas County,Georgia,77.8467664649048,13,097,1471.0
Early County,Georgia,73.5795568978364,13,099,302.0
Echols County,Georgia,77.4904865671423,13,101,5.0
Effingham County,Georgia,76.7115741558666,13,103,351.0
Elbert County,Georgia,74.483630029281,13,105,566.0
Emanuel County,Georgia,72.8820410119048,13,107,642.0
Evans County,Georgia,75.2129516041769,13,109,145.0
Fannin County,Georgia,77.7982430579873,13,111,271.0
Fayette County,Georgia,81.1591964534197,13,113,699.0
Floyd County,Georgia,75.3084423705215,13,115,2246.0
Forsyth County,Georgia,82.1629515233153,13,117,599.0
Franklin County,Georgia,74.074368213478,13,119,285.0
Fulton County,Georgia,79.6229445774038,13,121,38442.0
Gilmer County,Georgia,78.3697821362563,13,123,275.0
Glascock County,Georgia,73.556073913624,13,125,29.0
Glynn County,Georgia,77.6513857604345,13,127,1711.0
Gordon County,Georgia,75.7777192557876,13,129,1119.0
Grady County,Georgia,75.6745096058627,13,131,512.0
Greene County,Georgia,78.4712900431319,13,133,308.0
Gwinnett County,Georgia,81.0167761555968,13,135,6809.0
Habersham County,Georgia,77.4525536461943,13,137,360.0
Hall County,Georgia,79.2450646509743,13,139,2661.0
Hancock County,Georgia,75.381368510092,13,141,203.0
Haralson County,Georgia,73.5774524409532,13,143,354.0
Harris County,Georgia,79.5625776557608,13,145,166.0
Hart County,Georgia,77.164437570065,13,147,366.0
Heard County,Georgia,75.0756227800294,13,149,241.0
Henry County,Georgia,77.5779659535645,13,151,1103.0
Houston County,Georgia,77.5879454126882,13,153,1998.0
Irwin County,Georgia,75.0602816749064,13,155,147.0
Jackson County,Georgia,76.6407832284404,13,157,676.0
Jasper County,Georgia,76.1353765239125,13,159,206.0
Jeff Davis County,Georgia,73.5009861495751,13,161,422.0
Jefferson County,Georgia,72.6459562949125,13,163,558.0
Jenkins County,Georgia,73.4732476527202,13,165,217.0
Johnson County,Georgia,76.1942124683175,13,167,244.0
Jones County,Georgia,78.0617806492275,13,169,280.0
Lamar County,Georgia,74.9593700097731,13,171,261.0
Lanier County,Georgia,75.6935233496723,13,173,270.0
Laurens County,Georgia,74.6579676717434,13,175,818.0
Lee County,Georgia,76.7743295827364,13,177,92.0
Liberty County,Georgia,76.4874651261938,13,179,1027.0
Lincoln County,Georgia,76.5255941801173,13,181,137.0
Long County,Georgia,79.0586846862287,13,183,99.0
Lowndes County,Georgia,76.1271047440151,13,185,3057.0
Lumpkin County,Georgia,77.9066523957369,13,187,281.0
McDuffie County,Georgia,74.0298601677061,13,189,665.0
McIntosh County,Georgia,80.4104185456372,13,191,99.0
Macon County,Georgia,73.7464509823897,13,193,380.0
Madison County,Georgia,76.2644253282229,13,195,156.0
Marion County,Georgia,76.5979928578085,13,197,170.0
Meriwether County,Georgia,74.8212349638533,13,199,541.0
Miller County,Georgia,73.123478698754,13,201,189.0
Mitchell County,Georgia,73.9757811247242,13,205,659.0
Monroe County,Georgia,78.2585017790917,13,207,119.0
Montgomery County,Georgia,75.1853790614533,13,209,168.0
Morgan County,Georgia,77.8007938168183,13,211,207.0
Murray County,Georgia,75.1219487694679,13,213,353.0
Muscogee County,Georgia,74.2296849653059,13,215,6224.0
Newton County,Georgia,76.4384532126195,13,217,1332.0
Oconee County,Georgia,81.4613369282058,13,219,219.0
Oglethorpe County,Georgia,77.9479609720703,13,221,151.0
Paulding County,Georgia,78.9241895570538,13,223,799.0
Peach County,Georgia,73.8047058848866,13,225,828.0
Pickens County,Georgia,77.3860957156484,13,227,272.0
Pierce County,Georgia,74.4341947507242,13,229,243.0
Pike County,Georgia,75.7634647722075,13,231,63.0
Polk County,Georgia,73.5988039563983,13,233,835.0
Pulaski County,Georgia,78.2225246953724,13,235,225.0
Putnam County,Georgia,78.1286067826551,13,237,234.0
Quitman County,Georgia,76.2445068416415,13,239,36.0
Rabun County,Georgia,77.2156800094562,13,241,186.0
Randolph County,Georgia,75.0894837271813,13,243,171.0
Richmond County,Georgia,74.0629670568665,13,245,5548.0
Rockdale County,Georgia,77.7222836148183,13,247,846.0
Schley County,Georgia,77.279661862851,13,249,105.0
Screven County,Georgia,74.7823602905223,13,251,282.0
Seminole County,Georgia,73.6092805430089,13,253,200.0
