County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Population
Anchorage Municipality,Alaska,78.8427395859197,02,020,298225.0
Bethel Census Area,Alaska,72.3773195918739,02,050,17957.0
Bristol Bay Borough,Alaska,75.8312576360195,02,060,917.0
Fairbanks North Star Borough,Alaska,79.8531882449376,02,090,100031.0
Haines Borough,Alaska,81.6301311834033,02,100,2537.0
Juneau City and Borough,Alaska,80.4330971073059,02,110,32434.0
Kenai Peninsula Borough,Alaska,78.3677604150779,02,122,57961.0
Kodiak Island Borough,Alaska,79.8324510978969,02,150,13773.0
Matanuska-Susitna Borough,Alaska,78.4961228596649,02,170,101135.0
Nome Census Area,Alaska,70.4964319256222,02,180,9869.0
North Slope Borough,Alaska,75.4604638102837,02,185,9757.0
Sitka City and Borough,Alaska,80.0877625456278,02,220,8810.0
Southeast Fairbanks Census Area,Alaska,77.3779098522792,02,240,6889.0
Valdez-Cordova Census Area,Alaska,78.9328153281328,02,261,9439.0
Wade Hampton Census Area,Alaska,67.9859126754132,02,270,
Northwest Arctic Borough,Alaska,72.237114207438,02,188,7715.0
Aleutians East Borough,Alaska,84.1950647120622,02,013,3338.0
Aleutians West Census Area,Alaska,84.1950647120622,02,016,5784.0
Dillingham Census Area,Alaska,73.937488710631,02,070,4974.0
Lake and Peninsula Borough,Alaska,73.937488710631,02,164,1301.0
Denali Borough,Alaska,73.9553492576129,02,068,2303.0
Yukon-Koyukuk Census Area,Alaska,73.9553492576129,02,290,5453.0
Hoonah-Angoon Census Area,Alaska,80.749870087287,02,105,2146.0
Skagway Municipality,Alaska,80.749870087287,02,230,1038.0
Yakutat City and Borough,Alaska,80.749870087287,02,282,682.0
Ketchikan Gateway Borough,Alaska,78.870520839502,02,130,13745.0
Petersburg Borough,Alaska,78.870520839502,02,195,3275.0
Prince of Wales-Hyder Census Area,Alaska,78.870520839502,02,198,6473.0
Wrangell City and Borough,Alaska,78.870520839502,02,275,2475.0
Apache County,Arizona,72.2408515337713,04,001,71602.0
Cochise County,Arizona,77.7961940778469,04,003,126516.0
Coconino County,Arizona,78.5702279856415,04,005,138639.0
Gila County,Arizona,74.1269913666399,04,007,53145.0
Graham County,Arizona,76.9440705172127,04,009,37700.0
Greenlee County,Arizona,78.1978326048683,04,011,9368.0
Maricopa County,Arizona,79.6563218537266,04,013,4155501.0
Mohave County,Arizona,74.9338228939162,04,015,204691.0
Navajo County,Arizona,73.8300467164729,04,017,107902.0
Pima County,Arizona,78.6548008107775,04,019,1007257.0
Pinal County,Arizona,80.8637745945733,04,021,405537.0
Santa Cruz County,Arizona,81.5659007827293,04,023,46358.0
Yavapai County,Arizona,78.0019889385203,04,025,220972.0
La Paz County,Arizona,81.1244263390012,04,012,20477.0
Yuma County,Arizona,81.1244263390012,04,027,204281.0
Arkansas County,Arkansas,73.5043452669212,05,001,18352.0
Ashley County,Arkansas,73.9253722421542,05,003,20771.0
Baxter County,Arkansas,75.9597914129396,05,005,41093.0
Benton County,Arkansas,79.3162674700135,05,007,251823.0
Boone County,Arkansas,76.1204721411668,05,009,37212.0
Bradley County,Arkansas,73.6787408686852,05,011,10994.0
Calhoun County,Arkansas,74.5306926339902,05,013,5194.0
Carroll County,Arkansas,76.8382013939385,05,015,27782.0
Chicot County,Arkansas,73.3117463375035,05,017,11008.0
Clark County,Arkansas,75.5224420894244,05,019,22495.0
Clay County,Arkansas,72.8559680875974,05,021,15190.0
Cleburne County,Arkansas,75.7051992678076,05,023,25361.0
Cleveland County,Arkansas,74.8589626853021,05,025,8332.0
Columbia County,Arkansas,74.1079710416384,05,027,23992.0
Conway County,Arkansas,74.695878166784,05,029,20954.0
Craighead County,Arkansas,76.2037097312571,05,031,104246.0
Crawford County,Arkansas,75.7157396241204,05,033,62119.0
Crittenden County,Arkansas,72.6251939385932,05,035,49278.0
Cross County,Arkansas,73.1602124341335,05,037,17164.0
Dallas County,Arkansas,73.3735532648729,05,039,7585.0
Desha County,Arkansas,72.4752962604024,05,041,12094.0
Drew County,Arkansas,75.0673773726032,05,043,18620.0
Faulkner County,Arkansas,76.4182309752644,05,045,121282.0
Franklin County,Arkansas,74.4373222870369,05,047,17803.0
Fulton County,Arkansas,74.9193229812661,05,049,12092.0
Garland County,Arkansas,74.6309366391751,05,051,97994.0
Grant County,Arkansas,75.3698091973697,05,053,18076.0
Greene County,Arkansas,74.0996452052536,05,055,44197.0
Hempstead County,Arkansas,75.1266368361279,05,057,22154.0
Hot Spring County,Arkansas,74.2281769368533,05,059,33480.0
Howard County,Arkansas,73.8919511396459,05,061,13472.0
Independence County,Arkansas,75.5988097794403,05,063,37097.0
Izard County,Arkansas,75.2554983306065,05,065,13521.0
Jackson County,Arkansas,73.2398331665973,05,067,17429.0
Jefferson County,Arkansas,73.2238480770967,05,069,71373.0
Johnson County,Arkansas,75.7108320235838,05,071,26155.0
Lafayette County,Arkansas,74.2582687145754,05,073,7051.0
Lawrence County,Arkansas,73.9055411200017,05,075,16777.0
Lee County,Arkansas,73.2670721314187,05,077,9614.0
Lincoln County,Arkansas,75.0420292899519,05,079,13885.0
Little River County,Arkansas,73.9743483215101,05,081,12494.0
Logan County,Arkansas,74.1726732947248,05,083,21802.0
Lonoke County,Arkansas,74.7455691325912,05,085,71568.0
Madison County,Arkansas,75.378985437541,05,087,15907.0
Marion County,Arkansas,75.3737129535053,05,089,16374.0
Miller County,Arkansas,74.5960792199951,05,091,43760.0
Mississippi County,Arkansas,71.5351089249095,05,093,43534.0
Monroe County,Arkansas,72.3393690870887,05,095,7420.0
Montgomery County,Arkansas,75.5774666116489,05,097,9059.0
Nevada County,Arkansas,74.3732482286084,05,099,8528.0
Newton County,Arkansas,76.8726224396483,05,101,7898.0
Ouachita County,Arkansas,73.0094683982827,05,103,24378.0
Perry County,Arkansas,74.861123428865,05,105,10320.0
Phillips County,Arkansas,70.8005258788541,05,107,19518.0
Pike County,Arkansas,74.8235342597713,05,109,10893.0
Poinsett County,Arkansas,71.2947589568639,05,111,24098.0
Polk County,Arkansas,74.9129378159319,05,113,20212.0
Pope County,Arkansas,76.4551101144576,05,115,63372.0
Prairie County,Arkansas,75.6587388048142,05,117,8309.0
Pulaski County,Arkansas,75.9533402339039,05,119,392848.0
Randolph County,Arkansas,74.2064157916112,05,121,17514.0
Saint Francis County,Arkansas,73.8843994351379,05,123,26688.0
Saline County,Arkansas,77.0482054817958,05,125,116252.0
Scott County,Arkansas,74.5707790005597,05,127,10584.0
Searcy County,Arkansas,75.1238268500902,05,129,7925.0
Sebastian County,Arkansas,75.7092329887143,05,131,127362.0
Sevier County,Arkansas,75.1584300484602,05,133,17206.0
Sharp County,Arkansas,73.7064588321029,05,135,17041.0
Stone County,Arkansas,75.9079573999317,05,137,12443.0
Union County,Arkansas,73.1884317266028,05,139,40022.0
Van Buren County,Arkansas,75.8846063202913,05,141,16751.0
Washington County,Arkansas,77.8764673272239,05,143,223683.0
White County,Arkansas,75.2058017632126,05,145,78706.0
Woodruff County,Arkansas,72.5933855023363,05,147,6763.0
Yell County,Arkansas,74.3862031980413,05,149,21601.0
Alameda County,California,82.2321212212249,06,001,1629615.0
Alpine County,California,78.482947059558,06,003,1203.0
Amador County,California,79.561891234368,06,005,37306.0
Butte County,California,77.4463014291207,06,007,225207.0
Calaveras County,California,79.2676567852879,06,009,45057.0
Colusa County,California,79.6638098917847,06,011,21479.0
Contra Costa County,California,81.8386853778645,06,013,1123678.0
Del Norte County,California,75.224334811417,06,015,27442.0
El Dorado County,California,81.4568941950275,06,017,185015.0
Fresno County,California,78.4585384790352,06,019,971616.0
Glenn County,California,77.3696017734108,06,021,27935.0
Humboldt County,California,76.7555796001307,06,023,135490.0
Imperial County,California,80.687419950022,06,025,179957.0
Inyo County,California,79.1997381604918,06,027,18195.0
Kern County,California,77.0176146674043,06,029,878744.0
Kings County,California,79.3358097827458,06,031,150183.0
Lake County,California,74.8494787542705,06,033,64095.0
Lassen County,California,78.2363152612242,06,035,31470.0
Los Angeles County,California,81.5691962087237,06,037,10105722.0
Madera County,California,78.9228141273425,06,039,154440.0
Marin County,California,84.670403001944,06,041,260814.0
Mariposa County,California,79.9818431293211,06,043,17658.0
Mendocino County,California,78.6518521214148,06,045,87497.0
Merced County,California,78.3750954459993,06,047,267390.0
Modoc County,California,77.1077065159972,06,049,9017.0
Mono County,California,84.9580737678398,06,051,14058.0
Monterey County,California,81.9472905883429,06,053,433168.0
Napa County,California,81.2829692549916,06,055,141005.0
Nevada County,California,81.0166977108918,06,057,98838.0
Orange County,California,82.5543904647591,06,059,3155816.0
Placer County,California,81.548378960557,06,061,374985.0
Plumas County,California,78.2532986991761,06,063,18724.0
Riverside County,California,80.3363218283084,06,065,2355002.0
Sacramento County,California,79.0940358645218,06,067,1495400.0
San Benito County,California,81.6550155032969,06,069,58671.0
San Bernardino County,California,78.317187547423,06,071,2121220.0
San Diego County,California,81.6258744799118,06,073,3283665.0
San Francisco County,California,83.0357041460174,06,075,864263.0
San Joaquin County,California,78.0359896860733,06,077,724153.0
San Luis Obispo County,California,81.2020517524637,06,079,280119.0
San Mateo County,California,84.1096902566921,06,081,763450.0
Santa Barbara County,California,81.5801518841513,06,083,442996.0
Santa Clara County,California,83.9917895786546,06,085,1911226.0
Santa Cruz County,California,82.0605857508508,06,087,273263.0
Shasta County,California,75.806788638393,06,089,178919.0
Sierra County,California,78.5719149965786,06,091,2885.0
Siskiyou County,California,76.1862354494511,06,093,43530.0
Solano County,California,79.6451278217147,06,095,434981.0
Sonoma County,California,81.5679359147788,06,097,500943.0
Stanislaus County,California,77.7149198210095,06,099,535684.0
Sutter County,California,78.3763386412633,06,101,95583.0
Tehama County,California,76.9976036049311,06,103,63247.0
Trinity County,California,76.3456287127584,06,105,13037.0
Tulare County,California,77.9753506021237,06,107,458809.0
Tuolumne County,California,78.5900358024682,06,109,53899.0
Ventura County,California,81.841533815838,06,111,847834.0
Yolo County,California,80.9056635823379,06,113,212605.0
Yuba County,California,75.8408352670592,06,115,74644.0
Alamosa County,Colorado,75.8311324798402,08,003,16345.0
Archuleta County,Colorado,81.6145512749235,08,007,12592.0
Baca County,Colorado,77.0260592657618,08,009,3581.0
Bent County,Colorado,75.8224499656267,08,011,5806.0
Chaffee County,Colorado,81.2092487110115,08,015,18818.0
Cheyenne County,Colorado,78.6333421783932,08,017,2127.0
Clear Creek County,Colorado,82.3124381664765,08,019,9257.0
Conejos County,Colorado,76.2573666245659,08,021,8147.0
Costilla County,Colorado,76.8592293656779,08,023,3628.0
Crowley County,Colorado,76.9641943181852,08,025,5514.0
Custer County,Colorado,81.092782954152,08,027,4505.0
Delta County,Colorado,77.8313362534641,08,029,30217.0
Dolores County,Colorado,79.1893045710591,08,033,1736.0
Douglas County,Colorado,83.4025879459957,08,035,320940.0
Eagle County,Colorado,88.4392672602876,08,037,53726.0
Elbert County,Colorado,81.6581733388672,08,039,24553.0
El Paso County,Colorado,78.7742109882968,08,041,674826.0
Fremont County,Colorado,77.0933471771635,08,043,46601.0
Garfield County,Colorado,80.4969076123098,08,045,57945.0
Gilpin County,Colorado,81.4969326961949,08,047,5793.0
Grand County,Colorado,83.5333558735278,08,049,14793.0
Gunnison County,Colorado,82.5366935871018,08,051,16215.0
Huerfano County,Colorado,75.4892545704702,08,055,6498.0
Jackson County,Colorado,79.4480965120346,08,057,1372.0
Kiowa County,Colorado,77.3252924655834,08,061,1368.0
Kit Carson County,Colorado,79.2392184006058,08,063,7846.0
Lake County,Colorado,81.6061753881909,08,065,7481.0
La Plata County,Colorado,81.6864546006773,08,067,54469.0
Larimer County,Colorado,81.4508729730401,08,069,330976.0
Las Animas County,Colorado,76.2626774559932,08,071,14151.0
Lincoln County,Colorado,78.5091614921194,08,073,5520.0
Logan County,Colorado,79.1781984236642,08,075,21885.0
Mesa County,Colorado,78.3133657029401,08,077,148798.0
Moffat County,Colorado,78.1807357406007,08,081,13056.0
Montezuma County,Colorado,77.2643320455981,08,083,25770.0
Montrose County,Colorado,79.379514628823,08,085,40908.0
Morgan County,Colorado,78.04532580758,08,087,28123.0
Otero County,Colorado,75.0071650698003,08,089,18325.0
Ouray County,Colorado,83.8987068625614,08,091,4653.0
Park County,Colorado,82.6462895795416,08,093,16900.0
Phillips County,Colorado,80.1789952228355,08,095,4327.0
Pitkin County,Colorado,90.704592150593,08,097,17747.0
Prowers County,Colorado,76.7197991902101,08,099,12084.0
Pueblo County,Colorado,76.2368027257113,08,101,163368.0
Rio Blanco County,Colorado,78.6915559197346,08,103,6557.0
Rio Grande County,Colorado,76.5723480456952,08,105,11430.0
Routt County,Colorado,83.137600225356,08,107,24359.0
Saguache County,Colorado,79.5112275070078,08,109,6338.0
San Miguel County,Colorado,86.0178704274716,08,113,7804.0
Sedgwick County,Colorado,77.5401451830135,08,115,2357.0
Summit County,Colorado,91.044579954477,08,117,29722.0
Teller County,Colorado,80.4232362556622,08,119,23769.0
Washington County,Colorado,79.4007814134676,08,121,4809.0
Yuma County,Colorado,78.8003703636188,08,125,10109.0
Adams County,Colorado,80.2868507759135,08,001,487850.0
Arapahoe County,Colorado,80.2868507759135,08,005,626612.0
Boulder County,Colorado,80.2868507759135,08,013,316782.0
Broomfield County,Colorado,80.2868507759135,08,014,64283.0
Denver County,Colorado,80.2868507759135,08,031,678467.0
Jefferson County,Colorado,80.2868507759135,08,059,564029.0
Weld County,Colorado,80.2868507759135,08,123,285729.0
Fairfield County,Connecticut,82.5946872177968,09,001,947328.0
Hartford County,Connecticut,80.0972707575589,09,003,897417.0
Litchfield County,Connecticut,80.2933334667025,09,005,184454.0
Middlesex County,Connecticut,81.0203125170856,09,007,164110.0
New Haven County,Connecticut,79.9816945680513,09,009,862127.0
New London County,Connecticut,79.8089429093262,09,011,270772.0
Tolland County,Connecticut,81.5167123037912,09,013,151596.0
Windham County,Connecticut,78.7003951043393,09,015,116674.0
Kent County,Delaware,77.1563248845642,10,001,173145.0
New Castle County,Delaware,78.1368239340031,10,003,555036.0
Sussex County,Delaware,78.4659649042153,10,005,215551.0
Alachua County,Florida,78.280773345389,12,001,259865.0
Baker County,Florida,74.8631741870423,12,003,27537.0
Bay County,Florida,75.6776481016893,12,005,180117.0
Bradford County,Florida,75.0591892268178,12,007,26775.0
Brevard County,Florida,77.2150847771434,12,009,568183.0
Broward County,Florida,80.3317307609575,12,011,1890416.0
Calhoun County,Florida,74.6772354135484,12,013,14458.0
Charlotte County,Florida,80.03383445763,12,015,173236.0
Citrus County,Florida,75.2399918924409,12,017,141373.0
Clay County,Florida,77.188860994767,12,019,203291.0
Collier County,Florida,84.595444361758,12,021,356774.0
Columbia County,Florida,74.7773936232838,12,023,68484.0
Miami-Dade County,Florida,80.9425605320856,12,086,2702602.0
DeSoto County,Florida,79.1444636027855,12,027,35675.0
Dixie County,Florida,74.5575346674888,12,029,16323.0
Duval County,Florida,75.6156823037129,12,031,912043.0
Escambia County,Florida,74.9177305679025,12,033,309924.0
Flagler County,Florida,78.664439632624,12,035,105015.0
Franklin County,Florida,75.8945940583455,12,037,11675.0
Gadsden County,Florida,75.1015247970268,12,039,46113.0
Gilchrist County,Florida,76.5403282898351,12,041,17191.0
Glades County,Florida,80.3593819027898,12,043,13197.0
Gulf County,Florida,76.1867572155153,12,045,16018.0
Hamilton County,Florida,75.20250890304,12,047,14238.0
Hardee County,Florida,78.2845185703614,12,049,27326.0
Hendry County,Florida,76.8823667223551,12,051,39064.0
Hernando County,Florida,76.4093994711709,12,053,179144.0
Highlands County,Florida,78.1939608334697,12,055,100177.0
Hillsborough County,Florida,78.5404586829892,12,057,1351087.0
Holmes County,Florida,73.2084521422928,12,059,19483.0
Indian River County,Florida,79.907697163534,12,061,147981.0
Jackson County,Florida,74.6358394836189,12,063,48571.0
Jefferson County,Florida,76.8845831245796,12,065,14085.0
Lafayette County,Florida,76.6581957641507,12,067,8684.0
Lake County,Florida,78.2864216245771,12,069,326215.0
Lee County,Florida,81.3739581271401,12,071,700165.0
Leon County,Florida,79.030358739809,12,073,285890.0
Levy County,Florida,74.6229846286448,12,075,39713.0
Liberty County,Florida,75.7518222351327,12,077,8347.0
Madison County,Florida,74.8388882546744,12,079,18518.0
Manatee County,Florida,80.1910648097431,12,081,363542.0
Marion County,Florida,75.9623016853633,12,083,343778.0
Martin County,Florida,81.1568203073339,12,085,155719.0
Monroe County,Florida,79.6005221210364,12,087,76745.0
Nassau County,Florida,77.2759370761858,12,089,78435.0
Okaloosa County,Florida,77.3889246282456,12,091,197591.0
Okeechobee County,Florida,75.9457097645825,12,093,40228.0
Orange County,Florida,79.5269054955863,12,095,1290216.0
Osceola County,Florida,78.8810610995138,12,097,325168.0
Palm Beach County,Florida,81.3829024333588,12,099,1426772.0
Pasco County,Florida,77.098851734423,12,101,498136.0
Pinellas County,Florida,78.2987745279353,12,103,949842.0
Polk County,Florida,77.7020921564756,12,105,652256.0
Putnam County,Florida,73.635254100304,12,107,72435.0
Saint Johns County,Florida,80.5809996179964,12,109,226578.0
Saint Lucie County,Florida,79.2977622741057,12,111,298763.0
Santa Rosa County,Florida,77.3193290919895,12,113,166778.0
Sarasota County,Florida,80.9350383168968,12,115,404839.0
Seminole County,Florida,79.8402255658359,12,117,449260.0
Sumter County,Florida,80.4806227609364,12,119,116754.0
Suwannee County,Florida,75.2150765992341,12,121,43814.0
Taylor County,Florida,74.7442078191434,12,123,22350.0
Union County,Florida,67.8919995760419,12,125,15300.0
Volusia County,Florida,76.2981063923098,12,127,518660.0
Wakulla County,Florida,76.2724538807062,12,129,31586.0
Walton County,Florida,77.3545360296973,12,131,63457.0
Washington County,Florida,72.8960237830396,12,133,24472.0
Appling County,Georgia,74.0084605365612,13,001,18471.0
Atkinson County,Georgia,73.4390527880296,13,003,8313.0
Bacon County,Georgia,72.5321912655798,13,005,11279.0
Baker County,Georgia,77.1226977730015,13,007,3251.0
Baldwin County,Georgia,75.885623089803,13,009,45527.0
Banks County,Georgia,76.5761341138381,13,011,18363.0
Barrow County,Georgia,76.4531171029684,13,013,75099.0
Bartow County,Georgia,76.2159238347912,13,015,102623.0
Ben Hill County,Georgia,72.9889666208592,13,017,17272.0
Berrien County,Georgia,74.439001968007,13,019,19014.0
Bibb County,Georgia,73.6270349335338,13,021,153923.0
Bleckley County,Georgia,75.6767775470061,13,023,12779.0
Brantley County,Georgia,74.2535435032282,13,025,18411.0
Brooks County,Georgia,74.7365498889901,13,027,15629.0
Bryan County,Georgia,75.9644967649488,13,029,34883.0
Bulloch County,Georgia,76.8294282235662,13,031,73742.0
Burke County,Georgia,73.7095855538626,13,033,22645.0
Butts County,Georgia,73.7983435794374,13,035,23556.0
Calhoun County,Georgia,74.4920251011037,13,037,6503.0
Camden County,Georgia,77.8072993071322,13,039,52252.0
Candler County,Georgia,73.3882320641854,13,043,10894.0
Carroll County,Georgia,75.1232865117092,13,045,114898.0
Catoosa County,Georgia,77.5910778852834,13,047,65870.0
Charlton County,Georgia,76.3359105899648,13,049,12963.0
Chatham County,Georgia,77.490102718577,13,051,285506.0
Chattahoochee County,Georgia,77.0231781510592,13,053,11096.0
Chattooga County,Georgia,73.4170928402242,13,055,24880.0
Cherokee County,Georgia,79.8435454979864,13,057,235896.0
Clarke County,Georgia,78.6318913183763,13,059,123554.0
Clay County,Georgia,73.9493638446073,13,061,3024.0
Clayton County,Georgia,76.5508691906889,13,063,274150.0
Clinch County,Georgia,72.4247234455474,13,065,6788.0
Cobb County,Georgia,80.2177640812596,13,067,739072.0
Coffee County,Georgia,74.4295289710942,13,069,43048.0
Colquitt County,Georgia,74.0379120198679,13,071,45890.0
Columbia County,Georgia,79.8999326107972,13,073,143723.0
Cook County,Georgia,74.3093937088097,13,075,17190.0
Coweta County,Georgia,78.3648849335877,13,077,138015.0
Crawford County,Georgia,75.6561888490683,13,079,12385.0
Crisp County,Georgia,74.6124945203586,13,081,23005.0
Dade County,Georgia,75.0924029502412,13,083,16282.0
Dawson County,Georgia,77.8849206643038,13,085,23397.0
Decatur County,Georgia,73.7088647064192,13,087,27023.0
DeKalb County,Georgia,79.8238732978234,13,089,736066.0
Dodge County,Georgia,75.1775460945016,13,091,21063.0
Dooly County,Georgia,78.2138090959277,13,093,14053.0
Dougherty County,Georgia,74.3569712282889,13,095,91522.0
Douglas County,Georgia,77.3960194322986,13,097,140152.0
Early County,Georgia,73.2371558935003,13,099,10405.0
Echols County,Georgia,77.0599023389516,13,101,4011.0
Effingham County,Georgia,76.3909397434421,13,103,57087.0
Elbert County,Georgia,74.195571787566,13,105,19288.0
Emanuel County,Georgia,72.6318304928933,13,107,22502.0
Evans County,Georgia,74.7149148196397,13,109,10757.0
Fannin County,Georgia,77.0727670886557,13,111,24480.0
Fayette County,Georgia,80.7682924448471,13,113,110306.0
Floyd County,Georgia,75.0581302260989,13,115,96471.0
Forsyth County,Georgia,81.674209211008,13,117,211300.0
Franklin County,Georgia,73.8725746030686,13,119,22328.0
Fulton County,Georgia,78.867596065924,13,121,1010420.0
Gilmer County,Georgia,77.9602337939812,13,123,29614.0
Glascock County,Georgia,73.394960919002,13,125,3027.0
Glynn County,Georgia,77.1335060809149,13,127,83467.0
Gordon County,Georgia,75.4706012819472,13,129,56424.0
Grady County,Georgia,75.5518347037765,13,131,25048.0
Greene County,Georgia,77.7512340805882,13,133,16732.0
Gwinnett County,Georgia,80.607617253456,13,135,889954.0
Habersham County,Georgia,77.3582989596064,13,137,43878.0
Hall County,Georgia,78.8960139014754,13,139,192865.0
Hancock County,Georgia,75.3903158501469,13,141,8667.0
Haralson County,Georgia,73.2656065600872,13,143,28722.0
Harris County,Georgia,79.295601776848,13,145,33198.0
Hart County,Georgia,76.8248765683369,13,147,25535.0
Heard County,Georgia,74.7199641903674,13,149,11607.0
Henry County,Georgia,77.181720507416,13,151,217506.0
Houston County,Georgia,77.3383420736599,13,153,150341.0
Irwin County,Georgia,74.8751692688427,13,155,9278.0
Jackson County,Georgia,76.2832039775414,13,157,63851.0
Jasper County,Georgia,75.7749845245545,13,159,13732.0
Jeff Davis County,Georgia,73.2268902139052,13,161,14999.0
Jefferson County,Georgia,72.5992407627131,13,163,15954.0
Jenkins County,Georgia,73.3841998147857,13,165,8929.0
Johnson County,Georgia,76.0287103065729,13,167,9800.0
Jones County,Georgia,77.8374428106185,13,169,28540.0
Lamar County,Georgia,74.3508731721163,13,171,18282.0
Lanier County,Georgia,75.3835180951939,13,173,10388.0
Laurens County,Georgia,74.4577525082559,13,175,47451.0
Lee County,Georgia,76.6914056662725,13,177,29216.0
Liberty County,Georgia,76.3021109268363,13,179,62120.0
Lincoln County,Georgia,76.1794942621868,13,181,7768.0
Long County,Georgia,78.4618707054974,13,183,17857.0
Lowndes County,Georgia,75.8358035603923,13,185,113941.0
Lumpkin County,Georgia,77.7101053772346,13,187,31567.0
McDuffie County,Georgia,73.7738203200434,13,189,21488.0
McIntosh County,Georgia,79.7108099163917,13,191,14061.0
Macon County,Georgia,73.7317039474685,13,193,13675.0
Madison County,Georgia,75.840925411624,13,195,28600.0
Marion County,Georgia,76.2946453096112,13,197,8558.0
Meriwether County,Georgia,74.4847266846964,13,199,21152.0
Miller County,Georgia,73.0734881813492,13,201,5884.0
Mitchell County,Georgia,74.0885588705262,13,205,22574.0
Monroe County,Georgia,77.4835874483883,13,207,26795.0
Montgomery County,Georgia,75.0403904752512,13,209,8962.0
Morgan County,Georgia,77.3359048444416,13,211,18013.0
Murray County,Georgia,74.7984649731187,13,213,39444.0
Muscogee County,Georgia,74.0661905409308,13,215,198647.0
Newton County,Georgia,76.0968360464372,13,217,105042.0
Oconee County,Georgia,80.9648939245257,13,219,35972.0
Oglethorpe County,Georgia,77.6363584185965,13,221,14654.0
Paulding County,Georgia,78.486927311261,13,223,152399.0
Peach County,Georgia,73.7058392267195,13,225,27027.0
Pickens County,Georgia,77.0978924166854,13,227,30343.0
Pierce County,Georgia,74.2596164151985,13,229,19141.0
Pike County,Georgia,75.4989917474708,13,231,17919.0
