County,State,mean_life_expectancy,State_FIPS,County_FIPS,Hispanic Population
Newton County,Arkansas,76.7236904779886,05,101,50
Ouachita County,Arkansas,73.5602288399878,05,103,414
Perry County,Arkansas,75.7867157635549,05,105,244
Phillips County,Arkansas,71.4555730297611,05,107,299
Pike County,Arkansas,75.1998731244048,05,109,736
Poinsett County,Arkansas,71.7720566278047,05,111,571
Polk County,Arkansas,75.3955378678301,05,113,1185
Pope County,Arkansas,76.7352799147921,05,115,4149
Prairie County,Arkansas,75.5176517686095,05,117,81
Pulaski County,Arkansas,76.1575310521574,05,119,21706
Randolph County,Arkansas,75.2458406261395,05,121,290
Saint Francis County,Arkansas,74.4871340952185,05,123,1187
Saline County,Arkansas,77.5497685849276,05,125,4028
Scott County,Arkansas,75.5110878403514,05,127,779
Searcy County,Arkansas,75.9381330654498,05,129,127
Sebastian County,Arkansas,76.0469771550994,05,131,15352
Sevier County,Arkansas,74.8583636542812,05,133,5212
Sharp County,Arkansas,74.6544772475062,05,135,285
Stone County,Arkansas,76.7418160917448,05,137,165
Union County,Arkansas,73.63000792895,05,139,1415
Van Buren County,Arkansas,76.5025977068175,05,141,467
Washington County,Arkansas,77.957927833903,05,143,31439
White County,Arkansas,75.5251056199117,05,145,2863
Woodruff County,Arkansas,72.9655981133841,05,147,28
Yell County,Arkansas,74.9132237672603,05,149,4154
Alameda County,California,81.5917114810884,06,001,339441
Alpine County,California,79.0422582403089,06,003,78
Amador County,California,79.6400674957988,06,005,4673
Butte County,California,77.9504183062094,06,007,31256
Calaveras County,California,79.766911503313,06,009,4738
Colusa County,California,80.2484154818506,06,011,11740
Contra Costa County,California,81.4778692927033,06,013,255128
Del Norte County,California,76.1007646914602,06,015,5119
El Dorado County,California,81.2227109098631,06,017,21650
Fresno County,California,78.6072763856699,06,019,467958
Glenn County,California,78.2580621580513,06,021,10525
Humboldt County,California,77.0221429576216,06,023,13208
Imperial County,California,80.8354361564269,06,025,139382
Inyo County,California,79.0510291877403,06,027,3575
Kern County,California,77.3504807936172,06,029,412779
Kings County,California,79.3200585808375,06,031,77382
Lake County,California,75.3412286352568,06,033,11068
Lassen County,California,78.6032160433732,06,035,6108
Los Angeles County,California,81.3931910172072,06,037,4694846
Madera County,California,79.0617574128858,06,039,80939
Marin County,California,83.9987058251874,06,041,38605
Mariposa County,California,80.3397686208848,06,043,1714
Mendocino County,California,78.5047347417068,06,045,19426
Merced County,California,78.7733024594045,06,047,141027
Modoc County,California,78.0080317178538,06,049,1337
Mono County,California,85.1659002950784,06,051,3747
Monterey County,California,81.9282367512405,06,053,230202
Napa County,California,80.9974023370734,06,055,43897
Nevada County,California,81.2238413839233,06,057,8400
Orange County,California,82.3381698987313,06,059,1015013
Placer County,California,81.3519443760521,06,061,44888
Plumas County,California,78.6309565054377,06,063,1604
Riverside County,California,80.3223261105413,06,065,998113
Sacramento County,California,79.087098442518,06,067,305985
San Benito County,California,81.7579081627153,06,069,31300
San Bernardino County,California,78.5304101343015,06,071,1005858
San Diego County,California,81.381513680784,06,073,992087
San Francisco County,California,82.2907833071001,06,075,121628
San Joaquin County,California,78.2185152530442,06,077,266808
San Luis Obispo County,California,81.2529396083554,06,079,56068
San Mateo County,California,83.3198113420037,06,081,181328
Santa Barbara County,California,81.7611625675103,06,083,180631
Santa Clara County,California,83.4512906349108,06,085,478065
Santa Cruz County,California,81.4994501605179,06,087,83709
Shasta County,California,76.2592677020202,06,089,14994
Sierra County,California,79.0693360309628,06,091,281
Siskiyou County,California,77.0506509825431,06,093,4652
Solano County,California,79.5796693603122,06,095,99502
Sonoma County,California,81.0959514185712,06,097,119747
Stanislaus County,California,77.9966459626766,06,099,216009
Sutter County,California,78.8028495993562,06,101,27119
Tehama County,California,77.8073761870042,06,103,13885
Trinity County,California,77.2394672692165,06,105,956
Tulare County,California,78.1621928874685,06,107,267639
Tuolumne County,California,78.9835377745994,06,109,5935
Ventura County,California,81.6875318574591,06,111,331225
Yolo County,California,80.6033247823694,06,113,60939
Yuba County,California,75.9900621771567,06,115,18193
Alamosa County,Colorado,76.5253065439348,08,003,7185
Archuleta County,Colorado,81.6588311692978,08,007,2157
Baca County,Colorado,77.1665962604476,08,009,347
Bent County,Colorado,76.0996500723774,08,011,1908
Chaffee County,Colorado,81.2888183966825,08,015,1722
Cheyenne County,Colorado,79.6787964950269,08,017,308
Clear Creek County,Colorado,81.7335004616299,08,019,453
Conejos County,Colorado,77.1707216337593,08,021,4584
Costilla County,Colorado,77.5771561730912,08,023,2333
Crowley County,Colorado,77.7424458507641,08,025,1673
Custer County,Colorado,81.2346414969819,08,027,152
Delta County,Colorado,78.5735024481401,08,029,4310
Dolores County,Colorado,79.7274007984304,08,033,68
Douglas County,Colorado,83.2883520746022,08,035,21771
Eagle County,Colorado,87.6811696488415,08,037,15484
Elbert County,Colorado,81.2231670778837,08,039,1280
El Paso County,Colorado,79.5323718299468,08,041,93837
Fremont County,Colorado,77.401443466878,08,043,5839
Garfield County,Colorado,80.5775115723691,08,045,15743
Gilpin County,Colorado,80.1710618635178,08,047,319
Grand County,Colorado,83.3265673182264,08,049,1095
Gunnison County,Colorado,82.6027311894569,08,051,1280
Huerfano County,Colorado,77.1399736736607,08,055,2391
Jackson County,Colorado,79.7085644527226,08,057,126
Kiowa County,Colorado,77.8601759342113,08,061,65
Kit Carson County,Colorado,79.0944013468693,08,063,1534
Lake County,Colorado,81.0498353165359,08,065,2519
La Plata County,Colorado,81.8277265322899,08,067,6119
Larimer County,Colorado,81.58596821444,08,069,31771
Las Animas County,Colorado,76.9973401027059,08,071,6459
Lincoln County,Colorado,79.5129284860621,08,073,680
Logan County,Colorado,79.1620787101406,08,075,3542
Mesa County,Colorado,78.7344198151753,08,077,19484
Moffat County,Colorado,78.2778338045996,08,081,1918
Montezuma County,Colorado,77.4000139860387,08,083,2865
Montrose County,Colorado,79.7082086300651,08,085,8037
Morgan County,Colorado,78.2841712582528,08,087,9557
Otero County,Colorado,75.8194915308757,08,089,7596
Ouray County,Colorado,84.0367735438764,08,091,91
Park County,Colorado,82.7617966335922,08,093,777
Phillips County,Colorado,79.9038937806825,08,095,1103
Pitkin County,Colorado,89.2148113345019,08,097,1532
Prowers County,Colorado,76.947667951012,08,099,4432
Pueblo County,Colorado,77.1926685376495,08,101,65892
Rio Blanco County,Colorado,79.2290211134147,08,103,691
Rio Grande County,Colorado,77.0914583603793,08,105,5098
Routt County,Colorado,82.8198966836207,08,107,1535
Saguache County,Colorado,80.0773699156685,08,109,2556
San Miguel County,Colorado,85.4017699191143,08,113,664
Sedgwick County,Colorado,78.0283208874296,08,115,446
Summit County,Colorado,89.7522295499671,08,117,3836
Teller County,Colorado,80.3394209122523,08,119,1248
Washington County,Colorado,80.1606316629255,08,121,431
Yuma County,Colorado,78.96416336077,08,125,2080
Adams County,Colorado,80.0651767732563,08,001,167556
Arapahoe County,Colorado,80.0651767732563,08,005,105174
Boulder County,Colorado,80.0651767732563,08,013,39475
Broomfield County,Colorado,80.0651767732563,08,014,6380
Denver County,Colorado,80.0651767732563,08,031,192012
Jefferson County,Colorado,80.0651767732563,08,059,77024
Weld County,Colorado,80.0651767732563,08,123,71792
Fairfield County,Connecticut,82.301705240952,09,001,155557
Hartford County,Connecticut,80.4548248084037,09,003,137155
Litchfield County,Connecticut,80.6628977925182,09,005,8575
Middlesex County,Connecticut,81.2585082923244,09,007,7968
New Haven County,Connecticut,80.1714609156176,09,009,129612
New London County,Connecticut,80.2094373307813,09,011,23331
Tolland County,Connecticut,81.7620728696427,09,013,6655
Windham County,Connecticut,79.163911230996,09,015,11332
Kent County,Delaware,77.680533585267,10,001,9521
New Castle County,Delaware,78.7619523510733,10,003,46774
Sussex County,Delaware,78.5594945558292,10,005,16935
Alachua County,Florida,78.8298810026242,12,001,20924
Baker County,Florida,75.4892601979674,12,003,572
Bay County,Florida,76.578868950999,12,005,8171
Bradford County,Florida,76.16409529862,12,007,1030
Brevard County,Florida,78.4425501968517,12,009,44432
Broward County,Florida,80.4620012985353,12,011,444904
Calhoun County,Florida,75.6805027177076,12,013,755
Charlotte County,Florida,80.5284884291945,12,015,9496
Citrus County,Florida,76.6303920419913,12,017,6595
Clay County,Florida,77.9071530419271,12,019,14867
Collier County,Florida,84.1356415947054,12,021,83512
Columbia County,Florida,75.3682367841856,12,023,3325
Miami-Dade County,Florida,81.0153198340328,12,086,1622824
DeSoto County,Florida,79.8382749231809,12,027,10360
Dixie County,Florida,75.3236310527,12,029,342
Duval County,Florida,76.3973175449474,12,031,65943
Escambia County,Florida,76.0503325549759,12,033,14243
Flagler County,Florida,79.6435125265413,12,035,8436
Franklin County,Florida,76.5862795016104,12,037,524
Gadsden County,Florida,75.7723355129187,12,039,4552
Gilchrist County,Florida,76.9222692782641,12,041,810
Glades County,Florida,80.9184507641511,12,043,2702
Gulf County,Florida,76.5611850023736,12,045,685
Hamilton County,Florida,76.3520765176585,12,047,1293
Hardee County,Florida,78.9865404932149,12,049,11663
Hendry County,Florida,77.8725077937341,12,051,18946
Hernando County,Florida,77.317775606079,12,053,17986
Highlands County,Florida,79.3484213930435,12,055,17175
Hillsborough County,Florida,78.5475087992222,12,057,307899
Holmes County,Florida,74.6560552672803,12,059,483
Indian River County,Florida,80.5178175495238,12,061,15501
Jackson County,Florida,75.8797991925372,12,063,2177
Jefferson County,Florida,77.0437609758506,12,065,544
Lafayette County,Florida,76.9155975368524,12,067,906
Lake County,Florida,79.3669380965877,12,069,36397
Lee County,Florida,81.48918540059,12,071,114755
Leon County,Florida,79.5206843591431,12,073,15695
Levy County,Florida,75.293614646898,12,075,3016
Liberty County,Florida,76.6292768578788,12,077,687
Madison County,Florida,75.4607942901121,12,079,911
Manatee County,Florida,80.629206729324,12,081,47943
Marion County,Florida,77.3074938351339,12,083,36335
Martin County,Florida,81.5922174449279,12,085,17756
Monroe County,Florida,79.5108728887751,12,087,15176
Nassau County,Florida,77.684803704205,12,089,2432
Okaloosa County,Florida,78.0416688252663,12,091,12958
Okeechobee County,Florida,76.6699650326857,12,093,9548
Orange County,Florida,79.8154001540693,12,095,312106
Osceola County,Florida,79.4491938069285,12,097,124711
Palm Beach County,Florida,81.8755936100244,12,099,252510
Pasco County,Florida,77.8111203152222,12,101,54841
Pinellas County,Florida,78.7254861652934,12,103,73378
Polk County,Florida,78.4014520540943,12,105,107145
Putnam County,Florida,74.9284440829679,12,107,6729
Saint Johns County,Florida,80.9790544901203,12,109,10136
Saint Lucie County,Florida,79.7006582491651,12,111,46152
Santa Rosa County,Florida,78.143723059504,12,113,6797
Sarasota County,Florida,81.4263592751882,12,115,30241
Seminole County,Florida,80.4715917278167,12,117,73066
Sumter County,Florida,81.1782867363371,12,119,5687
Suwannee County,Florida,75.6945004062578,12,121,3678
Taylor County,Florida,75.9658571048214,12,123,794
Union County,Florida,69.1725317253423,12,125,758
Volusia County,Florida,77.5191900530103,12,127,55845
Wakulla County,Florida,76.7127120388798,12,129,1000
Walton County,Florida,77.5888126252622,12,131,2910
Washington County,Florida,74.6847848509577,12,133,757
Appling County,Georgia,74.9779197790545,13,001,1669
Atkinson County,Georgia,73.8885246731924,13,003,2023
Bacon County,Georgia,73.4867519673095,13,005,792
Baker County,Georgia,77.6880210275248,13,007,12
Baldwin County,Georgia,76.4917363724128,13,009,933
Banks County,Georgia,77.1087292269939,13,011,1053
Barrow County,Georgia,76.5278828675982,13,013,6120
Bartow County,Georgia,76.2568424918217,13,015,7599
Ben Hill County,Georgia,73.7556677496527,13,017,1034
Berrien County,Georgia,75.4235665257949,13,019,894
Bibb County,Georgia,73.9452638839029,13,021,4469
Bleckley County,Georgia,76.0719969810564,13,023,60
Brantley County,Georgia,74.7217910618662,13,025,361
Brooks County,Georgia,75.3616358192966,13,027,836
Bryan County,Georgia,76.3338879857695,13,029,1462
Bulloch County,Georgia,77.0224181477753,13,031,2448
Burke County,Georgia,73.7080288955286,13,033,621
Butts County,Georgia,74.2120351680728,13,035,620
Calhoun County,Georgia,75.1479380356581,13,037,348
Camden County,Georgia,77.8798137924963,13,039,2622
Candler County,Georgia,74.1222922738895,13,043,1230
Carroll County,Georgia,75.2649452209793,13,045,6832
Catoosa County,Georgia,77.9156612399569,13,047,1515
Charlton County,Georgia,76.8362263333628,13,049,1484
Chatham County,Georgia,77.4078205118083,13,051,14426
Chattahoochee County,Georgia,77.4188164396145,13,053,1556
Chattooga County,Georgia,74.0233955840073,13,055,1073
Cherokee County,Georgia,79.763757077708,13,057,20670
Clarke County,Georgia,78.2517597517476,13,059,12213
Clay County,Georgia,74.7723471601889,13,061,6
Clayton County,Georgia,76.6132722992256,13,063,34960
Clinch County,Georgia,73.643481993455,13,065,227
Cobb County,Georgia,79.911245368843,13,067,84703
Coffee County,Georgia,75.1171865624406,13,069,4379
Colquitt County,Georgia,75.1185273657102,13,071,7769
Columbia County,Georgia,79.9378574714085,13,073,6293
Cook County,Georgia,74.868413227934,13,075,1014
Coweta County,Georgia,78.1474782080004,13,077,8443
Crawford County,Georgia,76.4243544922846,13,079,91
Crisp County,Georgia,75.604155103377,13,081,750
Dade County,Georgia,75.6024112493452,13,083,302
Dawson County,Georgia,77.8272718341701,13,085,869
Decatur County,Georgia,74.590943827003,13,087,1428
DeKalb County,Georgia,79.2158140499573,13,089,66469
Dodge County,Georgia,75.5425266340757,13,091,733
Dooly County,Georgia,78.0908779265121,13,093,879
Dougherty County,Georgia,75.0665944233774,13,095,2187
Douglas County,Georgia,77.1251788314126,13,097,10990
Early County,Georgia,74.1211600263603,13,099,73
Echols County,Georgia,77.4800040431731,13,101,1100
Effingham County,Georgia,76.6807853160528,13,103,1515
Elbert County,Georgia,74.994719658394,13,105,999
Emanuel County,Georgia,73.1490169283872,13,107,981
Evans County,Georgia,75.0916714641789,13,109,1363
Fannin County,Georgia,76.5729956410993,13,111,435
Fayette County,Georgia,80.7760993114054,13,113,6668
Floyd County,Georgia,75.5360393828392,13,115,8999
Forsyth County,Georgia,81.1621661366037,13,117,16583
Franklin County,Georgia,74.539746357532,13,119,850
Fulton County,Georgia,78.2466293954694,13,121,72356
Gilmer County,Georgia,78.3285795455149,13,123,2763
Glascock County,Georgia,74.4093464008475,13,125,14
Glynn County,Georgia,77.090338827007,13,127,5032
Gordon County,Georgia,75.8777609472671,13,129,7789
Grady County,Georgia,76.0273569976464,13,131,2554
Greene County,Georgia,77.7414911540533,13,133,906
Gwinnett County,Georgia,80.3377205482278,13,135,162252
Habersham County,Georgia,77.7664591639441,13,137,5356
Hall County,Georgia,78.8423446598875,13,139,47315
Hancock County,Georgia,76.1179496302772,13,141,112
Haralson County,Georgia,73.6407834485258,13,143,339
Harris County,Georgia,79.4813060339318,13,145,886
Hart County,Georgia,77.0693619469153,13,147,799
Heard County,Georgia,75.3100668615891,13,149,106
Henry County,Georgia,77.2270440243086,13,151,11797
Houston County,Georgia,77.6193132329139,13,153,8553
Irwin County,Georgia,75.5407385290799,13,155,99
Jackson County,Georgia,76.1224253591681,13,157,3761
Jasper County,Georgia,76.4760822218681,13,159,525
Jeff Davis County,Georgia,73.5960389400029,13,161,1539
Jefferson County,Georgia,73.2175880700057,13,163,101
Jenkins County,Georgia,74.2947516934314,13,165,602
Johnson County,Georgia,76.5217089511221,13,167,51
Jones County,Georgia,78.1776706001903,13,169,333
Lamar County,Georgia,74.9908744287588,13,171,360
Lanier County,Georgia,75.5473722896026,13,173,468
Laurens County,Georgia,74.9937502841476,13,175,1101
Lee County,Georgia,77.5360123381794,13,177,589
Liberty County,Georgia,77.0173224716006,13,179,6612
Lincoln County,Georgia,76.1252505636201,13,181,18
Long County,Georgia,78.1786437705502,13,183,1722
Lowndes County,Georgia,76.2377961783429,13,185,5311
Lumpkin County,Georgia,78.0996066601956,13,187,1367
McDuffie County,Georgia,74.5072516293479,13,189,486
McIntosh County,Georgia,79.4950677588258,13,191,189
Macon County,Georgia,74.3906529377592,13,193,535
Madison County,Georgia,75.8325465241539,13,195,1119
Marion County,Georgia,76.7627012692049,13,197,567
Meriwether County,Georgia,74.9788050638371,13,199,357
Miller County,Georgia,74.2177122466892,13,201,33
Mitchell County,Georgia,75.1898689001318,13,205,1023
Monroe County,Georgia,77.233986566549,13,207,560
Montgomery County,Georgia,75.4452929856624,13,209,501
Morgan County,Georgia,77.6218116292189,13,211,486
Murray County,Georgia,74.8836117904355,13,213,5269
Muscogee County,Georgia,75.1089348482962,13,215,12423
Newton County,Georgia,76.3383600112654,13,217,4598
Oconee County,Georgia,80.5411247556966,13,219,1440
Oglethorpe County,Georgia,78.2764908663064,13,221,547
Paulding County,Georgia,78.4312674493041,13,223,7246
Peach County,Georgia,74.3399933464774,13,225,1879
Pickens County,Georgia,77.4333827116229,13,227,832
Pierce County,Georgia,75.1463006448415,13,229,872
Pike County,Georgia,76.248270265237,13,231,199
Polk County,Georgia,73.7563254899217,13,233,4941
Pulaski County,Georgia,77.5407856910735,13,235,587
Putnam County,Georgia,77.2505144611178,13,237,1319
Quitman County,Georgia,75.704949473663,13,239,0
Rabun County,Georgia,77.7200499260469,13,241,1275
Randolph County,Georgia,76.1922253365109,13,243,36
Richmond County,Georgia,74.1909796753774,13,245,8322
Rockdale County,Georgia,78.0306024210707,13,247,8121
Schley County,Georgia,77.5381182315156,13,249,311
Screven County,Georgia,74.8408399989457,13,251,100
Seminole County,Georgia,74.7722620916714,13,253,228
Spalding County,Georgia,74.4848966724655,13,255,2480
Stephens County,Georgia,73.8081356220611,13,257,645
Stewart County,Georgia,74.7485703955724,13,259,576
Sumter County,Georgia,75.3379225174688,13,261,1709
Talbot County,Georgia,75.3884489268479,13,263,24
Taliaferro County,Georgia,75.1585955884383,13,265,29
Tattnall County,Georgia,75.2235708271841,13,267,2554
Taylor County,Georgia,75.1368046855178,13,269,165
Telfair County,Georgia,77.3785428575031,13,271,2049
Terrell County,Georgia,74.7344941359309,13,273,165
Thomas County,Georgia,75.5189642380648,13,275,1327
Tift County,Georgia,75.6807278477855,13,277,4117
Toombs County,Georgia,74.5002564843312,13,279,3076
Towns County,Georgia,77.83848587917,13,281,208
Treutlen County,Georgia,75.5427251028086,13,283,36
Troup County,Georgia,75.4809975435124,13,285,2195
Turner County,Georgia,73.7428493298456,13,287,310
Twiggs County,Georgia,74.7854542382444,13,289,76
Union County,Georgia,78.2915900351121,13,291,525
Upson County,Georgia,73.8409648904424,13,293,606
Walker County,Georgia,75.0645520396827,13,295,1125
Walton County,Georgia,76.5042468360091,13,297,2826
Ware County,Georgia,74.5069783221159,13,299,1218
Warren County,Georgia,74.1209055800715,13,301,2
Washington County,Georgia,75.6554816144758,13,303,407
Wayne County,Georgia,74.5948368825111,13,305,1747
Webster County,Georgia,78.300660660108,13,307,39
Wheeler County,Georgia,76.7970901366388,13,309,68
White County,Georgia,78.5571382430035,13,311,660
Whitfield County,Georgia,77.1821631247314,13,313,32577
Wilcox County,Georgia,75.3754452456506,13,315,188
Wilkes County,Georgia,75.393443998121,13,317,360
Wilkinson County,Georgia,74.4653822052792,13,319,213
Worth County,Georgia,76.3125556280685,13,321,378
Hawaii County,Hawaii,80.1962934894907,15,001,21529
