County,State,mean_life_expectancy,State_FIPS,County_FIPS,Median Age
Orange County,California,82.3839819579677,06,059,36.4
Placer County,California,81.4678387425728,06,061,40.4
Plumas County,California,78.5189520450344,06,063,49.9
Riverside County,California,80.4402769706343,06,065,33.9
Sacramento County,California,79.132092350364,06,067,35.1
San Benito County,California,81.8444776151262,06,069,34.5
San Bernardino County,California,78.6487652383866,06,071,31.9
San Diego County,California,81.4679164471467,06,073,34.8
San Francisco County,California,82.485751145669,06,075,38.5
San Joaquin County,California,78.2220036604945,06,077,32.9
San Luis Obispo County,California,81.2489637100771,06,079,39.5
San Mateo County,California,83.4967990283785,06,081,39.3
Santa Barbara County,California,81.7882481086712,06,083,33.5
Santa Clara County,California,83.500114935863,06,085,36.4
Santa Cruz County,California,81.5626211749038,06,087,36.9
Shasta County,California,76.0662043800792,06,089,42.1
Sierra County,California,79.0329351185959,06,091,51.3
Siskiyou County,California,76.7979664249462,06,093,47.1
Solano County,California,79.6800244647687,06,095,37.1
Sonoma County,California,81.1485223965982,06,097,40.2
Stanislaus County,California,77.9770812106916,06,099,33.0
Sutter County,California,78.7426896341866,06,101,34.8
Tehama County,California,77.9506792628036,06,103,39.9
Trinity County,California,76.9955672863657,06,105,49.8
Tulare County,California,78.2025078803788,06,107,29.9
Tuolumne County,California,79.044258406196,06,109,48.0
Ventura County,California,81.7761931721516,06,111,36.6
Yolo County,California,80.7386624179938,06,113,30.7
Yuba County,California,75.9458062203812,06,115,31.9
Alamosa County,Colorado,76.4616841387818,08,003,31.3
Archuleta County,Colorado,81.4870439008997,08,007,47.8
Baca County,Colorado,77.2704980116003,08,009,47.8
Bent County,Colorado,75.9350821641372,08,011,40.4
Chaffee County,Colorado,81.3491483892739,08,015,47.8
Cheyenne County,Colorado,79.6023492108261,08,017,38.6
Clear Creek County,Colorado,81.7821524704633,08,019,46.8
Conejos County,Colorado,77.0258356905695,08,021,38.2
Costilla County,Colorado,77.4765309356295,08,023,49.5
Crowley County,Colorado,77.8467351587918,08,025,38.9
Custer County,Colorado,81.3160951778407,08,027,54.6
Delta County,Colorado,78.5857114920751,08,029,46.7
Dolores County,Colorado,79.6818226875829,08,033,48.2
Douglas County,Colorado,83.398137452493,08,035,36.9
Eagle County,Colorado,87.8651173312628,08,037,34.7
Elbert County,Colorado,81.2848837662553,08,039,43.8
El Paso County,Colorado,79.5325202986677,08,041,33.8
Fremont County,Colorado,77.2534699163747,08,043,43.4
Garfield County,Colorado,80.6723210779454,08,045,35.1
Gilpin County,Colorado,80.5058523843539,08,047,44.8
Grand County,Colorado,83.3911146189488,08,049,41.5
Gunnison County,Colorado,82.5765389495522,08,051,34.1
Huerfano County,Colorado,76.886483043344,08,055,52.6
Jackson County,Colorado,79.8747254930755,08,057,46.7
Kiowa County,Colorado,77.8278281310628,08,061,40.9
Kit Carson County,Colorado,78.7539822578827,08,063,38.8
Lake County,Colorado,80.838132827301,08,065,34.9
La Plata County,Colorado,81.8467654951257,08,067,38.3
Larimer County,Colorado,81.5278668733351,08,069,35.5
Las Animas County,Colorado,76.7407696975048,08,071,44.4
Lincoln County,Colorado,79.4178092826071,08,073,39.3
Logan County,Colorado,79.0949385769402,08,075,37.2
Mesa County,Colorado,78.7674543057644,08,077,38.2
Moffat County,Colorado,78.3930826953069,08,081,36.3
Montezuma County,Colorado,77.5115724550133,08,083,42.9
Montrose County,Colorado,79.6067950700064,08,085,42.8
Morgan County,Colorado,78.3030515948637,08,087,36.0
Otero County,Colorado,75.7111807102341,08,089,40.5
Ouray County,Colorado,84.2222044140032,08,091,52.5
Park County,Colorado,82.4733990891643,08,093,47.5
Phillips County,Colorado,80.1194776987327,08,095,40.4
Pitkin County,Colorado,89.6648153256682,08,097,43.3
Prowers County,Colorado,76.8340804383445,08,099,37.1
Pueblo County,Colorado,77.094553026069,08,101,38.9
Rio Blanco County,Colorado,79.3559610492821,08,103,38.0
Rio Grande County,Colorado,77.1676477578974,08,105,41.4
Routt County,Colorado,83.0289544645963,08,107,39.7
Saguache County,Colorado,80.3484813709541,08,109,44.6
San Miguel County,Colorado,85.3741700410346,08,113,38.9
Sedgwick County,Colorado,78.1950772359603,08,115,47.2
Summit County,Colorado,89.9631891686862,08,117,36.0
Teller County,Colorado,80.4486314426082,08,119,48.0
Washington County,Colorado,79.9994991153517,08,121,44.2
Yuma County,Colorado,79.1559316064511,08,125,35.8
Adams County,Colorado,80.114402788454,08,001,32.6
Arapahoe County,Colorado,80.114402788454,08,005,35.9
Boulder County,Colorado,80.114402788454,08,013,35.7
Broomfield County,Colorado,80.114402788454,08,014,35.9
Denver County,Colorado,80.114402788454,08,031,33.8
Jefferson County,Colorado,80.114402788454,08,059,40.4
Weld County,Colorado,80.114402788454,08,123,33.5
Fairfield County,Connecticut,82.361563205464,09,001,39.7
Hartford County,Connecticut,80.45268370516,09,003,40.0
Litchfield County,Connecticut,80.6126221620776,09,005,44.9
Middlesex County,Connecticut,81.2500528358246,09,007,43.4
New Haven County,Connecticut,80.1729267704691,09,009,39.4
New London County,Connecticut,80.1491336655257,09,011,40.5
Tolland County,Connecticut,81.786493464423,09,013,38.0
Windham County,Connecticut,79.1337741835024,09,015,39.7
Kent County,Delaware,77.6499786880756,10,001,36.7
New Castle County,Delaware,78.7647932114062,10,003,37.2
Sussex County,Delaware,78.6763072946828,10,005,45.9
Alachua County,Florida,78.7919425921797,12,001,30.3
Baker County,Florida,75.5212181623326,12,003,36.2
Bay County,Florida,76.4660813157135,12,005,39.7
Bradford County,Florida,76.1902715953288,12,007,39.9
Brevard County,Florida,78.3330796870858,12,009,45.9
Broward County,Florida,80.5650531347463,12,011,39.8
Calhoun County,Florida,75.6943342878028,12,013,40.1
Charlotte County,Florida,80.4284537804809,12,015,56.7
Citrus County,Florida,76.4681482910462,12,017,54.6
Clay County,Florida,77.9259215123163,12,019,38.7
Collier County,Florida,84.3190295276291,12,021,47.6
Columbia County,Florida,75.5977790791096,12,023,39.9
Miami-Dade County,Florida,81.1234565201074,12,086,38.5
DeSoto County,Florida,79.7087112323078,12,027,38.6
Dixie County,Florida,75.2446510785173,12,029,45.6
Duval County,Florida,76.5390715004831,12,031,35.8
Escambia County,Florida,75.8996052771069,12,033,37.4
Flagler County,Florida,79.5278588605028,12,035,48.2
Franklin County,Florida,76.2687045965907,12,037,42.7
Gadsden County,Florida,75.7781182334425,12,039,39.4
Gilchrist County,Florida,76.9549182859829,12,041,40.6
Glades County,Florida,80.8626224515423,12,043,43.8
Gulf County,Florida,76.7041030080508,12,045,44.2
Hamilton County,Florida,76.2504227694229,12,047,40.0
Hardee County,Florida,79.0372669912688,12,049,33.7
Hendry County,Florida,77.9010640777765,12,051,33.0
Hernando County,Florida,77.3010243498065,12,053,48.0
Highlands County,Florida,79.3108383100278,12,055,51.8
Hillsborough County,Florida,78.7344657791495,12,057,36.3
Holmes County,Florida,74.3769076881332,12,059,42.3
Indian River County,Florida,80.5353504178124,12,061,49.6
Jackson County,Florida,75.6572242778723,12,063,40.6
Jefferson County,Florida,77.105237152819,12,065,44.2
Lafayette County,Florida,76.9386335655433,12,067,35.3
Lake County,Florida,79.4075989109908,12,069,46.0
Lee County,Florida,81.6434872180073,12,071,46.0
Leon County,Florida,79.5046507466643,12,073,29.7
Levy County,Florida,75.2648595949867,12,075,45.8
Liberty County,Florida,76.2864345782619,12,077,37.7
Madison County,Florida,75.3802096490306,12,079,40.9
Manatee County,Florida,80.6401375278797,12,081,45.9
Marion County,Florida,77.2193842479713,12,083,47.6
Martin County,Florida,81.6918626898687,12,085,50.1
Monroe County,Florida,79.6572423356517,12,087,46.5
Nassau County,Florida,77.6273796286286,12,089,43.4
Okaloosa County,Florida,78.0243619781617,12,091,37.4
Okeechobee County,Florida,76.6928309950686,12,093,39.6
Orange County,Florida,79.907746185422,12,095,34.0
Osceola County,Florida,79.4141527712853,12,097,35.6
Palm Beach County,Florida,81.9478048279696,12,099,43.7
Pasco County,Florida,77.8138523845587,12,101,44.0
Pinellas County,Florida,78.6699666288068,12,103,46.6
Polk County,Florida,78.3866007118166,12,105,40.1
Putnam County,Florida,74.824728147007,12,107,43.7
Saint Johns County,Florida,81.0314147503521,12,109,42.5
Saint Lucie County,Florida,79.7759103073056,12,111,42.9
Santa Rosa County,Florida,77.9439581693406,12,113,39.2
Sarasota County,Florida,81.4743257016792,12,115,53.1
Seminole County,Florida,80.4267833401531,12,117,38.6
Sumter County,Florida,81.3091282658141,12,119,63.8
Suwannee County,Florida,75.6351396305189,12,121,41.8
Taylor County,Florida,75.867327971606,12,123,41.4
Union County,Florida,69.0842926635716,12,125,39.2
Volusia County,Florida,77.4474098595231,12,127,45.7
Wakulla County,Florida,76.5579235348067,12,129,39.6
Walton County,Florida,77.7370870344531,12,131,43.1
Washington County,Florida,74.4336357205743,12,133,40.5
Appling County,Georgia,74.9345343621424,13,001,38.4
Atkinson County,Georgia,73.9687683772182,13,003,34.7
Bacon County,Georgia,73.5924839273872,13,005,36.0
Baker County,Georgia,77.6093613310299,13,007,42.0
Baldwin County,Georgia,76.3589481043216,13,009,34.1
Banks County,Georgia,76.9206951845027,13,011,38.8
Barrow County,Georgia,76.568775709694,13,013,34.2
Bartow County,Georgia,76.2401395708099,13,015,36.7
Ben Hill County,Georgia,73.713227095883,13,017,37.7
Berrien County,Georgia,75.4720784517024,13,019,38.1
Bibb County,Georgia,73.9123435117015,13,021,35.4
Bleckley County,Georgia,76.1132929655014,13,023,37.4
Brantley County,Georgia,74.8752724973373,13,025,38.5
Brooks County,Georgia,75.4456931980419,13,027,40.9
Bryan County,Georgia,76.2090812741944,13,029,35.6
Bulloch County,Georgia,77.1197815582943,13,031,25.9
Burke County,Georgia,73.6781476098738,13,033,35.9
Butts County,Georgia,74.1140850897095,13,035,38.3
Calhoun County,Georgia,75.2998074781914,13,037,38.7
Camden County,Georgia,77.7735434870564,13,039,31.4
Candler County,Georgia,74.0567782956218,13,043,37.3
Carroll County,Georgia,75.2022873519906,13,045,33.7
Catoosa County,Georgia,77.9247757438196,13,047,38.8
Charlton County,Georgia,76.7697615807727,13,049,39.0
Chatham County,Georgia,77.5184797541465,13,051,34.1
Chattahoochee County,Georgia,76.84255932623,13,053,23.5
Chattooga County,Georgia,73.8317108439486,13,055,39.9
Cherokee County,Georgia,79.7496679472048,13,057,36.7
Clarke County,Georgia,78.2615876465466,13,059,26.2
Clay County,Georgia,74.8432062452083,13,061,40.7
Clayton County,Georgia,76.7325719862389,13,063,32.0
Clinch County,Georgia,73.408491917808,13,065,37.4
Cobb County,Georgia,79.9283366661823,13,067,35.7
Coffee County,Georgia,75.2157891526563,13,069,35.0
Colquitt County,Georgia,75.0860049176497,13,071,34.9
Columbia County,Georgia,80.1160154662685,13,073,36.7
Cook County,Georgia,74.7696432807423,13,075,36.5
Coweta County,Georgia,78.2106345028716,13,077,37.1
Crawford County,Georgia,76.58022808544,13,079,41.8
Crisp County,Georgia,75.6681687717805,13,081,37.8
Dade County,Georgia,75.3966077791311,13,083,39.4
Dawson County,Georgia,77.8413801559133,13,085,40.8
Decatur County,Georgia,74.7688125394424,13,087,37.8
DeKalb County,Georgia,79.3320318728214,13,089,34.6
Dodge County,Georgia,75.6240895589048,13,091,39.0
Dooly County,Georgia,78.270500402471,13,093,41.1
Dougherty County,Georgia,75.1444111594597,13,095,33.6
Douglas County,Georgia,77.2553994583244,13,097,35.3
Early County,Georgia,74.1746109809755,13,099,39.4
Echols County,Georgia,77.6281901979393,13,101,30.5
Effingham County,Georgia,76.4578448594999,13,103,36.0
Elbert County,Georgia,74.9297782306706,13,105,41.5
Emanuel County,Georgia,73.1875806317402,13,107,37.1
Evans County,Georgia,75.1835484789051,13,109,35.6
Fannin County,Georgia,76.688033522143,13,111,48.9
Fayette County,Georgia,80.7802913886552,13,113,42.7
Floyd County,Georgia,75.4551048703234,13,115,38.0
Forsyth County,Georgia,81.2375145242419,13,117,37.3
Franklin County,Georgia,74.5581372850625,13,119,40.2
Fulton County,Georgia,78.4328501920243,13,121,34.3
Gilmer County,Georgia,78.1821220728799,13,123,43.5
Glascock County,Georgia,74.0702002494758,13,125,39.9
Glynn County,Georgia,77.1794930798449,13,127,40.1
Gordon County,Georgia,75.8399271754514,13,129,36.3
Grady County,Georgia,76.151119404243,13,131,38.4
Greene County,Georgia,77.7320535995304,13,133,46.9
Gwinnett County,Georgia,80.4465430438862,13,135,34.0
Habersham County,Georgia,77.6419958353258,13,137,38.7
Hall County,Georgia,78.7457723645131,13,139,34.9
Hancock County,Georgia,76.1199783068919,13,141,42.7
Haralson County,Georgia,73.553644831127,13,143,39.8
Harris County,Georgia,79.2890077652842,13,145,42.5
Hart County,Georgia,77.1294577753602,13,147,42.9
Heard County,Georgia,75.2250279243881,13,149,39.9
Henry County,Georgia,77.2668197628104,13,151,35.6
Houston County,Georgia,77.5707003222215,13,153,34.4
Irwin County,Georgia,75.5319125492145,13,155,37.6
Jackson County,Georgia,76.1779796658862,13,157,37.5
Jasper County,Georgia,76.2323285378843,13,159,37.9
Jeff Davis County,Georgia,73.7586459215342,13,161,35.9
Jefferson County,Georgia,73.2040306163978,13,163,38.0
Jenkins County,Georgia,74.1817912893906,13,165,40.0
Johnson County,Georgia,76.4532268359357,13,167,40.6
Jones County,Georgia,78.2209896513889,13,169,38.5
Lamar County,Georgia,74.9977890915742,13,171,38.1
Lanier County,Georgia,75.5325124997842,13,173,33.9
Laurens County,Georgia,74.949039342625,13,175,38.2
Lee County,Georgia,77.5265837874481,13,177,36.1
Liberty County,Georgia,76.8668130027685,13,179,27.4
Lincoln County,Georgia,76.2155783286932,13,181,45.7
Long County,Georgia,78.3991318448588,13,183,29.9
Lowndes County,Georgia,76.2453956744472,13,185,29.5
Lumpkin County,Georgia,78.0597439768539,13,187,36.1
McDuffie County,Georgia,74.41963111247,13,189,38.4
McIntosh County,Georgia,79.4457187215119,13,191,43.8
Macon County,Georgia,74.3211885630731,13,193,39.4
Madison County,Georgia,75.8992950836721,13,195,39.1
Marion County,Georgia,76.7225770981052,13,197,40.8
Meriwether County,Georgia,74.8538276665634,13,199,42.1
Miller County,Georgia,74.1545691223151,13,201,42.3
Mitchell County,Georgia,75.188921032314,13,205,37.2
Monroe County,Georgia,77.4406245257145,13,207,41.1
Montgomery County,Georgia,75.5819616344513,13,209,37.8
Morgan County,Georgia,77.5545771533365,13,211,41.2
Murray County,Georgia,75.1415400042245,13,213,36.9
Muscogee County,Georgia,74.9242055218078,13,215,33.3
Newton County,Georgia,76.388924256193,13,217,34.9
Oconee County,Georgia,80.4602667100514,13,219,39.1
Oglethorpe County,Georgia,78.1537582497183,13,221,41.9
Paulding County,Georgia,78.5126316183096,13,223,34.4
Peach County,Georgia,74.5309944327822,13,225,33.6
Pickens County,Georgia,77.550434569024,13,227,42.8
Pierce County,Georgia,75.1711946674867,13,229,38.7
Pike County,Georgia,76.0207025888261,13,231,38.4
Polk County,Georgia,73.7433236411906,13,233,37.3
Pulaski County,Georgia,77.8146750421041,13,235,42.1
Putnam County,Georgia,77.2313879034576,13,237,44.6
Quitman County,Georgia,75.7144452783848,13,239,42.8
Rabun County,Georgia,77.6420387387985,13,241,46.4
Randolph County,Georgia,76.2313513334328,13,243,43.9
Richmond County,Georgia,74.1469853140117,13,245,33.2
Rockdale County,Georgia,77.993058268219,13,247,37.1
Schley County,Georgia,77.7098948093512,13,249,40.0
Screven County,Georgia,74.8304509951324,13,251,40.1
Seminole County,Georgia,74.6911176414227,13,253,44.0
Spalding County,Georgia,74.6289363569151,13,255,37.2
Stephens County,Georgia,73.7317044967219,13,257,40.7
Stewart County,Georgia,75.0193609662896,13,259,38.3
Sumter County,Georgia,75.156794709651,13,261,34.3
Talbot County,Georgia,75.511691587113,13,263,46.3
Taliaferro County,Georgia,75.3022962480459,13,265,42.5
Tattnall County,Georgia,75.1143036933765,13,267,36.1
Taylor County,Georgia,75.260771305812,13,269,40.7
