County,State,mean_life_expectancy,State_FIPS,County_FIPS,Unemployment Rate
Litchfield County,Connecticut,80.2933334667025,09,005,6.0
Middlesex County,Connecticut,81.0203125170856,09,007,5.1
New Haven County,Connecticut,79.9816945680513,09,009,7.7
New London County,Connecticut,79.8089429093262,09,011,7.0
Tolland County,Connecticut,81.5167123037912,09,013,5.8
Windham County,Connecticut,78.7003951043393,09,015,7.6
Kent County,Delaware,77.1563248845642,10,001,6.7
New Castle County,Delaware,78.1368239340031,10,003,6.5
Sussex County,Delaware,78.4659649042153,10,005,6.1
Alachua County,Florida,78.280773345389,12,001,6.6
Baker County,Florida,74.8631741870423,12,003,5.8
Bay County,Florida,75.6776481016893,12,005,6.4
Bradford County,Florida,75.0591892268178,12,007,7.6
Brevard County,Florida,77.2150847771434,12,009,7.6
Broward County,Florida,80.3317307609575,12,011,7.6
Calhoun County,Florida,74.6772354135484,12,013,8.6
Charlotte County,Florida,80.03383445763,12,015,8.9
Citrus County,Florida,75.2399918924409,12,017,9.9
Clay County,Florida,77.188860994767,12,019,8.1
Collier County,Florida,84.595444361758,12,021,5.3
Columbia County,Florida,74.7773936232838,12,023,9.5
Miami-Dade County,Florida,80.9425605320856,12,086,7.4
DeSoto County,Florida,79.1444636027855,12,027,6.1
Dixie County,Florida,74.5575346674888,12,029,6.2
Duval County,Florida,75.6156823037129,12,031,7.4
Escambia County,Florida,74.9177305679025,12,033,7.2
Flagler County,Florida,78.664439632624,12,035,6.5
Franklin County,Florida,75.8945940583455,12,037,7.9
Gadsden County,Florida,75.1015247970268,12,039,8.5
Gilchrist County,Florida,76.5403282898351,12,041,7.4
Glades County,Florida,80.3593819027898,12,043,10.0
Gulf County,Florida,76.1867572155153,12,045,5.4
Hamilton County,Florida,75.20250890304,12,047,12.7
Hardee County,Florida,78.2845185703614,12,049,9.1
Hendry County,Florida,76.8823667223551,12,051,8.2
Hernando County,Florida,76.4093994711709,12,053,8.8
Highlands County,Florida,78.1939608334697,12,055,11.5
Hillsborough County,Florida,78.5404586829892,12,057,6.8
Holmes County,Florida,73.2084521422928,12,059,11.5
Indian River County,Florida,79.907697163534,12,061,8.2
Jackson County,Florida,74.6358394836189,12,063,11.2
Jefferson County,Florida,76.8845831245796,12,065,7.2
Lafayette County,Florida,76.6581957641507,12,067,12.8
Lake County,Florida,78.2864216245771,12,069,7.2
Lee County,Florida,81.3739581271401,12,071,7.1
Leon County,Florida,79.030358739809,12,073,8.8
Levy County,Florida,74.6229846286448,12,075,8.5
Liberty County,Florida,75.7518222351327,12,077,9.6
Madison County,Florida,74.8388882546744,12,079,8.1
Manatee County,Florida,80.1910648097431,12,081,6.6
Marion County,Florida,75.9623016853633,12,083,9.0
Martin County,Florida,81.1568203073339,12,085,6.5
Monroe County,Florida,79.6005221210364,12,087,3.7
Nassau County,Florida,77.2759370761858,12,089,5.7
Okaloosa County,Florida,77.3889246282456,12,091,6.1
Okeechobee County,Florida,75.9457097645825,12,093,9.0
Orange County,Florida,79.5269054955863,12,095,6.8
Osceola County,Florida,78.8810610995138,12,097,6.6
Palm Beach County,Florida,81.3829024333588,12,099,7.4
Pasco County,Florida,77.098851734423,12,101,7.0
Pinellas County,Florida,78.2987745279353,12,103,6.4
Polk County,Florida,77.7020921564756,12,105,7.7
Putnam County,Florida,73.635254100304,12,107,10.3
Saint Johns County,Florida,80.5809996179964,12,109,5.3
Saint Lucie County,Florida,79.2977622741057,12,111,7.6
Santa Rosa County,Florida,77.3193290919895,12,113,6.3
Sarasota County,Florida,80.9350383168968,12,115,5.7
Seminole County,Florida,79.8402255658359,12,117,6.6
Sumter County,Florida,80.4806227609364,12,119,6.6
Suwannee County,Florida,75.2150765992341,12,121,9.1
Taylor County,Florida,74.7442078191434,12,123,5.9
Union County,Florida,67.8919995760419,12,125,9.8
Volusia County,Florida,76.2981063923098,12,127,6.7
Wakulla County,Florida,76.2724538807062,12,129,6.9
Walton County,Florida,77.3545360296973,12,131,5.7
Washington County,Florida,72.8960237830396,12,133,10.1
Appling County,Georgia,74.0084605365612,13,001,7.7
Atkinson County,Georgia,73.4390527880296,13,003,8.4
Bacon County,Georgia,72.5321912655798,13,005,3.1
Baker County,Georgia,77.1226977730015,13,007,2.5
Baldwin County,Georgia,75.885623089803,13,009,9.0
Banks County,Georgia,76.5761341138381,13,011,6.6
Barrow County,Georgia,76.4531171029684,13,013,6.8
Bartow County,Georgia,76.2159238347912,13,015,6.0
Ben Hill County,Georgia,72.9889666208592,13,017,5.2
Berrien County,Georgia,74.439001968007,13,019,9.4
Bibb County,Georgia,73.6270349335338,13,021,10.4
Bleckley County,Georgia,75.6767775470061,13,023,7.7
Brantley County,Georgia,74.2535435032282,13,025,7.8
Brooks County,Georgia,74.7365498889901,13,027,13.6
Bryan County,Georgia,75.9644967649488,13,029,7.9
Bulloch County,Georgia,76.8294282235662,13,031,9.3
Burke County,Georgia,73.7095855538626,13,033,5.8
Butts County,Georgia,73.7983435794374,13,035,7.6
Calhoun County,Georgia,74.4920251011037,13,037,14.9
Camden County,Georgia,77.8072993071322,13,039,8.2
Candler County,Georgia,73.3882320641854,13,043,6.3
Carroll County,Georgia,75.1232865117092,13,045,9.4
Catoosa County,Georgia,77.5910778852834,13,047,5.4
Charlton County,Georgia,76.3359105899648,13,049,10.4
Chatham County,Georgia,77.490102718577,13,051,8.7
Chattahoochee County,Georgia,77.0231781510592,13,053,15.2
Chattooga County,Georgia,73.4170928402242,13,055,9.5
Cherokee County,Georgia,79.8435454979864,13,057,4.9
Clarke County,Georgia,78.6318913183763,13,059,7.6
Clay County,Georgia,73.9493638446073,13,061,20.3
Clayton County,Georgia,76.5508691906889,13,063,10.3
Clinch County,Georgia,72.4247234455474,13,065,9.1
Cobb County,Georgia,80.2177640812596,13,067,6.0
Coffee County,Georgia,74.4295289710942,13,069,5.7
Colquitt County,Georgia,74.0379120198679,13,071,7.2
Columbia County,Georgia,79.8999326107972,13,073,5.8
Cook County,Georgia,74.3093937088097,13,075,5.8
Coweta County,Georgia,78.3648849335877,13,077,5.4
Crawford County,Georgia,75.6561888490683,13,079,12.6
Crisp County,Georgia,74.6124945203586,13,081,14.8
Dade County,Georgia,75.0924029502412,13,083,4.8
Dawson County,Georgia,77.8849206643038,13,085,6.1
Decatur County,Georgia,73.7088647064192,13,087,6.5
DeKalb County,Georgia,79.8238732978234,13,089,8.5
Dodge County,Georgia,75.1775460945016,13,091,9.0
Dooly County,Georgia,78.2138090959277,13,093,10.5
Dougherty County,Georgia,74.3569712282889,13,095,15.8
Douglas County,Georgia,77.3960194322986,13,097,7.9
Early County,Georgia,73.2371558935003,13,099,8.7
Echols County,Georgia,77.0599023389516,13,101,5.5
Effingham County,Georgia,76.3909397434421,13,103,5.0
Elbert County,Georgia,74.195571787566,13,105,7.7
Emanuel County,Georgia,72.6318304928933,13,107,10.3
Evans County,Georgia,74.7149148196397,13,109,6.6
Fannin County,Georgia,77.0727670886557,13,111,8.3
Fayette County,Georgia,80.7682924448471,13,113,5.5
Floyd County,Georgia,75.0581302260989,13,115,7.5
Forsyth County,Georgia,81.674209211008,13,117,4.2
Franklin County,Georgia,73.8725746030686,13,119,6.3
Fulton County,Georgia,78.867596065924,13,121,7.7
Gilmer County,Georgia,77.9602337939812,13,123,7.4
Glascock County,Georgia,73.394960919002,13,125,3.3
Glynn County,Georgia,77.1335060809149,13,127,6.7
Gordon County,Georgia,75.4706012819472,13,129,5.7
Grady County,Georgia,75.5518347037765,13,131,8.0
Greene County,Georgia,77.7512340805882,13,133,6.5
Gwinnett County,Georgia,80.607617253456,13,135,5.8
Habersham County,Georgia,77.3582989596064,13,137,5.5
Hall County,Georgia,78.8960139014754,13,139,4.6
Hancock County,Georgia,75.3903158501469,13,141,4.0
Haralson County,Georgia,73.2656065600872,13,143,7.2
Harris County,Georgia,79.295601776848,13,145,8.5
Hart County,Georgia,76.8248765683369,13,147,4.7
Heard County,Georgia,74.7199641903674,13,149,9.6
Henry County,Georgia,77.181720507416,13,151,7.7
Houston County,Georgia,77.3383420736599,13,153,7.8
Irwin County,Georgia,74.8751692688427,13,155,7.4
Jackson County,Georgia,76.2832039775414,13,157,6.5
Jasper County,Georgia,75.7749845245545,13,159,7.2
Jeff Davis County,Georgia,73.2268902139052,13,161,5.0
Jefferson County,Georgia,72.5992407627131,13,163,8.5
Jenkins County,Georgia,73.3841998147857,13,165,6.3
Johnson County,Georgia,76.0287103065729,13,167,11.4
Jones County,Georgia,77.8374428106185,13,169,8.7
Lamar County,Georgia,74.3508731721163,13,171,11.4
Lanier County,Georgia,75.3835180951939,13,173,10.6
Laurens County,Georgia,74.4577525082559,13,175,5.1
Lee County,Georgia,76.6914056662725,13,177,7.1
Liberty County,Georgia,76.3021109268363,13,179,11.9
Lincoln County,Georgia,76.1794942621868,13,181,6.0
Long County,Georgia,78.4618707054974,13,183,17.2
Lowndes County,Georgia,75.8358035603923,13,185,9.2
Lumpkin County,Georgia,77.7101053772346,13,187,6.0
McDuffie County,Georgia,73.7738203200434,13,189,8.1
McIntosh County,Georgia,79.7108099163917,13,191,9.2
Macon County,Georgia,73.7317039474685,13,193,16.8
Madison County,Georgia,75.840925411624,13,195,8.0
Marion County,Georgia,76.2946453096112,13,197,10.0
Meriwether County,Georgia,74.4847266846964,13,199,8.1
Miller County,Georgia,73.0734881813492,13,201,5.7
Mitchell County,Georgia,74.0885588705262,13,205,15.2
Monroe County,Georgia,77.4835874483883,13,207,9.4
Montgomery County,Georgia,75.0403904752512,13,209,6.6
Morgan County,Georgia,77.3359048444416,13,211,5.7
Murray County,Georgia,74.7984649731187,13,213,7.4
Muscogee County,Georgia,74.0661905409308,13,215,10.0
Newton County,Georgia,76.0968360464372,13,217,9.0
Oconee County,Georgia,80.9648939245257,13,219,4.4
Oglethorpe County,Georgia,77.6363584185965,13,221,5.8
Paulding County,Georgia,78.486927311261,13,223,5.2
Peach County,Georgia,73.7058392267195,13,225,8.6
Pickens County,Georgia,77.0978924166854,13,227,7.0
Pierce County,Georgia,74.2596164151985,13,229,6.2
Pike County,Georgia,75.4989917474708,13,231,9.0
Polk County,Georgia,73.2748803672115,13,233,7.2
Pulaski County,Georgia,77.6666373683592,13,235,6.7
Putnam County,Georgia,77.4061176357782,13,237,6.5
Quitman County,Georgia,75.3250351764225,13,239,12.1
Rabun County,Georgia,76.9944546576478,13,241,5.7
Randolph County,Georgia,75.026721238403,13,243,8.9
Richmond County,Georgia,73.6808084874035,13,245,11.6
Rockdale County,Georgia,77.6033875048851,13,247,8.7
Schley County,Georgia,76.9446934911318,13,249,14.2
Screven County,Georgia,74.5319377680867,13,251,5.5
Seminole County,Georgia,73.47471546866,13,253,7.3
Spalding County,Georgia,74.2476675171375,13,255,8.3
Stephens County,Georgia,73.3838160708526,13,257,11.7
Stewart County,Georgia,74.2587420264588,13,259,11.8
Sumter County,Georgia,74.3351110608217,13,261,10.6
Talbot County,Georgia,74.577238903621,13,263,8.2
Taliaferro County,Georgia,74.243707404434,13,265,9.5
Tattnall County,Georgia,74.8428091996403,13,267,4.0
