County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Families (Single Mother)
Independence County,Arkansas,75.818962809451,05,063,902.0
Izard County,Arkansas,75.5224554466382,05,065,220.0
Jackson County,Arkansas,73.4906835570058,05,067,434.0
Jefferson County,Arkansas,73.7452633122832,05,069,3129.0
Johnson County,Arkansas,76.0184647706335,05,071,666.0
Lafayette County,Arkansas,74.2310473910241,05,073,200.0
Lawrence County,Arkansas,74.1199788657354,05,075,294.0
Lee County,Arkansas,73.7502943427827,05,077,329.0
Lincoln County,Arkansas,75.4553403866795,05,079,517.0
Little River County,Arkansas,74.1885922604194,05,081,426.0
Logan County,Arkansas,74.7690105799881,05,083,539.0
Lonoke County,Arkansas,75.2359220612144,05,085,2013.0
Madison County,Arkansas,75.6663513769671,05,087,289.0
Marion County,Arkansas,75.5962916062646,05,089,257.0
Miller County,Arkansas,74.8835906326357,05,091,1397.0
Mississippi County,Arkansas,72.1102865682895,05,093,1982.0
Monroe County,Arkansas,72.8831990296179,05,095,222.0
Montgomery County,Arkansas,76.3127945367472,05,097,158.0
Nevada County,Arkansas,74.2558254291586,05,099,232.0
Newton County,Arkansas,77.256810854711,05,101,95.0
Ouachita County,Arkansas,73.4859440403868,05,103,930.0
Perry County,Arkansas,75.2161291747456,05,105,121.0
Phillips County,Arkansas,71.3295020847569,05,107,1333.0
Pike County,Arkansas,75.3612335128047,05,109,365.0
Poinsett County,Arkansas,71.8549037872847,05,111,663.0
Polk County,Arkansas,75.2614485975633,05,113,546.0
Pope County,Arkansas,76.6058991104863,05,115,1511.0
Prairie County,Arkansas,75.782559047161,05,117,235.0
Pulaski County,Arkansas,76.1795129989355,05,119,13914.0
Randolph County,Arkansas,74.9895162117781,05,121,407.0
Saint Francis County,Arkansas,74.2474039903728,05,123,990.0
Saline County,Arkansas,77.3960857547918,05,125,2663.0
Scott County,Arkansas,75.2749649430301,05,127,286.0
Searcy County,Arkansas,76.0184922982395,05,129,98.0
Sebastian County,Arkansas,75.8356293882159,05,131,3907.0
Sevier County,Arkansas,75.1099628253174,05,133,448.0
Sharp County,Arkansas,74.3655114172071,05,135,326.0
Stone County,Arkansas,76.4680154726822,05,137,175.0
Union County,Arkansas,73.531738985156,05,139,1478.0
Van Buren County,Arkansas,76.3230678398837,05,141,418.0
Washington County,Arkansas,78.0525791787306,05,143,5615.0
White County,Arkansas,75.3684739400756,05,145,2017.0
Woodruff County,Arkansas,72.9691657863222,05,147,302.0
Yell County,Arkansas,74.9489492833161,05,149,516.0
Alameda County,California,81.9574601824784,06,001,33900.0
Alpine County,California,79.1446091671374,06,003,26.0
Amador County,California,79.8676286856863,06,005,579.0
Butte County,California,77.9166897330305,06,007,5298.0
Calaveras County,California,79.7392007377838,06,009,636.0
Colusa County,California,80.0718304385206,06,011,503.0
Contra Costa County,California,81.7294599306854,06,013,23310.0
Del Norte County,California,75.9903836947179,06,015,808.0
El Dorado County,California,81.4213825961216,06,017,2759.0
Fresno County,California,78.6231883737308,06,019,31392.0
Glenn County,California,77.838340878587,06,021,718.0
Humboldt County,California,77.0034274971952,06,023,3813.0
Imperial County,California,80.9437764733412,06,025,5220.0
Inyo County,California,79.4013711406659,06,027,527.0
Kern County,California,77.4155560118422,06,029,26608.0
Kings County,California,79.3394443531957,06,031,4177.0
Lake County,California,75.2601471981006,06,033,2004.0
Lassen County,California,78.5878680298779,06,035,529.0
Los Angeles County,California,81.6088919970855,06,037,253156.0
Madera County,California,79.0356091221892,06,039,4099.0
Marin County,California,84.3889101013875,06,041,5129.0
Mariposa County,California,80.4146626674398,06,043,287.0
Mendocino County,California,78.7539965198557,06,045,2206.0
Merced County,California,78.7699495167401,06,047,8612.0
Modoc County,California,77.9703785616707,06,049,195.0
Mono County,California,85.1387867187453,06,051,195.0
Monterey County,California,82.0187429129939,06,053,9750.0
Napa County,California,81.1951616905384,06,055,2754.0
Nevada County,California,81.3087317219083,06,057,1548.0
Orange County,California,82.5275699941024,06,059,59322.0
Placer County,California,81.5788607115974,06,061,7681.0
Plumas County,California,78.5240261319388,06,063,428.0
Riverside County,California,80.5356107538776,06,065,51504.0
Sacramento County,California,79.2359862466345,06,067,43470.0
San Benito County,California,81.8447025218421,06,069,1313.0
San Bernardino County,California,78.6008851539483,06,071,56761.0
San Diego County,California,81.6354754382568,06,073,69084.0
San Francisco County,California,82.7273768509478,06,075,11353.0
San Joaquin County,California,78.2052741778494,06,077,20322.0
San Luis Obispo County,California,81.4165855283812,06,079,4921.0
San Mateo County,California,83.8167556579334,06,081,11478.0
Santa Barbara County,California,81.762921966888,06,083,9288.0
Santa Clara County,California,83.7459727060519,06,085,30602.0
Santa Cruz County,California,81.7431879819541,06,087,5538.0
Shasta County,California,76.1366803244793,06,089,4450.0
Sierra County,California,79.1154203499916,06,091,26.0
Siskiyou County,California,76.7123533175491,06,093,1042.0
Solano County,California,79.7765697132744,06,095,12103.0
Sonoma County,California,81.3537531397856,06,097,10382.0
Stanislaus County,California,78.0404081273513,06,099,15166.0
Sutter County,California,78.8647497761071,06,101,2294.0
Tehama County,California,77.6815646677451,06,103,1574.0
Trinity County,California,76.9779522244668,06,105,226.0
Tulare County,California,78.2919831279741,06,107,13765.0
Tuolumne County,California,78.9180681770885,06,109,990.0
Ventura County,California,81.8702489506106,06,111,16855.0
Yolo County,California,80.8212815975969,06,113,4120.0
Yuba County,California,75.9620177615393,06,115,2145.0
Alamosa County,Colorado,76.4520030136314,08,003,435.0
Archuleta County,Colorado,81.4521899731809,08,007,323.0
Baca County,Colorado,77.5486412990339,08,009,60.0
Bent County,Colorado,76.1374880821443,08,011,134.0
Chaffee County,Colorado,81.4775538864323,08,015,435.0
Cheyenne County,Colorado,79.6909457212359,08,017,14.0
Clear Creek County,Colorado,82.2544295673685,08,019,127.0
Conejos County,Colorado,76.7644631976601,08,021,188.0
Costilla County,Colorado,77.5800045007178,08,023,69.0
Crowley County,Colorado,77.741052629939,08,025,85.0
Custer County,Colorado,80.6307957604002,08,027,31.0
Delta County,Colorado,78.5163413913364,08,029,551.0
Dolores County,Colorado,79.5945138917714,08,033,41.0
Douglas County,Colorado,83.5549156528537,08,035,5108.0
Eagle County,Colorado,87.8550573815851,08,037,1048.0
Elbert County,Colorado,81.5265627610726,08,039,228.0
El Paso County,Colorado,79.4766379407405,08,041,17526.0
Fremont County,Colorado,77.3282759106017,08,043,913.0
Garfield County,Colorado,80.7129313494244,08,045,1191.0
Gilpin County,Colorado,80.8402892278279,08,047,112.0
Grand County,Colorado,83.6104349800547,08,049,189.0
Gunnison County,Colorado,82.4615975701476,08,051,339.0
Huerfano County,Colorado,76.7370310001646,08,055,112.0
Jackson County,Colorado,80.019428596651,08,057,20.0
Kiowa County,Colorado,77.8060630934981,08,061,36.0
Kit Carson County,Colorado,79.0396680266366,08,063,225.0
Lake County,Colorado,81.2812841315244,08,065,169.0
La Plata County,Colorado,81.9139056024152,08,067,1088.0
Larimer County,Colorado,81.5911095993052,08,069,5910.0
Las Animas County,Colorado,76.936758041852,08,071,393.0
Lincoln County,Colorado,79.2238693329103,08,073,78.0
Logan County,Colorado,79.1604272540649,08,075,501.0
Mesa County,Colorado,78.7432925415044,08,077,3819.0
Moffat County,Colorado,78.7540045777934,08,081,195.0
Montezuma County,Colorado,77.577101117793,08,083,627.0
Montrose County,Colorado,79.6478445531103,08,085,907.0
Morgan County,Colorado,78.4127327674347,08,087,949.0
Otero County,Colorado,75.5779720298771,08,089,653.0
Ouray County,Colorado,84.5850561128476,08,091,35.0
Park County,Colorado,82.7525162279221,08,093,241.0
Phillips County,Colorado,79.9467802658477,08,095,78.0
Pitkin County,Colorado,90.0864739901917,08,097,126.0
Prowers County,Colorado,76.9893465934096,08,099,411.0
Pueblo County,Colorado,76.9509448414404,08,101,5166.0
Rio Blanco County,Colorado,79.3997581000084,08,103,125.0
Rio Grande County,Colorado,77.1572524407443,08,105,306.0
Routt County,Colorado,83.0836598314748,08,107,425.0
Saguache County,Colorado,80.0823053595073,08,109,100.0
San Miguel County,Colorado,85.7011161631391,08,113,146.0
Sedgwick County,Colorado,78.2075550504511,08,115,50.0
Summit County,Colorado,90.4822708175061,08,117,426.0
Teller County,Colorado,80.5790656291349,08,119,479.0
Washington County,Colorado,79.9836857094953,08,121,74.0
Yuma County,Colorado,79.1855876209467,08,125,106.0
Adams County,Colorado,80.2789722027987,08,001,12060.0
Arapahoe County,Colorado,80.2789722027987,08,005,16473.0
Boulder County,Colorado,80.2789722027987,08,013,5866.0
Broomfield County,Colorado,80.2789722027987,08,014,985.0
Denver County,Colorado,80.2789722027987,08,031,16915.0
Jefferson County,Colorado,80.2789722027987,08,059,12175.0
Weld County,Colorado,80.2789722027987,08,123,5669.0
Fairfield County,Connecticut,82.5631925306583,09,001,22210.0
Hartford County,Connecticut,80.5005165160435,09,003,29376.0
Litchfield County,Connecticut,80.6656905163656,09,005,3452.0
Middlesex County,Connecticut,81.2879575376129,09,007,3394.0
New Haven County,Connecticut,80.2317578296903,09,009,26136.0
New London County,Connecticut,80.1746538713983,09,011,7912.0
Tolland County,Connecticut,81.8740724057526,09,013,3313.0
Windham County,Connecticut,79.2213286863835,09,015,3392.0
Kent County,Delaware,77.6582126117263,10,001,5424.0
New Castle County,Delaware,78.7574531834631,10,003,15011.0
Sussex County,Delaware,78.7388341774585,10,005,4830.0
Alachua County,Florida,78.8446436145488,12,001,6101.0
Baker County,Florida,75.5067173660575,12,003,730.0
Bay County,Florida,76.361815494481,12,005,4386.0
Bradford County,Florida,76.0629032158072,12,007,631.0
Brevard County,Florida,78.154786052417,12,009,13434.0
Broward County,Florida,80.6074711604382,12,011,56134.0
Calhoun County,Florida,75.5785348350231,12,013,417.0
Charlotte County,Florida,80.4388130091559,12,015,2760.0
Citrus County,Florida,76.2201643609441,12,017,2368.0
Clay County,Florida,77.8317980418307,12,019,5129.0
Collier County,Florida,84.4836600504725,12,021,6220.0
Columbia County,Florida,75.4379875293089,12,023,1482.0
Miami-Dade County,Florida,81.1399928541069,12,086,72985.0
DeSoto County,Florida,79.8065989131509,12,027,960.0
Dixie County,Florida,74.9283501697955,12,029,216.0
Duval County,Florida,76.3662413048127,12,031,29852.0
Escambia County,Florida,75.8265429872147,12,033,7482.0
Flagler County,Florida,79.5181062926383,12,035,1692.0
Franklin County,Florida,76.406957616415,12,037,243.0
Gadsden County,Florida,75.8057940796264,12,039,1824.0
Gilchrist County,Florida,76.9721949862259,12,041,301.0
Glades County,Florida,80.9082704676563,12,043,237.0
Gulf County,Florida,76.6223858301363,12,045,321.0
Hamilton County,Florida,76.0213829513191,12,047,406.0
Hardee County,Florida,78.7962643023069,12,049,718.0
Hendry County,Florida,77.7970458894187,12,051,1400.0
Hernando County,Florida,77.2131242626512,12,053,4217.0
Highlands County,Florida,79.179271786199,12,055,1722.0
Hillsborough County,Florida,78.8066512790219,12,057,38610.0
Holmes County,Florida,74.345279901364,12,059,402.0
Indian River County,Florida,80.5310223845662,12,061,2920.0
Jackson County,Florida,75.5087459649011,12,063,1100.0
Jefferson County,Florida,77.0795832677861,12,065,292.0
Lafayette County,Florida,77.0212732340539,12,067,222.0
Lake County,Florida,79.2621560630153,12,069,6008.0
Lee County,Florida,81.7426837998132,12,071,15484.0
Leon County,Florida,79.3960410363991,12,073,8217.0
Levy County,Florida,75.3349797824728,12,075,1026.0
Liberty County,Florida,76.400954234728,12,077,138.0
Madison County,Florida,75.4161304834043,12,079,471.0
Manatee County,Florida,80.6948049167801,12,081,7629.0
Marion County,Florida,77.0658729461655,12,083,8422.0
Martin County,Florida,81.7022342824242,12,085,2279.0
Monroe County,Florida,79.7820552632832,12,087,954.0
Nassau County,Florida,77.5913421377193,12,089,1304.0
Okaloosa County,Florida,77.9811575177656,12,091,5382.0
Okeechobee County,Florida,76.5984963130413,12,093,1271.0
Orange County,Florida,79.8803026532843,12,095,36857.0
Osceola County,Florida,79.3776245905727,12,097,9068.0
Palm Beach County,Florida,81.8994870289193,12,099,34527.0
Pasco County,Florida,77.7506120972686,12,101,10189.0
Pinellas County,Florida,78.6728919990013,12,103,23135.0
Polk County,Florida,78.3392589820842,12,105,16476.0
Putnam County,Florida,74.6807451280498,12,107,2032.0
Saint Johns County,Florida,81.0040923398974,12,109,4008.0
Saint Lucie County,Florida,79.7137483124112,12,111,8206.0
Santa Rosa County,Florida,77.924490088113,12,113,3535.0
Sarasota County,Florida,81.5159280206738,12,115,7619.0
Seminole County,Florida,80.3542107587214,12,117,9501.0
Sumter County,Florida,81.2792040618854,12,119,873.0
Suwannee County,Florida,75.5908740871612,12,121,1279.0
Taylor County,Florida,75.7787599842218,12,123,382.0
Union County,Florida,68.804653768535,12,125,410.0
Volusia County,Florida,77.2470119324166,12,127,11576.0
Wakulla County,Florida,76.637763031087,12,129,873.0
Walton County,Florida,77.7392867649656,12,131,1225.0
Washington County,Florida,74.1699775225144,12,133,371.0
Appling County,Georgia,74.7913877143402,13,001,612.0
Atkinson County,Georgia,73.7714960390043,13,003,249.0
Bacon County,Georgia,73.5222086041657,13,005,225.0
Baker County,Georgia,77.9683934012373,13,007,81.0
Baldwin County,Georgia,76.3383996487831,13,009,1546.0
Banks County,Georgia,76.9101211936386,13,011,393.0
Barrow County,Georgia,76.517230702492,13,013,1583.0
Bartow County,Georgia,76.4533100393887,13,015,2338.0
Ben Hill County,Georgia,73.6096800245677,13,017,937.0
Berrien County,Georgia,75.190867400244,13,019,586.0
Bibb County,Georgia,73.9294345070761,13,021,7070.0
Bleckley County,Georgia,76.187085449615,13,023,391.0
Brantley County,Georgia,74.9365531299157,13,025,388.0
Brooks County,Georgia,75.2397600148768,13,027,441.0
Bryan County,Georgia,76.3639290976648,13,029,910.0
Bulloch County,Georgia,77.0368004262305,13,031,2530.0
Burke County,Georgia,73.7898930278459,13,033,999.0
Butts County,Georgia,74.0565385862956,13,035,431.0
Calhoun County,Georgia,75.2943589362578,13,037,157.0
Camden County,Georgia,78.0008189410582,13,039,1315.0
Candler County,Georgia,73.882180330007,13,043,461.0
Carroll County,Georgia,75.0924295103043,13,045,3068.0
Catoosa County,Georgia,78.0009537512239,13,047,1267.0
Charlton County,Georgia,76.5710378110187,13,049,252.0
Chatham County,Georgia,77.720211150539,13,051,9662.0
Chattahoochee County,Georgia,77.2468365236423,13,053,114.0
Chattooga County,Georgia,73.8516363427106,13,055,623.0
Cherokee County,Georgia,79.9067687559501,13,057,5159.0
Clarke County,Georgia,78.2921794435612,13,059,3018.0
Clay County,Georgia,74.6488916925777,13,061,147.0
Clayton County,Georgia,76.880309592685,13,063,11746.0
Clinch County,Georgia,73.4584259976083,13,065,227.0
Cobb County,Georgia,80.1366382597769,13,067,21454.0
Coffee County,Georgia,75.0163716195189,13,069,1235.0
Colquitt County,Georgia,74.9122018657446,13,071,1634.0
Columbia County,Georgia,80.0676296378463,13,073,3341.0
Cook County,Georgia,74.7320855084491,13,075,491.0
Coweta County,Georgia,78.285359699771,13,077,3432.0
Crawford County,Georgia,76.5621078535087,13,079,384.0
Crisp County,Georgia,75.609384748844,13,081,1117.0
Dade County,Georgia,75.3960009690029,13,083,234.0
Dawson County,Georgia,78.1336508154396,13,085,343.0
Decatur County,Georgia,74.7007199893853,13,087,1186.0
DeKalb County,Georgia,79.4962305308697,13,089,24753.0
Dodge County,Georgia,75.4421725381297,13,091,650.0
Dooly County,Georgia,78.5144079303595,13,093,444.0
Dougherty County,Georgia,75.038542335195,13,095,4883.0
Douglas County,Georgia,77.4032014471524,13,097,5136.0
Early County,Georgia,73.978063106976,13,099,407.0
Echols County,Georgia,77.5417724006261,13,101,152.0
Effingham County,Georgia,76.5731690017895,13,103,1207.0
Elbert County,Georgia,75.0164188271286,13,105,569.0
Emanuel County,Georgia,73.1718202483777,13,107,869.0
Evans County,Georgia,75.1580822990035,13,109,336.0
Fannin County,Georgia,76.9013426301904,13,111,573.0
Fayette County,Georgia,80.9425991889622,13,113,1993.0
Floyd County,Georgia,75.5586411421325,13,115,2388.0
Forsyth County,Georgia,81.4700212970869,13,117,2654.0
Franklin County,Georgia,74.3539985940726,13,119,439.0
Fulton County,Georgia,78.5987701241935,13,121,33586.0
Gilmer County,Georgia,78.2712613586073,13,123,456.0
Glascock County,Georgia,74.0095727000035,13,125,51.0
Glynn County,Georgia,77.3454296677488,13,127,2862.0
Gordon County,Georgia,75.7664983217768,13,129,1202.0
Grady County,Georgia,75.9708134350991,13,131,939.0
Greene County,Georgia,77.7291789565482,13,133,442.0
Gwinnett County,Georgia,80.5413606378106,13,135,24606.0
Habersham County,Georgia,77.6403397782881,13,137,653.0
Hall County,Georgia,78.8999066045999,13,139,4021.0
Hancock County,Georgia,76.1807363127476,13,141,179.0
Haralson County,Georgia,73.5619730006166,13,143,799.0
Harris County,Georgia,79.372928241056,13,145,420.0
Hart County,Georgia,77.0624660385596,13,147,650.0
Heard County,Georgia,75.267737833288,13,149,219.0
Henry County,Georgia,77.3049999830077,13,151,7326.0
Houston County,Georgia,77.5027345951035,13,153,5055.0
Irwin County,Georgia,75.4290585130566,13,155,274.0
Jackson County,Georgia,76.1830898877838,13,157,1257.0
Jasper County,Georgia,76.0796020621275,13,159,445.0
Jeff Davis County,Georgia,73.8214311853932,13,161,327.0
Jefferson County,Georgia,73.1652202685591,13,163,723.0
Jenkins County,Georgia,74.3679832068187,13,165,394.0
Johnson County,Georgia,76.381728931759,13,167,212.0
Jones County,Georgia,78.252880160435,13,169,810.0
Lamar County,Georgia,74.8970962853556,13,171,431.0
Lanier County,Georgia,75.8132703022645,13,173,437.0
Laurens County,Georgia,74.9950661049002,13,175,1631.0
Lee County,Georgia,77.4356523334636,13,177,717.0
Liberty County,Georgia,76.903539545897,13,179,2790.0
Lincoln County,Georgia,76.4916448181181,13,181,287.0
Long County,Georgia,78.5196020317748,13,183,632.0
Lowndes County,Georgia,76.2643690452204,13,185,4253.0
Lumpkin County,Georgia,78.0146664866746,13,187,475.0
McDuffie County,Georgia,74.3231824430064,13,189,820.0
McIntosh County,Georgia,79.6443775538217,13,191,256.0
Macon County,Georgia,74.3214975662633,13,193,369.0
Madison County,Georgia,75.9164119646493,13,195,519.0
Marion County,Georgia,76.5565655971449,13,197,252.0
Meriwether County,Georgia,74.9750751980501,13,199,580.0
Miller County,Georgia,73.9357844275489,13,201,259.0
Mitchell County,Georgia,75.0734144121862,13,205,786.0
Monroe County,Georgia,77.4296681097743,13,207,534.0
Montgomery County,Georgia,75.6422874814565,13,209,204.0
Morgan County,Georgia,77.5413475560736,13,211,478.0
Murray County,Georgia,75.2496113616646,13,213,1048.0
Muscogee County,Georgia,74.8788732502681,13,215,9051.0
Newton County,Georgia,76.2508476547503,13,217,3714.0
Oconee County,Georgia,80.7201006294958,13,219,591.0
Oglethorpe County,Georgia,78.2015427852691,13,221,320.0
Paulding County,Georgia,78.7263186693695,13,223,3771.0
Peach County,Georgia,74.3109147998361,13,225,836.0
Pickens County,Georgia,77.4804361140647,13,227,461.0
Pierce County,Georgia,75.0941998698357,13,229,511.0
Pike County,Georgia,75.8421997692356,13,231,468.0
Polk County,Georgia,73.7361143015121,13,233,894.0
Pulaski County,Georgia,77.7938948047007,13,235,421.0
Putnam County,Georgia,77.2841027649912,13,237,815.0
Quitman County,Georgia,75.7392722815738,13,239,26.0
Rabun County,Georgia,77.6475490038442,13,241,300.0
Randolph County,Georgia,75.7955773877892,13,243,410.0
Richmond County,Georgia,74.1815498876986,13,245,8976.0
Rockdale County,Georgia,77.9264352187422,13,247,3597.0
