County,State,mean_life_expectancy,State_FIPS,County_FIPS,Poverty Rate
Izard County,Arkansas,75.5224554466382,05,065,18.7
Jackson County,Arkansas,73.4906835570058,05,067,26.4
Jefferson County,Arkansas,73.7452633122832,05,069,24.5
Johnson County,Arkansas,76.0184647706335,05,071,21.2
Lafayette County,Arkansas,74.2310473910241,05,073,26.0
Lawrence County,Arkansas,74.1199788657354,05,075,23.6
Lee County,Arkansas,73.7502943427827,05,077,29.8
Lincoln County,Arkansas,75.4553403866795,05,079,26.7
Little River County,Arkansas,74.1885922604194,05,081,16.4
Logan County,Arkansas,74.7690105799881,05,083,17.1
Lonoke County,Arkansas,75.2359220612144,05,085,13.2
Madison County,Arkansas,75.6663513769671,05,087,21.1
Marion County,Arkansas,75.5962916062646,05,089,18.8
Miller County,Arkansas,74.8835906326357,05,091,20.0
Mississippi County,Arkansas,72.1102865682895,05,093,26.7
Monroe County,Arkansas,72.8831990296179,05,095,30.2
Montgomery County,Arkansas,76.3127945367472,05,097,20.4
Nevada County,Arkansas,74.2558254291586,05,099,29.4
Newton County,Arkansas,77.256810854711,05,101,20.4
Ouachita County,Arkansas,73.4859440403868,05,103,21.9
Perry County,Arkansas,75.2161291747456,05,105,13.5
Phillips County,Arkansas,71.3295020847569,05,107,34.0
Pike County,Arkansas,75.3612335128047,05,109,24.2
Poinsett County,Arkansas,71.8549037872847,05,111,24.8
Polk County,Arkansas,75.2614485975633,05,113,22.0
Pope County,Arkansas,76.6058991104863,05,115,18.9
Prairie County,Arkansas,75.782559047161,05,117,20.2
Pulaski County,Arkansas,76.1795129989355,05,119,16.9
Randolph County,Arkansas,74.9895162117781,05,121,21.8
Saint Francis County,Arkansas,74.2474039903728,05,123,27.7
Saline County,Arkansas,77.3960857547918,05,125,9.0
Scott County,Arkansas,75.2749649430301,05,127,19.4
Searcy County,Arkansas,76.0184922982395,05,129,23.3
Sebastian County,Arkansas,75.8356293882159,05,131,22.5
Sevier County,Arkansas,75.1099628253174,05,133,22.6
Sharp County,Arkansas,74.3655114172071,05,135,23.4
Stone County,Arkansas,76.4680154726822,05,137,26.8
Union County,Arkansas,73.531738985156,05,139,21.3
Van Buren County,Arkansas,76.3230678398837,05,141,26.3
Washington County,Arkansas,78.0525791787306,05,143,20.7
White County,Arkansas,75.3684739400756,05,145,18.1
Woodruff County,Arkansas,72.9691657863222,05,147,26.1
Yell County,Arkansas,74.9489492833161,05,149,19.9
Alameda County,California,81.9574601824784,06,001,12.9
Alpine County,California,79.1446091671374,06,003,15.1
Amador County,California,79.8676286856863,06,005,13.0
Butte County,California,77.9166897330305,06,007,21.5
Calaveras County,California,79.7392007377838,06,009,12.1
Colusa County,California,80.0718304385206,06,011,14.5
Contra Costa County,California,81.7294599306854,06,013,10.7
Del Norte County,California,75.9903836947179,06,015,22.4
El Dorado County,California,81.4213825961216,06,017,10.3
Fresno County,California,78.6231883737308,06,019,27.4
Glenn County,California,77.838340878587,06,021,20.0
Humboldt County,California,77.0034274971952,06,023,20.8
Imperial County,California,80.9437764733412,06,025,23.4
Inyo County,California,79.4013711406659,06,027,13.7
Kern County,California,77.4155560118422,06,029,23.4
Kings County,California,79.3394443531957,06,031,22.7
Lake County,California,75.2601471981006,06,033,24.3
Lassen County,California,78.5878680298779,06,035,17.1
Los Angeles County,California,81.6088919970855,06,037,18.4
Madera County,California,79.0356091221892,06,039,23.2
Marin County,California,84.3889101013875,06,041,8.8
Mariposa County,California,80.4146626674398,06,043,16.3
Mendocino County,California,78.7539965198557,06,045,20.2
Merced County,California,78.7699495167401,06,047,25.6
Modoc County,California,77.9703785616707,06,049,21.0
Mono County,California,85.1387867187453,06,051,5.0
Monterey County,California,82.0187429129939,06,053,17.2
Napa County,California,81.1951616905384,06,055,10.3
Nevada County,California,81.3087317219083,06,057,12.4
Orange County,California,82.5275699941024,06,059,12.8
Placer County,California,81.5788607115974,06,061,8.9
Plumas County,California,78.5240261319388,06,063,15.9
Riverside County,California,80.5356107538776,06,065,16.9
Sacramento County,California,79.2359862466345,06,067,18.1
San Benito County,California,81.8447025218421,06,069,12.1
San Bernardino County,California,78.6008851539483,06,071,19.2
San Diego County,California,81.6354754382568,06,073,14.7
San Francisco County,California,82.7273768509478,06,075,13.3
San Joaquin County,California,78.2052741778494,06,077,19.4
San Luis Obispo County,California,81.4165855283812,06,079,14.8
San Mateo County,California,83.8167556579334,06,081,7.6
Santa Barbara County,California,81.762921966888,06,083,16.6
Santa Clara County,California,83.7459727060519,06,085,9.9
Santa Cruz County,California,81.7431879819541,06,087,15.3
Shasta County,California,76.1366803244793,06,089,18.0
Sierra County,California,79.1154203499916,06,091,16.3
Siskiyou County,California,76.7123533175491,06,093,22.7
Solano County,California,79.7765697132744,06,095,13.1
Sonoma County,California,81.3537531397856,06,097,12.3
Stanislaus County,California,78.0404081273513,06,099,20.3
Sutter County,California,78.8647497761071,06,101,16.8
Tehama County,California,77.6815646677451,06,103,18.6
Trinity County,California,76.9779522244668,06,105,18.7
Tulare County,California,78.2919831279741,06,107,27.4
Tuolumne County,California,78.9180681770885,06,109,14.7
Ventura County,California,81.8702489506106,06,111,11.1
Yolo County,California,80.8212815975969,06,113,20.0
Yuba County,California,75.9620177615393,06,115,22.2
Alamosa County,Colorado,76.4520030136314,08,003,27.9
Archuleta County,Colorado,81.4521899731809,08,007,11.1
Baca County,Colorado,77.5486412990339,08,009,16.3
Bent County,Colorado,76.1374880821443,08,011,18.4
Chaffee County,Colorado,81.4775538864323,08,015,8.7
Cheyenne County,Colorado,79.6909457212359,08,017,8.7
Clear Creek County,Colorado,82.2544295673685,08,019,9.3
Conejos County,Colorado,76.7644631976601,08,021,18.6
Costilla County,Colorado,77.5800045007178,08,023,25.0
Crowley County,Colorado,77.741052629939,08,025,28.3
Custer County,Colorado,80.6307957604002,08,027,17.7
Delta County,Colorado,78.5163413913364,08,029,16.2
Dolores County,Colorado,79.5945138917714,08,033,20.1
Douglas County,Colorado,83.5549156528537,08,035,4.1
Eagle County,Colorado,87.8550573815851,08,037,10.0
Elbert County,Colorado,81.5265627610726,08,039,7.3
El Paso County,Colorado,79.4766379407405,08,041,12.5
Fremont County,Colorado,77.3282759106017,08,043,17.6
Garfield County,Colorado,80.7129313494244,08,045,11.7
Gilpin County,Colorado,80.8402892278279,08,047,10.3
Grand County,Colorado,83.6104349800547,08,049,12.1
Gunnison County,Colorado,82.4615975701476,08,051,17.7
Huerfano County,Colorado,76.7370310001646,08,055,19.8
Jackson County,Colorado,80.019428596651,08,057,14.7
Kiowa County,Colorado,77.8060630934981,08,061,14.7
Kit Carson County,Colorado,79.0396680266366,08,063,15.5
Lake County,Colorado,81.2812841315244,08,065,12.2
La Plata County,Colorado,81.9139056024152,08,067,11.1
Larimer County,Colorado,81.5911095993052,08,069,13.7
Las Animas County,Colorado,76.936758041852,08,071,16.3
Lincoln County,Colorado,79.2238693329103,08,073,16.3
Logan County,Colorado,79.1604272540649,08,075,16.9
Mesa County,Colorado,78.7432925415044,08,077,15.8
Moffat County,Colorado,78.7540045777934,08,081,11.6
Montezuma County,Colorado,77.577101117793,08,083,18.4
Montrose County,Colorado,79.6478445531103,08,085,17.2
Morgan County,Colorado,78.4127327674347,08,087,12.3
Otero County,Colorado,75.5779720298771,08,089,25.8
Ouray County,Colorado,84.5850561128476,08,091,7.4
Park County,Colorado,82.7525162279221,08,093,8.3
Phillips County,Colorado,79.9467802658477,08,095,18.6
Pitkin County,Colorado,90.0864739901917,08,097,8.8
Prowers County,Colorado,76.9893465934096,08,099,21.8
Pueblo County,Colorado,76.9509448414404,08,101,19.3
Rio Blanco County,Colorado,79.3997581000084,08,103,16.8
Rio Grande County,Colorado,77.1572524407443,08,105,20.1
Routt County,Colorado,83.0836598314748,08,107,10.4
Saguache County,Colorado,80.0823053595073,08,109,25.1
San Miguel County,Colorado,85.7011161631391,08,113,10.4
Sedgwick County,Colorado,78.2075550504511,08,115,15.6
Summit County,Colorado,90.4822708175061,08,117,14.1
Teller County,Colorado,80.5790656291349,08,119,7.2
Washington County,Colorado,79.9836857094953,08,121,12.9
Yuma County,Colorado,79.1855876209467,08,125,10.2
Adams County,Colorado,80.2789722027987,08,001,14.1
Arapahoe County,Colorado,80.2789722027987,08,005,11.7
Boulder County,Colorado,80.2789722027987,08,013,14.6
Broomfield County,Colorado,80.2789722027987,08,014,6.3
Denver County,Colorado,80.2789722027987,08,031,18.3
Jefferson County,Colorado,80.2789722027987,08,059,8.7
Weld County,Colorado,80.2789722027987,08,123,13.5
Fairfield County,Connecticut,82.5631925306583,09,001,9.1
Hartford County,Connecticut,80.5005165160435,09,003,12.1
Litchfield County,Connecticut,80.6656905163656,09,005,6.8
Middlesex County,Connecticut,81.2879575376129,09,007,6.9
New Haven County,Connecticut,80.2317578296903,09,009,12.7
New London County,Connecticut,80.1746538713983,09,011,9.1
Tolland County,Connecticut,81.8740724057526,09,013,6.6
Windham County,Connecticut,79.2213286863835,09,015,11.4
Kent County,Delaware,77.6582126117263,10,001,12.9
New Castle County,Delaware,78.7574531834631,10,003,11.3
Sussex County,Delaware,78.7388341774585,10,005,13.3
Alachua County,Florida,78.8446436145488,12,001,25.4
Baker County,Florida,75.5067173660575,12,003,18.6
Bay County,Florida,76.361815494481,12,005,14.8
Bradford County,Florida,76.0629032158072,12,007,19.3
Brevard County,Florida,78.154786052417,12,009,14.0
Broward County,Florida,80.6074711604382,12,011,14.6
Calhoun County,Florida,75.5785348350231,12,013,22.5
Charlotte County,Florida,80.4388130091559,12,015,12.7
Citrus County,Florida,76.2201643609441,12,017,17.3
Clay County,Florida,77.8317980418307,12,019,10.5
Collier County,Florida,84.4836600504725,12,021,14.4
Columbia County,Florida,75.4379875293089,12,023,20.0
Miami-Dade County,Florida,81.1399928541069,12,086,20.5
DeSoto County,Florida,79.8065989131509,12,027,30.5
Dixie County,Florida,74.9283501697955,12,029,18.9
Duval County,Florida,76.3662413048127,12,031,17.4
Escambia County,Florida,75.8265429872147,12,033,17.1
Flagler County,Florida,79.5181062926383,12,035,16.4
Franklin County,Florida,76.406957616415,12,037,23.0
Gadsden County,Florida,75.8057940796264,12,039,27.2
Gilchrist County,Florida,76.9721949862259,12,041,24.9
Glades County,Florida,80.9082704676563,12,043,24.3
Gulf County,Florida,76.6223858301363,12,045,16.4
Hamilton County,Florida,76.0213829513191,12,047,28.6
Hardee County,Florida,78.7962643023069,12,049,30.8
Hendry County,Florida,77.7970458894187,12,051,26.8
Hernando County,Florida,77.2131242626512,12,053,16.0
Highlands County,Florida,79.179271786199,12,055,19.2
Hillsborough County,Florida,78.8066512790219,12,057,17.2
Holmes County,Florida,74.345279901364,12,059,26.6
Indian River County,Florida,80.5310223845662,12,061,15.4
Jackson County,Florida,75.5087459649011,12,063,21.3
Jefferson County,Florida,77.0795832677861,12,065,17.1
Lafayette County,Florida,77.0212732340539,12,067,23.5
Lake County,Florida,79.2621560630153,12,069,14.3
Lee County,Florida,81.7426837998132,12,071,16.0
Leon County,Florida,79.3960410363991,12,073,23.7
Levy County,Florida,75.3349797824728,12,075,24.0
Liberty County,Florida,76.400954234728,12,077,20.1
Madison County,Florida,75.4161304834043,12,079,22.2
Manatee County,Florida,80.6948049167801,12,081,14.9
Marion County,Florida,77.0658729461655,12,083,18.3
Martin County,Florida,81.7022342824242,12,085,12.0
Monroe County,Florida,79.7820552632832,12,087,13.9
Nassau County,Florida,77.5913421377193,12,089,12.6
Okaloosa County,Florida,77.9811575177656,12,091,13.7
Okeechobee County,Florida,76.5984963130413,12,093,27.9
Orange County,Florida,79.8803026532843,12,095,17.8
Osceola County,Florida,79.3776245905727,12,097,18.3
Palm Beach County,Florida,81.8994870289193,12,099,14.6
Pasco County,Florida,77.7506120972686,12,101,14.3
Pinellas County,Florida,78.6728919990013,12,103,14.3
Polk County,Florida,78.3392589820842,12,105,18.5
Putnam County,Florida,74.6807451280498,12,107,26.5
Saint Johns County,Florida,81.0040923398974,12,109,9.7
Saint Lucie County,Florida,79.7137483124112,12,111,18.4
Santa Rosa County,Florida,77.924490088113,12,113,12.2
Sarasota County,Florida,81.5159280206738,12,115,11.8
Seminole County,Florida,80.3542107587214,12,117,11.6
Sumter County,Florida,81.2792040618854,12,119,10.9
Suwannee County,Florida,75.5908740871612,12,121,24.1
Taylor County,Florida,75.7787599842218,12,123,13.8
Union County,Florida,68.804653768535,12,125,19.0
Volusia County,Florida,77.2470119324166,12,127,17.6
Wakulla County,Florida,76.637763031087,12,129,13.4
Walton County,Florida,77.7392867649656,12,131,17.7
Washington County,Florida,74.1699775225144,12,133,19.5
Appling County,Georgia,74.7913877143402,13,001,22.5
Atkinson County,Georgia,73.7714960390043,13,003,29.9
Bacon County,Georgia,73.5222086041657,13,005,20.4
Baker County,Georgia,77.9683934012373,13,007,22.6
Baldwin County,Georgia,76.3383996487831,13,009,32.1
Banks County,Georgia,76.9101211936386,13,011,16.3
Barrow County,Georgia,76.517230702492,13,013,13.5
Bartow County,Georgia,76.4533100393887,13,015,16.3
Ben Hill County,Georgia,73.6096800245677,13,017,36.2
Berrien County,Georgia,75.190867400244,13,019,25.3
Bibb County,Georgia,73.9294345070761,13,021,26.7
Bleckley County,Georgia,76.187085449615,13,023,25.9
Brantley County,Georgia,74.9365531299157,13,025,20.9
Brooks County,Georgia,75.2397600148768,13,027,27.8
Bryan County,Georgia,76.3639290976648,13,029,12.6
Bulloch County,Georgia,77.0368004262305,13,031,33.1
Burke County,Georgia,73.7898930278459,13,033,33.7
Butts County,Georgia,74.0565385862956,13,035,17.8
Calhoun County,Georgia,75.2943589362578,13,037,40.3
Camden County,Georgia,78.0008189410582,13,039,13.2
Candler County,Georgia,73.882180330007,13,043,29.0
Carroll County,Georgia,75.0924295103043,13,045,19.9
Catoosa County,Georgia,78.0009537512239,13,047,13.1
Charlton County,Georgia,76.5710378110187,13,049,18.0
Chatham County,Georgia,77.720211150539,13,051,19.3
Chattahoochee County,Georgia,77.2468365236423,13,053,9.0
Chattooga County,Georgia,73.8516363427106,13,055,23.9
Cherokee County,Georgia,79.9067687559501,13,057,10.3
Clarke County,Georgia,78.2921794435612,13,059,35.7
Clay County,Georgia,74.6488916925777,13,061,45.8
Clayton County,Georgia,76.880309592685,13,063,24.8
Clinch County,Georgia,73.4584259976083,13,065,34.6
Cobb County,Georgia,80.1366382597769,13,067,13.0
Coffee County,Georgia,75.0163716195189,13,069,26.0
Colquitt County,Georgia,74.9122018657446,13,071,27.7
Columbia County,Georgia,80.0676296378463,13,073,9.6
Cook County,Georgia,74.7320855084491,13,075,25.1
Coweta County,Georgia,78.285359699771,13,077,13.0
Crawford County,Georgia,76.5621078535087,13,079,17.3
Crisp County,Georgia,75.609384748844,13,081,31.7
Dade County,Georgia,75.3960009690029,13,083,13.7
Dawson County,Georgia,78.1336508154396,13,085,15.8
Decatur County,Georgia,74.7007199893853,13,087,29.6
DeKalb County,Georgia,79.4962305308697,13,089,19.6
Dodge County,Georgia,75.4421725381297,13,091,19.6
Dooly County,Georgia,78.5144079303595,13,093,27.9
Dougherty County,Georgia,75.038542335195,13,095,32.4
Douglas County,Georgia,77.4032014471524,13,097,16.2
Early County,Georgia,73.978063106976,13,099,27.3
Echols County,Georgia,77.5417724006261,13,101,30.1
Effingham County,Georgia,76.5731690017895,13,103,10.5
Elbert County,Georgia,75.0164188271286,13,105,20.5
Emanuel County,Georgia,73.1718202483777,13,107,30.8
Evans County,Georgia,75.1580822990035,13,109,27.0
Fannin County,Georgia,76.9013426301904,13,111,22.6
Fayette County,Georgia,80.9425991889622,13,113,8.1
Floyd County,Georgia,75.5586411421325,13,115,21.4
Forsyth County,Georgia,81.4700212970869,13,117,7.1
Franklin County,Georgia,74.3539985940726,13,119,20.8
Fulton County,Georgia,78.5987701241935,13,121,17.8
Gilmer County,Georgia,78.2712613586073,13,123,21.4
Glascock County,Georgia,74.0095727000035,13,125,16.6
Glynn County,Georgia,77.3454296677488,13,127,19.7
Gordon County,Georgia,75.7664983217768,13,129,20.4
Grady County,Georgia,75.9708134350991,13,131,31.1
Greene County,Georgia,77.7291789565482,13,133,26.0
Gwinnett County,Georgia,80.5413606378106,13,135,13.8
Habersham County,Georgia,77.6403397782881,13,137,17.8
Hall County,Georgia,78.8999066045999,13,139,18.8
Hancock County,Georgia,76.1807363127476,13,141,32.6
Haralson County,Georgia,73.5619730006166,13,143,20.9
Harris County,Georgia,79.372928241056,13,145,8.7
Hart County,Georgia,77.0624660385596,13,147,24.6
Heard County,Georgia,75.267737833288,13,149,22.7
Henry County,Georgia,77.3049999830077,13,151,12.8
Houston County,Georgia,77.5027345951035,13,153,16.6
Irwin County,Georgia,75.4290585130566,13,155,22.3
Jackson County,Georgia,76.1830898877838,13,157,15.0
Jasper County,Georgia,76.0796020621275,13,159,22.1
Jeff Davis County,Georgia,73.8214311853932,13,161,24.5
Jefferson County,Georgia,73.1652202685591,13,163,31.8
Jenkins County,Georgia,74.3679832068187,13,165,29.8
Johnson County,Georgia,76.381728931759,13,167,22.3
Jones County,Georgia,78.252880160435,13,169,15.5
Lamar County,Georgia,74.8970962853556,13,171,19.9
Lanier County,Georgia,75.8132703022645,13,173,30.6
Laurens County,Georgia,74.9950661049002,13,175,25.7
Lee County,Georgia,77.4356523334636,13,177,11.9
Liberty County,Georgia,76.903539545897,13,179,18.2
Lincoln County,Georgia,76.4916448181181,13,181,24.3
Long County,Georgia,78.5196020317748,13,183,18.5
Lowndes County,Georgia,76.2643690452204,13,185,25.3
Lumpkin County,Georgia,78.0146664866746,13,187,20.1
McDuffie County,Georgia,74.3231824430064,13,189,23.3
McIntosh County,Georgia,79.6443775538217,13,191,18.1
Macon County,Georgia,74.3214975662633,13,193,29.6
Madison County,Georgia,75.9164119646493,13,195,18.5
Marion County,Georgia,76.5565655971449,13,197,18.6
Meriwether County,Georgia,74.9750751980501,13,199,22.9
Miller County,Georgia,73.9357844275489,13,201,26.2
Mitchell County,Georgia,75.0734144121862,13,205,30.4
Monroe County,Georgia,77.4296681097743,13,207,13.4
Montgomery County,Georgia,75.6422874814565,13,209,24.7
Morgan County,Georgia,77.5413475560736,13,211,15.3
Murray County,Georgia,75.2496113616646,13,213,20.8
Muscogee County,Georgia,74.8788732502681,13,215,20.2
Newton County,Georgia,76.2508476547503,13,217,16.6
Oconee County,Georgia,80.7201006294958,13,219,8.2
Oglethorpe County,Georgia,78.2015427852691,13,221,14.6
Paulding County,Georgia,78.7263186693695,13,223,12.7
Peach County,Georgia,74.3109147998361,13,225,22.7
Pickens County,Georgia,77.4804361140647,13,227,12.0
Pierce County,Georgia,75.0941998698357,13,229,20.0
Pike County,Georgia,75.8421997692356,13,231,12.5
Polk County,Georgia,73.7361143015121,13,233,20.5
Pulaski County,Georgia,77.7938948047007,13,235,13.9
Putnam County,Georgia,77.2841027649912,13,237,14.2
Quitman County,Georgia,75.7392722815738,13,239,28.7
Rabun County,Georgia,77.6475490038442,13,241,23.7
Randolph County,Georgia,75.7955773877892,13,243,32.6
Richmond County,Georgia,74.1815498876986,13,245,25.4
Rockdale County,Georgia,77.9264352187422,13,247,15.9
Schley County,Georgia,77.7418036651367,13,249,22.2
Screven County,Georgia,74.8961507342859,13,251,25.0
Seminole County,Georgia,74.610792469006,13,253,22.6
Spalding County,Georgia,74.3370993352963,13,255,22.6
Stephens County,Georgia,73.6787807406777,13,257,19.3
Stewart County,Georgia,74.7887527287855,13,259,35.0
Sumter County,Georgia,75.1841605846496,13,261,31.6
Talbot County,Georgia,75.3118618731684,13,263,18.4
Taliaferro County,Georgia,75.125225892876,13,265,31.2
Tattnall County,Georgia,75.0566212046537,13,267,29.3
Taylor County,Georgia,75.3285272043335,13,269,27.4
Telfair County,Georgia,77.4934484958981,13,271,27.5
Terrell County,Georgia,74.8605768903224,13,273,33.1
Thomas County,Georgia,75.4296623182276,13,275,26.3
Tift County,Georgia,75.4941491710569,13,277,27.7
Toombs County,Georgia,74.6868128905818,13,279,25.9
Towns County,Georgia,78.0592413616342,13,281,16.9
Treutlen County,Georgia,75.7409950607443,13,283,22.1
Troup County,Georgia,75.5637677704773,13,285,21.9
Turner County,Georgia,73.8389474684703,13,287,24.8
Twiggs County,Georgia,74.8315378911855,13,289,29.7
Union County,Georgia,78.5718277651257,13,291,17.3
Upson County,Georgia,73.747866131176,13,293,22.5
Walker County,Georgia,75.0736008310864,13,295,17.4
Walton County,Georgia,76.4817823930033,13,297,14.7
Ware County,Georgia,74.2705727830116,13,299,26.2
Warren County,Georgia,74.4653948806526,13,301,30.4
Washington County,Georgia,75.6962260268692,13,303,27.2
Wayne County,Georgia,74.5653689957012,13,305,22.2
Webster County,Georgia,78.7215505083173,13,307,24.6
Wheeler County,Georgia,76.6708134771365,13,309,23.6
White County,Georgia,78.7455466786824,13,311,19.0
Whitfield County,Georgia,77.2062653716308,13,313,20.1
Wilcox County,Georgia,75.4736883253953,13,315,26.1
Wilkes County,Georgia,75.1258419460157,13,317,29.5
Wilkinson County,Georgia,74.2464436523865,13,319,19.9
Worth County,Georgia,76.3946777533328,13,321,20.5
Hawaii County,Hawaii,80.3234576322211,15,001,19.2
Honolulu County,Hawaii,81.6135454316718,15,003,9.8
Kauai County,Hawaii,81.3663766573643,15,007,11.7
Kalawao County,Hawaii,81.594060822005,15,005,17.6
Maui County,Hawaii,81.594060822005,15,009,11.4
Ada County,Idaho,80.786120813033,16,001,12.8
Adams County,Idaho,81.0855696479483,16,003,14.6
Bannock County,Idaho,77.5554981302592,16,005,16.1
Bear Lake County,Idaho,78.9373270275254,16,007,13.2
Benewah County,Idaho,76.1926106647462,16,009,15.6
Bingham County,Idaho,78.0237247156828,16,011,13.9
Blaine County,Idaho,84.1672121757644,16,013,10.8
Boise County,Idaho,81.5669214057483,16,015,15.9
Bonner County,Idaho,79.1765573237306,16,017,15.6
Bonneville County,Idaho,78.4426842447671,16,019,12.7
Boundary County,Idaho,78.6538317247422,16,021,16.3
Butte County,Idaho,78.7714192374756,16,023,15.6
Camas County,Idaho,80.9670354842837,16,025,17.9
Canyon County,Idaho,79.137937116866,16,027,20.4
Caribou County,Idaho,78.2372403464673,16,029,9.1
Cassia County,Idaho,78.2328803715708,16,031,14.6
Clearwater County,Idaho,78.442760038034,16,035,13.3
Custer County,Idaho,80.7867970714335,16,037,20.3
Elmore County,Idaho,78.3195166361999,16,039,17.0
Franklin County,Idaho,79.8167398163444,16,041,13.5
Fremont County,Idaho,79.7255807337301,16,043,12.0
Gem County,Idaho,78.1025956580277,16,045,18.1
Gooding County,Idaho,78.433310726899,16,047,21.8
Idaho County,Idaho,79.2999033607593,16,049,15.9
Jefferson County,Idaho,79.7904863025569,16,051,13.2
Jerome County,Idaho,78.4926477707898,16,053,17.5
Kootenai County,Idaho,79.2309036067179,16,055,13.0
Latah County,Idaho,81.2720960326172,16,057,21.1
Lemhi County,Idaho,78.7991283304235,16,059,21.5
Lewis County,Idaho,78.4933513903876,16,061,17.0
Lincoln County,Idaho,78.3500552338154,16,063,16.0
Madison County,Idaho,81.0225059483079,16,065,35.7
Minidoka County,Idaho,78.76992299893,16,067,15.6
Nez Perce County,Idaho,77.5072575844712,16,069,11.7
Oneida County,Idaho,79.6761797898076,16,071,15.3
Owyhee County,Idaho,78.6670598781679,16,073,27.4
Payette County,Idaho,78.4784240577197,16,075,18.5
Power County,Idaho,78.2892915023974,16,077,13.4
Shoshone County,Idaho,75.5471869761505,16,079,17.8
Teton County,Idaho,82.7775827815321,16,081,11.4
Twin Falls County,Idaho,78.0036618922002,16,083,15.9
Valley County,Idaho,82.0485508392263,16,085,12.0
Washington County,Idaho,78.5577125485683,16,087,15.5
Adams County,Illinois,78.3569255689483,17,001,14.4
Alexander County,Illinois,73.8961831756164,17,003,36.8
Bond County,Illinois,78.3057621948998,17,005,15.9
Boone County,Illinois,79.6133998875275,17,007,11.9
Brown County,Illinois,78.5943370219267,17,009,10.0
Bureau County,Illinois,78.8912116851621,17,011,12.0
Calhoun County,Illinois,79.3645867578297,17,013,11.9
Carroll County,Illinois,78.7859461227991,17,015,13.1
Cass County,Illinois,77.0743879581529,17,017,13.4
Champaign County,Illinois,80.5801885798446,17,019,22.7
Christian County,Illinois,77.2651359788516,17,021,14.8
Clark County,Illinois,76.7432582949312,17,023,13.3
Clay County,Illinois,77.0614267721102,17,025,13.9
Clinton County,Illinois,79.4147552026956,17,027,9.3
Coles County,Illinois,78.1832256427604,17,029,22.9
Cook County,Illinois,79.2433669207053,17,031,17.2
Crawford County,Illinois,77.4184997501348,17,033,13.7
Cumberland County,Illinois,78.6279791286105,17,035,14.8
DeKalb County,Illinois,79.7905273347503,17,037,18.8
De Witt County,Illinois,77.3271398571151,17,039,12.7
Douglas County,Illinois,78.8608268729761,17,041,11.2
DuPage County,Illinois,82.0489258402186,17,043,7.1
Edgar County,Illinois,76.9057714703123,17,045,17.7
Edwards County,Illinois,76.8995702423147,17,047,12.5
Effingham County,Illinois,78.3854748806899,17,049,10.5
Fayette County,Illinois,78.4701156219131,17,051,16.4
Ford County,Illinois,76.5645394348812,17,053,11.8
Franklin County,Illinois,74.9177679510582,17,055,19.5
Fulton County,Illinois,76.9849763443053,17,057,14.9
Gallatin County,Illinois,74.6152867426463,17,059,16.7
Greene County,Illinois,77.0887707878812,17,061,15.4
Grundy County,Illinois,78.4835010351659,17,063,9.3
Hamilton County,Illinois,77.1736303579916,17,065,16.6
Hancock County,Illinois,79.7021028773947,17,067,12.1
Hardin County,Illinois,74.7141259587577,17,069,25.4
Henderson County,Illinois,78.6245772870685,17,071,10.9
Henry County,Illinois,79.0054535012937,17,073,10.8
Iroquois County,Illinois,76.6767824292436,17,075,15.3
Jackson County,Illinois,78.3142055114564,17,077,32.3
Jasper County,Illinois,79.0420208539481,17,079,6.6
Jefferson County,Illinois,76.6676257241001,17,081,17.2
Jersey County,Illinois,77.3977138262436,17,083,7.3
Jo Daviess County,Illinois,80.9399733502264,17,085,9.0
Johnson County,Illinois,78.0271026293501,17,087,15.1
Kane County,Illinois,81.1780140300063,17,089,11.5
Kankakee County,Illinois,77.3756762939072,17,091,15.9
Kendall County,Illinois,81.1682394047186,17,093,5.8
Knox County,Illinois,76.8081736461794,17,095,17.7
Lake County,Illinois,81.3680078879751,17,097,9.4
LaSalle County,Illinois,77.3879409750252,17,099,12.9
Lawrence County,Illinois,75.5440808433948,17,101,13.0
Lee County,Illinois,78.4758363970636,17,103,10.8
Livingston County,Illinois,77.4070170967807,17,105,10.9
Logan County,Illinois,77.669992604221,17,107,12.9
McDonough County,Illinois,79.143195588463,17,109,24.2
McHenry County,Illinois,80.3108296102284,17,111,7.6
McLean County,Illinois,80.0388451738632,17,113,14.7
Macon County,Illinois,77.5272922570942,17,115,18.1
Macoupin County,Illinois,77.5356999134514,17,117,12.5
Madison County,Illinois,77.2316436829746,17,119,13.9
Marion County,Illinois,75.4372688126741,17,121,18.3
Marshall County,Illinois,77.2162290294091,17,123,11.5
Mason County,Illinois,76.7182281195693,17,125,16.7
Massac County,Illinois,75.0859767159437,17,127,19.0
Menard County,Illinois,78.6954462738317,17,129,9.7
Mercer County,Illinois,78.9196519195866,17,131,10.9
Monroe County,Illinois,80.581235519976,17,133,5.4
Montgomery County,Illinois,77.4661644560292,17,135,14.6
Morgan County,Illinois,77.7859989812852,17,137,14.4
Moultrie County,Illinois,77.5932569832692,17,139,14.4
Ogle County,Illinois,79.1182220367965,17,141,11.1
Peoria County,Illinois,77.6351378671419,17,143,17.0
Perry County,Illinois,77.2147130780528,17,145,17.1
Piatt County,Illinois,79.5941505550259,17,147,6.7
Pike County,Illinois,78.0756738924952,17,149,15.3
Pope County,Illinois,77.9551521813055,17,151,16.5
Pulaski County,Illinois,74.5788119182333,17,153,18.5
