County,State,mean_life_expectancy,State_FIPS,County_FIPS,High School Degree or Higher (%)
Stone County,Arkansas,76.1304929728617,05,137,79.6
Union County,Arkansas,73.4174077792713,05,139,84.8
Van Buren County,Arkansas,76.1831675574109,05,141,85.8
Washington County,Arkansas,77.990955582861,05,143,85.0
White County,Arkansas,75.3891115505783,05,145,85.4
Woodruff County,Arkansas,72.862006974415,05,147,80.0
Yell County,Arkansas,74.6715621808677,05,149,80.1
Alameda County,California,82.5117230510974,06,001,88.0
Alpine County,California,78.6184132405496,06,003,88.9
Amador County,California,79.6700527007408,06,005,90.3
Butte County,California,77.5510398533407,06,007,89.3
Calaveras County,California,79.4937097704614,06,009,90.4
Colusa County,California,79.8121558402712,06,011,69.4
Contra Costa County,California,82.1166155136634,06,013,89.4
Del Norte County,California,75.5876660864016,06,015,81.0
El Dorado County,California,81.7175928361167,06,017,93.1
Fresno County,California,78.5774233152407,06,019,75.3
Glenn County,California,77.3237108142528,06,021,75.3
Humboldt County,California,76.9699850790142,06,023,90.3
Imperial County,California,80.8834382757586,06,025,69.0
Inyo County,California,79.4082290287002,06,027,88.8
Kern County,California,77.1798988763483,06,029,73.8
Kings County,California,79.5158893403858,06,031,73.7
Lake County,California,74.9388266144901,06,033,85.2
Lassen County,California,78.2889851142427,06,035,82.8
Los Angeles County,California,81.7722051489058,06,037,78.7
Madera County,California,79.1324957900949,06,039,71.9
Marin County,California,85.0172356317939,06,041,93.2
Mariposa County,California,80.0918795754373,06,043,90.4
Mendocino County,California,78.8622505182297,06,045,86.9
Merced County,California,78.6740314276637,06,047,69.4
Modoc County,California,77.2922317763807,06,049,85.6
Mono County,California,85.3082290449747,06,051,88.7
Monterey County,California,82.0510756660361,06,053,71.3
Napa County,California,81.4546639927278,06,055,85.1
Nevada County,California,81.1772572867672,06,057,94.2
Orange County,California,82.7692260205684,06,059,85.1
Placer County,California,81.8330268106076,06,061,94.6
Plumas County,California,78.4717776495267,06,063,93.9
Riverside County,California,80.5162407320043,06,065,81.7
Sacramento County,California,79.3400394926971,06,067,87.4
San Benito County,California,81.8119632950539,06,069,79.9
San Bernardino County,California,78.4608787343935,06,071,79.5
San Diego County,California,81.8152724349575,06,073,87.1
San Francisco County,California,83.2321058302004,06,075,88.5
San Joaquin County,California,78.22543142894,06,077,78.9
San Luis Obispo County,California,81.3157003484936,06,079,90.9
San Mateo County,California,84.3845629127664,06,081,89.2
Santa Barbara County,California,81.7643311735787,06,083,81.0
Santa Clara County,California,84.2543556639128,06,085,88.1
Santa Cruz County,California,82.4374330425814,06,087,86.4
Shasta County,California,76.0083184102708,06,089,90.8
Sierra County,California,78.7559184759067,06,091,93.3
Siskiyou County,California,76.3397555392635,06,093,90.0
Solano County,California,79.9136116310706,06,095,88.0
Sonoma County,California,81.7938284667815,06,097,88.0
Stanislaus County,California,77.7850070672191,06,099,78.3
Sutter County,California,78.5169447108835,06,101,78.0
Tehama County,California,77.2351720137537,06,103,84.4
Trinity County,California,76.4541995192134,06,105,90.6
Tulare County,California,78.1677031872242,06,107,69.8
Tuolumne County,California,78.6328973173773,06,109,90.4
Ventura County,California,82.0434292248645,06,111,84.4
Yolo County,California,81.0912989720667,06,113,86.4
Yuba County,California,75.7914021288201,06,115,82.0
Alamosa County,Colorado,75.9550396158801,08,003,86.5
Archuleta County,Colorado,81.8918030047636,08,007,92.0
Baca County,Colorado,77.3383444138467,08,009,84.8
Bent County,Colorado,75.9748616124026,08,011,85.8
Chaffee County,Colorado,81.4641560038579,08,015,92.9
Cheyenne County,Colorado,78.6879955565073,08,017,90.1
Clear Creek County,Colorado,82.6610229885307,08,019,98.3
Conejos County,Colorado,76.4373705834421,08,021,86.6
Costilla County,Colorado,77.0920679641841,08,023,78.5
Crowley County,Colorado,76.8847458813323,08,025,84.8
Custer County,Colorado,81.3761757630446,08,027,93.0
Delta County,Colorado,78.0299071880757,08,029,90.4
Dolores County,Colorado,79.4560888187491,08,033,91.8
Douglas County,Colorado,83.6399311898685,08,035,98.0
Eagle County,Colorado,88.7167159091399,08,037,89.3
Elbert County,Colorado,81.8237081925238,08,039,96.7
El Paso County,Colorado,78.8347552744772,08,041,93.7
Fremont County,Colorado,77.2051035308431,08,043,90.3
Garfield County,Colorado,80.6819634064959,08,045,87.8
Gilpin County,Colorado,81.7945176234942,08,047,97.6
Grand County,Colorado,84.0098966721527,08,049,95.5
Gunnison County,Colorado,82.913042229065,08,051,97.2
Huerfano County,Colorado,75.4585720983573,08,055,91.5
Jackson County,Colorado,79.59835257654,08,057,87.6
Kiowa County,Colorado,77.3704120148078,08,061,95.9
Kit Carson County,Colorado,79.5622504984928,08,063,88.5
Lake County,Colorado,82.0248236188546,08,065,85.5
La Plata County,Colorado,81.9648873514121,08,067,95.0
Larimer County,Colorado,81.6003124510936,08,069,95.8
Las Animas County,Colorado,76.5856454888699,08,071,87.8
Lincoln County,Colorado,78.552506862319,08,073,90.3
Logan County,Colorado,79.4270063355196,08,075,89.5
Mesa County,Colorado,78.3834696871957,08,077,90.1
Moffat County,Colorado,78.3900592917377,08,081,90.9
Montezuma County,Colorado,77.4763661365105,08,083,89.5
Montrose County,Colorado,79.5886762336159,08,085,88.8
Morgan County,Colorado,78.2634199069944,08,087,80.1
Otero County,Colorado,75.1862520954706,08,089,85.4
Ouray County,Colorado,84.2141800769531,08,091,98.4
Park County,Colorado,82.8974961064367,08,093,97.0
Phillips County,Colorado,80.5145148117585,08,095,88.2
Pitkin County,Colorado,91.3769660058971,08,097,96.3
Prowers County,Colorado,76.8437289856315,08,099,82.1
Pueblo County,Colorado,76.4093117151939,08,101,89.4
Rio Blanco County,Colorado,78.8548637165788,08,103,92.8
Rio Grande County,Colorado,76.8193945628893,08,105,84.3
Routt County,Colorado,83.4376463460472,08,107,96.8
Saguache County,Colorado,79.6752296378427,08,109,80.4
San Miguel County,Colorado,86.3598650866599,08,113,95.0
Sedgwick County,Colorado,77.7498097799942,08,115,90.1
Summit County,Colorado,91.6203651627367,08,117,93.3
Teller County,Colorado,80.6009263302177,08,119,95.8
Washington County,Colorado,79.4354096367131,08,121,92.5
Yuma County,Colorado,79.0815160968291,08,125,88.1
Adams County,Colorado,80.5457104115307,08,001,83.0
Arapahoe County,Colorado,80.5457104115307,08,005,92.4
Boulder County,Colorado,80.5457104115307,08,013,95.1
Broomfield County,Colorado,80.5457104115307,08,014,96.8
Denver County,Colorado,80.5457104115307,08,031,87.1
Jefferson County,Colorado,80.5457104115307,08,059,94.4
Weld County,Colorado,80.5457104115307,08,123,88.1
Fairfield County,Connecticut,82.7977032113756,09,001,89.9
Hartford County,Connecticut,80.2331635773284,09,003,89.5
Litchfield County,Connecticut,80.3658992109622,09,005,92.6
Middlesex County,Connecticut,81.247531185785,09,007,94.2
New Haven County,Connecticut,80.122180105688,09,009,90.1
New London County,Connecticut,79.826808998402,09,011,91.9
Tolland County,Connecticut,81.7788690174239,09,013,94.6
Windham County,Connecticut,78.8197586759148,09,015,88.6
Kent County,Delaware,77.2112341918458,10,001,87.1
New Castle County,Delaware,78.2865084160653,10,003,91.5
Sussex County,Delaware,78.5673807823887,10,005,87.7
Alachua County,Florida,78.4535602220354,12,001,92.4
Baker County,Florida,74.9514582037514,12,003,84.5
Bay County,Florida,75.7253025508484,12,005,90.3
Bradford County,Florida,75.0073944133113,12,007,78.3
Brevard County,Florida,77.2716340365655,12,009,92.0
Broward County,Florida,80.4755284438197,12,011,88.8
Calhoun County,Florida,74.6914495357496,12,013,78.1
Charlotte County,Florida,80.1348066988875,12,015,90.3
Citrus County,Florida,75.1336556402493,12,017,88.1
Clay County,Florida,77.1640126531372,12,019,91.1
Collier County,Florida,84.9489435983752,12,021,86.4
Columbia County,Florida,74.9542147993122,12,023,86.7
Miami-Dade County,Florida,81.0909251968586,12,086,81.5
DeSoto County,Florida,79.1692556409631,12,027,72.7
Dixie County,Florida,74.5193170945958,12,029,79.3
Duval County,Florida,75.6970284676225,12,031,89.5
Escambia County,Florida,74.9537469330096,12,033,90.8
Flagler County,Florida,78.8020239192313,12,035,92.0
Franklin County,Florida,75.9928495625828,12,037,80.3
Gadsden County,Florida,75.3416140743242,12,039,79.3
Gilchrist County,Florida,76.6196658152052,12,041,85.9
Glades County,Florida,80.213599524511,12,043,75.6
Gulf County,Florida,76.31210239981,12,045,84.9
Hamilton County,Florida,75.1836206795715,12,047,76.1
Hardee County,Florida,78.2553790330659,12,049,75.8
Hendry County,Florida,77.0832219158998,12,051,65.7
Hernando County,Florida,76.4160896851137,12,053,87.4
Highlands County,Florida,78.2770855206328,12,055,84.7
Hillsborough County,Florida,78.7539862110352,12,057,88.4
Holmes County,Florida,72.9734087683611,12,059,77.4
Indian River County,Florida,80.0688913457515,12,061,88.7
Jackson County,Florida,74.4322343859382,12,063,80.7
Jefferson County,Florida,76.9589195702897,12,065,82.1
Lafayette County,Florida,76.8777569268263,12,067,76.1
Lake County,Florida,78.2469781435388,12,069,89.3
Lee County,Florida,81.5729772276075,12,071,88.0
Leon County,Florida,79.0301737876123,12,073,93.6
Levy County,Florida,74.7957604460706,12,075,84.3
Liberty County,Florida,75.7134300877082,12,077,81.4
Madison County,Florida,75.0211610783484,12,079,80.7
Manatee County,Florida,80.4145051875017,12,081,89.2
Marion County,Florida,75.9104693910342,12,083,87.3
Martin County,Florida,81.3154961822022,12,085,90.5
Monroe County,Florida,79.8589989128447,12,087,91.3
Nassau County,Florida,77.2494441968309,12,089,91.4
Okaloosa County,Florida,77.4373108710462,12,091,91.8
Okeechobee County,Florida,75.9744426993115,12,093,75.0
Orange County,Florida,79.6595177084295,12,095,88.5
Osceola County,Florida,78.9109833340189,12,097,86.8
Palm Beach County,Florida,81.4781513545173,12,099,88.2
Pasco County,Florida,77.209084296734,12,101,89.0
Pinellas County,Florida,78.4281181387948,12,103,91.1
Polk County,Florida,77.8067617494822,12,105,84.8
Putnam County,Florida,73.901215098391,12,107,80.9
Saint Johns County,Florida,80.7073688844269,12,109,94.6
Saint Lucie County,Florida,79.4596418043113,12,111,86.1
Santa Rosa County,Florida,77.3915324879814,12,113,91.6
Sarasota County,Florida,81.0591538508499,12,115,92.8
Seminole County,Florida,79.9049694273451,12,117,94.3
Sumter County,Florida,80.4754543414289,12,119,91.6
Suwannee County,Florida,75.1589535656509,12,121,81.5
Taylor County,Florida,74.7285796616171,12,123,77.4
Union County,Florida,67.7658357745847,12,125,76.9
Volusia County,Florida,76.3372145765431,12,127,90.0
Wakulla County,Florida,76.4018685621857,12,129,87.9
Walton County,Florida,77.6910869065515,12,131,88.5
Washington County,Florida,72.8104666515528,12,133,81.2
Appling County,Georgia,74.1097615751301,13,001,74.5
Atkinson County,Georgia,73.5443620196483,13,003,69.1
Bacon County,Georgia,72.6255878368236,13,005,81.5
Baker County,Georgia,77.2147827275408,13,007,78.3
Baldwin County,Georgia,75.9591221129701,13,009,84.4
Banks County,Georgia,76.8075277666983,13,011,77.1
Barrow County,Georgia,76.6625325239611,13,013,83.0
Bartow County,Georgia,76.4675113465904,13,015,83.0
Ben Hill County,Georgia,73.0822171824974,13,017,82.7
Berrien County,Georgia,74.4055440206896,13,019,78.1
Bibb County,Georgia,73.8807694893633,13,021,85.7
Bleckley County,Georgia,75.8889059006946,13,023,87.6
Brantley County,Georgia,74.4239219349596,13,025,80.0
Brooks County,Georgia,74.7858557927481,13,027,82.8
Bryan County,Georgia,76.1882691853995,13,029,91.9
Bulloch County,Georgia,77.005128319724,13,031,86.9
Burke County,Georgia,73.9364629181846,13,033,79.2
Butts County,Georgia,74.038792732603,13,035,79.2
Calhoun County,Georgia,74.4490104932185,13,037,74.3
Camden County,Georgia,78.0381542177322,13,039,91.8
Candler County,Georgia,73.5454730234984,13,043,76.6
Carroll County,Georgia,75.3050871542808,13,045,83.7
Catoosa County,Georgia,77.7463764116626,13,047,87.4
Charlton County,Georgia,76.401462816314,13,049,73.3
Chatham County,Georgia,77.6961215377425,13,051,89.6
Chattahoochee County,Georgia,77.3047046244563,13,053,92.8
Chattooga County,Georgia,73.540698248083,13,055,73.1
Cherokee County,Georgia,80.0614584461507,13,057,91.4
Clarke County,Georgia,78.885669773019,13,059,87.1
Clay County,Georgia,74.0815653772769,13,061,79.8
Clayton County,Georgia,76.698286556638,13,063,84.7
Clinch County,Georgia,72.462441517972,13,065,70.8
Cobb County,Georgia,80.4588649148347,13,067,91.8
Coffee County,Georgia,74.4493273658183,13,069,77.4
Colquitt County,Georgia,74.1088665777009,13,071,73.8
Columbia County,Georgia,80.1413477711469,13,073,92.6
Cook County,Georgia,74.4180129870213,13,075,79.9
Coweta County,Georgia,78.5194372038008,13,077,88.8
Crawford County,Georgia,75.6413346632261,13,079,83.5
Crisp County,Georgia,74.6751370900589,13,081,80.1
Dade County,Georgia,75.3267305299081,13,083,79.1
Dawson County,Georgia,78.1651309282708,13,085,86.0
Decatur County,Georgia,73.6932293189229,13,087,81.6
DeKalb County,Georgia,80.1708909176351,13,089,89.0
Dodge County,Georgia,75.2115210970033,13,091,83.2
Dooly County,Georgia,78.3861163186296,13,093,75.2
Dougherty County,Georgia,74.4307031989871,13,095,82.5
Douglas County,Georgia,77.6118621931012,13,097,88.0
Early County,Georgia,73.4100397646834,13,099,80.1
Echols County,Georgia,77.3138543207156,13,101,71.5
Effingham County,Georgia,76.5227017348973,13,103,88.0
Elbert County,Georgia,74.4652122951677,13,105,77.4
Emanuel County,Georgia,72.8374850896249,13,107,79.2
Evans County,Georgia,74.9623415964071,13,109,74.3
Fannin County,Georgia,77.3602030871136,13,111,86.7
Fayette County,Georgia,81.0336445526931,13,113,94.8
Floyd County,Georgia,75.0961301003414,13,115,81.0
Forsyth County,Georgia,81.9106821070703,13,117,92.8
Franklin County,Georgia,73.9741040026346,13,119,80.0
Fulton County,Georgia,79.2621914216746,13,121,92.1
Gilmer County,Georgia,78.0716109761037,13,123,81.9
Glascock County,Georgia,73.4032244860579,13,125,77.4
Glynn County,Georgia,77.4064219080965,13,127,87.9
Gordon County,Georgia,75.5910815019174,13,129,77.7
Grady County,Georgia,75.6390967986397,13,131,80.3
Greene County,Georgia,78.0771638862825,13,133,83.2
Gwinnett County,Georgia,80.8576416981151,13,135,87.7
Habersham County,Georgia,77.4621360966414,13,137,78.2
Hall County,Georgia,79.0513221599094,13,139,78.4
Hancock County,Georgia,75.4561378964738,13,141,71.5
Haralson County,Georgia,73.4638395369125,13,143,80.7
Harris County,Georgia,79.4514638028953,13,145,90.8
Hart County,Georgia,77.0465029717568,13,147,80.4
Heard County,Georgia,74.935041415743,13,149,79.3
Henry County,Georgia,77.4629291963644,13,151,90.4
Houston County,Georgia,77.4534964434465,13,153,90.9
Irwin County,Georgia,74.9026897719718,13,155,81.6
Jackson County,Georgia,76.5773842944624,13,157,83.7
Jasper County,Georgia,75.8994510443067,13,159,78.6
Jeff Davis County,Georgia,73.3471646371562,13,161,77.7
Jefferson County,Georgia,72.7895471617176,13,163,75.1
Jenkins County,Georgia,73.4074632261848,13,165,79.3
Johnson County,Georgia,76.0443954513394,13,167,77.2
Jones County,Georgia,77.942514638968,13,169,87.4
Lamar County,Georgia,74.6480848746682,13,171,86.7
Lanier County,Georgia,75.5741908250113,13,173,79.4
Laurens County,Georgia,74.6415276577823,13,175,85.1
Lee County,Georgia,76.6576573244205,13,177,90.6
Liberty County,Georgia,76.4063478776102,13,179,90.9
Lincoln County,Georgia,76.4608108585207,13,181,82.4
Long County,Georgia,78.6678466420593,13,183,85.2
Lowndes County,Georgia,75.9053554729163,13,185,85.1
Lumpkin County,Georgia,77.8193013989251,13,187,83.7
McDuffie County,Georgia,73.9498156118123,13,189,82.2
McIntosh County,Georgia,79.9990111330534,13,191,86.3
Macon County,Georgia,73.723715857393,13,193,72.8
Madison County,Georgia,76.1066582067992,13,195,83.3
Marion County,Georgia,76.443197414621,13,197,76.9
Meriwether County,Georgia,74.5741063488475,13,199,79.1
Miller County,Georgia,73.2470191384742,13,201,82.3
Mitchell County,Georgia,74.0620100864053,13,205,74.7
Monroe County,Georgia,77.7871454148834,13,207,85.0
Montgomery County,Georgia,75.0883350470393,13,209,81.7
Morgan County,Georgia,77.5186789574759,13,211,86.5
Murray County,Georgia,74.9700556257629,13,213,69.3
Muscogee County,Georgia,74.2394264544026,13,215,87.3
Newton County,Georgia,76.2607976221268,13,217,85.8
Oconee County,Georgia,81.2570674760447,13,219,94.5
Oglethorpe County,Georgia,77.8557806138768,13,221,79.4
Paulding County,Georgia,78.7395615987406,13,223,90.1
Peach County,Georgia,73.6937146784614,13,225,84.0
Pickens County,Georgia,77.29387497581,13,227,84.9
Pierce County,Georgia,74.3784226065327,13,229,83.7
Pike County,Georgia,75.618283423444,13,231,87.0
Polk County,Georgia,73.3637862551743,13,233,79.1
Pulaski County,Georgia,77.923376389831,13,235,80.4
Putnam County,Georgia,77.7080975315866,13,237,85.4
Quitman County,Georgia,75.7151571732725,13,239,67.6
Rabun County,Georgia,77.1270289914812,13,241,84.2
Randolph County,Georgia,74.8773742416869,13,243,75.8
Richmond County,Georgia,73.8895818653717,13,245,83.4
Rockdale County,Georgia,77.6928428558949,13,247,88.2
Schley County,Georgia,77.058150222235,13,249,84.3
Screven County,Georgia,74.6085022351091,13,251,83.1
Seminole County,Georgia,73.5921597026236,13,253,85.5
Spalding County,Georgia,74.3781789988297,13,255,81.9
Stephens County,Georgia,73.7027569889285,13,257,83.5
Stewart County,Georgia,74.37185142151,13,259,71.6
Sumter County,Georgia,74.3526146490998,13,261,80.7
Talbot County,Georgia,74.5787742587229,13,263,80.5
Taliaferro County,Georgia,74.5090321508796,13,265,71.2
Tattnall County,Georgia,75.0787450048277,13,267,75.4
