County,State,mean_life_expectancy,State_FIPS,County_FIPS,No Vehicle (Renter)
Montgomery County,Arkansas,76.4915849838952,05,097,121
Nevada County,Arkansas,74.4070397931647,05,099,180
Newton County,Arkansas,76.7236904779886,05,101,161
Ouachita County,Arkansas,73.5602288399878,05,103,629
Perry County,Arkansas,75.7867157635549,05,105,89
Phillips County,Arkansas,71.4555730297611,05,107,925
Pike County,Arkansas,75.1998731244048,05,109,219
Poinsett County,Arkansas,71.7720566278047,05,111,616
Polk County,Arkansas,75.3955378678301,05,113,210
Pope County,Arkansas,76.7352799147921,05,115,727
Prairie County,Arkansas,75.5176517686095,05,117,238
Pulaski County,Arkansas,76.1575310521574,05,119,9676
Randolph County,Arkansas,75.2458406261395,05,121,393
Saint Francis County,Arkansas,74.4871340952185,05,123,802
Saline County,Arkansas,77.5497685849276,05,125,998
Scott County,Arkansas,75.5110878403514,05,127,192
Searcy County,Arkansas,75.9381330654498,05,129,217
Sebastian County,Arkansas,76.0469771550994,05,131,2657
Sevier County,Arkansas,74.8583636542812,05,133,366
Sharp County,Arkansas,74.6544772475062,05,135,170
Stone County,Arkansas,76.7418160917448,05,137,158
Union County,Arkansas,73.63000792895,05,139,693
Van Buren County,Arkansas,76.5025977068175,05,141,279
Washington County,Arkansas,77.957927833903,05,143,3565
White County,Arkansas,75.5251056199117,05,145,1157
Woodruff County,Arkansas,72.9655981133841,05,147,445
Yell County,Arkansas,74.9132237672603,05,149,261
Alameda County,California,81.5917114810884,06,001,47902
Alpine County,California,79.0422582403089,06,003,12
Amador County,California,79.6400674957988,06,005,299
Butte County,California,77.9504183062094,06,007,4402
Calaveras County,California,79.766911503313,06,009,470
Colusa County,California,80.2484154818506,06,011,339
Contra Costa County,California,81.4778692927033,06,013,15242
Del Norte County,California,76.1007646914602,06,015,492
El Dorado County,California,81.2227109098631,06,017,1754
Fresno County,California,78.6072763856699,06,019,22153
Glenn County,California,78.2580621580513,06,021,432
Humboldt County,California,77.0221429576216,06,023,2734
Imperial County,California,80.8354361564269,06,025,3661
Inyo County,California,79.0510291877403,06,027,428
Kern County,California,77.3504807936172,06,029,14482
Kings County,California,79.3200585808375,06,031,2092
Lake County,California,75.3412286352568,06,033,1164
Lassen County,California,78.6032160433732,06,035,565
Los Angeles County,California,81.3931910172072,06,037,266280
Madera County,California,79.0617574128858,06,039,1662
Marin County,California,83.9987058251874,06,041,3655
Mariposa County,California,80.3397686208848,06,043,55
Mendocino County,California,78.5047347417068,06,045,1707
Merced County,California,78.7733024594045,06,047,4434
Modoc County,California,78.0080317178538,06,049,195
Mono County,California,85.1659002950784,06,051,173
Monterey County,California,81.9282367512405,06,053,5497
Napa County,California,80.9974023370734,06,055,1697
Nevada County,California,81.2238413839233,06,057,1168
Orange County,California,82.3381698987313,06,059,33844
Placer County,California,81.3519443760521,06,061,3485
Plumas County,California,78.6309565054377,06,063,264
Riverside County,California,80.3223261105413,06,065,23140
Sacramento County,California,79.087098442518,06,067,30605
San Benito County,California,81.7579081627153,06,069,428
San Bernardino County,California,78.5304101343015,06,071,24263
San Diego County,California,81.381513680784,06,073,50498
San Francisco County,California,82.2907833071001,06,075,92153
San Joaquin County,California,78.2185152530442,06,077,11949
San Luis Obispo County,California,81.2529396083554,06,079,3197
San Mateo County,California,83.3198113420037,06,081,9867
Santa Barbara County,California,81.7611625675103,06,083,7690
Santa Clara County,California,83.4512906349108,06,085,23849
Santa Cruz County,California,81.4994501605179,06,087,3808
Shasta County,California,76.2592677020202,06,089,3424
Sierra County,California,79.0693360309628,06,091,14
Siskiyou County,California,77.0506509825431,06,093,1189
Solano County,California,79.5796693603122,06,095,5730
Sonoma County,California,81.0959514185712,06,097,6552
Stanislaus County,California,77.9966459626766,06,099,8748
Sutter County,California,78.8028495993562,06,101,1790
Tehama County,California,77.8073761870042,06,103,929
Trinity County,California,77.2394672692165,06,105,96
Tulare County,California,78.1621928874685,06,107,6205
Tuolumne County,California,78.9835377745994,06,109,684
Ventura County,California,81.6875318574591,06,111,8339
Yolo County,California,80.6033247823694,06,113,4350
Yuba County,California,75.9900621771567,06,115,968
Alamosa County,Colorado,76.5253065439348,08,003,291
Archuleta County,Colorado,81.6588311692978,08,007,36
Baca County,Colorado,77.1665962604476,08,009,43
Bent County,Colorado,76.0996500723774,08,011,58
Chaffee County,Colorado,81.2888183966825,08,015,77
Cheyenne County,Colorado,79.6787964950269,08,017,16
Clear Creek County,Colorado,81.7335004616299,08,019,56
Conejos County,Colorado,77.1707216337593,08,021,120
Costilla County,Colorado,77.5771561730912,08,023,54
Crowley County,Colorado,77.7424458507641,08,025,41
Custer County,Colorado,81.2346414969819,08,027,27
Delta County,Colorado,78.5735024481401,08,029,271
Dolores County,Colorado,79.7274007984304,08,033,15
Douglas County,Colorado,83.2883520746022,08,035,853
Eagle County,Colorado,87.6811696488415,08,037,177
Elbert County,Colorado,81.2231670778837,08,039,34
El Paso County,Colorado,79.5323718299468,08,041,9325
Fremont County,Colorado,77.401443466878,08,043,515
Garfield County,Colorado,80.5775115723691,08,045,540
Gilpin County,Colorado,80.1710618635178,08,047,7
Grand County,Colorado,83.3265673182264,08,049,80
Gunnison County,Colorado,82.6027311894569,08,051,199
Huerfano County,Colorado,77.1399736736607,08,055,78
Jackson County,Colorado,79.7085644527226,08,057,3
Kiowa County,Colorado,77.8601759342113,08,061,7
Kit Carson County,Colorado,79.0944013468693,08,063,122
Lake County,Colorado,81.0498353165359,08,065,126
La Plata County,Colorado,81.8277265322899,08,067,521
Larimer County,Colorado,81.58596821444,08,069,3648
Las Animas County,Colorado,76.9973401027059,08,071,443
Lincoln County,Colorado,79.5129284860621,08,073,105
Logan County,Colorado,79.1620787101406,08,075,391
Mesa County,Colorado,78.7344198151753,08,077,2236
Moffat County,Colorado,78.2778338045996,08,081,121
Montezuma County,Colorado,77.4000139860387,08,083,369
Montrose County,Colorado,79.7082086300651,08,085,567
Morgan County,Colorado,78.2841712582528,08,087,517
Otero County,Colorado,75.8194915308757,08,089,498
Ouray County,Colorado,84.0367735438764,08,091,28
Park County,Colorado,82.7617966335922,08,093,109
Phillips County,Colorado,79.9038937806825,08,095,48
Pitkin County,Colorado,89.2148113345019,08,097,256
Prowers County,Colorado,76.947667951012,08,099,325
Pueblo County,Colorado,77.1926685376495,08,101,3765
Rio Blanco County,Colorado,79.2290211134147,08,103,89
Rio Grande County,Colorado,77.0914583603793,08,105,266
Routt County,Colorado,82.8198966836207,08,107,142
Saguache County,Colorado,80.0773699156685,08,109,102
San Miguel County,Colorado,85.4017699191143,08,113,212
Sedgwick County,Colorado,78.0283208874296,08,115,27
Summit County,Colorado,89.7522295499671,08,117,303
Teller County,Colorado,80.3394209122523,08,119,71
Washington County,Colorado,80.1606316629255,08,121,45
Yuma County,Colorado,78.96416336077,08,125,156
Adams County,Colorado,80.0651767732563,08,001,5793
Arapahoe County,Colorado,80.0651767732563,08,005,9969
Boulder County,Colorado,80.0651767732563,08,013,4792
Broomfield County,Colorado,80.0651767732563,08,014,698
Denver County,Colorado,80.0651767732563,08,031,27375
Jefferson County,Colorado,80.0651767732563,08,059,7646
Weld County,Colorado,80.0651767732563,08,123,2736
Fairfield County,Connecticut,82.301705240952,09,001,21571
Hartford County,Connecticut,80.4548248084037,09,003,30027
Litchfield County,Connecticut,80.6628977925182,09,005,2542
Middlesex County,Connecticut,81.2585082923244,09,007,2393
New Haven County,Connecticut,80.1714609156176,09,009,30467
New London County,Connecticut,80.2094373307813,09,011,5781
Tolland County,Connecticut,81.7620728696427,09,013,931
Windham County,Connecticut,79.163911230996,09,015,2308
Kent County,Delaware,77.680533585267,10,001,2188
New Castle County,Delaware,78.7619523510733,10,003,11048
Sussex County,Delaware,78.5594945558292,10,005,1694
Alachua County,Florida,78.8298810026242,12,001,5765
Baker County,Florida,75.4892601979674,12,003,165
Bay County,Florida,76.578868950999,12,005,2744
Bradford County,Florida,76.16409529862,12,007,446
Brevard County,Florida,78.4425501968517,12,009,6121
Broward County,Florida,80.4620012985353,12,011,29818
Calhoun County,Florida,75.6805027177076,12,013,109
Charlotte County,Florida,80.5284884291945,12,015,2148
Citrus County,Florida,76.6303920419913,12,017,986
Clay County,Florida,77.9071530419271,12,019,1749
Collier County,Florida,84.1356415947054,12,021,4081
Columbia County,Florida,75.3682367841856,12,023,925
Miami-Dade County,Florida,81.0153198340328,12,086,70621
DeSoto County,Florida,79.8382749231809,12,027,468
Dixie County,Florida,75.3236310527,12,029,155
Duval County,Florida,76.3973175449474,12,031,19526
Escambia County,Florida,76.0503325549759,12,033,5996
Flagler County,Florida,79.6435125265413,12,035,676
Franklin County,Florida,76.5862795016104,12,037,299
Gadsden County,Florida,75.7723355129187,12,039,1138
Gilchrist County,Florida,76.9222692782641,12,041,142
Glades County,Florida,80.9184507641511,12,043,44
Gulf County,Florida,76.5611850023736,12,045,243
Hamilton County,Florida,76.3520765176585,12,047,273
Hardee County,Florida,78.9865404932149,12,049,263
Hendry County,Florida,77.8725077937341,12,051,502
Hernando County,Florida,77.317775606079,12,053,1830
Highlands County,Florida,79.3484213930435,12,055,1482
Hillsborough County,Florida,78.5475087992222,12,057,24005
Holmes County,Florida,74.6560552672803,12,059,106
Indian River County,Florida,80.5178175495238,12,061,1907
Jackson County,Florida,75.8797991925372,12,063,602
Jefferson County,Florida,77.0437609758506,12,065,233
Lafayette County,Florida,76.9155975368524,12,067,82
Lake County,Florida,79.3669380965877,12,069,3075
Lee County,Florida,81.48918540059,12,071,8124
Leon County,Florida,79.5206843591431,12,073,5836
Levy County,Florida,75.293614646898,12,075,600
Liberty County,Florida,76.6292768578788,12,077,101
Madison County,Florida,75.4607942901121,12,079,389
Manatee County,Florida,80.629206729324,12,081,4004
Marion County,Florida,77.3074938351339,12,083,3836
Martin County,Florida,81.5922174449279,12,085,1789
Monroe County,Florida,79.5108728887751,12,087,1371
Nassau County,Florida,77.684803704205,12,089,540
Okaloosa County,Florida,78.0416688252663,12,091,2376
Okeechobee County,Florida,76.6699650326857,12,093,305
Orange County,Florida,79.8154001540693,12,095,18819
Osceola County,Florida,79.4491938069285,12,097,3634
Palm Beach County,Florida,81.8755936100244,12,099,19403
Pasco County,Florida,77.8111203152222,12,101,5027
Pinellas County,Florida,78.7254861652934,12,103,22188
Polk County,Florida,78.4014520540943,12,105,9308
Putnam County,Florida,74.9284440829679,12,107,1288
Saint Johns County,Florida,80.9790544901203,12,109,1925
Saint Lucie County,Florida,79.7006582491651,12,111,3188
Santa Rosa County,Florida,78.143723059504,12,113,886
Sarasota County,Florida,81.4263592751882,12,115,6374
Seminole County,Florida,80.4715917278167,12,117,4088
Sumter County,Florida,81.1782867363371,12,119,384
Suwannee County,Florida,75.6945004062578,12,121,756
Taylor County,Florida,75.9658571048214,12,123,274
Union County,Florida,69.1725317253423,12,125,185
Volusia County,Florida,77.5191900530103,12,127,8667
Wakulla County,Florida,76.7127120388798,12,129,166
Walton County,Florida,77.5888126252622,12,131,818
Washington County,Florida,74.6847848509577,12,133,181
Appling County,Georgia,74.9779197790545,13,001,373
Atkinson County,Georgia,73.8885246731924,13,003,228
Bacon County,Georgia,73.4867519673095,13,005,192
Baker County,Georgia,77.6880210275248,13,007,193
Baldwin County,Georgia,76.4917363724128,13,009,1217
Banks County,Georgia,77.1087292269939,13,011,118
Barrow County,Georgia,76.5278828675982,13,013,380
Bartow County,Georgia,76.2568424918217,13,015,1126
Ben Hill County,Georgia,73.7556677496527,13,017,552
Berrien County,Georgia,75.4235665257949,13,019,329
Bibb County,Georgia,73.9452638839029,13,021,5538
Bleckley County,Georgia,76.0719969810564,13,023,120
Brantley County,Georgia,74.7217910618662,13,025,119
Brooks County,Georgia,75.3616358192966,13,027,346
Bryan County,Georgia,76.3338879857695,13,029,284
Bulloch County,Georgia,77.0224181477753,13,031,1142
Burke County,Georgia,73.7080288955286,13,033,423
Butts County,Georgia,74.2120351680728,13,035,146
Calhoun County,Georgia,75.1479380356581,13,037,118
Camden County,Georgia,77.8798137924963,13,039,514
Candler County,Georgia,74.1222922738895,13,043,211
Carroll County,Georgia,75.2649452209793,13,045,1588
Catoosa County,Georgia,77.9156612399569,13,047,618
Charlton County,Georgia,76.8362263333628,13,049,266
Chatham County,Georgia,77.4078205118083,13,051,5734
Chattahoochee County,Georgia,77.4188164396145,13,053,35
Chattooga County,Georgia,74.0233955840073,13,055,327
Cherokee County,Georgia,79.763757077708,13,057,1302
Clarke County,Georgia,78.2517597517476,13,059,2765
Clay County,Georgia,74.7723471601889,13,061,108
Clayton County,Georgia,76.6132722992256,13,063,5431
Clinch County,Georgia,73.643481993455,13,065,244
Cobb County,Georgia,79.911245368843,13,067,8055
Coffee County,Georgia,75.1171865624406,13,069,779
Colquitt County,Georgia,75.1185273657102,13,071,1070
Columbia County,Georgia,79.9378574714085,13,073,640
Cook County,Georgia,74.868413227934,13,075,184
Coweta County,Georgia,78.1474782080004,13,077,1297
Crawford County,Georgia,76.4243544922846,13,079,159
Crisp County,Georgia,75.604155103377,13,081,819
Dade County,Georgia,75.6024112493452,13,083,119
Dawson County,Georgia,77.8272718341701,13,085,88
Decatur County,Georgia,74.590943827003,13,087,760
DeKalb County,Georgia,79.2158140499573,13,089,20991
Dodge County,Georgia,75.5425266340757,13,091,315
Dooly County,Georgia,78.0908779265121,13,093,404
Dougherty County,Georgia,75.0665944233774,13,095,3549
Douglas County,Georgia,77.1251788314126,13,097,868
Early County,Georgia,74.1211600263603,13,099,457
Echols County,Georgia,77.4800040431731,13,101,82
Effingham County,Georgia,76.6807853160528,13,103,422
Elbert County,Georgia,74.994719658394,13,105,421
Emanuel County,Georgia,73.1490169283872,13,107,470
Evans County,Georgia,75.0916714641789,13,109,194
Fannin County,Georgia,76.5729956410993,13,111,193
Fayette County,Georgia,80.7760993114054,13,113,494
Floyd County,Georgia,75.5360393828392,13,115,2172
Forsyth County,Georgia,81.1621661366037,13,117,850
Franklin County,Georgia,74.539746357532,13,119,491
Fulton County,Georgia,78.2466293954694,13,121,36867
Gilmer County,Georgia,78.3285795455149,13,123,391
Glascock County,Georgia,74.4093464008475,13,125,18
Glynn County,Georgia,77.090338827007,13,127,1323
Gordon County,Georgia,75.8777609472671,13,129,952
Grady County,Georgia,76.0273569976464,13,131,790
Greene County,Georgia,77.7414911540533,13,133,226
Gwinnett County,Georgia,80.3377205482278,13,135,5239
Habersham County,Georgia,77.7664591639441,13,137,444
Hall County,Georgia,78.8423446598875,13,139,2547
Hancock County,Georgia,76.1179496302772,13,141,189
Haralson County,Georgia,73.6407834485258,13,143,261
Harris County,Georgia,79.4813060339318,13,145,152
Hart County,Georgia,77.0693619469153,13,147,415
Heard County,Georgia,75.3100668615891,13,149,185
Henry County,Georgia,77.2270440243086,13,151,1110
Houston County,Georgia,77.6193132329139,13,153,1670
Irwin County,Georgia,75.5407385290799,13,155,182
Jackson County,Georgia,76.1224253591681,13,157,558
Jasper County,Georgia,76.4760822218681,13,159,101
Jeff Davis County,Georgia,73.5960389400029,13,161,310
Jefferson County,Georgia,73.2175880700057,13,163,483
Jenkins County,Georgia,74.2947516934314,13,165,145
Johnson County,Georgia,76.5217089511221,13,167,186
Jones County,Georgia,78.1776706001903,13,169,272
Lamar County,Georgia,74.9908744287588,13,171,397
Lanier County,Georgia,75.5473722896026,13,173,258
Laurens County,Georgia,74.9937502841476,13,175,1058
Lee County,Georgia,77.5360123381794,13,177,247
Liberty County,Georgia,77.0173224716006,13,179,1165
Lincoln County,Georgia,76.1252505636201,13,181,197
Long County,Georgia,78.1786437705502,13,183,230
Lowndes County,Georgia,76.2377961783429,13,185,2091
Lumpkin County,Georgia,78.0996066601956,13,187,307
McDuffie County,Georgia,74.5072516293479,13,189,640
McIntosh County,Georgia,79.4950677588258,13,191,37
Macon County,Georgia,74.3906529377592,13,193,353
Madison County,Georgia,75.8325465241539,13,195,305
Marion County,Georgia,76.7627012692049,13,197,259
Meriwether County,Georgia,74.9788050638371,13,199,345
Miller County,Georgia,74.2177122466892,13,201,120
Mitchell County,Georgia,75.1898689001318,13,205,746
Monroe County,Georgia,77.233986566549,13,207,188
Montgomery County,Georgia,75.4452929856624,13,209,207
Morgan County,Georgia,77.6218116292189,13,211,51
Murray County,Georgia,74.8836117904355,13,213,411
Muscogee County,Georgia,75.1089348482962,13,215,6392
Newton County,Georgia,76.3383600112654,13,217,738
Oconee County,Georgia,80.5411247556966,13,219,151
Oglethorpe County,Georgia,78.2764908663064,13,221,52
Paulding County,Georgia,78.4312674493041,13,223,575
Peach County,Georgia,74.3399933464774,13,225,800
Pickens County,Georgia,77.4333827116229,13,227,238
Pierce County,Georgia,75.1463006448415,13,229,273
Pike County,Georgia,76.248270265237,13,231,108
Polk County,Georgia,73.7563254899217,13,233,617
Pulaski County,Georgia,77.5407856910735,13,235,234
Putnam County,Georgia,77.2505144611178,13,237,266
Quitman County,Georgia,75.704949473663,13,239,35
Rabun County,Georgia,77.7200499260469,13,241,109
Randolph County,Georgia,76.1922253365109,13,243,240
Richmond County,Georgia,74.1909796753774,13,245,5351
Rockdale County,Georgia,78.0306024210707,13,247,935
Schley County,Georgia,77.5381182315156,13,249,109
Screven County,Georgia,74.8408399989457,13,251,300
Seminole County,Georgia,74.7722620916714,13,253,125
Spalding County,Georgia,74.4848966724655,13,255,1359
Stephens County,Georgia,73.8081356220611,13,257,283
Stewart County,Georgia,74.7485703955724,13,259,218
Sumter County,Georgia,75.3379225174688,13,261,1220
Talbot County,Georgia,75.3884489268479,13,263,208
Taliaferro County,Georgia,75.1585955884383,13,265,37
Tattnall County,Georgia,75.2235708271841,13,267,512
Taylor County,Georgia,75.1368046855178,13,269,151
Telfair County,Georgia,77.3785428575031,13,271,392
Terrell County,Georgia,74.7344941359309,13,273,409
Thomas County,Georgia,75.5189642380648,13,275,1491
Tift County,Georgia,75.6807278477855,13,277,883
Toombs County,Georgia,74.5002564843312,13,279,747
Towns County,Georgia,77.83848587917,13,281,139
Treutlen County,Georgia,75.5427251028086,13,283,118
Troup County,Georgia,75.4809975435124,13,285,1945
Turner County,Georgia,73.7428493298456,13,287,227
Twiggs County,Georgia,74.7854542382444,13,289,165
Union County,Georgia,78.2915900351121,13,291,384
Upson County,Georgia,73.8409648904424,13,293,715
Walker County,Georgia,75.0645520396827,13,295,725
Walton County,Georgia,76.5042468360091,13,297,1078
Ware County,Georgia,74.5069783221159,13,299,980
Warren County,Georgia,74.1209055800715,13,301,100
Washington County,Georgia,75.6554816144758,13,303,563
Wayne County,Georgia,74.5948368825111,13,305,528
Webster County,Georgia,78.300660660108,13,307,42
Wheeler County,Georgia,76.7970901366388,13,309,96
White County,Georgia,78.5571382430035,13,311,256
Whitfield County,Georgia,77.1821631247314,13,313,1186
Wilcox County,Georgia,75.3754452456506,13,315,157
Wilkes County,Georgia,75.393443998121,13,317,220
Wilkinson County,Georgia,74.4653822052792,13,319,133
Worth County,Georgia,76.3125556280685,13,321,403
Hawaii County,Hawaii,80.1962934894907,15,001,2173
Honolulu County,Hawaii,81.5379952940021,15,003,23166
Kauai County,Hawaii,81.2634162368424,15,007,654
Kalawao County,Hawaii,81.3977889898364,15,005,2
Maui County,Hawaii,81.3977889898364,15,009,1894
Ada County,Idaho,80.6992086312901,16,001,5113
Adams County,Idaho,80.6512582796805,16,003,15
