County,State,mean_life_expectancy,State_FIPS,County_FIPS,Gini Index
Yukon-Koyukuk Census Area,Alaska,74.9741404048799,02,290,0.4671
Hoonah-Angoon Census Area,Alaska,81.5456543521652,02,105,0.4306
Skagway Municipality,Alaska,81.5456543521652,02,230,0.3023
Yakutat City and Borough,Alaska,81.5456543521652,02,282,0.3385
Ketchikan Gateway Borough,Alaska,79.753892368488,02,130,0.4332
Petersburg Borough,Alaska,79.753892368488,02,195,0.4274
Prince of Wales-Hyder Census Area,Alaska,79.753892368488,02,198,0.4326
Wrangell City and Borough,Alaska,79.753892368488,02,275,0.4208
Apache County,Arizona,72.3284548272921,04,001,0.5013
Cochise County,Arizona,77.7795013827217,04,003,0.4427
Coconino County,Arizona,78.79049043438,04,005,0.4667
Gila County,Arizona,74.3478336675243,04,007,0.4427
Graham County,Arizona,77.2067923381599,04,009,0.4196
Greenlee County,Arizona,78.4893303009505,04,011,0.3805
Maricopa County,Arizona,79.7635827048315,04,013,0.4641
Mohave County,Arizona,75.2291349289979,04,015,0.4456
Navajo County,Arizona,73.6982428819168,04,017,0.4739
Pima County,Arizona,78.8273378145992,04,019,0.4694
Pinal County,Arizona,81.4701445906188,04,021,0.4204
Santa Cruz County,Arizona,82.039463073111,04,023,0.4997
Yavapai County,Arizona,78.1846564541411,04,025,0.4435
La Paz County,Arizona,81.4353901669475,04,012,0.4879
Yuma County,Arizona,81.4353901669475,04,027,0.4429
Arkansas County,Arkansas,74.0251497586038,05,001,0.4807
Ashley County,Arkansas,74.2895051923306,05,003,0.4694
Baxter County,Arkansas,76.2501239643624,05,005,0.4517
Benton County,Arkansas,79.69562751172,05,007,0.4586
Boone County,Arkansas,76.4606951241037,05,009,0.4364
Bradley County,Arkansas,74.0787319215763,05,011,0.451
Calhoun County,Arkansas,75.0215094185301,05,013,0.4212
Carroll County,Arkansas,77.2842160355692,05,015,0.4631
Chicot County,Arkansas,73.6861573372926,05,017,0.5252
Clark County,Arkansas,76.0630306037432,05,019,0.4319
Clay County,Arkansas,73.1902475268155,05,021,0.4663
Cleburne County,Arkansas,75.9718803756163,05,023,0.4501
Cleveland County,Arkansas,75.1716757513491,05,025,0.4257
Columbia County,Arkansas,74.5558798297109,05,027,0.4973
Conway County,Arkansas,74.9230500819947,05,029,0.4812
Craighead County,Arkansas,76.4586434664692,05,031,0.4816
Crawford County,Arkansas,76.0994700780118,05,033,0.4477
Crittenden County,Arkansas,73.0267848799303,05,035,0.4689
Cross County,Arkansas,73.4524804330144,05,037,0.4593
Dallas County,Arkansas,73.9958868828713,05,039,0.4249
Desha County,Arkansas,72.7220178284176,05,041,0.4547
Drew County,Arkansas,75.3221847381784,05,043,0.4941
Faulkner County,Arkansas,76.6906424011415,05,045,0.4674
Franklin County,Arkansas,74.8382795580183,05,047,0.4533
Fulton County,Arkansas,75.0356374627702,05,049,0.4256
Garland County,Arkansas,74.8562256903252,05,051,0.4807
Grant County,Arkansas,75.6041085997915,05,053,0.4471
Greene County,Arkansas,74.3358069408924,05,055,0.4261
Hempstead County,Arkansas,75.5311036861403,05,057,0.4199
Hot Spring County,Arkansas,74.4833685843654,05,059,0.428
Howard County,Arkansas,74.3708884718481,05,061,0.511
Independence County,Arkansas,76.1679910478133,05,063,0.4561
Izard County,Arkansas,75.6157370549392,05,065,0.4278
Jackson County,Arkansas,73.4717805117145,05,067,0.501
Jefferson County,Arkansas,73.4261899123358,05,069,0.4642
Johnson County,Arkansas,75.9836214076058,05,071,0.4491
Lafayette County,Arkansas,74.9707697442814,05,073,0.5807
Lawrence County,Arkansas,74.1619647316862,05,075,0.4382
Lee County,Arkansas,73.6550632062585,05,077,0.5049
Lincoln County,Arkansas,75.1174601445946,05,079,0.4604
Little River County,Arkansas,74.2296480855239,05,081,0.4494
Logan County,Arkansas,74.5390519713844,05,083,0.4243
Lonoke County,Arkansas,75.1530127524346,05,085,0.4161
Madison County,Arkansas,75.8570084978955,05,087,0.4771
Marion County,Arkansas,75.6545986398168,05,089,0.4416
Miller County,Arkansas,75.0245849048596,05,091,0.466
Mississippi County,Arkansas,71.6047392412473,05,093,0.4727
Monroe County,Arkansas,72.5085008717615,05,095,0.4556
Montgomery County,Arkansas,75.8260867646292,05,097,0.454
Nevada County,Arkansas,74.3619052994291,05,099,0.4086
Newton County,Arkansas,77.4202686543232,05,101,0.4307
Ouachita County,Arkansas,73.4591112390394,05,103,0.4577
Perry County,Arkansas,75.1914833175535,05,105,0.4132
Phillips County,Arkansas,71.3872806812049,05,107,0.4944
Pike County,Arkansas,75.2543244823106,05,109,0.4481
Poinsett County,Arkansas,71.448323467462,05,111,0.4285
Polk County,Arkansas,75.318879330763,05,113,0.492
Pope County,Arkansas,76.7648866733951,05,115,0.4696
Prairie County,Arkansas,76.3100595930086,05,117,0.4579
Pulaski County,Arkansas,76.2703323632758,05,119,0.509
Randolph County,Arkansas,74.5934682592182,05,121,0.4756
Saint Francis County,Arkansas,74.2825629644221,05,123,0.4908
Saline County,Arkansas,77.3055666277896,05,125,0.399
Scott County,Arkansas,74.8636036332918,05,127,0.4331
Searcy County,Arkansas,75.4159073702129,05,129,0.4554
Sebastian County,Arkansas,76.1656763127211,05,131,0.4691
Sevier County,Arkansas,75.6975365722476,05,133,0.4595
Sharp County,Arkansas,73.8715952603263,05,135,0.4769
Stone County,Arkansas,76.3093521708669,05,137,0.4609
Union County,Arkansas,73.5506121344898,05,139,0.47
Van Buren County,Arkansas,76.0940936040922,05,141,0.4504
Washington County,Arkansas,78.0991138391832,05,143,0.4851
White County,Arkansas,75.5567414461608,05,145,0.4609
Woodruff County,Arkansas,72.9480766180175,05,147,0.5001
Yell County,Arkansas,74.9235318658026,05,149,0.4367
Alameda County,California,82.7575999201849,06,001,0.4616
Alpine County,California,78.6485788538821,06,003,0.493
Amador County,California,79.8862333173767,06,005,0.449
Butte County,California,77.74205624894,06,007,0.4944
Calaveras County,California,79.652233484278,06,009,0.4414
Colusa County,California,79.8519517516367,06,011,0.4554
Contra Costa County,California,82.3343582015746,06,013,0.4672
Del Norte County,California,75.6423735250373,06,015,0.4743
El Dorado County,California,81.9417323021439,06,017,0.4556
Fresno County,California,78.7315724036983,06,019,0.4746
Glenn County,California,77.4985091634692,06,021,0.4442
Humboldt County,California,77.103231884233,06,023,0.4841
Imperial County,California,81.0043587502323,06,025,0.4704
Inyo County,California,79.7078188792565,06,027,0.4104
Kern County,California,77.2937032261976,06,029,0.4668
Kings County,California,79.6146493630519,06,031,0.4272
Lake County,California,74.991217511911,06,033,0.4817
Lassen County,California,78.2284119036475,06,035,0.4171
Los Angeles County,California,81.972558307764,06,037,0.5002
Madera County,California,79.3974531940033,06,039,0.4422
Marin County,California,85.1494474193505,06,041,0.5178
Mariposa County,California,80.1801056836494,06,043,0.4234
Mendocino County,California,79.077233019805,06,045,0.4704
Merced County,California,78.8420147049498,06,047,0.4719
Modoc County,California,77.2373424971755,06,049,0.4003
Mono County,California,85.4852438391621,06,051,0.415
Monterey County,California,82.2537544267071,06,053,0.457
Napa County,California,81.66511692599,06,055,0.4712
Nevada County,California,81.3041858848551,06,057,0.4697
Orange County,California,82.9944118033005,06,059,0.4685
Placer County,California,82.0887926135161,06,061,0.4467
Plumas County,California,78.6325377024891,06,063,0.4667
Riverside County,California,80.7191290565484,06,065,0.4572
Sacramento County,California,79.4935137170957,06,067,0.4538
San Benito County,California,81.9286772500934,06,069,0.4054
San Bernardino County,California,78.5801556964033,06,071,0.4375
San Diego County,California,82.0170756619688,06,073,0.4627
San Francisco County,California,83.5138158609691,06,075,0.5099
San Joaquin County,California,78.3915151066575,06,077,0.4529
San Luis Obispo County,California,81.5052105883313,06,079,0.4496
San Mateo County,California,84.7023442849213,06,081,0.4849
Santa Barbara County,California,81.8166907378361,06,083,0.4815
Santa Clara County,California,84.5063120740832,06,085,0.4664
Santa Cruz County,California,82.7177673079809,06,087,0.4819
Shasta County,California,76.2390119338471,06,089,0.4588
Sierra County,California,78.8775588444232,06,091,0.4594
Siskiyou County,California,76.2690959628399,06,093,0.4772
Solano County,California,80.0436361786558,06,095,0.4207
Sonoma County,California,82.0820448341027,06,097,0.4536
Stanislaus County,California,77.8966215595777,06,099,0.4396
Sutter County,California,78.6026819687963,06,101,0.453
Tehama County,California,77.3220982796968,06,103,0.4656
Trinity County,California,76.6003438081553,06,105,0.4638
Tulare County,California,78.4413170202644,06,107,0.4728
Tuolumne County,California,78.8406628636061,06,109,0.4832
Ventura County,California,82.2820614093944,06,111,0.4455
Yolo County,California,81.315994065652,06,113,0.4928
Yuba County,California,76.0772917446634,06,115,0.426
Alamosa County,Colorado,75.8122663850422,08,003,0.487
Archuleta County,Colorado,82.1853597930904,08,007,0.4511
Baca County,Colorado,77.5452423013832,08,009,0.4562
Bent County,Colorado,76.0410177047456,08,011,0.4527
Chaffee County,Colorado,81.6805627048081,08,015,0.4231
Cheyenne County,Colorado,78.6241739187883,08,017,0.4367
Clear Creek County,Colorado,83.0032467314909,08,019,0.4205
Conejos County,Colorado,76.5610928960289,08,021,0.4533
Costilla County,Colorado,77.3234917081086,08,023,0.4988
Crowley County,Colorado,76.9118821750115,08,025,0.4013
Custer County,Colorado,81.5940275715944,08,027,0.4154
Delta County,Colorado,78.1426822131909,08,029,0.4805
Dolores County,Colorado,79.6458320998059,08,033,0.4306
Douglas County,Colorado,83.798242865611,08,035,0.3993
Eagle County,Colorado,89.037765865798,08,037,0.4694
Elbert County,Colorado,82.0085057703699,08,039,0.4013
El Paso County,Colorado,78.8629762838757,08,041,0.4322
Fremont County,Colorado,77.3840109100534,08,043,0.4364
Garfield County,Colorado,80.7747188112076,08,045,0.4031
Gilpin County,Colorado,82.1469482912617,08,047,0.4468
Grand County,Colorado,84.3255281528647,08,049,0.4137
Gunnison County,Colorado,83.0109717359124,08,051,0.4321
Huerfano County,Colorado,75.3764961797006,08,055,0.4341
Jackson County,Colorado,79.7053619586582,08,057,0.3906
Kiowa County,Colorado,77.4317406302941,08,061,0.4434
Kit Carson County,Colorado,79.5711867594791,08,063,0.4595
Lake County,Colorado,82.5092432798499,08,065,0.4414
La Plata County,Colorado,82.2831673739764,08,067,0.4703
Larimer County,Colorado,81.7409917944594,08,069,0.4463
Las Animas County,Colorado,76.7842621659841,08,071,0.4708
Lincoln County,Colorado,78.3588326706885,08,073,0.4737
Logan County,Colorado,79.6749551479201,08,075,0.4217
Mesa County,Colorado,78.6479463380801,08,077,0.4419
Moffat County,Colorado,78.6065465646204,08,081,0.4418
Montezuma County,Colorado,77.6362624458917,08,083,0.4162
Montrose County,Colorado,79.6282118450066,08,085,0.4518
Morgan County,Colorado,78.3683962833378,08,087,0.4076
Otero County,Colorado,75.2461381669673,08,089,0.4568
Ouray County,Colorado,84.4945402093033,08,091,0.4666
Park County,Colorado,83.1413359768179,08,093,0.3978
Phillips County,Colorado,80.83770234646,08,095,0.3953
Pitkin County,Colorado,91.9533771503941,08,097,0.509
Prowers County,Colorado,77.0828492749894,08,099,0.4428
Pueblo County,Colorado,76.4359209535187,08,101,0.4547
Rio Blanco County,Colorado,78.9294619320974,08,103,0.4096
Rio Grande County,Colorado,76.9744549124682,08,105,0.4661
Routt County,Colorado,83.7251626952226,08,107,0.4632
Saguache County,Colorado,79.7395365629359,08,109,0.4521
San Miguel County,Colorado,86.8405002420409,08,113,0.5175
Sedgwick County,Colorado,78.0042385836866,08,115,0.5065
Summit County,Colorado,92.2538583558184,08,117,0.405
Teller County,Colorado,80.8594227143916,08,119,0.4099
Washington County,Colorado,79.579162477447,08,121,0.4305
Yuma County,Colorado,79.1819910265769,08,125,0.4235
Adams County,Colorado,80.7776770732522,08,001,0.4052
Arapahoe County,Colorado,80.7776770732522,08,005,0.4522
Boulder County,Colorado,80.7776770732522,08,013,0.4848
Broomfield County,Colorado,80.7776770732522,08,014,0.4343
Denver County,Colorado,80.7776770732522,08,031,0.4909
Jefferson County,Colorado,80.7776770732522,08,059,0.4329
Weld County,Colorado,80.7776770732522,08,123,0.4157
Fairfield County,Connecticut,83.06367075044,09,001,0.5422
Hartford County,Connecticut,80.3245705571959,09,003,0.4716
Litchfield County,Connecticut,80.4782806087235,09,005,0.4566
Middlesex County,Connecticut,81.2555672072746,09,007,0.4462
New Haven County,Connecticut,80.238661322463,09,009,0.4691
New London County,Connecticut,80.0120060973127,09,011,0.4425
Tolland County,Connecticut,81.8506213159263,09,013,0.4383
Windham County,Connecticut,78.8137553417168,09,015,0.4217
Kent County,Delaware,77.3566080866732,10,001,0.4279
New Castle County,Delaware,78.4233453623627,10,003,0.4584
Sussex County,Delaware,78.7243267092783,10,005,0.4505
Alachua County,Florida,78.4340931262536,12,001,0.5111
Baker County,Florida,75.128460017376,12,003,0.422
Bay County,Florida,75.8516440862453,12,005,0.4427
Bradford County,Florida,74.9471636217274,12,007,0.4487
Brevard County,Florida,77.1535095933838,12,009,0.4505
Broward County,Florida,80.6456883184715,12,011,0.4884
Calhoun County,Florida,74.745562315166,12,013,0.4571
Charlotte County,Florida,80.2028826550715,12,015,0.4602
Citrus County,Florida,75.2265593412728,12,017,0.4517
Clay County,Florida,77.3186239719444,12,019,0.4171
Collier County,Florida,85.3006274853414,12,021,0.5257
Columbia County,Florida,75.0076209421469,12,023,0.4589
Miami-Dade County,Florida,81.2133398870448,12,086,0.5231
DeSoto County,Florida,79.353923606622,12,027,0.4404
Dixie County,Florida,74.5628919091959,12,029,0.4751
Duval County,Florida,75.6810672794633,12,031,0.4704
Escambia County,Florida,74.8858720184732,12,033,0.4448
Flagler County,Florida,78.8047744405017,12,035,0.4359
Franklin County,Florida,76.2443544791436,12,037,0.5056
Gadsden County,Florida,75.4408844419078,12,039,0.4448
Gilchrist County,Florida,76.8041546429204,12,041,0.4266
Glades County,Florida,80.4422155675543,12,043,0.4343
Gulf County,Florida,76.6890535995694,12,045,0.4158
Hamilton County,Florida,75.1405417872033,12,047,0.4683
Hardee County,Florida,78.3664151371352,12,049,0.4684
Hendry County,Florida,77.1024946420314,12,051,0.4681
Hernando County,Florida,76.4707870919015,12,053,0.4293
Highlands County,Florida,78.4611947135149,12,055,0.4855
Hillsborough County,Florida,78.9068329546551,12,057,0.4787
Holmes County,Florida,72.8524921555009,12,059,0.4525
Indian River County,Florida,80.0866066846368,12,061,0.5246
Jackson County,Florida,74.3833609589623,12,063,0.4585
Jefferson County,Florida,77.0612988493261,12,065,0.4601
Lafayette County,Florida,77.1306853774472,12,067,0.4203
Lake County,Florida,78.231313487883,12,069,0.4231
Lee County,Florida,81.8202975262275,12,071,0.4798
Leon County,Florida,79.1165379077494,12,073,0.4896
Levy County,Florida,74.8204356383303,12,075,0.4524
Liberty County,Florida,75.7841247471328,12,077,0.4305
Madison County,Florida,75.0209773080767,12,079,0.4797
Manatee County,Florida,80.5582354410051,12,081,0.4709
Marion County,Florida,75.8588184778582,12,083,0.4544
Martin County,Florida,81.5458024946645,12,085,0.5278
Monroe County,Florida,80.0453706124074,12,087,0.5049
Nassau County,Florida,77.3506959508971,12,089,0.4433
Okaloosa County,Florida,77.4527229824993,12,091,0.4328
Okeechobee County,Florida,76.0476015281269,12,093,0.4556
Orange County,Florida,79.8001708637047,12,095,0.4848
Osceola County,Florida,78.8994587406866,12,097,0.4258
Palm Beach County,Florida,81.5903769096319,12,099,0.5219
Pasco County,Florida,77.2485204856939,12,101,0.4517
Pinellas County,Florida,78.586674870322,12,103,0.4851
Polk County,Florida,77.8084507732582,12,105,0.4452
Putnam County,Florida,73.8294207855765,12,107,0.4584
Saint Johns County,Florida,80.8265760794815,12,109,0.4667
Saint Lucie County,Florida,79.5825368083965,12,111,0.4416
Santa Rosa County,Florida,77.2818335841508,12,113,0.4196
Sarasota County,Florida,81.1962314153777,12,115,0.4809
Seminole County,Florida,79.9067588033048,12,117,0.4568
Sumter County,Florida,80.6404891289786,12,119,0.4354
Suwannee County,Florida,75.5232667907986,12,121,0.459
Taylor County,Florida,74.640605259606,12,123,0.4115
Union County,Florida,67.7776529585801,12,125,0.4873
Volusia County,Florida,76.2744848258596,12,127,0.4594
Wakulla County,Florida,76.390708716639,12,129,0.4175
Walton County,Florida,77.7803937214357,12,131,0.483
Washington County,Florida,72.6685066903205,12,133,0.4277
Appling County,Georgia,74.1299840083705,13,001,0.4586
Atkinson County,Georgia,73.6106428460459,13,003,0.4735
Bacon County,Georgia,72.7153851629149,13,005,0.462
Baker County,Georgia,77.2265523808269,13,007,0.4874
Baldwin County,Georgia,75.958726877356,13,009,0.4639
Banks County,Georgia,76.7747953820731,13,011,0.4162
Barrow County,Georgia,76.8906956716554,13,013,0.3931
Bartow County,Georgia,76.6574000836464,13,015,0.4388
Ben Hill County,Georgia,73.1077252518848,13,017,0.4845
Berrien County,Georgia,74.4030446681557,13,019,0.4356
Bibb County,Georgia,74.0479230862072,13,021,0.52
Bleckley County,Georgia,76.0332417443827,13,023,0.4415
Brantley County,Georgia,74.6044083049542,13,025,0.4322
Brooks County,Georgia,74.901508755282,13,027,0.5482
Bryan County,Georgia,76.2530588035402,13,029,0.428
Bulloch County,Georgia,77.2098952039386,13,031,0.4689
Burke County,Georgia,73.9960548058811,13,033,0.447
Butts County,Georgia,74.1990085559535,13,035,0.5216
Calhoun County,Georgia,74.4427083560295,13,037,0.4748
Camden County,Georgia,78.2590427705682,13,039,0.4535
Candler County,Georgia,73.7650410440072,13,043,0.5252
Carroll County,Georgia,75.5638951544728,13,045,0.428
Catoosa County,Georgia,77.9344541792589,13,047,0.4179
Charlton County,Georgia,76.4868454884365,13,049,0.4222
Chatham County,Georgia,77.8888660442048,13,051,0.4869
Chattahoochee County,Georgia,77.4040253799594,13,053,0.4658
Chattooga County,Georgia,73.6686753247581,13,055,0.4476
Cherokee County,Georgia,80.2625671216918,13,057,0.4078
Clarke County,Georgia,79.0362591976606,13,059,0.522
Clay County,Georgia,73.8111217920828,13,061,0.4824
Clayton County,Georgia,76.8990515639018,13,063,0.4147
Clinch County,Georgia,72.551746901677,13,065,0.5192
Cobb County,Georgia,80.6407684417505,13,067,0.4501
Coffee County,Georgia,74.5050115025747,13,069,0.4783
Colquitt County,Georgia,74.1561281823738,13,071,0.4841
Columbia County,Georgia,80.3603128042985,13,073,0.4004
Cook County,Georgia,74.5026987480474,13,075,0.4604
Coweta County,Georgia,78.8038123093466,13,077,0.419
Crawford County,Georgia,75.6724806214399,13,079,0.4662
Crisp County,Georgia,74.7220937268816,13,081,0.5545
Dade County,Georgia,75.3114701564565,13,083,0.4437
Dawson County,Georgia,78.3033662471657,13,085,0.4338
Decatur County,Georgia,73.6601562217573,13,087,0.479
DeKalb County,Georgia,80.4448353783483,13,089,0.4894
Dodge County,Georgia,75.5468666139455,13,091,0.469
Dooly County,Georgia,78.5020483004188,13,093,0.4815
Dougherty County,Georgia,74.3390713154805,13,095,0.4933
Douglas County,Georgia,77.8467664649048,13,097,0.41
Early County,Georgia,73.5795568978364,13,099,0.4996
Echols County,Georgia,77.4904865671423,13,101,0.5002
Effingham County,Georgia,76.7115741558666,13,103,0.4409
Elbert County,Georgia,74.483630029281,13,105,0.4702
Emanuel County,Georgia,72.8820410119048,13,107,0.461
Evans County,Georgia,75.2129516041769,13,109,0.4574
Fannin County,Georgia,77.7982430579873,13,111,0.4539
Fayette County,Georgia,81.1591964534197,13,113,0.4369
Floyd County,Georgia,75.3084423705215,13,115,0.475
Forsyth County,Georgia,82.1629515233153,13,117,0.4017
Franklin County,Georgia,74.074368213478,13,119,0.4911
Fulton County,Georgia,79.6229445774038,13,121,0.5414
Gilmer County,Georgia,78.3697821362563,13,123,0.4561
Glascock County,Georgia,73.556073913624,13,125,0.4538
Glynn County,Georgia,77.6513857604345,13,127,0.5123
Gordon County,Georgia,75.7777192557876,13,129,0.4646
Grady County,Georgia,75.6745096058627,13,131,0.4599
Greene County,Georgia,78.4712900431319,13,133,0.5604
Gwinnett County,Georgia,81.0167761555968,13,135,0.4267
Habersham County,Georgia,77.4525536461943,13,137,0.4348
Hall County,Georgia,79.2450646509743,13,139,0.4596
Hancock County,Georgia,75.381368510092,13,141,0.4697
Haralson County,Georgia,73.5774524409532,13,143,0.4394
Harris County,Georgia,79.5625776557608,13,145,0.4436
Hart County,Georgia,77.164437570065,13,147,0.4498
Heard County,Georgia,75.0756227800294,13,149,0.4038
Henry County,Georgia,77.5779659535645,13,151,0.3919
Houston County,Georgia,77.5879454126882,13,153,0.4327
Irwin County,Georgia,75.0602816749064,13,155,0.4814
Jackson County,Georgia,76.6407832284404,13,157,0.4291
Jasper County,Georgia,76.1353765239125,13,159,0.4159
Jeff Davis County,Georgia,73.5009861495751,13,161,0.4357
Jefferson County,Georgia,72.6459562949125,13,163,0.473
Jenkins County,Georgia,73.4732476527202,13,165,0.4417
Johnson County,Georgia,76.1942124683175,13,167,0.4208
Jones County,Georgia,78.0617806492275,13,169,0.4271
Lamar County,Georgia,74.9593700097731,13,171,0.4783
Lanier County,Georgia,75.6935233496723,13,173,0.4687
Laurens County,Georgia,74.6579676717434,13,175,0.4997
Lee County,Georgia,76.7743295827364,13,177,0.397
Liberty County,Georgia,76.4874651261938,13,179,0.3971
Lincoln County,Georgia,76.5255941801173,13,181,0.4995
Long County,Georgia,79.0586846862287,13,183,0.3787
Lowndes County,Georgia,76.1271047440151,13,185,0.5179
Lumpkin County,Georgia,77.9066523957369,13,187,0.4738
McDuffie County,Georgia,74.0298601677061,13,189,0.4518
McIntosh County,Georgia,80.4104185456372,13,191,0.4294
Macon County,Georgia,73.7464509823897,13,193,0.4998
Madison County,Georgia,76.2644253282229,13,195,0.4205
Marion County,Georgia,76.5979928578085,13,197,0.4344
Meriwether County,Georgia,74.8212349638533,13,199,0.4689
Miller County,Georgia,73.123478698754,13,201,0.4732
Mitchell County,Georgia,73.9757811247242,13,205,0.4683
Monroe County,Georgia,78.2585017790917,13,207,0.5327
Montgomery County,Georgia,75.1853790614533,13,209,0.4991
Morgan County,Georgia,77.8007938168183,13,211,0.4517
Murray County,Georgia,75.1219487694679,13,213,0.4096
Muscogee County,Georgia,74.2296849653059,13,215,0.498
Newton County,Georgia,76.4384532126195,13,217,0.4388
Oconee County,Georgia,81.4613369282058,13,219,0.4623
Oglethorpe County,Georgia,77.9479609720703,13,221,0.4158
Paulding County,Georgia,78.9241895570538,13,223,0.3762
Peach County,Georgia,73.8047058848866,13,225,0.4976
Pickens County,Georgia,77.3860957156484,13,227,0.4204
Pierce County,Georgia,74.4341947507242,13,229,0.4682
Pike County,Georgia,75.7634647722075,13,231,0.4197
Polk County,Georgia,73.5988039563983,13,233,0.4768
Pulaski County,Georgia,78.2225246953724,13,235,0.446
