County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Population
Russell County,Alabama,73.6803490665368,01,113,58213.0
Saint Clair County,Alabama,75.0107121083288,01,115,87306.0
Shelby County,Alabama,80.205250224518,01,117,211261.0
Sumter County,Alabama,74.7139987528402,01,119,12985.0
Talladega County,Alabama,73.5793518144223,01,121,80565.0
Tallapoosa County,Alabama,74.9365477647865,01,123,40636.0
Tuscaloosa County,Alabama,76.5059658159458,01,125,206213.0
Walker County,Alabama,70.5636130208947,01,127,64493.0
Washington County,Alabama,74.6032396661542,01,129,16643.0
Wilcox County,Alabama,71.5241341237713,01,131,10809.0
Winston County,Alabama,74.7102062206126,01,133,23875.0
Anchorage Municipality,Alaska,79.167117979683,02,020,296112.0
Bethel Census Area,Alaska,72.53346154146,02,050,18040.0
Bristol Bay Borough,Alaska,76.2417287283227,02,060,890.0
Fairbanks North Star Borough,Alaska,80.2495817828855,02,090,99653.0
Haines Borough,Alaska,82.3340851154886,02,100,2518.0
Juneau City and Borough,Alaska,80.7356793660287,02,110,32330.0
Kenai Peninsula Borough,Alaska,78.641406388572,02,122,58220.0
Kodiak Island Borough,Alaska,80.3116543907809,02,150,13649.0
Matanuska-Susitna Borough,Alaska,78.8829024347706,02,170,103464.0
Nome Census Area,Alaska,70.7530594988732,02,180,9925.0
North Slope Borough,Alaska,75.8434189819725,02,185,9797.0
Sitka City and Borough,Alaska,80.454277274944,02,220,8738.0
Southeast Fairbanks Census Area,Alaska,77.6892419463187,02,240,6876.0
Valdez-Cordova Census Area,Alaska,79.0550286546822,02,261,9301.0
Wade Hampton Census Area,Alaska,68.2919702704407,02,270,
Northwest Arctic Borough,Alaska,72.6945119305142,02,188,7734.0
Aleutians East Borough,Alaska,84.54019994971,02,013,3425.0
Aleutians West Census Area,Alaska,84.54019994971,02,016,5750.0
Dillingham Census Area,Alaska,74.2728982123458,02,070,4975.0
Lake and Peninsula Borough,Alaska,74.2728982123458,02,164,1375.0
Denali Borough,Alaska,74.5030411727533,02,068,2232.0
Yukon-Koyukuk Census Area,Alaska,74.5030411727533,02,290,5415.0
Hoonah-Angoon Census Area,Alaska,81.2101394560811,02,105,2132.0
Skagway Municipality,Alaska,81.2101394560811,02,230,1061.0
Yakutat City and Borough,Alaska,81.2101394560811,02,282,689.0
Ketchikan Gateway Borough,Alaska,79.3321255610105,02,130,13804.0
Petersburg Borough,Alaska,79.3321255610105,02,195,3255.0
Prince of Wales-Hyder Census Area,Alaska,79.3321255610105,02,198,6474.0
Wrangell City and Borough,Alaska,79.3321255610105,02,275,2484.0
Apache County,Arizona,72.3010290005178,04,001,71522.0
Cochise County,Arizona,77.8408033972637,04,003,126279.0
Coconino County,Arizona,78.8052809079821,04,005,140217.0
Gila County,Arizona,74.3746289869468,04,007,53400.0
Graham County,Arizona,77.1556460234304,04,009,37879.0
Greenlee County,Arizona,78.3645024836664,04,011,9504.0
Maricopa County,Arizona,79.7386604099472,04,013,4253913.0
Mohave County,Arizona,75.0984065448903,04,015,206064.0
Navajo County,Arizona,73.7972740690661,04,017,108705.0
Pima County,Arizona,78.7518294309296,04,019,1019722.0
Pinal County,Arizona,81.2155424915528,04,021,419721.0
Santa Cruz County,Arizona,81.7071020187176,04,023,46584.0
Yavapai County,Arizona,78.051524295411,04,025,224645.0
La Paz County,Arizona,81.2378999209795,04,012,20701.0
Yuma County,Arizona,81.2378999209795,04,027,207829.0
Arkansas County,Arkansas,73.699664085667,05,001,18124.0
Ashley County,Arkansas,74.0622583712188,05,003,20537.0
Baxter County,Arkansas,76.0355516425297,05,005,41219.0
Benton County,Arkansas,79.5515977691344,05,007,258980.0
Boone County,Arkansas,76.2920818267331,05,009,37288.0
Bradley County,Arkansas,73.9154085027933,05,011,10948.0
Calhoun County,Arkansas,74.7753643476493,05,013,5202.0
Carroll County,Arkansas,77.2088767175722,05,015,27887.0
Chicot County,Arkansas,73.4191359082146,05,017,10826.0
Clark County,Arkansas,75.9107071055062,05,019,22385.0
Clay County,Arkansas,73.0282818142332,05,021,15061.0
Cleburne County,Arkansas,75.8897883042267,05,023,25230.0
Cleveland County,Arkansas,74.9601675422995,05,025,8226.0
Columbia County,Arkansas,74.3920918341417,05,027,23892.0
Conway County,Arkansas,74.8124099395122,05,029,20906.0
Craighead County,Arkansas,76.2618331131667,05,031,105701.0
Crawford County,Arkansas,76.0303039795828,05,033,62472.0
Crittenden County,Arkansas,72.9678543864573,05,035,49013.0
Cross County,Arkansas,73.2798919731548,05,037,16998.0
Dallas County,Arkansas,73.7130043686649,05,039,7432.0
Desha County,Arkansas,72.7276609628183,05,041,11887.0
Drew County,Arkansas,75.2211103202167,05,043,18502.0
Faulkner County,Arkansas,76.5427391151303,05,045,122416.0
Franklin County,Arkansas,74.6633798673886,05,047,17780.0
Fulton County,Arkansas,75.0726412158052,05,049,12139.0
Garland County,Arkansas,74.6917741981376,05,051,98296.0
Grant County,Arkansas,75.3837861639195,05,053,18086.0
Greene County,Arkansas,74.2408679220059,05,055,44623.0
Hempstead County,Arkansas,75.3276249243193,05,057,22018.0
Hot Spring County,Arkansas,74.4739215374817,05,059,33520.0
Howard County,Arkansas,74.2175286904666,05,061,13389.0
Independence County,Arkansas,75.9418583152842,05,063,37264.0
Izard County,Arkansas,75.4317695846984,05,065,13559.0
Jackson County,Arkansas,73.3266666408661,05,067,17225.0
Jefferson County,Arkansas,73.3590923821139,05,069,70424.0
Johnson County,Arkansas,75.8064818743859,05,071,26291.0
Lafayette County,Arkansas,74.6587982386832,05,073,6915.0
Lawrence County,Arkansas,74.0656088368156,05,075,16669.0
Lee County,Arkansas,73.3490156735839,05,077,9398.0
Lincoln County,Arkansas,75.1131078790431,05,079,13695.0
Little River County,Arkansas,74.1807882572467,05,081,12417.0
Logan County,Arkansas,74.4320848649481,05,083,21757.0
Lonoke County,Arkansas,74.9345664780834,05,085,72206.0
Madison County,Arkansas,75.5976399371591,05,087,16076.0
Marion County,Arkansas,75.4429778062734,05,089,16438.0
Miller County,Arkansas,74.6268522519816,05,091,43759.0
Mississippi County,Arkansas,71.4920842695116,05,093,42831.0
Monroe County,Arkansas,72.4674227246369,05,095,7249.0
Montgomery County,Arkansas,75.793052336322,05,097,8993.0
Nevada County,Arkansas,74.2958611849283,05,099,8440.0
Newton County,Arkansas,77.1907959033018,05,101,7848.0
Ouachita County,Arkansas,73.0491101838795,05,103,24106.0
Perry County,Arkansas,75.0236567504255,05,105,10322.0
Phillips County,Arkansas,71.1931915908736,05,107,19034.0
Pike County,Arkansas,75.0824421118564,05,109,10808.0
Poinsett County,Arkansas,71.3031716770786,05,111,24054.0
Polk County,Arkansas,75.2198849618385,05,113,20163.0
Pope County,Arkansas,76.6203759107694,05,115,63644.0
Prairie County,Arkansas,75.966819358482,05,117,8244.0
Pulaski County,Arkansas,76.0611102581848,05,119,393463.0
Randolph County,Arkansas,74.3973999793014,05,121,17603.0
Saint Francis County,Arkansas,74.1021367670649,05,123,26294.0
Saline County,Arkansas,77.1843392125055,05,125,118009.0
Scott County,Arkansas,74.7730329022547,05,127,10442.0
Searcy County,Arkansas,75.2517345364764,05,129,7923.0
Sebastian County,Arkansas,75.9956131141566,05,131,127461.0
Sevier County,Arkansas,75.4897788457826,05,133,17193.0
Sharp County,Arkansas,73.8772637972242,05,135,17043.0
Stone County,Arkansas,76.1304929728617,05,137,12446.0
Union County,Arkansas,73.4174077792713,05,139,39732.0
Van Buren County,Arkansas,76.1831675574109,05,141,16684.0
Washington County,Arkansas,77.990955582861,05,143,228529.0
White County,Arkansas,75.3891115505783,05,145,78804.0
Woodruff County,Arkansas,72.862006974415,05,147,6660.0
Yell County,Arkansas,74.6715621808677,05,149,21573.0
Alameda County,California,82.5117230510974,06,001,1643700.0
Alpine County,California,78.6184132405496,06,003,1146.0
Amador County,California,79.6700527007408,06,005,37829.0
Butte County,California,77.5510398533407,06,007,227075.0
Calaveras County,California,79.4937097704614,06,009,45235.0
Colusa County,California,79.8121558402712,06,011,21464.0
Contra Costa County,California,82.1166155136634,06,013,1133247.0
Del Norte County,California,75.5876660864016,06,015,27424.0
El Dorado County,California,81.7175928361167,06,017,186661.0
Fresno County,California,78.5774233152407,06,019,978130.0
Glenn County,California,77.3237108142528,06,021,27897.0
Humboldt County,California,76.9699850790142,06,023,135768.0
Imperial County,California,80.8834382757586,06,025,180216.0
Inyo County,California,79.4082290287002,06,027,18085.0
Kern County,California,77.1798988763483,06,029,883053.0
Kings County,California,79.5158893403858,06,031,150075.0
Lake County,California,74.9388266144901,06,033,64148.0
Lassen County,California,78.2889851142427,06,035,31185.0
Los Angeles County,California,81.7722051489058,06,037,10098052.0
Madera County,California,79.1324957900949,06,039,155013.0
Marin County,California,85.0172356317939,06,041,260295.0
Mariposa County,California,80.0918795754373,06,043,17540.0
Mendocino County,California,78.8622505182297,06,045,87422.0
Merced County,California,78.6740314276637,06,047,269075.0
Modoc County,California,77.2922317763807,06,049,8938.0
Mono County,California,85.3082290449747,06,051,14174.0
Monterey County,California,82.0510756660361,06,053,433212.0
Napa County,California,81.4546639927278,06,055,140530.0
Nevada County,California,81.1772572867672,06,057,99092.0
Orange County,California,82.7692260205684,06,059,3164182.0
Placer County,California,81.8330268106076,06,061,380077.0
Plumas County,California,78.4717776495267,06,063,18699.0
Riverside County,California,80.5162407320043,06,065,2383286.0
Sacramento County,California,79.3400394926971,06,067,1510023.0
San Benito County,California,81.8119632950539,06,069,59416.0
San Bernardino County,California,78.4608787343935,06,071,2135413.0
San Diego County,California,81.8152724349575,06,073,3302833.0
San Francisco County,California,83.2321058302004,06,075,870044.0
San Joaquin County,California,78.22543142894,06,077,732212.0
San Luis Obispo County,California,81.3157003484936,06,079,281455.0
San Mateo County,California,84.3845629127664,06,081,765935.0
Santa Barbara County,California,81.7643311735787,06,083,443738.0
Santa Clara County,California,84.2543556639128,06,085,1922200.0
Santa Cruz County,California,82.4374330425814,06,087,273765.0
Shasta County,California,76.0083184102708,06,089,179085.0
Sierra County,California,78.7559184759067,06,091,2930.0
Siskiyou County,California,76.3397555392635,06,093,43540.0
Solano County,California,79.9136116310706,06,095,438530.0
Sonoma County,California,81.7938284667815,06,097,501317.0
Stanislaus County,California,77.7850070672191,06,099,539301.0
Sutter County,California,78.5169447108835,06,101,95872.0
Tehama County,California,77.2351720137537,06,103,63373.0
Trinity County,California,76.4541995192134,06,105,12862.0
Tulare County,California,78.1677031872242,06,107,460477.0
Tuolumne County,California,78.6328973173773,06,109,53932.0
Ventura County,California,82.0434292248645,06,111,848112.0
Yolo County,California,81.0912989720667,06,113,214977.0
Yuba County,California,75.7914021288201,06,115,75493.0
Alamosa County,Colorado,75.9550396158801,08,003,16444.0
Archuleta County,Colorado,81.8918030047636,08,007,12908.0
Baca County,Colorado,77.3383444138467,08,009,3563.0
Bent County,Colorado,75.9748616124026,08,011,5809.0
Chaffee County,Colorado,81.4641560038579,08,015,19164.0
Cheyenne County,Colorado,78.6879955565073,08,017,2039.0
Clear Creek County,Colorado,82.6610229885307,08,019,9379.0
Conejos County,Colorado,76.4373705834421,08,021,8142.0
Costilla County,Colorado,77.0920679641841,08,023,3687.0
Crowley County,Colorado,76.8847458813323,08,025,5630.0
Custer County,Colorado,81.3761757630446,08,027,4640.0
Delta County,Colorado,78.0299071880757,08,029,30346.0
Dolores County,Colorado,79.4560888187491,08,033,1841.0
Douglas County,Colorado,83.6399311898685,08,035,328614.0
Eagle County,Colorado,88.7167159091399,08,037,54357.0
Elbert County,Colorado,81.8237081925238,08,039,25162.0
El Paso County,Colorado,78.8347552744772,08,041,688153.0
Fremont County,Colorado,77.2051035308431,08,043,47002.0
Garfield County,Colorado,80.6819634064959,08,045,58538.0
Gilpin County,Colorado,81.7945176234942,08,047,5924.0
Grand County,Colorado,84.0098966721527,08,049,15066.0
Gunnison County,Colorado,82.913042229065,08,051,16537.0
Huerfano County,Colorado,75.4585720983573,08,055,6583.0
Jackson County,Colorado,79.59835257654,08,057,1296.0
Kiowa County,Colorado,77.3704120148078,08,061,1449.0
Kit Carson County,Colorado,79.5622504984928,08,063,7635.0
Lake County,Colorado,82.0248236188546,08,065,7585.0
La Plata County,Colorado,81.9648873514121,08,067,55101.0
Larimer County,Colorado,81.6003124510936,08,069,338161.0
Las Animas County,Colorado,76.5856454888699,08,071,14179.0
Lincoln County,Colorado,78.552506862319,08,073,5548.0
Logan County,Colorado,79.4270063355196,08,075,21689.0
Mesa County,Colorado,78.3834696871957,08,077,149998.0
Moffat County,Colorado,78.3900592917377,08,081,13060.0
Montezuma County,Colorado,77.4763661365105,08,083,25909.0
Montrose County,Colorado,79.5886762336159,08,085,41268.0
Morgan County,Colorado,78.2634199069944,08,087,28257.0
Otero County,Colorado,75.1862520954706,08,089,18325.0
Ouray County,Colorado,84.2141800769531,08,091,4722.0
Park County,Colorado,82.8974961064367,08,093,17392.0
Phillips County,Colorado,80.5145148117585,08,095,4318.0
Pitkin County,Colorado,91.3769660058971,08,097,17909.0
Prowers County,Colorado,76.8437289856315,08,099,12052.0
Pueblo County,Colorado,76.4093117151939,08,101,164685.0
Rio Blanco County,Colorado,78.8548637165788,08,103,6465.0
Rio Grande County,Colorado,76.8193945628893,08,105,11351.0
Routt County,Colorado,83.4376463460472,08,107,24874.0
Saguache County,Colorado,79.6752296378427,08,109,6468.0
San Miguel County,Colorado,86.3598650866599,08,113,7968.0
Sedgwick County,Colorado,77.7498097799942,08,115,2350.0
Summit County,Colorado,91.6203651627367,08,117,30429.0
Teller County,Colorado,80.6009263302177,08,119,24113.0
Washington County,Colorado,79.4354096367131,08,121,4840.0
Yuma County,Colorado,79.0815160968291,08,125,10069.0
Adams County,Colorado,80.5457104115307,08,001,497115.0
Arapahoe County,Colorado,80.5457104115307,08,005,636671.0
Boulder County,Colorado,80.5457104115307,08,013,321030.0
Broomfield County,Colorado,80.5457104115307,08,014,66120.0
Denver County,Colorado,80.5457104115307,08,031,693417.0
Jefferson County,Colorado,80.5457104115307,08,059,570427.0
Weld County,Colorado,80.5457104115307,08,123,295123.0
Fairfield County,Connecticut,82.7977032113756,09,001,944348.0
Hartford County,Connecticut,80.2331635773284,09,003,894730.0
Litchfield County,Connecticut,80.3658992109622,09,005,183031.0
Middlesex County,Connecticut,81.247531185785,09,007,163368.0
New Haven County,Connecticut,80.122180105688,09,009,859339.0
New London County,Connecticut,79.826808998402,09,011,268881.0
Tolland County,Connecticut,81.7788690174239,09,013,151269.0
Windham County,Connecticut,78.8197586759148,09,015,116538.0
Kent County,Delaware,77.2112341918458,10,001,174822.0
New Castle County,Delaware,78.2865084160653,10,003,555133.0
Sussex County,Delaware,78.5673807823887,10,005,219540.0
Alachua County,Florida,78.4535602220354,12,001,263148.0
Baker County,Florida,74.9514582037514,12,003,27785.0
Bay County,Florida,75.7253025508484,12,005,182482.0
Bradford County,Florida,75.0073944133113,12,007,26979.0
Brevard County,Florida,77.2716340365655,12,009,576808.0
Broward County,Florida,80.4755284438197,12,011,1909151.0
Calhoun County,Florida,74.6914495357496,12,013,14444.0
Charlotte County,Florida,80.1348066988875,12,015,176954.0
Citrus County,Florida,75.1336556402493,12,017,143087.0
Clay County,Florida,77.1640126531372,12,019,207291.0
Collier County,Florida,84.9489435983752,12,021,363922.0
Columbia County,Florida,74.9542147993122,12,023,69105.0
Miami-Dade County,Florida,81.0909251968586,12,086,2715516.0
DeSoto County,Florida,79.1692556409631,12,027,36399.0
Dixie County,Florida,74.5193170945958,12,029,16437.0
Duval County,Florida,75.6970284676225,12,031,924229.0
Escambia County,Florida,74.9537469330096,12,033,311522.0
Flagler County,Florida,78.8020239192313,12,035,107139.0
Franklin County,Florida,75.9928495625828,12,037,11736.0
Gadsden County,Florida,75.3416140743242,12,039,46017.0
Gilchrist County,Florida,76.6196658152052,12,041,17615.0
Glades County,Florida,80.213599524511,12,043,13363.0
Gulf County,Florida,76.31210239981,12,045,16055.0
Hamilton County,Florida,75.1836206795715,12,047,14269.0
Hardee County,Florida,78.2553790330659,12,049,27228.0
Hendry County,Florida,77.0832219158998,12,051,40127.0
Hernando County,Florida,76.4160896851137,12,053,182696.0
Highlands County,Florida,78.2770855206328,12,055,102101.0
Hillsborough County,Florida,78.7539862110352,12,057,1378883.0
Holmes County,Florida,72.9734087683611,12,059,19430.0
Indian River County,Florida,80.0688913457515,12,061,150984.0
Jackson County,Florida,74.4322343859382,12,063,48472.0
Jefferson County,Florida,76.9589195702897,12,065,14105.0
Lafayette County,Florida,76.8777569268263,12,067,8744.0
Lake County,Florida,78.2469781435388,12,069,335362.0
Lee County,Florida,81.5729772276075,12,071,718679.0
Leon County,Florida,79.0301737876123,12,073,288102.0
Levy County,Florida,74.7957604460706,12,075,39961.0
Liberty County,Florida,75.7134300877082,12,077,8365.0
Madison County,Florida,75.0211610783484,12,079,18474.0
Manatee County,Florida,80.4145051875017,12,081,373853.0
Marion County,Florida,75.9104693910342,12,083,348371.0
Martin County,Florida,81.3154961822022,12,085,157581.0
Monroe County,Florida,79.8589989128447,12,087,76325.0
Nassau County,Florida,77.2494441968309,12,089,80578.0
Okaloosa County,Florida,77.4373108710462,12,091,200737.0
Okeechobee County,Florida,75.9744426993115,12,093,40572.0
Orange County,Florida,79.6595177084295,12,095,1321194.0
Osceola County,Florida,78.9109833340189,12,097,338619.0
Palm Beach County,Florida,81.4781513545173,12,099,1446277.0
Pasco County,Florida,77.209084296734,12,101,510593.0
Pinellas County,Florida,78.4281181387948,12,103,957875.0
Polk County,Florida,77.8067617494822,12,105,668671.0
Putnam County,Florida,73.901215098391,12,107,72766.0
Saint Johns County,Florida,80.7073688844269,12,109,235503.0
Saint Lucie County,Florida,79.4596418043113,12,111,305591.0
Santa Rosa County,Florida,77.3915324879814,12,113,170442.0
Sarasota County,Florida,81.0591538508499,12,115,412144.0
Seminole County,Florida,79.9049694273451,12,117,455086.0
Sumter County,Florida,80.4754543414289,12,119,120999.0
Suwannee County,Florida,75.1589535656509,12,121,43924.0
Taylor County,Florida,74.7285796616171,12,123,22098.0
Union County,Florida,67.7658357745847,12,125,15239.0
Volusia County,Florida,76.3372145765431,12,127,527634.0
Wakulla County,Florida,76.4018685621857,12,129,31877.0
Walton County,Florida,77.6910869065515,12,131,65858.0
Washington County,Florida,72.8104666515528,12,133,24566.0
Appling County,Georgia,74.1097615751301,13,001,18454.0
Atkinson County,Georgia,73.5443620196483,13,003,8265.0
Bacon County,Georgia,72.6255878368236,13,005,11228.0
Baker County,Georgia,77.2147827275408,13,007,3189.0
Baldwin County,Georgia,75.9591221129701,13,009,45286.0
Banks County,Georgia,76.8075277666983,13,011,18510.0
Barrow County,Georgia,76.6625325239611,13,013,76887.0
Bartow County,Georgia,76.4675113465904,13,015,103620.0
Ben Hill County,Georgia,73.0822171824974,13,017,17154.0
Berrien County,Georgia,74.4055440206896,13,019,19025.0
Bibb County,Georgia,73.8807694893633,13,021,153490.0
Bleckley County,Georgia,75.8889059006946,13,023,12775.0
Brantley County,Georgia,74.4239219349596,13,025,18561.0
Brooks County,Georgia,74.7858557927481,13,027,15622.0
Bryan County,Georgia,76.1882691853995,13,029,35885.0
Bulloch County,Georgia,77.005128319724,13,031,74782.0
Burke County,Georgia,73.9364629181846,13,033,22550.0
Butts County,Georgia,74.038792732603,13,035,23750.0
Calhoun County,Georgia,74.4490104932185,13,037,6428.0
Camden County,Georgia,78.0381542177322,13,039,52714.0
Candler County,Georgia,73.5454730234984,13,043,10827.0
Carroll County,Georgia,75.3050871542808,13,045,116022.0
Catoosa County,Georgia,77.7463764116626,13,047,66299.0
Charlton County,Georgia,76.401462816314,13,049,12983.0
Chatham County,Georgia,77.6961215377425,13,051,287049.0
Chattahoochee County,Georgia,77.3047046244563,13,053,10767.0
Chattooga County,Georgia,73.540698248083,13,055,24817.0
Cherokee County,Georgia,80.0614584461507,13,057,241910.0
Clarke County,Georgia,78.885669773019,13,059,124602.0
Clay County,Georgia,74.0815653772769,13,061,3001.0
Clayton County,Georgia,76.698286556638,13,063,278666.0
Clinch County,Georgia,72.462441517972,13,065,6743.0
Cobb County,Georgia,80.4588649148347,13,067,745057.0
Coffee County,Georgia,74.4493273658183,13,069,42961.0
Colquitt County,Georgia,74.1088665777009,13,071,45606.0
Columbia County,Georgia,80.1413477711469,13,073,147295.0
Cook County,Georgia,74.4180129870213,13,075,17184.0
Coweta County,Georgia,78.5194372038008,13,077,140516.0
Crawford County,Georgia,75.6413346632261,13,079,12344.0
Crisp County,Georgia,74.6751370900589,13,081,22846.0
Dade County,Georgia,75.3267305299081,13,083,16227.0
Dawson County,Georgia,78.1651309282708,13,085,23861.0
Decatur County,Georgia,73.6932293189229,13,087,26833.0
DeKalb County,Georgia,80.1708909176351,13,089,743187.0
Dodge County,Georgia,75.2115210970033,13,091,20919.0
Dooly County,Georgia,78.3861163186296,13,093,13905.0
Dougherty County,Georgia,74.4307031989871,13,095,91049.0
Douglas County,Georgia,77.6118621931012,13,097,141840.0
Early County,Georgia,73.4100397646834,13,099,10348.0
Echols County,Georgia,77.3138543207156,13,101,3994.0
Effingham County,Georgia,76.5227017348973,13,103,58689.0
Elbert County,Georgia,74.4652122951677,13,105,19212.0
Emanuel County,Georgia,72.8374850896249,13,107,22499.0
Evans County,Georgia,74.9623415964071,13,109,10727.0
Fannin County,Georgia,77.3602030871136,13,111,24925.0
Fayette County,Georgia,81.0336445526931,13,113,111369.0
Floyd County,Georgia,75.0961301003414,13,115,96824.0
Forsyth County,Georgia,81.9106821070703,13,117,219880.0
Franklin County,Georgia,73.9741040026346,13,119,22514.0
Fulton County,Georgia,79.2621914216746,13,121,1021902.0
Gilmer County,Georgia,78.0716109761037,13,123,29922.0
Glascock County,Georgia,73.4032244860579,13,125,3009.0
Glynn County,Georgia,77.4064219080965,13,127,83974.0
Gordon County,Georgia,75.5910815019174,13,129,56790.0
Grady County,Georgia,75.6390967986397,13,131,24926.0
Greene County,Georgia,78.0771638862825,13,133,16976.0
Gwinnett County,Georgia,80.8576416981151,13,135,902298.0
Habersham County,Georgia,77.4621360966414,13,137,44289.0
Hall County,Georgia,79.0513221599094,13,139,195961.0
Hancock County,Georgia,75.4561378964738,13,141,8535.0
Haralson County,Georgia,73.4638395369125,13,143,28956.0
Harris County,Georgia,79.4514638028953,13,145,33590.0
Hart County,Georgia,77.0465029717568,13,147,25631.0
Heard County,Georgia,74.935041415743,13,149,11677.0
Henry County,Georgia,77.4629291963644,13,151,221307.0
Houston County,Georgia,77.4534964434465,13,153,151682.0
Irwin County,Georgia,74.9026897719718,13,155,9268.0
Jackson County,Georgia,76.5773842944624,13,157,65755.0
Jasper County,Georgia,75.8994510443067,13,159,13784.0
Jeff Davis County,Georgia,73.3471646371562,13,161,14991.0
Jefferson County,Georgia,72.7895471617176,13,163,15772.0
Jenkins County,Georgia,73.4074632261848,13,165,8827.0
Johnson County,Georgia,76.0443954513394,13,167,9730.0
Jones County,Georgia,77.942514638968,13,169,28548.0
Lamar County,Georgia,74.6480848746682,13,171,18513.0
Lanier County,Georgia,75.5741908250113,13,173,10366.0
Laurens County,Georgia,74.6415276577823,13,175,47418.0
Lee County,Georgia,76.6576573244205,13,177,29348.0
Liberty County,Georgia,76.4063478776102,13,179,62108.0
Lincoln County,Georgia,76.4608108585207,13,181,7799.0
Long County,Georgia,78.6678466420593,13,183,18156.0
Lowndes County,Georgia,75.9053554729163,13,185,114582.0
Lumpkin County,Georgia,77.8193013989251,13,187,31951.0
McDuffie County,Georgia,73.9498156118123,13,189,21498.0
McIntosh County,Georgia,79.9990111330534,13,191,14120.0
Macon County,Georgia,73.723715857393,13,193,13480.0
Madison County,Georgia,76.1066582067992,13,195,28900.0
Marion County,Georgia,76.443197414621,13,197,8484.0
Meriwether County,Georgia,74.5741063488475,13,199,21113.0
Miller County,Georgia,73.2470191384742,13,201,5836.0
Mitchell County,Georgia,74.0620100864053,13,205,22432.0
Monroe County,Georgia,77.7871454148834,13,207,27010.0
Montgomery County,Georgia,75.0883350470393,13,209,9036.0
Morgan County,Georgia,77.5186789574759,13,211,18235.0
Murray County,Georgia,74.9700556257629,13,213,39557.0
Muscogee County,Georgia,74.2394264544026,13,215,196670.0
Newton County,Georgia,76.2607976221268,13,217,106497.0
Oconee County,Georgia,81.2570674760447,13,219,37017.0
Oglethorpe County,Georgia,77.8557806138768,13,221,14784.0
Paulding County,Georgia,78.7395615987406,13,223,155840.0
Peach County,Georgia,73.6937146784614,13,225,26966.0
Pickens County,Georgia,77.29387497581,13,227,30832.0
Pierce County,Georgia,74.3784226065327,13,229,19164.0
Pike County,Georgia,75.618283423444,13,231,18082.0
