County,State,mean_life_expectancy,State_FIPS,County_FIPS,Bachelor's Degree or Higher (%)
Fulton County,Arkansas,75.5379827898365,05,049,10.7
Garland County,Arkansas,75.2570452248396,05,051,22.8
Grant County,Arkansas,75.6239859974003,05,053,16.4
Greene County,Arkansas,74.5331879883689,05,055,11.9
Hempstead County,Arkansas,75.2479397463284,05,057,14.5
Hot Spring County,Arkansas,75.1772664311386,05,059,9.9
Howard County,Arkansas,74.4354857160435,05,061,12.8
Independence County,Arkansas,75.5694409162232,05,063,11.9
Izard County,Arkansas,75.5978482588757,05,065,10.3
Jackson County,Arkansas,73.5653078755239,05,067,9.3
Jefferson County,Arkansas,74.0215400823225,05,069,15.7
Johnson County,Arkansas,76.2289901089355,05,071,14.9
Lafayette County,Arkansas,74.0803351638509,05,073,11.2
Lawrence County,Arkansas,74.0776121126324,05,075,7.8
Lee County,Arkansas,73.6384894525123,05,077,5.2
Lincoln County,Arkansas,75.7083515136591,05,079,7.0
Little River County,Arkansas,74.5062487093194,05,081,8.9
Logan County,Arkansas,74.7473624038807,05,083,10.5
Lonoke County,Arkansas,75.3274694088,05,085,19.1
Madison County,Arkansas,75.4443972571463,05,087,9.7
Marion County,Arkansas,75.5766832392705,05,089,12.5
Miller County,Arkansas,74.9195793668671,05,091,11.0
Mississippi County,Arkansas,72.4512758602153,05,093,11.9
Monroe County,Arkansas,73.4013992674969,05,095,11.8
Montgomery County,Arkansas,76.4915849838952,05,097,10.7
Nevada County,Arkansas,74.4070397931647,05,099,9.1
Newton County,Arkansas,76.7236904779886,05,101,13.9
Ouachita County,Arkansas,73.5602288399878,05,103,15.7
Perry County,Arkansas,75.7867157635549,05,105,11.5
Phillips County,Arkansas,71.4555730297611,05,107,11.1
Pike County,Arkansas,75.1998731244048,05,109,10.5
Poinsett County,Arkansas,71.7720566278047,05,111,8.9
Polk County,Arkansas,75.3955378678301,05,113,11.5
Pope County,Arkansas,76.7352799147921,05,115,19.6
Prairie County,Arkansas,75.5176517686095,05,117,10.3
Pulaski County,Arkansas,76.1575310521574,05,119,32.6
Randolph County,Arkansas,75.2458406261395,05,121,10.4
Saint Francis County,Arkansas,74.4871340952185,05,123,9.0
Saline County,Arkansas,77.5497685849276,05,125,22.9
Scott County,Arkansas,75.5110878403514,05,127,8.5
Searcy County,Arkansas,75.9381330654498,05,129,7.9
Sebastian County,Arkansas,76.0469771550994,05,131,20.1
Sevier County,Arkansas,74.8583636542812,05,133,7.6
Sharp County,Arkansas,74.6544772475062,05,135,11.9
Stone County,Arkansas,76.7418160917448,05,137,10.6
Union County,Arkansas,73.63000792895,05,139,15.6
Van Buren County,Arkansas,76.5025977068175,05,141,14.4
Washington County,Arkansas,77.957927833903,05,143,28.7
White County,Arkansas,75.5251056199117,05,145,17.1
Woodruff County,Arkansas,72.9655981133841,05,147,10.1
Yell County,Arkansas,74.9132237672603,05,149,9.5
Alameda County,California,81.5917114810884,06,001,41.1
Alpine County,California,79.0422582403089,06,003,30.3
Amador County,California,79.6400674957988,06,005,18.0
Butte County,California,77.9504183062094,06,007,24.4
Calaveras County,California,79.766911503313,06,009,20.7
Colusa County,California,80.2484154818506,06,011,13.9
Contra Costa County,California,81.4778692927033,06,013,39.8
Del Norte County,California,76.1007646914602,06,015,11.7
El Dorado County,California,81.2227109098631,06,017,33.0
Fresno County,California,78.6072763856699,06,019,19.0
Glenn County,California,78.2580621580513,06,021,12.9
Humboldt County,California,77.0221429576216,06,023,25.5
Imperial County,California,80.8354361564269,06,025,12.2
Inyo County,California,79.0510291877403,06,027,21.5
Kern County,California,77.3504807936172,06,029,14.4
Kings County,California,79.3200585808375,06,031,10.3
Lake County,California,75.3412286352568,06,033,16.8
Lassen County,California,78.6032160433732,06,035,11.4
Los Angeles County,California,81.3931910172072,06,037,30.0
Madera County,California,79.0617574128858,06,039,14.2
Marin County,California,83.9987058251874,06,041,53.2
Mariposa County,California,80.3397686208848,06,043,19.2
Mendocino County,California,78.5047347417068,06,045,20.0
Merced County,California,78.7733024594045,06,047,12.2
Modoc County,California,78.0080317178538,06,049,17.7
Mono County,California,85.1659002950784,06,051,25.4
Monterey County,California,81.9282367512405,06,053,22.1
Napa County,California,80.9974023370734,06,055,30.4
Nevada County,California,81.2238413839233,06,057,34.8
Orange County,California,82.3381698987313,06,059,38.8
Placer County,California,81.3519443760521,06,061,37.0
Plumas County,California,78.6309565054377,06,063,23.4
Riverside County,California,80.3223261105413,06,065,21.2
Sacramento County,California,79.087098442518,06,067,28.0
San Benito County,California,81.7579081627153,06,069,17.5
San Bernardino County,California,78.5304101343015,06,071,18.1
San Diego County,California,81.381513680784,06,073,35.3
San Francisco County,California,82.2907833071001,06,075,52.6
San Joaquin County,California,78.2185152530442,06,077,17.5
San Luis Obispo County,California,81.2529396083554,06,079,31.3
San Mateo County,California,83.3198113420037,06,081,43.5
Santa Barbara County,California,81.7611625675103,06,083,32.2
Santa Clara County,California,83.4512906349108,06,085,48.2
Santa Cruz County,California,81.4994501605179,06,087,36.5
Shasta County,California,76.2592677020202,06,089,20.2
Sierra County,California,79.0693360309628,06,091,11.9
Siskiyou County,California,77.0506509825431,06,093,23.9
Solano County,California,79.5796693603122,06,095,23.0
Sonoma County,California,81.0959514185712,06,097,31.5
Stanislaus County,California,77.9966459626766,06,099,16.4
Sutter County,California,78.8028495993562,06,101,18.7
Tehama County,California,77.8073761870042,06,103,13.6
Trinity County,California,77.2394672692165,06,105,21.7
Tulare County,California,78.1621928874685,06,107,12.5
Tuolumne County,California,78.9835377745994,06,109,17.1
Ventura County,California,81.6875318574591,06,111,32.5
Yolo County,California,80.6033247823694,06,113,38.0
Yuba County,California,75.9900621771567,06,115,13.2
Alamosa County,Colorado,76.5253065439348,08,003,20.3
Archuleta County,Colorado,81.6588311692978,08,007,35.3
Baca County,Colorado,77.1665962604476,08,009,17.9
Bent County,Colorado,76.0996500723774,08,011,6.8
Chaffee County,Colorado,81.2888183966825,08,015,31.8
Cheyenne County,Colorado,79.6787964950269,08,017,18.4
Clear Creek County,Colorado,81.7335004616299,08,019,37.3
Conejos County,Colorado,77.1707216337593,08,021,20.8
Costilla County,Colorado,77.5771561730912,08,023,15.4
Crowley County,Colorado,77.7424458507641,08,025,11.7
Custer County,Colorado,81.2346414969819,08,027,31.2
Delta County,Colorado,78.5735024481401,08,029,17.8
Dolores County,Colorado,79.7274007984304,08,033,13.1
Douglas County,Colorado,83.2883520746022,08,035,59.0
Eagle County,Colorado,87.6811696488415,08,037,45.0
Elbert County,Colorado,81.2231670778837,08,039,30.9
El Paso County,Colorado,79.5323718299468,08,041,37.2
Fremont County,Colorado,77.401443466878,08,043,13.1
Garfield County,Colorado,80.5775115723691,08,045,22.7
Gilpin County,Colorado,80.1710618635178,08,047,28.9
Grand County,Colorado,83.3265673182264,08,049,27.4
Gunnison County,Colorado,82.6027311894569,08,051,50.5
Huerfano County,Colorado,77.1399736736607,08,055,25.4
Jackson County,Colorado,79.7085644527226,08,057,19.3
Kiowa County,Colorado,77.8601759342113,08,061,22.4
Kit Carson County,Colorado,79.0944013468693,08,063,15.2
Lake County,Colorado,81.0498353165359,08,065,22.4
La Plata County,Colorado,81.8277265322899,08,067,41.8
Larimer County,Colorado,81.58596821444,08,069,44.1
Las Animas County,Colorado,76.9973401027059,08,071,15.7
Lincoln County,Colorado,79.5129284860621,08,073,9.3
Logan County,Colorado,79.1620787101406,08,075,13.9
Mesa County,Colorado,78.7344198151753,08,077,24.4
Moffat County,Colorado,78.2778338045996,08,081,14.6
Montezuma County,Colorado,77.4000139860387,08,083,27.7
Montrose County,Colorado,79.7082086300651,08,085,24.2
Morgan County,Colorado,78.2841712582528,08,087,14.5
Otero County,Colorado,75.8194915308757,08,089,13.8
Ouray County,Colorado,84.0367735438764,08,091,48.5
Park County,Colorado,82.7617966335922,08,093,32.5
Phillips County,Colorado,79.9038937806825,08,095,21.3
Pitkin County,Colorado,89.2148113345019,08,097,55.4
Prowers County,Colorado,76.947667951012,08,099,16.9
Pueblo County,Colorado,77.1926685376495,08,101,20.3
Rio Blanco County,Colorado,79.2290211134147,08,103,19.7
Rio Grande County,Colorado,77.0914583603793,08,105,17.0
Routt County,Colorado,82.8198966836207,08,107,42.6
Saguache County,Colorado,80.0773699156685,08,109,20.1
San Miguel County,Colorado,85.4017699191143,08,113,50.6
Sedgwick County,Colorado,78.0283208874296,08,115,16.9
Summit County,Colorado,89.7522295499671,08,117,42.8
Teller County,Colorado,80.3394209122523,08,119,31.5
Washington County,Colorado,80.1606316629255,08,121,16.3
Yuma County,Colorado,78.96416336077,08,125,14.5
Adams County,Colorado,80.0651767732563,08,001,20.5
Arapahoe County,Colorado,80.0651767732563,08,005,39.7
Boulder County,Colorado,80.0651767732563,08,013,59.3
Broomfield County,Colorado,80.0651767732563,08,014,51.7
Denver County,Colorado,80.0651767732563,08,031,41.8
Jefferson County,Colorado,80.0651767732563,08,059,42.1
Weld County,Colorado,80.0651767732563,08,123,24.7
Fairfield County,Connecticut,82.301705240952,09,001,46.4
Hartford County,Connecticut,80.4548248084037,09,003,35.6
Litchfield County,Connecticut,80.6628977925182,09,005,32.1
Middlesex County,Connecticut,81.2585082923244,09,007,39.2
New Haven County,Connecticut,80.1714609156176,09,009,33.2
New London County,Connecticut,80.2094373307813,09,011,31.2
Tolland County,Connecticut,81.7620728696427,09,013,36.9
Windham County,Connecticut,79.163911230996,09,015,20.4
Kent County,Delaware,77.680533585267,10,001,20.2
New Castle County,Delaware,78.7619523510733,10,003,33.9
Sussex County,Delaware,78.5594945558292,10,005,22.5
Alachua County,Florida,78.8298810026242,12,001,42.4
Baker County,Florida,75.4892601979674,12,003,6.1
Bay County,Florida,76.578868950999,12,005,20.9
Bradford County,Florida,76.16409529862,12,007,7.4
Brevard County,Florida,78.4425501968517,12,009,28.9
Broward County,Florida,80.4620012985353,12,011,31.2
Calhoun County,Florida,75.6805027177076,12,013,5.9
Charlotte County,Florida,80.5284884291945,12,015,22.9
Citrus County,Florida,76.6303920419913,12,017,17.9
Clay County,Florida,77.9071530419271,12,019,22.8
Collier County,Florida,84.1356415947054,12,021,35.4
Columbia County,Florida,75.3682367841856,12,023,12.1
Miami-Dade County,Florida,81.0153198340328,12,086,26.8
DeSoto County,Florida,79.8382749231809,12,027,11.1
Dixie County,Florida,75.3236310527,12,029,8.6
Duval County,Florida,76.3973175449474,12,031,25.9
Escambia County,Florida,76.0503325549759,12,033,24.7
Flagler County,Florida,79.6435125265413,12,035,25.1
Franklin County,Florida,76.5862795016104,12,037,12.4
Gadsden County,Florida,75.7723355129187,12,039,13.9
Gilchrist County,Florida,76.9222692782641,12,041,12.1
Glades County,Florida,80.9184507641511,12,043,8.7
Gulf County,Florida,76.5611850023736,12,045,12.5
Hamilton County,Florida,76.3520765176585,12,047,6.4
Hardee County,Florida,78.9865404932149,12,049,8.4
Hendry County,Florida,77.8725077937341,12,051,7.8
Hernando County,Florida,77.317775606079,12,053,17.1
Highlands County,Florida,79.3484213930435,12,055,16.2
Hillsborough County,Florida,78.5475087992222,12,057,30.0
Holmes County,Florida,74.6560552672803,12,059,8.3
Indian River County,Florida,80.5178175495238,12,061,29.0
Jackson County,Florida,75.8797991925372,12,063,12.7
Jefferson County,Florida,77.0437609758506,12,065,12.2
Lafayette County,Florida,76.9155975368524,12,067,10.4
Lake County,Florida,79.3669380965877,12,069,22.2
Lee County,Florida,81.48918540059,12,071,26.1
Leon County,Florida,79.5206843591431,12,073,44.3
Levy County,Florida,75.293614646898,12,075,12.0
Liberty County,Florida,76.6292768578788,12,077,9.9
Madison County,Florida,75.4607942901121,12,079,7.4
Manatee County,Florida,80.629206729324,12,081,27.8
Marion County,Florida,77.3074938351339,12,083,18.4
Martin County,Florida,81.5922174449279,12,085,32.2
Monroe County,Florida,79.5108728887751,12,087,27.8
Nassau County,Florida,77.684803704205,12,089,23.7
Okaloosa County,Florida,78.0416688252663,12,091,29.9
Okeechobee County,Florida,76.6699650326857,12,093,10.2
Orange County,Florida,79.8154001540693,12,095,30.2
Osceola County,Florida,79.4491938069285,12,097,17.4
Palm Beach County,Florida,81.8755936100244,12,099,35.0
Pasco County,Florida,77.8111203152222,12,101,20.4
Pinellas County,Florida,78.7254861652934,12,103,29.0
Polk County,Florida,78.4014520540943,12,105,18.3
Putnam County,Florida,74.9284440829679,12,107,13.2
Saint Johns County,Florida,80.9790544901203,12,109,43.2
Saint Lucie County,Florida,79.7006582491651,12,111,19.9
Santa Rosa County,Florida,78.143723059504,12,113,26.3
Sarasota County,Florida,81.4263592751882,12,115,33.2
Seminole County,Florida,80.4715917278167,12,117,35.3
Sumter County,Florida,81.1782867363371,12,119,25.1
Suwannee County,Florida,75.6945004062578,12,121,9.7
Taylor County,Florida,75.9658571048214,12,123,9.9
Union County,Florida,69.1725317253423,12,125,8.7
Volusia County,Florida,77.5191900530103,12,127,22.1
Wakulla County,Florida,76.7127120388798,12,129,14.3
Walton County,Florida,77.5888126252622,12,131,23.8
Washington County,Florida,74.6847848509577,12,133,11.5
Appling County,Georgia,74.9779197790545,13,001,13.1
Atkinson County,Georgia,73.8885246731924,13,003,6.4
Bacon County,Georgia,73.4867519673095,13,005,7.3
Baker County,Georgia,77.6880210275248,13,007,6.4
Baldwin County,Georgia,76.4917363724128,13,009,17.8
Banks County,Georgia,77.1087292269939,13,011,12.5
Barrow County,Georgia,76.5278828675982,13,013,15.2
Bartow County,Georgia,76.2568424918217,13,015,16.0
Ben Hill County,Georgia,73.7556677496527,13,017,10.9
Berrien County,Georgia,75.4235665257949,13,019,10.0
Bibb County,Georgia,73.9452638839029,13,021,23.0
Bleckley County,Georgia,76.0719969810564,13,023,11.3
Brantley County,Georgia,74.7217910618662,13,025,5.7
Brooks County,Georgia,75.3616358192966,13,027,11.7
Bryan County,Georgia,76.3338879857695,13,029,30.9
Bulloch County,Georgia,77.0224181477753,13,031,25.4
Burke County,Georgia,73.7080288955286,13,033,8.1
Butts County,Georgia,74.2120351680728,13,035,6.6
Calhoun County,Georgia,75.1479380356581,13,037,9.6
Camden County,Georgia,77.8798137924963,13,039,17.3
Candler County,Georgia,74.1222922738895,13,043,15.9
Carroll County,Georgia,75.2649452209793,13,045,18.4
Catoosa County,Georgia,77.9156612399569,13,047,18.0
Charlton County,Georgia,76.8362263333628,13,049,8.4
Chatham County,Georgia,77.4078205118083,13,051,29.9
Chattahoochee County,Georgia,77.4188164396145,13,053,31.3
Chattooga County,Georgia,74.0233955840073,13,055,7.2
Cherokee County,Georgia,79.763757077708,13,057,35.3
Clarke County,Georgia,78.2517597517476,13,059,42.3
Clay County,Georgia,74.7723471601889,13,061,10.5
Clayton County,Georgia,76.6132722992256,13,063,14.6
Clinch County,Georgia,73.643481993455,13,065,13.8
Cobb County,Georgia,79.911245368843,13,067,45.1
Coffee County,Georgia,75.1171865624406,13,069,10.7
Colquitt County,Georgia,75.1185273657102,13,071,12.9
Columbia County,Georgia,79.9378574714085,13,073,37.1
Cook County,Georgia,74.868413227934,13,075,11.9
Coweta County,Georgia,78.1474782080004,13,077,27.0
Crawford County,Georgia,76.4243544922846,13,079,12.5
Crisp County,Georgia,75.604155103377,13,081,12.0
Dade County,Georgia,75.6024112493452,13,083,15.6
Dawson County,Georgia,77.8272718341701,13,085,24.7
Decatur County,Georgia,74.590943827003,13,087,13.5
DeKalb County,Georgia,79.2158140499573,13,089,39.1
Dodge County,Georgia,75.5425266340757,13,091,11.6
Dooly County,Georgia,78.0908779265121,13,093,9.3
Dougherty County,Georgia,75.0665944233774,13,095,16.9
Douglas County,Georgia,77.1251788314126,13,097,22.6
Early County,Georgia,74.1211600263603,13,099,11.5
Echols County,Georgia,77.4800040431731,13,101,4.0
Effingham County,Georgia,76.6807853160528,13,103,15.7
Elbert County,Georgia,74.994719658394,13,105,13.8
Emanuel County,Georgia,73.1490169283872,13,107,9.4
Evans County,Georgia,75.0916714641789,13,109,13.7
Fannin County,Georgia,76.5729956410993,13,111,15.8
Fayette County,Georgia,80.7760993114054,13,113,43.7
Floyd County,Georgia,75.5360393828392,13,115,17.6
Forsyth County,Georgia,81.1621661366037,13,117,46.4
Franklin County,Georgia,74.539746357532,13,119,12.6
Fulton County,Georgia,78.2466293954694,13,121,50.2
Gilmer County,Georgia,78.3285795455149,13,123,15.2
Glascock County,Georgia,74.4093464008475,13,125,8.7
Glynn County,Georgia,77.090338827007,13,127,27.2
Gordon County,Georgia,75.8777609472671,13,129,13.9
Grady County,Georgia,76.0273569976464,13,131,9.7
Greene County,Georgia,77.7414911540533,13,133,22.8
Gwinnett County,Georgia,80.3377205482278,13,135,35.5
Habersham County,Georgia,77.7664591639441,13,137,19.0
Hall County,Georgia,78.8423446598875,13,139,22.2
Hancock County,Georgia,76.1179496302772,13,141,8.7
Haralson County,Georgia,73.6407834485258,13,143,11.1
Harris County,Georgia,79.4813060339318,13,145,29.4
Hart County,Georgia,77.0693619469153,13,147,16.0
Heard County,Georgia,75.3100668615891,13,149,7.1
Henry County,Georgia,77.2270440243086,13,151,23.3
Houston County,Georgia,77.6193132329139,13,153,25.9
Irwin County,Georgia,75.5407385290799,13,155,7.4
Jackson County,Georgia,76.1224253591681,13,157,18.4
Jasper County,Georgia,76.4760822218681,13,159,13.4
Jeff Davis County,Georgia,73.5960389400029,13,161,9.1
Jefferson County,Georgia,73.2175880700057,13,163,7.4
Jenkins County,Georgia,74.2947516934314,13,165,13.1
Johnson County,Georgia,76.5217089511221,13,167,8.5
Jones County,Georgia,78.1776706001903,13,169,17.9
Lamar County,Georgia,74.9908744287588,13,171,10.2
Lanier County,Georgia,75.5473722896026,13,173,11.0
Laurens County,Georgia,74.9937502841476,13,175,14.0
Lee County,Georgia,77.5360123381794,13,177,19.6
Liberty County,Georgia,77.0173224716006,13,179,15.5
Lincoln County,Georgia,76.1252505636201,13,181,12.6
Long County,Georgia,78.1786437705502,13,183,11.5
Lowndes County,Georgia,76.2377961783429,13,185,21.9
Lumpkin County,Georgia,78.0996066601956,13,187,21.6
McDuffie County,Georgia,74.5072516293479,13,189,11.4
McIntosh County,Georgia,79.4950677588258,13,191,16.8
Macon County,Georgia,74.3906529377592,13,193,8.2
Madison County,Georgia,75.8325465241539,13,195,13.5
Marion County,Georgia,76.7627012692049,13,197,8.8
Meriwether County,Georgia,74.9788050638371,13,199,8.2
Miller County,Georgia,74.2177122466892,13,201,9.2
Mitchell County,Georgia,75.1898689001318,13,205,7.7
Monroe County,Georgia,77.233986566549,13,207,15.6
Montgomery County,Georgia,75.4452929856624,13,209,14.7
Morgan County,Georgia,77.6218116292189,13,211,22.9
Murray County,Georgia,74.8836117904355,13,213,7.9
Muscogee County,Georgia,75.1089348482962,13,215,22.8
Newton County,Georgia,76.3383600112654,13,217,17.2
Oconee County,Georgia,80.5411247556966,13,219,46.4
Oglethorpe County,Georgia,78.2764908663064,13,221,15.4
Paulding County,Georgia,78.4312674493041,13,223,20.6
Peach County,Georgia,74.3399933464774,13,225,18.1
Pickens County,Georgia,77.4333827116229,13,227,23.5
Pierce County,Georgia,75.1463006448415,13,229,9.5
Pike County,Georgia,76.248270265237,13,231,15.1
Polk County,Georgia,73.7563254899217,13,233,10.0
Pulaski County,Georgia,77.5407856910735,13,235,6.9
Putnam County,Georgia,77.2505144611178,13,237,17.8
Quitman County,Georgia,75.704949473663,13,239,5.7
Rabun County,Georgia,77.7200499260469,13,241,29.4
Randolph County,Georgia,76.1922253365109,13,243,12.6
Richmond County,Georgia,74.1909796753774,13,245,19.0
Rockdale County,Georgia,78.0306024210707,13,247,23.7
Schley County,Georgia,77.5381182315156,13,249,9.6
Screven County,Georgia,74.8408399989457,13,251,11.4
Seminole County,Georgia,74.7722620916714,13,253,11.5
Spalding County,Georgia,74.4848966724655,13,255,15.4
Stephens County,Georgia,73.8081356220611,13,257,14.7
Stewart County,Georgia,74.7485703955724,13,259,5.9
Sumter County,Georgia,75.3379225174688,13,261,18.6
Talbot County,Georgia,75.3884489268479,13,263,11.5
Taliaferro County,Georgia,75.1585955884383,13,265,10.0
