County,State,mean_life_expectancy,State_FIPS,County_FIPS,Hispanic Population
San Miguel County,Colorado,85.3741700410346,08,113,675
Sedgwick County,Colorado,78.1950772359603,08,115,359
Summit County,Colorado,89.9631891686862,08,117,3987
Teller County,Colorado,80.4486314426082,08,119,1328
Washington County,Colorado,79.9994991153517,08,121,436
Yuma County,Colorado,79.1559316064511,08,125,2121
Adams County,Colorado,80.114402788454,08,001,172472
Arapahoe County,Colorado,80.114402788454,08,005,107841
Boulder County,Colorado,80.114402788454,08,013,40484
Broomfield County,Colorado,80.114402788454,08,014,6775
Denver County,Colorado,80.114402788454,08,031,194513
Jefferson County,Colorado,80.114402788454,08,059,78924
Weld County,Colorado,80.114402788454,08,123,73372
Fairfield County,Connecticut,82.361563205464,09,001,161055
Hartford County,Connecticut,80.45268370516,09,003,141471
Litchfield County,Connecticut,80.6126221620776,09,005,8954
Middlesex County,Connecticut,81.2500528358246,09,007,8326
New Haven County,Connecticut,80.1729267704691,09,009,134072
New London County,Connecticut,80.1491336655257,09,011,24425
Tolland County,Connecticut,81.786493464423,09,013,6924
Windham County,Connecticut,79.1337741835024,09,015,11712
Kent County,Delaware,77.6499786880756,10,001,10062
New Castle County,Delaware,78.7647932114062,10,003,48301
Sussex County,Delaware,78.6763072946828,10,005,17744
Alachua County,Florida,78.7919425921797,12,001,21481
Baker County,Florida,75.5212181623326,12,003,586
Bay County,Florida,76.4660813157135,12,005,8574
Bradford County,Florida,76.1902715953288,12,007,1025
Brevard County,Florida,78.3330796870858,12,009,46170
Broward County,Florida,80.5650531347463,12,011,461392
Calhoun County,Florida,75.6943342878028,12,013,785
Charlotte County,Florida,80.4284537804809,12,015,9869
Citrus County,Florida,76.4681482910462,12,017,6710
Clay County,Florida,77.9259215123163,12,019,15643
Collier County,Florida,84.3190295276291,12,021,85400
Columbia County,Florida,75.5977790791096,12,023,3435
Miami-Dade County,Florida,81.1234565201074,12,086,1653390
DeSoto County,Florida,79.7087112323078,12,027,10385
Dixie County,Florida,75.2446510785173,12,029,388
Duval County,Florida,76.5390715004831,12,031,68646
Escambia County,Florida,75.8996052771069,12,033,14856
Flagler County,Florida,79.5278588605028,12,035,8775
Franklin County,Florida,76.2687045965907,12,037,542
Gadsden County,Florida,75.7781182334425,12,039,4648
Gilchrist County,Florida,76.9549182859829,12,041,839
Glades County,Florida,80.8626224515423,12,043,2786
Gulf County,Florida,76.7041030080508,12,045,707
Hamilton County,Florida,76.2504227694229,12,047,1312
Hardee County,Florida,79.0372669912688,12,049,11719
Hendry County,Florida,77.9010640777765,12,051,18966
Hernando County,Florida,77.3010243498065,12,053,18416
Highlands County,Florida,79.3108383100278,12,055,17381
Hillsborough County,Florida,78.7344657791495,12,057,317679
Holmes County,Florida,74.3769076881332,12,059,499
Indian River County,Florida,80.5353504178124,12,061,15867
Jackson County,Florida,75.6572242778723,12,063,2194
Jefferson County,Florida,77.105237152819,12,065,562
Lafayette County,Florida,76.9386335655433,12,067,1030
Lake County,Florida,79.4075989109908,12,069,37954
Lee County,Florida,81.6434872180073,12,071,118027
Leon County,Florida,79.5046507466643,12,073,16197
Levy County,Florida,75.2648595949867,12,075,3051
Liberty County,Florida,76.2864345782619,12,077,583
Madison County,Florida,75.3802096490306,12,079,926
Manatee County,Florida,80.6401375278797,12,081,49388
Marion County,Florida,77.2193842479713,12,083,37383
Martin County,Florida,81.6918626898687,12,085,18432
Monroe County,Florida,79.6572423356517,12,087,15639
Nassau County,Florida,77.6273796286286,12,089,2589
Okaloosa County,Florida,78.0243619781617,12,091,13839
Okeechobee County,Florida,76.6928309950686,12,093,9606
Orange County,Florida,79.907746185422,12,095,324636
Osceola County,Florida,79.4141527712853,12,097,131066
Palm Beach County,Florida,81.9478048279696,12,099,261279
Pasco County,Florida,77.8138523845587,12,101,57214
Pinellas County,Florida,78.6699666288068,12,103,75821
Polk County,Florida,78.3866007118166,12,105,110968
Putnam County,Florida,74.824728147007,12,107,6790
Saint Johns County,Florida,81.0314147503521,12,109,10850
Saint Lucie County,Florida,79.7759103073056,12,111,47255
Santa Rosa County,Florida,77.9439581693406,12,113,7264
Sarasota County,Florida,81.4743257016792,12,115,31343
Seminole County,Florida,80.4267833401531,12,117,75876
Sumter County,Florida,81.3091282658141,12,119,5808
Suwannee County,Florida,75.6351396305189,12,121,3780
Taylor County,Florida,75.867327971606,12,123,831
Union County,Florida,69.0842926635716,12,125,777
Volusia County,Florida,77.4474098595231,12,127,57079
Wakulla County,Florida,76.5579235348067,12,129,1051
Walton County,Florida,77.7370870344531,12,131,3177
Washington County,Florida,74.4336357205743,12,133,784
Appling County,Georgia,74.9345343621424,13,001,1721
Atkinson County,Georgia,73.9687683772182,13,003,2030
Bacon County,Georgia,73.5924839273872,13,005,817
Baker County,Georgia,77.6093613310299,13,007,11
Baldwin County,Georgia,76.3589481043216,13,009,947
Banks County,Georgia,76.9206951845027,13,011,1090
Barrow County,Georgia,76.568775709694,13,013,6269
Bartow County,Georgia,76.2401395708099,13,015,7709
Ben Hill County,Georgia,73.713227095883,13,017,1056
Berrien County,Georgia,75.4720784517024,13,019,927
Bibb County,Georgia,73.9123435117015,13,021,4648
Bleckley County,Georgia,76.1132929655014,13,023,318
Brantley County,Georgia,74.8752724973373,13,025,373
Brooks County,Georgia,75.4456931980419,13,027,844
Bryan County,Georgia,76.2090812741944,13,029,1665
Bulloch County,Georgia,77.1197815582943,13,031,2509
Burke County,Georgia,73.6781476098738,13,033,641
Butts County,Georgia,74.1140850897095,13,035,651
Calhoun County,Georgia,75.2998074781914,13,037,355
Camden County,Georgia,77.7735434870564,13,039,2782
Candler County,Georgia,74.0567782956218,13,043,1219
Carroll County,Georgia,75.2022873519906,13,045,6998
Catoosa County,Georgia,77.9247757438196,13,047,1585
Charlton County,Georgia,76.7697615807727,13,049,1378
Chatham County,Georgia,77.5184797541465,13,051,15326
Chattahoochee County,Georgia,76.84255932623,13,053,1666
Chattooga County,Georgia,73.8317108439486,13,055,1121
Cherokee County,Georgia,79.7496679472048,13,057,21360
Clarke County,Georgia,78.2615876465466,13,059,12459
Clay County,Georgia,74.8432062452083,13,061,161
Clayton County,Georgia,76.7325719862389,13,063,35084
Clinch County,Georgia,73.408491917808,13,065,247
Cobb County,Georgia,79.9283366661823,13,067,86525
Coffee County,Georgia,75.2157891526563,13,069,4457
Colquitt County,Georgia,75.0860049176497,13,071,7938
Columbia County,Georgia,80.1160154662685,13,073,6884
Cook County,Georgia,74.7696432807423,13,075,1013
Coweta County,Georgia,78.2106345028716,13,077,8695
Crawford County,Georgia,76.58022808544,13,079,100
Crisp County,Georgia,75.6681687717805,13,081,767
Dade County,Georgia,75.3966077791311,13,083,322
Dawson County,Georgia,77.8413801559133,13,085,902
Decatur County,Georgia,74.7688125394424,13,087,1470
DeKalb County,Georgia,79.3320318728214,13,089,66099
Dodge County,Georgia,75.6240895589048,13,091,749
Dooly County,Georgia,78.270500402471,13,093,917
Dougherty County,Georgia,75.1444111594597,13,095,2233
Douglas County,Georgia,77.2553994583244,13,097,11402
Early County,Georgia,74.1746109809755,13,099,77
Echols County,Georgia,77.6281901979393,13,101,1013
Effingham County,Georgia,76.4578448594999,13,103,1613
Elbert County,Georgia,74.9297782306706,13,105,1005
Emanuel County,Georgia,73.1875806317402,13,107,995
Evans County,Georgia,75.1835484789051,13,109,1358
Fannin County,Georgia,76.688033522143,13,111,446
Fayette County,Georgia,80.7802913886552,13,113,7022
Floyd County,Georgia,75.4551048703234,13,115,9228
Forsyth County,Georgia,81.2375145242419,13,117,17350
Franklin County,Georgia,74.5581372850625,13,119,895
Fulton County,Georgia,78.4328501920243,13,121,73564
Gilmer County,Georgia,78.1821220728799,13,123,2853
Glascock County,Georgia,74.0702002494758,13,125,54
Glynn County,Georgia,77.1794930798449,13,127,5155
Gordon County,Georgia,75.8399271754514,13,129,7917
Grady County,Georgia,76.151119404243,13,131,2616
Greene County,Georgia,77.7320535995304,13,133,957
Gwinnett County,Georgia,80.4465430438862,13,135,166754
Habersham County,Georgia,77.6419958353258,13,137,5552
Hall County,Georgia,78.7457723645131,13,139,48429
Hancock County,Georgia,76.1199783068919,13,141,108
Haralson County,Georgia,73.553644831127,13,143,348
Harris County,Georgia,79.2890077652842,13,145,941
Hart County,Georgia,77.1294577753602,13,147,844
Heard County,Georgia,75.2250279243881,13,149,242
Henry County,Georgia,77.2668197628104,13,151,12372
Houston County,Georgia,77.5707003222215,13,153,8934
Irwin County,Georgia,75.5319125492145,13,155,123
Jackson County,Georgia,76.1779796658862,13,157,3882
Jasper County,Georgia,76.2323285378843,13,159,540
Jeff Davis County,Georgia,73.7586459215342,13,161,1593
Jefferson County,Georgia,73.2040306163978,13,163,526
Jenkins County,Georgia,74.1817912893906,13,165,472
Johnson County,Georgia,76.4532268359357,13,167,64
Jones County,Georgia,78.2209896513889,13,169,339
Lamar County,Georgia,74.9977890915742,13,171,367
Lanier County,Georgia,75.5325124997842,13,173,504
Laurens County,Georgia,74.949039342625,13,175,1142
Lee County,Georgia,77.5265837874481,13,177,623
Liberty County,Georgia,76.8668130027685,13,179,6895
Lincoln County,Georgia,76.2155783286932,13,181,25
Long County,Georgia,78.3991318448588,13,183,1845
Lowndes County,Georgia,76.2453956744472,13,185,5612
Lumpkin County,Georgia,78.0597439768539,13,187,1377
McDuffie County,Georgia,74.41963111247,13,189,516
McIntosh County,Georgia,79.4457187215119,13,191,225
Macon County,Georgia,74.3211885630731,13,193,544
Madison County,Georgia,75.8992950836721,13,195,1183
Marion County,Georgia,76.7225770981052,13,197,565
Meriwether County,Georgia,74.8538276665634,13,199,119
Miller County,Georgia,74.1545691223151,13,201,36
Mitchell County,Georgia,75.188921032314,13,205,1023
Monroe County,Georgia,77.4406245257145,13,207,590
Montgomery County,Georgia,75.5819616344513,13,209,530
Morgan County,Georgia,77.5545771533365,13,211,501
Murray County,Georgia,75.1415400042245,13,213,5304
Muscogee County,Georgia,74.9242055218078,13,215,13270
Newton County,Georgia,76.388924256193,13,217,4702
Oconee County,Georgia,80.4602667100514,13,219,1499
Oglethorpe County,Georgia,78.1537582497183,13,221,570
Paulding County,Georgia,78.5126316183096,13,223,7466
Peach County,Georgia,74.5309944327822,13,225,1923
Pickens County,Georgia,77.550434569024,13,227,854
Pierce County,Georgia,75.1711946674867,13,229,914
Pike County,Georgia,76.0207025888261,13,231,216
Polk County,Georgia,73.7433236411906,13,233,5052
Pulaski County,Georgia,77.8146750421041,13,235,676
Putnam County,Georgia,77.2313879034576,13,237,1372
Quitman County,Georgia,75.7144452783848,13,239,0
Rabun County,Georgia,77.6420387387985,13,241,1300
Randolph County,Georgia,76.2313513334328,13,243,41
Richmond County,Georgia,74.1469853140117,13,245,8655
Rockdale County,Georgia,77.993058268219,13,247,8349
Schley County,Georgia,77.7098948093512,13,249,338
Screven County,Georgia,74.8304509951324,13,251,199
Seminole County,Georgia,74.6911176414227,13,253,232
Spalding County,Georgia,74.6289363569151,13,255,2557
Stephens County,Georgia,73.7317044967219,13,257,461
Stewart County,Georgia,75.0193609662896,13,259,800
Sumter County,Georgia,75.156794709651,13,261,1660
Talbot County,Georgia,75.511691587113,13,263,44
Taliaferro County,Georgia,75.3022962480459,13,265,71
Tattnall County,Georgia,75.1143036933765,13,267,2624
Taylor County,Georgia,75.260771305812,13,269,175
Telfair County,Georgia,77.4247551182069,13,271,2111
Terrell County,Georgia,74.7927648235851,13,273,183
Thomas County,Georgia,75.6966995509426,13,275,1390
Tift County,Georgia,75.5183458913149,13,277,4230
Toombs County,Georgia,74.5016680010016,13,279,3085
Towns County,Georgia,77.8096190210474,13,281,231
Treutlen County,Georgia,75.5570515870392,13,283,31
Troup County,Georgia,75.5421973131973,13,285,2310
Turner County,Georgia,73.9949974109107,13,287,320
Twiggs County,Georgia,74.7504143091318,13,289,6
Union County,Georgia,78.4431060150389,13,291,547
Upson County,Georgia,73.8239867759287,13,293,621
Walker County,Georgia,75.146113334525,13,295,1152
Walton County,Georgia,76.4762884017935,13,297,2968
Ware County,Georgia,74.3664506333277,13,299,1248
Warren County,Georgia,74.6068506784789,13,301,2
Washington County,Georgia,75.9518689818148,13,303,426
Wayne County,Georgia,74.5789591949201,13,305,1796
Webster County,Georgia,78.5644449816301,13,307,33
Wheeler County,Georgia,76.6997760319894,13,309,81
White County,Georgia,78.6768410271151,13,311,704
Whitfield County,Georgia,77.1393039770506,13,313,33048
Wilcox County,Georgia,75.4152159689189,13,315,168
Wilkes County,Georgia,75.4420838618787,13,317,368
Wilkinson County,Georgia,74.2698826356033,13,319,227
Worth County,Georgia,76.3997307975324,13,321,396
Hawaii County,Hawaii,80.220476067836,15,001,22156
