County,State,mean_life_expectancy,State_FIPS,County_FIPS,Rent Denominator
Calhoun County,Arkansas,75.0101834551434,05,013,409
Carroll County,Arkansas,76.9212348790936,05,015,2954
Chicot County,Arkansas,73.4958825931558,05,017,1520
Clark County,Arkansas,75.4277256789478,05,019,3048
Clay County,Arkansas,73.4772580278363,05,021,1866
Cleburne County,Arkansas,76.4332102428103,05,023,2374
Cleveland County,Arkansas,75.3899386050606,05,025,754
Columbia County,Arkansas,74.4778597853245,05,027,2943
Conway County,Arkansas,75.3211173537385,05,029,2124
Craighead County,Arkansas,76.1849034187585,05,031,15777
Crawford County,Arkansas,75.6323094688717,05,033,6016
Crittenden County,Arkansas,73.0807663455022,05,035,7996
Cross County,Arkansas,73.6102929568663,05,037,2361
Dallas County,Arkansas,73.9447963982835,05,039,1098
Desha County,Arkansas,73.1929803551693,05,041,2337
Drew County,Arkansas,75.6142342376879,05,043,2910
Faulkner County,Arkansas,76.874980748974,05,045,14775
Franklin County,Arkansas,74.8461541973117,05,047,1757
Fulton County,Arkansas,75.4429142733183,05,049,1126
Garland County,Arkansas,75.0982760087787,05,051,12521
Grant County,Arkansas,75.6273873667791,05,053,1519
Greene County,Arkansas,74.4557946872778,05,055,6089
Hempstead County,Arkansas,75.0798934829681,05,057,2656
Hot Spring County,Arkansas,74.7699312058851,05,059,3368
Howard County,Arkansas,74.3104978429413,05,061,1909
Independence County,Arkansas,75.55292051348,05,063,4273
Izard County,Arkansas,75.6857060417369,05,065,1252
Jackson County,Arkansas,73.5645257013294,05,067,2146
Jefferson County,Arkansas,73.8804417043154,05,069,10080
Johnson County,Arkansas,76.0679421315981,05,071,3392
Lafayette County,Arkansas,73.9732457610778,05,073,742
Lawrence County,Arkansas,74.1944235430574,05,075,1927
Lee County,Arkansas,73.6656526371685,05,077,1502
Lincoln County,Arkansas,75.6620100556507,05,079,1271
Little River County,Arkansas,74.1904867610063,05,081,1168
Logan County,Arkansas,74.7110052677721,05,083,2029
Lonoke County,Arkansas,75.2681135595378,05,085,6706
Madison County,Arkansas,75.5147457725886,05,087,1420
Marion County,Arkansas,75.4990392659523,05,089,1440
Miller County,Arkansas,74.9160232473299,05,091,5561
Mississippi County,Arkansas,72.3314425790971,05,093,7030
Monroe County,Arkansas,72.9273164936148,05,095,1237
Montgomery County,Arkansas,76.1909321334472,05,097,784
Nevada County,Arkansas,74.3108502571174,05,099,976
Newton County,Arkansas,77.0546342078252,05,101,612
Ouachita County,Arkansas,73.4215539603755,05,103,3617
Perry County,Arkansas,75.3566377146712,05,105,799
Phillips County,Arkansas,71.143137921812,05,107,3796
Pike County,Arkansas,75.3219856286797,05,109,1162
Poinsett County,Arkansas,71.7436296549771,05,111,3516
Polk County,Arkansas,75.1706027573073,05,113,1853
Pope County,Arkansas,76.5312262614872,05,115,6815
Prairie County,Arkansas,75.5040076219309,05,117,1013
Pulaski County,Arkansas,76.2155838234668,05,119,60880
Randolph County,Arkansas,74.8295050145305,05,121,1787
Saint Francis County,Arkansas,74.2143402022178,05,123,4184
Saline County,Arkansas,77.2702721854195,05,125,9189
Scott County,Arkansas,75.4264942209673,05,127,1169
Searcy County,Arkansas,75.8170342561347,05,129,742
Sebastian County,Arkansas,75.9063008139938,05,131,18344
Sevier County,Arkansas,74.8024916114451,05,133,1745
Sharp County,Arkansas,74.4068059903225,05,135,1407
Stone County,Arkansas,76.4746383103692,05,137,1115
Union County,Arkansas,73.3950491276234,05,139,5090
Van Buren County,Arkansas,76.3377657708152,05,141,1544
Washington County,Arkansas,77.9667709462642,05,143,34903
White County,Arkansas,75.4804389196206,05,145,9371
Woodruff County,Arkansas,72.9704729972146,05,147,1138
Yell County,Arkansas,74.6982071723465,05,149,2659
Alameda County,California,81.7395666265102,06,001,255111
Alpine County,California,78.7968439851636,06,003,73
Amador County,California,79.7223050305829,06,005,3403
Butte County,California,78.0043483458703,06,007,33811
Calaveras County,California,79.7276449490236,06,009,4036
Colusa County,California,80.1885672391631,06,011,2518
Contra Costa County,California,81.5819673902927,06,013,128012
Del Norte County,California,75.9485446226768,06,015,3819
El Dorado County,California,81.1333632533598,06,017,17088
Fresno County,California,78.6280024400332,06,019,133953
Glenn County,California,78.0902335149727,06,021,3554
Humboldt County,California,77.0385176745656,06,023,23519
Imperial County,California,81.0040782496188,06,025,20992
Inyo County,California,79.2667613009441,06,027,2826
Kern County,California,77.4190857391695,06,029,107108
Kings County,California,79.4568073221703,06,031,19658
Lake County,California,75.3296236176337,06,033,9889
Lassen County,California,78.5887276747557,06,035,3686
Los Angeles County,California,81.513727949983,06,037,1715285
Madera County,California,78.9675915817164,06,039,16678
Marin County,California,84.1641989359273,06,041,38316
Mariposa County,California,80.3362251688537,06,043,2053
Mendocino County,California,78.6500830383081,06,045,14151
Merced County,California,78.6838148179829,06,047,35011
Modoc County,California,77.8998017368993,06,049,1242
Mono County,California,85.128377239051,06,051,2338
Monterey County,California,81.9185117287455,06,053,63030
Napa County,California,81.0720024251202,06,055,19462
Nevada County,California,81.2593934799348,06,057,11223
Orange County,California,82.3839819579677,06,059,411262
Placer County,California,81.4678387425728,06,061,39053
Plumas County,California,78.5189520450344,06,063,2722
Riverside County,California,80.4402769706343,06,065,228689
Sacramento County,California,79.132092350364,06,067,223980
San Benito County,California,81.8444776151262,06,069,6530
San Bernardino County,California,78.6487652383866,06,071,230066
San Diego County,California,81.4679164471467,06,073,496822
San Francisco County,California,82.485751145669,06,075,218950
San Joaquin County,California,78.2220036604945,06,077,89883
San Luis Obispo County,California,81.2489637100771,06,079,42506
San Mateo County,California,83.4967990283785,06,081,104623
Santa Barbara County,California,81.7882481086712,06,083,67141
Santa Clara County,California,83.500114935863,06,085,259010
Santa Cruz County,California,81.5626211749038,06,087,38497
Shasta County,California,76.0662043800792,06,089,24728
Sierra County,California,79.0329351185959,06,091,278
Siskiyou County,California,76.7979664249462,06,093,7237
Solano County,California,79.6800244647687,06,095,54197
Sonoma County,California,81.1485223965982,06,097,74026
Stanislaus County,California,77.9770812106916,06,099,69879
Sutter County,California,78.7426896341866,06,101,12827
Tehama County,California,77.9506792628036,06,103,7599
Trinity County,California,76.9955672863657,06,105,1633
Tulare County,California,78.2025078803788,06,107,55954
Tuolumne County,California,79.044258406196,06,109,6624
Ventura County,California,81.7761931721516,06,111,93736
Yolo County,California,80.7386624179938,06,113,33115
Yuba County,California,75.9458062203812,06,115,9944
Alamosa County,Colorado,76.4616841387818,08,003,2269
Archuleta County,Colorado,81.4870439008997,08,007,1283
Baca County,Colorado,77.2704980116003,08,009,423
Bent County,Colorado,75.9350821641372,08,011,683
