County,State,mean_life_expectancy,State_FIPS,County_FIPS,Poverty Rate
Fresno County,California,78.6280024400332,06,019,26.0
Glenn County,California,78.0902335149727,06,021,18.8
Humboldt County,California,77.0385176745656,06,023,20.4
Imperial County,California,81.0040782496188,06,025,23.3
Inyo County,California,79.2667613009441,06,027,12.8
Kern County,California,77.4190857391695,06,029,22.9
Kings County,California,79.4568073221703,06,031,21.0
Lake County,California,75.3296236176337,06,033,25.0
Lassen County,California,78.5887276747557,06,035,16.9
Los Angeles County,California,81.513727949983,06,037,17.8
Madera County,California,78.9675915817164,06,039,22.8
Marin County,California,84.1641989359273,06,041,7.7
Mariposa County,California,80.3362251688537,06,043,16.1
Mendocino County,California,78.6500830383081,06,045,20.0
Merced County,California,78.6838148179829,06,047,25.4
Modoc County,California,77.8998017368993,06,049,21.0
Mono County,California,85.128377239051,06,051,8.5
Monterey County,California,81.9185117287455,06,053,17.0
Napa County,California,81.0720024251202,06,055,10.1
Nevada County,California,81.2593934799348,06,057,12.0
Orange County,California,82.3839819579677,06,059,12.4
Placer County,California,81.4678387425728,06,061,8.7
Plumas County,California,78.5189520450344,06,063,15.2
Riverside County,California,80.4402769706343,06,065,16.2
Sacramento County,California,79.132092350364,06,067,17.6
San Benito County,California,81.8444776151262,06,069,11.9
San Bernardino County,California,78.6487652383866,06,071,18.7
San Diego County,California,81.4679164471467,06,073,14.4
San Francisco County,California,82.485751145669,06,075,13.5
San Joaquin County,California,78.2220036604945,06,077,18.2
San Luis Obispo County,California,81.2489637100771,06,079,14.3
San Mateo County,California,83.4967990283785,06,081,7.6
Santa Barbara County,California,81.7882481086712,06,083,16.0
Santa Clara County,California,83.500114935863,06,085,10.2
Santa Cruz County,California,81.5626211749038,06,087,14.6
Shasta County,California,76.0662043800792,06,089,17.5
Sierra County,California,79.0329351185959,06,091,19.4
Siskiyou County,California,76.7979664249462,06,093,21.0
Solano County,California,79.6800244647687,06,095,13.0
Sonoma County,California,81.1485223965982,06,097,11.9
Stanislaus County,California,77.9770812106916,06,099,20.3
Sutter County,California,78.7426896341866,06,101,16.7
Tehama County,California,77.9506792628036,06,103,19.7
Trinity County,California,76.9955672863657,06,105,19.2
Tulare County,California,78.2025078803788,06,107,26.2
Tuolumne County,California,79.044258406196,06,109,14.5
Ventura County,California,81.7761931721516,06,111,11.1
Yolo County,California,80.7386624179938,06,113,19.1
Yuba County,California,75.9458062203812,06,115,21.6
Alamosa County,Colorado,76.4616841387818,08,003,26.5
Archuleta County,Colorado,81.4870439008997,08,007,9.7
Baca County,Colorado,77.2704980116003,08,009,15.2
Bent County,Colorado,75.9350821641372,08,011,19.1
Chaffee County,Colorado,81.3491483892739,08,015,8.0
Cheyenne County,Colorado,79.6023492108261,08,017,7.2
Clear Creek County,Colorado,81.7821524704633,08,019,10.2
Conejos County,Colorado,77.0258356905695,08,021,19.4
Costilla County,Colorado,77.4765309356295,08,023,22.2
Crowley County,Colorado,77.8467351587918,08,025,29.1
Custer County,Colorado,81.3160951778407,08,027,14.6
Delta County,Colorado,78.5857114920751,08,029,15.5
Dolores County,Colorado,79.6818226875829,08,033,14.9
Douglas County,Colorado,83.398137452493,08,035,3.9
Eagle County,Colorado,87.8651173312628,08,037,10.9
Elbert County,Colorado,81.2848837662553,08,039,6.5
El Paso County,Colorado,79.5325202986677,08,041,12.4
Fremont County,Colorado,77.2534699163747,08,043,17.6
Garfield County,Colorado,80.6723210779454,08,045,11.9
Gilpin County,Colorado,80.5058523843539,08,047,10.8
Grand County,Colorado,83.3911146189488,08,049,11.1
Gunnison County,Colorado,82.5765389495522,08,051,17.7
Huerfano County,Colorado,76.886483043344,08,055,20.6
Jackson County,Colorado,79.8747254930755,08,057,8.9
Kiowa County,Colorado,77.8278281310628,08,061,17.4
Kit Carson County,Colorado,78.7539822578827,08,063,13.8
Lake County,Colorado,80.838132827301,08,065,14.3
La Plata County,Colorado,81.8467654951257,08,067,11.4
Larimer County,Colorado,81.5278668733351,08,069,14.1
Las Animas County,Colorado,76.7407696975048,08,071,17.8
Lincoln County,Colorado,79.4178092826071,08,073,13.7
Logan County,Colorado,79.0949385769402,08,075,17.6
Mesa County,Colorado,78.7674543057644,08,077,14.7
Moffat County,Colorado,78.3930826953069,08,081,11.5
Montezuma County,Colorado,77.5115724550133,08,083,19.3
Montrose County,Colorado,79.6067950700064,08,085,16.0
Morgan County,Colorado,78.3030515948637,08,087,13.3
Otero County,Colorado,75.7111807102341,08,089,25.2
Ouray County,Colorado,84.2222044140032,08,091,5.6
Park County,Colorado,82.4733990891643,08,093,9.1
Phillips County,Colorado,80.1194776987327,08,095,19.9
Pitkin County,Colorado,89.6648153256682,08,097,10.1
Prowers County,Colorado,76.8340804383445,08,099,23.3
Pueblo County,Colorado,77.094553026069,08,101,19.1
Rio Blanco County,Colorado,79.3559610492821,08,103,14.9
Rio Grande County,Colorado,77.1676477578974,08,105,19.2
Routt County,Colorado,83.0289544645963,08,107,9.1
Saguache County,Colorado,80.3484813709541,08,109,24.7
San Miguel County,Colorado,85.3741700410346,08,113,10.6
Sedgwick County,Colorado,78.1950772359603,08,115,18.9
Summit County,Colorado,89.9631891686862,08,117,13.7
Teller County,Colorado,80.4486314426082,08,119,7.0
Washington County,Colorado,79.9994991153517,08,121,13.1
Yuma County,Colorado,79.1559316064511,08,125,8.2
Adams County,Colorado,80.114402788454,08,001,14.2
Arapahoe County,Colorado,80.114402788454,08,005,12.1
Boulder County,Colorado,80.114402788454,08,013,14.2
Broomfield County,Colorado,80.114402788454,08,014,7.1
Denver County,Colorado,80.114402788454,08,031,19.1
Jefferson County,Colorado,80.114402788454,08,059,8.6
Weld County,Colorado,80.114402788454,08,123,14.7
Fairfield County,Connecticut,82.361563205464,09,001,9.1
Hartford County,Connecticut,80.45268370516,09,003,11.6
Litchfield County,Connecticut,80.6126221620776,09,005,6.4
Middlesex County,Connecticut,81.2500528358246,09,007,6.4
New Haven County,Connecticut,80.1729267704691,09,009,12.4
New London County,Connecticut,80.1491336655257,09,011,8.7
Tolland County,Connecticut,81.786493464423,09,013,6.5
Windham County,Connecticut,79.1337741835024,09,015,11.4
Kent County,Delaware,77.6499786880756,10,001,12.9
New Castle County,Delaware,78.7647932114062,10,003,10.7
Sussex County,Delaware,78.6763072946828,10,005,13.4
Alachua County,Florida,78.7919425921797,12,001,24.9
Baker County,Florida,75.5212181623326,12,003,17.3
Bay County,Florida,76.4660813157135,12,005,14.7
Bradford County,Florida,76.1902715953288,12,007,18.2
Brevard County,Florida,78.3330796870858,12,009,13.5
Broward County,Florida,80.5650531347463,12,011,14.3
Calhoun County,Florida,75.6943342878028,12,013,23.5
Charlotte County,Florida,80.4284537804809,12,015,12.6
Citrus County,Florida,76.4681482910462,12,017,16.8
Clay County,Florida,77.9259215123163,12,019,9.8
Collier County,Florida,84.3190295276291,12,021,14.1
Columbia County,Florida,75.5977790791096,12,023,19.8
Miami-Dade County,Florida,81.1234565201074,12,086,19.9
DeSoto County,Florida,79.7087112323078,12,027,29.6
Dixie County,Florida,75.2446510785173,12,029,17.4
Duval County,Florida,76.5390715004831,12,031,16.9
Escambia County,Florida,75.8996052771069,12,033,18.1
Flagler County,Florida,79.5278588605028,12,035,16.6
Franklin County,Florida,76.2687045965907,12,037,20.6
Gadsden County,Florida,75.7781182334425,12,039,26.5
Gilchrist County,Florida,76.9549182859829,12,041,24.1
Glades County,Florida,80.8626224515423,12,043,24.5
Gulf County,Florida,76.7041030080508,12,045,16.4
Hamilton County,Florida,76.2504227694229,12,047,23.6
Hardee County,Florida,79.0372669912688,12,049,29.6
Hendry County,Florida,77.9010640777765,12,051,26.7
Hernando County,Florida,77.3010243498065,12,053,15.4
Highlands County,Florida,79.3108383100278,12,055,20.1
Hillsborough County,Florida,78.7344657791495,12,057,16.8
Holmes County,Florida,74.3769076881332,12,059,23.8
Indian River County,Florida,80.5353504178124,12,061,15.1
Jackson County,Florida,75.6572242778723,12,063,19.9
Jefferson County,Florida,77.105237152819,12,065,17.2
Lafayette County,Florida,76.9386335655433,12,067,20.2
Lake County,Florida,79.4075989109908,12,069,13.8
Lee County,Florida,81.6434872180073,12,071,15.4
Leon County,Florida,79.5046507466643,12,073,23.2
Levy County,Florida,75.2648595949867,12,075,23.7
Liberty County,Florida,76.2864345782619,12,077,24.1
Madison County,Florida,75.3802096490306,12,079,22.5
Manatee County,Florida,80.6401375278797,12,081,15.1
Marion County,Florida,77.2193842479713,12,083,18.1
Martin County,Florida,81.6918626898687,12,085,13.0
Monroe County,Florida,79.6572423356517,12,087,13.5
Nassau County,Florida,77.6273796286286,12,089,12.6
Okaloosa County,Florida,78.0243619781617,12,091,13.4
Okeechobee County,Florida,76.6928309950686,12,093,26.9
Orange County,Florida,79.907746185422,12,095,17.0
Osceola County,Florida,79.4141527712853,12,097,17.9
Palm Beach County,Florida,81.9478048279696,12,099,14.5
Pasco County,Florida,77.8138523845587,12,101,13.9
Pinellas County,Florida,78.6699666288068,12,103,14.1
Polk County,Florida,78.3866007118166,12,105,18.2
Putnam County,Florida,74.824728147007,12,107,26.4
Saint Johns County,Florida,81.0314147503521,12,109,9.6
Saint Lucie County,Florida,79.7759103073056,12,111,18.4
Santa Rosa County,Florida,77.9439581693406,12,113,12.3
Sarasota County,Florida,81.4743257016792,12,115,12.2
Seminole County,Florida,80.4267833401531,12,117,11.3
Sumter County,Florida,81.3091282658141,12,119,12.0
Suwannee County,Florida,75.6351396305189,12,121,23.6
Taylor County,Florida,75.867327971606,12,123,16.7
Union County,Florida,69.0842926635716,12,125,19.6
Volusia County,Florida,77.4474098595231,12,127,16.8
Wakulla County,Florida,76.5579235348067,12,129,14.4
Walton County,Florida,77.7370870344531,12,131,17.9
Washington County,Florida,74.4336357205743,12,133,20.1
Appling County,Georgia,74.9345343621424,13,001,22.9
Atkinson County,Georgia,73.9687683772182,13,003,32.2
Bacon County,Georgia,73.5924839273872,13,005,19.0
Baker County,Georgia,77.6093613310299,13,007,31.8
Baldwin County,Georgia,76.3589481043216,13,009,30.0
Banks County,Georgia,76.9206951845027,13,011,16.7
Barrow County,Georgia,76.568775709694,13,013,13.7
Bartow County,Georgia,76.2401395708099,13,015,17.1
Ben Hill County,Georgia,73.713227095883,13,017,38.1
Berrien County,Georgia,75.4720784517024,13,019,22.5
Bibb County,Georgia,73.9123435117015,13,021,24.9
Bleckley County,Georgia,76.1132929655014,13,023,23.3
Brantley County,Georgia,74.8752724973373,13,025,21.9
Brooks County,Georgia,75.4456931980419,13,027,24.0
Bryan County,Georgia,76.2090812741944,13,029,11.7
Bulloch County,Georgia,77.1197815582943,13,031,31.3
Burke County,Georgia,73.6781476098738,13,033,33.5
Butts County,Georgia,74.1140850897095,13,035,14.5
Calhoun County,Georgia,75.2998074781914,13,037,38.7
Camden County,Georgia,77.7735434870564,13,039,15.5
Candler County,Georgia,74.0567782956218,13,043,25.9
Carroll County,Georgia,75.2022873519906,13,045,18.9
Catoosa County,Georgia,77.9247757438196,13,047,13.9
Charlton County,Georgia,76.7697615807727,13,049,19.7
Chatham County,Georgia,77.5184797541465,13,051,19.1
Chattahoochee County,Georgia,76.84255932623,13,053,11.9
Chattooga County,Georgia,73.8317108439486,13,055,24.0
Cherokee County,Georgia,79.7496679472048,13,057,9.8
Clarke County,Georgia,78.2615876465466,13,059,36.7
Clay County,Georgia,74.8432062452083,13,061,44.5
Clayton County,Georgia,76.7325719862389,13,063,24.0
Clinch County,Georgia,73.408491917808,13,065,29.1
Cobb County,Georgia,79.9283366661823,13,067,12.8
Coffee County,Georgia,75.2157891526563,13,069,24.3
Colquitt County,Georgia,75.0860049176497,13,071,26.7
Columbia County,Georgia,80.1160154662685,13,073,8.3
Cook County,Georgia,74.7696432807423,13,075,23.1
Coweta County,Georgia,78.2106345028716,13,077,12.7
Crawford County,Georgia,76.58022808544,13,079,20.6
Crisp County,Georgia,75.6681687717805,13,081,31.2
Dade County,Georgia,75.3966077791311,13,083,15.9
Dawson County,Georgia,77.8413801559133,13,085,15.6
Decatur County,Georgia,74.7688125394424,13,087,27.1
DeKalb County,Georgia,79.3320318728214,13,089,19.0
Dodge County,Georgia,75.6240895589048,13,091,19.8
Dooly County,Georgia,78.270500402471,13,093,29.0
Dougherty County,Georgia,75.1444111594597,13,095,31.2
Douglas County,Georgia,77.2553994583244,13,097,16.1
Early County,Georgia,74.1746109809755,13,099,31.6
Echols County,Georgia,77.6281901979393,13,101,31.3
Effingham County,Georgia,76.4578448594999,13,103,11.2
Elbert County,Georgia,74.9297782306706,13,105,20.4
Emanuel County,Georgia,73.1875806317402,13,107,29.4
Evans County,Georgia,75.1835484789051,13,109,27.9
Fannin County,Georgia,76.688033522143,13,111,23.0
Fayette County,Georgia,80.7802913886552,13,113,7.7
Floyd County,Georgia,75.4551048703234,13,115,21.0
Forsyth County,Georgia,81.2375145242419,13,117,7.6
Franklin County,Georgia,74.5581372850625,13,119,18.9
Fulton County,Georgia,78.4328501920243,13,121,17.6
Gilmer County,Georgia,78.1821220728799,13,123,21.7
Glascock County,Georgia,74.0702002494758,13,125,21.4
Glynn County,Georgia,77.1794930798449,13,127,19.2
Gordon County,Georgia,75.8399271754514,13,129,21.0
Grady County,Georgia,76.151119404243,13,131,30.1
Greene County,Georgia,77.7320535995304,13,133,22.3
Gwinnett County,Georgia,80.4465430438862,13,135,13.9
Habersham County,Georgia,77.6419958353258,13,137,20.8
Hall County,Georgia,78.7457723645131,13,139,18.7
Hancock County,Georgia,76.1199783068919,13,141,30.6
Haralson County,Georgia,73.553644831127,13,143,22.8
Harris County,Georgia,79.2890077652842,13,145,8.0
Hart County,Georgia,77.1294577753602,13,147,25.4
Heard County,Georgia,75.2250279243881,13,149,24.3
Henry County,Georgia,77.2668197628104,13,151,11.2
Houston County,Georgia,77.5707003222215,13,153,15.2
Irwin County,Georgia,75.5319125492145,13,155,21.2
Jackson County,Georgia,76.1779796658862,13,157,15.9
Jasper County,Georgia,76.2323285378843,13,159,21.7
Jeff Davis County,Georgia,73.7586459215342,13,161,24.5
Jefferson County,Georgia,73.2040306163978,13,163,31.5
Jenkins County,Georgia,74.1817912893906,13,165,29.4
Johnson County,Georgia,76.4532268359357,13,167,22.8
Jones County,Georgia,78.2209896513889,13,169,16.6
Lamar County,Georgia,74.9977890915742,13,171,18.9
Lanier County,Georgia,75.5325124997842,13,173,26.7
Laurens County,Georgia,74.949039342625,13,175,24.7
Lee County,Georgia,77.5265837874481,13,177,11.2
Liberty County,Georgia,76.8668130027685,13,179,18.7
Lincoln County,Georgia,76.2155783286932,13,181,26.5
Long County,Georgia,78.3991318448588,13,183,19.2
Lowndes County,Georgia,76.2453956744472,13,185,24.3
Lumpkin County,Georgia,78.0597439768539,13,187,18.1
McDuffie County,Georgia,74.41963111247,13,189,22.2
McIntosh County,Georgia,79.4457187215119,13,191,14.9
Macon County,Georgia,74.3211885630731,13,193,29.4
Madison County,Georgia,75.8992950836721,13,195,17.9
Marion County,Georgia,76.7225770981052,13,197,20.5
Meriwether County,Georgia,74.8538276665634,13,199,21.1
Miller County,Georgia,74.1545691223151,13,201,23.0
Mitchell County,Georgia,75.188921032314,13,205,26.2
Monroe County,Georgia,77.4406245257145,13,207,12.9
Montgomery County,Georgia,75.5819616344513,13,209,24.5
Morgan County,Georgia,77.5545771533365,13,211,15.4
Murray County,Georgia,75.1415400042245,13,213,22.4
Muscogee County,Georgia,74.9242055218078,13,215,19.6
Newton County,Georgia,76.388924256193,13,217,15.2
Oconee County,Georgia,80.4602667100514,13,219,9.3
Oglethorpe County,Georgia,78.1537582497183,13,221,16.4
Paulding County,Georgia,78.5126316183096,13,223,11.4
Peach County,Georgia,74.5309944327822,13,225,24.6
Pickens County,Georgia,77.550434569024,13,227,11.9
Pierce County,Georgia,75.1711946674867,13,229,20.5
Pike County,Georgia,76.0207025888261,13,231,11.2
Polk County,Georgia,73.7433236411906,13,233,23.4
Pulaski County,Georgia,77.8146750421041,13,235,15.7
Putnam County,Georgia,77.2313879034576,13,237,14.0
Quitman County,Georgia,75.7144452783848,13,239,26.4
Rabun County,Georgia,77.6420387387985,13,241,21.5
Randolph County,Georgia,76.2313513334328,13,243,25.4
Richmond County,Georgia,74.1469853140117,13,245,25.1
Rockdale County,Georgia,77.993058268219,13,247,14.7
Schley County,Georgia,77.7098948093512,13,249,22.3
Screven County,Georgia,74.8304509951324,13,251,27.0
Seminole County,Georgia,74.6911176414227,13,253,26.0
Spalding County,Georgia,74.6289363569151,13,255,21.5
Stephens County,Georgia,73.7317044967219,13,257,19.8
Stewart County,Georgia,75.0193609662896,13,259,30.7
Sumter County,Georgia,75.156794709651,13,261,32.3
Talbot County,Georgia,75.511691587113,13,263,21.8
Taliaferro County,Georgia,75.3022962480459,13,265,30.0
Tattnall County,Georgia,75.1143036933765,13,267,27.4
Taylor County,Georgia,75.260771305812,13,269,28.2
