County,State,mean_life_expectancy,State_FIPS,County_FIPS,Unemployment Rate
Randolph County,Arkansas,75.2458406261395,05,121,7.5
Saint Francis County,Arkansas,74.4871340952185,05,123,12.8
Saline County,Arkansas,77.5497685849276,05,125,6.3
Scott County,Arkansas,75.5110878403514,05,127,9.3
Searcy County,Arkansas,75.9381330654498,05,129,5.6
Sebastian County,Arkansas,76.0469771550994,05,131,6.7
Sevier County,Arkansas,74.8583636542812,05,133,9.0
Sharp County,Arkansas,74.6544772475062,05,135,10.0
Stone County,Arkansas,76.7418160917448,05,137,7.4
Union County,Arkansas,73.63000792895,05,139,8.7
Van Buren County,Arkansas,76.5025977068175,05,141,12.8
Washington County,Arkansas,77.957927833903,05,143,7.3
White County,Arkansas,75.5251056199117,05,145,7.3
Woodruff County,Arkansas,72.9655981133841,05,147,10.9
Yell County,Arkansas,74.9132237672603,05,149,7.2
Alameda County,California,81.5917114810884,06,001,9.9
Alpine County,California,79.0422582403089,06,003,10.3
Amador County,California,79.6400674957988,06,005,17.3
Butte County,California,77.9504183062094,06,007,14.4
Calaveras County,California,79.766911503313,06,009,11.8
Colusa County,California,80.2484154818506,06,011,14.4
Contra Costa County,California,81.4778692927033,06,013,10.1
Del Norte County,California,76.1007646914602,06,015,12.1
El Dorado County,California,81.2227109098631,06,017,10.9
Fresno County,California,78.6072763856699,06,019,14.0
Glenn County,California,78.2580621580513,06,021,10.5
Humboldt County,California,77.0221429576216,06,023,10.4
Imperial County,California,80.8354361564269,06,025,18.0
Inyo County,California,79.0510291877403,06,027,7.3
Kern County,California,77.3504807936172,06,029,13.1
Kings County,California,79.3200585808375,06,031,14.5
Lake County,California,75.3412286352568,06,033,15.3
Lassen County,California,78.6032160433732,06,035,11.2
Los Angeles County,California,81.3931910172072,06,037,10.8
Madera County,California,79.0617574128858,06,039,11.6
Marin County,California,83.9987058251874,06,041,6.9
Mariposa County,California,80.3397686208848,06,043,14.7
Mendocino County,California,78.5047347417068,06,045,11.4
Merced County,California,78.7733024594045,06,047,16.1
Modoc County,California,78.0080317178538,06,049,11.6
Mono County,California,85.1659002950784,06,051,10.7
Monterey County,California,81.9282367512405,06,053,11.1
Napa County,California,80.9974023370734,06,055,8.9
Nevada County,California,81.2238413839233,06,057,10.4
Orange County,California,82.3381698987313,06,059,9.0
Placer County,California,81.3519443760521,06,061,9.3
Plumas County,California,78.6309565054377,06,063,17.2
Riverside County,California,80.3223261105413,06,065,14.2
Sacramento County,California,79.087098442518,06,067,13.0
San Benito County,California,81.7579081627153,06,069,13.1
San Bernardino County,California,78.5304101343015,06,071,14.1
San Diego County,California,81.381513680784,06,073,9.6
San Francisco County,California,82.2907833071001,06,075,8.0
San Joaquin County,California,78.2185152530442,06,077,15.7
San Luis Obispo County,California,81.2529396083554,06,079,8.7
San Mateo County,California,83.3198113420037,06,081,7.8
Santa Barbara County,California,81.7611625675103,06,083,9.0
Santa Clara County,California,83.4512906349108,06,085,9.3
Santa Cruz County,California,81.4994501605179,06,087,8.8
Shasta County,California,76.2592677020202,06,089,13.7
Sierra County,California,79.0693360309628,06,091,9.1
Siskiyou County,California,77.0506509825431,06,093,14.7
Solano County,California,79.5796693603122,06,095,11.0
Sonoma County,California,81.0959514185712,06,097,9.6
Stanislaus County,California,77.9966459626766,06,099,15.6
Sutter County,California,78.8028495993562,06,101,14.8
Tehama County,California,77.8073761870042,06,103,15.1
Trinity County,California,77.2394672692165,06,105,16.1
Tulare County,California,78.1621928874685,06,107,14.1
Tuolumne County,California,78.9835377745994,06,109,16.2
Ventura County,California,81.6875318574591,06,111,9.3
Yolo County,California,80.6033247823694,06,113,10.0
Yuba County,California,75.9900621771567,06,115,18.1
Alamosa County,Colorado,76.5253065439348,08,003,10.1
Archuleta County,Colorado,81.6588311692978,08,007,11.1
Baca County,Colorado,77.1665962604476,08,009,2.6
Bent County,Colorado,76.0996500723774,08,011,15.8
Chaffee County,Colorado,81.2888183966825,08,015,7.6
Cheyenne County,Colorado,79.6787964950269,08,017,2.4
Clear Creek County,Colorado,81.7335004616299,08,019,7.3
Conejos County,Colorado,77.1707216337593,08,021,8.5
Costilla County,Colorado,77.5771561730912,08,023,14.5
Crowley County,Colorado,77.7424458507641,08,025,20.1
Custer County,Colorado,81.2346414969819,08,027,15.2
Delta County,Colorado,78.5735024481401,08,029,10.9
Dolores County,Colorado,79.7274007984304,08,033,9.1
Douglas County,Colorado,83.2883520746022,08,035,5.4
Eagle County,Colorado,87.6811696488415,08,037,5.4
Elbert County,Colorado,81.2231670778837,08,039,8.0
El Paso County,Colorado,79.5323718299468,08,041,9.0
Fremont County,Colorado,77.401443466878,08,043,7.5
Garfield County,Colorado,80.5775115723691,08,045,7.8
Gilpin County,Colorado,80.1710618635178,08,047,5.9
Grand County,Colorado,83.3265673182264,08,049,4.7
Gunnison County,Colorado,82.6027311894569,08,051,7.1
Huerfano County,Colorado,77.1399736736607,08,055,11.8
Jackson County,Colorado,79.7085644527226,08,057,2.5
Kiowa County,Colorado,77.8601759342113,08,061,3.2
Kit Carson County,Colorado,79.0944013468693,08,063,4.5
Lake County,Colorado,81.0498353165359,08,065,7.1
La Plata County,Colorado,81.8277265322899,08,067,6.2
Larimer County,Colorado,81.58596821444,08,069,7.9
Las Animas County,Colorado,76.9973401027059,08,071,8.8
Lincoln County,Colorado,79.5129284860621,08,073,5.8
Logan County,Colorado,79.1620787101406,08,075,10.0
Mesa County,Colorado,78.7344198151753,08,077,7.8
Moffat County,Colorado,78.2778338045996,08,081,7.4
Montezuma County,Colorado,77.4000139860387,08,083,11.3
Montrose County,Colorado,79.7082086300651,08,085,10.0
Morgan County,Colorado,78.2841712582528,08,087,7.5
Otero County,Colorado,75.8194915308757,08,089,12.4
Ouray County,Colorado,84.0367735438764,08,091,10.1
Park County,Colorado,82.7617966335922,08,093,8.2
Phillips County,Colorado,79.9038937806825,08,095,5.5
Pitkin County,Colorado,89.2148113345019,08,097,6.8
Prowers County,Colorado,76.947667951012,08,099,7.6
Pueblo County,Colorado,77.1926685376495,08,101,10.9
Rio Blanco County,Colorado,79.2290211134147,08,103,4.5
Rio Grande County,Colorado,77.0914583603793,08,105,8.3
Routt County,Colorado,82.8198966836207,08,107,6.2
Saguache County,Colorado,80.0773699156685,08,109,8.7
San Miguel County,Colorado,85.4017699191143,08,113,5.2
Sedgwick County,Colorado,78.0283208874296,08,115,7.7
Summit County,Colorado,89.7522295499671,08,117,6.0
Teller County,Colorado,80.3394209122523,08,119,9.3
Washington County,Colorado,80.1606316629255,08,121,2.9
Yuma County,Colorado,78.96416336077,08,125,2.9
Adams County,Colorado,80.0651767732563,08,001,9.5
Arapahoe County,Colorado,80.0651767732563,08,005,8.2
Boulder County,Colorado,80.0651767732563,08,013,6.9
Broomfield County,Colorado,80.0651767732563,08,014,5.7
Denver County,Colorado,80.0651767732563,08,031,8.6
Jefferson County,Colorado,80.0651767732563,08,059,7.6
Weld County,Colorado,80.0651767732563,08,123,7.2
Fairfield County,Connecticut,82.301705240952,09,001,9.3
Hartford County,Connecticut,80.4548248084037,09,003,9.6
Litchfield County,Connecticut,80.6628977925182,09,005,7.6
Middlesex County,Connecticut,81.2585082923244,09,007,6.8
New Haven County,Connecticut,80.1714609156176,09,009,10.0
New London County,Connecticut,80.2094373307813,09,011,8.0
Tolland County,Connecticut,81.7620728696427,09,013,6.6
Windham County,Connecticut,79.163911230996,09,015,10.6
Kent County,Delaware,77.680533585267,10,001,9.3
New Castle County,Delaware,78.7619523510733,10,003,8.1
Sussex County,Delaware,78.5594945558292,10,005,8.4
Alachua County,Florida,78.8298810026242,12,001,7.9
Baker County,Florida,75.4892601979674,12,003,10.5
Bay County,Florida,76.578868950999,12,005,9.5
Bradford County,Florida,76.16409529862,12,007,15.1
Brevard County,Florida,78.4425501968517,12,009,11.8
Broward County,Florida,80.4620012985353,12,011,11.4
Calhoun County,Florida,75.6805027177076,12,013,11.5
Charlotte County,Florida,80.5284884291945,12,015,13.7
Citrus County,Florida,76.6303920419913,12,017,15.7
Clay County,Florida,77.9071530419271,12,019,10.6
Collier County,Florida,84.1356415947054,12,021,9.9
Columbia County,Florida,75.3682367841856,12,023,18.9
Miami-Dade County,Florida,81.0153198340328,12,086,11.2
DeSoto County,Florida,79.8382749231809,12,027,12.8
Dixie County,Florida,75.3236310527,12,029,8.4
Duval County,Florida,76.3973175449474,12,031,10.9
Escambia County,Florida,76.0503325549759,12,033,11.4
Flagler County,Florida,79.6435125265413,12,035,12.0
Franklin County,Florida,76.5862795016104,12,037,10.2
Gadsden County,Florida,75.7723355129187,12,039,13.9
Gilchrist County,Florida,76.9222692782641,12,041,16.7
Glades County,Florida,80.9184507641511,12,043,14.5
Gulf County,Florida,76.5611850023736,12,045,13.2
Hamilton County,Florida,76.3520765176585,12,047,14.3
Hardee County,Florida,78.9865404932149,12,049,13.7
Hendry County,Florida,77.8725077937341,12,051,17.9
Hernando County,Florida,77.317775606079,12,053,16.7
Highlands County,Florida,79.3484213930435,12,055,14.9
Hillsborough County,Florida,78.5475087992222,12,057,10.7
Holmes County,Florida,74.6560552672803,12,059,10.8
Indian River County,Florida,80.5178175495238,12,061,14.0
Jackson County,Florida,75.8797991925372,12,063,10.6
Jefferson County,Florida,77.0437609758506,12,065,14.2
Lafayette County,Florida,76.9155975368524,12,067,9.9
Lake County,Florida,79.3669380965877,12,069,11.3
Lee County,Florida,81.48918540059,12,071,13.2
Leon County,Florida,79.5206843591431,12,073,10.3
Levy County,Florida,75.293614646898,12,075,13.0
Liberty County,Florida,76.6292768578788,12,077,22.8
Madison County,Florida,75.4607942901121,12,079,12.3
Manatee County,Florida,80.629206729324,12,081,11.6
Marion County,Florida,77.3074938351339,12,083,13.4
Martin County,Florida,81.5922174449279,12,085,12.5
Monroe County,Florida,79.5108728887751,12,087,7.2
Nassau County,Florida,77.684803704205,12,089,9.5
Okaloosa County,Florida,78.0416688252663,12,091,8.8
Okeechobee County,Florida,76.6699650326857,12,093,13.7
Orange County,Florida,79.8154001540693,12,095,11.2
Osceola County,Florida,79.4491938069285,12,097,12.4
Palm Beach County,Florida,81.8755936100244,12,099,11.2
Pasco County,Florida,77.8111203152222,12,101,12.1
Pinellas County,Florida,78.7254861652934,12,103,10.0
Polk County,Florida,78.4014520540943,12,105,11.9
Putnam County,Florida,74.9284440829679,12,107,13.9
Saint Johns County,Florida,80.9790544901203,12,109,7.7
Saint Lucie County,Florida,79.7006582491651,12,111,15.6
Santa Rosa County,Florida,78.143723059504,12,113,10.1
Sarasota County,Florida,81.4263592751882,12,115,11.6
Seminole County,Florida,80.4715917278167,12,117,9.8
Sumter County,Florida,81.1782867363371,12,119,11.7
Suwannee County,Florida,75.6945004062578,12,121,9.8
Taylor County,Florida,75.9658571048214,12,123,12.6
Union County,Florida,69.1725317253423,12,125,10.6
Volusia County,Florida,77.5191900530103,12,127,10.2
Wakulla County,Florida,76.7127120388798,12,129,9.7
Walton County,Florida,77.5888126252622,12,131,10.0
Washington County,Florida,74.6847848509577,12,133,12.7
Appling County,Georgia,74.9779197790545,13,001,6.8
Atkinson County,Georgia,73.8885246731924,13,003,11.5
Bacon County,Georgia,73.4867519673095,13,005,6.0
Baker County,Georgia,77.6880210275248,13,007,12.6
Baldwin County,Georgia,76.4917363724128,13,009,9.6
Banks County,Georgia,77.1087292269939,13,011,10.4
Barrow County,Georgia,76.5278828675982,13,013,11.1
Bartow County,Georgia,76.2568424918217,13,015,10.2
Ben Hill County,Georgia,73.7556677496527,13,017,15.5
Berrien County,Georgia,75.4235665257949,13,019,12.8
Bibb County,Georgia,73.9452638839029,13,021,11.1
Bleckley County,Georgia,76.0719969810564,13,023,7.7
Brantley County,Georgia,74.7217910618662,13,025,10.9
Brooks County,Georgia,75.3616358192966,13,027,13.8
Bryan County,Georgia,76.3338879857695,13,029,9.0
Bulloch County,Georgia,77.0224181477753,13,031,8.5
Burke County,Georgia,73.7080288955286,13,033,10.7
Butts County,Georgia,74.2120351680728,13,035,13.4
Calhoun County,Georgia,75.1479380356581,13,037,6.0
Camden County,Georgia,77.8798137924963,13,039,10.1
Candler County,Georgia,74.1222922738895,13,043,8.5
Carroll County,Georgia,75.2649452209793,13,045,12.0
Catoosa County,Georgia,77.9156612399569,13,047,9.6
Charlton County,Georgia,76.8362263333628,13,049,18.0
Chatham County,Georgia,77.4078205118083,13,051,8.9
Chattahoochee County,Georgia,77.4188164396145,13,053,11.0
Chattooga County,Georgia,74.0233955840073,13,055,9.9
Cherokee County,Georgia,79.763757077708,13,057,7.5
Clarke County,Georgia,78.2517597517476,13,059,7.7
Clay County,Georgia,74.7723471601889,13,061,20.2
Clayton County,Georgia,76.6132722992256,13,063,15.5
Clinch County,Georgia,73.643481993455,13,065,7.5
Cobb County,Georgia,79.911245368843,13,067,9.2
Coffee County,Georgia,75.1171865624406,13,069,10.1
Colquitt County,Georgia,75.1185273657102,13,071,8.5
Columbia County,Georgia,79.9378574714085,13,073,7.0
Cook County,Georgia,74.868413227934,13,075,10.6
Coweta County,Georgia,78.1474782080004,13,077,8.1
Crawford County,Georgia,76.4243544922846,13,079,9.8
Crisp County,Georgia,75.604155103377,13,081,15.2
Dade County,Georgia,75.6024112493452,13,083,11.3
Dawson County,Georgia,77.8272718341701,13,085,10.7
Decatur County,Georgia,74.590943827003,13,087,8.2
DeKalb County,Georgia,79.2158140499573,13,089,13.3
Dodge County,Georgia,75.5425266340757,13,091,10.8
Dooly County,Georgia,78.0908779265121,13,093,9.1
Dougherty County,Georgia,75.0665944233774,13,095,15.5
Douglas County,Georgia,77.1251788314126,13,097,12.9
Early County,Georgia,74.1211600263603,13,099,9.1
Echols County,Georgia,77.4800040431731,13,101,12.4
Effingham County,Georgia,76.6807853160528,13,103,7.4
Elbert County,Georgia,74.994719658394,13,105,13.4
Emanuel County,Georgia,73.1490169283872,13,107,12.1
Evans County,Georgia,75.0916714641789,13,109,8.9
Fannin County,Georgia,76.5729956410993,13,111,13.5
Fayette County,Georgia,80.7760993114054,13,113,8.1
Floyd County,Georgia,75.5360393828392,13,115,11.9
Forsyth County,Georgia,81.1621661366037,13,117,8.0
Franklin County,Georgia,74.539746357532,13,119,10.0
Fulton County,Georgia,78.2466293954694,13,121,10.8
Gilmer County,Georgia,78.3285795455149,13,123,10.1
Glascock County,Georgia,74.4093464008475,13,125,11.8
Glynn County,Georgia,77.090338827007,13,127,10.5
Gordon County,Georgia,75.8777609472671,13,129,9.7
Grady County,Georgia,76.0273569976464,13,131,10.2
Greene County,Georgia,77.7414911540533,13,133,9.4
Gwinnett County,Georgia,80.3377205482278,13,135,9.9
Habersham County,Georgia,77.7664591639441,13,137,9.4
Hall County,Georgia,78.8423446598875,13,139,8.4
Hancock County,Georgia,76.1179496302772,13,141,21.9
Haralson County,Georgia,73.6407834485258,13,143,14.4
Harris County,Georgia,79.4813060339318,13,145,7.2
Hart County,Georgia,77.0693619469153,13,147,9.3
Heard County,Georgia,75.3100668615891,13,149,11.7
Henry County,Georgia,77.2270440243086,13,151,10.8
Houston County,Georgia,77.6193132329139,13,153,10.2
Irwin County,Georgia,75.5407385290799,13,155,10.2
Jackson County,Georgia,76.1224253591681,13,157,7.7
Jasper County,Georgia,76.4760822218681,13,159,14.5
Jeff Davis County,Georgia,73.5960389400029,13,161,10.7
Jefferson County,Georgia,73.2175880700057,13,163,15.3
Jenkins County,Georgia,74.2947516934314,13,165,14.2
Johnson County,Georgia,76.5217089511221,13,167,8.3
Jones County,Georgia,78.1776706001903,13,169,7.0
Lamar County,Georgia,74.9908744287588,13,171,18.6
Lanier County,Georgia,75.5473722896026,13,173,9.7
Laurens County,Georgia,74.9937502841476,13,175,6.2
Lee County,Georgia,77.5360123381794,13,177,7.6
Liberty County,Georgia,77.0173224716006,13,179,11.9
Lincoln County,Georgia,76.1252505636201,13,181,13.0
Long County,Georgia,78.1786437705502,13,183,13.7
Lowndes County,Georgia,76.2377961783429,13,185,12.4
Lumpkin County,Georgia,78.0996066601956,13,187,12.3
McDuffie County,Georgia,74.5072516293479,13,189,10.3
McIntosh County,Georgia,79.4950677588258,13,191,10.7
Macon County,Georgia,74.3906529377592,13,193,12.6
Madison County,Georgia,75.8325465241539,13,195,9.7
Marion County,Georgia,76.7627012692049,13,197,17.6
Meriwether County,Georgia,74.9788050638371,13,199,14.2
Miller County,Georgia,74.2177122466892,13,201,9.9
Mitchell County,Georgia,75.1898689001318,13,205,10.3
Monroe County,Georgia,77.233986566549,13,207,8.7
Montgomery County,Georgia,75.4452929856624,13,209,4.5
Morgan County,Georgia,77.6218116292189,13,211,9.7
Murray County,Georgia,74.8836117904355,13,213,13.2
Muscogee County,Georgia,75.1089348482962,13,215,10.5
Newton County,Georgia,76.3383600112654,13,217,13.2
Oconee County,Georgia,80.5411247556966,13,219,6.1
Oglethorpe County,Georgia,78.2764908663064,13,221,5.6
Paulding County,Georgia,78.4312674493041,13,223,10.8
Peach County,Georgia,74.3399933464774,13,225,13.9
Pickens County,Georgia,77.4333827116229,13,227,9.9
Pierce County,Georgia,75.1463006448415,13,229,9.6
Pike County,Georgia,76.248270265237,13,231,8.7
Polk County,Georgia,73.7563254899217,13,233,13.6
Pulaski County,Georgia,77.5407856910735,13,235,8.3
Putnam County,Georgia,77.2505144611178,13,237,8.6
Quitman County,Georgia,75.704949473663,13,239,15.7
Rabun County,Georgia,77.7200499260469,13,241,9.6
Randolph County,Georgia,76.1922253365109,13,243,16.9
Richmond County,Georgia,74.1909796753774,13,245,12.1
Rockdale County,Georgia,78.0306024210707,13,247,13.5
Schley County,Georgia,77.5381182315156,13,249,6.4
Screven County,Georgia,74.8408399989457,13,251,14.0
Seminole County,Georgia,74.7722620916714,13,253,9.9
Spalding County,Georgia,74.4848966724655,13,255,13.9
Stephens County,Georgia,73.8081356220611,13,257,10.9
Stewart County,Georgia,74.7485703955724,13,259,14.4
Sumter County,Georgia,75.3379225174688,13,261,13.8
Talbot County,Georgia,75.3884489268479,13,263,15.9
Taliaferro County,Georgia,75.1585955884383,13,265,19.0
Tattnall County,Georgia,75.2235708271841,13,267,12.4
