County,State,mean_life_expectancy,State_FIPS,County_FIPS,Bachelor's Degree or Higher (%)
Washington County,Arkansas,77.842915624892,05,143,31.2
White County,Arkansas,75.2602189004461,05,145,19.3
Woodruff County,Arkansas,72.6191345768075,05,147,10.2
Yell County,Arkansas,74.3789291508417,05,149,14.4
Alameda County,California,82.1501481156434,06,001,43.9
Alpine County,California,78.7141694777777,06,003,29.7
Amador County,California,79.6289913494107,06,005,21.5
Butte County,California,77.5105736588065,06,007,26.1
Calaveras County,California,79.3962210334918,06,009,20.2
Colusa County,California,79.8683726910953,06,011,14.4
Contra Costa County,California,81.820905224195,06,013,40.3
Del Norte County,California,75.3686655248315,06,015,14.9
El Dorado County,California,81.4317611841157,06,017,33.0
Fresno County,California,78.4598027402172,06,019,19.7
Glenn County,California,77.4678250112228,06,021,12.7
Humboldt County,California,76.7743480124378,06,023,28.2
Imperial County,California,80.7733344280559,06,025,14.0
Inyo County,California,79.2496428941011,06,027,24.5
Kern County,California,77.1131579275637,06,029,15.7
Kings County,California,79.3576346699736,06,031,12.8
Lake County,California,74.8583185356204,06,033,16.2
Lassen County,California,78.1832914319916,06,035,12.5
Los Angeles County,California,81.5672419912865,06,037,30.8
Madera County,California,78.9932943575827,06,039,13.1
Marin County,California,84.5696953393942,06,041,57.1
Mariposa County,California,80.0692648230514,06,043,22.6
Mendocino County,California,78.5297725160372,06,045,24.1
Merced County,California,78.5160140959399,06,047,13.7
Modoc County,California,77.3676287645249,06,049,18.3
Mono County,California,84.9099794657506,06,051,30.6
Monterey County,California,81.9215612488998,06,053,23.6
Napa County,California,81.1717905624185,06,055,33.0
Nevada County,California,81.0737790934898,06,057,34.4
Orange County,California,82.5515884259936,06,059,38.4
Placer County,California,81.6415657950364,06,061,36.9
Plumas County,California,78.4309252153192,06,063,21.9
Riverside County,California,80.3460832691874,06,065,21.2
Sacramento County,California,79.0908345914297,06,067,29.3
San Benito County,California,81.7030195794554,06,069,19.0
San Bernardino County,California,78.3619715863638,06,071,19.3
San Diego County,California,81.6053443891293,06,073,36.5
San Francisco County,California,82.9715287689956,06,075,54.8
San Joaquin County,California,78.1059218431169,06,077,18.2
San Luis Obispo County,California,81.2878144166655,06,079,34.1
San Mateo County,California,84.0123323762231,06,081,47.1
Santa Barbara County,California,81.6454722199999,06,083,32.2
Santa Clara County,California,83.9160943086229,06,085,49.1
Santa Cruz County,California,81.9961564120804,06,087,39.0
Shasta County,California,75.8154731112947,06,089,20.1
Sierra County,California,78.6673415441736,06,091,19.8
Siskiyou County,California,76.2815852028519,06,093,22.2
Solano County,California,79.6679789808252,06,095,25.1
Sonoma County,California,81.4949042107213,06,097,33.1
Stanislaus County,California,77.7558204850156,06,099,16.5
Sutter County,California,78.425992865714,06,101,17.9
Tehama County,California,77.156038711692,06,103,13.8
Trinity County,California,76.476377604325,06,105,20.1
Tulare County,California,78.0600422756,06,107,14.0
Tuolumne County,California,78.5207303713631,06,109,19.7
Ventura County,California,81.8451328376878,06,111,32.2
Yolo County,California,80.902034743803,06,113,40.0
Yuba County,California,75.7450257040619,06,115,15.5
Alamosa County,Colorado,75.771887610673,08,003,25.8
Archuleta County,Colorado,81.6414378243916,08,007,34.9
Baca County,Colorado,76.9965655550903,08,009,21.8
Bent County,Colorado,75.7641542661414,08,011,9.5
Chaffee County,Colorado,81.2002092122488,08,015,34.4
Cheyenne County,Colorado,78.8841561398334,08,017,23.3
Clear Creek County,Colorado,82.2134532225974,08,019,44.6
Conejos County,Colorado,76.3307341255663,08,021,18.3
Costilla County,Colorado,76.7769601558707,08,023,20.0
Crowley County,Colorado,77.1719431023493,08,025,10.2
Custer County,Colorado,81.0944165093847,08,027,29.4
Delta County,Colorado,77.9358229078402,08,029,19.6
Dolores County,Colorado,79.3628695960052,08,033,20.3
Douglas County,Colorado,83.4601212130212,08,035,57.5
Eagle County,Colorado,88.2928566275646,08,037,45.0
Elbert County,Colorado,81.4849215372713,08,039,32.8
El Paso County,Colorado,78.9786695180627,08,041,36.6
Fremont County,Colorado,77.137998463904,08,043,16.4
Garfield County,Colorado,80.5212296945579,08,045,29.1
Gilpin County,Colorado,81.1262138403668,08,047,34.4
Grand County,Colorado,83.5860252464151,08,049,37.2
Gunnison County,Colorado,82.632977713167,08,051,52.6
Huerfano County,Colorado,75.6325634414296,08,055,26.0
Jackson County,Colorado,79.6337211914158,08,057,19.1
Kiowa County,Colorado,77.5284594449532,08,061,20.2
Kit Carson County,Colorado,79.2319755865927,08,063,13.8
Lake County,Colorado,81.4714622277775,08,065,30.9
La Plata County,Colorado,81.6596562998791,08,067,43.0
Larimer County,Colorado,81.5083109395379,08,069,45.3
Las Animas County,Colorado,76.3309843460437,08,071,18.9
Lincoln County,Colorado,78.6842812775749,08,073,13.7
Logan County,Colorado,79.2200596051251,08,075,16.7
Mesa County,Colorado,78.3937721412894,08,077,26.1
Moffat County,Colorado,78.1221748148496,08,081,18.9
Montezuma County,Colorado,77.1367714339189,08,083,27.0
Montrose County,Colorado,79.2461641337684,08,085,23.8
Morgan County,Colorado,78.13439908772,08,087,16.1
Otero County,Colorado,75.1401575306602,08,089,17.1
Ouray County,Colorado,84.0203909090915,08,091,54.5
Park County,Colorado,82.7078121177392,08,093,30.5
Phillips County,Colorado,80.0902373229648,08,095,20.4
Pitkin County,Colorado,90.470655000783,08,097,60.4
Prowers County,Colorado,76.7338690354723,08,099,15.4
Pueblo County,Colorado,76.4534159713537,08,101,21.2
Rio Blanco County,Colorado,78.8510030730045,08,103,21.8
Rio Grande County,Colorado,76.7006333576077,08,105,22.6
Routt County,Colorado,83.0859439169025,08,107,49.4
Saguache County,Colorado,79.549357835051,08,109,25.5
San Miguel County,Colorado,85.8934808652553,08,113,55.1
Sedgwick County,Colorado,77.6908466567926,08,115,19.8
Summit County,Colorado,90.7599342440293,08,117,49.9
Teller County,Colorado,80.4060865096973,08,119,32.6
Washington County,Colorado,79.5359214085342,08,121,16.0
Yuma County,Colorado,78.8699502657181,08,125,21.4
Adams County,Colorado,80.2432338592034,08,001,22.4
Arapahoe County,Colorado,80.2432338592034,08,005,40.7
Boulder County,Colorado,80.2432338592034,08,013,59.3
Broomfield County,Colorado,80.2432338592034,08,014,52.5
Denver County,Colorado,80.2432338592034,08,031,45.7
Jefferson County,Colorado,80.2432338592034,08,059,42.2
Weld County,Colorado,80.2432338592034,08,123,26.8
Fairfield County,Connecticut,82.5933818002003,09,001,46.4
Hartford County,Connecticut,80.2119442590321,09,003,36.9
Litchfield County,Connecticut,80.4021916136219,09,005,34.0
Middlesex County,Connecticut,81.0821212220154,09,007,40.9
New Haven County,Connecticut,80.061944421033,09,009,34.3
New London County,Connecticut,79.9198566902699,09,011,32.4
Tolland County,Connecticut,81.718649046245,09,013,38.9
Windham County,Connecticut,78.8145339848324,09,015,23.9
Kent County,Delaware,77.2142387207649,10,001,23.1
New Castle County,Delaware,78.329504469616,10,003,35.4
Sussex County,Delaware,78.511223894838,10,005,23.9
Alachua County,Florida,78.4485792222787,12,001,41.5
Baker County,Florida,75.0098994703056,12,003,12.8
Bay County,Florida,75.8233176738751,12,005,22.5
Bradford County,Florida,75.281591103258,12,007,11.8
Brevard County,Florida,77.4763904243823,12,009,27.7
Broward County,Florida,80.38591179557,12,011,31.0
Calhoun County,Florida,74.8724377962822,12,013,10.5
Charlotte County,Florida,80.0342861683159,12,015,21.6
Citrus County,Florida,75.4513819875713,12,017,17.8
Clay County,Florida,77.2720166250971,12,019,23.9
Collier County,Florida,84.5508843732645,12,021,33.9
Columbia County,Florida,74.9065889001892,12,023,15.9
Miami-Dade County,Florida,80.9623762730876,12,086,27.3
DeSoto County,Florida,79.2280677265237,12,027,10.0
Dixie County,Florida,74.6214509730913,12,029,6.4
Duval County,Florida,75.8624927005273,12,031,28.1
Escambia County,Florida,75.113067006593,12,033,24.9
Flagler County,Florida,78.902559028605,12,035,23.3
Franklin County,Florida,75.9324842435541,12,037,16.7
Gadsden County,Florida,75.3613788068946,12,039,17.5
Gilchrist County,Florida,76.6292374244165,12,041,12.3
Glades County,Florida,80.4808894980128,12,043,8.9
Gulf County,Florida,76.1199507239587,12,045,16.7
Hamilton County,Florida,75.3710930703004,12,047,10.2
Hardee County,Florida,78.4028121656282,12,049,9.6
Hendry County,Florida,77.1586211178051,12,051,9.1
Hernando County,Florida,76.698885399624,12,053,16.4
Highlands County,Florida,78.4630943919612,12,055,16.5
Hillsborough County,Florida,78.6239373423411,12,057,31.4
Holmes County,Florida,73.5174425326516,12,059,12.3
Indian River County,Florida,80.0878689742647,12,061,27.2
Jackson County,Florida,74.7530884871818,12,063,13.7
Jefferson County,Florida,76.8534552788289,12,065,19.0
Lafayette County,Florida,76.6907511322574,12,067,13.6
Lake County,Florida,78.590205121082,12,069,21.7
Lee County,Florida,81.4778140042049,12,071,26.7
Leon County,Florida,79.1669529782412,12,073,45.2
Levy County,Florida,74.6523472464417,12,075,11.2
Liberty County,Florida,75.8738053602364,12,077,12.5
Madison County,Florida,74.8453783699189,12,079,12.3
Manatee County,Florida,80.2599669690005,12,081,27.9
Marion County,Florida,76.1771704219972,12,083,18.4
Martin County,Florida,81.2904164027968,12,085,31.5
Monroe County,Florida,79.7025052428046,12,087,31.1
Nassau County,Florida,77.4137857800555,12,089,24.5
Okaloosa County,Florida,77.5272617741847,12,091,29.4
Okeechobee County,Florida,76.0526843058407,12,093,10.7
Orange County,Florida,79.6229938205538,12,095,31.9
Osceola County,Florida,79.1287941677334,12,097,18.7
Palm Beach County,Florida,81.5435098991609,12,099,34.2
Pasco County,Florida,77.1762844629969,12,101,22.5
Pinellas County,Florida,78.395681342823,12,103,29.5
Polk County,Florida,77.8620845497436,12,105,19.5
Putnam County,Florida,74.090780438707,12,107,12.7
Saint Johns County,Florida,80.7873785548533,12,109,42.5
Saint Lucie County,Florida,79.3208079937143,12,111,19.8
Santa Rosa County,Florida,77.4755310649387,12,113,26.9
Sarasota County,Florida,81.0536216072404,12,115,33.1
Seminole County,Florida,80.0229363433933,12,117,35.8
Sumter County,Florida,80.6805603758586,12,119,29.8
Suwannee County,Florida,75.2518438739817,12,121,12.0
Taylor County,Florida,75.0117232413597,12,123,9.8
Union County,Florida,68.1022321435241,12,125,7.6
Volusia County,Florida,76.5873174711124,12,127,22.4
Wakulla County,Florida,76.4257876549123,12,129,16.6
Walton County,Florida,77.5629641542452,12,131,26.3
Washington County,Florida,73.1869831493123,12,133,11.0
Appling County,Georgia,74.1433448346722,13,001,11.9
Atkinson County,Georgia,73.4957386486268,13,003,6.7
Bacon County,Georgia,72.7359964465048,13,005,13.2
Baker County,Georgia,77.1856340859936,13,007,11.0
Baldwin County,Georgia,76.09619616506,13,009,18.4
Banks County,Georgia,76.5450676909754,13,011,11.0
Barrow County,Georgia,76.411888155461,13,013,16.8
Bartow County,Georgia,76.1722834809012,13,015,18.5
Ben Hill County,Georgia,73.1598816340588,13,017,10.6
Berrien County,Georgia,74.6754529151076,13,019,12.3
Bibb County,Georgia,73.6322262198595,13,021,24.6
Bleckley County,Georgia,75.6717690416959,13,023,17.7
Brantley County,Georgia,74.2546400533743,13,025,9.5
Brooks County,Georgia,74.8172682959812,13,027,12.4
Bryan County,Georgia,76.1180906074149,13,029,33.3
Bulloch County,Georgia,76.9215839131574,13,031,28.2
Burke County,Georgia,73.6021263366518,13,033,10.4
Butts County,Georgia,73.8736433128169,13,035,10.2
Calhoun County,Georgia,74.7431979128518,13,037,10.3
Camden County,Georgia,77.7910556071849,13,039,22.6
Candler County,Georgia,73.5173794672618,13,043,14.2
Carroll County,Georgia,75.1905636320048,13,045,18.2
Catoosa County,Georgia,77.6873163555651,13,047,19.7
Charlton County,Georgia,76.4126485763899,13,049,9.0
Chatham County,Georgia,77.495475731078,13,051,32.9
Chattahoochee County,Georgia,77.0407510773315,13,053,30.1
Chattooga County,Georgia,73.4795878806539,13,055,8.9
Cherokee County,Georgia,79.8919212910128,13,057,35.5
Clarke County,Georgia,78.5390655519176,13,059,40.8
Clay County,Georgia,74.0565024724032,13,061,7.4
Clayton County,Georgia,76.5867255823059,13,063,19.0
Clinch County,Georgia,72.5941347103603,13,065,14.4
Cobb County,Georgia,80.1632391745068,13,067,45.0
Coffee County,Georgia,74.6415935021983,13,069,13.1
Colquitt County,Georgia,74.2395419909798,13,071,12.9
Columbia County,Georgia,79.9446528000494,13,073,35.1
Cook County,Georgia,74.3816861362536,13,075,13.8
Coweta County,Georgia,78.3629639007777,13,077,28.1
Crawford County,Georgia,75.7700017855094,13,079,13.1
Crisp County,Georgia,74.8754728821352,13,081,15.1
Dade County,Georgia,74.9169898375515,13,083,13.8
Dawson County,Georgia,77.8404809399285,13,085,29.8
Decatur County,Georgia,73.7947102183909,13,087,16.9
DeKalb County,Georgia,79.6424407722431,13,089,41.7
Dodge County,Georgia,75.2439111309318,13,091,13.5
Dooly County,Georgia,78.4687087657377,13,093,11.3
Dougherty County,Georgia,74.5138416570881,13,095,19.8
Douglas County,Georgia,77.3715511881552,13,097,26.1
Early County,Georgia,73.1140819945057,13,099,14.1
Echols County,Georgia,77.1261008355718,13,101,7.9
Effingham County,Georgia,76.3761584292673,13,103,18.3
Elbert County,Georgia,74.4234738881675,13,105,11.7
Emanuel County,Georgia,72.7620593157699,13,107,11.7
Evans County,Georgia,74.8433020894414,13,109,15.1
Fannin County,Georgia,76.9911635316195,13,111,17.7
Fayette County,Georgia,80.7588889119797,13,113,45.8
Floyd County,Georgia,75.2562231958774,13,115,19.8
Forsyth County,Georgia,81.64720509527,13,117,48.3
Franklin County,Georgia,73.9914157726118,13,119,12.6
Fulton County,Georgia,78.7678526769602,13,121,49.8
Gilmer County,Georgia,78.110295381191,13,123,17.8
Glascock County,Georgia,73.5591151643724,13,125,8.2
Glynn County,Georgia,77.1042251846537,13,127,28.2
Gordon County,Georgia,75.5399076199864,13,129,12.9
Grady County,Georgia,75.6781613975346,13,131,12.8
Greene County,Georgia,77.6535983104785,13,133,24.7
Gwinnett County,Georgia,80.5977995974354,13,135,34.9
Habersham County,Georgia,77.41930695738,13,137,17.5
Hall County,Georgia,78.8501578196255,13,139,22.5
Hancock County,Georgia,75.5511526228516,13,141,10.9
Haralson County,Georgia,73.2548609996383,13,143,13.8
Harris County,Georgia,79.3637275024378,13,145,26.6
Hart County,Georgia,76.8943495410448,13,147,13.7
Heard County,Georgia,74.7359238306926,13,149,10.5
Henry County,Georgia,77.2246725220502,13,151,27.5
Houston County,Georgia,77.4957791397741,13,153,24.0
Irwin County,Georgia,74.9700522755473,13,155,11.1
Jackson County,Georgia,76.154219538743,13,157,19.1
Jasper County,Georgia,75.9077043960719,13,159,10.4
Jeff Davis County,Georgia,73.27850301101,13,161,10.7
Jefferson County,Georgia,72.677315464956,13,163,10.4
Jenkins County,Georgia,73.4881821924482,13,165,13.0
Johnson County,Georgia,76.1256460094423,13,167,8.7
Jones County,Georgia,77.9077041501382,13,169,20.2
Lamar County,Georgia,74.5163705283169,13,171,17.2
Lanier County,Georgia,75.3402613596848,13,173,15.4
Laurens County,Georgia,74.6099464490999,13,175,15.2
Lee County,Georgia,76.7932149732719,13,177,24.2
Liberty County,Georgia,76.4775650868514,13,179,18.9
Lincoln County,Georgia,76.1576916943944,13,181,13.2
Long County,Georgia,78.3681666188566,13,183,15.2
Lowndes County,Georgia,75.995529913625,13,185,23.9
Lumpkin County,Georgia,77.6218085990866,13,187,27.0
McDuffie County,Georgia,73.8513564466333,13,189,14.2
McIntosh County,Georgia,79.7602966419833,13,191,13.8
Macon County,Georgia,73.8433801513223,13,193,8.5
Madison County,Georgia,75.8660518401721,13,195,15.5
Marion County,Georgia,76.3753888559576,13,197,11.1
Meriwether County,Georgia,74.4599480502971,13,199,10.1
Miller County,Georgia,73.539483539702,13,201,11.4
Mitchell County,Georgia,74.2252815852118,13,205,12.0
Monroe County,Georgia,77.4615928697148,13,207,22.2
Montgomery County,Georgia,75.1047075175106,13,209,15.6
Morgan County,Georgia,77.4326850024947,13,211,20.8
Murray County,Georgia,74.8101618892847,13,213,10.9
Muscogee County,Georgia,74.2199476837889,13,215,25.0
Newton County,Georgia,76.0155551337021,13,217,19.8
Oconee County,Georgia,80.90554970106,13,219,46.6
Oglethorpe County,Georgia,77.8050173797246,13,221,16.6
Paulding County,Georgia,78.4895950797659,13,223,24.6
Peach County,Georgia,73.7980458639214,13,225,20.2
Pickens County,Georgia,77.1138210119651,13,227,24.8
Pierce County,Georgia,74.4889636156105,13,229,12.9
Pike County,Georgia,75.5700513081301,13,231,15.3
Polk County,Georgia,73.3539926871238,13,233,13.0
Pulaski County,Georgia,77.5360379042965,13,235,11.8
Putnam County,Georgia,77.3546977694882,13,237,18.3
Quitman County,Georgia,75.2221673212216,13,239,8.6
Rabun County,Georgia,77.1527603986146,13,241,26.3
Randolph County,Georgia,75.426296165832,13,243,13.4
Richmond County,Georgia,73.8653991245777,13,245,21.0
Rockdale County,Georgia,77.7038819561169,13,247,26.0
Schley County,Georgia,77.1063445326143,13,249,14.9
Screven County,Georgia,74.4653823162502,13,251,14.4
Seminole County,Georgia,73.7255189590861,13,253,14.9
Spalding County,Georgia,74.2485252754827,13,255,15.4
Stephens County,Georgia,73.3793014301216,13,257,17.6
Stewart County,Georgia,74.0889879344936,13,259,10.4
Sumter County,Georgia,74.507156199642,13,261,19.9
Talbot County,Georgia,74.7719078108227,13,263,12.6
Taliaferro County,Georgia,74.4151345520244,13,265,8.8
Tattnall County,Georgia,74.8066149880787,13,267,11.4
