County,State,mean_life_expectancy,State_FIPS,County_FIPS,Total Occupied Households
Prowers County,Colorado,76.7197991902101,08,099,4913.0
Pueblo County,Colorado,76.2368027257113,08,101,63489.0
Rio Blanco County,Colorado,78.6915559197346,08,103,2417.0
Rio Grande County,Colorado,76.5723480456952,08,105,4750.0
Routt County,Colorado,83.137600225356,08,107,9478.0
Saguache County,Colorado,79.5112275070078,08,109,2626.0
San Miguel County,Colorado,86.0178704274716,08,113,3301.0
Sedgwick County,Colorado,77.5401451830135,08,115,998.0
Summit County,Colorado,91.044579954477,08,117,9455.0
Teller County,Colorado,80.4232362556622,08,119,10076.0
Washington County,Colorado,79.4007814134676,08,121,2012.0
Yuma County,Colorado,78.8003703636188,08,125,4053.0
Adams County,Colorado,80.2868507759135,08,001,162508.0
Arapahoe County,Colorado,80.2868507759135,08,005,235263.0
Boulder County,Colorado,80.2868507759135,08,013,125026.0
Broomfield County,Colorado,80.2868507759135,08,014,25938.0
Denver County,Colorado,80.2868507759135,08,031,287262.0
Jefferson County,Colorado,80.2868507759135,08,059,227805.0
Weld County,Colorado,80.2868507759135,08,123,99817.0
Fairfield County,Connecticut,82.5946872177968,09,001,337678.0
Hartford County,Connecticut,80.0972707575589,09,003,348871.0
Litchfield County,Connecticut,80.2933334667025,09,005,74605.0
Middlesex County,Connecticut,81.0203125170856,09,007,66599.0
New Haven County,Connecticut,79.9816945680513,09,009,327402.0
New London County,Connecticut,79.8089429093262,09,011,107193.0
Tolland County,Connecticut,81.5167123037912,09,013,54878.0
Windham County,Connecticut,78.7003951043393,09,015,44529.0
Kent County,Delaware,77.1563248845642,10,001,63381.0
New Castle County,Delaware,78.1368239340031,10,003,202654.0
Sussex County,Delaware,78.4659649042153,10,005,86322.0
Alachua County,Florida,78.280773345389,12,001,97485.0
Baker County,Florida,74.8631741870423,12,003,8299.0
Bay County,Florida,75.6776481016893,12,005,68667.0
Bradford County,Florida,75.0591892268178,12,007,8980.0
Brevard County,Florida,77.2150847771434,12,009,227223.0
Broward County,Florida,80.3317307609575,12,011,675828.0
Calhoun County,Florida,74.6772354135484,12,013,4581.0
Charlotte County,Florida,80.03383445763,12,015,74884.0
Citrus County,Florida,75.2399918924409,12,017,62488.0
Clay County,Florida,77.188860994767,12,019,71939.0
Collier County,Florida,84.595444361758,12,021,138131.0
Columbia County,Florida,74.7773936232838,12,023,24722.0
Miami-Dade County,Florida,80.9425605320856,12,086,858289.0
DeSoto County,Florida,79.1444636027855,12,027,11744.0
Dixie County,Florida,74.5575346674888,12,029,6431.0
Duval County,Florida,75.6156823037129,12,031,347783.0
Escambia County,Florida,74.9177305679025,12,033,117836.0
Flagler County,Florida,78.664439632624,12,035,39433.0
Franklin County,Florida,75.8945940583455,12,037,4327.0
Gadsden County,Florida,75.1015247970268,12,039,17310.0
Gilchrist County,Florida,76.5403282898351,12,041,6399.0
Glades County,Florida,80.3593819027898,12,043,4297.0
Gulf County,Florida,76.1867572155153,12,045,5295.0
Hamilton County,Florida,75.20250890304,12,047,4551.0
Hardee County,Florida,78.2845185703614,12,049,7718.0
Hendry County,Florida,76.8823667223551,12,051,12098.0
Hernando County,Florida,76.4093994711709,12,053,72234.0
Highlands County,Florida,78.1939608334697,12,055,41350.0
Hillsborough County,Florida,78.5404586829892,12,057,505845.0
Holmes County,Florida,73.2084521422928,12,059,7019.0
Indian River County,Florida,79.907697163534,12,061,57911.0
Jackson County,Florida,74.6358394836189,12,063,17041.0
Jefferson County,Florida,76.8845831245796,12,065,5702.0
Lafayette County,Florida,76.6581957641507,12,067,2193.0
Lake County,Florida,78.2864216245771,12,069,127441.0
Lee County,Florida,81.3739581271401,12,071,264325.0
Leon County,Florida,79.030358739809,12,073,112373.0
Levy County,Florida,74.6229846286448,12,075,15806.0
Liberty County,Florida,75.7518222351327,12,077,2325.0
Madison County,Florida,74.8388882546744,12,079,6743.0
Manatee County,Florida,80.1910648097431,12,081,140255.0
Marion County,Florida,75.9623016853633,12,083,134747.0
Martin County,Florida,81.1568203073339,12,085,63497.0
Monroe County,Florida,79.6005221210364,12,087,30198.0
Nassau County,Florida,77.2759370761858,12,089,30454.0
Okaloosa County,Florida,77.3889246282456,12,091,76574.0
Okeechobee County,Florida,75.9457097645825,12,093,13333.0
Orange County,Florida,79.5269054955863,12,095,451960.0
Osceola County,Florida,78.8810610995138,12,097,96250.0
Palm Beach County,Florida,81.3829024333588,12,099,543591.0
Pasco County,Florida,77.098851734423,12,101,195818.0
Pinellas County,Florida,78.2987745279353,12,103,406871.0
Polk County,Florida,77.7020921564756,12,105,226604.0
Putnam County,Florida,73.635254100304,12,107,27951.0
Saint Johns County,Florida,80.5809996179964,12,109,83744.0
Saint Lucie County,Florida,79.2977622741057,12,111,110043.0
Santa Rosa County,Florida,77.3193290919895,12,113,60607.0
Sarasota County,Florida,80.9350383168968,12,115,177998.0
Seminole County,Florida,79.8402255658359,12,117,161371.0
Sumter County,Florida,80.4806227609364,12,119,52360.0
Suwannee County,Florida,75.2150765992341,12,121,15291.0
Taylor County,Florida,74.7442078191434,12,123,7406.0
Union County,Florida,67.8919995760419,12,125,3946.0
Volusia County,Florida,76.2981063923098,12,127,209885.0
Wakulla County,Florida,76.2724538807062,12,129,11075.0
Walton County,Florida,77.3545360296973,12,131,25449.0
Washington County,Florida,72.8960237830396,12,133,8558.0
Appling County,Georgia,74.0084605365612,13,001,6702.0
Atkinson County,Georgia,73.4390527880296,13,003,2835.0
Bacon County,Georgia,72.5321912655798,13,005,3989.0
Baker County,Georgia,77.1226977730015,13,007,1321.0
Baldwin County,Georgia,75.885623089803,13,009,16330.0
Banks County,Georgia,76.5761341138381,13,011,6489.0
Barrow County,Georgia,76.4531171029684,13,013,24588.0
Bartow County,Georgia,76.2159238347912,13,015,37120.0
Ben Hill County,Georgia,72.9889666208592,13,017,6361.0
Berrien County,Georgia,74.439001968007,13,019,7240.0
Bibb County,Georgia,73.6270349335338,13,021,57319.0
Bleckley County,Georgia,75.6767775470061,13,023,4155.0
Brantley County,Georgia,74.2535435032282,13,025,6658.0
Brooks County,Georgia,74.7365498889901,13,027,6337.0
Bryan County,Georgia,75.9644967649488,13,029,12366.0
Bulloch County,Georgia,76.8294282235662,13,031,26632.0
Burke County,Georgia,73.7095855538626,13,033,8068.0
Butts County,Georgia,73.7983435794374,13,035,8053.0
Calhoun County,Georgia,74.4920251011037,13,037,1865.0
Camden County,Georgia,77.8072993071322,13,039,18913.0
Candler County,Georgia,73.3882320641854,13,043,4061.0
Carroll County,Georgia,75.1232865117092,13,045,41123.0
Catoosa County,Georgia,77.5910778852834,13,047,24719.0
Charlton County,Georgia,76.3359105899648,13,049,3537.0
Chatham County,Georgia,77.490102718577,13,051,107427.0
Chattahoochee County,Georgia,77.0231781510592,13,053,2505.0
Chattooga County,Georgia,73.4170928402242,13,055,9253.0
Cherokee County,Georgia,79.8435454979864,13,057,83150.0
Clarke County,Georgia,78.6318913183763,13,059,46291.0
Clay County,Georgia,73.9493638446073,13,061,1154.0
Clayton County,Georgia,76.5508691906889,13,063,91604.0
Clinch County,Georgia,72.4247234455474,13,065,2576.0
Cobb County,Georgia,80.2177640812596,13,067,274361.0
Coffee County,Georgia,74.4295289710942,13,069,14329.0
Colquitt County,Georgia,74.0379120198679,13,071,15599.0
Columbia County,Georgia,79.8999326107972,13,073,45823.0
Cook County,Georgia,74.3093937088097,13,075,6065.0
Coweta County,Georgia,78.3648849335877,13,077,50531.0
Crawford County,Georgia,75.6561888490683,13,079,4715.0
Crisp County,Georgia,74.6124945203586,13,081,8312.0
Dade County,Georgia,75.0924029502412,13,083,6089.0
Dawson County,Georgia,77.8849206643038,13,085,8557.0
Decatur County,Georgia,73.7088647064192,13,087,10311.0
DeKalb County,Georgia,79.8238732978234,13,089,273614.0
Dodge County,Georgia,75.1775460945016,13,091,7858.0
Dooly County,Georgia,78.2138090959277,13,093,5171.0
Dougherty County,Georgia,74.3569712282889,13,095,34842.0
Douglas County,Georgia,77.3960194322986,13,097,48426.0
Early County,Georgia,73.2371558935003,13,099,4032.0
Echols County,Georgia,77.0599023389516,13,101,1502.0
Effingham County,Georgia,76.3909397434421,13,103,19584.0
Elbert County,Georgia,74.195571787566,13,105,7730.0
Emanuel County,Georgia,72.6318304928933,13,107,8387.0
Evans County,Georgia,74.7149148196397,13,109,4023.0
Fannin County,Georgia,77.0727670886557,13,111,10175.0
Fayette County,Georgia,80.7682924448471,13,113,39604.0
Floyd County,Georgia,75.0581302260989,13,115,35506.0
Forsyth County,Georgia,81.674209211008,13,117,70468.0
Franklin County,Georgia,73.8725746030686,13,119,8322.0
Fulton County,Georgia,78.867596065924,13,121,391850.0
Gilmer County,Georgia,77.9602337939812,13,123,11468.0
Glascock County,Georgia,73.394960919002,13,125,1083.0
Glynn County,Georgia,77.1335060809149,13,127,33200.0
Gordon County,Georgia,75.4706012819472,13,129,19959.0
Grady County,Georgia,75.5518347037765,13,131,9092.0
Greene County,Georgia,77.7512340805882,13,133,6793.0
Gwinnett County,Georgia,80.607617253456,13,135,283256.0
Habersham County,Georgia,77.3582989596064,13,137,15106.0
Hall County,Georgia,78.8960139014754,13,139,63095.0
Hancock County,Georgia,75.3903158501469,13,141,2970.0
Haralson County,Georgia,73.2656065600872,13,143,11033.0
Harris County,Georgia,79.295601776848,13,145,12088.0
Hart County,Georgia,76.8248765683369,13,147,9848.0
Heard County,Georgia,74.7199641903674,13,149,4379.0
Henry County,Georgia,77.181720507416,13,151,72697.0
Houston County,Georgia,77.3383420736599,13,153,55200.0
Irwin County,Georgia,74.8751692688427,13,155,3323.0
Jackson County,Georgia,76.2832039775414,13,157,21785.0
Jasper County,Georgia,75.7749845245545,13,159,5100.0
Jeff Davis County,Georgia,73.2268902139052,13,161,5210.0
Jefferson County,Georgia,72.5992407627131,13,163,5797.0
Jenkins County,Georgia,73.3841998147857,13,165,3375.0
Johnson County,Georgia,76.0287103065729,13,167,3277.0
Jones County,Georgia,77.8374428106185,13,169,10472.0
Lamar County,Georgia,74.3508731721163,13,171,6263.0
Lanier County,Georgia,75.3835180951939,13,173,3744.0
Laurens County,Georgia,74.4577525082559,13,175,17437.0
Lee County,Georgia,76.6914056662725,13,177,10292.0
Liberty County,Georgia,76.3021109268363,13,179,23108.0
Lincoln County,Georgia,76.1794942621868,13,181,3438.0
Long County,Georgia,78.4618707054974,13,183,5399.0
Lowndes County,Georgia,75.8358035603923,13,185,40318.0
Lumpkin County,Georgia,77.7101053772346,13,187,11412.0
McDuffie County,Georgia,73.7738203200434,13,189,8156.0
McIntosh County,Georgia,79.7108099163917,13,191,5730.0
Macon County,Georgia,73.7317039474685,13,193,4618.0
Madison County,Georgia,75.840925411624,13,195,10571.0
Marion County,Georgia,76.2946453096112,13,197,3263.0
Meriwether County,Georgia,74.4847266846964,13,199,8108.0
Miller County,Georgia,73.0734881813492,13,201,2326.0
Mitchell County,Georgia,74.0885588705262,13,205,7991.0
Monroe County,Georgia,77.4835874483883,13,207,9590.0
Montgomery County,Georgia,75.0403904752512,13,209,3077.0
Morgan County,Georgia,77.3359048444416,13,211,6698.0
Murray County,Georgia,74.7984649731187,13,213,14176.0
Muscogee County,Georgia,74.0661905409308,13,215,73179.0
Newton County,Georgia,76.0968360464372,13,217,35823.0
Oconee County,Georgia,80.9648939245257,13,219,12693.0
Oglethorpe County,Georgia,77.6363584185965,13,221,5642.0
Paulding County,Georgia,78.486927311261,13,223,51397.0
Peach County,Georgia,73.7058392267195,13,225,10113.0
Pickens County,Georgia,77.0978924166854,13,227,11379.0
Pierce County,Georgia,74.2596164151985,13,229,6975.0
Pike County,Georgia,75.4989917474708,13,231,5963.0
Polk County,Georgia,73.2748803672115,13,233,14949.0
