County,State,State_FIPS,County_FIPS,black_population
Palm Beach County,Florida,12,099,234735
Pasco County,Florida,12,101,21580
Pinellas County,Florida,12,103,94925
Polk County,Florida,12,105,90406
Putnam County,Florida,12,107,12089
Saint Johns County,Florida,12,109,10221
Saint Lucie County,Florida,12,111,53290
Santa Rosa County,Florida,12,113,8385
Sarasota County,Florida,12,115,17396
Seminole County,Florida,12,117,47373
Sumter County,Florida,12,119,9131
Suwannee County,Florida,12,121,5292
Taylor County,Florida,12,123,4862
Union County,Florida,12,125,3157
Volusia County,Florida,12,127,52061
Wakulla County,Florida,12,129,4632
Walton County,Florida,12,131,3033
Washington County,Florida,12,133,3608
Appling County,Georgia,13,001,3572
Atkinson County,Georgia,13,003,1434
Bacon County,Georgia,13,005,1874
Baker County,Georgia,13,007,2060
Baldwin County,Georgia,13,009,19014
Banks County,Georgia,13,011,516
Barrow County,Georgia,13,013,8025
Bartow County,Georgia,13,015,10248
Ben Hill County,Georgia,13,017,6147
Berrien County,Georgia,13,019,2093
Bibb County,Georgia,13,021,81150
Bleckley County,Georgia,13,023,3478
Brantley County,Georgia,13,025,638
Brooks County,Georgia,13,027,5614
Bryan County,Georgia,13,029,4351
Bulloch County,Georgia,13,031,19905
Burke County,Georgia,13,033,11572
Butts County,Georgia,13,035,6597
Calhoun County,Georgia,13,037,3930
Camden County,Georgia,13,039,9923
Candler County,Georgia,13,043,2672
Carroll County,Georgia,13,045,20245
Catoosa County,Georgia,13,047,1697
Charlton County,Georgia,13,049,3439
Chatham County,Georgia,13,051,108247
Chattahoochee County,Georgia,13,053,2293
Chattooga County,Georgia,13,055,2890
Cherokee County,Georgia,13,057,13390
Clarke County,Georgia,13,059,31252
Clay County,Georgia,13,061,1809
Clayton County,Georgia,13,063,172228
Clinch County,Georgia,13,065,1875
Cobb County,Georgia,13,067,179044
Coffee County,Georgia,13,069,11857
Colquitt County,Georgia,13,071,10726
Columbia County,Georgia,13,073,20525
Cook County,Georgia,13,075,4741
Coweta County,Georgia,13,077,23089
Crawford County,Georgia,13,079,2927
Crisp County,Georgia,13,081,10195
Dade County,Georgia,13,083,183
Dawson County,Georgia,13,085,53
Decatur County,Georgia,13,087,11461
DeKalb County,Georgia,13,089,377749
Dodge County,Georgia,13,091,6248
Dooly County,Georgia,13,093,7567
Dougherty County,Georgia,13,095,63431
Douglas County,Georgia,13,097,53546
Early County,Georgia,13,099,5516
Echols County,Georgia,13,101,79
Effingham County,Georgia,13,103,7225
Elbert County,Georgia,13,105,6046
Emanuel County,Georgia,13,107,7636
Evans County,Georgia,13,109,3212
Fannin County,Georgia,13,111,73
Fayette County,Georgia,13,113,21558
Floyd County,Georgia,13,115,13823
Forsyth County,Georgia,13,117,5053
Franklin County,Georgia,13,119,1929
Fulton County,Georgia,13,121,418997
Gilmer County,Georgia,13,123,211
Glascock County,Georgia,13,125,221
Glynn County,Georgia,13,127,20513
Gordon County,Georgia,13,129,2469
Grady County,Georgia,13,131,7269
Greene County,Georgia,13,133,6120
Gwinnett County,Georgia,13,135,199558
Habersham County,Georgia,13,137,1759
Hall County,Georgia,13,139,13644
Hancock County,Georgia,13,141,6892
Haralson County,Georgia,13,143,1302
Harris County,Georgia,13,145,5502
Hart County,Georgia,13,147,5117
Heard County,Georgia,13,149,1123
Henry County,Georgia,13,151,76916
Houston County,Georgia,13,153,41605
Irwin County,Georgia,13,155,2714
Jackson County,Georgia,13,157,4377
Jasper County,Georgia,13,159,2938
Jeff Davis County,Georgia,13,161,2357
Jefferson County,Georgia,13,163,9196
Jenkins County,Georgia,13,165,3035
Johnson County,Georgia,13,167,3368
Jones County,Georgia,13,169,7140
Lamar County,Georgia,13,171,5647
Lanier County,Georgia,13,173,2296
Laurens County,Georgia,13,175,17329
Lee County,Georgia,13,177,5659
Liberty County,Georgia,13,179,26605
Lincoln County,Georgia,13,181,2571
Long County,Georgia,13,183,4051
Lowndes County,Georgia,13,185,40144
Lumpkin County,Georgia,13,187,766
McDuffie County,Georgia,13,189,8872
McIntosh County,Georgia,13,191,4871
Macon County,Georgia,13,193,8778
Madison County,Georgia,13,195,2289
Marion County,Georgia,13,197,2767
Meriwether County,Georgia,13,199,8875
Miller County,Georgia,13,201,1818
Mitchell County,Georgia,13,205,11220
Monroe County,Georgia,13,207,6367
Montgomery County,Georgia,13,209,2423
Morgan County,Georgia,13,211,4348
Murray County,Georgia,13,213,466
Muscogee County,Georgia,13,215,87989
Newton County,Georgia,13,217,41143
Oconee County,Georgia,13,219,1836
Oglethorpe County,Georgia,13,221,2463
Paulding County,Georgia,13,223,25084
Peach County,Georgia,13,225,12778
Pickens County,Georgia,13,227,433
Pierce County,Georgia,13,229,1685
Pike County,Georgia,13,231,1995
Polk County,Georgia,13,233,5378
Pulaski County,Georgia,13,235,3577
Putnam County,Georgia,13,237,5713
Quitman County,Georgia,13,239,1352
Rabun County,Georgia,13,241,220
Randolph County,Georgia,13,243,4434
Richmond County,Georgia,13,245,109458
Rockdale County,Georgia,13,247,40517
Schley County,Georgia,13,249,1357
Screven County,Georgia,13,251,6129
Seminole County,Georgia,13,253,2945
Spalding County,Georgia,13,255,21123
Stephens County,Georgia,13,257,3288
Stewart County,Georgia,13,259,3533
Sumter County,Georgia,13,261,16551
Talbot County,Georgia,13,263,3972
Taliaferro County,Georgia,13,265,968
Tattnall County,Georgia,13,267,7203
Taylor County,Georgia,13,269,3392
Telfair County,Georgia,13,271,6380
Terrell County,Georgia,13,273,5608
Thomas County,Georgia,13,275,16683
Tift County,Georgia,13,277,11811
Toombs County,Georgia,13,279,6873
Towns County,Georgia,13,281,155
Treutlen County,Georgia,13,283,2053
Troup County,Georgia,13,285,22934
Turner County,Georgia,13,287,3603
Twiggs County,Georgia,13,289,3806
Union County,Georgia,13,291,164
Upson County,Georgia,13,293,7509
Walker County,Georgia,13,295,3037
Walton County,Georgia,13,297,12953
Ware County,Georgia,13,299,10904
Warren County,Georgia,13,301,3448
Washington County,Georgia,13,303,11077
Wayne County,Georgia,13,305,6502
Webster County,Georgia,13,307,1258
Wheeler County,Georgia,13,309,3173
White County,Georgia,13,311,838
Whitfield County,Georgia,13,313,4005
Wilcox County,Georgia,13,315,3392
Wilkes County,Georgia,13,317,4395
Wilkinson County,Georgia,13,319,3575
Worth County,Georgia,13,321,6157
Hawaii County,Hawaii,15,001,1246
Honolulu County,Hawaii,15,003,22246
Kauai County,Hawaii,15,007,329
Kalawao County,Hawaii,15,005,0
Maui County,Hawaii,15,009,711
Ada County,Idaho,16,001,3912
Adams County,Idaho,16,003,0
Bannock County,Idaho,16,005,593
Bear Lake County,Idaho,16,007,7
Benewah County,Idaho,16,009,154
Bingham County,Idaho,16,011,125
Blaine County,Idaho,16,013,7
Boise County,Idaho,16,015,32
Bonner County,Idaho,16,017,90
Bonneville County,Idaho,16,019,780
Boundary County,Idaho,16,021,20
Butte County,Idaho,16,023,38
Camas County,Idaho,16,025,0
Canyon County,Idaho,16,027,789
Caribou County,Idaho,16,029,4
Cassia County,Idaho,16,031,70
Clearwater County,Idaho,16,035,25
Custer County,Idaho,16,037,0
Elmore County,Idaho,16,039,678
Franklin County,Idaho,16,041,17
Fremont County,Idaho,16,043,6
Gem County,Idaho,16,045,4
Gooding County,Idaho,16,047,5
Idaho County,Idaho,16,049,28
Jefferson County,Idaho,16,051,31
Jerome County,Idaho,16,053,40
Kootenai County,Idaho,16,055,411
Latah County,Idaho,16,057,185
Lemhi County,Idaho,16,059,9
Lewis County,Idaho,16,061,0
Lincoln County,Idaho,16,063,17
Madison County,Idaho,16,065,239
Minidoka County,Idaho,16,067,54
Nez Perce County,Idaho,16,069,118
Oneida County,Idaho,16,071,0
Owyhee County,Idaho,16,073,0
Payette County,Idaho,16,075,13
Power County,Idaho,16,077,5
Shoshone County,Idaho,16,079,23
Teton County,Idaho,16,081,0
Twin Falls County,Idaho,16,083,426
Valley County,Idaho,16,085,2
Washington County,Idaho,16,087,0
Adams County,Illinois,17,001,2420
Alexander County,Illinois,17,003,2814
Bond County,Illinois,17,005,369
Boone County,Illinois,17,007,1309
Brown County,Illinois,17,009,997
Bureau County,Illinois,17,011,231
Calhoun County,Illinois,17,013,6
Carroll County,Illinois,17,015,128
Cass County,Illinois,17,017,455
Champaign County,Illinois,17,019,25166
Christian County,Illinois,17,021,627
Clark County,Illinois,17,023,52
Clay County,Illinois,17,025,108
Clinton County,Illinois,17,027,1312
Coles County,Illinois,17,029,1984
Cook County,Illinois,17,031,1272312
Crawford County,Illinois,17,033,532
Cumberland County,Illinois,17,035,39
DeKalb County,Illinois,17,037,6657
De Witt County,Illinois,17,039,155
Douglas County,Illinois,17,041,81
DuPage County,Illinois,17,043,42553
Edgar County,Illinois,17,045,76
Edwards County,Illinois,17,047,29
Effingham County,Illinois,17,049,54
Fayette County,Illinois,17,051,517
Ford County,Illinois,17,053,68
Franklin County,Illinois,17,055,64
Fulton County,Illinois,17,057,991
Gallatin County,Illinois,17,059,26
Greene County,Illinois,17,061,145
Grundy County,Illinois,17,063,654
Hamilton County,Illinois,17,065,69
Hancock County,Illinois,17,067,64
Hardin County,Illinois,17,069,40
Henderson County,Illinois,17,071,29
Henry County,Illinois,17,073,861
Iroquois County,Illinois,17,075,362
Jackson County,Illinois,17,077,8584
Jasper County,Illinois,17,079,8
Jefferson County,Illinois,17,081,3034
Jersey County,Illinois,17,083,94
Jo Daviess County,Illinois,17,085,75
Johnson County,Illinois,17,087,1143
Kane County,Illinois,17,089,28200
Kankakee County,Illinois,17,091,16679
Kendall County,Illinois,17,093,6650
Knox County,Illinois,17,095,4319
Lake County,Illinois,17,097,47959
LaSalle County,Illinois,17,099,2197
Lawrence County,Illinois,17,101,3445
Lee County,Illinois,17,103,1673
Livingston County,Illinois,17,105,2153
Logan County,Illinois,17,107,3581
McDonough County,Illinois,17,109,1747
McHenry County,Illinois,17,111,3669
McLean County,Illinois,17,113,12693
Macon County,Illinois,17,115,17503
Macoupin County,Illinois,17,117,269
Madison County,Illinois,17,119,21233
Marion County,Illinois,17,121,1374
Marshall County,Illinois,17,123,72
Mason County,Illinois,17,125,168
Massac County,Illinois,17,127,898
Menard County,Illinois,17,129,106
Mercer County,Illinois,17,131,45
Monroe County,Illinois,17,133,10
Montgomery County,Illinois,17,135,2306
Morgan County,Illinois,17,137,2166
Moultrie County,Illinois,17,139,70
Ogle County,Illinois,17,141,454
Peoria County,Illinois,17,143,33054
Perry County,Illinois,17,145,1940
Piatt County,Illinois,17,147,37
Pike County,Illinois,17,149,227
Pope County,Illinois,17,151,164
Pulaski County,Illinois,17,153,2001
Putnam County,Illinois,17,155,12
Randolph County,Illinois,17,157,3347
Richland County,Illinois,17,159,66
Rock Island County,Illinois,17,161,13810
Saint Clair County,Illinois,17,163,81086
Saline County,Illinois,17,165,978
Sangamon County,Illinois,17,167,24143
Schuyler County,Illinois,17,169,99
Scott County,Illinois,17,171,0
Shelby County,Illinois,17,173,86
Stark County,Illinois,17,175,23
Stephenson County,Illinois,17,177,4205
Tazewell County,Illinois,17,179,1311
Union County,Illinois,17,181,399
Vermilion County,Illinois,17,183,10714
Wabash County,Illinois,17,185,3
Warren County,Illinois,17,187,519
Washington County,Illinois,17,189,100
Wayne County,Illinois,17,191,76
White County,Illinois,17,193,91
Whiteside County,Illinois,17,195,819
Will County,Illinois,17,197,74398
Williamson County,Illinois,17,199,2607
Winnebago County,Illinois,17,201,35979
Woodford County,Illinois,17,203,297
Adams County,Indiana,18,001,195
Allen County,Indiana,18,003,42734
Bartholomew County,Indiana,18,005,1533
Benton County,Indiana,18,007,71
Blackford County,Indiana,18,009,54
Boone County,Indiana,18,011,660
Brown County,Indiana,18,013,28
Carroll County,Indiana,18,015,102
Cass County,Indiana,18,017,685
Clark County,Indiana,18,019,7480
Clay County,Indiana,18,021,91
Clinton County,Indiana,18,023,291
Crawford County,Indiana,18,025,39
Daviess County,Indiana,18,027,300
Dearborn County,Indiana,18,029,354
Decatur County,Indiana,18,031,150
DeKalb County,Indiana,18,033,63
Delaware County,Indiana,18,035,5625
Dubois County,Indiana,18,037,160
Elkhart County,Indiana,18,039,11769
Fayette County,Indiana,18,041,333
Floyd County,Indiana,18,043,3500
Fountain County,Indiana,18,045,65
Franklin County,Indiana,18,047,42
Fulton County,Indiana,18,049,219
Gibson County,Indiana,18,051,640
Grant County,Indiana,18,053,4732
Greene County,Indiana,18,055,87
Hamilton County,Indiana,18,057,10003
Hancock County,Indiana,18,059,1512
Harrison County,Indiana,18,061,224
Hendricks County,Indiana,18,063,7766
Henry County,Indiana,18,065,812
Howard County,Indiana,18,067,5941
Huntington County,Indiana,18,069,206
Jackson County,Indiana,18,071,163
Jasper County,Indiana,18,073,262
Jay County,Indiana,18,075,58
Jefferson County,Indiana,18,077,661
Jennings County,Indiana,18,079,297
Johnson County,Indiana,18,081,2429
Knox County,Indiana,18,083,1103
Kosciusko County,Indiana,18,085,540
LaGrange County,Indiana,18,087,35
Lake County,Indiana,18,089,124958
LaPorte County,Indiana,18,091,11891
Lawrence County,Indiana,18,093,210
Madison County,Indiana,18,095,8842
Marion County,Indiana,18,097,244753
Marshall County,Indiana,18,099,346
Martin County,Indiana,18,101,20
Miami County,Indiana,18,103,1784
Monroe County,Indiana,18,105,4304
Montgomery County,Indiana,18,107,400
Morgan County,Indiana,18,109,248
Newton County,Indiana,18,111,29
Noble County,Indiana,18,113,77
Ohio County,Indiana,18,115,41
Orange County,Indiana,18,117,322
Owen County,Indiana,18,119,100
Parke County,Indiana,18,121,453
Perry County,Indiana,18,123,577
Pike County,Indiana,18,125,13
Porter County,Indiana,18,127,5500
Posey County,Indiana,18,129,356
Pulaski County,Indiana,18,131,18
Putnam County,Indiana,18,133,1516
Randolph County,Indiana,18,135,100
Ripley County,Indiana,18,137,123
Rush County,Indiana,18,139,162
Saint Joseph County,Indiana,18,141,34311
Scott County,Indiana,18,143,264
Shelby County,Indiana,18,145,522
Spencer County,Indiana,18,147,145
Starke County,Indiana,18,149,83
Steuben County,Indiana,18,151,178
Sullivan County,Indiana,18,153,1086
Switzerland County,Indiana,18,155,24
Tippecanoe County,Indiana,18,157,7343
Tipton County,Indiana,18,159,35
Union County,Indiana,18,161,33
Vanderburgh County,Indiana,18,163,16382
Vermillion County,Indiana,18,165,27
Vigo County,Indiana,18,167,7138
Wabash County,Indiana,18,169,202
Warren County,Indiana,18,171,10
Warrick County,Indiana,18,173,586
Washington County,Indiana,18,175,100
Wayne County,Indiana,18,177,3002
Wells County,Indiana,18,179,107
White County,Indiana,18,181,39
Whitley County,Indiana,18,183,180
Adair County,Iowa,19,001,28
Adams County,Iowa,19,003,12
Allamakee County,Iowa,19,005,63
Appanoose County,Iowa,19,007,60
Audubon County,Iowa,19,009,12
Benton County,Iowa,19,011,122
Black Hawk County,Iowa,19,013,11997
Boone County,Iowa,19,015,256
