County,State,State_FIPS,County_FIPS,native_american_population
Mesa County,Colorado,08,077,1643
Moffat County,Colorado,08,081,197
Montezuma County,Colorado,08,083,2955
Montrose County,Colorado,08,085,249
Morgan County,Colorado,08,087,255
Otero County,Colorado,08,089,372
Ouray County,Colorado,08,091,20
Park County,Colorado,08,093,180
Phillips County,Colorado,08,095,35
Pitkin County,Colorado,08,097,32
Prowers County,Colorado,08,099,14
Pueblo County,Colorado,08,101,2625
Rio Blanco County,Colorado,08,103,120
Rio Grande County,Colorado,08,105,170
Routt County,Colorado,08,107,215
Saguache County,Colorado,08,109,106
San Miguel County,Colorado,08,113,32
Sedgwick County,Colorado,08,115,11
Summit County,Colorado,08,117,0
Teller County,Colorado,08,119,135
Washington County,Colorado,08,121,54
Yuma County,Colorado,08,125,106
Adams County,Colorado,08,001,4882
Arapahoe County,Colorado,08,005,4518
Boulder County,Colorado,08,013,1116
Broomfield County,Colorado,08,014,129
Denver County,Colorado,08,031,6506
Jefferson County,Colorado,08,059,3465
Weld County,Colorado,08,123,2247
Fairfield County,Connecticut,09,001,1155
Hartford County,Connecticut,09,003,2007
Litchfield County,Connecticut,09,005,392
Middlesex County,Connecticut,09,007,237
New Haven County,Connecticut,09,009,1876
New London County,Connecticut,09,011,1662
Tolland County,Connecticut,09,013,302
Windham County,Connecticut,09,015,328
Kent County,Delaware,10,001,781
New Castle County,Delaware,10,003,1477
Sussex County,Delaware,10,005,818
Alachua County,Florida,12,001,470
Baker County,Florida,12,003,30
Bay County,Florida,12,005,923
Bradford County,Florida,12,007,34
Brevard County,Florida,12,009,1947
Broward County,Florida,12,011,3235
Calhoun County,Florida,12,013,174
Charlotte County,Florida,12,015,426
Citrus County,Florida,12,017,606
Clay County,Florida,12,019,749
Collier County,Florida,12,021,881
Columbia County,Florida,12,023,391
Miami-Dade County,Florida,12,086,3572
DeSoto County,Florida,12,027,86
Dixie County,Florida,12,029,6
Duval County,Florida,12,031,2532
Escambia County,Florida,12,033,1742
Flagler County,Florida,12,035,241
Franklin County,Florida,12,037,10
Gadsden County,Florida,12,039,155
Gilchrist County,Florida,12,041,71
Glades County,Florida,12,043,332
Gulf County,Florida,12,045,92
Hamilton County,Florida,12,047,26
Hardee County,Florida,12,049,249
Hendry County,Florida,12,051,161
Hernando County,Florida,12,053,264
Highlands County,Florida,12,055,654
Hillsborough County,Florida,12,057,5523
Holmes County,Florida,12,059,158
Indian River County,Florida,12,061,241
Jackson County,Florida,12,063,275
Jefferson County,Florida,12,065,16
Lafayette County,Florida,12,067,37
Lake County,Florida,12,069,1123
Lee County,Florida,12,071,1620
Leon County,Florida,12,073,956
Levy County,Florida,12,075,65
Liberty County,Florida,12,077,120
Madison County,Florida,12,079,129
Manatee County,Florida,12,081,745
Marion County,Florida,12,083,1113
Martin County,Florida,12,085,563
Monroe County,Florida,12,087,107
Nassau County,Florida,12,089,127
Okaloosa County,Florida,12,091,1251
Okeechobee County,Florida,12,093,298
Orange County,Florida,12,095,3560
Osceola County,Florida,12,097,594
Palm Beach County,Florida,12,099,2772
Pasco County,Florida,12,101,1187
Pinellas County,Florida,12,103,2028
Polk County,Florida,12,105,2123
Putnam County,Florida,12,107,389
Saint Johns County,Florida,12,109,388
Saint Lucie County,Florida,12,111,1452
Santa Rosa County,Florida,12,113,1112
Sarasota County,Florida,12,115,589
Seminole County,Florida,12,117,1040
Sumter County,Florida,12,119,252
Suwannee County,Florida,12,121,48
Taylor County,Florida,12,123,79
Union County,Florida,12,125,110
Volusia County,Florida,12,127,1348
Wakulla County,Florida,12,129,258
Walton County,Florida,12,131,491
Washington County,Florida,12,133,224
Appling County,Georgia,13,001,15
Atkinson County,Georgia,13,003,4
Bacon County,Georgia,13,005,0
Baker County,Georgia,13,007,23
Baldwin County,Georgia,13,009,33
Banks County,Georgia,13,011,18
Barrow County,Georgia,13,013,119
Bartow County,Georgia,13,015,411
Ben Hill County,Georgia,13,017,0
Berrien County,Georgia,13,019,0
Bibb County,Georgia,13,021,377
Bleckley County,Georgia,13,023,0
Brantley County,Georgia,13,025,30
Brooks County,Georgia,13,027,19
Bryan County,Georgia,13,029,84
Bulloch County,Georgia,13,031,160
Burke County,Georgia,13,033,10
Butts County,Georgia,13,035,53
Calhoun County,Georgia,13,037,34
Camden County,Georgia,13,039,238
Candler County,Georgia,13,043,65
Carroll County,Georgia,13,045,222
Catoosa County,Georgia,13,047,147
Charlton County,Georgia,13,049,48
Chatham County,Georgia,13,051,241
Chattahoochee County,Georgia,13,053,77
Chattooga County,Georgia,13,055,53
Cherokee County,Georgia,13,057,847
Clarke County,Georgia,13,059,110
Clay County,Georgia,13,061,0
Clayton County,Georgia,13,063,534
Clinch County,Georgia,13,065,0
Cobb County,Georgia,13,067,1464
Coffee County,Georgia,13,069,168
Colquitt County,Georgia,13,071,162
Columbia County,Georgia,13,073,242
Cook County,Georgia,13,075,107
Coweta County,Georgia,13,077,67
Crawford County,Georgia,13,079,102
Crisp County,Georgia,13,081,0
Dade County,Georgia,13,083,113
Dawson County,Georgia,13,085,86
Decatur County,Georgia,13,087,150
DeKalb County,Georgia,13,089,1518
Dodge County,Georgia,13,091,37
Dooly County,Georgia,13,093,13
Dougherty County,Georgia,13,095,206
Douglas County,Georgia,13,097,445
Early County,Georgia,13,099,20
Echols County,Georgia,13,101,0
Effingham County,Georgia,13,103,276
Elbert County,Georgia,13,105,34
Emanuel County,Georgia,13,107,96
Evans County,Georgia,13,109,41
Fannin County,Georgia,13,111,223
Fayette County,Georgia,13,113,189
Floyd County,Georgia,13,115,351
Forsyth County,Georgia,13,117,341
Franklin County,Georgia,13,119,62
Fulton County,Georgia,13,121,1511
Gilmer County,Georgia,13,123,73
Glascock County,Georgia,13,125,0
Glynn County,Georgia,13,127,71
Gordon County,Georgia,13,129,243
Grady County,Georgia,13,131,174
Greene County,Georgia,13,133,73
Gwinnett County,Georgia,13,135,2234
Habersham County,Georgia,13,137,93
Hall County,Georgia,13,139,612
Hancock County,Georgia,13,141,0
Haralson County,Georgia,13,143,23
Harris County,Georgia,13,145,68
Hart County,Georgia,13,147,0
Heard County,Georgia,13,149,6
Henry County,Georgia,13,151,415
Houston County,Georgia,13,153,266
Irwin County,Georgia,13,155,95
Jackson County,Georgia,13,157,79
Jasper County,Georgia,13,159,110
Jeff Davis County,Georgia,13,161,36
Jefferson County,Georgia,13,163,0
Jenkins County,Georgia,13,165,0
Johnson County,Georgia,13,167,8
Jones County,Georgia,13,169,0
Lamar County,Georgia,13,171,34
Lanier County,Georgia,13,173,0
Laurens County,Georgia,13,175,101
Lee County,Georgia,13,177,70
Liberty County,Georgia,13,179,345
Lincoln County,Georgia,13,181,27
Long County,Georgia,13,183,40
Lowndes County,Georgia,13,185,254
Lumpkin County,Georgia,13,187,280
McDuffie County,Georgia,13,189,132
McIntosh County,Georgia,13,191,0
Macon County,Georgia,13,193,7
Madison County,Georgia,13,195,58
Marion County,Georgia,13,197,0
Meriwether County,Georgia,13,199,35
Miller County,Georgia,13,201,10
Mitchell County,Georgia,13,205,34
Monroe County,Georgia,13,207,13
Montgomery County,Georgia,13,209,0
Morgan County,Georgia,13,211,32
Murray County,Georgia,13,213,157
Muscogee County,Georgia,13,215,588
Newton County,Georgia,13,217,289
Oconee County,Georgia,13,219,0
Oglethorpe County,Georgia,13,221,23
Paulding County,Georgia,13,223,356
Peach County,Georgia,13,225,0
Pickens County,Georgia,13,227,136
Pierce County,Georgia,13,229,19
Pike County,Georgia,13,231,70
Polk County,Georgia,13,233,116
Pulaski County,Georgia,13,235,0
Putnam County,Georgia,13,237,0
Quitman County,Georgia,13,239,0
Rabun County,Georgia,13,241,12
Randolph County,Georgia,13,243,12
Richmond County,Georgia,13,245,523
Rockdale County,Georgia,13,247,356
Schley County,Georgia,13,249,0
Screven County,Georgia,13,251,0
Seminole County,Georgia,13,253,0
Spalding County,Georgia,13,255,167
Stephens County,Georgia,13,257,50
Stewart County,Georgia,13,259,0
Sumter County,Georgia,13,261,88
Talbot County,Georgia,13,263,0
Taliaferro County,Georgia,13,265,7
Tattnall County,Georgia,13,267,40
Taylor County,Georgia,13,269,0
Telfair County,Georgia,13,271,22
Terrell County,Georgia,13,273,2
Thomas County,Georgia,13,275,51
Tift County,Georgia,13,277,17
Toombs County,Georgia,13,279,172
Towns County,Georgia,13,281,38
Treutlen County,Georgia,13,283,0
Troup County,Georgia,13,285,120
Turner County,Georgia,13,287,23
Twiggs County,Georgia,13,289,7
Union County,Georgia,13,291,0
Upson County,Georgia,13,293,90
Walker County,Georgia,13,295,245
Walton County,Georgia,13,297,412
Ware County,Georgia,13,299,187
Warren County,Georgia,13,301,0
Washington County,Georgia,13,303,0
Wayne County,Georgia,13,305,24
Webster County,Georgia,13,307,0
Wheeler County,Georgia,13,309,16
White County,Georgia,13,311,83
Whitfield County,Georgia,13,313,411
Wilcox County,Georgia,13,315,44
Wilkes County,Georgia,13,317,80
Wilkinson County,Georgia,13,319,14
Worth County,Georgia,13,321,20
Hawaii County,Hawaii,15,001,641
Honolulu County,Hawaii,15,003,2212
Kauai County,Hawaii,15,007,220
Kalawao County,Hawaii,15,005,0
Maui County,Hawaii,15,009,433
Ada County,Idaho,16,001,2059
Adams County,Idaho,16,003,110
Bannock County,Idaho,16,005,2761
Bear Lake County,Idaho,16,007,63
Benewah County,Idaho,16,009,869
Bingham County,Idaho,16,011,2479
Blaine County,Idaho,16,013,271
Boise County,Idaho,16,015,12
Bonner County,Idaho,16,017,360
Bonneville County,Idaho,16,019,886
Boundary County,Idaho,16,021,265
Butte County,Idaho,16,023,0
Camas County,Idaho,16,025,46
Canyon County,Idaho,16,027,1280
Caribou County,Idaho,16,029,50
Cassia County,Idaho,16,031,192
Clearwater County,Idaho,16,035,264
Custer County,Idaho,16,037,43
Elmore County,Idaho,16,039,413
Franklin County,Idaho,16,041,84
Fremont County,Idaho,16,043,92
Gem County,Idaho,16,045,33
Gooding County,Idaho,16,047,245
Idaho County,Idaho,16,049,418
Jefferson County,Idaho,16,051,232
Jerome County,Idaho,16,053,304
Kootenai County,Idaho,16,055,1090
Latah County,Idaho,16,057,116
Lemhi County,Idaho,16,059,7
Lewis County,Idaho,16,061,99
Lincoln County,Idaho,16,063,39
Madison County,Idaho,16,065,139
Minidoka County,Idaho,16,067,175
Nez Perce County,Idaho,16,069,1707
Oneida County,Idaho,16,071,48
Owyhee County,Idaho,16,073,356
Payette County,Idaho,16,075,260
Power County,Idaho,16,077,360
Shoshone County,Idaho,16,079,114
Teton County,Idaho,16,081,55
Twin Falls County,Idaho,16,083,376
Valley County,Idaho,16,085,16
Washington County,Idaho,16,087,145
Adams County,Illinois,17,001,87
Alexander County,Illinois,17,003,0
Bond County,Illinois,17,005,17
Boone County,Illinois,17,007,178
Brown County,Illinois,17,009,10
Bureau County,Illinois,17,011,112
Calhoun County,Illinois,17,013,0
Carroll County,Illinois,17,015,25
Cass County,Illinois,17,017,14
Champaign County,Illinois,17,019,421
Christian County,Illinois,17,021,62
Clark County,Illinois,17,023,10
Clay County,Illinois,17,025,4
Clinton County,Illinois,17,027,95
Coles County,Illinois,17,029,82
Cook County,Illinois,17,031,10361
Crawford County,Illinois,17,033,73
Cumberland County,Illinois,17,035,7
DeKalb County,Illinois,17,037,173
De Witt County,Illinois,17,039,17
Douglas County,Illinois,17,041,59
DuPage County,Illinois,17,043,1937
Edgar County,Illinois,17,045,31
Edwards County,Illinois,17,047,0
Effingham County,Illinois,17,049,30
Fayette County,Illinois,17,051,20
Ford County,Illinois,17,053,16
Franklin County,Illinois,17,055,58
Fulton County,Illinois,17,057,100
Gallatin County,Illinois,17,059,24
Greene County,Illinois,17,061,30
Grundy County,Illinois,17,063,37
Hamilton County,Illinois,17,065,28
Hancock County,Illinois,17,067,30
Hardin County,Illinois,17,069,0
Henderson County,Illinois,17,071,12
Henry County,Illinois,17,073,176
Iroquois County,Illinois,17,075,76
Jackson County,Illinois,17,077,179
Jasper County,Illinois,17,079,32
Jefferson County,Illinois,17,081,110
Jersey County,Illinois,17,083,0
Jo Daviess County,Illinois,17,085,82
Johnson County,Illinois,17,087,9
Kane County,Illinois,17,089,865
Kankakee County,Illinois,17,091,249
Kendall County,Illinois,17,093,84
Knox County,Illinois,17,095,255
Lake County,Illinois,17,097,1208
LaSalle County,Illinois,17,099,143
Lawrence County,Illinois,17,101,32
Lee County,Illinois,17,103,77
Livingston County,Illinois,17,105,50
Logan County,Illinois,17,107,56
McDonough County,Illinois,17,109,114
McHenry County,Illinois,17,111,462
McLean County,Illinois,17,113,281
Macon County,Illinois,17,115,151
Macoupin County,Illinois,17,117,86
Madison County,Illinois,17,119,625
Marion County,Illinois,17,121,62
Marshall County,Illinois,17,123,10
Mason County,Illinois,17,125,40
Massac County,Illinois,17,127,32
Menard County,Illinois,17,129,3
Mercer County,Illinois,17,131,36
Monroe County,Illinois,17,133,41
Montgomery County,Illinois,17,135,67
Morgan County,Illinois,17,137,117
Moultrie County,Illinois,17,139,0
Ogle County,Illinois,17,141,15
Peoria County,Illinois,17,143,201
Perry County,Illinois,17,145,110
Piatt County,Illinois,17,147,0
Pike County,Illinois,17,149,63
Pope County,Illinois,17,151,20
Pulaski County,Illinois,17,153,33
Putnam County,Illinois,17,155,0
Randolph County,Illinois,17,157,114
Richland County,Illinois,17,159,0
Rock Island County,Illinois,17,161,432
Saint Clair County,Illinois,17,163,543
Saline County,Illinois,17,165,62
Sangamon County,Illinois,17,167,337
Schuyler County,Illinois,17,169,5
Scott County,Illinois,17,171,5
Shelby County,Illinois,17,173,6
Stark County,Illinois,17,175,0
Stephenson County,Illinois,17,177,68
Tazewell County,Illinois,17,179,141
Union County,Illinois,17,181,84
Vermilion County,Illinois,17,183,68
Wabash County,Illinois,17,185,0
Warren County,Illinois,17,187,40
Washington County,Illinois,17,189,30
Wayne County,Illinois,17,191,26
White County,Illinois,17,193,25
Whiteside County,Illinois,17,195,161
Will County,Illinois,17,197,948
Williamson County,Illinois,17,199,275
Winnebago County,Illinois,17,201,929
Woodford County,Illinois,17,203,18
Adams County,Indiana,18,001,60
Allen County,Indiana,18,003,916
Bartholomew County,Indiana,18,005,177
Benton County,Indiana,18,007,10
Blackford County,Indiana,18,009,6
Boone County,Indiana,18,011,32
Brown County,Indiana,18,013,89
Carroll County,Indiana,18,015,20
Cass County,Indiana,18,017,259
Clark County,Indiana,18,019,154
Clay County,Indiana,18,021,67
Clinton County,Indiana,18,023,143
Crawford County,Indiana,18,025,72
Daviess County,Indiana,18,027,83
Dearborn County,Indiana,18,029,55
Decatur County,Indiana,18,031,14
DeKalb County,Indiana,18,033,44
Delaware County,Indiana,18,035,385
Dubois County,Indiana,18,037,24
Elkhart County,Indiana,18,039,769
Fayette County,Indiana,18,041,6
Floyd County,Indiana,18,043,85
Fountain County,Indiana,18,045,11
Franklin County,Indiana,18,047,20
Fulton County,Indiana,18,049,36
Gibson County,Indiana,18,051,85
Grant County,Indiana,18,053,88
Greene County,Indiana,18,055,80
Hamilton County,Indiana,18,057,289
Hancock County,Indiana,18,059,57
Harrison County,Indiana,18,061,85
Hendricks County,Indiana,18,063,192
Henry County,Indiana,18,065,50
Howard County,Indiana,18,067,199
Huntington County,Indiana,18,069,24
Jackson County,Indiana,18,071,169
Jasper County,Indiana,18,073,111
Jay County,Indiana,18,075,1
Jefferson County,Indiana,18,077,71
Jennings County,Indiana,18,079,53
Johnson County,Indiana,18,081,269
Knox County,Indiana,18,083,36
Kosciusko County,Indiana,18,085,146
LaGrange County,Indiana,18,087,42
Lake County,Indiana,18,089,1271
LaPorte County,Indiana,18,091,209
Lawrence County,Indiana,18,093,162
Madison County,Indiana,18,095,128
Marion County,Indiana,18,097,1907
Marshall County,Indiana,18,099,127
Martin County,Indiana,18,101,28
Miami County,Indiana,18,103,300
Monroe County,Indiana,18,105,338
Montgomery County,Indiana,18,107,52
Morgan County,Indiana,18,109,96
Newton County,Indiana,18,111,0
Noble County,Indiana,18,113,120
Ohio County,Indiana,18,115,0
Orange County,Indiana,18,117,70
Owen County,Indiana,18,119,22
Parke County,Indiana,18,121,98
Perry County,Indiana,18,123,25
Pike County,Indiana,18,125,0
Porter County,Indiana,18,127,326
Posey County,Indiana,18,129,18
Pulaski County,Indiana,18,131,114
Putnam County,Indiana,18,133,136
Randolph County,Indiana,18,135,14
Ripley County,Indiana,18,137,12
Rush County,Indiana,18,139,10
Saint Joseph County,Indiana,18,141,1060
Scott County,Indiana,18,143,0
Shelby County,Indiana,18,145,161
Spencer County,Indiana,18,147,85
Starke County,Indiana,18,149,45
Steuben County,Indiana,18,151,255
Sullivan County,Indiana,18,153,44
Switzerland County,Indiana,18,155,0
Tippecanoe County,Indiana,18,157,347
Tipton County,Indiana,18,159,8
Union County,Indiana,18,161,5
Vanderburgh County,Indiana,18,163,273
Vermillion County,Indiana,18,165,58
Vigo County,Indiana,18,167,350
Wabash County,Indiana,18,169,283
Warren County,Indiana,18,171,2
Warrick County,Indiana,18,173,78
Washington County,Indiana,18,175,0
Wayne County,Indiana,18,177,103
Wells County,Indiana,18,179,61
White County,Indiana,18,181,98
Whitley County,Indiana,18,183,4
Adair County,Iowa,19,001,17
Adams County,Iowa,19,003,16
Allamakee County,Iowa,19,005,110
Appanoose County,Iowa,19,007,2
Audubon County,Iowa,19,009,0
Benton County,Iowa,19,011,7
Black Hawk County,Iowa,19,013,347
Boone County,Iowa,19,015,54
Bremer County,Iowa,19,017,45
Buchanan County,Iowa,19,019,16
Buena Vista County,Iowa,19,021,76
Butler County,Iowa,19,023,20
Calhoun County,Iowa,19,025,23
Carroll County,Iowa,19,027,138
Cass County,Iowa,19,029,17
Cedar County,Iowa,19,031,28
Cerro Gordo County,Iowa,19,033,160
Cherokee County,Iowa,19,035,60
Chickasaw County,Iowa,19,037,154
Clarke County,Iowa,19,039,10
Clay County,Iowa,19,041,34
Clayton County,Iowa,19,043,43
Clinton County,Iowa,19,045,60
Crawford County,Iowa,19,047,43
Dallas County,Iowa,19,049,19
Davis County,Iowa,19,051,14
