County,State,State_FIPS,County_FIPS,native_american_population
Perry County,Arkansas,05,105,51.0
Phillips County,Arkansas,05,107,2.0
Pike County,Arkansas,05,109,49.0
Poinsett County,Arkansas,05,111,60.0
Polk County,Arkansas,05,113,258.0
Pope County,Arkansas,05,115,263.0
Prairie County,Arkansas,05,117,36.0
Pulaski County,Arkansas,05,119,837.0
Randolph County,Arkansas,05,121,121.0
Saint Francis County,Arkansas,05,123,88.0
Saline County,Arkansas,05,125,403.0
Scott County,Arkansas,05,127,140.0
Searcy County,Arkansas,05,129,83.0
Sebastian County,Arkansas,05,131,1583.0
Sevier County,Arkansas,05,133,314.0
Sharp County,Arkansas,05,135,86.0
Stone County,Arkansas,05,137,79.0
Union County,Arkansas,05,139,384.0
Van Buren County,Arkansas,05,141,105.0
Washington County,Arkansas,05,143,1892.0
White County,Arkansas,05,145,207.0
Woodruff County,Arkansas,05,147,0.0
Yell County,Arkansas,05,149,178.0
Alameda County,California,06,001,10152.0
Alpine County,California,06,003,263.0
Amador County,California,06,005,295.0
Butte County,California,06,007,2633.0
Calaveras County,California,06,009,497.0
Colusa County,California,06,011,247.0
Contra Costa County,California,06,013,5410.0
Del Norte County,California,06,015,2158.0
El Dorado County,California,06,017,1347.0
Fresno County,California,06,019,9784.0
Glenn County,California,06,021,541.0
Humboldt County,California,06,023,7042.0
Imperial County,California,06,025,1979.0
Inyo County,California,06,027,2093.0
Kern County,California,06,029,9739.0
Kings County,California,06,031,2259.0
Lake County,California,06,033,2201.0
Lassen County,California,06,035,968.0
Los Angeles County,California,06,037,68211.0
Madera County,California,06,039,2556.0
Marin County,California,06,041,689.0
Mariposa County,California,06,043,467.0
Mendocino County,California,06,045,3703.0
Merced County,California,06,047,1826.0
Modoc County,California,06,049,368.0
Mono County,California,06,051,374.0
Monterey County,California,06,053,2890.0
Napa County,California,06,055,1236.0
Nevada County,California,06,057,930.0
Orange County,California,06,059,14468.0
Placer County,California,06,061,2029.0
Plumas County,California,06,063,398.0
Riverside County,California,06,065,19865.0
Sacramento County,California,06,067,10384.0
San Benito County,California,06,069,426.0
San Bernardino County,California,06,071,17046.0
San Diego County,California,06,073,21064.0
San Francisco County,California,06,075,3306.0
San Joaquin County,California,06,077,4304.0
San Luis Obispo County,California,06,079,2041.0
San Mateo County,California,06,081,2611.0
Santa Barbara County,California,06,083,3869.0
Santa Clara County,California,06,085,9273.0
Santa Cruz County,California,06,087,1507.0
Shasta County,California,06,089,4404.0
Sierra County,California,06,091,28.0
Siskiyou County,California,06,093,1511.0
Solano County,California,06,095,2106.0
Sonoma County,California,06,097,5750.0
Stanislaus County,California,06,099,3789.0
Sutter County,California,06,101,904.0
Tehama County,California,06,103,1505.0
Trinity County,California,06,105,559.0
Tulare County,California,06,107,5787.0
Tuolumne County,California,06,109,931.0
Ventura County,California,06,111,6929.0
Yolo County,California,06,113,1333.0
Yuba County,California,06,115,1033.0
Alamosa County,Colorado,08,003,420.0
Archuleta County,Colorado,08,007,312.0
Baca County,Colorado,08,009,39.0
Bent County,Colorado,08,011,56.0
Chaffee County,Colorado,08,015,79.0
Cheyenne County,Colorado,08,017,4.0
Clear Creek County,Colorado,08,019,60.0
Conejos County,Colorado,08,021,167.0
Costilla County,Colorado,08,023,53.0
Crowley County,Colorado,08,025,78.0
Custer County,Colorado,08,027,43.0
Delta County,Colorado,08,029,290.0
Dolores County,Colorado,08,033,15.0
Douglas County,Colorado,08,035,815.0
Eagle County,Colorado,08,037,230.0
Elbert County,Colorado,08,039,179.0
El Paso County,Colorado,08,041,4488.0
Fremont County,Colorado,08,043,575.0
Garfield County,Colorado,08,045,564.0
Gilpin County,Colorado,08,047,73.0
Grand County,Colorado,08,049,4.0
Gunnison County,Colorado,08,051,141.0
Huerfano County,Colorado,08,055,124.0
Jackson County,Colorado,08,057,5.0
Kiowa County,Colorado,08,061,0.0
Kit Carson County,Colorado,08,063,11.0
Lake County,Colorado,08,065,23.0
La Plata County,Colorado,08,067,3227.0
Larimer County,Colorado,08,069,2130.0
Las Animas County,Colorado,08,071,508.0
Lincoln County,Colorado,08,073,57.0
Logan County,Colorado,08,075,190.0
Mesa County,Colorado,08,077,1136.0
Moffat County,Colorado,08,081,78.0
Montezuma County,Colorado,08,083,3066.0
Montrose County,Colorado,08,085,325.0
Morgan County,Colorado,08,087,110.0
Otero County,Colorado,08,089,276.0
Ouray County,Colorado,08,091,15.0
Park County,Colorado,08,093,181.0
Phillips County,Colorado,08,095,45.0
Pitkin County,Colorado,08,097,33.0
Prowers County,Colorado,08,099,31.0
Pueblo County,Colorado,08,101,5811.0
Rio Blanco County,Colorado,08,103,9.0
Rio Grande County,Colorado,08,105,273.0
Routt County,Colorado,08,107,157.0
Saguache County,Colorado,08,109,86.0
San Miguel County,Colorado,08,113,32.0
Sedgwick County,Colorado,08,115,24.0
Summit County,Colorado,08,117,78.0
Teller County,Colorado,08,119,91.0
Washington County,Colorado,08,121,13.0
Yuma County,Colorado,08,125,32.0
Adams County,Colorado,08,001,5843.0
Arapahoe County,Colorado,08,005,3573.0
Boulder County,Colorado,08,013,1682.0
Broomfield County,Colorado,08,014,301.0
Denver County,Colorado,08,031,6537.0
Jefferson County,Colorado,08,059,4506.0
Weld County,Colorado,08,123,2070.0
Fairfield County,Connecticut,09,001,2527.0
Hartford County,Connecticut,09,003,2592.0
Litchfield County,Connecticut,09,005,330.0
Middlesex County,Connecticut,09,007,265.0
New Haven County,Connecticut,09,009,1165.0
New London County,Connecticut,09,011,1722.0
Tolland County,Connecticut,09,013,48.0
Windham County,Connecticut,09,015,736.0
Kent County,Delaware,10,001,1066.0
New Castle County,Delaware,10,003,1499.0
Sussex County,Delaware,10,005,917.0
Alachua County,Florida,12,001,855.0
Baker County,Florida,12,003,106.0
Bay County,Florida,12,005,1389.0
Bradford County,Florida,12,007,89.0
Brevard County,Florida,12,009,1945.0
Broward County,Florida,12,011,5050.0
Calhoun County,Florida,12,013,135.0
Charlotte County,Florida,12,015,508.0
Citrus County,Florida,12,017,499.0
Clay County,Florida,12,019,260.0
Collier County,Florida,12,021,1066.0
Columbia County,Florida,12,023,146.0
Miami-Dade County,Florida,12,086,4040.0
DeSoto County,Florida,12,027,106.0
Dixie County,Florida,12,029,67.0
Duval County,Florida,12,031,1956.0
Escambia County,Florida,12,033,1411.0
Flagler County,Florida,12,035,401.0
Franklin County,Florida,12,037,51.0
Gadsden County,Florida,12,039,67.0
Gilchrist County,Florida,12,041,33.0
Glades County,Florida,12,043,523.0
Gulf County,Florida,12,045,73.0
Hamilton County,Florida,12,047,82.0
Hardee County,Florida,12,049,41.0
Hendry County,Florida,12,051,791.0
Hernando County,Florida,12,053,516.0
Highlands County,Florida,12,055,319.0
Hillsborough County,Florida,12,057,4080.0
Holmes County,Florida,12,059,220.0
Indian River County,Florida,12,061,370.0
Jackson County,Florida,12,063,358.0
Jefferson County,Florida,12,065,59.0
Lafayette County,Florida,12,067,12.0
Lake County,Florida,12,069,1234.0
Lee County,Florida,12,071,1246.0
Leon County,Florida,12,073,703.0
Levy County,Florida,12,075,136.0
Liberty County,Florida,12,077,30.0
Madison County,Florida,12,079,45.0
Manatee County,Florida,12,081,908.0
Marion County,Florida,12,083,1080.0
Martin County,Florida,12,085,912.0
Monroe County,Florida,12,087,112.0
Nassau County,Florida,12,089,310.0
Okaloosa County,Florida,12,091,1179.0
Okeechobee County,Florida,12,093,391.0
Orange County,Florida,12,095,2563.0
Osceola County,Florida,12,097,1573.0
Palm Beach County,Florida,12,099,2268.0
Pasco County,Florida,12,101,1789.0
Pinellas County,Florida,12,103,2749.0
Polk County,Florida,12,105,2037.0
Putnam County,Florida,12,107,218.0
Saint Johns County,Florida,12,109,692.0
Saint Lucie County,Florida,12,111,949.0
Santa Rosa County,Florida,12,113,871.0
Sarasota County,Florida,12,115,837.0
Seminole County,Florida,12,117,828.0
Sumter County,Florida,12,119,371.0
Suwannee County,Florida,12,121,75.0
Taylor County,Florida,12,123,101.0
Union County,Florida,12,125,101.0
Volusia County,Florida,12,127,1920.0
Wakulla County,Florida,12,129,111.0
Walton County,Florida,12,131,397.0
Washington County,Florida,12,133,370.0
Appling County,Georgia,13,001,103.0
Atkinson County,Georgia,13,003,59.0
Bacon County,Georgia,13,005,0.0
Baker County,Georgia,13,007,6.0
Baldwin County,Georgia,13,009,117.0
Banks County,Georgia,13,011,48.0
Barrow County,Georgia,13,013,191.0
Bartow County,Georgia,13,015,319.0
Ben Hill County,Georgia,13,017,0.0
Berrien County,Georgia,13,019,114.0
Bibb County,Georgia,13,021,259.0
Bleckley County,Georgia,13,023,10.0
Brantley County,Georgia,13,025,35.0
Brooks County,Georgia,13,027,7.0
Bryan County,Georgia,13,029,162.0
Bulloch County,Georgia,13,031,219.0
Burke County,Georgia,13,033,6.0
Butts County,Georgia,13,035,17.0
Calhoun County,Georgia,13,037,0.0
Camden County,Georgia,13,039,420.0
Candler County,Georgia,13,043,78.0
Carroll County,Georgia,13,045,474.0
Catoosa County,Georgia,13,047,132.0
Charlton County,Georgia,13,049,207.0
Chatham County,Georgia,13,051,918.0
Chattahoochee County,Georgia,13,053,90.0
Chattooga County,Georgia,13,055,17.0
Cherokee County,Georgia,13,057,707.0
Clarke County,Georgia,13,059,136.0
Clay County,Georgia,13,061,0.0
Clayton County,Georgia,13,063,681.0
Clinch County,Georgia,13,065,20.0
Cobb County,Georgia,13,067,1656.0
Coffee County,Georgia,13,069,69.0
Colquitt County,Georgia,13,071,181.0
Columbia County,Georgia,13,073,575.0
Cook County,Georgia,13,075,53.0
Coweta County,Georgia,13,077,185.0
Crawford County,Georgia,13,079,18.0
Crisp County,Georgia,13,081,0.0
Dade County,Georgia,13,083,109.0
Dawson County,Georgia,13,085,18.0
Decatur County,Georgia,13,087,39.0
DeKalb County,Georgia,13,089,4891.0
Dodge County,Georgia,13,091,8.0
Dooly County,Georgia,13,093,1.0
Dougherty County,Georgia,13,095,145.0
Douglas County,Georgia,13,097,166.0
Early County,Georgia,13,099,8.0
Echols County,Georgia,13,101,78.0
Effingham County,Georgia,13,103,72.0
Elbert County,Georgia,13,105,0.0
Emanuel County,Georgia,13,107,0.0
Evans County,Georgia,13,109,1.0
Fannin County,Georgia,13,111,73.0
Fayette County,Georgia,13,113,340.0
Floyd County,Georgia,13,115,103.0
Forsyth County,Georgia,13,117,495.0
Franklin County,Georgia,13,119,12.0
Fulton County,Georgia,13,121,3756.0
Gilmer County,Georgia,13,123,253.0
Glascock County,Georgia,13,125,24.0
Glynn County,Georgia,13,127,365.0
Gordon County,Georgia,13,129,472.0
Grady County,Georgia,13,131,127.0
Greene County,Georgia,13,133,9.0
Gwinnett County,Georgia,13,135,2972.0
Habersham County,Georgia,13,137,51.0
Hall County,Georgia,13,139,510.0
Hancock County,Georgia,13,141,0.0
Haralson County,Georgia,13,143,67.0
Harris County,Georgia,13,145,39.0
Hart County,Georgia,13,147,9.0
Heard County,Georgia,13,149,5.0
Henry County,Georgia,13,151,137.0
Houston County,Georgia,13,153,603.0
Irwin County,Georgia,13,155,0.0
Jackson County,Georgia,13,157,55.0
Jasper County,Georgia,13,159,26.0
Jeff Davis County,Georgia,13,161,0.0
Jefferson County,Georgia,13,163,14.0
Jenkins County,Georgia,13,165,130.0
Johnson County,Georgia,13,167,0.0
Jones County,Georgia,13,169,48.0
Lamar County,Georgia,13,171,16.0
Lanier County,Georgia,13,173,0.0
Laurens County,Georgia,13,175,37.0
Lee County,Georgia,13,177,19.0
Liberty County,Georgia,13,179,306.0
Lincoln County,Georgia,13,181,4.0
Long County,Georgia,13,183,39.0
Lowndes County,Georgia,13,185,263.0
Lumpkin County,Georgia,13,187,238.0
McDuffie County,Georgia,13,189,0.0
McIntosh County,Georgia,13,191,19.0
Macon County,Georgia,13,193,61.0
Madison County,Georgia,13,195,98.0
Marion County,Georgia,13,197,0.0
Meriwether County,Georgia,13,199,36.0
Miller County,Georgia,13,201,49.0
Mitchell County,Georgia,13,205,32.0
Monroe County,Georgia,13,207,34.0
Montgomery County,Georgia,13,209,39.0
Morgan County,Georgia,13,211,24.0
Murray County,Georgia,13,213,30.0
Muscogee County,Georgia,13,215,749.0
Newton County,Georgia,13,217,316.0
Oconee County,Georgia,13,219,24.0
Oglethorpe County,Georgia,13,221,18.0
Paulding County,Georgia,13,223,289.0
Peach County,Georgia,13,225,18.0
Pickens County,Georgia,13,227,22.0
Pierce County,Georgia,13,229,77.0
Pike County,Georgia,13,231,0.0
Polk County,Georgia,13,233,166.0
Pulaski County,Georgia,13,235,21.0
Putnam County,Georgia,13,237,8.0
Quitman County,Georgia,13,239,0.0
Rabun County,Georgia,13,241,79.0
Randolph County,Georgia,13,243,0.0
Richmond County,Georgia,13,245,437.0
Rockdale County,Georgia,13,247,105.0
Schley County,Georgia,13,249,0.0
Screven County,Georgia,13,251,40.0
Seminole County,Georgia,13,253,0.0
Spalding County,Georgia,13,255,259.0
Stephens County,Georgia,13,257,69.0
Stewart County,Georgia,13,259,15.0
Sumter County,Georgia,13,261,27.0
Talbot County,Georgia,13,263,5.0
Taliaferro County,Georgia,13,265,0.0
Tattnall County,Georgia,13,267,84.0
Taylor County,Georgia,13,269,0.0
Telfair County,Georgia,13,271,4.0
Terrell County,Georgia,13,273,11.0
Thomas County,Georgia,13,275,52.0
Tift County,Georgia,13,277,37.0
Toombs County,Georgia,13,279,2.0
Towns County,Georgia,13,281,66.0
Treutlen County,Georgia,13,283,0.0
Troup County,Georgia,13,285,82.0
Turner County,Georgia,13,287,19.0
Twiggs County,Georgia,13,289,4.0
Union County,Georgia,13,291,94.0
Upson County,Georgia,13,293,81.0
Walker County,Georgia,13,295,96.0
Walton County,Georgia,13,297,188.0
Ware County,Georgia,13,299,146.0
Warren County,Georgia,13,301,0.0
Washington County,Georgia,13,303,0.0
Wayne County,Georgia,13,305,31.0
Webster County,Georgia,13,307,2.0
Wheeler County,Georgia,13,309,27.0
White County,Georgia,13,311,67.0
Whitfield County,Georgia,13,313,625.0
Wilcox County,Georgia,13,315,25.0
Wilkes County,Georgia,13,317,0.0
Wilkinson County,Georgia,13,319,8.0
Worth County,Georgia,13,321,193.0
Hawaii County,Hawaii,15,001,719.0
Honolulu County,Hawaii,15,003,1391.0
Kauai County,Hawaii,15,007,367.0
Kalawao County,Hawaii,15,005,0.0
Maui County,Hawaii,15,009,279.0
Ada County,Idaho,16,001,2369.0
Adams County,Idaho,16,003,49.0
Bannock County,Idaho,16,005,2618.0
Bear Lake County,Idaho,16,007,13.0
Benewah County,Idaho,16,009,801.0
Bingham County,Idaho,16,011,2790.0
Blaine County,Idaho,16,013,8.0
Boise County,Idaho,16,015,96.0
Bonner County,Idaho,16,017,295.0
Bonneville County,Idaho,16,019,401.0
Boundary County,Idaho,16,021,156.0
Butte County,Idaho,16,023,1.0
Camas County,Idaho,16,025,0.0
Canyon County,Idaho,16,027,2103.0
Caribou County,Idaho,16,029,10.0
Cassia County,Idaho,16,031,235.0
Clearwater County,Idaho,16,035,188.0
Custer County,Idaho,16,037,50.0
Elmore County,Idaho,16,039,439.0
Franklin County,Idaho,16,041,74.0
Fremont County,Idaho,16,043,44.0
Gem County,Idaho,16,045,204.0
Gooding County,Idaho,16,047,175.0
Idaho County,Idaho,16,049,524.0
Jefferson County,Idaho,16,051,87.0
Jerome County,Idaho,16,053,103.0
Kootenai County,Idaho,16,055,2124.0
Latah County,Idaho,16,057,346.0
Lemhi County,Idaho,16,059,54.0
Lewis County,Idaho,16,061,282.0
Lincoln County,Idaho,16,063,27.0
Madison County,Idaho,16,065,8.0
Minidoka County,Idaho,16,067,129.0
Nez Perce County,Idaho,16,069,2269.0
Oneida County,Idaho,16,071,18.0
Owyhee County,Idaho,16,073,385.0
Payette County,Idaho,16,075,175.0
Power County,Idaho,16,077,304.0
Shoshone County,Idaho,16,079,281.0
Teton County,Idaho,16,081,20.0
Twin Falls County,Idaho,16,083,912.0
Valley County,Idaho,16,085,21.0
Washington County,Idaho,16,087,75.0
Adams County,Illinois,17,001,222.0
Alexander County,Illinois,17,003,43.0
Bond County,Illinois,17,005,54.0
Boone County,Illinois,17,007,182.0
Brown County,Illinois,17,009,3.0
Bureau County,Illinois,17,011,50.0
Calhoun County,Illinois,17,013,7.0
Carroll County,Illinois,17,015,14.0
Cass County,Illinois,17,017,5.0
Champaign County,Illinois,17,019,323.0
Christian County,Illinois,17,021,86.0
Clark County,Illinois,17,023,10.0
Clay County,Illinois,17,025,9.0
Clinton County,Illinois,17,027,107.0
Coles County,Illinois,17,029,106.0
Cook County,Illinois,17,031,13972.0
Crawford County,Illinois,17,033,10.0
Cumberland County,Illinois,17,035,24.0
DeKalb County,Illinois,17,037,61.0
De Witt County,Illinois,17,039,29.0
Douglas County,Illinois,17,041,101.0
DuPage County,Illinois,17,043,1827.0
Edgar County,Illinois,17,045,30.0
Edwards County,Illinois,17,047,0.0
Effingham County,Illinois,17,049,34.0
Fayette County,Illinois,17,051,63.0
Ford County,Illinois,17,053,51.0
Franklin County,Illinois,17,055,108.0
Fulton County,Illinois,17,057,71.0
Gallatin County,Illinois,17,059,26.0
Greene County,Illinois,17,061,32.0
Grundy County,Illinois,17,063,38.0
Hamilton County,Illinois,17,065,7.0
Hancock County,Illinois,17,067,2.0
Hardin County,Illinois,17,069,8.0
Henderson County,Illinois,17,071,22.0
Henry County,Illinois,17,073,60.0
Iroquois County,Illinois,17,075,8.0
Jackson County,Illinois,17,077,232.0
Jasper County,Illinois,17,079,6.0
Jefferson County,Illinois,17,081,36.0
Jersey County,Illinois,17,083,28.0
Jo Daviess County,Illinois,17,085,39.0
Johnson County,Illinois,17,087,13.0
Kane County,Illinois,17,089,2200.0
Kankakee County,Illinois,17,091,352.0
Kendall County,Illinois,17,093,142.0
Knox County,Illinois,17,095,176.0
Lake County,Illinois,17,097,1359.0
LaSalle County,Illinois,17,099,296.0
Lawrence County,Illinois,17,101,51.0
Lee County,Illinois,17,103,62.0
Livingston County,Illinois,17,105,5.0
Logan County,Illinois,17,107,38.0
McDonough County,Illinois,17,109,68.0
McHenry County,Illinois,17,111,267.0
McLean County,Illinois,17,113,308.0
Macon County,Illinois,17,115,357.0
Macoupin County,Illinois,17,117,38.0
Madison County,Illinois,17,119,520.0
Marion County,Illinois,17,121,78.0
Marshall County,Illinois,17,123,19.0
Mason County,Illinois,17,125,14.0
Massac County,Illinois,17,127,16.0
Menard County,Illinois,17,129,14.0
Mercer County,Illinois,17,131,10.0
Monroe County,Illinois,17,133,17.0
Montgomery County,Illinois,17,135,50.0
Morgan County,Illinois,17,137,77.0
Moultrie County,Illinois,17,139,30.0
Ogle County,Illinois,17,141,68.0
Peoria County,Illinois,17,143,467.0
Perry County,Illinois,17,145,56.0
Piatt County,Illinois,17,147,15.0
Pike County,Illinois,17,149,35.0
Pope County,Illinois,17,151,7.0
Pulaski County,Illinois,17,153,12.0
Putnam County,Illinois,17,155,0.0
Randolph County,Illinois,17,157,34.0
Richland County,Illinois,17,159,61.0
Rock Island County,Illinois,17,161,483.0
Saint Clair County,Illinois,17,163,537.0
Saline County,Illinois,17,165,21.0
Sangamon County,Illinois,17,167,165.0
Schuyler County,Illinois,17,169,1.0
Scott County,Illinois,17,171,25.0
Shelby County,Illinois,17,173,43.0
Stark County,Illinois,17,175,0.0
Stephenson County,Illinois,17,177,62.0
Tazewell County,Illinois,17,179,180.0
Union County,Illinois,17,181,15.0
Vermilion County,Illinois,17,183,208.0
Wabash County,Illinois,17,185,6.0
Warren County,Illinois,17,187,8.0
Washington County,Illinois,17,189,42.0
Wayne County,Illinois,17,191,51.0
White County,Illinois,17,193,18.0
Whiteside County,Illinois,17,195,99.0
Will County,Illinois,17,197,1252.0
Williamson County,Illinois,17,199,130.0
Winnebago County,Illinois,17,201,847.0
Woodford County,Illinois,17,203,25.0
Adams County,Indiana,18,001,16.0
Allen County,Indiana,18,003,728.0
Bartholomew County,Indiana,18,005,195.0
Benton County,Indiana,18,007,1.0
Blackford County,Indiana,18,009,25.0
Boone County,Indiana,18,011,115.0
Brown County,Indiana,18,013,0.0
Carroll County,Indiana,18,015,53.0
Cass County,Indiana,18,017,157.0
Clark County,Indiana,18,019,128.0
Clay County,Indiana,18,021,18.0
Clinton County,Indiana,18,023,63.0
Crawford County,Indiana,18,025,87.0
Daviess County,Indiana,18,027,11.0
Dearborn County,Indiana,18,029,120.0
Decatur County,Indiana,18,031,93.0
DeKalb County,Indiana,18,033,23.0
Delaware County,Indiana,18,035,88.0
Dubois County,Indiana,18,037,103.0
Elkhart County,Indiana,18,039,313.0
Fayette County,Indiana,18,041,0.0
Floyd County,Indiana,18,043,351.0
Fountain County,Indiana,18,045,43.0
Franklin County,Indiana,18,047,6.0
Fulton County,Indiana,18,049,103.0
Gibson County,Indiana,18,051,29.0
Grant County,Indiana,18,053,119.0
Greene County,Indiana,18,055,9.0
Hamilton County,Indiana,18,057,455.0
Hancock County,Indiana,18,059,73.0
Harrison County,Indiana,18,061,220.0
Hendricks County,Indiana,18,063,339.0
Henry County,Indiana,18,065,123.0
