County,State,State_FIPS,County_FIPS,native_american_population
Marion County,Florida,12,083,1195
Martin County,Florida,12,085,575
Monroe County,Florida,12,087,112
Nassau County,Florida,12,089,161
Okaloosa County,Florida,12,091,1087
Okeechobee County,Florida,12,093,308
Orange County,Florida,12,095,3904
Osceola County,Florida,12,097,490
Palm Beach County,Florida,12,099,2767
Pasco County,Florida,12,101,1105
Pinellas County,Florida,12,103,2102
Polk County,Florida,12,105,1987
Putnam County,Florida,12,107,318
Saint Johns County,Florida,12,109,363
Saint Lucie County,Florida,12,111,1478
Santa Rosa County,Florida,12,113,1222
Sarasota County,Florida,12,115,677
Seminole County,Florida,12,117,919
Sumter County,Florida,12,119,255
Suwannee County,Florida,12,121,47
Taylor County,Florida,12,123,126
Union County,Florida,12,125,74
Volusia County,Florida,12,127,1679
Wakulla County,Florida,12,129,231
Walton County,Florida,12,131,528
Washington County,Florida,12,133,224
Appling County,Georgia,13,001,9
Atkinson County,Georgia,13,003,2
Bacon County,Georgia,13,005,0
Baker County,Georgia,13,007,0
Baldwin County,Georgia,13,009,43
Banks County,Georgia,13,011,17
Barrow County,Georgia,13,013,103
Bartow County,Georgia,13,015,468
Ben Hill County,Georgia,13,017,0
Berrien County,Georgia,13,019,9
Bibb County,Georgia,13,021,373
Bleckley County,Georgia,13,023,6
Brantley County,Georgia,13,025,35
Brooks County,Georgia,13,027,6
Bryan County,Georgia,13,029,59
Bulloch County,Georgia,13,031,174
Burke County,Georgia,13,033,11
Butts County,Georgia,13,035,0
Calhoun County,Georgia,13,037,27
Camden County,Georgia,13,039,236
Candler County,Georgia,13,043,44
Carroll County,Georgia,13,045,261
Catoosa County,Georgia,13,047,181
Charlton County,Georgia,13,049,46
Chatham County,Georgia,13,051,239
Chattahoochee County,Georgia,13,053,137
Chattooga County,Georgia,13,055,5
Cherokee County,Georgia,13,057,969
Clarke County,Georgia,13,059,57
Clay County,Georgia,13,061,0
Clayton County,Georgia,13,063,640
Clinch County,Georgia,13,065,15
Cobb County,Georgia,13,067,1755
Coffee County,Georgia,13,069,131
Colquitt County,Georgia,13,071,22
Columbia County,Georgia,13,073,313
Cook County,Georgia,13,075,101
Coweta County,Georgia,13,077,78
Crawford County,Georgia,13,079,92
Crisp County,Georgia,13,081,20
Dade County,Georgia,13,083,95
Dawson County,Georgia,13,085,126
Decatur County,Georgia,13,087,132
DeKalb County,Georgia,13,089,1890
Dodge County,Georgia,13,091,61
Dooly County,Georgia,13,093,24
Dougherty County,Georgia,13,095,178
Douglas County,Georgia,13,097,457
Early County,Georgia,13,099,19
Echols County,Georgia,13,101,0
Effingham County,Georgia,13,103,217
Elbert County,Georgia,13,105,52
Emanuel County,Georgia,13,107,137
Evans County,Georgia,13,109,33
Fannin County,Georgia,13,111,235
Fayette County,Georgia,13,113,245
Floyd County,Georgia,13,115,467
Forsyth County,Georgia,13,117,390
Franklin County,Georgia,13,119,72
Fulton County,Georgia,13,121,1527
Gilmer County,Georgia,13,123,51
Glascock County,Georgia,13,125,0
Glynn County,Georgia,13,127,88
Gordon County,Georgia,13,129,249
Grady County,Georgia,13,131,145
Greene County,Georgia,13,133,20
Gwinnett County,Georgia,13,135,2346
Habersham County,Georgia,13,137,173
Hall County,Georgia,13,139,621
Hancock County,Georgia,13,141,4
Haralson County,Georgia,13,143,11
Harris County,Georgia,13,145,93
Hart County,Georgia,13,147,0
Heard County,Georgia,13,149,0
Henry County,Georgia,13,151,381
Houston County,Georgia,13,153,184
Irwin County,Georgia,13,155,21
Jackson County,Georgia,13,157,105
Jasper County,Georgia,13,159,276
Jeff Davis County,Georgia,13,161,25
Jefferson County,Georgia,13,163,39
Jenkins County,Georgia,13,165,0
Johnson County,Georgia,13,167,5
Jones County,Georgia,13,169,0
Lamar County,Georgia,13,171,59
Lanier County,Georgia,13,173,0
Laurens County,Georgia,13,175,74
Lee County,Georgia,13,177,18
Liberty County,Georgia,13,179,257
Lincoln County,Georgia,13,181,24
Long County,Georgia,13,183,143
Lowndes County,Georgia,13,185,205
Lumpkin County,Georgia,13,187,211
McDuffie County,Georgia,13,189,82
McIntosh County,Georgia,13,191,53
Macon County,Georgia,13,193,13
Madison County,Georgia,13,195,42
Marion County,Georgia,13,197,0
Meriwether County,Georgia,13,199,19
Miller County,Georgia,13,201,9
Mitchell County,Georgia,13,205,11
Monroe County,Georgia,13,207,22
Montgomery County,Georgia,13,209,0
Morgan County,Georgia,13,211,26
Murray County,Georgia,13,213,98
Muscogee County,Georgia,13,215,531
Newton County,Georgia,13,217,317
Oconee County,Georgia,13,219,10
Oglethorpe County,Georgia,13,221,22
Paulding County,Georgia,13,223,370
Peach County,Georgia,13,225,4
Pickens County,Georgia,13,227,143
Pierce County,Georgia,13,229,9
Pike County,Georgia,13,231,74
Polk County,Georgia,13,233,96
Pulaski County,Georgia,13,235,0
Putnam County,Georgia,13,237,0
Quitman County,Georgia,13,239,0
Rabun County,Georgia,13,241,21
Randolph County,Georgia,13,243,2
Richmond County,Georgia,13,245,514
Rockdale County,Georgia,13,247,340
Schley County,Georgia,13,249,0
Screven County,Georgia,13,251,0
Seminole County,Georgia,13,253,0
Spalding County,Georgia,13,255,172
Stephens County,Georgia,13,257,112
Stewart County,Georgia,13,259,0
Sumter County,Georgia,13,261,28
Talbot County,Georgia,13,263,0
Taliaferro County,Georgia,13,265,0
Tattnall County,Georgia,13,267,76
Taylor County,Georgia,13,269,0
Telfair County,Georgia,13,271,87
Terrell County,Georgia,13,273,4
Thomas County,Georgia,13,275,45
Tift County,Georgia,13,277,15
Toombs County,Georgia,13,279,203
Towns County,Georgia,13,281,37
Treutlen County,Georgia,13,283,0
Troup County,Georgia,13,285,95
Turner County,Georgia,13,287,0
Twiggs County,Georgia,13,289,8
Union County,Georgia,13,291,0
Upson County,Georgia,13,293,92
Walker County,Georgia,13,295,216
Walton County,Georgia,13,297,258
Ware County,Georgia,13,299,113
Warren County,Georgia,13,301,0
Washington County,Georgia,13,303,0
Wayne County,Georgia,13,305,33
Webster County,Georgia,13,307,0
Wheeler County,Georgia,13,309,11
White County,Georgia,13,311,80
Whitfield County,Georgia,13,313,382
Wilcox County,Georgia,13,315,41
Wilkes County,Georgia,13,317,150
Wilkinson County,Georgia,13,319,9
Worth County,Georgia,13,321,15
Hawaii County,Hawaii,15,001,638
Honolulu County,Hawaii,15,003,2098
Kauai County,Hawaii,15,007,161
Kalawao County,Hawaii,15,005,0
Maui County,Hawaii,15,009,301
Ada County,Idaho,16,001,2146
Adams County,Idaho,16,003,44
Bannock County,Idaho,16,005,2797
Bear Lake County,Idaho,16,007,35
Benewah County,Idaho,16,009,832
Bingham County,Idaho,16,011,2529
Blaine County,Idaho,16,013,308
Boise County,Idaho,16,015,56
Bonner County,Idaho,16,017,398
Bonneville County,Idaho,16,019,752
Boundary County,Idaho,16,021,257
Butte County,Idaho,16,023,0
Camas County,Idaho,16,025,14
Canyon County,Idaho,16,027,1462
Caribou County,Idaho,16,029,32
Cassia County,Idaho,16,031,214
Clearwater County,Idaho,16,035,270
Custer County,Idaho,16,037,15
Elmore County,Idaho,16,039,362
Franklin County,Idaho,16,041,82
Fremont County,Idaho,16,043,142
Gem County,Idaho,16,045,41
Gooding County,Idaho,16,047,221
Idaho County,Idaho,16,049,398
Jefferson County,Idaho,16,051,160
Jerome County,Idaho,16,053,319
Kootenai County,Idaho,16,055,1480
Latah County,Idaho,16,057,174
Lemhi County,Idaho,16,059,24
Lewis County,Idaho,16,061,124
Lincoln County,Idaho,16,063,13
Madison County,Idaho,16,065,89
Minidoka County,Idaho,16,067,180
Nez Perce County,Idaho,16,069,1714
Oneida County,Idaho,16,071,62
Owyhee County,Idaho,16,073,442
Payette County,Idaho,16,075,261
Power County,Idaho,16,077,349
Shoshone County,Idaho,16,079,125
Teton County,Idaho,16,081,6
Twin Falls County,Idaho,16,083,482
Valley County,Idaho,16,085,21
Washington County,Idaho,16,087,128
Adams County,Illinois,17,001,94
Alexander County,Illinois,17,003,10
Bond County,Illinois,17,005,21
Boone County,Illinois,17,007,114
Brown County,Illinois,17,009,21
Bureau County,Illinois,17,011,96
Calhoun County,Illinois,17,013,0
Carroll County,Illinois,17,015,20
Cass County,Illinois,17,017,13
Champaign County,Illinois,17,019,405
Christian County,Illinois,17,021,54
Clark County,Illinois,17,023,13
Clay County,Illinois,17,025,11
Clinton County,Illinois,17,027,60
Coles County,Illinois,17,029,54
Cook County,Illinois,17,031,11012
Crawford County,Illinois,17,033,63
Cumberland County,Illinois,17,035,6
DeKalb County,Illinois,17,037,279
De Witt County,Illinois,17,039,0
Douglas County,Illinois,17,041,32
DuPage County,Illinois,17,043,1605
Edgar County,Illinois,17,045,6
Edwards County,Illinois,17,047,0
Effingham County,Illinois,17,049,19
Fayette County,Illinois,17,051,26
Ford County,Illinois,17,053,20
Franklin County,Illinois,17,055,11
Fulton County,Illinois,17,057,63
Gallatin County,Illinois,17,059,18
Greene County,Illinois,17,061,2
Grundy County,Illinois,17,063,40
Hamilton County,Illinois,17,065,24
Hancock County,Illinois,17,067,37
Hardin County,Illinois,17,069,0
Henderson County,Illinois,17,071,11
Henry County,Illinois,17,073,134
Iroquois County,Illinois,17,075,68
Jackson County,Illinois,17,077,267
Jasper County,Illinois,17,079,13
Jefferson County,Illinois,17,081,132
Jersey County,Illinois,17,083,0
Jo Daviess County,Illinois,17,085,82
Johnson County,Illinois,17,087,8
Kane County,Illinois,17,089,924
Kankakee County,Illinois,17,091,265
Kendall County,Illinois,17,093,255
Knox County,Illinois,17,095,105
Lake County,Illinois,17,097,1157
LaSalle County,Illinois,17,099,198
Lawrence County,Illinois,17,101,24
Lee County,Illinois,17,103,52
Livingston County,Illinois,17,105,16
Logan County,Illinois,17,107,36
McDonough County,Illinois,17,109,91
McHenry County,Illinois,17,111,482
McLean County,Illinois,17,113,364
Macon County,Illinois,17,115,136
Macoupin County,Illinois,17,117,53
Madison County,Illinois,17,119,685
Marion County,Illinois,17,121,63
Marshall County,Illinois,17,123,10
Mason County,Illinois,17,125,47
Massac County,Illinois,17,127,25
Menard County,Illinois,17,129,6
Mercer County,Illinois,17,131,30
Monroe County,Illinois,17,133,20
Montgomery County,Illinois,17,135,23
Morgan County,Illinois,17,137,103
Moultrie County,Illinois,17,139,3
Ogle County,Illinois,17,141,13
Peoria County,Illinois,17,143,340
Perry County,Illinois,17,145,108
Piatt County,Illinois,17,147,0
Pike County,Illinois,17,149,56
Pope County,Illinois,17,151,17
Pulaski County,Illinois,17,153,7
Putnam County,Illinois,17,155,1
Randolph County,Illinois,17,157,70
Richland County,Illinois,17,159,25
Rock Island County,Illinois,17,161,484
Saint Clair County,Illinois,17,163,518
Saline County,Illinois,17,165,103
Sangamon County,Illinois,17,167,391
Schuyler County,Illinois,17,169,15
Scott County,Illinois,17,171,4
Shelby County,Illinois,17,173,4
Stark County,Illinois,17,175,0
Stephenson County,Illinois,17,177,96
Tazewell County,Illinois,17,179,133
Union County,Illinois,17,181,72
Vermilion County,Illinois,17,183,153
Wabash County,Illinois,17,185,0
Warren County,Illinois,17,187,76
Washington County,Illinois,17,189,17
Wayne County,Illinois,17,191,11
White County,Illinois,17,193,4
Whiteside County,Illinois,17,195,207
Will County,Illinois,17,197,982
Williamson County,Illinois,17,199,262
Winnebago County,Illinois,17,201,879
Woodford County,Illinois,17,203,31
Adams County,Indiana,18,001,74
Allen County,Indiana,18,003,1171
Bartholomew County,Indiana,18,005,170
Benton County,Indiana,18,007,0
Blackford County,Indiana,18,009,7
Boone County,Indiana,18,011,58
Brown County,Indiana,18,013,135
Carroll County,Indiana,18,015,0
Cass County,Indiana,18,017,98
Clark County,Indiana,18,019,181
Clay County,Indiana,18,021,55
Clinton County,Indiana,18,023,181
Crawford County,Indiana,18,025,112
Daviess County,Indiana,18,027,78
Dearborn County,Indiana,18,029,99
Decatur County,Indiana,18,031,2
DeKalb County,Indiana,18,033,49
Delaware County,Indiana,18,035,385
Dubois County,Indiana,18,037,34
Elkhart County,Indiana,18,039,729
Fayette County,Indiana,18,041,5
Floyd County,Indiana,18,043,92
Fountain County,Indiana,18,045,15
Franklin County,Indiana,18,047,48
Fulton County,Indiana,18,049,74
Gibson County,Indiana,18,051,57
Grant County,Indiana,18,053,62
Greene County,Indiana,18,055,96
Hamilton County,Indiana,18,057,340
Hancock County,Indiana,18,059,119
Harrison County,Indiana,18,061,51
Hendricks County,Indiana,18,063,159
Henry County,Indiana,18,065,43
Howard County,Indiana,18,067,193
Huntington County,Indiana,18,069,66
Jackson County,Indiana,18,071,143
Jasper County,Indiana,18,073,116
Jay County,Indiana,18,075,3
Jefferson County,Indiana,18,077,0
Jennings County,Indiana,18,079,57
Johnson County,Indiana,18,081,226
Knox County,Indiana,18,083,52
Kosciusko County,Indiana,18,085,172
LaGrange County,Indiana,18,087,62
Lake County,Indiana,18,089,1570
LaPorte County,Indiana,18,091,230
Lawrence County,Indiana,18,093,192
Madison County,Indiana,18,095,149
Marion County,Indiana,18,097,1857
Marshall County,Indiana,18,099,79
Martin County,Indiana,18,101,15
Miami County,Indiana,18,103,295
Monroe County,Indiana,18,105,309
Montgomery County,Indiana,18,107,57
Morgan County,Indiana,18,109,63
Newton County,Indiana,18,111,9
Noble County,Indiana,18,113,41
Ohio County,Indiana,18,115,0
Orange County,Indiana,18,117,55
Owen County,Indiana,18,119,63
Parke County,Indiana,18,121,70
Perry County,Indiana,18,123,66
Pike County,Indiana,18,125,0
Porter County,Indiana,18,127,395
Posey County,Indiana,18,129,25
Pulaski County,Indiana,18,131,0
Putnam County,Indiana,18,133,151
Randolph County,Indiana,18,135,18
Ripley County,Indiana,18,137,8
Rush County,Indiana,18,139,13
Saint Joseph County,Indiana,18,141,925
Scott County,Indiana,18,143,0
Shelby County,Indiana,18,145,128
Spencer County,Indiana,18,147,51
Starke County,Indiana,18,149,55
Steuben County,Indiana,18,151,262
Sullivan County,Indiana,18,153,64
Switzerland County,Indiana,18,155,11
Tippecanoe County,Indiana,18,157,311
Tipton County,Indiana,18,159,8
Union County,Indiana,18,161,8
Vanderburgh County,Indiana,18,163,280
Vermillion County,Indiana,18,165,54
Vigo County,Indiana,18,167,331
Wabash County,Indiana,18,169,249
Warren County,Indiana,18,171,1
Warrick County,Indiana,18,173,106
Washington County,Indiana,18,175,0
Wayne County,Indiana,18,177,116
Wells County,Indiana,18,179,84
White County,Indiana,18,181,86
Whitley County,Indiana,18,183,43
Adair County,Iowa,19,001,8
Adams County,Iowa,19,003,17
Allamakee County,Iowa,19,005,146
Appanoose County,Iowa,19,007,0
Audubon County,Iowa,19,009,0
Benton County,Iowa,19,011,8
Black Hawk County,Iowa,19,013,266
Boone County,Iowa,19,015,48
Bremer County,Iowa,19,017,20
Buchanan County,Iowa,19,019,47
Buena Vista County,Iowa,19,021,56
Butler County,Iowa,19,023,24
Calhoun County,Iowa,19,025,31
Carroll County,Iowa,19,027,70
Cass County,Iowa,19,029,32
Cedar County,Iowa,19,031,39
Cerro Gordo County,Iowa,19,033,145
Cherokee County,Iowa,19,035,26
Chickasaw County,Iowa,19,037,126
Clarke County,Iowa,19,039,5
Clay County,Iowa,19,041,39
Clayton County,Iowa,19,043,21
Clinton County,Iowa,19,045,112
Crawford County,Iowa,19,047,17
Dallas County,Iowa,19,049,26
Davis County,Iowa,19,051,25
