County,State,State_FIPS,County_FIPS,black_population
Hot Spring County,Arkansas,05,059,3363
Howard County,Arkansas,05,061,2922
Independence County,Arkansas,05,063,834
Izard County,Arkansas,05,065,256
Jackson County,Arkansas,05,067,3051
Jefferson County,Arkansas,05,069,42399
Johnson County,Arkansas,05,071,402
Lafayette County,Arkansas,05,073,2851
Lawrence County,Arkansas,05,075,116
Lee County,Arkansas,05,077,5910
Lincoln County,Arkansas,05,079,4287
Little River County,Arkansas,05,081,2597
Logan County,Arkansas,05,083,264
Lonoke County,Arkansas,05,085,4287
Madison County,Arkansas,05,087,32
Marion County,Arkansas,05,089,1
Miller County,Arkansas,05,091,10455
Mississippi County,Arkansas,05,093,15888
Monroe County,Arkansas,05,095,3422
Montgomery County,Arkansas,05,097,28
Nevada County,Arkansas,05,099,2861
Newton County,Arkansas,05,101,35
Ouachita County,Arkansas,05,103,10448
Perry County,Arkansas,05,105,255
Phillips County,Arkansas,05,107,13906
Pike County,Arkansas,05,109,398
Poinsett County,Arkansas,05,111,1694
Polk County,Arkansas,05,113,36
Pope County,Arkansas,05,115,2027
Prairie County,Arkansas,05,117,1127
Pulaski County,Arkansas,05,119,132201
Randolph County,Arkansas,05,121,68
Saint Francis County,Arkansas,05,123,14657
Saline County,Arkansas,05,125,4742
Scott County,Arkansas,05,127,30
Searcy County,Arkansas,05,129,0
Sebastian County,Arkansas,05,131,7378
Sevier County,Arkansas,05,133,716
Sharp County,Arkansas,05,135,76
Stone County,Arkansas,05,137,7
Union County,Arkansas,05,139,13751
Van Buren County,Arkansas,05,141,186
Washington County,Arkansas,05,143,6582
White County,Arkansas,05,145,3042
Woodruff County,Arkansas,05,147,2117
Yell County,Arkansas,05,149,265
Alameda County,California,06,001,186326
Alpine County,California,06,003,0
Amador County,California,06,005,870
Butte County,California,06,007,3353
Calaveras County,California,06,009,496
Colusa County,California,06,011,203
Contra Costa County,California,06,013,94782
Del Norte County,California,06,015,937
El Dorado County,California,06,017,1367
Fresno County,California,06,019,46522
Glenn County,California,06,021,261
Humboldt County,California,06,023,1590
Imperial County,California,06,025,5985
Inyo County,California,06,027,204
Kern County,California,06,029,47008
Kings County,California,06,031,10988
Lake County,California,06,033,1440
Lassen County,California,06,035,3048
Los Angeles County,California,06,037,844048
Madera County,California,06,039,4962
Marin County,California,06,041,7481
Mariposa County,California,06,043,180
Mendocino County,California,06,045,949
Merced County,California,06,047,9837
Modoc County,California,06,049,108
Mono County,California,06,051,180
Monterey County,California,06,053,12848
Napa County,California,06,055,2710
Nevada County,California,06,057,522
Orange County,California,06,059,49513
Placer County,California,06,061,4587
Plumas County,California,06,063,274
Riverside County,California,06,065,135859
Sacramento County,California,06,067,144018
San Benito County,California,06,069,728
San Bernardino County,California,06,071,176209
San Diego County,California,06,073,154076
San Francisco County,California,06,075,49260
San Joaquin County,California,06,077,50400
San Luis Obispo County,California,06,079,5882
San Mateo County,California,06,081,20507
Santa Barbara County,California,06,083,7752
Santa Clara County,California,06,085,45219
Santa Cruz County,California,06,087,2558
Shasta County,California,06,089,1650
Sierra County,California,06,091,38
Siskiyou County,California,06,093,519
Solano County,California,06,095,60130
Sonoma County,California,06,097,7161
Stanislaus County,California,06,099,14691
Sutter County,California,06,101,1800
Tehama County,California,06,103,418
Trinity County,California,06,105,53
Tulare County,California,06,107,7130
Tuolumne County,California,06,109,1172
Ventura County,California,06,111,14435
Yolo County,California,06,113,5006
Yuba County,California,06,115,1879
Alamosa County,Colorado,08,003,57
Archuleta County,Colorado,08,007,31
Baca County,Colorado,08,009,45
Bent County,Colorado,08,011,373
Chaffee County,Colorado,08,015,489
Cheyenne County,Colorado,08,017,3
Clear Creek County,Colorado,08,019,17
Conejos County,Colorado,08,021,41
Costilla County,Colorado,08,023,13
Crowley County,Colorado,08,025,525
Custer County,Colorado,08,027,9
Delta County,Colorado,08,029,375
Dolores County,Colorado,08,033,0
Douglas County,Colorado,08,035,3141
Eagle County,Colorado,08,037,137
Elbert County,Colorado,08,039,107
El Paso County,Colorado,08,041,36763
Fremont County,Colorado,08,043,2689
Garfield County,Colorado,08,045,422
Gilpin County,Colorado,08,047,98
Grand County,Colorado,08,049,31
Gunnison County,Colorado,08,051,94
Huerfano County,Colorado,08,055,194
Jackson County,Colorado,08,057,4
Kiowa County,Colorado,08,061,1
Kit Carson County,Colorado,08,063,262
Lake County,Colorado,08,065,49
La Plata County,Colorado,08,067,305
Larimer County,Colorado,08,069,2275
Las Animas County,Colorado,08,071,275
Lincoln County,Colorado,08,073,450
Logan County,Colorado,08,075,224
Mesa County,Colorado,08,077,1011
Moffat County,Colorado,08,081,42
Montezuma County,Colorado,08,083,11
Montrose County,Colorado,08,085,258
Morgan County,Colorado,08,087,799
Otero County,Colorado,08,089,94
Ouray County,Colorado,08,091,0
Park County,Colorado,08,093,5
Phillips County,Colorado,08,095,15
Pitkin County,Colorado,08,097,22
Prowers County,Colorado,08,099,10
Pueblo County,Colorado,08,101,3035
Rio Blanco County,Colorado,08,103,45
Rio Grande County,Colorado,08,105,41
Routt County,Colorado,08,107,28
Saguache County,Colorado,08,109,26
San Miguel County,Colorado,08,113,15
Sedgwick County,Colorado,08,115,7
Summit County,Colorado,08,117,136
Teller County,Colorado,08,119,160
Washington County,Colorado,08,121,7
Yuma County,Colorado,08,125,23
Adams County,Colorado,08,001,13637
Arapahoe County,Colorado,08,005,55860
Boulder County,Colorado,08,013,2421
Broomfield County,Colorado,08,014,529
Denver County,Colorado,08,031,59945
Jefferson County,Colorado,08,059,5813
Weld County,Colorado,08,123,2146
Fairfield County,Connecticut,09,001,97022
Hartford County,Connecticut,09,003,114542
Litchfield County,Connecticut,09,005,2263
Middlesex County,Connecticut,09,007,7350
New Haven County,Connecticut,09,009,105398
New London County,Connecticut,09,011,14833
Tolland County,Connecticut,09,013,4399
Windham County,Connecticut,09,015,2134
Kent County,Delaware,10,001,37559
New Castle County,Delaware,10,003,126111
Sussex County,Delaware,10,005,24849
Alachua County,Florida,12,001,49031
Baker County,Florida,12,003,3714
Bay County,Florida,12,005,17447
Bradford County,Florida,12,007,5930
Brevard County,Florida,12,009,53882
Broward County,Florida,12,011,457325
Calhoun County,Florida,12,013,2149
Charlotte County,Florida,12,015,8811
Citrus County,Florida,12,017,3927
Clay County,Florida,12,019,18443
Collier County,Florida,12,021,21468
Columbia County,Florida,12,023,11998
Miami-Dade County,Florida,12,086,474119
DeSoto County,Florida,12,027,4525
Dixie County,Florida,12,029,929
Duval County,Florida,12,031,252937
Escambia County,Florida,12,033,66760
Flagler County,Florida,12,035,10633
Franklin County,Florida,12,037,1799
Gadsden County,Florida,12,039,25654
Gilchrist County,Florida,12,041,801
Glades County,Florida,12,043,1520
Gulf County,Florida,12,045,1861
Hamilton County,Florida,12,047,5224
Hardee County,Florida,12,049,2030
Hendry County,Florida,12,051,5249
Hernando County,Florida,12,053,8886
Highlands County,Florida,12,055,9395
Hillsborough County,Florida,12,057,202259
Holmes County,Florida,12,059,962
Indian River County,Florida,12,061,12116
Jackson County,Florida,12,063,12969
Jefferson County,Florida,12,065,5413
Lafayette County,Florida,12,067,1031
Lake County,Florida,12,069,27989
Lee County,Florida,12,071,49430
Leon County,Florida,12,073,82093
Levy County,Florida,12,075,3780
Liberty County,Florida,12,077,1004
Madison County,Florida,12,079,7465
Manatee County,Florida,12,081,27729
Marion County,Florida,12,083,40351
Martin County,Florida,12,085,7928
Monroe County,Florida,12,087,4796
Nassau County,Florida,12,089,5023
Okaloosa County,Florida,12,091,16340
Okeechobee County,Florida,12,093,3289
Orange County,Florida,12,095,230469
Osceola County,Florida,12,097,29340
Palm Beach County,Florida,12,099,222997
Pasco County,Florida,12,101,20153
Pinellas County,Florida,12,103,93459
Polk County,Florida,12,105,86734
Putnam County,Florida,12,107,12062
Saint Johns County,Florida,12,109,9956
Saint Lucie County,Florida,12,111,51072
Santa Rosa County,Florida,12,113,7443
Sarasota County,Florida,12,115,17283
Seminole County,Florida,12,117,44698
Sumter County,Florida,12,119,9230
Suwannee County,Florida,12,121,4451
Taylor County,Florida,12,123,4636
Union County,Florida,12,125,3058
Volusia County,Florida,12,127,50820
Wakulla County,Florida,12,129,4128
Walton County,Florida,12,131,2976
Washington County,Florida,12,133,3520
Appling County,Georgia,13,001,3574
Atkinson County,Georgia,13,003,1535
Bacon County,Georgia,13,005,1900
Baker County,Georgia,13,007,1830
Baldwin County,Georgia,13,009,19595
Banks County,Georgia,13,011,504
Barrow County,Georgia,13,013,8361
Bartow County,Georgia,13,015,9731
Ben Hill County,Georgia,13,017,6907
Berrien County,Georgia,13,019,2300
Bibb County,Georgia,13,021,79110
Bleckley County,Georgia,13,023,3720
Brantley County,Georgia,13,025,859
Brooks County,Georgia,13,027,5897
Bryan County,Georgia,13,029,3904
Bulloch County,Georgia,13,031,18801
Burke County,Georgia,13,033,12020
Butts County,Georgia,13,035,6695
Calhoun County,Georgia,13,037,3928
Camden County,Georgia,13,039,9890
Candler County,Georgia,13,043,2631
Carroll County,Georgia,13,045,20057
Catoosa County,Georgia,13,047,1518
Charlton County,Georgia,13,049,3139
Chatham County,Georgia,13,051,105911
Chattahoochee County,Georgia,13,053,2522
Chattooga County,Georgia,13,055,2999
Cherokee County,Georgia,13,057,12074
Clarke County,Georgia,13,059,30299
Clay County,Georgia,13,061,2135
Clayton County,Georgia,13,063,170540
Clinch County,Georgia,13,065,2147
Cobb County,Georgia,13,067,169112
Coffee County,Georgia,13,069,11410
Colquitt County,Georgia,13,071,10381
Columbia County,Georgia,13,073,18321
Cook County,Georgia,13,075,4819
Coweta County,Georgia,13,077,21992
Crawford County,Georgia,13,079,2921
Crisp County,Georgia,13,081,10207
Dade County,Georgia,13,083,181
Dawson County,Georgia,13,085,52
Decatur County,Georgia,13,087,11525
DeKalb County,Georgia,13,089,376704
Dodge County,Georgia,13,091,6410
Dooly County,Georgia,13,093,7511
Dougherty County,Georgia,13,095,62810
Douglas County,Georgia,13,097,49877
Early County,Georgia,13,099,5676
Echols County,Georgia,13,101,79
Effingham County,Georgia,13,103,6993
Elbert County,Georgia,13,105,6060
Emanuel County,Georgia,13,107,7470
Evans County,Georgia,13,109,3325
Fannin County,Georgia,13,111,137
Fayette County,Georgia,13,113,20838
Floyd County,Georgia,13,115,13450
Forsyth County,Georgia,13,117,4732
Franklin County,Georgia,13,119,1930
Fulton County,Georgia,13,121,400328
Gilmer County,Georgia,13,123,165
Glascock County,Georgia,13,125,283
Glynn County,Georgia,13,127,20561
Gordon County,Georgia,13,129,2284
Grady County,Georgia,13,131,7446
Greene County,Georgia,13,133,6261
Gwinnett County,Georgia,13,135,179983
Habersham County,Georgia,13,137,1764
Hall County,Georgia,13,139,13227
Hancock County,Georgia,13,141,7248
Haralson County,Georgia,13,143,1361
Harris County,Georgia,13,145,5432
Hart County,Georgia,13,147,4910
Heard County,Georgia,13,149,1328
Henry County,Georgia,13,151,70687
Houston County,Georgia,13,153,38817
Irwin County,Georgia,13,155,2718
Jackson County,Georgia,13,157,4297
Jasper County,Georgia,13,159,3019
Jeff Davis County,Georgia,13,161,2322
Jefferson County,Georgia,13,163,9357
Jenkins County,Georgia,13,165,2842
Johnson County,Georgia,13,167,3565
Jones County,Georgia,13,169,7135
Lamar County,Georgia,13,171,5642
Lanier County,Georgia,13,173,2308
Laurens County,Georgia,13,175,17219
Lee County,Georgia,13,177,5287
Liberty County,Georgia,13,179,26799
Lincoln County,Georgia,13,181,2609
Long County,Georgia,13,183,3629
Lowndes County,Georgia,13,185,38301
Lumpkin County,Georgia,13,187,487
McDuffie County,Georgia,13,189,8772
McIntosh County,Georgia,13,191,5242
Macon County,Georgia,13,193,8410
Madison County,Georgia,13,195,2331
Marion County,Georgia,13,197,2832
Meriwether County,Georgia,13,199,9206
Miller County,Georgia,13,201,1804
Mitchell County,Georgia,13,205,11450
Monroe County,Georgia,13,207,6465
Montgomery County,Georgia,13,209,2491
Morgan County,Georgia,13,211,4352
Murray County,Georgia,13,213,467
Muscogee County,Georgia,13,215,85164
Newton County,Georgia,13,217,38704
Oconee County,Georgia,13,219,1571
Oglethorpe County,Georgia,13,221,2597
Paulding County,Georgia,13,223,23449
Peach County,Georgia,13,225,12587
Pickens County,Georgia,13,227,378
Pierce County,Georgia,13,229,1856
Pike County,Georgia,13,231,1960
Polk County,Georgia,13,233,5297
Pulaski County,Georgia,13,235,3152
Putnam County,Georgia,13,237,5797
Quitman County,Georgia,13,239,1279
Rabun County,Georgia,13,241,187
Randolph County,Georgia,13,243,4530
Richmond County,Georgia,13,245,107825
Rockdale County,Georgia,13,247,37703
Schley County,Georgia,13,249,1173
Screven County,Georgia,13,251,6539
Seminole County,Georgia,13,253,2927
Spalding County,Georgia,13,255,20945
Stephens County,Georgia,13,257,2867
Stewart County,Georgia,13,259,3378
Sumter County,Georgia,13,261,17123
Talbot County,Georgia,13,263,4156
Taliaferro County,Georgia,13,265,1015
Tattnall County,Georgia,13,267,7001
Taylor County,Georgia,13,269,3548
Telfair County,Georgia,13,271,6200
Terrell County,Georgia,13,273,5860
Thomas County,Georgia,13,275,16585
Tift County,Georgia,13,277,11783
Toombs County,Georgia,13,279,6884
Towns County,Georgia,13,281,100
Treutlen County,Georgia,13,283,2213
Troup County,Georgia,13,285,22502
Turner County,Georgia,13,287,3778
Twiggs County,Georgia,13,289,3937
Union County,Georgia,13,291,312
Upson County,Georgia,13,293,7516
Walker County,Georgia,13,295,3041
Walton County,Georgia,13,297,13170
Ware County,Georgia,13,299,10647
Warren County,Georgia,13,301,3576
Washington County,Georgia,13,303,11205
Wayne County,Georgia,13,305,6210
Webster County,Georgia,13,307,957
Wheeler County,Georgia,13,309,3202
White County,Georgia,13,311,882
Whitfield County,Georgia,13,313,3982
Wilcox County,Georgia,13,315,3312
Wilkes County,Georgia,13,317,4526
Wilkinson County,Georgia,13,319,3764
Worth County,Georgia,13,321,6197
Hawaii County,Hawaii,15,001,1122
Honolulu County,Hawaii,15,003,19293
Kauai County,Hawaii,15,007,365
Kalawao County,Hawaii,15,005,0
Maui County,Hawaii,15,009,848
Ada County,Idaho,16,001,3949
Adams County,Idaho,16,003,0
Bannock County,Idaho,16,005,537
Bear Lake County,Idaho,16,007,22
Benewah County,Idaho,16,009,75
Bingham County,Idaho,16,011,212
Blaine County,Idaho,16,013,7
Boise County,Idaho,16,015,34
Bonner County,Idaho,16,017,98
Bonneville County,Idaho,16,019,603
Boundary County,Idaho,16,021,0
Butte County,Idaho,16,023,5
Camas County,Idaho,16,025,12
Canyon County,Idaho,16,027,639
Caribou County,Idaho,16,029,0
Cassia County,Idaho,16,031,59
Clearwater County,Idaho,16,035,40
Custer County,Idaho,16,037,0
Elmore County,Idaho,16,039,759
Franklin County,Idaho,16,041,52
Fremont County,Idaho,16,043,7
Gem County,Idaho,16,045,2
Gooding County,Idaho,16,047,7
Idaho County,Idaho,16,049,22
Jefferson County,Idaho,16,051,56
Jerome County,Idaho,16,053,94
Kootenai County,Idaho,16,055,351
Latah County,Idaho,16,057,302
Lemhi County,Idaho,16,059,32
Lewis County,Idaho,16,061,0
Lincoln County,Idaho,16,063,56
Madison County,Idaho,16,065,229
Minidoka County,Idaho,16,067,10
Nez Perce County,Idaho,16,069,141
Oneida County,Idaho,16,071,0
Owyhee County,Idaho,16,073,6
Payette County,Idaho,16,075,7
Power County,Idaho,16,077,23
Shoshone County,Idaho,16,079,33
Teton County,Idaho,16,081,0
Twin Falls County,Idaho,16,083,341
Valley County,Idaho,16,085,1
Washington County,Idaho,16,087,0
Adams County,Illinois,17,001,2406
Alexander County,Illinois,17,003,2923
Bond County,Illinois,17,005,791
Boone County,Illinois,17,007,1224
Brown County,Illinois,17,009,1127
Bureau County,Illinois,17,011,222
Calhoun County,Illinois,17,013,8
Carroll County,Illinois,17,015,146
Cass County,Illinois,17,017,419
Champaign County,Illinois,17,019,25155
Christian County,Illinois,17,021,604
Clark County,Illinois,17,023,69
Clay County,Illinois,17,025,63
Clinton County,Illinois,17,027,1318
Coles County,Illinois,17,029,2059
Cook County,Illinois,17,031,1290906
Crawford County,Illinois,17,033,705
Cumberland County,Illinois,17,035,74
DeKalb County,Illinois,17,037,6476
De Witt County,Illinois,17,039,191
Douglas County,Illinois,17,041,81
DuPage County,Illinois,17,043,40944
Edgar County,Illinois,17,045,113
Edwards County,Illinois,17,047,68
Effingham County,Illinois,17,049,99
Fayette County,Illinois,17,051,237
Ford County,Illinois,17,053,72
Franklin County,Illinois,17,055,110
Fulton County,Illinois,17,057,1211
Gallatin County,Illinois,17,059,34
Greene County,Illinois,17,061,154
Grundy County,Illinois,17,063,607
Hamilton County,Illinois,17,065,36
Hancock County,Illinois,17,067,70
Hardin County,Illinois,17,069,65
Henderson County,Illinois,17,071,28
Henry County,Illinois,17,073,791
Iroquois County,Illinois,17,075,276
Jackson County,Illinois,17,077,8708
Jasper County,Illinois,17,079,5
Jefferson County,Illinois,17,081,3106
Jersey County,Illinois,17,083,185
Jo Daviess County,Illinois,17,085,121
Johnson County,Illinois,17,087,1446
Kane County,Illinois,17,089,27718
Kankakee County,Illinois,17,091,17054
Kendall County,Illinois,17,093,5507
Knox County,Illinois,17,095,4048
Lake County,Illinois,17,097,47209
LaSalle County,Illinois,17,099,1889
Lawrence County,Illinois,17,101,2304
Lee County,Illinois,17,103,1667
Livingston County,Illinois,17,105,1995
Logan County,Illinois,17,107,3085
McDonough County,Illinois,17,109,1547
McHenry County,Illinois,17,111,3311
McLean County,Illinois,17,113,12145
Macon County,Illinois,17,115,17423
Macoupin County,Illinois,17,117,278
Madison County,Illinois,17,119,21388
Marion County,Illinois,17,121,1200
Marshall County,Illinois,17,123,45
Mason County,Illinois,17,125,41
Massac County,Illinois,17,127,756
Menard County,Illinois,17,129,91
Mercer County,Illinois,17,131,74
Monroe County,Illinois,17,133,37
Montgomery County,Illinois,17,135,1437
Morgan County,Illinois,17,137,2206
Moultrie County,Illinois,17,139,37
Ogle County,Illinois,17,141,443
Peoria County,Illinois,17,143,32818
Perry County,Illinois,17,145,2003
Piatt County,Illinois,17,147,74
Pike County,Illinois,17,149,243
Pope County,Illinois,17,151,158
Pulaski County,Illinois,17,153,2033
Putnam County,Illinois,17,155,69
Randolph County,Illinois,17,157,3228
Richland County,Illinois,17,159,64
Rock Island County,Illinois,17,161,13244
Saint Clair County,Illinois,17,163,81001
Saline County,Illinois,17,165,940
Sangamon County,Illinois,17,167,22845
Schuyler County,Illinois,17,169,44
Scott County,Illinois,17,171,4
Shelby County,Illinois,17,173,95
Stark County,Illinois,17,175,13
Stephenson County,Illinois,17,177,4277
Tazewell County,Illinois,17,179,1242
Union County,Illinois,17,181,231
Vermilion County,Illinois,17,183,10621
Wabash County,Illinois,17,185,81
Warren County,Illinois,17,187,379
Washington County,Illinois,17,189,135
Wayne County,Illinois,17,191,95
White County,Illinois,17,193,127
Whiteside County,Illinois,17,195,824
Will County,Illinois,17,197,73322
Williamson County,Illinois,17,199,2412
Winnebago County,Illinois,17,201,36350
Woodford County,Illinois,17,203,248
Adams County,Indiana,18,001,133
Allen County,Indiana,18,003,41649
Bartholomew County,Indiana,18,005,1316
Benton County,Indiana,18,007,96
Blackford County,Indiana,18,009,42
Boone County,Indiana,18,011,573
Brown County,Indiana,18,013,60
Carroll County,Indiana,18,015,97
Cass County,Indiana,18,017,721
Clark County,Indiana,18,019,7518
Clay County,Indiana,18,021,43
Clinton County,Indiana,18,023,103
Crawford County,Indiana,18,025,119
Daviess County,Indiana,18,027,140
Dearborn County,Indiana,18,029,316
Decatur County,Indiana,18,031,111
DeKalb County,Indiana,18,033,60
Delaware County,Indiana,18,035,6249
Dubois County,Indiana,18,037,187
Elkhart County,Indiana,18,039,11098
Fayette County,Indiana,18,041,347
Floyd County,Indiana,18,043,3379
Fountain County,Indiana,18,045,69
Franklin County,Indiana,18,047,21
Fulton County,Indiana,18,049,203
Gibson County,Indiana,18,051,667
Grant County,Indiana,18,053,4900
Greene County,Indiana,18,055,100
Hamilton County,Indiana,18,057,8774
Hancock County,Indiana,18,059,1426
Harrison County,Indiana,18,061,210
Hendricks County,Indiana,18,063,6725
Henry County,Indiana,18,065,675
Howard County,Indiana,18,067,5966
Huntington County,Indiana,18,069,174
Jackson County,Indiana,18,071,104
Jasper County,Indiana,18,073,261
Jay County,Indiana,18,075,218
Jefferson County,Indiana,18,077,607
Jennings County,Indiana,18,079,126
Johnson County,Indiana,18,081,1982
Knox County,Indiana,18,083,1050
Kosciusko County,Indiana,18,085,631
LaGrange County,Indiana,18,087,48
Lake County,Indiana,18,089,126048
LaPorte County,Indiana,18,091,11923
Lawrence County,Indiana,18,093,243
Madison County,Indiana,18,095,8400
Marion County,Indiana,18,097,235928
Marshall County,Indiana,18,099,337
Martin County,Indiana,18,101,16
Miami County,Indiana,18,103,1601
Monroe County,Indiana,18,105,4594
Montgomery County,Indiana,18,107,334
Morgan County,Indiana,18,109,184
Newton County,Indiana,18,111,36
Noble County,Indiana,18,113,70
Ohio County,Indiana,18,115,58
Orange County,Indiana,18,117,276
Owen County,Indiana,18,119,118
Parke County,Indiana,18,121,254
Perry County,Indiana,18,123,381
Pike County,Indiana,18,125,13
Porter County,Indiana,18,127,4804
Posey County,Indiana,18,129,280
Pulaski County,Indiana,18,131,55
Putnam County,Indiana,18,133,1525
Randolph County,Indiana,18,135,60
Ripley County,Indiana,18,137,118
Rush County,Indiana,18,139,163
Saint Joseph County,Indiana,18,141,33466
Scott County,Indiana,18,143,104
Shelby County,Indiana,18,145,376
Spencer County,Indiana,18,147,153
Starke County,Indiana,18,149,122
Steuben County,Indiana,18,151,209
Sullivan County,Indiana,18,153,847
Switzerland County,Indiana,18,155,0
Tippecanoe County,Indiana,18,157,6831
Tipton County,Indiana,18,159,22
Union County,Indiana,18,161,42
Vanderburgh County,Indiana,18,163,16081
Vermillion County,Indiana,18,165,18
Vigo County,Indiana,18,167,7270
Wabash County,Indiana,18,169,255
Warren County,Indiana,18,171,6
Warrick County,Indiana,18,173,531
Washington County,Indiana,18,175,123
Wayne County,Indiana,18,177,2376
Wells County,Indiana,18,179,161
White County,Indiana,18,181,57
Whitley County,Indiana,18,183,141
Adair County,Iowa,19,001,40
Adams County,Iowa,19,003,10
Allamakee County,Iowa,19,005,49
Appanoose County,Iowa,19,007,86
Audubon County,Iowa,19,009,6
Benton County,Iowa,19,011,49
Black Hawk County,Iowa,19,013,11692
Boone County,Iowa,19,015,261
