County,State,State_FIPS,County_FIPS,native_american_population
San Mateo County,California,06,081,2129.0
Santa Barbara County,California,06,083,4122.0
Santa Clara County,California,06,085,8961.0
Santa Cruz County,California,06,087,1572.0
Shasta County,California,06,089,4654.0
Sierra County,California,06,091,26.0
Siskiyou County,California,06,093,1326.0
Solano County,California,06,095,2463.0
Sonoma County,California,06,097,5746.0
Stanislaus County,California,06,099,4183.0
Sutter County,California,06,101,1033.0
Tehama County,California,06,103,1846.0
Trinity County,California,06,105,457.0
Tulare County,California,06,107,6089.0
Tuolumne County,California,06,109,924.0
Ventura County,California,06,111,6285.0
Yolo County,California,06,113,1955.0
Yuba County,California,06,115,1147.0
Alamosa County,Colorado,08,003,327.0
Archuleta County,Colorado,08,007,280.0
Baca County,Colorado,08,009,46.0
Bent County,Colorado,08,011,172.0
Chaffee County,Colorado,08,015,205.0
Cheyenne County,Colorado,08,017,11.0
Clear Creek County,Colorado,08,019,59.0
Conejos County,Colorado,08,021,155.0
Costilla County,Colorado,08,023,12.0
Crowley County,Colorado,08,025,62.0
Custer County,Colorado,08,027,56.0
Delta County,Colorado,08,029,185.0
Dolores County,Colorado,08,033,23.0
Douglas County,Colorado,08,035,855.0
Eagle County,Colorado,08,037,301.0
Elbert County,Colorado,08,039,98.0
El Paso County,Colorado,08,041,4185.0
Fremont County,Colorado,08,043,759.0
Garfield County,Colorado,08,045,487.0
Gilpin County,Colorado,08,047,4.0
Grand County,Colorado,08,049,26.0
Gunnison County,Colorado,08,051,71.0
Huerfano County,Colorado,08,055,426.0
Jackson County,Colorado,08,057,5.0
Kiowa County,Colorado,08,061,5.0
Kit Carson County,Colorado,08,063,20.0
Lake County,Colorado,08,065,16.0
La Plata County,Colorado,08,067,2927.0
Larimer County,Colorado,08,069,1817.0
Las Animas County,Colorado,08,071,300.0
Lincoln County,Colorado,08,073,88.0
Logan County,Colorado,08,075,264.0
Mesa County,Colorado,08,077,1169.0
Moffat County,Colorado,08,081,289.0
Montezuma County,Colorado,08,083,2946.0
Montrose County,Colorado,08,085,296.0
Morgan County,Colorado,08,087,179.0
Otero County,Colorado,08,089,309.0
Ouray County,Colorado,08,091,7.0
Park County,Colorado,08,093,178.0
Phillips County,Colorado,08,095,35.0
Pitkin County,Colorado,08,097,57.0
Prowers County,Colorado,08,099,83.0
Pueblo County,Colorado,08,101,4429.0
Rio Blanco County,Colorado,08,103,247.0
Rio Grande County,Colorado,08,105,246.0
Routt County,Colorado,08,107,84.0
Saguache County,Colorado,08,109,81.0
San Miguel County,Colorado,08,113,27.0
Sedgwick County,Colorado,08,115,12.0
Summit County,Colorado,08,117,193.0
Teller County,Colorado,08,119,85.0
Washington County,Colorado,08,121,33.0
Yuma County,Colorado,08,125,10.0
Adams County,Colorado,08,001,5229.0
Arapahoe County,Colorado,08,005,3432.0
Boulder County,Colorado,08,013,1695.0
Broomfield County,Colorado,08,014,226.0
Denver County,Colorado,08,031,7027.0
Jefferson County,Colorado,08,059,4816.0
Weld County,Colorado,08,123,2332.0
Fairfield County,Connecticut,09,001,2234.0
Hartford County,Connecticut,09,003,2284.0
Litchfield County,Connecticut,09,005,341.0
Middlesex County,Connecticut,09,007,130.0
New Haven County,Connecticut,09,009,1785.0
New London County,Connecticut,09,011,1614.0
Tolland County,Connecticut,09,013,70.0
Windham County,Connecticut,09,015,450.0
Kent County,Delaware,10,001,1090.0
New Castle County,Delaware,10,003,1112.0
Sussex County,Delaware,10,005,938.0
Alachua County,Florida,12,001,773.0
Baker County,Florida,12,003,39.0
Bay County,Florida,12,005,994.0
Bradford County,Florida,12,007,23.0
Brevard County,Florida,12,009,1775.0
Broward County,Florida,12,011,4446.0
Calhoun County,Florida,12,013,170.0
Charlotte County,Florida,12,015,360.0
Citrus County,Florida,12,017,500.0
Clay County,Florida,12,019,447.0
Collier County,Florida,12,021,908.0
Columbia County,Florida,12,023,195.0
Miami-Dade County,Florida,12,086,4001.0
DeSoto County,Florida,12,027,120.0
Dixie County,Florida,12,029,36.0
Duval County,Florida,12,031,2183.0
Escambia County,Florida,12,033,1280.0
Flagler County,Florida,12,035,126.0
Franklin County,Florida,12,037,59.0
Gadsden County,Florida,12,039,43.0
Gilchrist County,Florida,12,041,31.0
Glades County,Florida,12,043,530.0
Gulf County,Florida,12,045,88.0
Hamilton County,Florida,12,047,45.0
Hardee County,Florida,12,049,78.0
Hendry County,Florida,12,051,822.0
Hernando County,Florida,12,053,428.0
Highlands County,Florida,12,055,157.0
Hillsborough County,Florida,12,057,4665.0
Holmes County,Florida,12,059,56.0
Indian River County,Florida,12,061,339.0
Jackson County,Florida,12,063,247.0
Jefferson County,Florida,12,065,39.0
Lafayette County,Florida,12,067,0.0
Lake County,Florida,12,069,1183.0
Lee County,Florida,12,071,1983.0
Leon County,Florida,12,073,914.0
Levy County,Florida,12,075,212.0
Liberty County,Florida,12,077,32.0
Madison County,Florida,12,079,66.0
Manatee County,Florida,12,081,545.0
Marion County,Florida,12,083,1166.0
Martin County,Florida,12,085,631.0
Monroe County,Florida,12,087,334.0
Nassau County,Florida,12,089,243.0
Okaloosa County,Florida,12,091,1107.0
Okeechobee County,Florida,12,093,368.0
Orange County,Florida,12,095,2792.0
Osceola County,Florida,12,097,691.0
Palm Beach County,Florida,12,099,2686.0
Pasco County,Florida,12,101,1727.0
Pinellas County,Florida,12,103,2610.0
Polk County,Florida,12,105,1663.0
Putnam County,Florida,12,107,157.0
Saint Johns County,Florida,12,109,452.0
Saint Lucie County,Florida,12,111,760.0
Santa Rosa County,Florida,12,113,900.0
Sarasota County,Florida,12,115,1075.0
Seminole County,Florida,12,117,754.0
Sumter County,Florida,12,119,407.0
Suwannee County,Florida,12,121,160.0
Taylor County,Florida,12,123,227.0
Union County,Florida,12,125,54.0
Volusia County,Florida,12,127,1809.0
Wakulla County,Florida,12,129,48.0
Walton County,Florida,12,131,575.0
Washington County,Florida,12,133,235.0
Appling County,Georgia,13,001,21.0
Atkinson County,Georgia,13,003,24.0
Bacon County,Georgia,13,005,0.0
Baker County,Georgia,13,007,8.0
Baldwin County,Georgia,13,009,116.0
Banks County,Georgia,13,011,63.0
Barrow County,Georgia,13,013,193.0
Bartow County,Georgia,13,015,529.0
Ben Hill County,Georgia,13,017,0.0
Berrien County,Georgia,13,019,82.0
Bibb County,Georgia,13,021,153.0
Bleckley County,Georgia,13,023,15.0
Brantley County,Georgia,13,025,6.0
Brooks County,Georgia,13,027,21.0
Bryan County,Georgia,13,029,170.0
Bulloch County,Georgia,13,031,216.0
Burke County,Georgia,13,033,7.0
Butts County,Georgia,13,035,12.0
Calhoun County,Georgia,13,037,14.0
Camden County,Georgia,13,039,232.0
Candler County,Georgia,13,043,48.0
Carroll County,Georgia,13,045,298.0
Catoosa County,Georgia,13,047,167.0
Charlton County,Georgia,13,049,101.0
Chatham County,Georgia,13,051,674.0
Chattahoochee County,Georgia,13,053,158.0
Chattooga County,Georgia,13,055,31.0
Cherokee County,Georgia,13,057,526.0
Clarke County,Georgia,13,059,227.0
Clay County,Georgia,13,061,0.0
Clayton County,Georgia,13,063,581.0
Clinch County,Georgia,13,065,59.0
Cobb County,Georgia,13,067,1421.0
Coffee County,Georgia,13,069,73.0
Colquitt County,Georgia,13,071,128.0
Columbia County,Georgia,13,073,456.0
Cook County,Georgia,13,075,55.0
Coweta County,Georgia,13,077,161.0
Crawford County,Georgia,13,079,37.0
Crisp County,Georgia,13,081,28.0
Dade County,Georgia,13,083,23.0
Dawson County,Georgia,13,085,99.0
Decatur County,Georgia,13,087,80.0
DeKalb County,Georgia,13,089,2911.0
Dodge County,Georgia,13,091,7.0
Dooly County,Georgia,13,093,7.0
Dougherty County,Georgia,13,095,104.0
Douglas County,Georgia,13,097,199.0
Early County,Georgia,13,099,0.0
Echols County,Georgia,13,101,32.0
Effingham County,Georgia,13,103,27.0
Elbert County,Georgia,13,105,12.0
Emanuel County,Georgia,13,107,41.0
Evans County,Georgia,13,109,1.0
Fannin County,Georgia,13,111,139.0
Fayette County,Georgia,13,113,369.0
Floyd County,Georgia,13,115,334.0
Forsyth County,Georgia,13,117,474.0
Franklin County,Georgia,13,119,8.0
Fulton County,Georgia,13,121,3032.0
Gilmer County,Georgia,13,123,56.0
Glascock County,Georgia,13,125,0.0
Glynn County,Georgia,13,127,272.0
Gordon County,Georgia,13,129,181.0
Grady County,Georgia,13,131,22.0
Greene County,Georgia,13,133,7.0
Gwinnett County,Georgia,13,135,3410.0
Habersham County,Georgia,13,137,95.0
Hall County,Georgia,13,139,451.0
Hancock County,Georgia,13,141,0.0
Haralson County,Georgia,13,143,42.0
Harris County,Georgia,13,145,34.0
Hart County,Georgia,13,147,12.0
Heard County,Georgia,13,149,6.0
Henry County,Georgia,13,151,174.0
Houston County,Georgia,13,153,346.0
Irwin County,Georgia,13,155,0.0
Jackson County,Georgia,13,157,143.0
Jasper County,Georgia,13,159,255.0
Jeff Davis County,Georgia,13,161,11.0
Jefferson County,Georgia,13,163,17.0
Jenkins County,Georgia,13,165,0.0
Johnson County,Georgia,13,167,0.0
Jones County,Georgia,13,169,7.0
Lamar County,Georgia,13,171,40.0
Lanier County,Georgia,13,173,0.0
Laurens County,Georgia,13,175,54.0
Lee County,Georgia,13,177,18.0
Liberty County,Georgia,13,179,293.0
Lincoln County,Georgia,13,181,0.0
Long County,Georgia,13,183,70.0
Lowndes County,Georgia,13,185,86.0
Lumpkin County,Georgia,13,187,197.0
McDuffie County,Georgia,13,189,0.0
McIntosh County,Georgia,13,191,45.0
Macon County,Georgia,13,193,71.0
Madison County,Georgia,13,195,102.0
Marion County,Georgia,13,197,0.0
Meriwether County,Georgia,13,199,6.0
Miller County,Georgia,13,201,3.0
Mitchell County,Georgia,13,205,30.0
Monroe County,Georgia,13,207,31.0
Montgomery County,Georgia,13,209,29.0
Morgan County,Georgia,13,211,10.0
Murray County,Georgia,13,213,11.0
Muscogee County,Georgia,13,215,596.0
Newton County,Georgia,13,217,394.0
Oconee County,Georgia,13,219,18.0
Oglethorpe County,Georgia,13,221,57.0
Paulding County,Georgia,13,223,362.0
Peach County,Georgia,13,225,9.0
Pickens County,Georgia,13,227,74.0
Pierce County,Georgia,13,229,39.0
Pike County,Georgia,13,231,0.0
Polk County,Georgia,13,233,31.0
Pulaski County,Georgia,13,235,0.0
Putnam County,Georgia,13,237,2.0
Quitman County,Georgia,13,239,6.0
Rabun County,Georgia,13,241,81.0
Randolph County,Georgia,13,243,0.0
Richmond County,Georgia,13,245,622.0
Rockdale County,Georgia,13,247,104.0
Schley County,Georgia,13,249,0.0
Screven County,Georgia,13,251,16.0
Seminole County,Georgia,13,253,0.0
Spalding County,Georgia,13,255,255.0
Stephens County,Georgia,13,257,82.0
Stewart County,Georgia,13,259,8.0
Sumter County,Georgia,13,261,59.0
Talbot County,Georgia,13,263,4.0
Taliaferro County,Georgia,13,265,0.0
Tattnall County,Georgia,13,267,65.0
Taylor County,Georgia,13,269,0.0
Telfair County,Georgia,13,271,31.0
Terrell County,Georgia,13,273,4.0
Thomas County,Georgia,13,275,21.0
Tift County,Georgia,13,277,48.0
Toombs County,Georgia,13,279,11.0
Towns County,Georgia,13,281,96.0
Treutlen County,Georgia,13,283,0.0
Troup County,Georgia,13,285,51.0
Turner County,Georgia,13,287,8.0
Twiggs County,Georgia,13,289,11.0
Union County,Georgia,13,291,54.0
Upson County,Georgia,13,293,43.0
Walker County,Georgia,13,295,246.0
Walton County,Georgia,13,297,107.0
Ware County,Georgia,13,299,183.0
Warren County,Georgia,13,301,0.0
Washington County,Georgia,13,303,0.0
Wayne County,Georgia,13,305,79.0
Webster County,Georgia,13,307,0.0
Wheeler County,Georgia,13,309,9.0
White County,Georgia,13,311,22.0
Whitfield County,Georgia,13,313,281.0
Wilcox County,Georgia,13,315,2.0
Wilkes County,Georgia,13,317,0.0
Wilkinson County,Georgia,13,319,10.0
Worth County,Georgia,13,321,39.0
Hawaii County,Hawaii,15,001,843.0
Honolulu County,Hawaii,15,003,1685.0
Kauai County,Hawaii,15,007,214.0
Kalawao County,Hawaii,15,005,0.0
Maui County,Hawaii,15,009,270.0
Ada County,Idaho,16,001,2377.0
Adams County,Idaho,16,003,65.0
Bannock County,Idaho,16,005,2650.0
Bear Lake County,Idaho,16,007,7.0
Benewah County,Idaho,16,009,860.0
Bingham County,Idaho,16,011,2485.0
Blaine County,Idaho,16,013,5.0
Boise County,Idaho,16,015,119.0
Bonner County,Idaho,16,017,229.0
Bonneville County,Idaho,16,019,470.0
Boundary County,Idaho,16,021,206.0
Butte County,Idaho,16,023,7.0
Camas County,Idaho,16,025,10.0
Canyon County,Idaho,16,027,1834.0
Caribou County,Idaho,16,029,3.0
Cassia County,Idaho,16,031,124.0
Clearwater County,Idaho,16,035,191.0
Custer County,Idaho,16,037,24.0
Elmore County,Idaho,16,039,389.0
Franklin County,Idaho,16,041,50.0
Fremont County,Idaho,16,043,80.0
Gem County,Idaho,16,045,225.0
Gooding County,Idaho,16,047,196.0
Idaho County,Idaho,16,049,401.0
Jefferson County,Idaho,16,051,119.0
Jerome County,Idaho,16,053,191.0
Kootenai County,Idaho,16,055,2129.0
Latah County,Idaho,16,057,263.0
Lemhi County,Idaho,16,059,64.0
Lewis County,Idaho,16,061,173.0
Lincoln County,Idaho,16,063,79.0
Madison County,Idaho,16,065,3.0
Minidoka County,Idaho,16,067,195.0
Nez Perce County,Idaho,16,069,2206.0
Oneida County,Idaho,16,071,6.0
Owyhee County,Idaho,16,073,405.0
Payette County,Idaho,16,075,221.0
Power County,Idaho,16,077,316.0
Shoshone County,Idaho,16,079,226.0
Teton County,Idaho,16,081,19.0
Twin Falls County,Idaho,16,083,817.0
Valley County,Idaho,16,085,2.0
Washington County,Idaho,16,087,63.0
Adams County,Illinois,17,001,170.0
Alexander County,Illinois,17,003,38.0
Bond County,Illinois,17,005,19.0
Boone County,Illinois,17,007,127.0
Brown County,Illinois,17,009,0.0
Bureau County,Illinois,17,011,76.0
Calhoun County,Illinois,17,013,4.0
Carroll County,Illinois,17,015,14.0
Cass County,Illinois,17,017,6.0
Champaign County,Illinois,17,019,325.0
Christian County,Illinois,17,021,49.0
Clark County,Illinois,17,023,6.0
Clay County,Illinois,17,025,25.0
Clinton County,Illinois,17,027,51.0
Coles County,Illinois,17,029,80.0
Cook County,Illinois,17,031,13223.0
Crawford County,Illinois,17,033,26.0
Cumberland County,Illinois,17,035,21.0
DeKalb County,Illinois,17,037,237.0
De Witt County,Illinois,17,039,10.0
Douglas County,Illinois,17,041,47.0
DuPage County,Illinois,17,043,2018.0
Edgar County,Illinois,17,045,14.0
Edwards County,Illinois,17,047,0.0
Effingham County,Illinois,17,049,30.0
Fayette County,Illinois,17,051,15.0
Ford County,Illinois,17,053,48.0
Franklin County,Illinois,17,055,97.0
Fulton County,Illinois,17,057,27.0
Gallatin County,Illinois,17,059,33.0
Greene County,Illinois,17,061,14.0
Grundy County,Illinois,17,063,54.0
Hamilton County,Illinois,17,065,8.0
Hancock County,Illinois,17,067,59.0
Hardin County,Illinois,17,069,5.0
Henderson County,Illinois,17,071,34.0
Henry County,Illinois,17,073,47.0
Iroquois County,Illinois,17,075,18.0
Jackson County,Illinois,17,077,244.0
Jasper County,Illinois,17,079,9.0
Jefferson County,Illinois,17,081,66.0
Jersey County,Illinois,17,083,9.0
Jo Daviess County,Illinois,17,085,43.0
Johnson County,Illinois,17,087,13.0
Kane County,Illinois,17,089,1877.0
Kankakee County,Illinois,17,091,278.0
Kendall County,Illinois,17,093,188.0
Knox County,Illinois,17,095,83.0
Lake County,Illinois,17,097,1095.0
LaSalle County,Illinois,17,099,227.0
Lawrence County,Illinois,17,101,51.0
Lee County,Illinois,17,103,72.0
Livingston County,Illinois,17,105,20.0
Logan County,Illinois,17,107,55.0
McDonough County,Illinois,17,109,53.0
McHenry County,Illinois,17,111,272.0
McLean County,Illinois,17,113,304.0
Macon County,Illinois,17,115,224.0
Macoupin County,Illinois,17,117,31.0
Madison County,Illinois,17,119,534.0
Marion County,Illinois,17,121,64.0
Marshall County,Illinois,17,123,23.0
Mason County,Illinois,17,125,23.0
Massac County,Illinois,17,127,5.0
Menard County,Illinois,17,129,6.0
Mercer County,Illinois,17,131,8.0
Monroe County,Illinois,17,133,13.0
Montgomery County,Illinois,17,135,54.0
Morgan County,Illinois,17,137,31.0
Moultrie County,Illinois,17,139,17.0
Ogle County,Illinois,17,141,18.0
Peoria County,Illinois,17,143,541.0
Perry County,Illinois,17,145,65.0
Piatt County,Illinois,17,147,0.0
Pike County,Illinois,17,149,90.0
Pope County,Illinois,17,151,9.0
Pulaski County,Illinois,17,153,9.0
Putnam County,Illinois,17,155,0.0
Randolph County,Illinois,17,157,36.0
Richland County,Illinois,17,159,51.0
Rock Island County,Illinois,17,161,411.0
Saint Clair County,Illinois,17,163,470.0
Saline County,Illinois,17,165,121.0
Sangamon County,Illinois,17,167,270.0
Schuyler County,Illinois,17,169,16.0
Scott County,Illinois,17,171,10.0
Shelby County,Illinois,17,173,46.0
Stark County,Illinois,17,175,0.0
Stephenson County,Illinois,17,177,48.0
Tazewell County,Illinois,17,179,158.0
Union County,Illinois,17,181,18.0
Vermilion County,Illinois,17,183,309.0
Wabash County,Illinois,17,185,18.0
Warren County,Illinois,17,187,42.0
Washington County,Illinois,17,189,8.0
Wayne County,Illinois,17,191,26.0
White County,Illinois,17,193,6.0
Whiteside County,Illinois,17,195,153.0
Will County,Illinois,17,197,1467.0
Williamson County,Illinois,17,199,178.0
Winnebago County,Illinois,17,201,688.0
Woodford County,Illinois,17,203,14.0
Adams County,Indiana,18,001,39.0
Allen County,Indiana,18,003,944.0
Bartholomew County,Indiana,18,005,217.0
Benton County,Indiana,18,007,2.0
Blackford County,Indiana,18,009,8.0
Boone County,Indiana,18,011,137.0
Brown County,Indiana,18,013,10.0
Carroll County,Indiana,18,015,21.0
Cass County,Indiana,18,017,114.0
Clark County,Indiana,18,019,155.0
Clay County,Indiana,18,021,42.0
Clinton County,Indiana,18,023,72.0
Crawford County,Indiana,18,025,138.0
Daviess County,Indiana,18,027,6.0
Dearborn County,Indiana,18,029,161.0
Decatur County,Indiana,18,031,26.0
DeKalb County,Indiana,18,033,30.0
Delaware County,Indiana,18,035,145.0
Dubois County,Indiana,18,037,36.0
Elkhart County,Indiana,18,039,269.0
Fayette County,Indiana,18,041,0.0
Floyd County,Indiana,18,043,254.0
Fountain County,Indiana,18,045,66.0
Franklin County,Indiana,18,047,29.0
Fulton County,Indiana,18,049,90.0
Gibson County,Indiana,18,051,35.0
Grant County,Indiana,18,053,130.0
Greene County,Indiana,18,055,4.0
Hamilton County,Indiana,18,057,371.0
Hancock County,Indiana,18,059,238.0
Harrison County,Indiana,18,061,70.0
Hendricks County,Indiana,18,063,236.0
Henry County,Indiana,18,065,127.0
