County,State,State_FIPS,County_FIPS,native_american_population
Hempstead County,Arkansas,05,057,40
Hot Spring County,Arkansas,05,059,120
Howard County,Arkansas,05,061,152
Independence County,Arkansas,05,063,237
Izard County,Arkansas,05,065,24
Jackson County,Arkansas,05,067,77
Jefferson County,Arkansas,05,069,101
Johnson County,Arkansas,05,071,174
Lafayette County,Arkansas,05,073,11
Lawrence County,Arkansas,05,075,32
Lee County,Arkansas,05,077,34
Lincoln County,Arkansas,05,079,27
Little River County,Arkansas,05,081,70
Logan County,Arkansas,05,083,234
Lonoke County,Arkansas,05,085,478
Madison County,Arkansas,05,087,80
Marion County,Arkansas,05,089,72
Miller County,Arkansas,05,091,158
Mississippi County,Arkansas,05,093,78
Monroe County,Arkansas,05,095,30
Montgomery County,Arkansas,05,097,129
Nevada County,Arkansas,05,099,33
Newton County,Arkansas,05,101,64
Ouachita County,Arkansas,05,103,61
Perry County,Arkansas,05,105,58
Phillips County,Arkansas,05,107,16
Pike County,Arkansas,05,109,96
Poinsett County,Arkansas,05,111,49
Polk County,Arkansas,05,113,364
Pope County,Arkansas,05,115,505
Prairie County,Arkansas,05,117,0
Pulaski County,Arkansas,05,119,1116
Randolph County,Arkansas,05,121,30
Saint Francis County,Arkansas,05,123,62
Saline County,Arkansas,05,125,602
Scott County,Arkansas,05,127,158
Searcy County,Arkansas,05,129,69
Sebastian County,Arkansas,05,131,1144
Sevier County,Arkansas,05,133,320
Sharp County,Arkansas,05,135,115
Stone County,Arkansas,05,137,17
Union County,Arkansas,05,139,128
Van Buren County,Arkansas,05,141,163
Washington County,Arkansas,05,143,2239
White County,Arkansas,05,145,186
Woodruff County,Arkansas,05,147,13
Yell County,Arkansas,05,149,37
Alameda County,California,06,001,8456
Alpine County,California,06,003,236
Amador County,California,06,005,778
Butte County,California,06,007,2276
Calaveras County,California,06,009,438
Colusa County,California,06,011,259
Contra Costa County,California,06,013,4656
Del Norte County,California,06,015,1545
El Dorado County,California,06,017,1790
Fresno County,California,06,019,9490
Glenn County,California,06,021,742
Humboldt County,California,06,023,7739
Imperial County,California,06,025,2724
Inyo County,California,06,027,1943
Kern County,California,06,029,9776
Kings County,California,06,031,1901
Lake County,California,06,033,1996
Lassen County,California,06,035,1191
Los Angeles County,California,06,037,49624
Madera County,California,06,039,2650
Marin County,California,06,041,667
Mariposa County,California,06,043,669
Mendocino County,California,06,045,4200
Merced County,California,06,047,2622
Modoc County,California,06,049,288
Mono County,California,06,051,476
Monterey County,California,06,053,3864
Napa County,California,06,055,979
Nevada County,California,06,057,934
Orange County,California,06,059,12708
Placer County,California,06,061,2579
Plumas County,California,06,063,428
Riverside County,California,06,065,22688
Sacramento County,California,06,067,12829
San Benito County,California,06,069,569
San Bernardino County,California,06,071,21023
San Diego County,California,06,073,21872
San Francisco County,California,06,075,3690
San Joaquin County,California,06,077,6760
San Luis Obispo County,California,06,079,2724
San Mateo County,California,06,081,2733
Santa Barbara County,California,06,083,4674
Santa Clara County,California,06,085,9860
Santa Cruz County,California,06,087,1325
Shasta County,California,06,089,4116
Sierra County,California,06,091,10
Siskiyou County,California,06,093,1235
Solano County,California,06,095,2186
Sonoma County,California,06,097,5785
Stanislaus County,California,06,099,5044
Sutter County,California,06,101,1362
Tehama County,California,06,103,1518
Trinity County,California,06,105,185
Tulare County,California,06,107,5545
Tuolumne County,California,06,109,913
Ventura County,California,06,111,8733
Yolo County,California,06,113,2417
Yuba County,California,06,115,1085
Alamosa County,Colorado,08,003,182
Archuleta County,Colorado,08,007,85
Baca County,Colorado,08,009,33
Bent County,Colorado,08,011,169
Chaffee County,Colorado,08,015,140
Cheyenne County,Colorado,08,017,5
Clear Creek County,Colorado,08,019,58
Conejos County,Colorado,08,021,71
Costilla County,Colorado,08,023,23
Crowley County,Colorado,08,025,94
Custer County,Colorado,08,027,10
Delta County,Colorado,08,029,194
Dolores County,Colorado,08,033,19
Douglas County,Colorado,08,035,790
Eagle County,Colorado,08,037,228
Elbert County,Colorado,08,039,163
El Paso County,Colorado,08,041,4847
Fremont County,Colorado,08,043,904
Garfield County,Colorado,08,045,287
Gilpin County,Colorado,08,047,17
Grand County,Colorado,08,049,66
Gunnison County,Colorado,08,051,59
Huerfano County,Colorado,08,055,426
Jackson County,Colorado,08,057,10
Kiowa County,Colorado,08,061,2
Kit Carson County,Colorado,08,063,65
Lake County,Colorado,08,065,176
La Plata County,Colorado,08,067,3240
Larimer County,Colorado,08,069,1719
Las Animas County,Colorado,08,071,325
Lincoln County,Colorado,08,073,119
Logan County,Colorado,08,075,64
Mesa County,Colorado,08,077,1584
Moffat County,Colorado,08,081,287
Montezuma County,Colorado,08,083,2841
Montrose County,Colorado,08,085,308
Morgan County,Colorado,08,087,175
Otero County,Colorado,08,089,597
Ouray County,Colorado,08,091,13
Park County,Colorado,08,093,91
Phillips County,Colorado,08,095,18
Pitkin County,Colorado,08,097,130
Prowers County,Colorado,08,099,72
Pueblo County,Colorado,08,101,3020
Rio Blanco County,Colorado,08,103,103
Rio Grande County,Colorado,08,105,300
Routt County,Colorado,08,107,72
Saguache County,Colorado,08,109,91
San Miguel County,Colorado,08,113,29
Sedgwick County,Colorado,08,115,2
Summit County,Colorado,08,117,214
Teller County,Colorado,08,119,187
Washington County,Colorado,08,121,48
Yuma County,Colorado,08,125,22
Adams County,Colorado,08,001,4751
Arapahoe County,Colorado,08,005,4743
Boulder County,Colorado,08,013,1170
Broomfield County,Colorado,08,014,144
Denver County,Colorado,08,031,7162
Jefferson County,Colorado,08,059,4040
Weld County,Colorado,08,123,2286
Fairfield County,Connecticut,09,001,1439
Hartford County,Connecticut,09,003,2327
Litchfield County,Connecticut,09,005,507
Middlesex County,Connecticut,09,007,126
New Haven County,Connecticut,09,009,2188
New London County,Connecticut,09,011,1472
Tolland County,Connecticut,09,013,135
Windham County,Connecticut,09,015,337
Kent County,Delaware,10,001,899
New Castle County,Delaware,10,003,1280
Sussex County,Delaware,10,005,698
Alachua County,Florida,12,001,570
Baker County,Florida,12,003,24
Bay County,Florida,12,005,870
Bradford County,Florida,12,007,84
Brevard County,Florida,12,009,1477
Broward County,Florida,12,011,3853
Calhoun County,Florida,12,013,203
Charlotte County,Florida,12,015,335
Citrus County,Florida,12,017,442
Clay County,Florida,12,019,689
Collier County,Florida,12,021,730
Columbia County,Florida,12,023,309
Miami-Dade County,Florida,12,086,3843
DeSoto County,Florida,12,027,39
Dixie County,Florida,12,029,39
Duval County,Florida,12,031,2616
Escambia County,Florida,12,033,1729
Flagler County,Florida,12,035,195
Franklin County,Florida,12,037,16
Gadsden County,Florida,12,039,135
Gilchrist County,Florida,12,041,38
Glades County,Florida,12,043,502
Gulf County,Florida,12,045,91
Hamilton County,Florida,12,047,39
Hardee County,Florida,12,049,232
Hendry County,Florida,12,051,666
Hernando County,Florida,12,053,552
Highlands County,Florida,12,055,542
Hillsborough County,Florida,12,057,6692
Holmes County,Florida,12,059,175
Indian River County,Florida,12,061,185
Jackson County,Florida,12,063,206
Jefferson County,Florida,12,065,30
Lafayette County,Florida,12,067,0
Lake County,Florida,12,069,986
Lee County,Florida,12,071,2496
Leon County,Florida,12,073,1070
Levy County,Florida,12,075,79
Liberty County,Florida,12,077,115
Madison County,Florida,12,079,70
Manatee County,Florida,12,081,780
Marion County,Florida,12,083,1261
Martin County,Florida,12,085,895
Monroe County,Florida,12,087,137
Nassau County,Florida,12,089,142
Okaloosa County,Florida,12,091,1068
Okeechobee County,Florida,12,093,286
Orange County,Florida,12,095,3656
Osceola County,Florida,12,097,670
Palm Beach County,Florida,12,099,2436
Pasco County,Florida,12,101,1626
Pinellas County,Florida,12,103,2293
Polk County,Florida,12,105,1943
Putnam County,Florida,12,107,254
Saint Johns County,Florida,12,109,380
Saint Lucie County,Florida,12,111,1328
Santa Rosa County,Florida,12,113,1114
Sarasota County,Florida,12,115,848
Seminole County,Florida,12,117,1016
Sumter County,Florida,12,119,270
Suwannee County,Florida,12,121,84
Taylor County,Florida,12,123,144
Union County,Florida,12,125,72
Volusia County,Florida,12,127,1665
Wakulla County,Florida,12,129,165
Walton County,Florida,12,131,447
Washington County,Florida,12,133,175
Appling County,Georgia,13,001,25
Atkinson County,Georgia,13,003,2
Bacon County,Georgia,13,005,0
Baker County,Georgia,13,007,0
Baldwin County,Georgia,13,009,61
Banks County,Georgia,13,011,14
Barrow County,Georgia,13,013,128
Bartow County,Georgia,13,015,467
Ben Hill County,Georgia,13,017,0
Berrien County,Georgia,13,019,12
Bibb County,Georgia,13,021,341
Bleckley County,Georgia,13,023,11
Brantley County,Georgia,13,025,25
Brooks County,Georgia,13,027,6
Bryan County,Georgia,13,029,71
Bulloch County,Georgia,13,031,206
Burke County,Georgia,13,033,16
Butts County,Georgia,13,035,0
Calhoun County,Georgia,13,037,33
Camden County,Georgia,13,039,236
Candler County,Georgia,13,043,29
Carroll County,Georgia,13,045,327
Catoosa County,Georgia,13,047,251
Charlton County,Georgia,13,049,41
Chatham County,Georgia,13,051,569
Chattahoochee County,Georgia,13,053,155
Chattooga County,Georgia,13,055,16
Cherokee County,Georgia,13,057,995
Clarke County,Georgia,13,059,109
Clay County,Georgia,13,061,0
Clayton County,Georgia,13,063,694
Clinch County,Georgia,13,065,20
Cobb County,Georgia,13,067,1648
Coffee County,Georgia,13,069,83
Colquitt County,Georgia,13,071,21
Columbia County,Georgia,13,073,352
Cook County,Georgia,13,075,114
Coweta County,Georgia,13,077,63
Crawford County,Georgia,13,079,104
Crisp County,Georgia,13,081,48
Dade County,Georgia,13,083,44
Dawson County,Georgia,13,085,123
Decatur County,Georgia,13,087,104
DeKalb County,Georgia,13,089,1947
Dodge County,Georgia,13,091,28
Dooly County,Georgia,13,093,15
Dougherty County,Georgia,13,095,119
Douglas County,Georgia,13,097,529
Early County,Georgia,13,099,0
Echols County,Georgia,13,101,0
Effingham County,Georgia,13,103,199
Elbert County,Georgia,13,105,40
Emanuel County,Georgia,13,107,97
Evans County,Georgia,13,109,33
Fannin County,Georgia,13,111,201
Fayette County,Georgia,13,113,185
Floyd County,Georgia,13,115,520
Forsyth County,Georgia,13,117,458
Franklin County,Georgia,13,119,29
Fulton County,Georgia,13,121,1896
Gilmer County,Georgia,13,123,69
Glascock County,Georgia,13,125,0
Glynn County,Georgia,13,127,140
Gordon County,Georgia,13,129,229
Grady County,Georgia,13,131,133
Greene County,Georgia,13,133,26
Gwinnett County,Georgia,13,135,2523
Habersham County,Georgia,13,137,116
Hall County,Georgia,13,139,675
Hancock County,Georgia,13,141,6
Haralson County,Georgia,13,143,27
Harris County,Georgia,13,145,92
Hart County,Georgia,13,147,7
Heard County,Georgia,13,149,0
Henry County,Georgia,13,151,299
Houston County,Georgia,13,153,209
Irwin County,Georgia,13,155,10
Jackson County,Georgia,13,157,194
Jasper County,Georgia,13,159,288
Jeff Davis County,Georgia,13,161,62
Jefferson County,Georgia,13,163,15
Jenkins County,Georgia,13,165,0
Johnson County,Georgia,13,167,8
Jones County,Georgia,13,169,0
Lamar County,Georgia,13,171,38
Lanier County,Georgia,13,173,0
Laurens County,Georgia,13,175,38
Lee County,Georgia,13,177,40
Liberty County,Georgia,13,179,224
Lincoln County,Georgia,13,181,28
Long County,Georgia,13,183,125
Lowndes County,Georgia,13,185,202
Lumpkin County,Georgia,13,187,147
McDuffie County,Georgia,13,189,70
McIntosh County,Georgia,13,191,92
Macon County,Georgia,13,193,20
Madison County,Georgia,13,195,76
Marion County,Georgia,13,197,0
Meriwether County,Georgia,13,199,47
Miller County,Georgia,13,201,8
Mitchell County,Georgia,13,205,17
Monroe County,Georgia,13,207,23
Montgomery County,Georgia,13,209,0
Morgan County,Georgia,13,211,25
Murray County,Georgia,13,213,64
Muscogee County,Georgia,13,215,461
Newton County,Georgia,13,217,355
Oconee County,Georgia,13,219,6
Oglethorpe County,Georgia,13,221,18
Paulding County,Georgia,13,223,431
Peach County,Georgia,13,225,8
Pickens County,Georgia,13,227,149
Pierce County,Georgia,13,229,39
Pike County,Georgia,13,231,55
Polk County,Georgia,13,233,50
Pulaski County,Georgia,13,235,0
Putnam County,Georgia,13,237,0
Quitman County,Georgia,13,239,4
Rabun County,Georgia,13,241,25
Randolph County,Georgia,13,243,1
Richmond County,Georgia,13,245,694
Rockdale County,Georgia,13,247,331
Schley County,Georgia,13,249,0
Screven County,Georgia,13,251,6
Seminole County,Georgia,13,253,0
Spalding County,Georgia,13,255,265
Stephens County,Georgia,13,257,81
Stewart County,Georgia,13,259,0
Sumter County,Georgia,13,261,10
Talbot County,Georgia,13,263,0
Taliaferro County,Georgia,13,265,0
Tattnall County,Georgia,13,267,71
Taylor County,Georgia,13,269,0
Telfair County,Georgia,13,271,31
Terrell County,Georgia,13,273,7
Thomas County,Georgia,13,275,6
Tift County,Georgia,13,277,10
Toombs County,Georgia,13,279,9
Towns County,Georgia,13,281,25
Treutlen County,Georgia,13,283,0
Troup County,Georgia,13,285,90
Turner County,Georgia,13,287,0
Twiggs County,Georgia,13,289,15
Union County,Georgia,13,291,0
Upson County,Georgia,13,293,41
Walker County,Georgia,13,295,273
Walton County,Georgia,13,297,285
Ware County,Georgia,13,299,105
Warren County,Georgia,13,301,0
Washington County,Georgia,13,303,0
Wayne County,Georgia,13,305,32
Webster County,Georgia,13,307,0
Wheeler County,Georgia,13,309,5
White County,Georgia,13,311,115
Whitfield County,Georgia,13,313,355
Wilcox County,Georgia,13,315,33
Wilkes County,Georgia,13,317,141
Wilkinson County,Georgia,13,319,9
Worth County,Georgia,13,321,18
Hawaii County,Hawaii,15,001,562
Honolulu County,Hawaii,15,003,2068
Kauai County,Hawaii,15,007,196
Kalawao County,Hawaii,15,005,0
Maui County,Hawaii,15,009,253
Ada County,Idaho,16,001,2117
Adams County,Idaho,16,003,81
Bannock County,Idaho,16,005,2845
Bear Lake County,Idaho,16,007,19
Benewah County,Idaho,16,009,773
Bingham County,Idaho,16,011,2530
Blaine County,Idaho,16,013,369
Boise County,Idaho,16,015,92
Bonner County,Idaho,16,017,335
Bonneville County,Idaho,16,019,544
Boundary County,Idaho,16,021,235
Butte County,Idaho,16,023,3
Camas County,Idaho,16,025,27
Canyon County,Idaho,16,027,1356
Caribou County,Idaho,16,029,1
Cassia County,Idaho,16,031,139
Clearwater County,Idaho,16,035,207
Custer County,Idaho,16,037,0
Elmore County,Idaho,16,039,337
Franklin County,Idaho,16,041,54
Fremont County,Idaho,16,043,103
Gem County,Idaho,16,045,53
Gooding County,Idaho,16,047,254
Idaho County,Idaho,16,049,395
Jefferson County,Idaho,16,051,187
Jerome County,Idaho,16,053,418
Kootenai County,Idaho,16,055,1685
Latah County,Idaho,16,057,185
Lemhi County,Idaho,16,059,35
Lewis County,Idaho,16,061,138
Lincoln County,Idaho,16,063,74
Madison County,Idaho,16,065,71
Minidoka County,Idaho,16,067,155
Nez Perce County,Idaho,16,069,2051
Oneida County,Idaho,16,071,27
Owyhee County,Idaho,16,073,394
Payette County,Idaho,16,075,248
Power County,Idaho,16,077,118
Shoshone County,Idaho,16,079,121
Teton County,Idaho,16,081,6
Twin Falls County,Idaho,16,083,522
Valley County,Idaho,16,085,10
Washington County,Idaho,16,087,28
Adams County,Illinois,17,001,72
Alexander County,Illinois,17,003,24
Bond County,Illinois,17,005,6
Boone County,Illinois,17,007,87
Brown County,Illinois,17,009,20
Bureau County,Illinois,17,011,116
Calhoun County,Illinois,17,013,0
Carroll County,Illinois,17,015,18
Cass County,Illinois,17,017,6
Champaign County,Illinois,17,019,377
Christian County,Illinois,17,021,59
Clark County,Illinois,17,023,15
Clay County,Illinois,17,025,64
Clinton County,Illinois,17,027,71
Coles County,Illinois,17,029,41
Cook County,Illinois,17,031,12224
Crawford County,Illinois,17,033,121
Cumberland County,Illinois,17,035,9
DeKalb County,Illinois,17,037,191
De Witt County,Illinois,17,039,4
Douglas County,Illinois,17,041,34
DuPage County,Illinois,17,043,1429
Edgar County,Illinois,17,045,7
Edwards County,Illinois,17,047,0
Effingham County,Illinois,17,049,23
Fayette County,Illinois,17,051,15
Ford County,Illinois,17,053,25
Franklin County,Illinois,17,055,46
Fulton County,Illinois,17,057,44
Gallatin County,Illinois,17,059,21
Greene County,Illinois,17,061,0
Grundy County,Illinois,17,063,36
Hamilton County,Illinois,17,065,26
Hancock County,Illinois,17,067,80
Hardin County,Illinois,17,069,9
Henderson County,Illinois,17,071,6
Henry County,Illinois,17,073,87
Iroquois County,Illinois,17,075,59
Jackson County,Illinois,17,077,251
Jasper County,Illinois,17,079,11
Jefferson County,Illinois,17,081,82
Jersey County,Illinois,17,083,13
Jo Daviess County,Illinois,17,085,70
Johnson County,Illinois,17,087,5
Kane County,Illinois,17,089,1460
Kankakee County,Illinois,17,091,168
Kendall County,Illinois,17,093,310
Knox County,Illinois,17,095,92
Lake County,Illinois,17,097,1476
LaSalle County,Illinois,17,099,179
Lawrence County,Illinois,17,101,34
Lee County,Illinois,17,103,41
Livingston County,Illinois,17,105,10
Logan County,Illinois,17,107,17
McDonough County,Illinois,17,109,65
McHenry County,Illinois,17,111,550
McLean County,Illinois,17,113,298
Macon County,Illinois,17,115,78
Macoupin County,Illinois,17,117,33
Madison County,Illinois,17,119,474
Marion County,Illinois,17,121,52
Marshall County,Illinois,17,123,11
Mason County,Illinois,17,125,20
Massac County,Illinois,17,127,16
Menard County,Illinois,17,129,6
Mercer County,Illinois,17,131,19
Monroe County,Illinois,17,133,22
Montgomery County,Illinois,17,135,20
Morgan County,Illinois,17,137,41
Moultrie County,Illinois,17,139,2
Ogle County,Illinois,17,141,17
Peoria County,Illinois,17,143,555
Perry County,Illinois,17,145,89
Piatt County,Illinois,17,147,0
Pike County,Illinois,17,149,55
Pope County,Illinois,17,151,0
Pulaski County,Illinois,17,153,4
Putnam County,Illinois,17,155,0
Randolph County,Illinois,17,157,39
Richland County,Illinois,17,159,11
Rock Island County,Illinois,17,161,450
Saint Clair County,Illinois,17,163,478
Saline County,Illinois,17,165,114
Sangamon County,Illinois,17,167,405
Schuyler County,Illinois,17,169,16
Scott County,Illinois,17,171,0
Shelby County,Illinois,17,173,17
Stark County,Illinois,17,175,0
Stephenson County,Illinois,17,177,80
Tazewell County,Illinois,17,179,143
Union County,Illinois,17,181,15
Vermilion County,Illinois,17,183,158
Wabash County,Illinois,17,185,0
Warren County,Illinois,17,187,46
Washington County,Illinois,17,189,7
Wayne County,Illinois,17,191,8
White County,Illinois,17,193,3
Whiteside County,Illinois,17,195,266
Will County,Illinois,17,197,1227
Williamson County,Illinois,17,199,259
Winnebago County,Illinois,17,201,774
Woodford County,Illinois,17,203,35
Adams County,Indiana,18,001,66
Allen County,Indiana,18,003,1140
Bartholomew County,Indiana,18,005,195
Benton County,Indiana,18,007,0
Blackford County,Indiana,18,009,8
Boone County,Indiana,18,011,56
Brown County,Indiana,18,013,131
Carroll County,Indiana,18,015,0
Cass County,Indiana,18,017,80
Clark County,Indiana,18,019,171
Clay County,Indiana,18,021,53
Clinton County,Indiana,18,023,126
Crawford County,Indiana,18,025,108
Daviess County,Indiana,18,027,76
Dearborn County,Indiana,18,029,99
Decatur County,Indiana,18,031,2
DeKalb County,Indiana,18,033,42
Delaware County,Indiana,18,035,275
Dubois County,Indiana,18,037,62
Elkhart County,Indiana,18,039,606
Fayette County,Indiana,18,041,5
Floyd County,Indiana,18,043,75
Fountain County,Indiana,18,045,44
Franklin County,Indiana,18,047,41
Fulton County,Indiana,18,049,55
Gibson County,Indiana,18,051,6
Grant County,Indiana,18,053,79
Greene County,Indiana,18,055,87
Hamilton County,Indiana,18,057,390
Hancock County,Indiana,18,059,189
Harrison County,Indiana,18,061,31
Hendricks County,Indiana,18,063,140
Henry County,Indiana,18,065,83
Howard County,Indiana,18,067,149
Huntington County,Indiana,18,069,67
Jackson County,Indiana,18,071,168
Jasper County,Indiana,18,073,83
Jay County,Indiana,18,075,36
Jefferson County,Indiana,18,077,0
Jennings County,Indiana,18,079,41
Johnson County,Indiana,18,081,240
Knox County,Indiana,18,083,38
Kosciusko County,Indiana,18,085,204
LaGrange County,Indiana,18,087,17
Lake County,Indiana,18,089,1615
LaPorte County,Indiana,18,091,249
Lawrence County,Indiana,18,093,108
Madison County,Indiana,18,095,116
Marion County,Indiana,18,097,2274
Marshall County,Indiana,18,099,82
Martin County,Indiana,18,101,18
Miami County,Indiana,18,103,370
Monroe County,Indiana,18,105,505
Montgomery County,Indiana,18,107,117
Morgan County,Indiana,18,109,84
Newton County,Indiana,18,111,22
Noble County,Indiana,18,113,53
Ohio County,Indiana,18,115,0
Orange County,Indiana,18,117,51
Owen County,Indiana,18,119,44
Parke County,Indiana,18,121,29
Perry County,Indiana,18,123,48
Pike County,Indiana,18,125,0
Porter County,Indiana,18,127,422
Posey County,Indiana,18,129,18
Pulaski County,Indiana,18,131,13
Putnam County,Indiana,18,133,169
Randolph County,Indiana,18,135,16
Ripley County,Indiana,18,137,3
Rush County,Indiana,18,139,3
Saint Joseph County,Indiana,18,141,935
Scott County,Indiana,18,143,54
Shelby County,Indiana,18,145,97
Spencer County,Indiana,18,147,64
Starke County,Indiana,18,149,44
Steuben County,Indiana,18,151,138
Sullivan County,Indiana,18,153,49
Switzerland County,Indiana,18,155,14
Tippecanoe County,Indiana,18,157,307
Tipton County,Indiana,18,159,0
Union County,Indiana,18,161,7
Vanderburgh County,Indiana,18,163,383
Vermillion County,Indiana,18,165,69
Vigo County,Indiana,18,167,364
Wabash County,Indiana,18,169,303
Warren County,Indiana,18,171,6
Warrick County,Indiana,18,173,131
Washington County,Indiana,18,175,37
Wayne County,Indiana,18,177,46
Wells County,Indiana,18,179,80
White County,Indiana,18,181,60
Whitley County,Indiana,18,183,60
Adair County,Iowa,19,001,12
Adams County,Iowa,19,003,6
Allamakee County,Iowa,19,005,187
Appanoose County,Iowa,19,007,3
Audubon County,Iowa,19,009,33
Benton County,Iowa,19,011,6
Black Hawk County,Iowa,19,013,213
Boone County,Iowa,19,015,66
Bremer County,Iowa,19,017,22
Buchanan County,Iowa,19,019,41
Buena Vista County,Iowa,19,021,23
Butler County,Iowa,19,023,29
Calhoun County,Iowa,19,025,11
Carroll County,Iowa,19,027,55
Cass County,Iowa,19,029,40
Cedar County,Iowa,19,031,11
Cerro Gordo County,Iowa,19,033,86
Cherokee County,Iowa,19,035,35
Chickasaw County,Iowa,19,037,110
Clarke County,Iowa,19,039,5
Clay County,Iowa,19,041,29
Clayton County,Iowa,19,043,24
Clinton County,Iowa,19,045,73
Crawford County,Iowa,19,047,24
Dallas County,Iowa,19,049,33
Davis County,Iowa,19,051,20
