County,State,State_FIPS,County_FIPS,native_american_population
Nevada County,California,06,057,859
Orange County,California,06,059,11660
Placer County,California,06,061,2470
Plumas County,California,06,063,432
Riverside County,California,06,065,22075
Sacramento County,California,06,067,12507
San Benito County,California,06,069,531
San Bernardino County,California,06,071,18851
San Diego County,California,06,073,21795
San Francisco County,California,06,075,3430
San Joaquin County,California,06,077,6376
San Luis Obispo County,California,06,079,2468
San Mateo County,California,06,081,2572
Santa Barbara County,California,06,083,4574
Santa Clara County,California,06,085,9634
Santa Cruz County,California,06,087,1481
Shasta County,California,06,089,4334
Sierra County,California,06,091,35
Siskiyou County,California,06,093,1268
Solano County,California,06,095,2489
Sonoma County,California,06,097,6402
Stanislaus County,California,06,099,4243
Sutter County,California,06,101,1399
Tehama County,California,06,103,1426
Trinity County,California,06,105,273
Tulare County,California,06,107,5856
Tuolumne County,California,06,109,820
Ventura County,California,06,111,6007
Yolo County,California,06,113,2323
Yuba County,California,06,115,1081
Alamosa County,Colorado,08,003,250
Archuleta County,Colorado,08,007,290
Baca County,Colorado,08,009,58
Bent County,Colorado,08,011,186
Chaffee County,Colorado,08,015,225
Cheyenne County,Colorado,08,017,5
Clear Creek County,Colorado,08,019,87
Conejos County,Colorado,08,021,54
Costilla County,Colorado,08,023,35
Crowley County,Colorado,08,025,94
Custer County,Colorado,08,027,19
Delta County,Colorado,08,029,203
Dolores County,Colorado,08,033,16
Douglas County,Colorado,08,035,728
Eagle County,Colorado,08,037,263
Elbert County,Colorado,08,039,116
El Paso County,Colorado,08,041,4588
Fremont County,Colorado,08,043,909
Garfield County,Colorado,08,045,393
Gilpin County,Colorado,08,047,21
Grand County,Colorado,08,049,13
Gunnison County,Colorado,08,051,65
Huerfano County,Colorado,08,055,424
Jackson County,Colorado,08,057,11
Kiowa County,Colorado,08,061,4
Kit Carson County,Colorado,08,063,82
Lake County,Colorado,08,065,49
La Plata County,Colorado,08,067,3100
Larimer County,Colorado,08,069,1665
Las Animas County,Colorado,08,071,311
Lincoln County,Colorado,08,073,103
Logan County,Colorado,08,075,183
Mesa County,Colorado,08,077,1245
Moffat County,Colorado,08,081,294
Montezuma County,Colorado,08,083,2967
Montrose County,Colorado,08,085,396
Morgan County,Colorado,08,087,155
Otero County,Colorado,08,089,455
Ouray County,Colorado,08,091,19
Park County,Colorado,08,093,111
Phillips County,Colorado,08,095,35
Pitkin County,Colorado,08,097,136
Prowers County,Colorado,08,099,100
Pueblo County,Colorado,08,101,3737
Rio Blanco County,Colorado,08,103,123
Rio Grande County,Colorado,08,105,306
Routt County,Colorado,08,107,71
Saguache County,Colorado,08,109,98
San Miguel County,Colorado,08,113,20
Sedgwick County,Colorado,08,115,7
Summit County,Colorado,08,117,225
Teller County,Colorado,08,119,112
Washington County,Colorado,08,121,20
Yuma County,Colorado,08,125,16
Adams County,Colorado,08,001,4548
Arapahoe County,Colorado,08,005,4058
Boulder County,Colorado,08,013,1331
Broomfield County,Colorado,08,014,144
Denver County,Colorado,08,031,6829
Jefferson County,Colorado,08,059,4520
Weld County,Colorado,08,123,2538
Fairfield County,Connecticut,09,001,1817
Hartford County,Connecticut,09,003,2036
Litchfield County,Connecticut,09,005,333
Middlesex County,Connecticut,09,007,91
New Haven County,Connecticut,09,009,2255
New London County,Connecticut,09,011,1626
Tolland County,Connecticut,09,013,130
Windham County,Connecticut,09,015,482
Kent County,Delaware,10,001,1068
New Castle County,Delaware,10,003,1251
Sussex County,Delaware,10,005,691
Alachua County,Florida,12,001,563
Baker County,Florida,12,003,50
Bay County,Florida,12,005,971
Bradford County,Florida,12,007,70
Brevard County,Florida,12,009,1748
Broward County,Florida,12,011,3858
Calhoun County,Florida,12,013,236
Charlotte County,Florida,12,015,349
Citrus County,Florida,12,017,545
Clay County,Florida,12,019,676
Collier County,Florida,12,021,901
Columbia County,Florida,12,023,313
Miami-Dade County,Florida,12,086,4092
DeSoto County,Florida,12,027,61
Dixie County,Florida,12,029,46
Duval County,Florida,12,031,2620
Escambia County,Florida,12,033,1638
Flagler County,Florida,12,035,114
Franklin County,Florida,12,037,34
Gadsden County,Florida,12,039,48
Gilchrist County,Florida,12,041,45
Glades County,Florida,12,043,565
Gulf County,Florida,12,045,111
Hamilton County,Florida,12,047,43
Hardee County,Florida,12,049,157
Hendry County,Florida,12,051,693
Hernando County,Florida,12,053,565
Highlands County,Florida,12,055,599
Hillsborough County,Florida,12,057,6677
Holmes County,Florida,12,059,50
Indian River County,Florida,12,061,310
Jackson County,Florida,12,063,220
Jefferson County,Florida,12,065,33
Lafayette County,Florida,12,067,0
Lake County,Florida,12,069,1178
Lee County,Florida,12,071,2293
Leon County,Florida,12,073,955
Levy County,Florida,12,075,117
Liberty County,Florida,12,077,102
Madison County,Florida,12,079,35
Manatee County,Florida,12,081,962
Marion County,Florida,12,083,1212
Martin County,Florida,12,085,637
Monroe County,Florida,12,087,131
Nassau County,Florida,12,089,302
Okaloosa County,Florida,12,091,1097
Okeechobee County,Florida,12,093,258
Orange County,Florida,12,095,3450
Osceola County,Florida,12,097,692
Palm Beach County,Florida,12,099,2363
Pasco County,Florida,12,101,1539
Pinellas County,Florida,12,103,2246
Polk County,Florida,12,105,1756
Putnam County,Florida,12,107,282
Saint Johns County,Florida,12,109,453
Saint Lucie County,Florida,12,111,1253
Santa Rosa County,Florida,12,113,964
Sarasota County,Florida,12,115,1016
Seminole County,Florida,12,117,985
Sumter County,Florida,12,119,245
Suwannee County,Florida,12,121,107
Taylor County,Florida,12,123,165
Union County,Florida,12,125,133
Volusia County,Florida,12,127,1561
Wakulla County,Florida,12,129,131
Walton County,Florida,12,131,534
Washington County,Florida,12,133,235
Appling County,Georgia,13,001,21
Atkinson County,Georgia,13,003,13
Bacon County,Georgia,13,005,0
Baker County,Georgia,13,007,0
Baldwin County,Georgia,13,009,48
Banks County,Georgia,13,011,24
Barrow County,Georgia,13,013,211
Bartow County,Georgia,13,015,666
Ben Hill County,Georgia,13,017,0
Berrien County,Georgia,13,019,10
Bibb County,Georgia,13,021,327
Bleckley County,Georgia,13,023,12
Brantley County,Georgia,13,025,31
Brooks County,Georgia,13,027,17
Bryan County,Georgia,13,029,60
Bulloch County,Georgia,13,031,268
Burke County,Georgia,13,033,10
Butts County,Georgia,13,035,7
Calhoun County,Georgia,13,037,37
Camden County,Georgia,13,039,229
Candler County,Georgia,13,043,12
Carroll County,Georgia,13,045,371
Catoosa County,Georgia,13,047,294
Charlton County,Georgia,13,049,26
Chatham County,Georgia,13,051,696
Chattahoochee County,Georgia,13,053,109
Chattooga County,Georgia,13,055,22
Cherokee County,Georgia,13,057,798
Clarke County,Georgia,13,059,128
Clay County,Georgia,13,061,0
Clayton County,Georgia,13,063,789
Clinch County,Georgia,13,065,55
Cobb County,Georgia,13,067,1430
Coffee County,Georgia,13,069,85
Colquitt County,Georgia,13,071,18
Columbia County,Georgia,13,073,319
Cook County,Georgia,13,075,36
Coweta County,Georgia,13,077,115
Crawford County,Georgia,13,079,77
Crisp County,Georgia,13,081,51
Dade County,Georgia,13,083,62
Dawson County,Georgia,13,085,90
Decatur County,Georgia,13,087,114
DeKalb County,Georgia,13,089,2143
Dodge County,Georgia,13,091,38
Dooly County,Georgia,13,093,10
Dougherty County,Georgia,13,095,85
Douglas County,Georgia,13,097,292
Early County,Georgia,13,099,0
Echols County,Georgia,13,101,6
Effingham County,Georgia,13,103,185
Elbert County,Georgia,13,105,33
Emanuel County,Georgia,13,107,89
Evans County,Georgia,13,109,31
Fannin County,Georgia,13,111,150
Fayette County,Georgia,13,113,240
Floyd County,Georgia,13,115,554
Forsyth County,Georgia,13,117,321
Franklin County,Georgia,13,119,17
Fulton County,Georgia,13,121,1953
Gilmer County,Georgia,13,123,42
Glascock County,Georgia,13,125,0
Glynn County,Georgia,13,127,184
Gordon County,Georgia,13,129,217
Grady County,Georgia,13,131,82
Greene County,Georgia,13,133,16
Gwinnett County,Georgia,13,135,2789
Habersham County,Georgia,13,137,98
Hall County,Georgia,13,139,746
Hancock County,Georgia,13,141,8
Haralson County,Georgia,13,143,29
Harris County,Georgia,13,145,68
Hart County,Georgia,13,147,5
Heard County,Georgia,13,149,5
Henry County,Georgia,13,151,230
Houston County,Georgia,13,153,164
Irwin County,Georgia,13,155,9
Jackson County,Georgia,13,157,195
Jasper County,Georgia,13,159,281
Jeff Davis County,Georgia,13,161,34
Jefferson County,Georgia,13,163,13
Jenkins County,Georgia,13,165,0
Johnson County,Georgia,13,167,7
Jones County,Georgia,13,169,0
Lamar County,Georgia,13,171,46
Lanier County,Georgia,13,173,0
Laurens County,Georgia,13,175,16
Lee County,Georgia,13,177,44
Liberty County,Georgia,13,179,300
Lincoln County,Georgia,13,181,20
Long County,Georgia,13,183,68
Lowndes County,Georgia,13,185,108
Lumpkin County,Georgia,13,187,164
McDuffie County,Georgia,13,189,59
McIntosh County,Georgia,13,191,86
Macon County,Georgia,13,193,40
Madison County,Georgia,13,195,81
Marion County,Georgia,13,197,0
Meriwether County,Georgia,13,199,28
Miller County,Georgia,13,201,0
Mitchell County,Georgia,13,205,0
Monroe County,Georgia,13,207,24
Montgomery County,Georgia,13,209,18
Morgan County,Georgia,13,211,11
Murray County,Georgia,13,213,57
Muscogee County,Georgia,13,215,524
Newton County,Georgia,13,217,283
Oconee County,Georgia,13,219,20
Oglethorpe County,Georgia,13,221,22
Paulding County,Georgia,13,223,293
Peach County,Georgia,13,225,10
Pickens County,Georgia,13,227,60
Pierce County,Georgia,13,229,29
Pike County,Georgia,13,231,0
Polk County,Georgia,13,233,52
Pulaski County,Georgia,13,235,0
Putnam County,Georgia,13,237,0
Quitman County,Georgia,13,239,3
Rabun County,Georgia,13,241,39
Randolph County,Georgia,13,243,3
Richmond County,Georgia,13,245,708
Rockdale County,Georgia,13,247,356
Schley County,Georgia,13,249,0
Screven County,Georgia,13,251,6
Seminole County,Georgia,13,253,0
Spalding County,Georgia,13,255,216
Stephens County,Georgia,13,257,72
Stewart County,Georgia,13,259,0
Sumter County,Georgia,13,261,10
Talbot County,Georgia,13,263,7
Taliaferro County,Georgia,13,265,0
Tattnall County,Georgia,13,267,154
Taylor County,Georgia,13,269,0
Telfair County,Georgia,13,271,21
Terrell County,Georgia,13,273,9
Thomas County,Georgia,13,275,9
Tift County,Georgia,13,277,42
Toombs County,Georgia,13,279,7
Towns County,Georgia,13,281,49
Treutlen County,Georgia,13,283,0
Troup County,Georgia,13,285,58
Turner County,Georgia,13,287,7
Twiggs County,Georgia,13,289,26
Union County,Georgia,13,291,0
Upson County,Georgia,13,293,38
Walker County,Georgia,13,295,263
Walton County,Georgia,13,297,264
Ware County,Georgia,13,299,90
Warren County,Georgia,13,301,0
Washington County,Georgia,13,303,0
Wayne County,Georgia,13,305,28
Webster County,Georgia,13,307,0
Wheeler County,Georgia,13,309,8
White County,Georgia,13,311,55
Whitfield County,Georgia,13,313,362
Wilcox County,Georgia,13,315,24
Wilkes County,Georgia,13,317,0
Wilkinson County,Georgia,13,319,8
Worth County,Georgia,13,321,34
Hawaii County,Hawaii,15,001,563
Honolulu County,Hawaii,15,003,2026
Kauai County,Hawaii,15,007,141
Kalawao County,Hawaii,15,005,0
Maui County,Hawaii,15,009,320
Ada County,Idaho,16,001,2092
Adams County,Idaho,16,003,106
Bannock County,Idaho,16,005,2871
Bear Lake County,Idaho,16,007,12
Benewah County,Idaho,16,009,706
Bingham County,Idaho,16,011,2364
Blaine County,Idaho,16,013,246
Boise County,Idaho,16,015,109
Bonner County,Idaho,16,017,338
Bonneville County,Idaho,16,019,498
Boundary County,Idaho,16,021,260
Butte County,Idaho,16,023,4
Camas County,Idaho,16,025,7
Canyon County,Idaho,16,027,1570
Caribou County,Idaho,16,029,0
Cassia County,Idaho,16,031,123
Clearwater County,Idaho,16,035,200
Custer County,Idaho,16,037,0
Elmore County,Idaho,16,039,413
Franklin County,Idaho,16,041,45
Fremont County,Idaho,16,043,114
Gem County,Idaho,16,045,116
Gooding County,Idaho,16,047,287
Idaho County,Idaho,16,049,436
Jefferson County,Idaho,16,051,136
Jerome County,Idaho,16,053,327
Kootenai County,Idaho,16,055,1834
Latah County,Idaho,16,057,149
Lemhi County,Idaho,16,059,43
Lewis County,Idaho,16,061,163
Lincoln County,Idaho,16,063,59
Madison County,Idaho,16,065,39
Minidoka County,Idaho,16,067,184
Nez Perce County,Idaho,16,069,2190
Oneida County,Idaho,16,071,21
Owyhee County,Idaho,16,073,379
Payette County,Idaho,16,075,231
Power County,Idaho,16,077,324
Shoshone County,Idaho,16,079,137
Teton County,Idaho,16,081,0
Twin Falls County,Idaho,16,083,803
Valley County,Idaho,16,085,7
Washington County,Idaho,16,087,41
Adams County,Illinois,17,001,88
Alexander County,Illinois,17,003,20
Bond County,Illinois,17,005,2
Boone County,Illinois,17,007,49
Brown County,Illinois,17,009,6
Bureau County,Illinois,17,011,121
Calhoun County,Illinois,17,013,3
Carroll County,Illinois,17,015,19
Cass County,Illinois,17,017,12
Champaign County,Illinois,17,019,382
Christian County,Illinois,17,021,88
Clark County,Illinois,17,023,12
Clay County,Illinois,17,025,67
Clinton County,Illinois,17,027,59
Coles County,Illinois,17,029,69
Cook County,Illinois,17,031,12644
Crawford County,Illinois,17,033,131
Cumberland County,Illinois,17,035,14
DeKalb County,Illinois,17,037,262
De Witt County,Illinois,17,039,3
Douglas County,Illinois,17,041,34
DuPage County,Illinois,17,043,1601
Edgar County,Illinois,17,045,14
Edwards County,Illinois,17,047,0
Effingham County,Illinois,17,049,29
Fayette County,Illinois,17,051,29
Ford County,Illinois,17,053,26
Franklin County,Illinois,17,055,41
Fulton County,Illinois,17,057,74
Gallatin County,Illinois,17,059,21
Greene County,Illinois,17,061,2
Grundy County,Illinois,17,063,22
Hamilton County,Illinois,17,065,30
Hancock County,Illinois,17,067,41
Hardin County,Illinois,17,069,6
Henderson County,Illinois,17,071,2
Henry County,Illinois,17,073,135
Iroquois County,Illinois,17,075,43
Jackson County,Illinois,17,077,340
Jasper County,Illinois,17,079,6
Jefferson County,Illinois,17,081,70
Jersey County,Illinois,17,083,7
Jo Daviess County,Illinois,17,085,48
Johnson County,Illinois,17,087,7
Kane County,Illinois,17,089,1697
Kankakee County,Illinois,17,091,236
Kendall County,Illinois,17,093,261
Knox County,Illinois,17,095,68
Lake County,Illinois,17,097,1411
LaSalle County,Illinois,17,099,194
Lawrence County,Illinois,17,101,59
Lee County,Illinois,17,103,32
Livingston County,Illinois,17,105,20
Logan County,Illinois,17,107,29
McDonough County,Illinois,17,109,45
McHenry County,Illinois,17,111,506
McLean County,Illinois,17,113,291
Macon County,Illinois,17,115,59
Macoupin County,Illinois,17,117,27
Madison County,Illinois,17,119,518
Marion County,Illinois,17,121,33
Marshall County,Illinois,17,123,23
Mason County,Illinois,17,125,13
Massac County,Illinois,17,127,21
Menard County,Illinois,17,129,7
Mercer County,Illinois,17,131,20
Monroe County,Illinois,17,133,0
Montgomery County,Illinois,17,135,48
Morgan County,Illinois,17,137,41
Moultrie County,Illinois,17,139,8
Ogle County,Illinois,17,141,31
Peoria County,Illinois,17,143,551
Perry County,Illinois,17,145,91
Piatt County,Illinois,17,147,0
Pike County,Illinois,17,149,39
Pope County,Illinois,17,151,0
Pulaski County,Illinois,17,153,15
Putnam County,Illinois,17,155,0
Randolph County,Illinois,17,157,43
Richland County,Illinois,17,159,10
Rock Island County,Illinois,17,161,514
Saint Clair County,Illinois,17,163,520
Saline County,Illinois,17,165,83
Sangamon County,Illinois,17,167,311
Schuyler County,Illinois,17,169,31
Scott County,Illinois,17,171,4
Shelby County,Illinois,17,173,51
Stark County,Illinois,17,175,0
Stephenson County,Illinois,17,177,50
Tazewell County,Illinois,17,179,133
Union County,Illinois,17,181,19
Vermilion County,Illinois,17,183,274
Wabash County,Illinois,17,185,0
Warren County,Illinois,17,187,26
Washington County,Illinois,17,189,7
Wayne County,Illinois,17,191,12
White County,Illinois,17,193,4
Whiteside County,Illinois,17,195,238
Will County,Illinois,17,197,1204
Williamson County,Illinois,17,199,239
Winnebago County,Illinois,17,201,687
Woodford County,Illinois,17,203,15
Adams County,Indiana,18,001,78
Allen County,Indiana,18,003,1137
Bartholomew County,Indiana,18,005,353
Benton County,Indiana,18,007,0
Blackford County,Indiana,18,009,10
Boone County,Indiana,18,011,72
Brown County,Indiana,18,013,173
Carroll County,Indiana,18,015,17
Cass County,Indiana,18,017,57
Clark County,Indiana,18,019,134
Clay County,Indiana,18,021,40
Clinton County,Indiana,18,023,104
Crawford County,Indiana,18,025,128
Daviess County,Indiana,18,027,58
Dearborn County,Indiana,18,029,105
Decatur County,Indiana,18,031,2
DeKalb County,Indiana,18,033,32
Delaware County,Indiana,18,035,250
Dubois County,Indiana,18,037,23
Elkhart County,Indiana,18,039,503
Fayette County,Indiana,18,041,10
Floyd County,Indiana,18,043,124
Fountain County,Indiana,18,045,71
Franklin County,Indiana,18,047,29
Fulton County,Indiana,18,049,66
Gibson County,Indiana,18,051,33
Grant County,Indiana,18,053,70
Greene County,Indiana,18,055,36
Hamilton County,Indiana,18,057,403
Hancock County,Indiana,18,059,185
Harrison County,Indiana,18,061,10
Hendricks County,Indiana,18,063,188
Henry County,Indiana,18,065,103
Howard County,Indiana,18,067,192
Huntington County,Indiana,18,069,56
Jackson County,Indiana,18,071,24
Jasper County,Indiana,18,073,51
Jay County,Indiana,18,075,32
Jefferson County,Indiana,18,077,46
Jennings County,Indiana,18,079,0
Johnson County,Indiana,18,081,228
Knox County,Indiana,18,083,22
Kosciusko County,Indiana,18,085,223
LaGrange County,Indiana,18,087,7
Lake County,Indiana,18,089,1578
LaPorte County,Indiana,18,091,310
Lawrence County,Indiana,18,093,49
Madison County,Indiana,18,095,155
Marion County,Indiana,18,097,2295
Marshall County,Indiana,18,099,94
Martin County,Indiana,18,101,9
Miami County,Indiana,18,103,375
Monroe County,Indiana,18,105,492
Montgomery County,Indiana,18,107,105
Morgan County,Indiana,18,109,53
Newton County,Indiana,18,111,15
Noble County,Indiana,18,113,62
Ohio County,Indiana,18,115,0
Orange County,Indiana,18,117,46
Owen County,Indiana,18,119,75
Parke County,Indiana,18,121,25
Perry County,Indiana,18,123,61
Pike County,Indiana,18,125,0
Porter County,Indiana,18,127,446
Posey County,Indiana,18,129,0
Pulaski County,Indiana,18,131,5
Putnam County,Indiana,18,133,192
Randolph County,Indiana,18,135,20
Ripley County,Indiana,18,137,28
Rush County,Indiana,18,139,3
Saint Joseph County,Indiana,18,141,955
Scott County,Indiana,18,143,16
Shelby County,Indiana,18,145,113
Spencer County,Indiana,18,147,46
Starke County,Indiana,18,149,0
Steuben County,Indiana,18,151,78
Sullivan County,Indiana,18,153,53
Switzerland County,Indiana,18,155,11
Tippecanoe County,Indiana,18,157,248
Tipton County,Indiana,18,159,0
Union County,Indiana,18,161,6
Vanderburgh County,Indiana,18,163,457
Vermillion County,Indiana,18,165,70
Vigo County,Indiana,18,167,272
Wabash County,Indiana,18,169,310
Warren County,Indiana,18,171,6
Warrick County,Indiana,18,173,122
Washington County,Indiana,18,175,44
Wayne County,Indiana,18,177,20
Wells County,Indiana,18,179,65
White County,Indiana,18,181,33
Whitley County,Indiana,18,183,72
Adair County,Iowa,19,001,13
Adams County,Iowa,19,003,5
Allamakee County,Iowa,19,005,66
Appanoose County,Iowa,19,007,4
Audubon County,Iowa,19,009,27
Benton County,Iowa,19,011,5
Black Hawk County,Iowa,19,013,212
Boone County,Iowa,19,015,76
Bremer County,Iowa,19,017,37
Buchanan County,Iowa,19,019,39
Buena Vista County,Iowa,19,021,20
Butler County,Iowa,19,023,41
Calhoun County,Iowa,19,025,24
Carroll County,Iowa,19,027,37
Cass County,Iowa,19,029,17
Cedar County,Iowa,19,031,25
Cerro Gordo County,Iowa,19,033,93
Cherokee County,Iowa,19,035,66
Chickasaw County,Iowa,19,037,109
Clarke County,Iowa,19,039,6
Clay County,Iowa,19,041,15
Clayton County,Iowa,19,043,19
Clinton County,Iowa,19,045,134
Crawford County,Iowa,19,047,21
Dallas County,Iowa,19,049,36
Davis County,Iowa,19,051,10
