County,State,State_FIPS,County_FIPS,total_population_race
Catoosa County,Georgia,13,047,63643
Charlton County,Georgia,13,049,12714
Chatham County,Georgia,13,051,261322
Chattahoochee County,Georgia,13,053,11686
Chattooga County,Georgia,13,055,26001
Cherokee County,Georgia,13,057,211316
Clarke County,Georgia,13,059,116131
Clay County,Georgia,13,061,3194
Clayton County,Georgia,13,063,260756
Clinch County,Georgia,13,065,6830
Cobb County,Georgia,13,067,684468
Coffee County,Georgia,13,069,42143
Colquitt County,Georgia,13,071,45079
Columbia County,Georgia,13,073,121335
Cook County,Georgia,13,075,17081
Coweta County,Georgia,13,077,124695
Crawford County,Georgia,13,079,12751
Crisp County,Georgia,13,081,23379
Dade County,Georgia,13,083,16628
Dawson County,Georgia,13,085,22121
Decatur County,Georgia,13,087,27890
DeKalb County,Georgia,13,089,690003
Dodge County,Georgia,13,091,21597
Dooly County,Georgia,13,093,14454
Dougherty County,Georgia,13,095,94616
Douglas County,Georgia,13,097,130473
Early County,Georgia,13,099,11110
Echols County,Georgia,13,101,4016
Effingham County,Georgia,13,103,51476
Elbert County,Georgia,13,105,20274
Emanuel County,Georgia,13,107,22439
Evans County,Georgia,13,109,11002
Fannin County,Georgia,13,111,23529
Fayette County,Georgia,13,113,106094
Floyd County,Georgia,13,115,95978
Forsyth County,Georgia,13,117,170815
Franklin County,Georgia,13,119,22102
Fulton County,Georgia,13,121,907811
Gilmer County,Georgia,13,123,28208
Glascock County,Georgia,13,125,3046
Glynn County,Georgia,13,127,78736
Gordon County,Georgia,13,129,54747
Grady County,Georgia,13,131,24916
Greene County,Georgia,13,133,15933
Gwinnett County,Georgia,13,135,794872
Habersham County,Georgia,13,137,42744
Hall County,Georgia,13,139,178286
Hancock County,Georgia,13,141,9615
Haralson County,Georgia,13,143,28681
Harris County,Georgia,13,145,31401
Hart County,Georgia,13,147,25130
Heard County,Georgia,13,149,11758
Henry County,Georgia,13,151,199115
Houston County,Georgia,13,153,137887
Irwin County,Georgia,13,155,9625
Jackson County,Georgia,13,157,59798
Jasper County,Georgia,13,159,13800
Jeff Davis County,Georgia,13,161,14783
Jefferson County,Georgia,13,163,16877
Jenkins County,Georgia,13,165,8322
Johnson County,Georgia,13,167,10034
Jones County,Georgia,13,169,28488
Lamar County,Georgia,13,171,18035
Lanier County,Georgia,13,173,9779
Laurens County,Georgia,13,175,48163
Lee County,Georgia,13,177,28251
Liberty County,Georgia,13,179,64320
Lincoln County,Georgia,13,181,8045
Long County,Georgia,13,183,13738
Lowndes County,Georgia,13,185,107172
Lumpkin County,Georgia,13,187,29419
McDuffie County,Georgia,13,189,21739
McIntosh County,Georgia,13,191,14065
Macon County,Georgia,13,193,14560
Madison County,Georgia,13,195,27915
Marion County,Georgia,13,197,8536
Meriwether County,Georgia,13,199,22213
Miller County,Georgia,13,201,6140
Mitchell County,Georgia,13,205,23677
Monroe County,Georgia,13,207,26203
Montgomery County,Georgia,13,209,9121
Morgan County,Georgia,13,211,17876
Murray County,Georgia,13,213,39800
Muscogee County,Georgia,13,215,188548
Newton County,Georgia,13,217,98864
Oconee County,Georgia,13,219,32246
Oglethorpe County,Georgia,13,221,14686
Paulding County,Georgia,13,223,139067
Peach County,Georgia,13,225,27349
Pickens County,Georgia,13,227,29406
Pierce County,Georgia,13,229,18457
Pike County,Georgia,13,231,17646
Polk County,Georgia,13,233,41233
Pulaski County,Georgia,13,235,11732
Putnam County,Georgia,13,237,21128
Quitman County,Georgia,13,239,2489
Rabun County,Georgia,13,241,16302
Randolph County,Georgia,13,243,7678
Richmond County,Georgia,13,245,199100
Rockdale County,Georgia,13,247,84303
Schley County,Georgia,13,249,4885
Screven County,Georgia,13,251,14697
Seminole County,Georgia,13,253,8784
Spalding County,Georgia,13,255,63713
Stephens County,Georgia,13,257,25964
Stewart County,Georgia,13,259,5887
Sumter County,Georgia,13,261,32825
Talbot County,Georgia,13,263,6879
Taliaferro County,Georgia,13,265,1791
Tattnall County,Georgia,13,267,24720
Taylor County,Georgia,13,269,8794
Telfair County,Georgia,13,271,16177
Terrell County,Georgia,13,273,9530
Thomas County,Georgia,13,275,44609
Tift County,Georgia,13,277,40204
Toombs County,Georgia,13,279,27269
Towns County,Georgia,13,281,10502
Treutlen County,Georgia,13,283,6846
Troup County,Georgia,13,285,66422
Turner County,Georgia,13,287,8973
Twiggs County,Georgia,13,289,9200
Union County,Georgia,13,291,21217
Upson County,Georgia,13,293,27235
Walker County,Georgia,13,295,68370
Walton County,Georgia,13,297,83003
Ware County,Georgia,13,299,36181
Warren County,Georgia,13,301,5873
Washington County,Georgia,13,303,21175
Wayne County,Georgia,13,305,29988
Webster County,Georgia,13,307,2760
Wheeler County,Georgia,13,309,7354
White County,Georgia,13,311,26840
Whitfield County,Georgia,13,313,101234
Wilcox County,Georgia,13,315,9131
Wilkes County,Georgia,13,317,10485
Wilkinson County,Georgia,13,319,9617
Worth County,Georgia,13,321,21741
Hawaii County,Hawaii,15,001,182997
Honolulu County,Hawaii,15,003,944287
Kauai County,Hawaii,15,007,66306
Kalawao County,Hawaii,15,005,57
Maui County,Hawaii,15,009,152907
Ada County,Idaho,16,001,388174
Adams County,Idaho,16,003,3980
Bannock County,Idaho,16,005,81730
Bear Lake County,Idaho,16,007,6013
Benewah County,Idaho,16,009,9293
Bingham County,Idaho,16,011,45002
Blaine County,Idaho,16,013,21354
Boise County,Idaho,16,015,7094
Bonner County,Idaho,16,017,40849
Bonneville County,Idaho,16,019,102422
Boundary County,Idaho,16,021,10845
Butte County,Idaho,16,023,2848
Camas County,Idaho,16,025,1235
Canyon County,Idaho,16,027,186620
Caribou County,Idaho,16,029,6893
Cassia County,Idaho,16,031,22491
Clearwater County,Idaho,16,035,8753
Custer County,Idaho,16,037,4313
Elmore County,Idaho,16,039,26744
Franklin County,Idaho,16,041,12650
Fremont County,Idaho,16,043,13133
Gem County,Idaho,16,045,16783
Gooding County,Idaho,16,047,15285
Idaho County,Idaho,16,049,16108
Jefferson County,Idaho,16,051,25291
Jerome County,Idaho,16,053,21794
Kootenai County,Idaho,16,055,137178
Latah County,Idaho,16,057,36932
Lemhi County,Idaho,16,059,7895
Lewis County,Idaho,16,061,3785
Lincoln County,Idaho,16,063,5106
Madison County,Idaho,16,065,36984
Minidoka County,Idaho,16,067,19740
Nez Perce County,Idaho,16,069,39088
Oneida County,Idaho,16,071,4225
Owyhee County,Idaho,16,073,11449
Payette County,Idaho,16,075,22596
Power County,Idaho,16,077,7671
Shoshone County,Idaho,16,079,12849
Teton County,Idaho,16,081,9786
Twin Falls County,Idaho,16,083,76129
Valley County,Idaho,16,085,9877
Washington County,Idaho,16,087,10153
Adams County,Illinois,17,001,67045
Alexander County,Illinois,17,003,8314
Bond County,Illinois,17,005,17849
Boone County,Illinois,17,007,54084
Brown County,Illinois,17,009,6897
Bureau County,Illinois,17,011,34963
Calhoun County,Illinois,17,013,5093
Carroll County,Illinois,17,015,15474
Cass County,Illinois,17,017,13639
Champaign County,Illinois,17,019,199443
Christian County,Illinois,17,021,34897
Clark County,Illinois,17,023,16442
Clay County,Illinois,17,025,13862
Clinton County,Illinois,17,027,37577
Coles County,Illinois,17,029,53684
Cook County,Illinois,17,031,5182969
Crawford County,Illinois,17,033,19850
Cumberland County,Illinois,17,035,11073
DeKalb County,Illinois,17,037,104684
De Witt County,Illinois,17,039,16635
Douglas County,Illinois,17,041,19958
DuPage County,Illinois,17,043,914224
Edgar County,Illinois,17,045,18658
Edwards County,Illinois,17,047,6693
Effingham County,Illinois,17,049,34229
Fayette County,Illinois,17,051,22051
Ford County,Illinois,17,053,14088
Franklin County,Illinois,17,055,39540
Fulton County,Illinois,17,057,37122
Gallatin County,Illinois,17,059,5685
Greene County,Illinois,17,061,13911
Grundy County,Illinois,17,063,49460
Hamilton County,Illinois,17,065,8441
Hancock County,Illinois,17,067,19155
Hardin County,Illinois,17,069,4357
Henderson County,Illinois,17,071,7379
Henry County,Illinois,17,073,50465
Iroquois County,Illinois,17,075,29901
Jackson County,Illinois,17,077,59901
Jasper County,Illinois,17,079,9735
Jefferson County,Illinois,17,081,39032
Jersey County,Illinois,17,083,22972
Jo Daviess County,Illinois,17,085,22709
Johnson County,Illinois,17,087,12666
Kane County,Illinois,17,089,509622
Kankakee County,Illinois,17,091,112895
Kendall County,Illinois,17,093,110767
Knox County,Illinois,17,095,52881
Lake County,Illinois,17,097,700424
LaSalle County,Illinois,17,099,113865
Lawrence County,Illinois,17,101,16853
Lee County,Illinois,17,103,36012
Livingston County,Illinois,17,105,38992
Logan County,Illinois,17,107,30353
McDonough County,Illinois,17,109,32673
McHenry County,Illinois,17,111,307721
McLean County,Illinois,17,113,168234
Macon County,Illinois,17,115,110712
Macoupin County,Illinois,17,117,47879
Madison County,Illinois,17,119,268473
Marion County,Illinois,17,121,39586
Marshall County,Illinois,17,123,12692
Mason County,Illinois,17,125,14788
Massac County,Illinois,17,127,15439
Menard County,Illinois,17,129,12731
Mercer County,Illinois,17,131,16497
Monroe County,Illinois,17,133,32767
Montgomery County,Illinois,17,135,30126
Morgan County,Illinois,17,137,35673
Moultrie County,Illinois,17,139,14773
Ogle County,Illinois,17,141,53525
Peoria County,Illinois,17,143,185780
Perry County,Illinois,17,145,22403
Piatt County,Illinois,17,147,16710
Pike County,Illinois,17,149,16536
Pope County,Illinois,17,151,4418
Pulaski County,Illinois,17,153,6184
Putnam County,Illinois,17,155,5989
Randolph County,Illinois,17,157,33503
Richland County,Illinois,17,159,16180
Rock Island County,Illinois,17,161,147625
Saint Clair County,Illinois,17,163,268086
Saline County,Illinois,17,165,25071
Sangamon County,Illinois,17,167,196393
Schuyler County,Illinois,17,169,7519
Scott County,Illinois,17,171,5351
Shelby County,Illinois,17,173,22330
Stark County,Illinois,17,175,5980
Stephenson County,Illinois,17,177,47730
Tazewell County,Illinois,17,179,134636
Union County,Illinois,17,181,17883
Vermilion County,Illinois,17,183,81799
Wabash County,Illinois,17,185,12041
Warren County,Illinois,17,187,17740
Washington County,Illinois,17,189,14746
Wayne County,Illinois,17,191,16814
White County,Illinois,17,193,14747
Whiteside County,Illinois,17,195,58622
Will County,Illinois,17,197,674166
Williamson County,Illinois,17,199,66025
Winnebago County,Illinois,17,201,294893
Woodford County,Illinois,17,203,38523
Adams County,Indiana,18,001,34263
Allen County,Indiana,18,003,353721
Bartholomew County,Indiana,18,005,76536
Benton County,Indiana,18,007,8815
Blackford County,Indiana,18,009,12848
Boone County,Indiana,18,011,55730
Brown County,Indiana,18,013,15227
Carroll County,Indiana,18,015,20106
Cass County,Indiana,18,017,38971
Clark County,Indiana,18,019,108864
Clay County,Indiana,18,021,26947
Clinton County,Indiana,18,023,33228
Crawford County,Indiana,18,025,10755
Daviess County,Indiana,18,027,31347
Dearborn County,Indiana,18,029,49825
Decatur County,Indiana,18,031,25682
DeKalb County,Indiana,18,033,42136
Delaware County,Indiana,18,035,117413
Dubois County,Indiana,18,037,41933
Elkhart County,Indiana,18,039,197614
Fayette County,Indiana,18,041,24325
Floyd County,Indiana,18,043,74112
Fountain County,Indiana,18,045,17282
Franklin County,Indiana,18,047,23183
Fulton County,Indiana,18,049,20745
Gibson County,Indiana,18,051,33405
Grant County,Indiana,18,053,70051
Greene County,Indiana,18,055,33014
Hamilton County,Indiana,18,057,268871
Hancock County,Indiana,18,059,69035
Harrison County,Indiana,18,061,38927
Hendricks County,Indiana,18,063,143153
Henry County,Indiana,18,065,49105
Howard County,Indiana,18,067,83094
Huntington County,Indiana,18,069,37242
Jackson County,Indiana,18,071,42150
Jasper County,Indiana,18,073,33254
Jay County,Indiana,18,075,21392
Jefferson County,Indiana,18,077,32380
Jennings County,Indiana,18,079,28441
Johnson County,Indiana,18,081,138227
Knox County,Indiana,18,083,38446
Kosciusko County,Indiana,18,085,77174
LaGrange County,Indiana,18,087,37152
Lake County,Indiana,18,089,495272
LaPorte County,Indiana,18,091,111286
Lawrence County,Indiana,18,093,46203
Madison County,Indiana,18,095,131445
Marion County,Indiana,18,097,897515
Marshall County,Indiana,18,099,47016
Martin County,Indiana,18,101,10321
Miami County,Indiana,18,103,37078
Monroe County,Indiana,18,105,136278
Montgomery County,Indiana,18,107,38220
Morgan County,Indiana,18,109,68894
Newton County,Indiana,18,111,14270
Noble County,Indiana,18,113,47522
Ohio County,Indiana,18,115,6074
Orange County,Indiana,18,117,19881
Owen County,Indiana,18,119,21665
Parke County,Indiana,18,121,17368
Perry County,Indiana,18,123,19350
Pike County,Indiana,18,125,12901
Porter County,Indiana,18,127,163406
Posey County,Indiana,18,129,25973
Pulaski County,Indiana,18,131,13529
Putnam County,Indiana,18,133,38082
Randolph County,Indiana,18,135,26205
Ripley County,Indiana,18,137,28657
Rush County,Indiana,18,139,17481
Saint Joseph County,Indiana,18,141,266740
Scott County,Indiana,18,143,24112
Shelby County,Indiana,18,145,44337
Spencer County,Indiana,18,147,20978
Starke County,Indiana,18,149,23311
Steuben County,Indiana,18,151,34084
Sullivan County,Indiana,18,153,21484
Switzerland County,Indiana,18,155,10479
Tippecanoe County,Indiana,18,157,170965
Tipton County,Indiana,18,159,16023
Union County,Indiana,18,161,7481
