County,State,mean_life_expectancy,State_FIPS,County_FIPS,white_population
Blaine County,Montana,75.0203119374401,30,005,3126.0
Broadwater County,Montana,79.7607569090247,30,007,5367.0
Carbon County,Montana,80.4371995857338,30,009,10038.0
Carter County,Montana,79.0737193006343,30,011,1269.0
Cascade County,Montana,77.8157844829449,30,013,72844.0
Chouteau County,Montana,79.0330161384425,30,015,4461.0
Custer County,Montana,77.1146902302252,30,017,11326.0
Daniels County,Montana,78.4881065918359,30,019,1761.0
Dawson County,Montana,78.3392884985031,30,021,8945.0
Deer Lodge County,Montana,76.4084098881533,30,023,8515.0
Fallon County,Montana,78.0398156556672,30,025,2786.0
Fergus County,Montana,77.7831351339856,30,027,10882.0
Flathead County,Montana,79.0696490206195,30,029,89762.0
Gallatin County,Montana,81.9260802587179,30,031,92876.0
Garfield County,Montana,78.2934668444075,30,033,1060.0
Glacier County,Montana,72.2073544092388,30,035,4543.0
Granite County,Montana,81.3195482433669,30,039,3101.0
Hill County,Montana,76.8848001456293,30,041,11828.0
Jefferson County,Montana,78.8171639229031,30,043,11011.0
Judith Basin County,Montana,80.3359810265459,30,045,1948.0
Lake County,Montana,77.8825747289604,30,047,19966.0
Lewis and Clark County,Montana,79.3492080689681,30,049,61913.0
Liberty County,Montana,81.4693815671394,30,051,2221.0
Lincoln County,Montana,77.8780072541581,30,053,18453.0
McCone County,Montana,78.3449203753503,30,055,1547.0
Madison County,Montana,80.8280839479865,30,057,7471.0
Meagher County,Montana,78.7642613654942,30,059,1907.0
Mineral County,Montana,77.4830215533476,30,061,4154.0
Missoula County,Montana,79.5679554633963,30,063,104191.0
Musselshell County,Montana,76.2500373314585,30,065,4565.0
Phillips County,Montana,77.0456003695386,30,071,3612.0
Pondera County,Montana,78.0197327181239,30,073,5025.0
Powder River County,Montana,79.6313712156185,30,075,1581.0
Powell County,Montana,77.2139810296291,30,077,6365.0
Prairie County,Montana,77.9667450461633,30,079,1361.0
Ravalli County,Montana,79.5217239146147,30,081,39389.0
Richland County,Montana,77.3229583318575,30,083,10713.0
Roosevelt County,Montana,69.5686256927579,30,085,4119.0
Rosebud County,Montana,74.9232638459854,30,087,5605.0
Sanders County,Montana,77.7222952098578,30,089,10456.0
Sheridan County,Montana,76.7787104225126,30,091,3391.0
Silver Bow County,Montana,76.4030271959376,30,093,32727.0
Stillwater County,Montana,79.4128800579175,30,095,8930.0
Sweet Grass County,Montana,80.7056482859872,30,097,3464.0
Teton County,Montana,79.9198387441154,30,099,5759.0
Toole County,Montana,77.6961616949182,30,101,4648.0
Valley County,Montana,78.0452646203171,30,105,6560.0
Wheatland County,Montana,78.5026231700647,30,107,2035.0
Wibaux County,Montana,76.9683079438899,30,109,1143.0
Yellowstone County,Montana,78.3232377631065,30,111,140985.0
Park County,Montana,79.6317288177496,30,067,15231.0
Adams County,Nebraska,79.0525155123409,31,001,29440.0
Antelope County,Nebraska,80.5511445738499,31,003,6278.0
Boone County,Nebraska,80.6610360352255,31,011,5269.0
Box Butte County,Nebraska,77.9992431676252,31,013,10472.0
Boyd County,Nebraska,78.5176114062662,31,015,1935.0
Brown County,Nebraska,79.8902058490869,31,017,2951.0
Buffalo County,Nebraska,80.3288917068739,31,019,45169.0
Burt County,Nebraska,78.1762292069221,31,021,6304.0
Butler County,Nebraska,78.835044248591,31,023,7945.0
Cass County,Nebraska,78.9129758509613,31,025,24604.0
Cedar County,Nebraska,80.5415516276861,31,027,8534.0
Chase County,Nebraska,78.5440018794425,31,029,3988.0
Cherry County,Nebraska,78.7648341079006,31,031,5286.0
Cheyenne County,Nebraska,79.0538103484725,31,033,9653.0
Clay County,Nebraska,78.3495560556217,31,035,6115.0
Colfax County,Nebraska,80.1515415245986,31,037,9407.0
Cuming County,Nebraska,81.355503607122,31,039,8672.0
Custer County,Nebraska,79.2227964200196,31,041,10479.0
Dakota County,Nebraska,78.0846377526437,31,043,14611.0
Dawes County,Nebraska,79.3299559361499,31,045,8105.0
Dawson County,Nebraska,78.9843453820713,31,047,21305.0
Deuel County,Nebraska,78.5743904886826,31,049,1852.0
Dixon County,Nebraska,79.2246186182312,31,051,5531.0
Dodge County,Nebraska,78.0694961678048,31,053,35027.0
Douglas County,Nebraska,78.8066749887246,31,055,431358.0
Dundy County,Nebraska,77.8723285113915,31,057,1792.0
Fillmore County,Nebraska,78.2123606646124,31,059,5488.0
Franklin County,Nebraska,78.4692012525898,31,061,3025.0
Frontier County,Nebraska,82.0839954600604,31,063,2545.0
Furnas County,Nebraska,78.0169715047797,31,065,4701.0
Gage County,Nebraska,77.887071724208,31,067,21033.0
Garden County,Nebraska,78.1623373928932,31,069,1876.0
Garfield County,Nebraska,79.0542467878298,31,071,1939.0
Gosper County,Nebraska,80.1522953509518,31,073,1948.0
Greeley County,Nebraska,80.3497848679456,31,077,2393.0
Hall County,Nebraska,78.5644559316674,31,079,55532.0
Hamilton County,Nebraska,80.393687464157,31,081,8756.0
Harlan County,Nebraska,79.6448789596166,31,083,3324.0
Hitchcock County,Nebraska,78.1682464665856,31,087,2854.0
Holt County,Nebraska,79.6817846545537,31,089,10079.0
Howard County,Nebraska,79.8490732094202,31,093,6171.0
Jefferson County,Nebraska,77.8250846251041,31,095,7110.0
Johnson County,Nebraska,78.0489404720564,31,097,4503.0
Kearney County,Nebraska,79.1345955364172,31,099,6432.0
Keith County,Nebraska,78.6750105127267,31,101,7803.0
Kimball County,Nebraska,77.3624201193175,31,105,3554.0
Knox County,Nebraska,79.2064207818246,31,107,7448.0
Lancaster County,Nebraska,80.2467379200379,31,109,262334.0
Lincoln County,Nebraska,78.7122435968011,31,111,34157.0
Madison County,Nebraska,78.6845729335245,31,119,32300.0
Merrick County,Nebraska,79.117684998026,31,121,7487.0
Morrill County,Nebraska,77.7101669082474,31,123,4638.0
Nance County,Nebraska,77.4915631208253,31,125,3593.0
Nemaha County,Nebraska,78.191002715473,31,127,6846.0
Nuckolls County,Nebraska,79.0048432194606,31,129,4254.0
Otoe County,Nebraska,79.2029892243117,31,131,15262.0
Pawnee County,Nebraska,79.1203572107815,31,133,2625.0
Perkins County,Nebraska,80.0408749926605,31,135,2884.0
Phelps County,Nebraska,79.3821272829162,31,137,8941.0
Pierce County,Nebraska,80.0853531041232,31,139,7030.0
Platte County,Nebraska,80.4192959668295,31,141,31340.0
Polk County,Nebraska,80.238782508351,31,143,5094.0
Red Willow County,Nebraska,78.5996151257166,31,145,10570.0
Richardson County,Nebraska,77.5540894205444,31,147,7634.0
Rock County,Nebraska,78.9865697003342,31,149,1351.0
Saline County,Nebraska,77.9152461036143,31,151,12972.0
Sarpy County,Nebraska,80.9250168896854,31,153,152881.0
Saunders County,Nebraska,79.3299188104055,31,155,20404.0
Scotts Bluff County,Nebraska,77.3865616887844,31,157,34154.0
Seward County,Nebraska,79.0444615465753,31,159,16459.0
Sheridan County,Nebraska,77.8931881285531,31,161,4402.0
Sherman County,Nebraska,79.4296905835757,31,163,3040.0
Sioux County,Nebraska,83.0381098729827,31,165,1203.0
Stanton County,Nebraska,80.961513359994,31,167,5858.0
Thayer County,Nebraska,78.4001331659507,31,169,5040.0
Thurston County,Nebraska,73.6673570642477,31,173,2807.0
Valley County,Nebraska,79.8812117118376,31,175,4183.0
Washington County,Nebraska,80.0262523453312,31,177,19692.0
Wayne County,Nebraska,82.8762235553871,31,179,8969.0
Webster County,Nebraska,77.2713255754193,31,181,3522.0
York County,Nebraska,79.6936440180167,31,185,13195.0
Churchill County,Nevada,75.6780181908323,32,001,19706.0
Clark County,Nevada,78.4682302863341,32,003,1297573.0
Douglas County,Nevada,80.9164948210828,32,005,42448.0
Elko County,Nevada,78.2906069640208,32,007,45797.0
Eureka County,Nevada,77.9987474016483,32,011,1707.0
Humboldt County,Nevada,76.5834301638411,32,013,14822.0
Lander County,Nevada,76.8323338566656,32,015,5169.0
Lincoln County,Nevada,77.8753967245755,32,017,4522.0
Lyon County,Nevada,76.326543578643,32,019,44516.0
Mineral County,Nevada,74.1816027698615,32,021,2834.0
Nye County,Nevada,73.9499116645158,32,023,36636.0
Pershing County,Nevada,78.2360321514631,32,027,5685.0
Storey County,Nevada,82.3381765495412,32,029,3631.0
Washoe County,Nevada,78.0187003291766,32,031,354121.0
White Pine County,Nevada,77.2328478228953,32,033,8481.0
Carson City,Nevada,75.4096636819887,32,510,44416.0
Belknap County,New Hampshire,78.1781858900434,33,001,58320.0
Carroll County,New Hampshire,79.8000532932746,33,003,46134.0
Cheshire County,New Hampshire,79.3167986524017,33,005,72930.0
Coos County,New Hampshire,76.88369738533,33,007,31047.0
Grafton County,New Hampshire,80.5367136348045,33,009,82896.0
Hillsborough County,New Hampshire,79.5843340171471,33,011,367298.0
Merrimack County,New Hampshire,79.4112423819705,33,013,140060.0
Rockingham County,New Hampshire,80.3306877779191,33,015,285903.0
Strafford County,New Hampshire,78.5720417534059,33,017,117495.0
Sullivan County,New Hampshire,78.8665502892163,33,019,41511.0
Atlantic County,New Jersey,77.5116887852029,34,001,184371.0
Bergen County,New Jersey,82.9599950519171,34,003,658572.0
Burlington County,New Jersey,79.6357202749807,34,005,326657.0
Camden County,New Jersey,77.6341781005181,34,007,321999.0
Cape May County,New Jersey,77.3834896824315,34,009,86962.0
Cumberland County,New Jersey,75.8644655406486,34,011,99295.0
Essex County,New Jersey,79.3208327496225,34,013,330789.0
Gloucester County,New Jersey,78.176487278906,34,015,238509.0
Hudson County,New Jersey,81.6585056029341,34,017,370874.0
Hunterdon County,New Jersey,83.0587419573264,34,019,114597.0
Mercer County,New Jersey,80.2398531893098,34,021,235205.0
Middlesex County,New Jersey,81.5057402046194,34,023,502779.0
Monmouth County,New Jersey,80.6045692039829,34,025,516179.0
Morris County,New Jersey,82.4687612223012,34,027,406016.0
Ocean County,New Jersey,79.0675016946263,34,029,537404.0
Passaic County,New Jersey,80.4357822045839,34,031,321733.0
Salem County,New Jersey,76.2835326381673,34,033,51899.0
Somerset County,New Jersey,82.4845153083104,34,035,225368.0
Sussex County,New Jersey,79.5953178361075,34,037,134806.0
Union County,New Jersey,81.2785990248023,34,039,315833.0
Warren County,New Jersey,79.8332922337056,34,041,95863.0
Bernalillo County,New Mexico,78.4631251536255,35,001,487865.0
Catron County,New Mexico,79.5038886206945,35,003,3444.0
Chaves County,New Mexico,75.7527908741292,35,005,52656.0
Colfax County,New Mexico,77.6489594257952,35,007,10840.0
Curry County,New Mexico,76.8800326394988,35,009,35557.0
De Baca County,New Mexico,75.8060462495044,35,011,1415.0
Dona Ana County,New Mexico,79.5829172449782,35,013,190289.0
Eddy County,New Mexico,75.370673266489,35,015,51182.0
Grant County,New Mexico,77.6325682798311,35,017,26286.0
Guadalupe County,New Mexico,76.2985409240566,35,019,3759.0
Hidalgo County,New Mexico,76.6095321954911,35,023,4253.0
Lea County,New Mexico,75.8116495360663,35,025,60375.0
Lincoln County,New Mexico,79.2420589855917,35,027,17540.0
Los Alamos County,New Mexico,83.3764667017812,35,028,15471.0
Luna County,New Mexico,75.6043502933621,35,029,22387.0
McKinley County,New Mexico,72.7432763890307,35,031,11912.0
Mora County,New Mexico,77.6692807624501,35,033,2461.0
Otero County,New Mexico,77.6532366856244,35,035,50277.0
Quay County,New Mexico,75.0554980355093,35,037,7651.0
Rio Arriba County,New Mexico,73.7700335845048,35,039,23288.0
Roosevelt County,New Mexico,77.244510437161,35,041,14543.0
Sandoval County,New Mexico,79.0809895701612,35,043,96687.0
San Juan County,New Mexico,76.8066035480058,35,045,65541.0
San Miguel County,New Mexico,76.4581687011618,35,047,14188.0
Santa Fe County,New Mexico,80.7607916825501,35,049,122883.0
Sierra County,New Mexico,73.8184750508833,35,051,10489.0
Socorro County,New Mexico,75.8920772798454,35,053,13553.0
Taos County,New Mexico,78.9133503182797,35,055,24936.0
Torrance County,New Mexico,76.4797524570339,35,057,14291.0
Union County,New Mexico,76.9680582513767,35,059,3348.0
Cibola County,New Mexico,76.6270382044182,35,006,12008.0
Valencia County,New Mexico,76.6270382044182,35,061,58741.0
Albany County,New York,79.9139117072393,36,001,235711.0
Allegany County,New York,78.3915536498671,36,003,45587.0
Bronx County,New York,79.9693321166561,36,005,295351.0
Broome County,New York,78.775908389097,36,007,170517.0
Cattaraugus County,New York,77.6572707109308,36,009,72288.0
Cayuga County,New York,79.5811141675296,36,011,72587.0
Chautauqua County,New York,77.9138560168009,36,013,122325.0
Chemung County,New York,77.4337755495673,36,015,77481.0
Chenango County,New York,77.6583432911403,36,017,47440.0
Clinton County,New York,79.1940769494904,36,019,74418.0
Columbia County,New York,79.4415380342934,36,021,55383.0
Cortland County,New York,78.4731797931453,36,023,45887.0
Delaware County,New York,78.9626551601511,36,025,44161.0
Dutchess County,New York,80.6773219277295,36,027,233311.0
Erie County,New York,78.3156863561676,36,029,722667.0
Essex County,New York,79.7970200062179,36,031,35933.0
Franklin County,New York,78.780716179322,36,033,42319.0
Fulton County,New York,78.063119884943,36,035,51509.0
Genesee County,New York,78.6467269083353,36,037,54536.0
Greene County,New York,78.5510325652629,36,039,43053.0
Hamilton County,New York,78.6855924296625,36,041,4533.0
Herkimer County,New York,78.9647936561101,36,043,61095.0
Jefferson County,New York,78.201281513417,36,045,101957.0
Kings County,New York,82.1302486225052,36,047,1128927.0
Lewis County,New York,79.3763763876438,36,049,26250.0
Livingston County,New York,80.0099701339894,36,051,60301.0
Madison County,New York,80.3233852767477,36,053,68421.0
Monroe County,New York,79.8122222027901,36,055,569464.0
Montgomery County,New York,77.7938229899518,36,057,43826.0
Nassau County,New York,82.6140970755494,36,059,945893.0
New York County,New York,84.099388128983,36,061,928883.0
Niagara County,New York,77.7461295458085,36,063,187520.0
Oneida County,New York,78.4126171606775,36,065,200237.0
Onondaga County,New York,79.4381188472215,36,067,375133.0
Ontario County,New York,79.8011318926723,36,069,102012.0
Orange County,New York,80.0160816501403,36,071,281602.0
Orleans County,New York,78.062075513612,36,073,37652.0
Oswego County,New York,78.0393976328105,36,075,115260.0
Otsego County,New York,79.9978002217737,36,077,57344.0
Putnam County,New York,82.075006033779,36,079,89000.0
Queens County,New York,83.2695186379422,36,081,936414.0
Rensselaer County,New York,78.8901325871064,36,083,139014.0
Richmond County,New York,80.672663522285,36,085,355407.0
Rockland County,New York,82.74883992548,36,087,228430.0
Saint Lawrence County,New York,78.943237238682,36,089,103863.0
Saratoga County,New York,81.1050588226645,36,091,210462.0
Schenectady County,New York,78.9609582069655,36,093,120729.0
Schoharie County,New York,80.3448823678478,36,095,30322.0
Schuyler County,New York,78.55191442678,36,097,17726.0
Seneca County,New York,78.6728014580699,36,099,32104.0
Steuben County,New York,78.6082775034394,36,101,93231.0
Suffolk County,New York,80.6588936930021,36,103,1212079.0
Sullivan County,New York,77.7046216442445,36,105,61984.0
Tioga County,New York,79.8382253886736,36,107,48088.0
Tompkins County,New York,80.9203143999798,36,109,84196.0
Ulster County,New York,79.9034618171244,36,111,155745.0
Warren County,New York,79.4965456723306,36,113,62408.0
Washington County,New York,78.7592408110319,36,115,58702.0
Wayne County,New York,78.9826518705452,36,117,85661.0
Westchester County,New York,83.1794603373677,36,119,641027.0
Wyoming County,New York,78.73039737454,36,121,37778.0
Yates County,New York,78.8873128234931,36,123,24269.0
Alamance County,North Carolina,77.0685812118075,37,001,110548.0
Alexander County,North Carolina,76.9614797384164,37,003,33005.0
Alleghany County,North Carolina,77.4610663449365,37,005,9936.0
Anson County,North Carolina,74.0725353996096,37,007,12423.0
Ashe County,North Carolina,77.5708551395377,37,009,25354.0
Avery County,North Carolina,77.0334577277727,37,011,16209.0
Beaufort County,North Carolina,75.8656244655181,37,013,33458.0
Bertie County,North Carolina,75.7424752634519,37,015,7313.0
Bladen County,North Carolina,74.491634981349,37,017,19831.0
Brunswick County,North Carolina,78.1589076049795,37,019,99521.0
Buncombe County,North Carolina,78.4995796907722,37,021,222134.0
Burke County,North Carolina,76.1749984603412,37,023,75155.0
Cabarrus County,North Carolina,78.1727913293198,37,025,142064.0
Caldwell County,North Carolina,75.5540825976302,37,027,73059.0
Camden County,North Carolina,78.5465130730104,37,029,8452.0
Carteret County,North Carolina,77.5678331973906,37,031,60921.0
Caswell County,North Carolina,76.0021798237954,37,033,14408.0
Catawba County,North Carolina,76.478381783831,37,035,123873.0
Chatham County,North Carolina,80.8774065251652,37,037,55295.0
Cherokee County,North Carolina,76.3339705471513,37,039,25518.0
Chowan County,North Carolina,76.6676580195293,37,041,9163.0
Clay County,North Carolina,77.2144504829415,37,043,10646.0
Cleveland County,North Carolina,74.3062977333663,37,045,73303.0
Columbus County,North Carolina,73.5033437802957,37,047,35133.0
Craven County,North Carolina,76.8620107986492,37,049,73456.0
Cumberland County,North Carolina,75.9008703194555,37,051,166292.0
Currituck County,North Carolina,77.3684271228857,37,053,22490.0
Dare County,North Carolina,78.5910842103186,37,055,32040.0
Davidson County,North Carolina,76.034033453837,37,057,141859.0
Davie County,North Carolina,78.0721369913083,37,059,36842.0
Duplin County,North Carolina,77.8749208760201,37,061,38153.0
Durham County,North Carolina,79.6085908292452,37,063,150067.0
Edgecombe County,North Carolina,74.1444129296281,37,065,21006.0
Forsyth County,North Carolina,77.7337376342516,37,067,242803.0
Franklin County,North Carolina,77.3732837790396,37,069,42412.0
Gaston County,North Carolina,75.2607193448041,37,071,162526.0
Gates County,North Carolina,76.6934981276761,37,073,7363.0
Graham County,North Carolina,76.0046716071594,37,075,7681.0
Granville County,North Carolina,77.6208069729872,37,077,35739.0
Greene County,North Carolina,76.7187243484012,37,079,11960.0
Guilford County,North Carolina,78.1284607112066,37,081,288612.0
Halifax County,North Carolina,74.2365160040583,37,083,21187.0
Harnett County,North Carolina,76.6437455995481,37,085,85578.0
Haywood County,North Carolina,77.2352947896465,37,087,57137.0
Henderson County,North Carolina,78.9815818111703,37,089,101051.0
Hertford County,North Carolina,76.0118361211626,37,091,8572.0
Hoke County,North Carolina,76.1136816318135,37,093,23751.0
Hyde County,North Carolina,76.1438696161462,37,095,3743.0
Iredell County,North Carolina,77.357021743989,37,097,136625.0
Jackson County,North Carolina,78.2288135049887,37,099,34411.0
Johnston County,North Carolina,77.4768308696818,37,101,142427.0
Jones County,North Carolina,75.7510626278929,37,103,6634.0
Lee County,North Carolina,76.3545229448186,37,105,41679.0
Lenoir County,North Carolina,74.6642352518742,37,107,32054.0
Lincoln County,North Carolina,76.9459492032992,37,109,70542.0
McDowell County,North Carolina,76.5717330412652,37,111,40968.0
Macon County,North Carolina,77.6223541339364,37,113,31469.0
Madison County,North Carolina,77.4210798913749,37,115,20310.0
Martin County,North Carolina,74.5781002527635,37,117,12711.0
Mecklenburg County,North Carolina,80.0022618256787,37,119,565183.0
Mitchell County,North Carolina,75.701933067287,37,121,14797.0
Montgomery County,North Carolina,76.4162794240619,37,123,21057.0
Moore County,North Carolina,79.2661336140771,37,125,77031.0
Nash County,North Carolina,75.5215836377358,37,127,50234.0
New Hanover County,North Carolina,79.0100379478553,37,129,175310.0
Northampton County,North Carolina,76.2227779273298,37,131,8133.0
Onslow County,North Carolina,76.8468827907199,37,133,138029.0
Orange County,North Carolina,81.5272589542262,37,135,105093.0
Pamlico County,North Carolina,77.5020851830226,37,137,9722.0
Pasquotank County,North Carolina,76.248957280179,37,139,23440.0
Pender County,North Carolina,77.5179135118989,37,141,43164.0
Perquimans County,North Carolina,78.1894276451611,37,143,9880.0
Person County,North Carolina,76.3367551338297,37,145,26918.0
Pitt County,North Carolina,78.0093368543586,37,147,102061.0
Polk County,North Carolina,79.0932250165005,37,149,18530.0
Randolph County,North Carolina,76.1902898644823,37,151,123509.0
Richmond County,North Carolina,73.684288368266,37,153,28756.0
Robeson County,North Carolina,73.0410766227454,37,155,39500.0
Rockingham County,North Carolina,75.1194009898642,37,157,69614.0
Rowan County,North Carolina,75.2040569313551,37,159,108360.0
Rutherford County,North Carolina,75.3332758510106,37,161,56997.0
Sampson County,North Carolina,75.478975907429,37,163,39660.0
Scotland County,North Carolina,74.1796581919861,37,165,16249.0
Stanly County,North Carolina,75.9833101663133,37,167,51212.0
Stokes County,North Carolina,76.4091632164185,37,169,43386.0
Surry County,North Carolina,75.5711430992343,37,171,66972.0
Swain County,North Carolina,72.7994660491399,37,173,9143.0
Transylvania County,North Carolina,79.8695641663562,37,175,29879.0
Tyrrell County,North Carolina,77.0893555847302,37,177,2302.0
Union County,North Carolina,79.3630513356347,37,179,177613.0
Vance County,North Carolina,74.0411727255849,37,181,19355.0
Wake County,North Carolina,81.3158370915099,37,183,669687.0
Warren County,North Carolina,76.931267698933,37,185,8046.0
Washington County,North Carolina,76.2932614272141,37,187,5815.0
Watauga County,North Carolina,81.2709009336789,37,189,49587.0
Wayne County,North Carolina,75.9664937969973,37,191,74099.0
Wilkes County,North Carolina,76.3626937325509,37,193,62792.0
Wilson County,North Carolina,76.0687402929208,37,195,41325.0
Yadkin County,North Carolina,76.4576617557514,37,197,34612.0
Yancey County,North Carolina,77.3628373489658,37,199,16991.0
Adams County,North Dakota,79.1182963150854,38,001,2203.0
Barnes County,North Dakota,79.020262005044,38,003,10405.0
Benson County,North Dakota,73.0415189652118,38,005,2885.0
Bottineau County,North Dakota,78.2352884715544,38,009,6239.0
Bowman County,North Dakota,78.8402513517028,38,011,3090.0
Burke County,North Dakota,79.367326166047,38,013,2166.0
Burleigh County,North Dakota,81.1102674951498,38,015,83296.0
Cass County,North Dakota,80.8897959360028,38,017,148944.0
Cavalier County,North Dakota,80.0026440153839,38,019,3710.0
Dickey County,North Dakota,79.3707698984278,38,021,4990.0
Divide County,North Dakota,79.7488982466643,38,023,2239.0
Dunn County,North Dakota,79.5254763019973,38,025,3626.0
Eddy County,North Dakota,76.106241332214,38,027,2173.0
Emmons County,North Dakota,78.7783506229444,38,029,3309.0
Foster County,North Dakota,79.0464156798234,38,031,3256.0
Golden Valley County,North Dakota,82.7576835372883,38,033,1819.0
Grand Forks County,North Dakota,79.4623712544465,38,035,61670.0
Grant County,North Dakota,78.728105049507,38,037,2294.0
Griggs County,North Dakota,78.8061659138474,38,039,2230.0
Hettinger County,North Dakota,79.3056578395753,38,041,2504.0
Kidder County,North Dakota,81.0052265127503,38,043,2362.0
LaMoure County,North Dakota,81.4827556603441,38,045,4037.0
Logan County,North Dakota,79.8676703253053,38,047,1905.0
McHenry County,North Dakota,79.5016846106525,38,049,5739.0
McIntosh County,North Dakota,79.3706140938393,38,051,2645.0
McKenzie County,North Dakota,78.5545585860536,38,053,8729.0
McLean County,North Dakota,78.7565802191047,38,055,8677.0
Mercer County,North Dakota,79.9467179816065,38,057,8254.0
Morton County,North Dakota,78.7155471738686,38,059,27565.0
Mountrail County,North Dakota,75.1981304285245,38,061,6359.0
Nelson County,North Dakota,76.6212662179011,38,063,2978.0
Oliver County,North Dakota,82.6731033363553,38,065,1640.0
Pembina County,North Dakota,79.9704253474017,38,067,6752.0
Pierce County,North Dakota,78.5816581750075,38,069,4251.0
Ramsey County,North Dakota,77.9140856674896,38,071,9978.0
Ransom County,North Dakota,77.7915435064759,38,073,5293.0
Renville County,North Dakota,78.600319058533,38,075,2471.0
Richland County,North Dakota,80.7813322515086,38,077,15305.0
Rolette County,North Dakota,72.4047876585497,38,079,2812.0
Sargent County,North Dakota,80.501155080413,38,081,3715.0
Sheridan County,North Dakota,82.4601092609477,38,083,1362.0
Sioux County,North Dakota,68.1230493339686,38,085,567.0
Stark County,North Dakota,80.5826775102636,38,089,27560.0
Steele County,North Dakota,81.5594712034885,38,091,1958.0
Stutsman County,North Dakota,78.4274400380849,38,093,19822.0
Towner County,North Dakota,78.2105273612952,38,095,2020.0
Traill County,North Dakota,79.8321608322274,38,097,7683.0
Walsh County,North Dakota,77.8204444158048,38,099,10019.0
Ward County,North Dakota,80.056840930365,38,101,60884.0
Wells County,North Dakota,78.6483535700641,38,103,4095.0
Williams County,North Dakota,78.256124854127,38,105,27732.0
Adams County,Ohio,73.401722512918,39,001,27298.0
Allen County,Ohio,77.0212432572577,39,003,87249.0
Ashland County,Ohio,77.9496484959162,39,005,51722.0
Ashtabula County,Ohio,75.4503411658431,39,007,92247.0
Athens County,Ohio,77.2429237124812,39,009,59238.0
Auglaize County,Ohio,78.4983481407743,39,011,44499.0
Belmont County,Ohio,76.49267995306,39,013,64723.0
Brown County,Ohio,74.8201721669114,39,015,42800.0
Butler County,Ohio,76.9984227112894,39,017,320711.0
Carroll County,Ohio,77.544698459213,39,019,27311.0
Champaign County,Ohio,76.6676058065067,39,021,36965.0
Clark County,Ohio,74.6237742791279,39,023,117716.0
Clermont County,Ohio,77.6135925702682,39,025,191898.0
Clinton County,Ohio,75.705740785366,39,027,39547.0
Columbiana County,Ohio,76.2895490334496,39,029,100017.0
Coshocton County,Ohio,76.8800717341052,39,031,35539.0
Crawford County,Ohio,75.7884119668572,39,033,41167.0
Cuyahoga County,Ohio,77.037116344526,39,035,795889.0
Darke County,Ohio,77.1433690586619,39,037,50964.0
Defiance County,Ohio,77.674956043359,39,039,35301.0
Delaware County,Ohio,81.8745356588388,39,041,167734.0
Erie County,Ohio,76.8751801056212,39,043,65526.0
Fairfield County,Ohio,78.5309734849943,39,045,133694.0
Fayette County,Ohio,73.956677472823,39,047,27064.0
Franklin County,Ohio,77.1514896037666,39,049,841819.0
Fulton County,Ohio,77.9546121615624,39,051,40024.0
Gallia County,Ohio,73.961779953005,39,053,28790.0
Geauga County,Ohio,81.1254067637685,39,055,90951.0
Greene County,Ohio,79.0292319053715,39,057,141803.0
Guernsey County,Ohio,75.7604214140035,39,059,37839.0
Hamilton County,Ohio,76.6489178463534,39,061,549898.0
Hancock County,Ohio,78.225444611062,39,063,70392.0
Hardin County,Ohio,76.1764389130223,39,065,30512.0
Harrison County,Ohio,75.5130329415442,39,067,14882.0
Henry County,Ohio,78.4335240904143,39,069,26390.0
Highland County,Ohio,75.1632603664842,39,071,41440.0
Hocking County,Ohio,76.1162758781302,39,073,27943.0
Holmes County,Ohio,79.1048926919607,39,075,43096.0
Huron County,Ohio,76.5505147103821,39,077,55623.0
Jackson County,Ohio,73.0265843872106,39,079,31754.0
Jefferson County,Ohio,74.6174364352501,39,081,61774.0
Knox County,Ohio,77.7695039407988,39,083,58773.0
Lake County,Ohio,78.482954176976,39,085,211270.0
Lawrence County,Ohio,73.4346091917641,39,087,58678.0
Licking County,Ohio,77.5816264215698,39,089,157242.0
Logan County,Ohio,76.4544278205241,39,091,43113.0
Lorain County,Ohio,77.8270461430121,39,093,259775.0
Lucas County,Ohio,75.9836693814215,39,095,316376.0
Madison County,Ohio,76.6402749856124,39,097,39364.0
Mahoning County,Ohio,76.2335528687606,39,099,186987.0
Marion County,Ohio,75.8345859071976,39,101,59031.0
Medina County,Ohio,79.9542146441894,39,103,167895.0
Meigs County,Ohio,74.5232606168153,39,105,22751.0
Mercer County,Ohio,78.6890999590075,39,107,39808.0
Miami County,Ohio,77.7179063529939,39,109,97723.0
Monroe County,Ohio,77.1712034132152,39,111,14146.0
Montgomery County,Ohio,75.3508227805231,39,113,391493.0
Morgan County,Ohio,76.885139014545,39,115,13849.0
Morrow County,Ohio,77.6168643968366,39,117,34143.0
Muskingum County,Ohio,75.9611772108915,39,119,79381.0
Noble County,Ohio,80.7857211773562,39,121,13237.0
Ottawa County,Ohio,78.4094504059144,39,123,39281.0
Paulding County,Ohio,77.1671244300182,39,125,18125.0
Perry County,Ohio,76.2099034410586,39,127,34999.0
Pickaway County,Ohio,76.3068827039667,39,129,53232.0
Pike County,Ohio,73.3650097776787,39,131,27158.0
Portage County,Ohio,78.1079844943247,39,133,147808.0
Preble County,Ohio,75.9292627827062,39,135,40424.0
Putnam County,Ohio,79.5358625592782,39,137,32370.0
Richland County,Ohio,76.423208837563,39,139,105925.0
Ross County,Ohio,75.0043417977514,39,141,69703.0
