County,State,mean_life_expectancy,State_FIPS,County_FIPS,asian_population
Franklin County,Arkansas,75.1411510297566,05,047,17262
Fulton County,Arkansas,75.5379827898365,05,049,11946
Garland County,Arkansas,75.2570452248396,05,051,82114
Grant County,Arkansas,75.6239859974003,05,053,17058
Greene County,Arkansas,74.5331879883689,05,055,40966
Hempstead County,Arkansas,75.2479397463284,05,057,14623
Hot Spring County,Arkansas,75.1772664311386,05,059,28582
Howard County,Arkansas,74.4354857160435,05,061,9609
Independence County,Arkansas,75.5694409162232,05,063,34681
Izard County,Arkansas,75.5978482588757,05,065,13053
Jackson County,Arkansas,73.5653078755239,05,067,14355
Jefferson County,Arkansas,74.0215400823225,05,069,32332
Johnson County,Arkansas,76.2289901089355,05,071,24127
Lafayette County,Arkansas,74.0803351638509,05,073,4683
Lawrence County,Arkansas,74.0776121126324,05,075,16894
Lee County,Arkansas,73.6384894525123,05,077,4408
Lincoln County,Arkansas,75.7083515136591,05,079,9410
Little River County,Arkansas,74.5062487093194,05,081,9722
Logan County,Arkansas,74.7473624038807,05,083,20969
Lonoke County,Arkansas,75.3274694088,05,085,61297
Madison County,Arkansas,75.4443972571463,05,087,14975
Marion County,Arkansas,75.5766832392705,05,089,16183
Miller County,Arkansas,74.9195793668671,05,091,31577
Mississippi County,Arkansas,72.4512758602153,05,093,29435
Monroe County,Arkansas,73.4013992674969,05,095,4612
Montgomery County,Arkansas,76.4915849838952,05,097,8996
Nevada County,Arkansas,74.4070397931647,05,099,6034
Newton County,Arkansas,76.7236904779886,05,101,7862
Ouachita County,Arkansas,73.5602288399878,05,103,14835
Perry County,Arkansas,75.7867157635549,05,105,9893
Phillips County,Arkansas,71.4555730297611,05,107,7776
Pike County,Arkansas,75.1998731244048,05,109,10126
Poinsett County,Arkansas,71.7720566278047,05,111,22270
Polk County,Arkansas,75.3955378678301,05,113,19127
Pope County,Arkansas,76.7352799147921,05,115,55942
Prairie County,Arkansas,75.5176517686095,05,117,7455
Pulaski County,Arkansas,76.1575310521574,05,119,227501
Randolph County,Arkansas,75.2458406261395,05,121,17475
Saint Francis County,Arkansas,74.4871340952185,05,123,12627
Saline County,Arkansas,77.5497685849276,05,125,98384
Scott County,Arkansas,75.5110878403514,05,127,10037
Searcy County,Arkansas,75.9381330654498,05,129,7858
Sebastian County,Arkansas,76.0469771550994,05,131,104479
Sevier County,Arkansas,74.8583636542812,05,133,11668
Sharp County,Arkansas,74.6544772475062,05,135,16633
Stone County,Arkansas,76.7418160917448,05,137,12119
Union County,Arkansas,73.63000792895,05,139,26841
Van Buren County,Arkansas,76.5025977068175,05,141,16554
Washington County,Arkansas,77.957927833903,05,143,163956
White County,Arkansas,75.5251056199117,05,145,70618
Woodruff County,Arkansas,72.9655981133841,05,147,5034
Yell County,Arkansas,74.9132237672603,05,149,18553
Alameda County,California,81.5917114810884,06,001,695847
Alpine County,California,79.0422582403089,06,003,852
Amador County,California,79.6400674957988,06,005,33302
Butte County,California,77.9504183062094,06,007,184653
Calaveras County,California,79.766911503313,06,009,41343
Colusa County,California,80.2484154818506,06,011,15448
Contra Costa County,California,81.4778692927033,06,013,670524
Del Norte County,California,76.1007646914602,06,015,21248
El Dorado County,California,81.2227109098631,06,017,157401
Fresno County,California,78.6072763856699,06,019,546915
Glenn County,California,78.2580621580513,06,021,22848
Humboldt County,California,77.0221429576216,06,023,111415
Imperial County,California,80.8354361564269,06,025,120511
Inyo County,California,79.0510291877403,06,027,14805
Kern County,California,77.3504807936172,06,029,599768
Kings County,California,79.3200585808375,06,031,110937
Lake County,California,75.3412286352568,06,033,53781
Lassen County,California,78.6032160433732,06,035,24395
Los Angeles County,California,81.3931910172072,06,037,5229697
Madera County,California,79.0617574128858,06,039,121838
Marin County,California,83.9987058251874,06,041,201272
Mariposa County,California,80.3397686208848,06,043,16132
Mendocino County,California,78.5047347417068,06,045,72842
Merced County,California,78.7733024594045,06,047,173461
Modoc County,California,78.0080317178538,06,049,8417
Mono County,California,85.1659002950784,06,051,11856
Monterey County,California,81.9282367512405,06,053,309794
Napa County,California,80.9974023370734,06,055,109393
Nevada County,California,81.2238413839233,06,057,91584
Orange County,California,82.3381698987313,06,059,1886224
Placer County,California,81.3519443760521,06,061,295714
Plumas County,California,78.6309565054377,06,063,18139
Riverside County,California,80.3223261105413,06,065,1455085
Sacramento County,California,79.087098442518,06,067,853146
San Benito County,California,81.7579081627153,06,069,46065
San Bernardino County,California,78.5304101343015,06,071,1272922
San Diego County,California,81.381513680784,06,073,2217577
San Francisco County,California,82.2907833071001,06,075,409445
San Joaquin County,California,78.2185152530442,06,077,410319
San Luis Obispo County,California,81.2529396083554,06,079,227208
San Mateo County,California,83.3198113420037,06,081,425330
Santa Barbara County,California,81.7611625675103,06,083,324705
Santa Clara County,California,83.4512906349108,06,085,901689
Santa Cruz County,California,81.4994501605179,06,087,215815
Shasta County,California,76.2592677020202,06,089,155637
Sierra County,California,79.0693360309628,06,091,2949
Siskiyou County,California,77.0506509825431,06,093,38804
Solano County,California,79.5796693603122,06,095,218264
Sonoma County,California,81.0959514185712,06,097,391986
Stanislaus County,California,77.9966459626766,06,099,398065
Sutter County,California,78.8028495993562,06,101,63070
Tehama County,California,77.8073761870042,06,103,54624
Trinity County,California,77.2394672692165,06,105,12130
Tulare County,California,78.1621928874685,06,107,351770
Tuolumne County,California,78.9835377745994,06,109,48178
Ventura County,California,81.6875318574591,06,111,600242
Yolo County,California,80.6033247823694,06,113,134265
Yuba County,California,75.9900621771567,06,115,50907
Alamosa County,Colorado,76.5253065439348,08,003,12652
Archuleta County,Colorado,81.6588311692978,08,007,10827
Baca County,Colorado,77.1665962604476,08,009,3580
Bent County,Colorado,76.0996500723774,08,011,4985
Chaffee County,Colorado,81.2888183966825,08,015,16799
Cheyenne County,Colorado,79.6787964950269,08,017,2056
Clear Creek County,Colorado,81.7335004616299,08,019,8566
Conejos County,Colorado,77.1707216337593,08,021,6857
Costilla County,Colorado,77.5771561730912,08,023,2922
Crowley County,Colorado,77.7424458507641,08,025,4777
Custer County,Colorado,81.2346414969819,08,027,4107
Delta County,Colorado,78.5735024481401,08,029,28977
Dolores County,Colorado,79.7274007984304,08,033,1745
Douglas County,Colorado,83.2883520746022,08,035,261685
Eagle County,Colorado,87.6811696488415,08,037,46717
Elbert County,Colorado,81.2231670778837,08,039,21930
El Paso County,Colorado,79.5323718299468,08,041,508314
Fremont County,Colorado,77.401443466878,08,043,39965
Garfield County,Colorado,80.5775115723691,08,045,50756
Gilpin County,Colorado,80.1710618635178,08,047,4983
Grand County,Colorado,83.3265673182264,08,049,13722
Gunnison County,Colorado,82.6027311894569,08,051,14660
Huerfano County,Colorado,77.1399736736607,08,055,4700
Jackson County,Colorado,79.7085644527226,08,057,1351
Kiowa County,Colorado,77.8601759342113,08,061,1366
Kit Carson County,Colorado,79.0944013468693,08,063,7668
Lake County,Colorado,81.0498353165359,08,065,5804
La Plata County,Colorado,81.8277265322899,08,067,44963
Larimer County,Colorado,81.58596821444,08,069,274662
Las Animas County,Colorado,76.9973401027059,08,071,13203
Lincoln County,Colorado,79.5129284860621,08,073,4657
Logan County,Colorado,79.1620787101406,08,075,21164
Mesa County,Colorado,78.7344198151753,08,077,132245
Moffat County,Colorado,78.2778338045996,08,081,12550
Montezuma County,Colorado,77.4000139860387,08,083,21409
Montrose County,Colorado,79.7082086300651,08,085,37310
Morgan County,Colorado,78.2841712582528,08,087,25478
Otero County,Colorado,75.8194915308757,08,089,16837
Ouray County,Colorado,84.0367735438764,08,091,4342
Park County,Colorado,82.7617966335922,08,093,15566
Phillips County,Colorado,79.9038937806825,08,095,4180
Pitkin County,Colorado,89.2148113345019,08,097,16226
Prowers County,Colorado,76.947667951012,08,099,11707
Pueblo County,Colorado,77.1926685376495,08,101,130563
Rio Blanco County,Colorado,79.2290211134147,08,103,6406
Rio Grande County,Colorado,77.0914583603793,08,105,9541
Routt County,Colorado,82.8198966836207,08,107,22494
Saguache County,Colorado,80.0773699156685,08,109,5010
San Miguel County,Colorado,85.4017699191143,08,113,7181
Sedgwick County,Colorado,78.0283208874296,08,115,2291
Summit County,Colorado,89.7522295499671,08,117,25241
Teller County,Colorado,80.3394209122523,08,119,21938
Washington County,Colorado,80.1606316629255,08,121,4643
Yuma County,Colorado,78.96416336077,08,125,9529
Adams County,Colorado,80.0651767732563,08,001,351099
Arapahoe County,Colorado,80.0651767732563,08,005,432797
Boulder County,Colorado,80.0651767732563,08,013,260736
Broomfield County,Colorado,80.0651767732563,08,014,48998
Denver County,Colorado,80.0651767732563,08,031,444522
Jefferson County,Colorado,80.0651767732563,08,059,484284
Weld County,Colorado,80.0651767732563,08,123,225338
Fairfield County,Connecticut,82.301705240952,09,001,699870
Hartford County,Connecticut,80.4548248084037,09,003,654726
Litchfield County,Connecticut,80.6628977925182,09,005,178558
Middlesex County,Connecticut,81.2585082923244,09,007,147872
New Haven County,Connecticut,80.1714609156176,09,009,649827
New London County,Connecticut,80.2094373307813,09,011,226453
Tolland County,Connecticut,81.7620728696427,09,013,136874
Windham County,Connecticut,79.163911230996,09,015,108037
Kent County,Delaware,77.680533585267,10,001,112428
New Castle County,Delaware,78.7619523510733,10,003,363926
Sussex County,Delaware,78.5594945558292,10,005,157905
Alachua County,Florida,78.8298810026242,12,001,174623
Baker County,Florida,75.4892601979674,12,003,22683
Bay County,Florida,76.578868950999,12,005,139352
Bradford County,Florida,76.16409529862,12,007,21868
Brevard County,Florida,78.4425501968517,12,009,455284
Broward County,Florida,80.4620012985353,12,011,1123976
Calhoun County,Florida,75.6805027177076,12,013,11805
Charlotte County,Florida,80.5284884291945,12,015,145582
Citrus County,Florida,76.6303920419913,12,017,131442
Clay County,Florida,77.9071530419271,12,019,158179
Collier County,Florida,84.1356415947054,12,021,282480
Columbia County,Florida,75.3682367841856,12,023,52458
Miami-Dade County,Florida,81.0153198340328,12,086,1881017
DeSoto County,Florida,79.8382749231809,12,027,27958
Dixie County,Florida,75.3236310527,12,029,14248
Duval County,Florida,76.3973175449474,12,031,535374
Escambia County,Florida,76.0503325549759,12,033,207451
Flagler County,Florida,79.6435125265413,12,035,77586
Franklin County,Florida,76.5862795016104,12,037,9528
Gadsden County,Florida,75.7723355129187,12,039,17330
Gilchrist County,Florida,76.9222692782641,12,041,15511
Glades County,Florida,80.9184507641511,12,043,10183
Gulf County,Florida,76.5611850023736,12,045,12293
Hamilton County,Florida,76.3520765176585,12,047,8993
Hardee County,Florida,78.9865404932149,12,049,22546
Hendry County,Florida,77.8725077937341,12,051,25727
Hernando County,Florida,77.317775606079,12,053,155885
Highlands County,Florida,79.3484213930435,12,055,83820
Hillsborough County,Florida,78.5475087992222,12,057,908147
Holmes County,Florida,74.6560552672803,12,059,18111
Indian River County,Florida,80.5178175495238,12,061,120601
Jackson County,Florida,75.8797991925372,12,063,34192
Jefferson County,Florida,77.0437609758506,12,065,8769
Lafayette County,Florida,76.9155975368524,12,067,6994
Lake County,Florida,79.3669380965877,12,069,249767
Lee County,Florida,81.48918540059,12,071,526198
Leon County,Florida,79.5206843591431,12,073,174433
Levy County,Florida,75.293614646898,12,075,35253
Liberty County,Florida,76.6292768578788,12,077,6300
Madison County,Florida,75.4607942901121,12,079,10866
Manatee County,Florida,80.629206729324,12,081,271678
Marion County,Florida,77.3074938351339,12,083,270917
Martin County,Florida,81.5922174449279,12,085,128266
Monroe County,Florida,79.5108728887751,12,087,66362
Nassau County,Florida,77.684803704205,12,089,66088
Okaloosa County,Florida,78.0416688252663,12,091,148726
Okeechobee County,Florida,76.6699650326857,12,093,33833
Orange County,Florida,79.8154001540693,12,095,752892
Osceola County,Florida,79.4491938069285,12,097,204701
Palm Beach County,Florida,81.8755936100244,12,099,1009367
Pasco County,Florida,77.8111203152222,12,101,416723
Pinellas County,Florida,78.7254861652934,12,103,765829
Polk County,Florida,78.4014520540943,12,105,475978
Putnam County,Florida,74.9284440829679,12,107,57520
Saint Johns County,Florida,80.9790544901203,12,109,171489
Saint Lucie County,Florida,79.7006582491651,12,111,203117
Santa Rosa County,Florida,78.143723059504,12,113,134013
Sarasota County,Florida,81.4263592751882,12,115,347224
Seminole County,Florida,80.4715917278167,12,117,341546
Sumter County,Florida,81.1782867363371,12,119,82441
Suwannee County,Florida,75.6945004062578,12,121,35519
Taylor County,Florida,75.9658571048214,12,123,17081
Union County,Florida,69.1725317253423,12,125,11435
Volusia County,Florida,77.5191900530103,12,127,407410
Wakulla County,Florida,76.7127120388798,12,129,25186
Walton County,Florida,77.5888126252622,12,131,48450
Washington County,Florida,74.6847848509577,12,133,19760
Appling County,Georgia,74.9779197790545,13,001,13655
Atkinson County,Georgia,73.8885246731924,13,003,5499
Bacon County,Georgia,73.4867519673095,13,005,8608
Baker County,Georgia,77.6880210275248,13,007,1497
Baldwin County,Georgia,76.4917363724128,13,009,25696
Banks County,Georgia,77.1087292269939,13,011,17046
Barrow County,Georgia,76.5278828675982,13,013,55517
Bartow County,Georgia,76.2568424918217,13,015,82548
Ben Hill County,Georgia,73.7556677496527,13,017,10546
Berrien County,Georgia,75.4235665257949,13,019,16048
Bibb County,Georgia,73.9452638839029,13,021,68053
Bleckley County,Georgia,76.0719969810564,13,023,8957
Brantley County,Georgia,74.7217910618662,13,025,17389
Brooks County,Georgia,75.3616358192966,13,027,9550
Bryan County,Georgia,76.3338879857695,13,029,24518
Bulloch County,Georgia,77.0224181477753,13,031,47002
Burke County,Georgia,73.7080288955286,13,033,11129
Butts County,Georgia,74.2120351680728,13,035,16604
Calhoun County,Georgia,75.1479380356581,13,037,2254
Camden County,Georgia,77.8798137924963,13,039,37892
Candler County,Georgia,74.1222922738895,13,043,7509
Carroll County,Georgia,75.2649452209793,13,045,85848
Catoosa County,Georgia,77.9156612399569,13,047,60234
Charlton County,Georgia,76.8362263333628,13,049,9561
Chatham County,Georgia,77.4078205118083,13,051,144797
Chattahoochee County,Georgia,77.4188164396145,13,053,7977
Chattooga County,Georgia,74.0233955840073,13,055,22024
Cherokee County,Georgia,79.763757077708,13,057,188736
Clarke County,Georgia,78.2517597517476,13,059,77350
Clay County,Georgia,74.7723471601889,13,061,1107
Clayton County,Georgia,76.6132722992256,13,063,54981
Clinch County,Georgia,73.643481993455,13,065,4740
Cobb County,Georgia,79.911245368843,13,067,436938
Coffee County,Georgia,75.1171865624406,13,069,27307
Colquitt County,Georgia,75.1185273657102,13,071,31150
Columbia County,Georgia,79.9378574714085,13,073,95752
Cook County,Georgia,74.868413227934,13,075,11531
Coweta County,Georgia,78.1474782080004,13,077,98947
Crawford County,Georgia,76.4243544922846,13,079,9308
Crisp County,Georgia,75.604155103377,13,081,12798
Dade County,Georgia,75.6024112493452,13,083,15950
Dawson County,Georgia,77.8272718341701,13,085,20992
Decatur County,Georgia,74.590943827003,13,087,14849
DeKalb County,Georgia,79.2158140499573,13,089,241091
Dodge County,Georgia,75.5425266340757,13,091,14721
Dooly County,Georgia,78.0908779265121,13,093,6568
Dougherty County,Georgia,75.0665944233774,13,095,28204
Douglas County,Georgia,77.1251788314126,13,097,73116
Early County,Georgia,74.1211600263603,13,099,5215
Echols County,Georgia,77.4800040431731,13,101,2958
Effingham County,Georgia,76.6807853160528,13,103,43229
Elbert County,Georgia,74.994719658394,13,105,13342
Emanuel County,Georgia,73.1490169283872,13,107,13889
Evans County,Georgia,75.0916714641789,13,109,6614
Fannin County,Georgia,76.5729956410993,13,111,22761
Fayette County,Georgia,80.7760993114054,13,113,77040
Floyd County,Georgia,75.5360393828392,13,115,75976
Forsyth County,Georgia,81.1621661366037,13,117,152592
Franklin County,Georgia,74.539746357532,13,119,19219
Fulton County,Georgia,78.2466293954694,13,121,425949
Gilmer County,Georgia,78.3285795455149,13,123,26348
Glascock County,Georgia,74.4093464008475,13,125,2750
Glynn County,Georgia,77.090338827007,13,127,53812
Gordon County,Georgia,75.8777609472671,13,129,46872
Grady County,Georgia,76.0273569976464,13,131,15532
Greene County,Georgia,77.7414911540533,13,133,9113
Gwinnett County,Georgia,80.3377205482278,13,135,427961
Habersham County,Georgia,77.7664591639441,13,137,38425
Hall County,Georgia,78.8423446598875,13,139,147797
Hancock County,Georgia,76.1179496302772,13,141,2253
Haralson County,Georgia,73.6407834485258,13,143,26369
Harris County,Georgia,79.4813060339318,13,145,25308
Hart County,Georgia,77.0693619469153,13,147,19765
Heard County,Georgia,75.3100668615891,13,149,10175
Henry County,Georgia,77.2270440243086,13,151,113445
Houston County,Georgia,77.6193132329139,13,153,89223
Irwin County,Georgia,75.5407385290799,13,155,6763
Jackson County,Georgia,76.1224253591681,13,157,53254
Jasper County,Georgia,76.4760822218681,13,159,10129
Jeff Davis County,Georgia,73.5960389400029,13,161,11812
Jefferson County,Georgia,73.2175880700057,13,163,7017
Jenkins County,Georgia,74.2947516934314,13,165,4987
Johnson County,Georgia,76.5217089511221,13,167,6183
Jones County,Georgia,78.1776706001903,13,169,20960
Lamar County,Georgia,74.9908744287588,13,171,11927
Lanier County,Georgia,75.5473722896026,13,173,6956
Laurens County,Georgia,74.9937502841476,13,175,29711
Lee County,Georgia,77.5360123381794,13,177,21884
Liberty County,Georgia,77.0173224716006,13,179,30711
Lincoln County,Georgia,76.1252505636201,13,181,5192
Long County,Georgia,78.1786437705502,13,183,9659
Lowndes County,Georgia,76.2377961783429,13,185,63482
Lumpkin County,Georgia,78.0996066601956,13,187,28147
McDuffie County,Georgia,74.5072516293479,13,189,12564
McIntosh County,Georgia,79.4950677588258,13,191,8569
Macon County,Georgia,74.3906529377592,13,193,5239
Madison County,Georgia,75.8325465241539,13,195,24544
Marion County,Georgia,76.7627012692049,13,197,5203
Meriwether County,Georgia,74.9788050638371,13,199,12810
Miller County,Georgia,74.2177122466892,13,201,4216
Mitchell County,Georgia,75.1898689001318,13,205,11478
Monroe County,Georgia,77.233986566549,13,207,19299
Montgomery County,Georgia,75.4452929856624,13,209,6402
Morgan County,Georgia,77.6218116292189,13,211,13039
Murray County,Georgia,74.8836117904355,13,213,37118
Muscogee County,Georgia,75.1089348482962,13,215,89502
Newton County,Georgia,76.3383600112654,13,217,55206
Oconee County,Georgia,80.5411247556966,13,219,29073
Oglethorpe County,Georgia,78.2764908663064,13,221,11563
Paulding County,Georgia,78.4312674493041,13,223,112989
Peach County,Georgia,74.3399933464774,13,225,13115
Pickens County,Georgia,77.4333827116229,13,227,28302
Pierce County,Georgia,75.1463006448415,13,229,16030
Pike County,Georgia,76.248270265237,13,231,15511
Polk County,Georgia,73.7563254899217,13,233,33614
Pulaski County,Georgia,77.5407856910735,13,235,7794
Putnam County,Georgia,77.2505144611178,13,237,14652
Quitman County,Georgia,75.704949473663,13,239,1176
Rabun County,Georgia,77.7200499260469,13,241,15394
Randolph County,Georgia,76.1922253365109,13,243,2837
Richmond County,Georgia,74.1909796753774,13,245,79801
Rockdale County,Georgia,78.0306024210707,13,247,39185
Schley County,Georgia,77.5381182315156,13,249,3250
Screven County,Georgia,74.8408399989457,13,251,7909
Seminole County,Georgia,74.7722620916714,13,253,5767
Spalding County,Georgia,74.4848966724655,13,255,40646
Stephens County,Georgia,73.8081356220611,13,257,22300
Stewart County,Georgia,74.7485703955724,13,259,1713
Sumter County,Georgia,75.3379225174688,13,261,14358
Talbot County,Georgia,75.3884489268479,13,263,2626
Taliaferro County,Georgia,75.1585955884383,13,265,692
Tattnall County,Georgia,75.2235708271841,13,267,16118
Taylor County,Georgia,75.1368046855178,13,269,5124
Telfair County,Georgia,77.3785428575031,13,271,9704
Terrell County,Georgia,74.7344941359309,13,273,3480
Thomas County,Georgia,75.5189642380648,13,275,26565
Tift County,Georgia,75.6807278477855,13,277,25186
Toombs County,Georgia,74.5002564843312,13,279,19068
Towns County,Georgia,77.83848587917,13,281,10116
Treutlen County,Georgia,75.5427251028086,13,283,4600
Troup County,Georgia,75.4809975435124,13,285,41295
Turner County,Georgia,73.7428493298456,13,287,5086
Twiggs County,Georgia,74.7854542382444,13,289,4976
Union County,Georgia,78.2915900351121,13,291,20639
Upson County,Georgia,73.8409648904424,13,293,18858
Walker County,Georgia,75.0645520396827,13,295,63347
Walton County,Georgia,76.5042468360091,13,297,66919
Ware County,Georgia,74.5069783221159,13,299,24055
Warren County,Georgia,74.1209055800715,13,301,2141
Washington County,Georgia,75.6554816144758,13,303,9645
Wayne County,Georgia,74.5948368825111,13,305,22711
