County,State,State_FIPS,County_FIPS,black_population
White County,Georgia,13,311,565
Whitfield County,Georgia,13,313,3949
Wilcox County,Georgia,13,315,3330
Wilkes County,Georgia,13,317,4704
Wilkinson County,Georgia,13,319,3821
Worth County,Georgia,13,321,6123
Hawaii County,Hawaii,15,001,1083
Honolulu County,Hawaii,15,003,18733
Kauai County,Hawaii,15,007,456
Kalawao County,Hawaii,15,005,0
Maui County,Hawaii,15,009,898
Ada County,Idaho,16,001,3861
Adams County,Idaho,16,003,2
Bannock County,Idaho,16,005,487
Bear Lake County,Idaho,16,007,17
Benewah County,Idaho,16,009,68
Bingham County,Idaho,16,011,200
Blaine County,Idaho,16,013,12
Boise County,Idaho,16,015,0
Bonner County,Idaho,16,017,66
Bonneville County,Idaho,16,019,689
Boundary County,Idaho,16,021,0
Butte County,Idaho,16,023,0
Camas County,Idaho,16,025,5
Canyon County,Idaho,16,027,802
Caribou County,Idaho,16,029,0
Cassia County,Idaho,16,031,31
Clearwater County,Idaho,16,035,27
Custer County,Idaho,16,037,0
Elmore County,Idaho,16,039,697
Franklin County,Idaho,16,041,33
Fremont County,Idaho,16,043,0
Gem County,Idaho,16,045,0
Gooding County,Idaho,16,047,14
Idaho County,Idaho,16,049,21
Jefferson County,Idaho,16,051,14
Jerome County,Idaho,16,053,93
Kootenai County,Idaho,16,055,344
Latah County,Idaho,16,057,308
Lemhi County,Idaho,16,059,48
Lewis County,Idaho,16,061,7
Lincoln County,Idaho,16,063,50
Madison County,Idaho,16,065,157
Minidoka County,Idaho,16,067,13
Nez Perce County,Idaho,16,069,129
Oneida County,Idaho,16,071,0
Owyhee County,Idaho,16,073,16
Payette County,Idaho,16,075,6
Power County,Idaho,16,077,16
Shoshone County,Idaho,16,079,25
Teton County,Idaho,16,081,0
Twin Falls County,Idaho,16,083,397
Valley County,Idaho,16,085,0
Washington County,Idaho,16,087,19
Adams County,Illinois,17,001,2262
Alexander County,Illinois,17,003,3011
Bond County,Illinois,17,005,454
Boone County,Illinois,17,007,1265
Brown County,Illinois,17,009,1282
Bureau County,Illinois,17,011,258
Calhoun County,Illinois,17,013,8
Carroll County,Illinois,17,015,164
Cass County,Illinois,17,017,364
Champaign County,Illinois,17,019,24888
Christian County,Illinois,17,021,572
Clark County,Illinois,17,023,40
Clay County,Illinois,17,025,44
Clinton County,Illinois,17,027,1371
Coles County,Illinois,17,029,2029
Cook County,Illinois,17,031,1303321
Crawford County,Illinois,17,033,500
Cumberland County,Illinois,17,035,46
DeKalb County,Illinois,17,037,6264
De Witt County,Illinois,17,039,105
Douglas County,Illinois,17,041,54
DuPage County,Illinois,17,043,40452
Edgar County,Illinois,17,045,152
Edwards County,Illinois,17,047,45
Effingham County,Illinois,17,049,35
Fayette County,Illinois,17,051,48
Ford County,Illinois,17,053,165
Franklin County,Illinois,17,055,100
Fulton County,Illinois,17,057,1186
Gallatin County,Illinois,17,059,39
Greene County,Illinois,17,061,49
Grundy County,Illinois,17,063,574
Hamilton County,Illinois,17,065,16
Hancock County,Illinois,17,067,46
Hardin County,Illinois,17,069,35
Henderson County,Illinois,17,071,8
Henry County,Illinois,17,073,762
Iroquois County,Illinois,17,075,256
Jackson County,Illinois,17,077,8644
Jasper County,Illinois,17,079,0
Jefferson County,Illinois,17,081,3199
Jersey County,Illinois,17,083,168
Jo Daviess County,Illinois,17,085,66
Johnson County,Illinois,17,087,1726
Kane County,Illinois,17,089,27972
Kankakee County,Illinois,17,091,16999
Kendall County,Illinois,17,093,4993
Knox County,Illinois,17,095,3943
Lake County,Illinois,17,097,46435
LaSalle County,Illinois,17,099,1601
Lawrence County,Illinois,17,101,1496
Lee County,Illinois,17,103,1450
Livingston County,Illinois,17,105,1831
Logan County,Illinois,17,107,3075
McDonough County,Illinois,17,109,1447
McHenry County,Illinois,17,111,3084
McLean County,Illinois,17,113,11899
Macon County,Illinois,17,115,17300
Macoupin County,Illinois,17,117,148
Madison County,Illinois,17,119,21388
Marion County,Illinois,17,121,1096
Marshall County,Illinois,17,123,38
Mason County,Illinois,17,125,23
Massac County,Illinois,17,127,666
Menard County,Illinois,17,129,18
Mercer County,Illinois,17,131,60
Monroe County,Illinois,17,133,43
Montgomery County,Illinois,17,135,1001
Morgan County,Illinois,17,137,2106
Moultrie County,Illinois,17,139,22
Ogle County,Illinois,17,141,284
Peoria County,Illinois,17,143,32355
Perry County,Illinois,17,145,1934
Piatt County,Illinois,17,147,50
Pike County,Illinois,17,149,201
Pope County,Illinois,17,151,168
Pulaski County,Illinois,17,153,2003
Putnam County,Illinois,17,155,55
Randolph County,Illinois,17,157,3298
Richland County,Illinois,17,159,155
Rock Island County,Illinois,17,161,13090
Saint Clair County,Illinois,17,163,80458
Saline County,Illinois,17,165,879
Sangamon County,Illinois,17,167,22178
Schuyler County,Illinois,17,169,8
Scott County,Illinois,17,171,0
Shelby County,Illinois,17,173,74
Stark County,Illinois,17,175,8
Stephenson County,Illinois,17,177,4252
Tazewell County,Illinois,17,179,1086
Union County,Illinois,17,181,211
Vermilion County,Illinois,17,183,10489
Wabash County,Illinois,17,185,157
Warren County,Illinois,17,187,331
Washington County,Illinois,17,189,106
Wayne County,Illinois,17,191,84
White County,Illinois,17,193,61
Whiteside County,Illinois,17,195,850
Will County,Illinois,17,197,71293
Williamson County,Illinois,17,199,2316
Winnebago County,Illinois,17,201,35455
Woodford County,Illinois,17,203,209
Adams County,Indiana,18,001,118
Allen County,Indiana,18,003,41063
Bartholomew County,Indiana,18,005,1287
Benton County,Indiana,18,007,98
Blackford County,Indiana,18,009,39
Boone County,Indiana,18,011,493
Brown County,Indiana,18,013,71
Carroll County,Indiana,18,015,106
Cass County,Indiana,18,017,751
Clark County,Indiana,18,019,7378
Clay County,Indiana,18,021,48
Clinton County,Indiana,18,023,174
Crawford County,Indiana,18,025,143
Daviess County,Indiana,18,027,110
Dearborn County,Indiana,18,029,267
Decatur County,Indiana,18,031,92
DeKalb County,Indiana,18,033,88
Delaware County,Indiana,18,035,6552
Dubois County,Indiana,18,037,543
Elkhart County,Indiana,18,039,10887
Fayette County,Indiana,18,041,277
Floyd County,Indiana,18,043,3508
Fountain County,Indiana,18,045,56
Franklin County,Indiana,18,047,0
Fulton County,Indiana,18,049,266
Gibson County,Indiana,18,051,657
Grant County,Indiana,18,053,5243
Greene County,Indiana,18,055,84
Hamilton County,Indiana,18,057,8351
Hancock County,Indiana,18,059,1287
Harrison County,Indiana,18,061,65
Hendricks County,Indiana,18,063,6301
Henry County,Indiana,18,065,819
Howard County,Indiana,18,067,5864
Huntington County,Indiana,18,069,23
Jackson County,Indiana,18,071,188
Jasper County,Indiana,18,073,269
Jay County,Indiana,18,075,197
Jefferson County,Indiana,18,077,453
Jennings County,Indiana,18,079,103
Johnson County,Indiana,18,081,1791
Knox County,Indiana,18,083,943
Kosciusko County,Indiana,18,085,622
LaGrange County,Indiana,18,087,25
Lake County,Indiana,18,089,125837
LaPorte County,Indiana,18,091,11947
Lawrence County,Indiana,18,093,210
Madison County,Indiana,18,095,9245
Marion County,Indiana,18,097,233885
Marshall County,Indiana,18,099,295
Martin County,Indiana,18,101,1
Miami County,Indiana,18,103,1530
Monroe County,Indiana,18,105,4587
Montgomery County,Indiana,18,107,278
Morgan County,Indiana,18,109,172
Newton County,Indiana,18,111,43
Noble County,Indiana,18,113,143
Ohio County,Indiana,18,115,51
Orange County,Indiana,18,117,248
Owen County,Indiana,18,119,99
Parke County,Indiana,18,121,406
Perry County,Indiana,18,123,539
Pike County,Indiana,18,125,25
Porter County,Indiana,18,127,4463
Posey County,Indiana,18,129,265
Pulaski County,Indiana,18,131,22
Putnam County,Indiana,18,133,1460
Randolph County,Indiana,18,135,43
Ripley County,Indiana,18,137,92
Rush County,Indiana,18,139,166
Saint Joseph County,Indiana,18,141,32951
Scott County,Indiana,18,143,126
Shelby County,Indiana,18,145,253
Spencer County,Indiana,18,147,104
Starke County,Indiana,18,149,100
Steuben County,Indiana,18,151,180
Sullivan County,Indiana,18,153,938
Switzerland County,Indiana,18,155,0
Tippecanoe County,Indiana,18,157,6401
Tipton County,Indiana,18,159,0
Union County,Indiana,18,161,5
Vanderburgh County,Indiana,18,163,15916
Vermillion County,Indiana,18,165,18
Vigo County,Indiana,18,167,7188
Wabash County,Indiana,18,169,225
Warren County,Indiana,18,171,0
Warrick County,Indiana,18,173,516
Washington County,Indiana,18,175,112
Wayne County,Indiana,18,177,3199
Wells County,Indiana,18,179,175
White County,Indiana,18,181,89
Whitley County,Indiana,18,183,104
Adair County,Iowa,19,001,28
Adams County,Iowa,19,003,11
Allamakee County,Iowa,19,005,28
Appanoose County,Iowa,19,007,107
Audubon County,Iowa,19,009,0
Benton County,Iowa,19,011,106
Black Hawk County,Iowa,19,013,11249
Boone County,Iowa,19,015,231
