County,State,mean_life_expectancy,State_FIPS,County_FIPS
Yukon-Koyukuk Census Area,Alaska,73.4348687994712,02,290
Hoonah-Angoon Census Area,Alaska,80.0594091051933,02,105
Skagway Municipality,Alaska,80.0594091051933,02,230
Yakutat City and Borough,Alaska,80.0594091051933,02,282
Ketchikan Gateway Borough,Alaska,78.1518607109802,02,130
Petersburg Borough,Alaska,78.1518607109802,02,195
Prince of Wales-Hyder Census Area,Alaska,78.1518607109802,02,198
Wrangell City and Borough,Alaska,78.1518607109802,02,275
Apache County,Arizona,73.7914059543064,04,001
Cochise County,Arizona,78.4116117966006,04,003
Coconino County,Arizona,78.9456509937513,04,005
Gila County,Arizona,75.3242446535529,04,007
Graham County,Arizona,77.2169998266164,04,009
Greenlee County,Arizona,78.5543522034291,04,011
Maricopa County,Arizona,80.0351820035497,04,013
Mohave County,Arizona,75.4628796843168,04,015
Navajo County,Arizona,75.1253792370004,04,017
Pima County,Arizona,79.1391452042912,04,019
Pinal County,Arizona,80.3719349066743,04,021
Santa Cruz County,Arizona,81.7454501862464,04,023
Yavapai County,Arizona,78.6057224573953,04,025
La Paz County,Arizona,81.1481451007429,04,012
Yuma County,Arizona,81.1481451007429,04,027
Arkansas County,Arkansas,73.9827589453994,05,001
Ashley County,Arkansas,74.6620131946042,05,003
Baxter County,Arkansas,76.1769238970819,05,005
Benton County,Arkansas,79.5064874926261,05,007
Boone County,Arkansas,76.9356394983207,05,009
Bradley County,Arkansas,74.0375202754988,05,011
Calhoun County,Arkansas,74.994535207628,05,013
Carroll County,Arkansas,77.2601050921164,05,015
Chicot County,Arkansas,73.8251036538094,05,017
Clark County,Arkansas,75.458517007519,05,019
Clay County,Arkansas,73.7778568753702,05,021
Cleburne County,Arkansas,76.7920854404717,05,023
Cleveland County,Arkansas,75.436991804019,05,025
Columbia County,Arkansas,74.6136102056802,05,027
Conway County,Arkansas,75.438935905273,05,029
Craighead County,Arkansas,76.0647665988503,05,031
Crawford County,Arkansas,75.743642039261,05,033
Crittenden County,Arkansas,72.7360364794323,05,035
Cross County,Arkansas,73.6823726712418,05,037
Dallas County,Arkansas,73.7866742408447,05,039
Desha County,Arkansas,73.5499681640959,05,041
Drew County,Arkansas,75.7092837745352,05,043
Faulkner County,Arkansas,77.0450279502151,05,045
Franklin County,Arkansas,75.2068928493214,05,047
Fulton County,Arkansas,75.6226901164445,05,049
Garland County,Arkansas,75.2069152361579,05,051
Grant County,Arkansas,75.9005234152864,05,053
Greene County,Arkansas,74.6849840400786,05,055
Hempstead County,Arkansas,75.2993852474945,05,057
Hot Spring County,Arkansas,75.0465659279838,05,059
Howard County,Arkansas,74.2547165451833,05,061
Independence County,Arkansas,75.4855114291349,05,063
Izard County,Arkansas,75.7139634873086,05,065
Jackson County,Arkansas,73.8593617624147,05,067
Jefferson County,Arkansas,74.1795953803612,05,069
Johnson County,Arkansas,76.1278256727391,05,071
Lafayette County,Arkansas,74.0593442541544,05,073
Lawrence County,Arkansas,74.2889151786283,05,075
Lee County,Arkansas,73.8600498696703,05,077
Lincoln County,Arkansas,75.7822255744158,05,079
Little River County,Arkansas,74.5949297971677,05,081
Logan County,Arkansas,74.8862947086744,05,083
Lonoke County,Arkansas,75.366813592233,05,085
Madison County,Arkansas,75.6066580060068,05,087
Marion County,Arkansas,75.8651062610089,05,089
Miller County,Arkansas,75.2001914346539,05,091
Mississippi County,Arkansas,72.4338369586491,05,093
Monroe County,Arkansas,73.2503936142142,05,095
Montgomery County,Arkansas,76.5005707694575,05,097
Nevada County,Arkansas,74.3823643529281,05,099
Newton County,Arkansas,77.0944921608939,05,101
Ouachita County,Arkansas,73.6531022298677,05,103
Perry County,Arkansas,75.5466626629998,05,105
Phillips County,Arkansas,71.4516791063311,05,107
Pike County,Arkansas,75.3495112352217,05,109
Poinsett County,Arkansas,71.9307955677651,05,111
Polk County,Arkansas,75.4101048433771,05,113
Pope County,Arkansas,76.6891798975203,05,115
Prairie County,Arkansas,75.4607352701927,05,117
Pulaski County,Arkansas,76.0785435311729,05,119
Randolph County,Arkansas,75.1679429668509,05,121
Saint Francis County,Arkansas,74.2299857923174,05,123
Saline County,Arkansas,77.6751666845543,05,125
Scott County,Arkansas,75.5763806948866,05,127
Searcy County,Arkansas,75.9317815160865,05,129
Sebastian County,Arkansas,76.0899128159127,05,131
Sevier County,Arkansas,74.8837857434047,05,133
Sharp County,Arkansas,74.8022399470526,05,135
Stone County,Arkansas,76.6630357782556,05,137
Union County,Arkansas,73.4589153183253,05,139
Van Buren County,Arkansas,76.6972329581115,05,141
Washington County,Arkansas,77.8404206053173,05,143
White County,Arkansas,75.6559337358382,05,145
Woodruff County,Arkansas,73.0494056078957,05,147
Yell County,Arkansas,74.6564985523012,05,149
Alameda County,California,81.3541379270535,06,001
Alpine County,California,79.1619253782366,06,003
Amador County,California,79.4260821928239,06,005
Butte County,California,77.7805441031726,06,007
Calaveras County,California,79.7563305637716,06,009
Colusa County,California,80.0608048845044,06,011
Contra Costa County,California,81.3005312170539,06,013
Del Norte County,California,75.8187450903464,06,015
El Dorado County,California,80.9758342529458,06,017
Fresno County,California,78.5514375280586,06,019
Glenn County,California,78.0582582112656,06,021
Humboldt County,California,76.9756820266798,06,023
Imperial County,California,80.5642594921625,06,025
Inyo County,California,78.8817272741248,06,027
Kern County,California,77.1343108573488,06,029
Kings County,California,79.2431141399859,06,031
Lake County,California,75.3443630092056,06,033
Lassen County,California,78.6209105768222,06,035
Los Angeles County,California,81.1597264448205,06,037
Madera County,California,79.089526872808,06,039
Marin County,California,83.7385446520032,06,041
Mariposa County,California,80.1562232451112,06,043
Mendocino County,California,78.3877880131357,06,045
Merced County,California,78.5560564178288,06,047
Modoc County,California,77.8881072616647,06,049
Mono County,California,84.4937845233448,06,051
Monterey County,California,81.734144876678,06,053
Napa County,California,80.7533016113264,06,055
Nevada County,California,81.0897288793345,06,057
Orange County,California,82.2018485810809,06,059
Placer County,California,81.2259201495199,06,061
Plumas County,California,78.5478435277826,06,063
Riverside County,California,80.0578612081239,06,065
Sacramento County,California,78.9844948698517,06,067
San Benito County,California,81.644271072963,06,069
San Bernardino County,California,78.2995564776706,06,071
San Diego County,California,81.1663198451449,06,073
San Francisco County,California,82.0301766906155,06,075
San Joaquin County,California,78.1372765899351,06,077
San Luis Obispo County,California,81.0609918274769,06,079
San Mateo County,California,83.1571496959761,06,081
Santa Barbara County,California,81.66475392479,06,083
Santa Clara County,California,83.2135540966623,06,085
Santa Cruz County,California,81.2790756598431,06,087
Shasta County,California,76.1518272399051,06,089
Sierra County,California,78.9035157402715,06,091
Siskiyou County,California,76.9975024662096,06,093
Solano County,California,79.4730801442134,06,095
Sonoma County,California,80.9687244272909,06,097
Stanislaus County,California,77.8265625845648,06,099
Sutter County,California,78.7940181709294,06,101
Tehama County,California,77.6537703911552,06,103
Trinity County,California,76.969387068561,06,105
Tulare County,California,78.0680031283965,06,107
Tuolumne County,California,78.8534256484744,06,109
Ventura County,California,81.6023660020277,06,111
Yolo County,California,80.3778533401832,06,113
Yuba County,California,75.9744864945202,06,115
Alamosa County,Colorado,76.6214901715754,08,003
Archuleta County,Colorado,81.4521177623497,08,007
Baca County,Colorado,77.1557110895364,08,009
Bent County,Colorado,76.2603648079689,08,011
Chaffee County,Colorado,81.2040248880943,08,015
Cheyenne County,Colorado,79.5052129543309,08,017
Clear Creek County,Colorado,81.5278273008195,08,019
Conejos County,Colorado,77.2799369683305,08,021
Costilla County,Colorado,77.7915376759205,08,023
Crowley County,Colorado,77.8850251611749,08,025
Custer County,Colorado,80.9590896267856,08,027
Delta County,Colorado,78.5958201513284,08,029
Dolores County,Colorado,79.3264902989634,08,033
Douglas County,Colorado,83.1929605566863,08,035
Eagle County,Colorado,87.3710732616967,08,037
Elbert County,Colorado,81.1185467210906,08,039
El Paso County,Colorado,79.4962695016002,08,041
Fremont County,Colorado,77.3916732739153,08,043
Garfield County,Colorado,80.2968438573598,08,045
Gilpin County,Colorado,79.9113557386942,08,047
Grand County,Colorado,82.8692422430794,08,049
Gunnison County,Colorado,82.4116393999186,08,051
Huerfano County,Colorado,77.0610190281666,08,055
Jackson County,Colorado,80.1895389514209,08,057
Kiowa County,Colorado,78.0332708995359,08,061
Kit Carson County,Colorado,78.9923855695858,08,063
Lake County,Colorado,80.6694567143684,08,065
La Plata County,Colorado,81.518118267264,08,067
Larimer County,Colorado,81.6116541496436,08,069
Las Animas County,Colorado,76.9183752196295,08,071
Lincoln County,Colorado,79.5837621717692,08,073
Logan County,Colorado,79.1449951607593,08,075
Mesa County,Colorado,78.8335712852253,08,077
Moffat County,Colorado,78.2784163157041,08,081
Montezuma County,Colorado,77.5420759091642,08,083
Montrose County,Colorado,79.6290528546966,08,085
Morgan County,Colorado,78.3367598190401,08,087
Otero County,Colorado,75.7332215997405,08,089
Ouray County,Colorado,83.6632559161691,08,091
Park County,Colorado,82.6839010511788,08,093
Phillips County,Colorado,79.7144568121315,08,095
Pitkin County,Colorado,89.187229062588,08,097
Prowers County,Colorado,77.0463805163114,08,099
Pueblo County,Colorado,77.2078349711879,08,101
Rio Blanco County,Colorado,79.4214982766362,08,103
Rio Grande County,Colorado,77.0871335317543,08,105
Routt County,Colorado,82.7142553183866,08,107
Saguache County,Colorado,79.916843426392,08,109
San Miguel County,Colorado,85.2621895128186,08,113
Sedgwick County,Colorado,77.7239288288505,08,115
Summit County,Colorado,89.495690711612,08,117
Teller County,Colorado,80.3599043567911,08,119
Washington County,Colorado,80.2509745214512,08,121
Yuma County,Colorado,78.8970139199866,08,125
Adams County,Colorado,79.9350044398158,08,001
Arapahoe County,Colorado,79.9350044398158,08,005
Boulder County,Colorado,79.9350044398158,08,013
Broomfield County,Colorado,79.9350044398158,08,014
Denver County,Colorado,79.9350044398158,08,031
Jefferson County,Colorado,79.9350044398158,08,059
Weld County,Colorado,79.9350044398158,08,123
Fairfield County,Connecticut,82.1222806493153,09,001
Hartford County,Connecticut,80.2941943220643,09,003
Litchfield County,Connecticut,80.6237490219682,09,005
Middlesex County,Connecticut,81.2323484846013,09,007
New Haven County,Connecticut,80.0690998557544,09,009
New London County,Connecticut,80.1112381108081,09,011
Tolland County,Connecticut,81.74405298879,09,013
Windham County,Connecticut,79.0870962364278,09,015
Kent County,Delaware,77.4372931204852,10,001
New Castle County,Delaware,78.6240653993164,10,003
Sussex County,Delaware,78.6014940749137,10,005
Alachua County,Florida,78.7190716711292,12,001
Baker County,Florida,75.1629919015789,12,003
Bay County,Florida,76.5528933986026,12,005
Bradford County,Florida,75.951134766381,12,007
Brevard County,Florida,78.4191293929112,12,009
Broward County,Florida,80.2237250858094,12,011
Calhoun County,Florida,75.4730613492422,12,013
Charlotte County,Florida,80.3752111229177,12,015
Citrus County,Florida,76.5277379791395,12,017
Clay County,Florida,77.8043465818934,12,019
Collier County,Florida,83.7561684124808,12,021
Columbia County,Florida,75.2142886347268,12,023
Miami-Dade County,Florida,80.7477488026559,12,086
DeSoto County,Florida,79.7271291235271,12,027
Dixie County,Florida,75.340174943519,12,029
Duval County,Florida,76.2966112145119,12,031
Escambia County,Florida,75.931981196289,12,033
Flagler County,Florida,79.7443107443784,12,035
Franklin County,Florida,76.3532657994915,12,037
Gadsden County,Florida,75.4835057591199,12,039
Gilchrist County,Florida,76.8520769547467,12,041
Glades County,Florida,81.0229097160094,12,043
Gulf County,Florida,76.547552141948,12,045
Hamilton County,Florida,75.9411085155006,12,047
Hardee County,Florida,78.6463780597659,12,049
Hendry County,Florida,77.404818905654,12,051
Hernando County,Florida,77.3415867160435,12,053
Highlands County,Florida,79.1676677048255,12,055
Hillsborough County,Florida,78.3656169801393,12,057
Holmes County,Florida,74.6308268452212,12,059
Indian River County,Florida,80.3997397778812,12,061
Jackson County,Florida,75.9221468353695,12,063
Jefferson County,Florida,76.9269524627874,12,065
Lafayette County,Florida,76.8425681392419,12,067
Lake County,Florida,79.3110069849691,12,069
Lee County,Florida,81.1009203702061,12,071
Leon County,Florida,79.4504708742767,12,073
Levy County,Florida,75.32093204622,12,075
Liberty County,Florida,76.5760334464679,12,077
Madison County,Florida,75.3263922695919,12,079
Manatee County,Florida,80.2812148381291,12,081
Marion County,Florida,77.3312227244119,12,083
Martin County,Florida,81.4277890475133,12,085
Monroe County,Florida,79.0575869896962,12,087
Nassau County,Florida,77.5615561787487,12,089
Okaloosa County,Florida,77.8946696501335,12,091
Okeechobee County,Florida,76.3690185196806,12,093
Orange County,Florida,79.5217515190365,12,095
Osceola County,Florida,79.2281732771525,12,097
Palm Beach County,Florida,81.5845557477574,12,099
Pasco County,Florida,77.6014580786265,12,101
Pinellas County,Florida,78.5006269610012,12,103
Polk County,Florida,78.1886847284917,12,105
Putnam County,Florida,74.6820544939005,12,107
Saint Johns County,Florida,80.9538074727304,12,109
Saint Lucie County,Florida,79.5761000083674,12,111
Santa Rosa County,Florida,77.9073556734254,12,113
Sarasota County,Florida,81.3178166895895,12,115
Seminole County,Florida,80.3669633324558,12,117
Sumter County,Florida,81.0341139933764,12,119
Suwannee County,Florida,75.4838361524254,12,121
Taylor County,Florida,75.9802449566653,12,123
Union County,Florida,69.2483974417525,12,125
Volusia County,Florida,77.4085939085772,12,127
Wakulla County,Florida,76.7695809020485,12,129
Walton County,Florida,77.570538471709,12,131
Washington County,Florida,74.6347491102835,12,133
Appling County,Georgia,74.8310067841864,13,001
Atkinson County,Georgia,73.7688844051461,13,003
Bacon County,Georgia,73.2928721091975,13,005
Baker County,Georgia,77.6555931301269,13,007
Baldwin County,Georgia,76.464214623907,13,009
Banks County,Georgia,77.0970420909878,13,011
Barrow County,Georgia,76.5500710817469,13,013
Bartow County,Georgia,75.9574337288526,13,015
Ben Hill County,Georgia,73.588477634696,13,017
Berrien County,Georgia,75.3170964126942,13,019
Bibb County,Georgia,73.8045469692662,13,021
Bleckley County,Georgia,75.9131594669653,13,023
Brantley County,Georgia,74.532680507897,13,025
Brooks County,Georgia,75.163459039575,13,027
Bryan County,Georgia,76.1742959530207,13,029
Bulloch County,Georgia,76.8872272783101,13,031
Burke County,Georgia,73.5081300050512,13,033
Butts County,Georgia,74.0287895848057,13,035
Calhoun County,Georgia,75.1070299769763,13,037
Camden County,Georgia,77.5745025918061,13,039
Candler County,Georgia,73.8991520708486,13,043
Carroll County,Georgia,75.2696826834054,13,045
Catoosa County,Georgia,77.7831433389671,13,047
Charlton County,Georgia,76.433947721967,13,049
Chatham County,Georgia,77.1330722499922,13,051
Chattahoochee County,Georgia,76.8446643081628,13,053
Chattooga County,Georgia,74.0018905399914,13,055
Cherokee County,Georgia,79.6298149632479,13,057
Clarke County,Georgia,78.1139917385842,13,059
Clay County,Georgia,74.6414866148908,13,061
Clayton County,Georgia,76.5182342905676,13,063
Clinch County,Georgia,73.3242406055193,13,065
Cobb County,Georgia,79.7613736153387,13,067
Coffee County,Georgia,75.0644246679329,13,069
Colquitt County,Georgia,75.0093128387166,13,071
Columbia County,Georgia,79.7111412630907,13,073
Cook County,Georgia,74.7001123003934,13,075
Coweta County,Georgia,78.0030605225423,13,077
Crawford County,Georgia,76.4495848554685,13,079
Crisp County,Georgia,75.5049281674384,13,081
Dade County,Georgia,75.6769680409015,13,083
Dawson County,Georgia,77.5447509792308,13,085
Decatur County,Georgia,74.5487728541169,13,087
DeKalb County,Georgia,79.0537138061061,13,089
Dodge County,Georgia,75.3797237719294,13,091
Dooly County,Georgia,77.9477718820242,13,093
Dougherty County,Georgia,74.978307675462,13,095
Douglas County,Georgia,76.9633829213114,13,097
Early County,Georgia,73.9397689939244,13,099
Echols County,Georgia,77.2172589637284,13,101
Effingham County,Georgia,76.5072100743107,13,103
Elbert County,Georgia,74.9749793362132,13,105
Emanuel County,Georgia,73.3981248085402,13,107
Evans County,Georgia,74.9266836957946,13,109
Fannin County,Georgia,76.4456663515699,13,111
Fayette County,Georgia,80.6391447966395,13,113
Floyd County,Georgia,75.555663524612,13,115
Forsyth County,Georgia,80.9391005755911,13,117
Franklin County,Georgia,74.5559705027704,13,119
Fulton County,Georgia,77.9245358066031,13,121
Gilmer County,Georgia,77.9512063655072,13,123
Glascock County,Georgia,74.1066772055499,13,125
Glynn County,Georgia,76.9047632013931,13,127
Gordon County,Georgia,75.874707796592,13,129
Grady County,Georgia,75.7392191329535,13,131
Greene County,Georgia,77.1613971633085,13,133
Gwinnett County,Georgia,80.1505835789073,13,135
Habersham County,Georgia,77.8123111455451,13,137
Hall County,Georgia,78.7413937297653,13,139
Hancock County,Georgia,75.9063513503096,13,141
Haralson County,Georgia,73.6499031543184,13,143
Harris County,Georgia,79.3135792323699,13,145
Hart County,Georgia,77.0891149587949,13,147
Heard County,Georgia,74.8333751040205,13,149
Henry County,Georgia,77.2464003423506,13,151
Houston County,Georgia,77.5700104859639,13,153
Irwin County,Georgia,75.4479990865905,13,155
Jackson County,Georgia,76.1891448857032,13,157
Jasper County,Georgia,76.3852963265468,13,159
Jeff Davis County,Georgia,73.4827746314329,13,161
Jefferson County,Georgia,73.0081610344507,13,163
Jenkins County,Georgia,74.32467120542,13,165
Johnson County,Georgia,76.5745244679024,13,167
Jones County,Georgia,77.907648764456,13,169
Lamar County,Georgia,74.8148793110024,13,171
Lanier County,Georgia,75.379235680121,13,173
Laurens County,Georgia,75.0266264485172,13,175
Lee County,Georgia,77.258016735187,13,177
Liberty County,Georgia,76.9399806360063,13,179
Lincoln County,Georgia,75.9465307458881,13,181
Long County,Georgia,77.8525545672611,13,183
Lowndes County,Georgia,76.0054265115506,13,185
Lumpkin County,Georgia,77.8199110672562,13,187
McDuffie County,Georgia,74.2008466291269,13,189
McIntosh County,Georgia,79.2837919241098,13,191
Macon County,Georgia,74.4112985528566,13,193
Madison County,Georgia,75.8052389159304,13,195
Marion County,Georgia,76.2054595186454,13,197
Meriwether County,Georgia,74.8112346826999,13,199
Miller County,Georgia,74.2017377205609,13,201
Mitchell County,Georgia,74.9743372583122,13,205
Monroe County,Georgia,77.0187027916849,13,207
Montgomery County,Georgia,75.4925260110251,13,209
Morgan County,Georgia,77.6265247658038,13,211
Murray County,Georgia,74.9317661991388,13,213
Muscogee County,Georgia,74.7131192627912,13,215
Newton County,Georgia,76.2109524854104,13,217
Oconee County,Georgia,80.3205030818804,13,219
Oglethorpe County,Georgia,78.1703849382914,13,221
Paulding County,Georgia,78.318930616088,13,223
Peach County,Georgia,74.2671986674807,13,225
Pickens County,Georgia,77.270622018697,13,227
Pierce County,Georgia,74.9342371274307,13,229
Pike County,Georgia,76.2274788078016,13,231
Polk County,Georgia,73.6923197973761,13,233
Pulaski County,Georgia,77.1105873691509,13,235
Putnam County,Georgia,77.2503414087629,13,237
Quitman County,Georgia,75.0090381233488,13,239
Rabun County,Georgia,77.6787542932936,13,241
Randolph County,Georgia,76.2788917690752,13,243
Richmond County,Georgia,74.1439473162113,13,245
Rockdale County,Georgia,78.0661615976623,13,247
Schley County,Georgia,77.2766640740161,13,249
Screven County,Georgia,74.7680968408698,13,251
Seminole County,Georgia,74.3306070663017,13,253
Spalding County,Georgia,74.5887060846607,13,255
Stephens County,Georgia,73.8541898989971,13,257
Stewart County,Georgia,74.6558753100691,13,259
Sumter County,Georgia,75.1453322632923,13,261
Talbot County,Georgia,75.1361655621462,13,263
Taliaferro County,Georgia,75.0639632586612,13,265
Tattnall County,Georgia,74.8885628394473,13,267
Taylor County,Georgia,75.0062158030936,13,269
Telfair County,Georgia,77.2087097900049,13,271
Terrell County,Georgia,74.3197593673943,13,273
Thomas County,Georgia,75.4924420529139,13,275
Tift County,Georgia,75.5793333962683,13,277
Toombs County,Georgia,74.5368685221915,13,279
Towns County,Georgia,77.8782880567006,13,281
Treutlen County,Georgia,75.235644813322,13,283
Troup County,Georgia,75.3877920045308,13,285
Turner County,Georgia,73.6175552438381,13,287
Twiggs County,Georgia,74.7548405677548,13,289
Union County,Georgia,78.1681950966605,13,291
Upson County,Georgia,73.7822650788442,13,293
Walker County,Georgia,75.1096571575018,13,295
Walton County,Georgia,76.69277786505,13,297
Ware County,Georgia,74.4344377663663,13,299
Warren County,Georgia,74.0381359688031,13,301
Washington County,Georgia,75.4835186000107,13,303
Wayne County,Georgia,74.402518460591,13,305
Webster County,Georgia,78.6729782859203,13,307
Wheeler County,Georgia,76.8812214657075,13,309
White County,Georgia,78.422560790846,13,311
Whitfield County,Georgia,77.0240880052084,13,313
Wilcox County,Georgia,75.2014415211823,13,315
Wilkes County,Georgia,75.2088419315154,13,317
Wilkinson County,Georgia,74.5144705963004,13,319
Worth County,Georgia,76.1592505872106,13,321
Hawaii County,Hawaii,79.9453271126833,15,001
Honolulu County,Hawaii,81.403985407111,15,003
Kauai County,Hawaii,81.0131763893028,15,007
Kalawao County,Hawaii,81.2091818949675,15,005
Maui County,Hawaii,81.2091818949675,15,009
Ada County,Idaho,80.5278211260016,16,001
Adams County,Idaho,80.6813203572487,16,003
Bannock County,Idaho,77.6650015337982,16,005
Bear Lake County,Idaho,78.7262862242194,16,007
Benewah County,Idaho,76.3106302490997,16,009
Bingham County,Idaho,78.2281587453026,16,011
Blaine County,Idaho,84.3125365896444,16,013
Boise County,Idaho,81.1454367637589,16,015
Bonner County,Idaho,78.9146936194338,16,017
Bonneville County,Idaho,78.4902879281369,16,019
Boundary County,Idaho,77.8704729367478,16,021
Butte County,Idaho,79.0748166473113,16,023
Camas County,Idaho,81.1484295914994,16,025
Canyon County,Idaho,78.8836779004613,16,027
Caribou County,Idaho,78.2648862259708,16,029
Cassia County,Idaho,78.0139141094954,16,031
Clearwater County,Idaho,78.2666058656886,16,035
Custer County,Idaho,80.7352279076099,16,037
Elmore County,Idaho,78.3178836273286,16,039
Franklin County,Idaho,79.7797005617007,16,041
Fremont County,Idaho,79.5044815218344,16,043
Gem County,Idaho,78.2161536567442,16,045
Gooding County,Idaho,78.0137550859519,16,047
Idaho County,Idaho,79.1711390731802,16,049
Jefferson County,Idaho,79.9570723696404,16,051
Jerome County,Idaho,78.2466366471686,16,053
Kootenai County,Idaho,79.3449492232756,16,055
Latah County,Idaho,81.0271424608105,16,057
Lemhi County,Idaho,79.0079680562381,16,059
Lewis County,Idaho,78.5110701485936,16,061
Lincoln County,Idaho,78.1914052728889,16,063
Madison County,Idaho,80.7502407767665,16,065
Minidoka County,Idaho,78.1134043745211,16,067
Nez Perce County,Idaho,77.697410088418,16,069
Oneida County,Idaho,79.4365682026708,16,071
Owyhee County,Idaho,78.3083828987059,16,073
Payette County,Idaho,78.3951245115866,16,075
Power County,Idaho,78.2777533718071,16,077
Shoshone County,Idaho,75.7798754393285,16,079
Teton County,Idaho,82.1902103139816,16,081
Twin Falls County,Idaho,77.8661623336122,16,083
Valley County,Idaho,82.1445184750848,16,085
Washington County,Idaho,78.6611176209773,16,087
Adams County,Illinois,78.2482530376764,17,001
Alexander County,Illinois,73.9083510623428,17,003
Bond County,Illinois,78.3548595709217,17,005
Boone County,Illinois,79.5066644958085,17,007
Brown County,Illinois,78.471645442572,17,009
Bureau County,Illinois,78.888942842044,17,011
Calhoun County,Illinois,79.3237110528874,17,013
Carroll County,Illinois,78.6349408091865,17,015
Cass County,Illinois,76.983681327205,17,017
Champaign County,Illinois,80.3153250974503,17,019
Christian County,Illinois,77.4348999440496,17,021
Clark County,Illinois,77.066077961637,17,023
Clay County,Illinois,77.0368270254908,17,025
Clinton County,Illinois,79.4298111164086,17,027
Coles County,Illinois,78.1812941893074,17,029
Cook County,Illinois,78.8357706531652,17,031
Crawford County,Illinois,77.6223341016623,17,033
