County,State,mean_life_expectancy,State_FIPS,County_FIPS
Crawford County,Georgia,75.6561888490683,13,079
Crisp County,Georgia,74.6124945203586,13,081
Dade County,Georgia,75.0924029502412,13,083
Dawson County,Georgia,77.8849206643038,13,085
Decatur County,Georgia,73.7088647064192,13,087
DeKalb County,Georgia,79.8238732978234,13,089
Dodge County,Georgia,75.1775460945016,13,091
Dooly County,Georgia,78.2138090959277,13,093
Dougherty County,Georgia,74.3569712282889,13,095
Douglas County,Georgia,77.3960194322986,13,097
Early County,Georgia,73.2371558935003,13,099
Echols County,Georgia,77.0599023389516,13,101
Effingham County,Georgia,76.3909397434421,13,103
Elbert County,Georgia,74.195571787566,13,105
Emanuel County,Georgia,72.6318304928933,13,107
Evans County,Georgia,74.7149148196397,13,109
Fannin County,Georgia,77.0727670886557,13,111
Fayette County,Georgia,80.7682924448471,13,113
Floyd County,Georgia,75.0581302260989,13,115
Forsyth County,Georgia,81.674209211008,13,117
Franklin County,Georgia,73.8725746030686,13,119
Fulton County,Georgia,78.867596065924,13,121
Gilmer County,Georgia,77.9602337939812,13,123
Glascock County,Georgia,73.394960919002,13,125
Glynn County,Georgia,77.1335060809149,13,127
Gordon County,Georgia,75.4706012819472,13,129
Grady County,Georgia,75.5518347037765,13,131
Greene County,Georgia,77.7512340805882,13,133
Gwinnett County,Georgia,80.607617253456,13,135
Habersham County,Georgia,77.3582989596064,13,137
Hall County,Georgia,78.8960139014754,13,139
Hancock County,Georgia,75.3903158501469,13,141
Haralson County,Georgia,73.2656065600872,13,143
Harris County,Georgia,79.295601776848,13,145
Hart County,Georgia,76.8248765683369,13,147
Heard County,Georgia,74.7199641903674,13,149
Henry County,Georgia,77.181720507416,13,151
Houston County,Georgia,77.3383420736599,13,153
Irwin County,Georgia,74.8751692688427,13,155
Jackson County,Georgia,76.2832039775414,13,157
Jasper County,Georgia,75.7749845245545,13,159
Jeff Davis County,Georgia,73.2268902139052,13,161
Jefferson County,Georgia,72.5992407627131,13,163
Jenkins County,Georgia,73.3841998147857,13,165
Johnson County,Georgia,76.0287103065729,13,167
Jones County,Georgia,77.8374428106185,13,169
Lamar County,Georgia,74.3508731721163,13,171
Lanier County,Georgia,75.3835180951939,13,173
Laurens County,Georgia,74.4577525082559,13,175
Lee County,Georgia,76.6914056662725,13,177
Liberty County,Georgia,76.3021109268363,13,179
Lincoln County,Georgia,76.1794942621868,13,181
Long County,Georgia,78.4618707054974,13,183
Lowndes County,Georgia,75.8358035603923,13,185
Lumpkin County,Georgia,77.7101053772346,13,187
McDuffie County,Georgia,73.7738203200434,13,189
McIntosh County,Georgia,79.7108099163917,13,191
Macon County,Georgia,73.7317039474685,13,193
Madison County,Georgia,75.840925411624,13,195
Marion County,Georgia,76.2946453096112,13,197
Meriwether County,Georgia,74.4847266846964,13,199
Miller County,Georgia,73.0734881813492,13,201
Mitchell County,Georgia,74.0885588705262,13,205
Monroe County,Georgia,77.4835874483883,13,207
Montgomery County,Georgia,75.0403904752512,13,209
Morgan County,Georgia,77.3359048444416,13,211
Murray County,Georgia,74.7984649731187,13,213
Muscogee County,Georgia,74.0661905409308,13,215
Newton County,Georgia,76.0968360464372,13,217
Oconee County,Georgia,80.9648939245257,13,219
Oglethorpe County,Georgia,77.6363584185965,13,221
Paulding County,Georgia,78.486927311261,13,223
Peach County,Georgia,73.7058392267195,13,225
Pickens County,Georgia,77.0978924166854,13,227
Pierce County,Georgia,74.2596164151985,13,229
Pike County,Georgia,75.4989917474708,13,231
Polk County,Georgia,73.2748803672115,13,233
Pulaski County,Georgia,77.6666373683592,13,235
Putnam County,Georgia,77.4061176357782,13,237
Quitman County,Georgia,75.3250351764225,13,239
Rabun County,Georgia,76.9944546576478,13,241
Randolph County,Georgia,75.026721238403,13,243
Richmond County,Georgia,73.6808084874035,13,245
Rockdale County,Georgia,77.6033875048851,13,247
Schley County,Georgia,76.9446934911318,13,249
Screven County,Georgia,74.5319377680867,13,251
Seminole County,Georgia,73.47471546866,13,253
Spalding County,Georgia,74.2476675171375,13,255
Stephens County,Georgia,73.3838160708526,13,257
Stewart County,Georgia,74.2587420264588,13,259
Sumter County,Georgia,74.3351110608217,13,261
Talbot County,Georgia,74.577238903621,13,263
Taliaferro County,Georgia,74.243707404434,13,265
Tattnall County,Georgia,74.8428091996403,13,267
Taylor County,Georgia,74.7072893839871,13,269
Telfair County,Georgia,77.1154103933062,13,271
Terrell County,Georgia,73.8546304959187,13,273
Thomas County,Georgia,75.1690114260441,13,275
Tift County,Georgia,74.5509325356242,13,277
Toombs County,Georgia,74.0099217198226,13,279
Towns County,Georgia,77.7915154476499,13,281
Treutlen County,Georgia,74.9031831148421,13,283
Troup County,Georgia,75.0199708516939,13,285
Turner County,Georgia,72.8469366146032,13,287
Twiggs County,Georgia,73.9903104118999,13,289
Union County,Georgia,78.3191047382087,13,291
Upson County,Georgia,73.0634454812341,13,293
Walker County,Georgia,74.8726755445435,13,295
Walton County,Georgia,76.3500790906022,13,297
Ware County,Georgia,73.6841856458992,13,299
Warren County,Georgia,74.1341486349798,13,301
Washington County,Georgia,75.2417260624277,13,303
Wayne County,Georgia,73.9333969783465,13,305
Webster County,Georgia,78.3816983844406,13,307
Wheeler County,Georgia,77.2642870472334,13,309
White County,Georgia,78.6709389268035,13,311
Whitfield County,Georgia,77.0741142029924,13,313
Wilcox County,Georgia,75.185232662392,13,315
Wilkes County,Georgia,74.4532028572855,13,317
Wilkinson County,Georgia,73.899468948531,13,319
Worth County,Georgia,75.3756021723824,13,321
Hawaii County,Hawaii,79.9425284447821,15,001
Honolulu County,Hawaii,81.4815425146768,15,003
Kauai County,Hawaii,81.4003396135632,15,007
Kalawao County,Hawaii,81.6543838489769,15,005
Maui County,Hawaii,81.6543838489769,15,009
Ada County,Idaho,80.5623842009789,16,001
Adams County,Idaho,80.3383008383321,16,003
Bannock County,Idaho,77.0815703316482,16,005
Bear Lake County,Idaho,78.6908575063961,16,007
Benewah County,Idaho,75.8859597671621,16,009
Bingham County,Idaho,77.6665768597815,16,011
Blaine County,Idaho,83.4393094989314,16,013
Boise County,Idaho,81.5021931629867,16,015
Bonner County,Idaho,79.1268722534252,16,017
Bonneville County,Idaho,78.0782835953423,16,019
Boundary County,Idaho,78.778005160812,16,021
Butte County,Idaho,78.5234579408874,16,023
Camas County,Idaho,80.4593265207532,16,025
Canyon County,Idaho,78.7489164303773,16,027
Caribou County,Idaho,77.8388667927639,16,029
Cassia County,Idaho,77.8325520962545,16,031
Clearwater County,Idaho,78.379963737021,16,035
Custer County,Idaho,79.951099479515,16,037
Elmore County,Idaho,77.918383848112,16,039
Franklin County,Idaho,79.1447410708704,16,041
Fremont County,Idaho,79.4389751618535,16,043
Gem County,Idaho,77.6719700457143,16,045
Gooding County,Idaho,78.253717162963,16,047
Idaho County,Idaho,79.4547826542974,16,049
Jefferson County,Idaho,79.4779359870935,16,051
Jerome County,Idaho,78.1575616125321,16,053
Kootenai County,Idaho,79.1120709346287,16,055
Latah County,Idaho,81.4221459137631,16,057
Lemhi County,Idaho,78.4546129208234,16,059
Lewis County,Idaho,78.3617255307179,16,061
Lincoln County,Idaho,77.8110567313034,16,063
Madison County,Idaho,80.621725401297,16,065
Minidoka County,Idaho,78.141432021773,16,067
Nez Perce County,Idaho,77.2504514902428,16,069
Oneida County,Idaho,79.3973376463542,16,071
Owyhee County,Idaho,78.6823500532035,16,073
Payette County,Idaho,77.8043755447408,16,075
Power County,Idaho,77.8037327635134,16,077
Shoshone County,Idaho,75.3537133511927,16,079
Teton County,Idaho,82.5671260543516,16,081
Twin Falls County,Idaho,77.9385535745854,16,083
Valley County,Idaho,81.8419253340933,16,085
Washington County,Idaho,78.2033448393429,16,087
Adams County,Illinois,78.0555591364872,17,001
Alexander County,Illinois,73.7122376024094,17,003
Bond County,Illinois,78.328040242306,17,005
Boone County,Illinois,79.5933283432418,17,007
Brown County,Illinois,77.9649694032623,17,009
Bureau County,Illinois,78.3903488313218,17,011
Calhoun County,Illinois,78.6746694724148,17,013
Carroll County,Illinois,78.4788340806577,17,015
Cass County,Illinois,76.6722980559395,17,017
Champaign County,Illinois,80.3599077395168,17,019
Christian County,Illinois,76.8474772233345,17,021
Clark County,Illinois,76.5964413369319,17,023
