County,State,mean_life_expectancy,State_FIPS,County_FIPS,health_insurance_rate
Siskiyou County,California,76.2690959628399,06,093,94.1
Solano County,California,80.0436361786558,06,095,95.3
Sonoma County,California,82.0820448341027,06,097,93.9
Stanislaus County,California,77.8966215595777,06,099,94.3
Sutter County,California,78.6026819687963,06,101,92.0
Tehama County,California,77.3220982796968,06,103,93.7
Trinity County,California,76.6003438081553,06,105,89.5
Tulare County,California,78.4413170202644,06,107,91.9
Tuolumne County,California,78.8406628636061,06,109,94.5
Ventura County,California,82.2820614093944,06,111,91.2
Yolo County,California,81.315994065652,06,113,95.2
Yuba County,California,76.0772917446634,06,115,92.8
Alamosa County,Colorado,75.8122663850422,08,003,87.8
Archuleta County,Colorado,82.1853597930904,08,007,89.3
Baca County,Colorado,77.5452423013832,08,009,93.2
Bent County,Colorado,76.0410177047456,08,011,91.2
Chaffee County,Colorado,81.6805627048081,08,015,90.0
Cheyenne County,Colorado,78.6241739187883,08,017,88.3
Clear Creek County,Colorado,83.0032467314909,08,019,90.1
Conejos County,Colorado,76.5610928960289,08,021,89.5
Costilla County,Colorado,77.3234917081086,08,023,88.5
Crowley County,Colorado,76.9118821750115,08,025,93.8
Custer County,Colorado,81.5940275715944,08,027,83.8
Delta County,Colorado,78.1426822131909,08,029,91.5
Dolores County,Colorado,79.6458320998059,08,033,94.7
Douglas County,Colorado,83.798242865611,08,035,97.2
Eagle County,Colorado,89.037765865798,08,037,86.5
Elbert County,Colorado,82.0085057703699,08,039,94.7
El Paso County,Colorado,78.8629762838757,08,041,92.8
Fremont County,Colorado,77.3840109100534,08,043,93.1
Garfield County,Colorado,80.7747188112076,08,045,84.0
Gilpin County,Colorado,82.1469482912617,08,047,94.3
Grand County,Colorado,84.3255281528647,08,049,86.9
Gunnison County,Colorado,83.0109717359124,08,051,90.5
Huerfano County,Colorado,75.3764961797006,08,055,90.4
Jackson County,Colorado,79.7053619586582,08,057,93.9
Kiowa County,Colorado,77.4317406302941,08,061,93.7
Kit Carson County,Colorado,79.5711867594791,08,063,90.9
Lake County,Colorado,82.5092432798499,08,065,86.0
La Plata County,Colorado,82.2831673739764,08,067,91.6
Larimer County,Colorado,81.7409917944594,08,069,94.1
Las Animas County,Colorado,76.7842621659841,08,071,91.5
Lincoln County,Colorado,78.3588326706885,08,073,91.9
Logan County,Colorado,79.6749551479201,08,075,90.8
Mesa County,Colorado,78.6479463380801,08,077,90.3
Moffat County,Colorado,78.6065465646204,08,081,84.4
Montezuma County,Colorado,77.6362624458917,08,083,87.9
Montrose County,Colorado,79.6282118450066,08,085,89.4
Morgan County,Colorado,78.3683962833378,08,087,91.0
Otero County,Colorado,75.2461381669673,08,089,89.7
Ouray County,Colorado,84.4945402093033,08,091,90.0
Park County,Colorado,83.1413359768179,08,093,91.1
Phillips County,Colorado,80.83770234646,08,095,85.7
Pitkin County,Colorado,91.9533771503941,08,097,90.1
Prowers County,Colorado,77.0828492749894,08,099,90.0
Pueblo County,Colorado,76.4359209535187,08,101,93.3
Rio Blanco County,Colorado,78.9294619320974,08,103,91.6
Rio Grande County,Colorado,76.9744549124682,08,105,89.2
Routt County,Colorado,83.7251626952226,08,107,92.7
Saguache County,Colorado,79.7395365629359,08,109,86.7
San Miguel County,Colorado,86.8405002420409,08,113,91.3
Sedgwick County,Colorado,78.0042385836866,08,115,91.0
Summit County,Colorado,92.2538583558184,08,117,83.4
Teller County,Colorado,80.8594227143916,08,119,91.4
Washington County,Colorado,79.579162477447,08,121,95.3
Yuma County,Colorado,79.1819910265769,08,125,91.0
Adams County,Colorado,80.7776770732522,08,001,89.9
Arapahoe County,Colorado,80.7776770732522,08,005,92.3
Boulder County,Colorado,80.7776770732522,08,013,95.4
Broomfield County,Colorado,80.7776770732522,08,014,95.7
Denver County,Colorado,80.7776770732522,08,031,90.7
Jefferson County,Colorado,80.7776770732522,08,059,94.5
Weld County,Colorado,80.7776770732522,08,123,92.1
Fairfield County,Connecticut,83.06367075044,09,001,91.6
Hartford County,Connecticut,80.3245705571959,09,003,95.9
Litchfield County,Connecticut,80.4782806087235,09,005,96.1
Middlesex County,Connecticut,81.2555672072746,09,007,96.8
New Haven County,Connecticut,80.238661322463,09,009,95.0
New London County,Connecticut,80.0120060973127,09,011,96.0
Tolland County,Connecticut,81.8506213159263,09,013,97.4
Windham County,Connecticut,78.8137553417168,09,015,95.9
Kent County,Delaware,77.3566080866732,10,001,92.9
New Castle County,Delaware,78.4233453623627,10,003,95.1
Sussex County,Delaware,78.7243267092783,10,005,93.3
Alachua County,Florida,78.4340931262536,12,001,91.6
Baker County,Florida,75.128460017376,12,003,90.0
Bay County,Florida,75.8516440862453,12,005,86.9
Bradford County,Florida,74.9471636217274,12,007,88.7
Brevard County,Florida,77.1535095933838,12,009,89.8
Broward County,Florida,80.6456883184715,12,011,85.8
Calhoun County,Florida,74.745562315166,12,013,83.5
Charlotte County,Florida,80.2028826550715,12,015,89.6
Citrus County,Florida,75.2265593412728,12,017,89.8
Clay County,Florida,77.3186239719444,12,019,89.7
Collier County,Florida,85.3006274853414,12,021,84.6
Columbia County,Florida,75.0076209421469,12,023,87.5
Miami-Dade County,Florida,81.2133398870448,12,086,83.2
DeSoto County,Florida,79.353923606622,12,027,80.8
Dixie County,Florida,74.5628919091959,12,029,83.8
Duval County,Florida,75.6810672794633,12,031,88.2
Escambia County,Florida,74.8858720184732,12,033,89.7
Flagler County,Florida,78.8047744405017,12,035,86.6
Franklin County,Florida,76.2443544791436,12,037,81.7
Gadsden County,Florida,75.4408844419078,12,039,85.9
Gilchrist County,Florida,76.8041546429204,12,041,82.4
Glades County,Florida,80.4422155675543,12,043,75.9
Gulf County,Florida,76.6890535995694,12,045,89.6
Hamilton County,Florida,75.1405417872033,12,047,86.3
Hardee County,Florida,78.3664151371352,12,049,88.3
Hendry County,Florida,77.1024946420314,12,051,74.4
Hernando County,Florida,76.4707870919015,12,053,87.8
Highlands County,Florida,78.4611947135149,12,055,88.9
Hillsborough County,Florida,78.9068329546551,12,057,87.4
Holmes County,Florida,72.8524921555009,12,059,82.3
Indian River County,Florida,80.0866066846368,12,061,88.2
Jackson County,Florida,74.3833609589623,12,063,88.7
Jefferson County,Florida,77.0612988493261,12,065,92.7
Lafayette County,Florida,77.1306853774472,12,067,83.4
Lake County,Florida,78.231313487883,12,069,89.7
Lee County,Florida,81.8202975262275,12,071,86.7
Leon County,Florida,79.1165379077494,12,073,91.9
Levy County,Florida,74.8204356383303,12,075,84.8
Liberty County,Florida,75.7841247471328,12,077,84.8
Madison County,Florida,75.0209773080767,12,079,87.3
Manatee County,Florida,80.5582354410051,12,081,87.8
Marion County,Florida,75.8588184778582,12,083,88.6
Martin County,Florida,81.5458024946645,12,085,89.6
Monroe County,Florida,80.0453706124074,12,087,81.8
Nassau County,Florida,77.3506959508971,12,089,89.5
Okaloosa County,Florida,77.4527229824993,12,091,88.3
Okeechobee County,Florida,76.0476015281269,12,093,83.9
Orange County,Florida,79.8001708637047,12,095,86.7
Osceola County,Florida,78.8994587406866,12,097,85.5
Palm Beach County,Florida,81.5903769096319,12,099,87.0
Pasco County,Florida,77.2485204856939,12,101,88.5
Pinellas County,Florida,78.586674870322,12,103,89.1
Polk County,Florida,77.8084507732582,12,105,87.3
Putnam County,Florida,73.8294207855765,12,107,84.0
Saint Johns County,Florida,80.8265760794815,12,109,92.0
Saint Lucie County,Florida,79.5825368083965,12,111,86.3
Santa Rosa County,Florida,77.2818335841508,12,113,90.7
Sarasota County,Florida,81.1962314153777,12,115,89.0
Seminole County,Florida,79.9067588033048,12,117,90.5
Sumter County,Florida,80.6404891289786,12,119,94.4
Suwannee County,Florida,75.5232667907986,12,121,86.1
Taylor County,Florida,74.640605259606,12,123,90.4
Union County,Florida,67.7776529585801,12,125,89.2
Volusia County,Florida,76.2744848258596,12,127,88.5
Wakulla County,Florida,76.390708716639,12,129,91.1
Walton County,Florida,77.7803937214357,12,131,87.1
Washington County,Florida,72.6685066903205,12,133,87.2
Appling County,Georgia,74.1299840083705,13,001,84.6
Atkinson County,Georgia,73.6106428460459,13,003,77.4
Bacon County,Georgia,72.7153851629149,13,005,79.4
Baker County,Georgia,77.2265523808269,13,007,88.4
Baldwin County,Georgia,75.958726877356,13,009,88.1
Banks County,Georgia,76.7747953820731,13,011,84.7
Barrow County,Georgia,76.8906956716554,13,013,85.6
Bartow County,Georgia,76.6574000836464,13,015,85.1
Ben Hill County,Georgia,73.1077252518848,13,017,82.2
Berrien County,Georgia,74.4030446681557,13,019,77.3
Bibb County,Georgia,74.0479230862072,13,021,87.1
Bleckley County,Georgia,76.0332417443827,13,023,90.5
Brantley County,Georgia,74.6044083049542,13,025,85.3
Brooks County,Georgia,74.901508755282,13,027,81.9
Bryan County,Georgia,76.2530588035402,13,029,89.4
Bulloch County,Georgia,77.2098952039386,13,031,86.7
Burke County,Georgia,73.9960548058811,13,033,87.7
Butts County,Georgia,74.1990085559535,13,035,89.0
Calhoun County,Georgia,74.4427083560295,13,037,83.0
Camden County,Georgia,78.2590427705682,13,039,87.8
Candler County,Georgia,73.7650410440072,13,043,78.1
Carroll County,Georgia,75.5638951544728,13,045,87.7
Catoosa County,Georgia,77.9344541792589,13,047,88.5
Charlton County,Georgia,76.4868454884365,13,049,80.0
Chatham County,Georgia,77.8888660442048,13,051,85.8
Chattahoochee County,Georgia,77.4040253799594,13,053,93.8
Chattooga County,Georgia,73.6686753247581,13,055,85.8
Cherokee County,Georgia,80.2625671216918,13,057,89.2
Clarke County,Georgia,79.0362591976606,13,059,86.5
Clay County,Georgia,73.8111217920828,13,061,84.0
Clayton County,Georgia,76.8990515639018,13,063,81.6
Clinch County,Georgia,72.551746901677,13,065,80.6
Cobb County,Georgia,80.6407684417505,13,067,87.7
Coffee County,Georgia,74.5050115025747,13,069,81.4
Colquitt County,Georgia,74.1561281823738,13,071,78.9
Columbia County,Georgia,80.3603128042985,13,073,92.1
Cook County,Georgia,74.5026987480474,13,075,82.0
Coweta County,Georgia,78.8038123093466,13,077,90.3
Crawford County,Georgia,75.6724806214399,13,079,87.0
Crisp County,Georgia,74.7220937268816,13,081,84.3
Dade County,Georgia,75.3114701564565,13,083,87.7
Dawson County,Georgia,78.3033662471657,13,085,87.9
Decatur County,Georgia,73.6601562217573,13,087,81.6
DeKalb County,Georgia,80.4448353783483,13,089,86.0
Dodge County,Georgia,75.5468666139455,13,091,89.5
Dooly County,Georgia,78.5020483004188,13,093,83.3
Dougherty County,Georgia,74.3390713154805,13,095,83.5
Douglas County,Georgia,77.8467664649048,13,097,87.1
Early County,Georgia,73.5795568978364,13,099,83.2
Echols County,Georgia,77.4904865671423,13,101,76.5
Effingham County,Georgia,76.7115741558666,13,103,91.1
Elbert County,Georgia,74.483630029281,13,105,86.8
Emanuel County,Georgia,72.8820410119048,13,107,82.3
Evans County,Georgia,75.2129516041769,13,109,83.1
Fannin County,Georgia,77.7982430579873,13,111,86.1
Fayette County,Georgia,81.1591964534197,13,113,92.8
Floyd County,Georgia,75.3084423705215,13,115,86.5
Forsyth County,Georgia,82.1629515233153,13,117,91.2
Franklin County,Georgia,74.074368213478,13,119,85.3
Fulton County,Georgia,79.6229445774038,13,121,89.7
Gilmer County,Georgia,78.3697821362563,13,123,80.1
Glascock County,Georgia,73.556073913624,13,125,92.8
Glynn County,Georgia,77.6513857604345,13,127,85.9
Gordon County,Georgia,75.7777192557876,13,129,84.7
Grady County,Georgia,75.6745096058627,13,131,81.3
Greene County,Georgia,78.4712900431319,13,133,85.0
Gwinnett County,Georgia,81.0167761555968,13,135,83.5
Habersham County,Georgia,77.4525536461943,13,137,84.1
Hall County,Georgia,79.2450646509743,13,139,82.7
Hancock County,Georgia,75.381368510092,13,141,89.1
Haralson County,Georgia,73.5774524409532,13,143,87.7
Harris County,Georgia,79.5625776557608,13,145,93.2
Hart County,Georgia,77.164437570065,13,147,87.9
Heard County,Georgia,75.0756227800294,13,149,88.1
Henry County,Georgia,77.5779659535645,13,151,89.7
Houston County,Georgia,77.5879454126882,13,153,88.4
Irwin County,Georgia,75.0602816749064,13,155,81.6
Jackson County,Georgia,76.6407832284404,13,157,88.2
Jasper County,Georgia,76.1353765239125,13,159,87.8
Jeff Davis County,Georgia,73.5009861495751,13,161,81.6
Jefferson County,Georgia,72.6459562949125,13,163,85.2
Jenkins County,Georgia,73.4732476527202,13,165,83.1
Johnson County,Georgia,76.1942124683175,13,167,86.1
Jones County,Georgia,78.0617806492275,13,169,90.1
Lamar County,Georgia,74.9593700097731,13,171,87.4
Lanier County,Georgia,75.6935233496723,13,173,85.4
Laurens County,Georgia,74.6579676717434,13,175,88.6
Lee County,Georgia,76.7743295827364,13,177,90.0
Liberty County,Georgia,76.4874651261938,13,179,88.8
Lincoln County,Georgia,76.5255941801173,13,181,87.6
Long County,Georgia,79.0586846862287,13,183,84.6
Lowndes County,Georgia,76.1271047440151,13,185,85.1
Lumpkin County,Georgia,77.9066523957369,13,187,88.4
McDuffie County,Georgia,74.0298601677061,13,189,87.9
McIntosh County,Georgia,80.4104185456372,13,191,85.1
Macon County,Georgia,73.7464509823897,13,193,81.3
Madison County,Georgia,76.2644253282229,13,195,84.9
Marion County,Georgia,76.5979928578085,13,197,89.3
Meriwether County,Georgia,74.8212349638533,13,199,86.2
Miller County,Georgia,73.123478698754,13,201,84.8
Mitchell County,Georgia,73.9757811247242,13,205,82.8
Monroe County,Georgia,78.2585017790917,13,207,88.0
Montgomery County,Georgia,75.1853790614533,13,209,85.4
Morgan County,Georgia,77.8007938168183,13,211,88.8
Murray County,Georgia,75.1219487694679,13,213,85.4
Muscogee County,Georgia,74.2296849653059,13,215,88.5
Newton County,Georgia,76.4384532126195,13,217,87.0
Oconee County,Georgia,81.4613369282058,13,219,93.3
Oglethorpe County,Georgia,77.9479609720703,13,221,87.8
Paulding County,Georgia,78.9241895570538,13,223,88.5
Peach County,Georgia,73.8047058848866,13,225,87.1
Pickens County,Georgia,77.3860957156484,13,227,89.4
Pierce County,Georgia,74.4341947507242,13,229,84.2
Pike County,Georgia,75.7634647722075,13,231,86.9
Polk County,Georgia,73.5988039563983,13,233,84.3
Pulaski County,Georgia,78.2225246953724,13,235,85.7
Putnam County,Georgia,78.1286067826551,13,237,86.0
Quitman County,Georgia,76.2445068416415,13,239,76.4
Rabun County,Georgia,77.2156800094562,13,241,82.6
Randolph County,Georgia,75.0894837271813,13,243,86.7
Richmond County,Georgia,74.0629670568665,13,245,87.0
Rockdale County,Georgia,77.7222836148183,13,247,86.3
Schley County,Georgia,77.279661862851,13,249,85.8
Screven County,Georgia,74.7823602905223,13,251,86.5
Seminole County,Georgia,73.6092805430089,13,253,84.0
Spalding County,Georgia,74.6017277015724,13,255,85.5
Stephens County,Georgia,73.7753654217199,13,257,86.5
Stewart County,Georgia,74.4562707570844,13,259,83.7
Sumter County,Georgia,74.3226006260793,13,261,88.1
Talbot County,Georgia,74.7648988477763,13,263,85.0
Taliaferro County,Georgia,74.7025631630207,13,265,88.9
