County,State,State_FIPS,County_FIPS,poverty_rate
Pike County,Alabama,01,109,27.6
Randolph County,Alabama,01,111,24.5
Russell County,Alabama,01,113,22.0
Saint Clair County,Alabama,01,115,15.2
Shelby County,Alabama,01,117,7.9
Sumter County,Alabama,01,119,38.0
Talladega County,Alabama,01,121,22.9
Tallapoosa County,Alabama,01,123,19.8
Tuscaloosa County,Alabama,01,125,18.9
Walker County,Alabama,01,127,20.9
Washington County,Alabama,01,129,18.4
Wilcox County,Alabama,01,131,39.2
Winston County,Alabama,01,133,24.0
Anchorage Municipality,Alaska,02,020,7.9
Bethel Census Area,Alaska,02,050,22.8
Bristol Bay Borough,Alaska,02,060,7.9
Fairbanks North Star Borough,Alaska,02,090,8.4
Haines Borough,Alaska,02,100,7.8
Juneau City and Borough,Alaska,02,110,6.2
Kenai Peninsula Borough,Alaska,02,122,8.6
Kodiak Island Borough,Alaska,02,150,11.7
Matanuska-Susitna Borough,Alaska,02,170,9.9
Nome Census Area,Alaska,02,180,27.7
North Slope Borough,Alaska,02,185,10.3
Sitka City and Borough,Alaska,02,220,10.0
Southeast Fairbanks Census Area,Alaska,02,240,13.3
Valdez-Cordova Census Area,Alaska,02,261,8.3
Wade Hampton Census Area,Alaska,02,270,31.4
Northwest Arctic Borough,Alaska,02,188,22.0
Aleutians East Borough,Alaska,02,013,16.7
Aleutians West Census Area,Alaska,02,016,9.2
Dillingham Census Area,Alaska,02,070,18.1
Lake and Peninsula Borough,Alaska,02,164,21.1
Denali Borough,Alaska,02,068,11.4
Yukon-Koyukuk Census Area,Alaska,02,290,24.2
Hoonah-Angoon Census Area,Alaska,02,105,14.9
Skagway Municipality,Alaska,02,230,5.5
Yakutat City and Borough,Alaska,02,282,5.9
Ketchikan Gateway Borough,Alaska,02,130,10.2
Petersburg Borough,Alaska,02,195,13.5
Prince of Wales-Hyder Census Area,Alaska,02,198,15.1
Wrangell City and Borough,Alaska,02,275,9.5
Apache County,Arizona,04,001,36.2
Cochise County,Arizona,04,003,17.1
Coconino County,Arizona,04,005,23.0
Gila County,Arizona,04,007,21.6
Graham County,Arizona,04,009,22.3
Greenlee County,Arizona,04,011,16.0
Maricopa County,Arizona,04,013,16.7
Mohave County,Arizona,04,015,19.4
Navajo County,Arizona,04,017,30.3
Pima County,Arizona,04,019,19.2
Pinal County,Arizona,04,021,15.6
Santa Cruz County,Arizona,04,023,26.3
Yavapai County,Arizona,04,025,15.8
La Paz County,Arizona,04,012,19.4
Yuma County,Arizona,04,027,20.2
Arkansas County,Arkansas,05,001,15.8
Ashley County,Arkansas,05,003,18.9
Baxter County,Arkansas,05,005,15.5
Benton County,Arkansas,05,007,12.2
Boone County,Arkansas,05,009,16.6
Bradley County,Arkansas,05,011,31.3
Calhoun County,Arkansas,05,013,14.9
Carroll County,Arkansas,05,015,18.8
Chicot County,Arkansas,05,017,33.0
Clark County,Arkansas,05,019,24.3
Clay County,Arkansas,05,021,20.2
Cleburne County,Arkansas,05,023,15.8
Cleveland County,Arkansas,05,025,17.7
Columbia County,Arkansas,05,027,25.4
Conway County,Arkansas,05,029,24.0
Craighead County,Arkansas,05,031,20.6
Crawford County,Arkansas,05,033,20.2
Crittenden County,Arkansas,05,035,26.3
Cross County,Arkansas,05,037,17.4
Dallas County,Arkansas,05,039,19.7
Desha County,Arkansas,05,041,30.1
Drew County,Arkansas,05,043,28.5
Faulkner County,Arkansas,05,045,14.6
Franklin County,Arkansas,05,047,20.5
Fulton County,Arkansas,05,049,18.7
Garland County,Arkansas,05,051,20.7
Grant County,Arkansas,05,053,9.9
Greene County,Arkansas,05,055,17.1
Hempstead County,Arkansas,05,057,27.4
Hot Spring County,Arkansas,05,059,14.2
Howard County,Arkansas,05,061,23.2
Independence County,Arkansas,05,063,23.7
Izard County,Arkansas,05,065,18.7
Jackson County,Arkansas,05,067,28.4
Jefferson County,Arkansas,05,069,23.9
Johnson County,Arkansas,05,071,20.1
Lafayette County,Arkansas,05,073,24.1
Lawrence County,Arkansas,05,075,25.4
Lee County,Arkansas,05,077,31.5
Lincoln County,Arkansas,05,079,27.0
Little River County,Arkansas,05,081,14.0
Logan County,Arkansas,05,083,17.6
Lonoke County,Arkansas,05,085,13.2
Madison County,Arkansas,05,087,22.6
Marion County,Arkansas,05,089,18.9
Miller County,Arkansas,05,091,19.5
Mississippi County,Arkansas,05,093,24.9
Monroe County,Arkansas,05,095,28.8
Montgomery County,Arkansas,05,097,22.0
Nevada County,Arkansas,05,099,26.5
Newton County,Arkansas,05,101,23.5
Ouachita County,Arkansas,05,103,23.1
Perry County,Arkansas,05,105,15.6
Phillips County,Arkansas,05,107,33.5
Pike County,Arkansas,05,109,24.8
Poinsett County,Arkansas,05,111,28.1
Polk County,Arkansas,05,113,23.1
Pope County,Arkansas,05,115,19.3
Prairie County,Arkansas,05,117,21.2
Pulaski County,Arkansas,05,119,17.2
Randolph County,Arkansas,05,121,21.8
Saint Francis County,Arkansas,05,123,28.4
Saline County,Arkansas,05,125,8.6
Scott County,Arkansas,05,127,20.0
Searcy County,Arkansas,05,129,26.1
Sebastian County,Arkansas,05,131,21.2
Sevier County,Arkansas,05,133,24.4
Sharp County,Arkansas,05,135,23.9
Stone County,Arkansas,05,137,25.5
Union County,Arkansas,05,139,21.5
Van Buren County,Arkansas,05,141,24.5
Washington County,Arkansas,05,143,20.7
White County,Arkansas,05,145,17.5
Woodruff County,Arkansas,05,147,24.3
Yell County,Arkansas,05,149,22.7
Alameda County,California,06,001,12.5
Alpine County,California,06,003,16.6
Amador County,California,06,005,12.6
Butte County,California,06,007,20.4
Calaveras County,California,06,009,10.9
Colusa County,California,06,011,12.5
Contra Costa County,California,06,013,10.5
Del Norte County,California,06,015,21.8
El Dorado County,California,06,017,9.0
Fresno County,California,06,019,26.0
Glenn County,California,06,021,18.8
Humboldt County,California,06,023,20.4
Imperial County,California,06,025,23.3
Inyo County,California,06,027,12.8
Kern County,California,06,029,22.9
Kings County,California,06,031,21.0
Lake County,California,06,033,25.0
Lassen County,California,06,035,16.9
Los Angeles County,California,06,037,17.8
Madera County,California,06,039,22.8
Marin County,California,06,041,7.7
Mariposa County,California,06,043,16.1
Mendocino County,California,06,045,20.0
Merced County,California,06,047,25.4
Modoc County,California,06,049,21.0
Mono County,California,06,051,8.5
Monterey County,California,06,053,17.0
Napa County,California,06,055,10.1
Nevada County,California,06,057,12.0
Orange County,California,06,059,12.4
Placer County,California,06,061,8.7
Plumas County,California,06,063,15.2
Riverside County,California,06,065,16.2
Sacramento County,California,06,067,17.6
San Benito County,California,06,069,11.9
San Bernardino County,California,06,071,18.7
San Diego County,California,06,073,14.4
San Francisco County,California,06,075,13.5
San Joaquin County,California,06,077,18.2
San Luis Obispo County,California,06,079,14.3
San Mateo County,California,06,081,7.6
Santa Barbara County,California,06,083,16.0
Santa Clara County,California,06,085,10.2
Santa Cruz County,California,06,087,14.6
Shasta County,California,06,089,17.5
Sierra County,California,06,091,19.4
Siskiyou County,California,06,093,21.0
Solano County,California,06,095,13.0
Sonoma County,California,06,097,11.9
Stanislaus County,California,06,099,20.3
Sutter County,California,06,101,16.7
Tehama County,California,06,103,19.7
Trinity County,California,06,105,19.2
Tulare County,California,06,107,26.2
Tuolumne County,California,06,109,14.5
Ventura County,California,06,111,11.1
Yolo County,California,06,113,19.1
Yuba County,California,06,115,21.6
Alamosa County,Colorado,08,003,26.5
Archuleta County,Colorado,08,007,9.7
Baca County,Colorado,08,009,15.2
Bent County,Colorado,08,011,19.1
Chaffee County,Colorado,08,015,8.0
Cheyenne County,Colorado,08,017,7.2
Clear Creek County,Colorado,08,019,10.2
Conejos County,Colorado,08,021,19.4
Costilla County,Colorado,08,023,22.2
Crowley County,Colorado,08,025,29.1
Custer County,Colorado,08,027,14.6
Delta County,Colorado,08,029,15.5
Dolores County,Colorado,08,033,14.9
Douglas County,Colorado,08,035,3.9
Eagle County,Colorado,08,037,10.9
Elbert County,Colorado,08,039,6.5
El Paso County,Colorado,08,041,12.4
Fremont County,Colorado,08,043,17.6
Garfield County,Colorado,08,045,11.9
Gilpin County,Colorado,08,047,10.8
Grand County,Colorado,08,049,11.1
Gunnison County,Colorado,08,051,17.7
Huerfano County,Colorado,08,055,20.6
Jackson County,Colorado,08,057,8.9
Kiowa County,Colorado,08,061,17.4
Kit Carson County,Colorado,08,063,13.8
Lake County,Colorado,08,065,14.3
La Plata County,Colorado,08,067,11.4
Larimer County,Colorado,08,069,14.1
Las Animas County,Colorado,08,071,17.8
Lincoln County,Colorado,08,073,13.7
Logan County,Colorado,08,075,17.6
Mesa County,Colorado,08,077,14.7
Moffat County,Colorado,08,081,11.5
Montezuma County,Colorado,08,083,19.3
Montrose County,Colorado,08,085,16.0
Morgan County,Colorado,08,087,13.3
Otero County,Colorado,08,089,25.2
Ouray County,Colorado,08,091,5.6
Park County,Colorado,08,093,9.1
Phillips County,Colorado,08,095,19.9
Pitkin County,Colorado,08,097,10.1
Prowers County,Colorado,08,099,23.3
Pueblo County,Colorado,08,101,19.1
Rio Blanco County,Colorado,08,103,14.9
Rio Grande County,Colorado,08,105,19.2
Routt County,Colorado,08,107,9.1
Saguache County,Colorado,08,109,24.7
San Miguel County,Colorado,08,113,10.6
Sedgwick County,Colorado,08,115,18.9
Summit County,Colorado,08,117,13.7
Teller County,Colorado,08,119,7.0
Washington County,Colorado,08,121,13.1
Yuma County,Colorado,08,125,8.2
Adams County,Colorado,08,001,14.2
Arapahoe County,Colorado,08,005,12.1
Boulder County,Colorado,08,013,14.2
Broomfield County,Colorado,08,014,7.1
Denver County,Colorado,08,031,19.1
Jefferson County,Colorado,08,059,8.6
Weld County,Colorado,08,123,14.7
Fairfield County,Connecticut,09,001,9.1
Hartford County,Connecticut,09,003,11.6
Litchfield County,Connecticut,09,005,6.4
Middlesex County,Connecticut,09,007,6.4
New Haven County,Connecticut,09,009,12.4
New London County,Connecticut,09,011,8.7
Tolland County,Connecticut,09,013,6.5
Windham County,Connecticut,09,015,11.4
Kent County,Delaware,10,001,12.9
New Castle County,Delaware,10,003,10.7
Sussex County,Delaware,10,005,13.4
Alachua County,Florida,12,001,24.9
Baker County,Florida,12,003,17.3
Bay County,Florida,12,005,14.7
Bradford County,Florida,12,007,18.2
Brevard County,Florida,12,009,13.5
Broward County,Florida,12,011,14.3
Calhoun County,Florida,12,013,23.5
Charlotte County,Florida,12,015,12.6
Citrus County,Florida,12,017,16.8
Clay County,Florida,12,019,9.8
Collier County,Florida,12,021,14.1
Columbia County,Florida,12,023,19.8
Miami-Dade County,Florida,12,086,19.9
DeSoto County,Florida,12,027,29.6
Dixie County,Florida,12,029,17.4
Duval County,Florida,12,031,16.9
Escambia County,Florida,12,033,18.1
Flagler County,Florida,12,035,16.6
Franklin County,Florida,12,037,20.6
Gadsden County,Florida,12,039,26.5
Gilchrist County,Florida,12,041,24.1
Glades County,Florida,12,043,24.5
Gulf County,Florida,12,045,16.4
Hamilton County,Florida,12,047,23.6
Hardee County,Florida,12,049,29.6
Hendry County,Florida,12,051,26.7
Hernando County,Florida,12,053,15.4
Highlands County,Florida,12,055,20.1
Hillsborough County,Florida,12,057,16.8
Holmes County,Florida,12,059,23.8
Indian River County,Florida,12,061,15.1
Jackson County,Florida,12,063,19.9
Jefferson County,Florida,12,065,17.2
Lafayette County,Florida,12,067,20.2
Lake County,Florida,12,069,13.8
Lee County,Florida,12,071,15.4
Leon County,Florida,12,073,23.2
Levy County,Florida,12,075,23.7
Liberty County,Florida,12,077,24.1
Madison County,Florida,12,079,22.5
Manatee County,Florida,12,081,15.1
Marion County,Florida,12,083,18.1
Martin County,Florida,12,085,13.0
Monroe County,Florida,12,087,13.5
Nassau County,Florida,12,089,12.6
Okaloosa County,Florida,12,091,13.4
Okeechobee County,Florida,12,093,26.9
Orange County,Florida,12,095,17.0
Osceola County,Florida,12,097,17.9
Palm Beach County,Florida,12,099,14.5
Pasco County,Florida,12,101,13.9
Pinellas County,Florida,12,103,14.1
Polk County,Florida,12,105,18.2
Putnam County,Florida,12,107,26.4
Saint Johns County,Florida,12,109,9.6
Saint Lucie County,Florida,12,111,18.4
Santa Rosa County,Florida,12,113,12.3
Sarasota County,Florida,12,115,12.2
Seminole County,Florida,12,117,11.3
Sumter County,Florida,12,119,12.0
Suwannee County,Florida,12,121,23.6
Taylor County,Florida,12,123,16.7
Union County,Florida,12,125,19.6
Volusia County,Florida,12,127,16.8
Wakulla County,Florida,12,129,14.4
Walton County,Florida,12,131,17.9
Washington County,Florida,12,133,20.1
Appling County,Georgia,13,001,22.9
Atkinson County,Georgia,13,003,32.2
Bacon County,Georgia,13,005,19.0
Baker County,Georgia,13,007,31.8
Baldwin County,Georgia,13,009,30.0
Banks County,Georgia,13,011,16.7
Barrow County,Georgia,13,013,13.7
Bartow County,Georgia,13,015,17.1
Ben Hill County,Georgia,13,017,38.1
Berrien County,Georgia,13,019,22.5
Bibb County,Georgia,13,021,24.9
Bleckley County,Georgia,13,023,23.3
Brantley County,Georgia,13,025,21.9
Brooks County,Georgia,13,027,24.0
Bryan County,Georgia,13,029,11.7
Bulloch County,Georgia,13,031,31.3
Burke County,Georgia,13,033,33.5
Butts County,Georgia,13,035,14.5
Calhoun County,Georgia,13,037,38.7
Camden County,Georgia,13,039,15.5
Candler County,Georgia,13,043,25.9
Carroll County,Georgia,13,045,18.9
Catoosa County,Georgia,13,047,13.9
Charlton County,Georgia,13,049,19.7
Chatham County,Georgia,13,051,19.1
Chattahoochee County,Georgia,13,053,11.9
Chattooga County,Georgia,13,055,24.0
Cherokee County,Georgia,13,057,9.8
Clarke County,Georgia,13,059,36.7
Clay County,Georgia,13,061,44.5
Clayton County,Georgia,13,063,24.0
Clinch County,Georgia,13,065,29.1
Cobb County,Georgia,13,067,12.8
Coffee County,Georgia,13,069,24.3
Colquitt County,Georgia,13,071,26.7
Columbia County,Georgia,13,073,8.3
Cook County,Georgia,13,075,23.1
Coweta County,Georgia,13,077,12.7
Crawford County,Georgia,13,079,20.6
Crisp County,Georgia,13,081,31.2
Dade County,Georgia,13,083,15.9
Dawson County,Georgia,13,085,15.6
Decatur County,Georgia,13,087,27.1
DeKalb County,Georgia,13,089,19.0
Dodge County,Georgia,13,091,19.8
Dooly County,Georgia,13,093,29.0
Dougherty County,Georgia,13,095,31.2
Douglas County,Georgia,13,097,16.1
Early County,Georgia,13,099,31.6
Echols County,Georgia,13,101,31.3
Effingham County,Georgia,13,103,11.2
Elbert County,Georgia,13,105,20.4
Emanuel County,Georgia,13,107,29.4
Evans County,Georgia,13,109,27.9
Fannin County,Georgia,13,111,23.0
Fayette County,Georgia,13,113,7.7
Floyd County,Georgia,13,115,21.0
Forsyth County,Georgia,13,117,7.6
Franklin County,Georgia,13,119,18.9
Fulton County,Georgia,13,121,17.6
Gilmer County,Georgia,13,123,21.7
Glascock County,Georgia,13,125,21.4
Glynn County,Georgia,13,127,19.2
Gordon County,Georgia,13,129,21.0
Grady County,Georgia,13,131,30.1
Greene County,Georgia,13,133,22.3
Gwinnett County,Georgia,13,135,13.9
Habersham County,Georgia,13,137,20.8
Hall County,Georgia,13,139,18.7
Hancock County,Georgia,13,141,30.6
Haralson County,Georgia,13,143,22.8
Harris County,Georgia,13,145,8.0
Hart County,Georgia,13,147,25.4
Heard County,Georgia,13,149,24.3
Henry County,Georgia,13,151,11.2
Houston County,Georgia,13,153,15.2
Irwin County,Georgia,13,155,21.2
Jackson County,Georgia,13,157,15.9
Jasper County,Georgia,13,159,21.7
Jeff Davis County,Georgia,13,161,24.5
Jefferson County,Georgia,13,163,31.5
Jenkins County,Georgia,13,165,29.4
Johnson County,Georgia,13,167,22.8
Jones County,Georgia,13,169,16.6
Lamar County,Georgia,13,171,18.9
Lanier County,Georgia,13,173,26.7
Laurens County,Georgia,13,175,24.7
Lee County,Georgia,13,177,11.2
Liberty County,Georgia,13,179,18.7
Lincoln County,Georgia,13,181,26.5
Long County,Georgia,13,183,19.2
Lowndes County,Georgia,13,185,24.3
Lumpkin County,Georgia,13,187,18.1
McDuffie County,Georgia,13,189,22.2
McIntosh County,Georgia,13,191,14.9
Macon County,Georgia,13,193,29.4
Madison County,Georgia,13,195,17.9
Marion County,Georgia,13,197,20.5
Meriwether County,Georgia,13,199,21.1
Miller County,Georgia,13,201,23.0
Mitchell County,Georgia,13,205,26.2
Monroe County,Georgia,13,207,12.9
Montgomery County,Georgia,13,209,24.5
Morgan County,Georgia,13,211,15.4
Murray County,Georgia,13,213,22.4
Muscogee County,Georgia,13,215,19.6
Newton County,Georgia,13,217,15.2
Oconee County,Georgia,13,219,9.3
Oglethorpe County,Georgia,13,221,16.4
Paulding County,Georgia,13,223,11.4
Peach County,Georgia,13,225,24.6
Pickens County,Georgia,13,227,11.9
Pierce County,Georgia,13,229,20.5
Pike County,Georgia,13,231,11.2
Polk County,Georgia,13,233,23.4
Pulaski County,Georgia,13,235,15.7
Putnam County,Georgia,13,237,14.0
Quitman County,Georgia,13,239,26.4
Rabun County,Georgia,13,241,21.5
Randolph County,Georgia,13,243,25.4
Richmond County,Georgia,13,245,25.1
Rockdale County,Georgia,13,247,14.7
Schley County,Georgia,13,249,22.3
Screven County,Georgia,13,251,27.0
Seminole County,Georgia,13,253,26.0
Spalding County,Georgia,13,255,21.5
Stephens County,Georgia,13,257,19.8
Stewart County,Georgia,13,259,30.7
Sumter County,Georgia,13,261,32.3
Talbot County,Georgia,13,263,21.8
Taliaferro County,Georgia,13,265,30.0
Tattnall County,Georgia,13,267,27.4
Taylor County,Georgia,13,269,28.2
Telfair County,Georgia,13,271,30.5
Terrell County,Georgia,13,273,31.6
Thomas County,Georgia,13,275,26.5
Tift County,Georgia,13,277,27.9
Toombs County,Georgia,13,279,26.9
Towns County,Georgia,13,281,16.3
Treutlen County,Georgia,13,283,25.8
Troup County,Georgia,13,285,23.6
Turner County,Georgia,13,287,22.0
Twiggs County,Georgia,13,289,28.7
Union County,Georgia,13,291,17.7
Upson County,Georgia,13,293,20.5
Walker County,Georgia,13,295,16.7
Walton County,Georgia,13,297,13.8
Ware County,Georgia,13,299,24.3
Warren County,Georgia,13,301,31.6
Washington County,Georgia,13,303,25.0
Wayne County,Georgia,13,305,22.7
Webster County,Georgia,13,307,22.5
Wheeler County,Georgia,13,309,31.3
White County,Georgia,13,311,20.1
Whitfield County,Georgia,13,313,20.5
Wilcox County,Georgia,13,315,27.8
Wilkes County,Georgia,13,317,27.3
Wilkinson County,Georgia,13,319,21.3
Worth County,Georgia,13,321,20.2
Hawaii County,Hawaii,15,001,18.3
Honolulu County,Hawaii,15,003,9.8
Kauai County,Hawaii,15,007,11.2
Kalawao County,Hawaii,15,005,14.7
Maui County,Hawaii,15,009,10.6
Ada County,Idaho,16,001,13.1
Adams County,Idaho,16,003,16.6
Bannock County,Idaho,16,005,15.5
Bear Lake County,Idaho,16,007,12.9
Benewah County,Idaho,16,009,14.7
Bingham County,Idaho,16,011,15.2
Blaine County,Idaho,16,013,8.3
Boise County,Idaho,16,015,17.0
Bonner County,Idaho,16,017,15.2
Bonneville County,Idaho,16,019,11.4
Boundary County,Idaho,16,021,16.5
Butte County,Idaho,16,023,15.7
Camas County,Idaho,16,025,15.5
Canyon County,Idaho,16,027,20.4
Caribou County,Idaho,16,029,7.8
Cassia County,Idaho,16,031,15.9
Clearwater County,Idaho,16,035,12.5
Custer County,Idaho,16,037,16.1
Elmore County,Idaho,16,039,16.3
Franklin County,Idaho,16,041,12.2
Fremont County,Idaho,16,043,12.4
Gem County,Idaho,16,045,18.2
Gooding County,Idaho,16,047,20.8
Idaho County,Idaho,16,049,17.5
Jefferson County,Idaho,16,051,13.1
Jerome County,Idaho,16,053,18.3
Kootenai County,Idaho,16,055,13.4
Latah County,Idaho,16,057,20.4
Lemhi County,Idaho,16,059,23.3
Lewis County,Idaho,16,061,17.9
Lincoln County,Idaho,16,063,16.6
Madison County,Idaho,16,065,35.8
Minidoka County,Idaho,16,067,13.6
Nez Perce County,Idaho,16,069,11.1
Oneida County,Idaho,16,071,16.1
Owyhee County,Idaho,16,073,24.2
Payette County,Idaho,16,075,20.0
Power County,Idaho,16,077,13.9
Shoshone County,Idaho,16,079,17.4
Teton County,Idaho,16,081,11.7
Twin Falls County,Idaho,16,083,15.0
Valley County,Idaho,16,085,9.5
Washington County,Idaho,16,087,15.0
Adams County,Illinois,17,001,14.4
Alexander County,Illinois,17,003,31.6
Bond County,Illinois,17,005,14.6
Boone County,Illinois,17,007,11.3
Brown County,Illinois,17,009,12.3
Bureau County,Illinois,17,011,11.6
Calhoun County,Illinois,17,013,11.9
Carroll County,Illinois,17,015,13.7
Cass County,Illinois,17,017,14.8
Champaign County,Illinois,17,019,22.3
Christian County,Illinois,17,021,14.9
Clark County,Illinois,17,023,12.3
Clay County,Illinois,17,025,15.6
Clinton County,Illinois,17,027,8.9
Coles County,Illinois,17,029,22.0
Cook County,Illinois,17,031,16.9
Crawford County,Illinois,17,033,14.4
Cumberland County,Illinois,17,035,13.9
DeKalb County,Illinois,17,037,19.0
De Witt County,Illinois,17,039,14.0
Douglas County,Illinois,17,041,10.3
DuPage County,Illinois,17,043,6.9
Edgar County,Illinois,17,045,18.4
Edwards County,Illinois,17,047,11.4
Effingham County,Illinois,17,049,9.1
Fayette County,Illinois,17,051,17.0
Ford County,Illinois,17,053,10.5
Franklin County,Illinois,17,055,19.1
Fulton County,Illinois,17,057,13.3
Gallatin County,Illinois,17,059,17.2
Greene County,Illinois,17,061,13.2
Grundy County,Illinois,17,063,9.0
Hamilton County,Illinois,17,065,17.1
Hancock County,Illinois,17,067,13.6
Hardin County,Illinois,17,069,23.6
Henderson County,Illinois,17,071,11.3
Henry County,Illinois,17,073,10.5
Iroquois County,Illinois,17,075,13.7
Jackson County,Illinois,17,077,30.4
Jasper County,Illinois,17,079,6.6
Jefferson County,Illinois,17,081,16.5
Jersey County,Illinois,17,083,7.6
Jo Daviess County,Illinois,17,085,9.5
Johnson County,Illinois,17,087,14.1
Kane County,Illinois,17,089,11.1
Kankakee County,Illinois,17,091,16.4
Kendall County,Illinois,17,093,4.8
Knox County,Illinois,17,095,16.7
Lake County,Illinois,17,097,9.0
LaSalle County,Illinois,17,099,12.2
Lawrence County,Illinois,17,101,13.3
Lee County,Illinois,17,103,10.7
Livingston County,Illinois,17,105,10.3
Logan County,Illinois,17,107,13.8
McDonough County,Illinois,17,109,23.1
McHenry County,Illinois,17,111,7.7
McLean County,Illinois,17,113,14.2
Macon County,Illinois,17,115,17.6
Macoupin County,Illinois,17,117,12.4
Madison County,Illinois,17,119,14.0
Marion County,Illinois,17,121,18.1
Marshall County,Illinois,17,123,11.0
Mason County,Illinois,17,125,16.3
Massac County,Illinois,17,127,16.3
Menard County,Illinois,17,129,9.8
Mercer County,Illinois,17,131,10.1
Monroe County,Illinois,17,133,5.4
Montgomery County,Illinois,17,135,14.1
Morgan County,Illinois,17,137,14.4
Moultrie County,Illinois,17,139,12.8
Ogle County,Illinois,17,141,11.3
Peoria County,Illinois,17,143,17.2
Perry County,Illinois,17,145,18.4
Piatt County,Illinois,17,147,6.2
Pike County,Illinois,17,149,16.6
Pope County,Illinois,17,151,17.0
Pulaski County,Illinois,17,153,18.8
Putnam County,Illinois,17,155,14.2
Randolph County,Illinois,17,157,12.4
Richland County,Illinois,17,159,14.2
Rock Island County,Illinois,17,161,13.3
Saint Clair County,Illinois,17,163,17.6
Saline County,Illinois,17,165,19.1
Sangamon County,Illinois,17,167,14.2
Schuyler County,Illinois,17,169,15.9
Scott County,Illinois,17,171,12.3
Shelby County,Illinois,17,173,11.8
Stark County,Illinois,17,175,11.1
Stephenson County,Illinois,17,177,15.9
Tazewell County,Illinois,17,179,9.1
Union County,Illinois,17,181,19.5
Vermilion County,Illinois,17,183,19.6
Wabash County,Illinois,17,185,12.7
Warren County,Illinois,17,187,15.8
Washington County,Illinois,17,189,10.2
Wayne County,Illinois,17,191,14.7
White County,Illinois,17,193,15.6
Whiteside County,Illinois,17,195,12.0
Will County,Illinois,17,197,8.0
Williamson County,Illinois,17,199,15.6
Winnebago County,Illinois,17,201,17.5
Woodford County,Illinois,17,203,8.8
Adams County,Indiana,18,001,18.1
Allen County,Indiana,18,003,15.3
Bartholomew County,Indiana,18,005,12.2
Benton County,Indiana,18,007,11.1
Blackford County,Indiana,18,009,16.0
Boone County,Indiana,18,011,7.5
Brown County,Indiana,18,013,14.6
Carroll County,Indiana,18,015,10.7
Cass County,Indiana,18,017,16.5
Clark County,Indiana,18,019,12.2
Clay County,Indiana,18,021,15.8
Clinton County,Indiana,18,023,13.9
Crawford County,Indiana,18,025,19.6
Daviess County,Indiana,18,027,12.9
Dearborn County,Indiana,18,029,9.1
Decatur County,Indiana,18,031,14.1
DeKalb County,Indiana,18,033,12.4
Delaware County,Indiana,18,035,22.3
Dubois County,Indiana,18,037,8.3
Elkhart County,Indiana,18,039,16.7
Fayette County,Indiana,18,041,23.0
Floyd County,Indiana,18,043,13.3
Fountain County,Indiana,18,045,11.9
Franklin County,Indiana,18,047,13.5
Fulton County,Indiana,18,049,15.5
Gibson County,Indiana,18,051,11.5
Grant County,Indiana,18,053,18.6
Greene County,Indiana,18,055,14.0
Hamilton County,Indiana,18,057,5.1
Hancock County,Indiana,18,059,7.6
Harrison County,Indiana,18,061,13.2
Hendricks County,Indiana,18,063,5.0
Henry County,Indiana,18,065,17.0
Howard County,Indiana,18,067,16.7
Huntington County,Indiana,18,069,12.0
Jackson County,Indiana,18,071,13.0
Jasper County,Indiana,18,073,7.7
Jay County,Indiana,18,075,14.7
Jefferson County,Indiana,18,077,13.6
Jennings County,Indiana,18,079,16.7
